"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2009","middle vocational","Ostdeutschland, neue Bundeslaender","6.56","7","2404","3","5","8","9","6.47","6.65","7","7"
"2009","middle vocational","Westdeutschland, alte Bundeslaender","6.71","7","6694","3","5","8","9","6.66","6.76","7","7"
"2009","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.48","7","152","3","5","8","9","6.14","6.82","6","7"
"2009","vocational + Abi","Westdeutschland, alte Bundeslaender","6.81","7","849","4","5","9","9","6.66","6.96","7","8"
"2010","general elemantary","Ostdeutschland, neue Bundeslaender","6.76","7","333","3","5","9","10","6.47","7.05","6","7"
"2010","general elemantary","Westdeutschland, alte Bundeslaender","6.46","7","2133","3","5","8","9","6.36","6.56","7","7"
"2010","higher education","Ostdeutschland, neue Bundeslaender","6.6","7","1395","3","5","8","9","6.48","6.72","7","7"
"2010","higher education","Westdeutschland, alte Bundeslaender","7.02","7","3984","4","6","9","10","6.95","7.09","7","8"
"2010","higher vocational","Ostdeutschland, neue Bundeslaender","6.25","7","414","3","5","8","9","6.03","6.47","6","7"
"2010","higher vocational","Westdeutschland, alte Bundeslaender","6.64","7","1201","3","5","8","9","6.51","6.77","7","7"
"2010","in school","Ostdeutschland, neue Bundeslaender","8.04","8","47","6","8","9","9","7.45","8.63","8","9"
"2010","in school","Westdeutschland, alte Bundeslaender","7.43","8","369","5","6","9","10","7.22","7.64","7","8"
"2010","inadequately","Ostdeutschland, neue Bundeslaender","7.11","8","30","4","4","8","10","6.21","8.01","5","8"
"2010","inadequately","Westdeutschland, alte Bundeslaender","5.44","5","315","2","3","8","10","5.15","5.73","6","7"
"2010","middle vocational","Ostdeutschland, neue Bundeslaender","6.4","7","2940","3","5","8","9","6.31","6.49","7","7"
"2010","middle vocational","Westdeutschland, alte Bundeslaender","6.69","7","8834","3","5","8","10","6.64","6.74","7","7"
"2010","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.93","7","258","4","5","9","9","6.66","7.2","7","8"
"2010","vocational + Abi","Westdeutschland, alte Bundeslaender","6.89","7","1456","4","5","9","10","6.77","7.01","7","7"
"2011","general elemantary","Ostdeutschland, neue Bundeslaender","6.5","7","352","3","5","9","10","6.23","6.77","6","7"
"2011","general elemantary","Westdeutschland, alte Bundeslaender","6.36","7","2246","3","5","8","9","6.26","6.46","7","7"
"2011","higher education","Ostdeutschland, neue Bundeslaender","6.67","7","1469","3","5","8","9","6.56","6.78","7","7"
"2011","higher education","Westdeutschland, alte Bundeslaender","7.08","7","4299","4","6","9","10","7.02","7.14","7","8"
"2011","higher vocational","Ostdeutschland, neue Bundeslaender","6.4","7","430","3","5","8","9","6.18","6.62","7","7"
"2011","higher vocational","Westdeutschland, alte Bundeslaender","6.71","7","1272","3","5","9","9","6.59","6.83","7","7"
"2011","in school","Ostdeutschland, neue Bundeslaender","7.74","8","46","5","7","9","10","7.21","8.27","7","9"
"2011","in school","Westdeutschland, alte Bundeslaender","7.64","8","385","5","6","9","10","7.43","7.85","8","8"
"2011","inadequately","Ostdeutschland, neue Bundeslaender","7.44","8","38","3","5","10","10","6.45","8.43","4","8"
"2011","inadequately","Westdeutschland, alte Bundeslaender","5.86","6","318","3","4","8","10","5.57","6.15","6","7"
"2011","middle vocational","Ostdeutschland, neue Bundeslaender","6.42","7","3092","3","5","8","9","6.34","6.5","7","7"
"2011","middle vocational","Westdeutschland, alte Bundeslaender","6.68","7","9536","3","5","8","10","6.63","6.73","7","7"
"2011","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.95","7","279","4","5","8","10","6.7","7.2","7","7"
"2011","vocational + Abi","Westdeutschland, alte Bundeslaender","7.06","8","1567","4","6","9","10","6.95","7.17","7","8"
"2012","general elemantary","Ostdeutschland, neue Bundeslaender","6.64","7","356","3","5","8","10","6.38","6.9","6","7"
"2012","general elemantary","Westdeutschland, alte Bundeslaender","6.44","7","2417","3","5","8","10","6.34","6.54","7","7"
"2012","higher education","Ostdeutschland, neue Bundeslaender","6.7","7","1494","3","5","8","9","6.59","6.81","7","7"
"2012","higher education","Westdeutschland, alte Bundeslaender","7.13","8","4436","4","6","9","10","7.07","7.19","7","8"
"2012","higher vocational","Ostdeutschland, neue Bundeslaender","6.64","7","467","4","5","8","9","6.45","6.83","7","7"
"2012","higher vocational","Westdeutschland, alte Bundeslaender","6.71","7","1279","3","5","8","9","6.59","6.83","7","8"
"2012","in school","Ostdeutschland, neue Bundeslaender","8.17","8","51","7","8","9","10","7.69","8.65","7","8"
"2012","in school","Westdeutschland, alte Bundeslaender","7.36","8","400","5","6","9","10","7.17","7.55","8","8"
"2012","inadequately","Ostdeutschland, neue Bundeslaender","6.4","7","46","2","3","10","10","5.49","7.31","5","9"
"2012","inadequately","Westdeutschland, alte Bundeslaender","6.07","6","321","2","4","8","10","5.78","6.36","6","7"
"2012","middle vocational","Ostdeutschland, neue Bundeslaender","6.39","7","3196","3","5","8","9","6.31","6.47","7","7"
"2012","middle vocational","Westdeutschland, alte Bundeslaender","6.69","7","9754","3","5","8","10","6.64","6.74","7","7"
"2012","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.93","7","290","4","5","8","10","6.69","7.17","7","7"
"2012","vocational + Abi","Westdeutschland, alte Bundeslaender","6.81","7","1587","3","5","8","10","6.7","6.92","7","7"
"2013","general elemantary","Ostdeutschland, neue Bundeslaender","6.78","7","344","3","5","9","10","6.52","7.04","7","7"
"2013","general elemantary","Westdeutschland, alte Bundeslaender","6.44","7","2286","3","5","8","9","6.34","6.54","7","7"
"2013","higher education","Ostdeutschland, neue Bundeslaender","6.69","7","1457","3","5","8","9","6.58","6.8","7","7"
"2013","higher education","Westdeutschland, alte Bundeslaender","7.04","7","4406","4","6","9","10","6.98","7.1","7","8"
"2013","higher vocational","Ostdeutschland, neue Bundeslaender","6.57","7","434","3","5","8","9","6.37","6.77","7","7"
"2013","higher vocational","Westdeutschland, alte Bundeslaender","6.67","7","1251","3","5","8","9","6.55","6.79","7","7"
"2013","in school","Ostdeutschland, neue Bundeslaender","7.69","8","56","5","7","9","9","7.25","8.13","7","8"
"2013","in school","Westdeutschland, alte Bundeslaender","7.31","8","402","4","6","9","10","7.11","7.51","7","8"
"2013","inadequately","Ostdeutschland, neue Bundeslaender","6.87","7","49","3","5","10","10","6.11","7.63","5","7"
"2013","inadequately","Westdeutschland, alte Bundeslaender","6.28","7","285","2","4","8","10","5.97","6.59","6","7"
"2013","middle vocational","Ostdeutschland, neue Bundeslaender","6.48","7","3072","3","5","8","9","6.4","6.56","7","7"
"2013","middle vocational","Westdeutschland, alte Bundeslaender","6.66","7","9465","3","5","8","10","6.61","6.71","7","7"
"2013","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.93","7","275","4","6","8","9","6.7","7.16","7","7"
"2013","vocational + Abi","Westdeutschland, alte Bundeslaender","6.95","7","1514","4","6","9","10","6.84","7.06","7","8"
"2014","general elemantary","Ostdeutschland, neue Bundeslaender","6.5","7","382","3","5","8","10","6.24","6.76","7","8"
"2014","general elemantary","Westdeutschland, alte Bundeslaender","6.33","7","2740","3","5","8","10","6.24","6.42","7","7"
"2014","higher education","Ostdeutschland, neue Bundeslaender","6.63","7","1445","3","5","8","9","6.52","6.74","7","7"
"2014","higher education","Westdeutschland, alte Bundeslaender","7.04","7","4789","4","6","9","10","6.98","7.1","7","7"
"2014","higher vocational","Ostdeutschland, neue Bundeslaender","6.73","7","409","3","5","8","9","6.52","6.94","7","7"
"2014","higher vocational","Westdeutschland, alte Bundeslaender","6.57","7","1190","3","5","8","9","6.45","6.69","7","7"
"2014","in school","Ostdeutschland, neue Bundeslaender","7.54","8","54","5","6","9","10","7.04","8.04","7","9"
"2014","in school","Westdeutschland, alte Bundeslaender","7.35","8","395","5","6","9","10","7.15","7.55","7","8"
"2014","inadequately","Ostdeutschland, neue Bundeslaender","6.55","7","56","3","4","9","10","5.84","7.26","5","8"
"2014","inadequately","Westdeutschland, alte Bundeslaender","5.89","6","449","2","4","8","10","5.64","6.14","6","6"
"2014","middle vocational","Ostdeutschland, neue Bundeslaender","6.45","7","2868","3","5","8","9","6.36","6.54","7","7"
"2014","middle vocational","Westdeutschland, alte Bundeslaender","6.67","7","9730","3","5","8","10","6.62","6.72","7","7"
"2014","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.01","7","298","5","5","8","10","6.77","7.25","7","8"
"2014","vocational + Abi","Westdeutschland, alte Bundeslaender","7.07","8","1760","4","6","8","10","6.97","7.17","7","8"
"2015","general elemantary","Ostdeutschland, neue Bundeslaender","6.42","7","342","2","4","9","10","6.15","6.69","6","7"
"2015","general elemantary","Westdeutschland, alte Bundeslaender","6.44","7","2344","3","5","8","10","6.34","6.54","7","7"
"2015","higher education","Ostdeutschland, neue Bundeslaender","6.76","7","1372","4","5","8","9","6.65","6.87","7","7"
"2015","higher education","Westdeutschland, alte Bundeslaender","7","7","4512","4","6","9","10","6.94","7.06","7","8"
"2015","higher vocational","Ostdeutschland, neue Bundeslaender","6.48","7","398","3","5","8","9","6.27","6.69","7","7"
"2015","higher vocational","Westdeutschland, alte Bundeslaender","6.61","7","1132","3","5","8","9","6.48","6.74","7","7"
"2015","in school","Ostdeutschland, neue Bundeslaender","7.79","8","56","6","7","9","9","7.26","8.32","7","8"
"2015","in school","Westdeutschland, alte Bundeslaender","7.6","8","296","5","6","9","10","7.37","7.83","8","8"
"2015","inadequately","Ostdeutschland, neue Bundeslaender","5.9","5","48","3","4","8","9","5.3","6.5","5","7"
"2015","inadequately","Westdeutschland, alte Bundeslaender","5.77","6","364","2","3","8","9","5.5","6.04","6","7"
"2015","middle vocational","Ostdeutschland, neue Bundeslaender","6.39","7","2703","3","5","8","9","6.31","6.47","7","7"
"2015","middle vocational","Westdeutschland, alte Bundeslaender","6.72","7","8989","3","5","8","10","6.67","6.77","7","7"
"2015","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.9","7","275","3","5","9","10","6.65","7.15","7","8"
"2015","vocational + Abi","Westdeutschland, alte Bundeslaender","6.95","7","1683","4","6","8","9","6.85","7.05","7","8"
"2016","general elemantary","Ostdeutschland, neue Bundeslaender","6.34","6","321","3","4","9","10","6.05","6.63","6","7"
"2016","general elemantary","Westdeutschland, alte Bundeslaender","6.33","7","2255","3","5","8","10","6.23","6.43","7","7"
"2016","higher education","Ostdeutschland, neue Bundeslaender","6.7","7","1346","3","5","8","9","6.59","6.81","7","7"
"2016","higher education","Westdeutschland, alte Bundeslaender","6.95","7","4554","4","6","8","9","6.89","7.01","7","7"
"2016","higher vocational","Ostdeutschland, neue Bundeslaender","6.62","7","368","3","5","8","9","6.42","6.82","7","7"
"2016","higher vocational","Westdeutschland, alte Bundeslaender","6.69","7","1042","3","5","8","9","6.56","6.82","7","7"
"2016","in school","Ostdeutschland, neue Bundeslaender","7.55","7","43","5","6","9","10","6.95","8.15","7","9"
"2016","in school","Westdeutschland, alte Bundeslaender","7.6","8","290","4","7","9","10","7.35","7.85","7","8"
"2016","inadequately","Ostdeutschland, neue Bundeslaender","6.11","5.79","45","3","4","8","9","5.29","6.93","5","8"
"2016","inadequately","Westdeutschland, alte Bundeslaender","6.18","6","356","2","4","8","10","5.92","6.44","6","7"
"2016","middle vocational","Ostdeutschland, neue Bundeslaender","6.41","7","2563","3","5","8","9","6.32","6.5","7","7"
"2016","middle vocational","Westdeutschland, alte Bundeslaender","6.66","7","8456","3","5","8","9","6.61","6.71","7","7"
"2016","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.03","7","274","5","6","8","10","6.78","7.28","7","8"
"2016","vocational + Abi","Westdeutschland, alte Bundeslaender","6.95","7","1749","4","6","8","9","6.85","7.05","7","8"
"2017","general elemantary","Ostdeutschland, neue Bundeslaender","6.35","7","378","3","4","8","10","6.09","6.61","7","7"
"2017","general elemantary","Westdeutschland, alte Bundeslaender","6.31","7","2365","3","5","8","9","6.21","6.41","7","7"
"2017","higher education","Ostdeutschland, neue Bundeslaender","6.84","7","1447","4","5","8","9","6.73","6.95","7","7"
"2017","higher education","Westdeutschland, alte Bundeslaender","6.94","7","5083","4","6","8","9","6.88","7","7","7"
"2017","higher vocational","Ostdeutschland, neue Bundeslaender","6.6","7","400","3","5","8","9","6.39","6.81","7","7"
"2017","higher vocational","Westdeutschland, alte Bundeslaender","6.58","7","1144","3","5","8","9","6.45","6.71","7","7"
"2017","in school","Ostdeutschland, neue Bundeslaender","7.82","8","66","5","7","9","9","7.42","8.22","8","9"
"2017","in school","Westdeutschland, alte Bundeslaender","7.49","8","332","5","7","9","10","7.28","7.7","7","8"
"2017","inadequately","Ostdeutschland, neue Bundeslaender","7.33","8","50","5","6","9","10","6.65","8.01","6","8"
"2017","inadequately","Westdeutschland, alte Bundeslaender","6.02","6","397","2","4","8","10","5.76","6.28","6","7"
"2017","middle vocational","Ostdeutschland, neue Bundeslaender","6.37","7","2858","3","5","8","9","6.29","6.45","7","7"
"2017","middle vocational","Westdeutschland, alte Bundeslaender","6.56","7","9222","3","5","8","9","6.51","6.61","7","7"
"2017","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.87","7","326","4","6","9","9","6.64","7.1","7","7"
"2017","vocational + Abi","Westdeutschland, alte Bundeslaender","6.74","7","1886","4","5","8","9","6.64","6.84","7","7"
"2018","general elemantary","Ostdeutschland, neue Bundeslaender","6.24","6","397","3","5","8","10","5.99","6.49","6","7"
"2018","general elemantary","Westdeutschland, alte Bundeslaender","6.15","6","2268","3","4","8","10","6.05","6.25","7","7"
"2018","higher education","Ostdeutschland, neue Bundeslaender","6.6","7","1392","4","5","8","9","6.49","6.71","7","7"
"2018","higher education","Westdeutschland, alte Bundeslaender","6.85","7","4923","4","6","8","9","6.79","6.91","7","7"
"2018","higher vocational","Ostdeutschland, neue Bundeslaender","6.53","7","390","3","5","8","9","6.32","6.74","7","7"
"2018","higher vocational","Westdeutschland, alte Bundeslaender","6.51","7","1060","3","5","8","9","6.37","6.65","7","7"
"2018","in school","Ostdeutschland, neue Bundeslaender","7.2","7","57","5","6","8","9","6.68","7.72","7","8"
"2018","in school","Westdeutschland, alte Bundeslaender","7.3","7.28","281","4","6","9","10","7.06","7.54","7","8"
"2018","inadequately","Ostdeutschland, neue Bundeslaender","5.64","5","58","2","2","9","9","4.93","6.35","5","8"
"2018","inadequately","Westdeutschland, alte Bundeslaender","5.69","6","417","2","3","8","10","5.42","5.96","6","7"
"2018","middle vocational","Ostdeutschland, neue Bundeslaender","6.35","7","2767","3","5","8","9","6.27","6.43","7","7"
"2018","middle vocational","Westdeutschland, alte Bundeslaender","6.49","7","8723","3","5","8","9","6.44","6.54","7","7"
"2018","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.87","7","320","4","6","8","9","6.64","7.1","7","7"
"2018","vocational + Abi","Westdeutschland, alte Bundeslaender","6.77","7","1795","4","5","8","9","6.67","6.87","7","7"
"2019","general elemantary","Ostdeutschland, neue Bundeslaender","6.48","7","372","3","5","8","9","6.24","6.72","7","7"
"2019","general elemantary","Westdeutschland, alte Bundeslaender","6.28","7","2042","3","5","8","9","6.18","6.38","7","7"
"2019","higher education","Ostdeutschland, neue Bundeslaender","6.7","7","1590","4","5","8","9","6.6","6.8","7","7"
"2019","higher education","Westdeutschland, alte Bundeslaender","7.03","7","5395","4","6","8","9","6.98","7.08","7","8"
"2019","higher vocational","Ostdeutschland, neue Bundeslaender","6.62","7","439","3","5","8","9","6.42","6.82","7","7"
"2019","higher vocational","Westdeutschland, alte Bundeslaender","6.66","7","1228","3","5","8","9","6.54","6.78","7","7"
"2019","in school","Ostdeutschland, neue Bundeslaender","7.41","8","53","5","6","8","10","6.86","7.96","7","8"
"2019","in school","Westdeutschland, alte Bundeslaender","7.54","8","278","5","7","9","10","7.3","7.78","8","8"
"2019","inadequately","Ostdeutschland, neue Bundeslaender","5.91","5","47","3","5","7","10","5.22","6.6","5","7"
"2019","inadequately","Westdeutschland, alte Bundeslaender","5.74","6","342","2","3","8","10","5.46","6.02","5","7"
"2019","middle vocational","Ostdeutschland, neue Bundeslaender","6.36","7","2613","3","5","8","9","6.27","6.45","7","7"
"2019","middle vocational","Westdeutschland, alte Bundeslaender","6.59","7","8486","3","5","8","9","6.54","6.64","7","7"
"2019","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.91","7","322","4","6","8","9","6.68","7.14","7","7"
"2019","vocational + Abi","Westdeutschland, alte Bundeslaender","6.76","7","1842","4","5","8","9","6.66","6.86","7","7"
