"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2011","no migration background","Ostdeutschland, neue Bundeslaender","6.54","7","5596","3","5","8","9","6.48","6.6","7","7"
"2011","no migration background","Westdeutschland, alte Bundeslaender","6.75","7","16166","3","5","8","10","6.71","6.79","7","7"
"2012","direct migration background","Ostdeutschland, neue Bundeslaender","6.14","6","144","3","4","9","10","5.75","6.53","6","7"
"2012","direct migration background","Westdeutschland, alte Bundeslaender","6.76","7","2767","3","5","8","10","6.67","6.85","7","7"
"2012","indirect migration background","Ostdeutschland, neue Bundeslaender","5.8","6","73","3","3","8","8","5.24","6.36","6","8"
"2012","indirect migration background","Westdeutschland, alte Bundeslaender","6.93","7","1154","4","5","9","10","6.8","7.06","7","7"
"2012","no migration background","Ostdeutschland, neue Bundeslaender","6.56","7","5757","3","5","8","9","6.5","6.62","7","7"
"2012","no migration background","Westdeutschland, alte Bundeslaender","6.75","7","16615","3","5","8","10","6.72","6.78","7","7"
"2013","direct migration background","Ostdeutschland, neue Bundeslaender","6.34","6","136","4","5","8","10","5.95","6.73","6","7"
"2013","direct migration background","Westdeutschland, alte Bundeslaender","6.61","7","2563","3","5","8","10","6.52","6.7","7","7"
"2013","indirect migration background","Ostdeutschland, neue Bundeslaender","6.4","5.94","76","3","5","8","10","5.82","6.98","6","8"
"2013","indirect migration background","Westdeutschland, alte Bundeslaender","7.03","7","1128","4","6","9","10","6.9","7.16","7","7"
"2013","no migration background","Ostdeutschland, neue Bundeslaender","6.59","7","5544","3","5","8","9","6.53","6.65","7","7"
"2013","no migration background","Westdeutschland, alte Bundeslaender","6.75","7","16317","3","5","8","10","6.72","6.78","7","7"
"2014","direct migration background","Ostdeutschland, neue Bundeslaender","6.98","7","346","4","5","9","10","6.72","7.24","7","8"
"2014","direct migration background","Westdeutschland, alte Bundeslaender","6.71","7","4785","3","5","9","10","6.64","6.78","7","7"
"2014","indirect migration background","Ostdeutschland, neue Bundeslaender","6.99","8","103","4","5","9","10","6.51","7.47","7","8"
"2014","indirect migration background","Westdeutschland, alte Bundeslaender","6.97","7","1692","4","5","9","10","6.86","7.08","7","7"
"2014","no migration background","Ostdeutschland, neue Bundeslaender","6.54","7","5163","3","5","8","9","6.48","6.6","7","7"
"2014","no migration background","Westdeutschland, alte Bundeslaender","6.72","7","15102","3","5","8","10","6.68","6.76","7","7"
"2015","direct migration background","Ostdeutschland, neue Bundeslaender","6.68","7","295","3","5","9","10","6.42","6.94","7","8"
"2015","direct migration background","Westdeutschland, alte Bundeslaender","6.72","7","4023","3","5","8","10","6.65","6.79","7","7"
"2015","indirect migration background","Ostdeutschland, neue Bundeslaender","6.98","7","102","4","6","8","10","6.5","7.46","7","8"
"2015","indirect migration background","Westdeutschland, alte Bundeslaender","7.09","7","1528","4","6","9","10","6.98","7.2","7","7"
"2015","no migration background","Ostdeutschland, neue Bundeslaender","6.5","7","4882","3","5","8","9","6.44","6.56","7","7"
"2015","no migration background","Westdeutschland, alte Bundeslaender","6.75","7","14303","3","5","8","9","6.71","6.79","7","7"
"2016","direct migration background","Ostdeutschland, neue Bundeslaender","6.97","7","350","3","5","9","10","6.71","7.23","7","8"
"2016","direct migration background","Westdeutschland, alte Bundeslaender","6.79","7","4447","3","5","8","10","6.72","6.86","7","8"
"2016","indirect migration background","Ostdeutschland, neue Bundeslaender","7.22","8","107","5","6","8","10","6.74","7.7","7","8"
"2016","indirect migration background","Westdeutschland, alte Bundeslaender","6.94","7","1441","4","6","8","10","6.82","7.06","7","7"
"2016","no migration background","Ostdeutschland, neue Bundeslaender","6.51","7","4598","3","5","8","9","6.45","6.57","7","7"
"2016","no migration background","Westdeutschland, alte Bundeslaender","6.69","7","13320","3","5","8","9","6.65","6.73","7","7"
"2017","direct migration background","Ostdeutschland, neue Bundeslaender","7.09","8","365","4","6","9","10","6.86","7.32","7","8"
"2017","direct migration background","Westdeutschland, alte Bundeslaender","6.62","7","4221","3","5","8","9","6.55","6.69","7","7"
"2017","indirect migration background","Ostdeutschland, neue Bundeslaender","7.06","8","106","4","6","9","10","6.64","7.48","7","8"
"2017","indirect migration background","Westdeutschland, alte Bundeslaender","6.81","7","1583","4","5","8","10","6.7","6.92","7","7"
"2017","no migration background","Ostdeutschland, neue Bundeslaender","6.53","7","5154","3","5","8","9","6.47","6.59","7","7"
"2017","no migration background","Westdeutschland, alte Bundeslaender","6.63","7","15145","3","5","8","9","6.59","6.67","7","7"
"2018","direct migration background","Ostdeutschland, neue Bundeslaender","6.96","7","345","3","5","9","10","6.72","7.2","7","7"
"2018","direct migration background","Westdeutschland, alte Bundeslaender","6.46","7","4045","3","5","8","9","6.39","6.53","7","7"
"2018","indirect migration background","Ostdeutschland, neue Bundeslaender","6.61","7","122","2","5","8","10","6.19","7.03","6","7"
"2018","indirect migration background","Westdeutschland, alte Bundeslaender","6.73","7","1577","3","5","8","10","6.62","6.84","7","7"
"2018","no migration background","Ostdeutschland, neue Bundeslaender","6.43","7","5045","3","5","8","9","6.37","6.49","7","7"
"2018","no migration background","Westdeutschland, alte Bundeslaender","6.57","7","14558","3","5","8","9","6.53","6.61","7","7"
"2019","direct migration background","Ostdeutschland, neue Bundeslaender","6.93","7","291","4","5","9","10","6.67","7.19","7","7"
"2019","direct migration background","Westdeutschland, alte Bundeslaender","6.62","7","3564","3","5","8","9","6.55","6.69","7","7"
"2019","indirect migration background","Ostdeutschland, neue Bundeslaender","6.58","7","133","3","5","8","10","6.17","6.99","7","8"
"2019","indirect migration background","Westdeutschland, alte Bundeslaender","6.85","7","1572","4","5","8","10","6.73","6.97","7","7"
"2019","no migration background","Ostdeutschland, neue Bundeslaender","6.51","7","5154","3","5","8","9","6.45","6.57","7","7"
"2019","no migration background","Westdeutschland, alte Bundeslaender","6.68","7","15067","3","5","8","9","6.64","6.72","7","7"
