"plh0164","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","Saxony-Anhalt","Urban Area","","","","","0"
"0 Completely dissatisfied","1989","Saxony-Anhalt","Rural Area","","","","","0"
"0 Completely dissatisfied","1989","Thuringia","Urban Area","","","","","0"
"0 Completely dissatisfied","1989","Thuringia","Rural Area","","","","","0"
"1 on Scale 1 to 10","1989","Lower Saxony","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","Hamburg","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","Lower Saxony","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1989","Brandenburg","Urban Area","","","","","1"
"1 on Scale 1 to 10","1989","Brandenburg","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","Bremen","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","North Rhine-Westphalia","Urban Area","27","","","","1"
"1 on Scale 1 to 10","1989","North Rhine-Westphalia","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","Schleswig-Holstein","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1989","Schleswig-Holstein","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1989","Bremen","Urban Area","","","","","1"
"1 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"1 on Scale 1 to 10","1989","Hamburg","Urban Area","4","","","","1"
"1 on Scale 1 to 10","1989","Baden-Württemberg","Urban Area","32","0.00850327807799661","0.00353673095763924","0.013469825198354","1"
"1 on Scale 1 to 10","1989","Baden-Württemberg","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1989","Bavaria","Urban Area","5","","","","1"
"1 on Scale 1 to 10","1989","Bavaria","Rural Area","6","","","","1"
"1 on Scale 1 to 10","1989","Berlin","Urban Area","3","","","","1"
"1 on Scale 1 to 10","1989","Berlin","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","Saxony","Urban Area","","","","","1"
"1 on Scale 1 to 10","1989","Saxony","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","Saxony-Anhalt","Urban Area","","","","","1"
"1 on Scale 1 to 10","1989","Saxony-Anhalt","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","Thuringia","Urban Area","","","","","1"
"1 on Scale 1 to 10","1989","Thuringia","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","Hesse","Urban Area","8","","","","1"
"1 on Scale 1 to 10","1989","Hesse","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Urban Area","10","","","","1"
"1 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Rural Area","5","","","","1"
"10 Completely satisfied","1989","Brandenburg","Urban Area","","","","","10"
"10 Completely satisfied","1989","Brandenburg","Rural Area","","","","","10"
"10 Completely satisfied","1989","Mecklenburg-Western Pomerania","Urban Area","","","","","10"
"10 Completely satisfied","1989","Mecklenburg-Western Pomerania","Rural Area","","","","","10"
"10 Completely satisfied","1989","Saxony","Urban Area","","","","","10"
"10 Completely satisfied","1989","Saxony","Rural Area","","","","","10"
"10 Completely satisfied","1989","Saxony-Anhalt","Urban Area","","","","","10"
"10 Completely satisfied","1989","Saxony-Anhalt","Rural Area","","","","","10"
"10 Completely satisfied","1989","Thuringia","Urban Area","","","","","10"
"10 Completely satisfied","1989","Thuringia","Rural Area","","","","","10"
"10 Completely satisfied","1989","Schleswig-Holstein","Urban Area","30","0.229949512333551","0.15618135571537","0.303717668951732","10"
"10 Completely satisfied","1989","Schleswig-Holstein","Rural Area","27","","","","10"
"10 Completely satisfied","1989","Hamburg","Urban Area","31","0.174488825763483","0.119798877190413","0.229178774336552","10"
"10 Completely satisfied","1989","Hamburg","Rural Area","","","","","10"
"10 Completely satisfied","1989","Lower Saxony","Urban Area","56","0.115658786284416","0.0884568337546391","0.142860738814193","10"
"10 Completely satisfied","1989","Lower Saxony","Rural Area","58","0.14704631509444","0.113014021165046","0.181078609023833","10"
"10 Completely satisfied","1989","Bremen","Urban Area","20","","","","10"
"10 Completely satisfied","1989","Bremen","Rural Area","","","","","10"
"10 Completely satisfied","1989","North Rhine-Westphalia","Urban Area","304","0.1416379398004","0.1273974089392","0.155878470661599","10"
"10 Completely satisfied","1989","North Rhine-Westphalia","Rural Area","14","","","","10"
"10 Completely satisfied","1989","Hesse","Urban Area","130","0.189931691944804","0.163084386475696","0.216778997413912","10"
"10 Completely satisfied","1989","Hesse","Rural Area","19","","","","10"
"10 Completely satisfied","1989","Rhineland-Palatinate,Saarland","Urban Area","75","0.15623877414222","0.124413856955011","0.18806369132943","10"
"10 Completely satisfied","1989","Rhineland-Palatinate,Saarland","Rural Area","6","","","","10"
"10 Completely satisfied","1989","Baden-Württemberg","Urban Area","121","0.112613135187138","0.0955142911615568","0.129711979212719","10"
"10 Completely satisfied","1989","Baden-Württemberg","Rural Area","35","0.187536556827494","0.133166425822988","0.241906687832","10"
"10 Completely satisfied","1989","Bavaria","Urban Area","84","0.120143077365558","0.0967649840538391","0.143521170677277","10"
"10 Completely satisfied","1989","Bavaria","Rural Area","93","0.139119630946389","0.112796977741621","0.165442284151156","10"
"10 Completely satisfied","1989","Berlin","Urban Area","47","0.149214299039802","0.109929922749355","0.18849867533025","10"
"10 Completely satisfied","1989","Berlin","Rural Area","","","","","10"
"2 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"2 on Scale 1 to 10","1989","Saxony","Urban Area","","","","","2"
"2 on Scale 1 to 10","1989","Saxony-Anhalt","Urban Area","","","","","2"
"2 on Scale 1 to 10","1989","Brandenburg","Rural Area","","","","","2"
"2 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"2 on Scale 1 to 10","1989","Saxony","Rural Area","","","","","2"
"2 on Scale 1 to 10","1989","Brandenburg","Urban Area","","","","","2"
"2 on Scale 1 to 10","1989","Schleswig-Holstein","Urban Area","5","","","","2"
"2 on Scale 1 to 10","1989","Schleswig-Holstein","Rural Area","2","","","","2"
"2 on Scale 1 to 10","1989","Hamburg","Urban Area","5","","","","2"
"2 on Scale 1 to 10","1989","Hamburg","Rural Area","","","","","2"
"2 on Scale 1 to 10","1989","Lower Saxony","Urban Area","17","","","","2"
"2 on Scale 1 to 10","1989","Lower Saxony","Rural Area","13","","","","2"
"2 on Scale 1 to 10","1989","Bremen","Urban Area","","","","","2"
"2 on Scale 1 to 10","1989","Bremen","Rural Area","","","","","2"
"2 on Scale 1 to 10","1989","North Rhine-Westphalia","Urban Area","53","0.015811446450071","0.0107166589140976","0.0209062339860444","2"
"2 on Scale 1 to 10","1989","North Rhine-Westphalia","Rural Area","","","","","2"
"2 on Scale 1 to 10","1989","Hesse","Urban Area","19","","","","2"
"2 on Scale 1 to 10","1989","Hesse","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Urban Area","17","","","","2"
"2 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Rural Area","2","","","","2"
"2 on Scale 1 to 10","1989","Baden-Württemberg","Urban Area","42","0.0156938206890759","0.00897109831270134","0.0224165430654505","2"
"2 on Scale 1 to 10","1989","Baden-Württemberg","Rural Area","5","","","","2"
"2 on Scale 1 to 10","1989","Bavaria","Urban Area","19","","","","2"
"2 on Scale 1 to 10","1989","Bavaria","Rural Area","11","","","","2"
"2 on Scale 1 to 10","1989","Berlin","Urban Area","9","","","","2"
"2 on Scale 1 to 10","1989","Berlin","Rural Area","","","","","2"
"2 on Scale 1 to 10","1989","Saxony-Anhalt","Rural Area","","","","","2"
"2 on Scale 1 to 10","1989","Thuringia","Urban Area","","","","","2"
"2 on Scale 1 to 10","1989","Thuringia","Rural Area","","","","","2"
"3 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"3 on Scale 1 to 10","1989","Saxony","Urban Area","","","","","3"
"3 on Scale 1 to 10","1989","Saxony-Anhalt","Rural Area","","","","","3"
"3 on Scale 1 to 10","1989","Thuringia","Urban Area","","","","","3"
"3 on Scale 1 to 10","1989","Thuringia","Rural Area","","","","","3"
"3 on Scale 1 to 10","1989","Saxony-Anhalt","Urban Area","","","","","3"
"3 on Scale 1 to 10","1989","Saxony","Rural Area","","","","","3"
"3 on Scale 1 to 10","1989","Brandenburg","Rural Area","","","","","3"
"3 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"3 on Scale 1 to 10","1989","Schleswig-Holstein","Rural Area","1","","","","3"
"3 on Scale 1 to 10","1989","Hamburg","Urban Area","6","","","","3"
"3 on Scale 1 to 10","1989","Hamburg","Rural Area","","","","","3"
"3 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Rural Area","4","","","","3"
"3 on Scale 1 to 10","1989","Baden-Württemberg","Urban Area","87","0.0617222148147302","0.048705475844923","0.0747389537845374","3"
"3 on Scale 1 to 10","1989","Brandenburg","Urban Area","","","","","3"
"3 on Scale 1 to 10","1989","Schleswig-Holstein","Urban Area","5","","","","3"
"3 on Scale 1 to 10","1989","Baden-Württemberg","Rural Area","9","","","","3"
"3 on Scale 1 to 10","1989","Bavaria","Urban Area","36","0.0375794676774457","0.0239049682955892","0.0512539670593022","3"
"3 on Scale 1 to 10","1989","Lower Saxony","Urban Area","29","","","","3"
"3 on Scale 1 to 10","1989","Lower Saxony","Rural Area","19","","","","3"
"3 on Scale 1 to 10","1989","Bremen","Urban Area","3","","","","3"
"3 on Scale 1 to 10","1989","Bremen","Rural Area","","","","","3"
"3 on Scale 1 to 10","1989","North Rhine-Westphalia","Urban Area","101","0.0297504213245227","0.0228115407364402","0.0366893019126052","3"
"3 on Scale 1 to 10","1989","North Rhine-Westphalia","Rural Area","1","","","","3"
"3 on Scale 1 to 10","1989","Hesse","Urban Area","25","","","","3"
"3 on Scale 1 to 10","1989","Hesse","Rural Area","5","","","","3"
"3 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Urban Area","12","","","","3"
"3 on Scale 1 to 10","1989","Bavaria","Rural Area","34","0.0567592995895023","0.0391600629362437","0.0743585362427609","3"
"3 on Scale 1 to 10","1989","Berlin","Urban Area","18","","","","3"
"3 on Scale 1 to 10","1989","Berlin","Rural Area","","","","","3"
"4 on Scale 1 to 10","1989","Brandenburg","Urban Area","","","","","4"
"4 on Scale 1 to 10","1989","Schleswig-Holstein","Urban Area","3","","","","4"
"4 on Scale 1 to 10","1989","Brandenburg","Rural Area","","","","","4"
"4 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"4 on Scale 1 to 10","1989","Schleswig-Holstein","Rural Area","10","","","","4"
"4 on Scale 1 to 10","1989","Hamburg","Urban Area","11","","","","4"
"4 on Scale 1 to 10","1989","Hamburg","Rural Area","","","","","4"
"4 on Scale 1 to 10","1989","Lower Saxony","Urban Area","21","","","","4"
"4 on Scale 1 to 10","1989","Lower Saxony","Rural Area","20","","","","4"
"4 on Scale 1 to 10","1989","Bremen","Urban Area","2","","","","4"
"4 on Scale 1 to 10","1989","Bremen","Rural Area","","","","","4"
"4 on Scale 1 to 10","1989","North Rhine-Westphalia","Urban Area","108","0.0406339255162929","0.0325701637152853","0.0486976873173006","4"
"4 on Scale 1 to 10","1989","North Rhine-Westphalia","Rural Area","","","","","4"
"4 on Scale 1 to 10","1989","Hesse","Urban Area","42","0.0356954971456948","0.0229969223993433","0.0483940718920463","4"
"4 on Scale 1 to 10","1989","Hesse","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Urban Area","24","","","","4"
"4 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Rural Area","4","","","","4"
"4 on Scale 1 to 10","1989","Baden-Württemberg","Urban Area","84","0.0600897376357395","0.0472351225265185","0.0729443527449606","4"
"4 on Scale 1 to 10","1989","Baden-Württemberg","Rural Area","9","","","","4"
"4 on Scale 1 to 10","1989","Bavaria","Urban Area","33","0.0294010635662175","0.017254452931308","0.041547674201127","4"
"4 on Scale 1 to 10","1989","Bavaria","Rural Area","38","0.0610402541512627","0.0428308512610988","0.0792496570414265","4"
"4 on Scale 1 to 10","1989","Berlin","Urban Area","9","","","","4"
"4 on Scale 1 to 10","1989","Berlin","Rural Area","","","","","4"
"4 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"4 on Scale 1 to 10","1989","Saxony","Urban Area","","","","","4"
"4 on Scale 1 to 10","1989","Saxony","Rural Area","","","","","4"
"4 on Scale 1 to 10","1989","Saxony-Anhalt","Urban Area","","","","","4"
"4 on Scale 1 to 10","1989","Saxony-Anhalt","Rural Area","","","","","4"
"4 on Scale 1 to 10","1989","Thuringia","Urban Area","","","","","4"
"4 on Scale 1 to 10","1989","Thuringia","Rural Area","","","","","4"
"5 on Scale 1 to 10","1989","Hamburg","Urban Area","35","0.153357498143033","0.101433901504119","0.205281094781946","5"
"5 on Scale 1 to 10","1989","Hamburg","Rural Area","","","","","5"
"5 on Scale 1 to 10","1989","Brandenburg","Urban Area","","","","","5"
"5 on Scale 1 to 10","1989","Brandenburg","Rural Area","","","","","5"
"5 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"5 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"5 on Scale 1 to 10","1989","Saxony","Urban Area","","","","","5"
"5 on Scale 1 to 10","1989","Saxony","Rural Area","","","","","5"
"5 on Scale 1 to 10","1989","Saxony-Anhalt","Urban Area","","","","","5"
"5 on Scale 1 to 10","1989","Schleswig-Holstein","Urban Area","20","","","","5"
"5 on Scale 1 to 10","1989","Schleswig-Holstein","Rural Area","17","","","","5"
"5 on Scale 1 to 10","1989","Baden-Württemberg","Urban Area","197","0.146824696879787","0.127680620331692","0.165968773427883","5"
"5 on Scale 1 to 10","1989","Baden-Württemberg","Rural Area","34","0.194966006358242","0.139783419761121","0.250148592955363","5"
"5 on Scale 1 to 10","1989","Bavaria","Urban Area","132","0.202118534557839","0.173243271935818","0.23099379717986","5"
"5 on Scale 1 to 10","1989","Bavaria","Rural Area","103","0.141971478140141","0.115424477174498","0.168518479105784","5"
"5 on Scale 1 to 10","1989","Berlin","Urban Area","60","0.205833754024778","0.161255961416014","0.250411546633541","5"
"5 on Scale 1 to 10","1989","Berlin","Rural Area","","","","","5"
"5 on Scale 1 to 10","1989","Lower Saxony","Urban Area","90","0.174204780978539","0.141944581573231","0.206464980383848","5"
"5 on Scale 1 to 10","1989","Lower Saxony","Rural Area","59","0.152635459063174","0.118076210765148","0.187194707361199","5"
"5 on Scale 1 to 10","1989","Bremen","Urban Area","19","","","","5"
"5 on Scale 1 to 10","1989","Bremen","Rural Area","","","","","5"
"5 on Scale 1 to 10","1989","North Rhine-Westphalia","Urban Area","327","0.137692925960796","0.123619886323987","0.151765965597605","5"
"5 on Scale 1 to 10","1989","North Rhine-Westphalia","Rural Area","11","","","","5"
"5 on Scale 1 to 10","1989","Hesse","Urban Area","135","0.154474409839339","0.129738219429457","0.179210600249221","5"
"5 on Scale 1 to 10","1989","Hesse","Rural Area","22","","","","5"
"5 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Urban Area","64","0.14484215832634","0.113993681587159","0.175690635065521","5"
"5 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Rural Area","17","","","","5"
"5 on Scale 1 to 10","1989","Saxony-Anhalt","Rural Area","","","","","5"
"5 on Scale 1 to 10","1989","Thuringia","Urban Area","","","","","5"
"5 on Scale 1 to 10","1989","Thuringia","Rural Area","","","","","5"
"6 on Scale 1 to 10","1989","Schleswig-Holstein","Rural Area","11","","","","6"
"6 on Scale 1 to 10","1989","Hamburg","Urban Area","22","","","","6"
"6 on Scale 1 to 10","1989","Hamburg","Rural Area","","","","","6"
"6 on Scale 1 to 10","1989","Lower Saxony","Urban Area","57","0.106459527023422","0.0802263910087371","0.132692663038108","6"
"6 on Scale 1 to 10","1989","Lower Saxony","Rural Area","39","0.0852206671250704","0.0583899634617343","0.112051370788406","6"
"6 on Scale 1 to 10","1989","Bremen","Urban Area","15","","","","6"
"6 on Scale 1 to 10","1989","Bremen","Rural Area","","","","","6"
"6 on Scale 1 to 10","1989","North Rhine-Westphalia","Urban Area","240","0.0988079900272046","0.0866207371997147","0.110995242854695","6"
"6 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Rural Area","12","","","","6"
"6 on Scale 1 to 10","1989","Baden-Württemberg","Urban Area","138","0.102746929576329","0.0863237352813575","0.119170123871301","6"
"6 on Scale 1 to 10","1989","Baden-Württemberg","Rural Area","16","","","","6"
"6 on Scale 1 to 10","1989","Bavaria","Urban Area","88","0.108501172607499","0.086138109561438","0.130864235653559","6"
"6 on Scale 1 to 10","1989","Brandenburg","Urban Area","","","","","6"
"6 on Scale 1 to 10","1989","Brandenburg","Rural Area","","","","","6"
"6 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Urban Area","","","","","6"
"6 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Rural Area","","","","","6"
"6 on Scale 1 to 10","1989","Saxony","Urban Area","","","","","6"
"6 on Scale 1 to 10","1989","Saxony","Rural Area","","","","","6"
"6 on Scale 1 to 10","1989","Saxony-Anhalt","Urban Area","","","","","6"
"6 on Scale 1 to 10","1989","Saxony-Anhalt","Rural Area","","","","","6"
"6 on Scale 1 to 10","1989","Thuringia","Urban Area","","","","","6"
"6 on Scale 1 to 10","1989","Thuringia","Rural Area","","","","","6"
"6 on Scale 1 to 10","1989","Schleswig-Holstein","Urban Area","4","","","","6"
"6 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Urban Area","43","0.0790366521260586","0.0553884281427955","0.102684876109322","6"
"6 on Scale 1 to 10","1989","Bavaria","Rural Area","60","0.089861101714058","0.068108873112505","0.111613330315611","6"
"6 on Scale 1 to 10","1989","Berlin","Urban Area","35","0.128105797334548","0.091257210535382","0.164954384133714","6"
"6 on Scale 1 to 10","1989","Berlin","Rural Area","","","","","6"
"6 on Scale 1 to 10","1989","North Rhine-Westphalia","Rural Area","6","","","","6"
"6 on Scale 1 to 10","1989","Hesse","Urban Area","81","0.092076285303157","0.0722865611921223","0.111866009414192","6"
"6 on Scale 1 to 10","1989","Hesse","Rural Area","12","","","","6"
"7 on Scale 1 to 10","1989","Hamburg","Urban Area","20","","","","7"
"7 on Scale 1 to 10","1989","Hamburg","Rural Area","","","","","7"
"7 on Scale 1 to 10","1989","Bremen","Urban Area","19","","","","7"
"7 on Scale 1 to 10","1989","Bremen","Rural Area","","","","","7"
"7 on Scale 1 to 10","1989","North Rhine-Westphalia","Urban Area","324","0.145464842836182","0.131065419145947","0.159864266526418","7"
"7 on Scale 1 to 10","1989","North Rhine-Westphalia","Rural Area","8","","","","7"
"7 on Scale 1 to 10","1989","Hesse","Urban Area","125","0.151028927249405","0.12652037374301","0.1755374807558","7"
"7 on Scale 1 to 10","1989","Hesse","Rural Area","22","","","","7"
"7 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Urban Area","83","0.167610539555909","0.134870663027872","0.200350416083945","7"
"7 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Rural Area","24","","","","7"
"7 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Urban Area","","","","","7"
"7 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Rural Area","","","","","7"
"7 on Scale 1 to 10","1989","Saxony","Urban Area","","","","","7"
"7 on Scale 1 to 10","1989","Saxony","Rural Area","","","","","7"
"7 on Scale 1 to 10","1989","Saxony-Anhalt","Urban Area","","","","","7"
"7 on Scale 1 to 10","1989","Saxony-Anhalt","Rural Area","","","","","7"
"7 on Scale 1 to 10","1989","Thuringia","Urban Area","","","","","7"
"7 on Scale 1 to 10","1989","Thuringia","Rural Area","","","","","7"
"7 on Scale 1 to 10","1989","Schleswig-Holstein","Urban Area","16","","","","7"
"7 on Scale 1 to 10","1989","Schleswig-Holstein","Rural Area","19","","","","7"
"7 on Scale 1 to 10","1989","Lower Saxony","Urban Area","76","0.140376376659214","0.110830150648692","0.169922602669735","7"
"7 on Scale 1 to 10","1989","Lower Saxony","Rural Area","60","0.150751598057517","0.11636812383314","0.185135072281893","7"
"7 on Scale 1 to 10","1989","Brandenburg","Urban Area","","","","","7"
"7 on Scale 1 to 10","1989","Brandenburg","Rural Area","","","","","7"
"7 on Scale 1 to 10","1989","Bavaria","Urban Area","113","0.14585488415673","0.120475562886238","0.171234205427221","7"
"7 on Scale 1 to 10","1989","Bavaria","Rural Area","102","0.155652516967817","0.128078328998397","0.183226704937237","7"
"7 on Scale 1 to 10","1989","Baden-Württemberg","Urban Area","211","0.168137214593944","0.147908257176509","0.18836617201138","7"
"7 on Scale 1 to 10","1989","Baden-Württemberg","Rural Area","31","0.125656068922824","0.0794872908636266","0.171824846982022","7"
"7 on Scale 1 to 10","1989","Berlin","Urban Area","42","0.141533921535459","0.103101620346376","0.179966222724542","7"
"7 on Scale 1 to 10","1989","Berlin","Rural Area","","","","","7"
"8 on Scale 1 to 10","1989","Hamburg","Urban Area","37","0.224595086773247","0.164460182108789","0.284729991437705","8"
"8 on Scale 1 to 10","1989","Hamburg","Rural Area","","","","","8"
"8 on Scale 1 to 10","1989","Lower Saxony","Urban Area","120","0.240281789471179","0.203941571524983","0.276622007417375","8"
"8 on Scale 1 to 10","1989","Schleswig-Holstein","Urban Area","23","","","","8"
"8 on Scale 1 to 10","1989","Schleswig-Holstein","Rural Area","25","","","","8"
"8 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Rural Area","22","","","","8"
"8 on Scale 1 to 10","1989","Baden-Württemberg","Urban Area","248","0.205010813799901","0.183174228654686","0.226847398945116","8"
"8 on Scale 1 to 10","1989","Baden-Württemberg","Rural Area","30","0.141040622399414","0.0925593603759029","0.189521884422925","8"
"8 on Scale 1 to 10","1989","Bavaria","Urban Area","149","0.210800483025931","0.181472453127081","0.24012851292478","8"
"8 on Scale 1 to 10","1989","Brandenburg","Urban Area","","","","","8"
"8 on Scale 1 to 10","1989","Brandenburg","Rural Area","","","","","8"
"8 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Urban Area","","","","","8"
"8 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Rural Area","","","","","8"
"8 on Scale 1 to 10","1989","Saxony","Urban Area","","","","","8"
"8 on Scale 1 to 10","1989","Saxony","Rural Area","","","","","8"
"8 on Scale 1 to 10","1989","Saxony-Anhalt","Urban Area","","","","","8"
"8 on Scale 1 to 10","1989","Bavaria","Rural Area","140","0.205645561643074","0.174903648942444","0.236387474343705","8"
"8 on Scale 1 to 10","1989","Berlin","Urban Area","43","0.1439159412635","0.105215385126852","0.182616497400149","8"
"8 on Scale 1 to 10","1989","Berlin","Rural Area","","","","","8"
"8 on Scale 1 to 10","1989","North Rhine-Westphalia","Urban Area","520","0.250639311928371","0.232939397373216","0.268339226483526","8"
"8 on Scale 1 to 10","1989","Lower Saxony","Rural Area","102","0.248242029775146","0.206729604854124","0.289754454696168","8"
"8 on Scale 1 to 10","1989","Bremen","Rural Area","","","","","8"
"8 on Scale 1 to 10","1989","North Rhine-Westphalia","Rural Area","16","","","","8"
"8 on Scale 1 to 10","1989","Hesse","Urban Area","163","0.217337769458963","0.189108739427062","0.245566799490864","8"
"8 on Scale 1 to 10","1989","Hesse","Rural Area","20","","","","8"
"8 on Scale 1 to 10","1989","Thuringia","Urban Area","","","","","8"
"8 on Scale 1 to 10","1989","Bremen","Urban Area","15","","","","8"
"8 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Urban Area","95","0.188282278265304","0.15401573270005","0.222548823830557","8"
"8 on Scale 1 to 10","1989","Thuringia","Rural Area","","","","","8"
"8 on Scale 1 to 10","1989","Saxony-Anhalt","Rural Area","","","","","8"
"9 on Scale 1 to 10","1989","Brandenburg","Urban Area","","","","","9"
"9 on Scale 1 to 10","1989","Brandenburg","Rural Area","","","","","9"
"9 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Urban Area","","","","","9"
"9 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Rural Area","","","","","9"
"9 on Scale 1 to 10","1989","Schleswig-Holstein","Urban Area","15","","","","9"
"9 on Scale 1 to 10","1989","Schleswig-Holstein","Rural Area","18","","","","9"
"9 on Scale 1 to 10","1989","Hamburg","Urban Area","11","","","","9"
"9 on Scale 1 to 10","1989","Hamburg","Rural Area","","","","","9"
"9 on Scale 1 to 10","1989","Lower Saxony","Urban Area","56","0.105752281100947","0.0795960826976715","0.131908479504222","9"
"9 on Scale 1 to 10","1989","Lower Saxony","Rural Area","42","0.0953474250968188","0.0671248379893893","0.123570012204248","9"
"9 on Scale 1 to 10","1989","Bremen","Urban Area","12","","","","9"
"9 on Scale 1 to 10","1989","Bremen","Rural Area","","","","","9"
"9 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Urban Area","64","0.13323546258151","0.10344868153241","0.163022243630611","9"
"9 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Rural Area","9","","","","9"
"9 on Scale 1 to 10","1989","Baden-Württemberg","Urban Area","129","0.109840539966952","0.0929271382781467","0.126753941655757","9"
"9 on Scale 1 to 10","1989","Baden-Württemberg","Rural Area","18","","","","9"
"9 on Scale 1 to 10","1989","Bavaria","Urban Area","70","0.105780908864449","0.083666298090781","0.127895519638117","9"
