"plh0164","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","1989","indirect migration background","West Germany","3","","","","2"
"2 on Scale 1 to 10","1989","indirect migration background","East Germany","","","","","2"
"3 on Scale 1 to 10","1989","no migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1989","direct migration background","West Germany","180","0.0668482007801839","0.0565144573394774","0.0771819442208904","3"
"3 on Scale 1 to 10","1989","no migration background","West Germany","206","0.0345406565120618","0.0299833504367878","0.0390979625873359","3"
"3 on Scale 1 to 10","1989","direct migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1989","indirect migration background","West Germany","9","","","","3"
"3 on Scale 1 to 10","1989","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1989","no migration background","West Germany","242","0.0406084230088313","0.035682564631821","0.0455342813858416","4"
"4 on Scale 1 to 10","1989","direct migration background","West Germany","170","0.0664787438888208","0.0561715564760522","0.0767859313015894","4"
"4 on Scale 1 to 10","1989","no migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1989","direct migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1989","indirect migration background","West Germany","7","","","","4"
"4 on Scale 1 to 10","1989","indirect migration background","East Germany","","","","","4"
"5 on Scale 1 to 10","1989","no migration background","West Germany","923","0.153597138248332","0.14459893016211","0.162595346334553","5"
"5 on Scale 1 to 10","1989","no migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1989","direct migration background","West Germany","394","0.186608648602367","0.170489120497744","0.20272817670699","5"
"5 on Scale 1 to 10","1989","direct migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1989","indirect migration background","West Germany","25","","","","5"
"5 on Scale 1 to 10","1989","indirect migration background","East Germany","","","","","5"
"6 on Scale 1 to 10","1989","no migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","direct migration background","West Germany","231","0.101074070358529","0.0886025759469477","0.113545564770111","6"
"6 on Scale 1 to 10","1989","no migration background","West Germany","628","0.0979631181015925","0.0905445625004717","0.105381673702713","6"
"6 on Scale 1 to 10","1989","direct migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","indirect migration background","West Germany","20","","","","6"
"6 on Scale 1 to 10","1989","indirect migration background","East Germany","","","","","6"
"7 on Scale 1 to 10","1989","no migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","direct migration background","West Germany","303","0.14309865026296","0.128610269635891","0.157587030890029","7"
"7 on Scale 1 to 10","1989","no migration background","West Germany","957","0.153752611729416","0.144750677614468","0.162754545844364","7"
"7 on Scale 1 to 10","1989","direct migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","indirect migration background","West Germany","35","0.131188686534781","0.0880243484367116","0.17435302463285","7"
"7 on Scale 1 to 10","1989","indirect migration background","East Germany","","","","","7"
"8 on Scale 1 to 10","1989","direct migration background","West Germany","333","0.160489281539822","0.145302253183363","0.17567630989628","8"
"8 on Scale 1 to 10","1989","direct migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","no migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","no migration background","West Germany","1379","0.224317008852874","0.213907046824287","0.234726970881461","8"
"8 on Scale 1 to 10","1989","indirect migration background","West Germany","56","0.270075169549005","0.213308220002664","0.326842119095346","8"
"8 on Scale 1 to 10","1989","indirect migration background","East Germany","","","","","8"
"9 on Scale 1 to 10","1989","no migration background","West Germany","750","0.119799109110468","0.11169521785633","0.127903000364607","9"
"9 on Scale 1 to 10","1989","no migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","direct migration background","West Germany","131","0.0653913444206372","0.0551628503601845","0.07561983848109","9"
"9 on Scale 1 to 10","1989","direct migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","indirect migration background","West Germany","36","0.119796869997159","0.0782796419326084","0.16131409806171","9"
"9 on Scale 1 to 10","1989","indirect migration background","East Germany","","","","","9"
"0 Completely dissatisfied","1990","no migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1990","no migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","direct migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","1"
"10 Completely satisfied","1990","no migration background","East Germany","","","","","10"
"10 Completely satisfied","1990","direct migration background","East Germany","","","","","10"
"10 Completely satisfied","1990","no migration background","West Germany","","","","","10"
"10 Completely satisfied","1990","direct migration background","West Germany","","","","","10"
"10 Completely satisfied","1990","indirect migration background","West Germany","","","","","10"
"10 Completely satisfied","1990","indirect migration background","East Germany","","","","","10"
"2 on Scale 1 to 10","1990","no migration background","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","no migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","direct migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","2"
"3 on Scale 1 to 10","1990","no migration background","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","no migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","direct migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1990","no migration background","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","no migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","direct migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","4"
"5 on Scale 1 to 10","1990","no migration background","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","no migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","direct migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","5"
"6 on Scale 1 to 10","1990","no migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","no migration background","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","direct migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","6"
"7 on Scale 1 to 10","1990","no migration background","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","no migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","direct migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","7"
"8 on Scale 1 to 10","1990","no migration background","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","direct migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","no migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","8"
"9 on Scale 1 to 10","1990","no migration background","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","direct migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","no migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","9"
"0 Completely dissatisfied","1991","no migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1991","no migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1991","direct migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1991","direct migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1991","indirect migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1991","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1991","no migration background","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","direct migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","direct migration background","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","no migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","indirect migration background","West Germany","","","","","1"
"10 Completely satisfied","1991","no migration background","West Germany","","","","","10"
"10 Completely satisfied","1991","no migration background","East Germany","","","","","10"
"10 Completely satisfied","1991","direct migration background","West Germany","","","","","10"
"10 Completely satisfied","1991","direct migration background","East Germany","","","","","10"
"10 Completely satisfied","1991","indirect migration background","West Germany","","","","","10"
"10 Completely satisfied","1991","indirect migration background","East Germany","","","","","10"
"2 on Scale 1 to 10","1991","no migration background","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","direct migration background","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","direct migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","no migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","indirect migration background","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","2"
"3 on Scale 1 to 10","1991","no migration background","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","no migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","direct migration background","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","direct migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","indirect migration background","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1991","direct migration background","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","direct migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","no migration background","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","no migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","indirect migration background","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","4"
"5 on Scale 1 to 10","1991","no migration background","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","no migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","direct migration background","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","direct migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","indirect migration background","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","5"
"6 on Scale 1 to 10","1991","direct migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","indirect migration background","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","no migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","direct migration background","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","no migration background","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","6"
"7 on Scale 1 to 10","1991","no migration background","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","no migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","direct migration background","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","direct migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","indirect migration background","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","7"
"8 on Scale 1 to 10","1991","no migration background","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","no migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","indirect migration background","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","direct migration background","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","direct migration background","East Germany","","","","","8"
"9 on Scale 1 to 10","1991","no migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","no migration background","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","direct migration background","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","direct migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","indirect migration background","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","9"
"0 Completely dissatisfied","1992","no migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1992","no migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1992","direct migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1992","direct migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1992","indirect migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1992","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1992","direct migration background","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","no migration background","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","no migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","direct migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","indirect migration background","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","1"
"10 Completely satisfied","1992","no migration background","East Germany","","","","","10"
"10 Completely satisfied","1992","no migration background","West Germany","","","","","10"
"10 Completely satisfied","1992","direct migration background","East Germany","","","","","10"
"10 Completely satisfied","1992","direct migration background","West Germany","","","","","10"
"10 Completely satisfied","1992","indirect migration background","West Germany","","","","","10"
"10 Completely satisfied","1992","indirect migration background","East Germany","","","","","10"
"2 on Scale 1 to 10","1992","no migration background","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","no migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","direct migration background","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","direct migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","indirect migration background","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","2"
"3 on Scale 1 to 10","1992","no migration background","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","no migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","direct migration background","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","direct migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","indirect migration background","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1992","no migration background","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","direct migration background","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","direct migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","no migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","indirect migration background","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","4"
"5 on Scale 1 to 10","1992","no migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1992","no migration background","West Germany","","","","","5"
"5 on Scale 1 to 10","1992","direct migration background","West Germany","","","","","5"
"5 on Scale 1 to 10","1992","direct migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1992","indirect migration background","West Germany","","","","","5"
"5 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","5"
"6 on Scale 1 to 10","1992","no migration background","West Germany","","","","","6"
"6 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1992","no migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1992","direct migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1992","direct migration background","West Germany","","","","","6"
"6 on Scale 1 to 10","1992","indirect migration background","West Germany","","","","","6"
"7 on Scale 1 to 10","1992","no migration background","West Germany","","","","","7"
"7 on Scale 1 to 10","1992","no migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1992","direct migration background","West Germany","","","","","7"
"7 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1992","indirect migration background","West Germany","","","","","7"
"7 on Scale 1 to 10","1992","direct migration background","East Germany","","","","","7"
"8 on Scale 1 to 10","1992","no migration background","West Germany","","","","","8"
"8 on Scale 1 to 10","1992","no migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1992","direct migration background","West Germany","","","","","8"
"8 on Scale 1 to 10","1992","direct migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1992","indirect migration background","West Germany","","","","","8"
"9 on Scale 1 to 10","1992","no migration background","West Germany","","","","","9"
"9 on Scale 1 to 10","1992","direct migration background","West Germany","","","","","9"
"9 on Scale 1 to 10","1992","direct migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1992","indirect migration background","West Germany","","","","","9"
"9 on Scale 1 to 10","1992","no migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","9"
"0 Completely dissatisfied","1993","no migration background","West Germany","62","0.0103453499470028","0.00772384521595156","0.0129668546780541","0"
"0 Completely dissatisfied","1993","no migration background","East Germany","32","0.0120093658634162","0.00808262422307512","0.0159361075037572","0"
"0 Completely dissatisfied","1993","direct migration background","West Germany","101","0.0353359927192552","0.0271308720206879","0.0435411134178225","0"
"0 Completely dissatisfied","1993","direct migration background","East Germany","1","","","","0"
"0 Completely dissatisfied","1993","indirect migration background","West Germany","6","","","","0"
"0 Completely dissatisfied","1993","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1993","no migration background","West Germany","30","0.00494375427725743","0.00312661393031471","0.00676089462420014","1"
"1 on Scale 1 to 10","1993","no migration background","East Germany","22","","","","1"
"1 on Scale 1 to 10","1993","direct migration background","West Germany","44","0.0148061787447512","0.00943869643292007","0.0201736610565823","1"
"1 on Scale 1 to 10","1993","direct migration background","East Germany","1","","","","1"
"1 on Scale 1 to 10","1993","indirect migration background","West Germany","4","","","","1"
"1 on Scale 1 to 10","1993","indirect migration background","East Germany","1","","","","1"
"10 Completely satisfied","1993","no migration background","East Germany","281","0.104725945564449","0.0936876753681919","0.115764215760706","10"
"10 Completely satisfied","1993","no migration background","West Germany","759","0.134798677477102","0.125950830131255","0.143646524822948","10"
"10 Completely satisfied","1993","direct migration background","West Germany","165","0.112606043010194","0.0985576266411435","0.126654459379244","10"
"10 Completely satisfied","1993","direct migration background","East Germany","9","","","","10"
"10 Completely satisfied","1993","indirect migration background","West Germany","52","0.133294687908635","0.100788533342186","0.165800842475084","10"
"10 Completely satisfied","1993","indirect migration background","East Germany","2","","","","10"
"2 on Scale 1 to 10","1993","no migration background","East Germany","47","0.0152343759284096","0.0108189291920663","0.0196498226647529","2"
"2 on Scale 1 to 10","1993","direct migration background","West Germany","137","0.0493677502947175","0.0397401904191154","0.0589953101703195","2"
"2 on Scale 1 to 10","1993","direct migration background","East Germany","3","","","","2"
"2 on Scale 1 to 10","1993","indirect migration background","West Germany","10","","","","2"
"2 on Scale 1 to 10","1993","no migration background","West Germany","91","0.0157838995563021","0.0125547466886126","0.0190130524239917","2"
"2 on Scale 1 to 10","1993","indirect migration background","East Germany","1","","","","2"
"3 on Scale 1 to 10","1993","no migration background","West Germany","188","0.0320757509848649","0.0275107032852292","0.0366407986845006","3"
"3 on Scale 1 to 10","1993","no migration background","East Germany","103","0.0339592005931706","0.0274298146544058","0.0404885865319355","3"
"3 on Scale 1 to 10","1993","direct migration background","West Germany","158","0.070379363587537","0.0590118931395015","0.0817468340355726","3"
"3 on Scale 1 to 10","1993","direct migration background","East Germany","6","","","","3"
"3 on Scale 1 to 10","1993","indirect migration background","West Germany","18","","","","3"
"3 on Scale 1 to 10","1993","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1993","direct migration background","East Germany","8","","","","4"
"4 on Scale 1 to 10","1993","no migration background","East Germany","122","0.0370981102261658","0.0302847274342541","0.0439114930180775","4"
"4 on Scale 1 to 10","1993","indirect migration background","West Germany","23","","","","4"
"4 on Scale 1 to 10","1993","indirect migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1993","no migration background","West Germany","214","0.0399294655138223","0.0348568197320711","0.0450021112955735","4"
"4 on Scale 1 to 10","1993","direct migration background","West Germany","172","0.0795255483763597","0.067501589177446","0.0915495075752733","4"
"5 on Scale 1 to 10","1993","no migration background","West Germany","721","0.129997574219614","0.121284647246878","0.13871050119235","5"
"5 on Scale 1 to 10","1993","no migration background","East Germany","529","0.192545557546486","0.178331383078528","0.206759732014445","5"
"5 on Scale 1 to 10","1993","direct migration background","West Germany","376","0.181809862509316","0.164669337209144","0.198950387809487","5"
"5 on Scale 1 to 10","1993","direct migration background","East Germany","16","","","","5"
"5 on Scale 1 to 10","1993","indirect migration background","West Germany","42","0.0750221393741722","0.0498289102113677","0.100215368536977","5"
"5 on Scale 1 to 10","1993","indirect migration background","East Germany","3","","","","5"
"6 on Scale 1 to 10","1993","no migration background","West Germany","631","0.113188112939974","0.104979828817607","0.121396397062342","6"
"6 on Scale 1 to 10","1993","no migration background","East Germany","348","0.112454965077014","0.101066101438204","0.123843828715825","6"
"6 on Scale 1 to 10","1993","direct migration background","West Germany","195","0.110460639218467","0.0965298843873193","0.124391394049615","6"
"6 on Scale 1 to 10","1993","direct migration background","East Germany","16","","","","6"
"6 on Scale 1 to 10","1993","indirect migration background","East Germany","2","","","","6"
"6 on Scale 1 to 10","1993","indirect migration background","West Germany","31","0.125749201290373","0.0940393589801779","0.157459043600569","6"
"7 on Scale 1 to 10","1993","no migration background","West Germany","958","0.169107108777956","0.15939553369938","0.178818683856532","7"
"7 on Scale 1 to 10","1993","no migration background","East Germany","483","0.155075114410052","0.142026151939615","0.16812407688049","7"
"7 on Scale 1 to 10","1993","indirect migration background","West Germany","75","0.176499093577351","0.140038248843455","0.212959938311248","7"
"7 on Scale 1 to 10","1993","direct migration background","West Germany","232","0.127454383733237","0.112633989806518","0.142274777659957","7"
"7 on Scale 1 to 10","1993","direct migration background","East Germany","13","","","","7"
"7 on Scale 1 to 10","1993","indirect migration background","East Germany","1","","","","7"
"8 on Scale 1 to 10","1993","no migration background","East Germany","684","0.226840722173218","0.211743714608961","0.241937729737475","8"
"8 on Scale 1 to 10","1993","direct migration background","West Germany","251","0.14209614022565","0.126579462514735","0.157612817936566","8"
"8 on Scale 1 to 10","1993","no migration background","West Germany","1348","0.22811344116127","0.217241968068353","0.238984914254187","8"
"8 on Scale 1 to 10","1993","indirect migration background","East Germany","3","","","","8"
"8 on Scale 1 to 10","1993","indirect migration background","West Germany","104","0.207359316035856","0.168586852028114","0.246131780043598","8"
"8 on Scale 1 to 10","1993","direct migration background","East Germany","10","","","","8"
"9 on Scale 1 to 10","1993","no migration background","West Germany","721","0.121716865144834","0.113245978523623","0.130187751766046","9"
"9 on Scale 1 to 10","1993","no migration background","East Germany","305","0.103702824529458","0.0927123313081435","0.114693317750773","9"
"9 on Scale 1 to 10","1993","direct migration background","East Germany","13","","","","9"
"9 on Scale 1 to 10","1993","direct migration background","West Germany","114","0.0761580975805153","0.0643699609772991","0.0879462341837315","9"
"9 on Scale 1 to 10","1993","indirect migration background","West Germany","55","0.119357875307935","0.0883516632225278","0.150364087393343","9"
"9 on Scale 1 to 10","1993","indirect migration background","East Germany","1","","","","9"
"0 Completely dissatisfied","1994","no migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1994","direct migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1994","direct migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1994","no migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1994","indirect migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1994","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1994","direct migration background","West Germany","","","","","1"
"1 on Scale 1 to 10","1994","no migration background","West Germany","","","","","1"
"1 on Scale 1 to 10","1994","no migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1994","direct migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1994","indirect migration background","West Germany","","","","","1"
"1 on Scale 1 to 10","1994","indirect migration background","East Germany","","","","","1"
"10 Completely satisfied","1994","no migration background","West Germany","","","","","10"
"10 Completely satisfied","1994","no migration background","East Germany","","","","","10"
"10 Completely satisfied","1994","direct migration background","East Germany","","","","","10"
"10 Completely satisfied","1994","direct migration background","West Germany","","","","","10"
"10 Completely satisfied","1994","indirect migration background","West Germany","","","","","10"
"10 Completely satisfied","1994","indirect migration background","East Germany","","","","","10"
"2 on Scale 1 to 10","1994","no migration background","West Germany","","","","","2"
"2 on Scale 1 to 10","1994","no migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1994","direct migration background","West Germany","","","","","2"
"2 on Scale 1 to 10","1994","direct migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1994","indirect migration background","West Germany","","","","","2"
"2 on Scale 1 to 10","1994","indirect migration background","East Germany","","","","","2"
"3 on Scale 1 to 10","1994","no migration background","West Germany","","","","","3"
"3 on Scale 1 to 10","1994","no migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1994","direct migration background","West Germany","","","","","3"
"3 on Scale 1 to 10","1994","direct migration background","East Germany","","","","","3"
