"plh0164","year","sex","n","percent","lower_confidence","upper_confidence","value"
"5 on Scale 1 to 10","1990","Male","","","","","5"
"5 on Scale 1 to 10","1990","Female","","","","","5"
"6 on Scale 1 to 10","1990","Male","","","","","6"
"6 on Scale 1 to 10","1990","Female","","","","","6"
"7 on Scale 1 to 10","1990","Male","","","","","7"
"7 on Scale 1 to 10","1990","Female","","","","","7"
"8 on Scale 1 to 10","1990","Female","","","","","8"
"8 on Scale 1 to 10","1990","Male","","","","","8"
"9 on Scale 1 to 10","1990","Male","","","","","9"
"9 on Scale 1 to 10","1990","Female","","","","","9"
"0 Completely dissatisfied","1991","Male","","","","","0"
"0 Completely dissatisfied","1991","Female","","","","","0"
"1 on Scale 1 to 10","1991","Female","","","","","1"
"1 on Scale 1 to 10","1991","Male","","","","","1"
"10 Completely satisfied","1991","Female","","","","","10"
"10 Completely satisfied","1991","Male","","","","","10"
"2 on Scale 1 to 10","1991","Male","","","","","2"
"2 on Scale 1 to 10","1991","Female","","","","","2"
"3 on Scale 1 to 10","1991","Male","","","","","3"
"3 on Scale 1 to 10","1991","Female","","","","","3"
"4 on Scale 1 to 10","1991","Male","","","","","4"
"4 on Scale 1 to 10","1991","Female","","","","","4"
"5 on Scale 1 to 10","1991","Male","","","","","5"
"5 on Scale 1 to 10","1991","Female","","","","","5"
"6 on Scale 1 to 10","1991","Male","","","","","6"
"6 on Scale 1 to 10","1991","Female","","","","","6"
"7 on Scale 1 to 10","1991","Male","","","","","7"
"7 on Scale 1 to 10","1991","Female","","","","","7"
"8 on Scale 1 to 10","1991","Female","","","","","8"
"8 on Scale 1 to 10","1991","Male","","","","","8"
"9 on Scale 1 to 10","1991","Male","","","","","9"
"9 on Scale 1 to 10","1991","Female","","","","","9"
"0 Completely dissatisfied","1992","Male","","","","","0"
"0 Completely dissatisfied","1992","Female","","","","","0"
"1 on Scale 1 to 10","1992","Female","","","","","1"
"1 on Scale 1 to 10","1992","Male","","","","","1"
"10 Completely satisfied","1992","Female","","","","","10"
"10 Completely satisfied","1992","Male","","","","","10"
"2 on Scale 1 to 10","1992","Male","","","","","2"
"2 on Scale 1 to 10","1992","Female","","","","","2"
"3 on Scale 1 to 10","1992","Male","","","","","3"
"3 on Scale 1 to 10","1992","Female","","","","","3"
"4 on Scale 1 to 10","1992","Male","","","","","4"
"4 on Scale 1 to 10","1992","Female","","","","","4"
"5 on Scale 1 to 10","1992","Male","","","","","5"
"5 on Scale 1 to 10","1992","Female","","","","","5"
"6 on Scale 1 to 10","1992","Male","","","","","6"
"6 on Scale 1 to 10","1992","Female","","","","","6"
"7 on Scale 1 to 10","1992","Female","","","","","7"
"7 on Scale 1 to 10","1992","Male","","","","","7"
"8 on Scale 1 to 10","1992","Female","","","","","8"
"8 on Scale 1 to 10","1992","Male","","","","","8"
"9 on Scale 1 to 10","1992","Female","","","","","9"
"9 on Scale 1 to 10","1992","Male","","","","","9"
"0 Completely dissatisfied","1993","Male","76","0.00880177648612814","0.00633148471237321","0.0112720682598831","0"
"0 Completely dissatisfied","1993","Female","126","0.0174598181642958","0.014048217605695","0.0208714187228965","0"
"1 on Scale 1 to 10","1993","Male","40","0.00393831348050862","0.00228185297577236","0.00559477398524488","1"
"1 on Scale 1 to 10","1993","Female","62","0.00879517161994666","0.00636315229191319","0.0112271909479801","1"
"10 Completely satisfied","1993","Male","592","0.125932393363566","0.117157859223734","0.134706927503398","10"
"10 Completely satisfied","1993","Female","676","0.128128101898142","0.119422241582385","0.1368339622139","10"
"2 on Scale 1 to 10","1993","Female","162","0.0212998583128897","0.0175390920575145","0.025060624568265","2"
"2 on Scale 1 to 10","1993","Male","127","0.0178250755946372","0.0143256808283219","0.0213244703609526","2"
"3 on Scale 1 to 10","1993","Male","218","0.0328347645824874","0.0281217355080521","0.0375477936569228","3"
"3 on Scale 1 to 10","1993","Female","255","0.040251971326302","0.0351323793446075","0.0453715633079965","3"
"4 on Scale 1 to 10","1993","Male","256","0.0388231878455546","0.0337142565079558","0.0439321191831534","4"
"4 on Scale 1 to 10","1993","Female","283","0.0493791107956476","0.0437357415420324","0.0550224800492627","4"
"5 on Scale 1 to 10","1993","Male","765","0.128348184733489","0.119502138363659","0.137194231103318","5"
"5 on Scale 1 to 10","1993","Female","922","0.162162321155145","0.152561285594634","0.171763356715656","5"
"6 on Scale 1 to 10","1993","Male","612","0.113492978996104","0.105104013380859","0.121881944611348","6"
"6 on Scale 1 to 10","1993","Female","611","0.113609555803887","0.105343789505042","0.121875322102731","6"
"7 on Scale 1 to 10","1993","Male","914","0.171922398790053","0.161943454994477","0.181901342585628","7"
"7 on Scale 1 to 10","1993","Female","848","0.152920303739484","0.143545593122488","0.162295014356479","7"
"8 on Scale 1 to 10","1993","Male","1237","0.229953251695803","0.218824123374002","0.241082380017605","8"
"8 on Scale 1 to 10","1993","Female","1163","0.205715897377812","0.195186948404746","0.216244846350879","8"
"9 on Scale 1 to 10","1993","Male","655","0.128127674431669","0.119288112459015","0.136967236404324","9"
"9 on Scale 1 to 10","1993","Female","554","0.100277889806449","0.0924540500255052","0.108101729587392","9"
"0 Completely dissatisfied","1994","Male","","","","","0"
"0 Completely dissatisfied","1994","Female","","","","","0"
"1 on Scale 1 to 10","1994","Male","","","","","1"
"1 on Scale 1 to 10","1994","Female","","","","","1"
"10 Completely satisfied","1994","Female","","","","","10"
"10 Completely satisfied","1994","Male","","","","","10"
"2 on Scale 1 to 10","1994","Male","","","","","2"
"2 on Scale 1 to 10","1994","Female","","","","","2"
"3 on Scale 1 to 10","1994","Male","","","","","3"
"3 on Scale 1 to 10","1994","Female","","","","","3"
"4 on Scale 1 to 10","1994","Female","","","","","4"
"4 on Scale 1 to 10","1994","Male","","","","","4"
"5 on Scale 1 to 10","1994","Female","","","","","5"
"5 on Scale 1 to 10","1994","Male","","","","","5"
"6 on Scale 1 to 10","1994","Female","","","","","6"
"6 on Scale 1 to 10","1994","Male","","","","","6"
"7 on Scale 1 to 10","1994","Female","","","","","7"
"7 on Scale 1 to 10","1994","Male","","","","","7"
"8 on Scale 1 to 10","1994","Female","","","","","8"
"8 on Scale 1 to 10","1994","Male","","","","","8"
"9 on Scale 1 to 10","1994","Male","","","","","9"
"9 on Scale 1 to 10","1994","Female","","","","","9"
"0 Completely dissatisfied","1995","Male","","","","","0"
"0 Completely dissatisfied","1995","Female","","","","","0"
"1 on Scale 1 to 10","1995","Female","","","","","1"
"1 on Scale 1 to 10","1995","Male","","","","","1"
"10 Completely satisfied","1995","Female","","","","","10"
"10 Completely satisfied","1995","Male","","","","","10"
"2 on Scale 1 to 10","1995","Male","","","","","2"
"2 on Scale 1 to 10","1995","Female","","","","","2"
"3 on Scale 1 to 10","1995","Female","","","","","3"
"3 on Scale 1 to 10","1995","Male","","","","","3"
"4 on Scale 1 to 10","1995","Male","","","","","4"
"4 on Scale 1 to 10","1995","Female","","","","","4"
"5 on Scale 1 to 10","1995","Male","","","","","5"
"5 on Scale 1 to 10","1995","Female","","","","","5"
"6 on Scale 1 to 10","1995","Male","","","","","6"
"6 on Scale 1 to 10","1995","Female","","","","","6"
"7 on Scale 1 to 10","1995","Female","","","","","7"
"7 on Scale 1 to 10","1995","Male","","","","","7"
"8 on Scale 1 to 10","1995","Male","","","","","8"
"8 on Scale 1 to 10","1995","Female","","","","","8"
"9 on Scale 1 to 10","1995","Male","","","","","9"
"9 on Scale 1 to 10","1995","Female","","","","","9"
"0 Completely dissatisfied","1996","Male","","","","","0"
"0 Completely dissatisfied","1996","Female","","","","","0"
"1 on Scale 1 to 10","1996","Female","","","","","1"
"1 on Scale 1 to 10","1996","Male","","","","","1"
"10 Completely satisfied","1996","Female","","","","","10"
"10 Completely satisfied","1996","Male","","","","","10"
"2 on Scale 1 to 10","1996","Male","","","","","2"
"2 on Scale 1 to 10","1996","Female","","","","","2"
"3 on Scale 1 to 10","1996","Female","","","","","3"
"3 on Scale 1 to 10","1996","Male","","","","","3"
"4 on Scale 1 to 10","1996","Male","","","","","4"
"4 on Scale 1 to 10","1996","Female","","","","","4"
"5 on Scale 1 to 10","1996","Male","","","","","5"
"5 on Scale 1 to 10","1996","Female","","","","","5"
"6 on Scale 1 to 10","1996","Female","","","","","6"
"6 on Scale 1 to 10","1996","Male","","","","","6"
"7 on Scale 1 to 10","1996","Male","","","","","7"
"7 on Scale 1 to 10","1996","Female","","","","","7"
"8 on Scale 1 to 10","1996","Female","","","","","8"
"8 on Scale 1 to 10","1996","Male","","","","","8"
"9 on Scale 1 to 10","1996","Male","","","","","9"
"9 on Scale 1 to 10","1996","Female","","","","","9"
"0 Completely dissatisfied","1997","Male","","","","","0"
"0 Completely dissatisfied","1997","Female","","","","","0"
"1 on Scale 1 to 10","1997","Female","","","","","1"
"1 on Scale 1 to 10","1997","Male","","","","","1"
"10 Completely satisfied","1997","Female","","","","","10"
"10 Completely satisfied","1997","Male","","","","","10"
"2 on Scale 1 to 10","1997","Male","","","","","2"
"2 on Scale 1 to 10","1997","Female","","","","","2"
"3 on Scale 1 to 10","1997","Male","","","","","3"
"3 on Scale 1 to 10","1997","Female","","","","","3"
"4 on Scale 1 to 10","1997","Male","","","","","4"
"4 on Scale 1 to 10","1997","Female","","","","","4"
"5 on Scale 1 to 10","1997","Male","","","","","5"
"5 on Scale 1 to 10","1997","Female","","","","","5"
"6 on Scale 1 to 10","1997","Male","","","","","6"
"6 on Scale 1 to 10","1997","Female","","","","","6"
"7 on Scale 1 to 10","1997","Male","","","","","7"
"7 on Scale 1 to 10","1997","Female","","","","","7"
"8 on Scale 1 to 10","1997","Female","","","","","8"
"8 on Scale 1 to 10","1997","Male","","","","","8"
"9 on Scale 1 to 10","1997","Male","","","","","9"
"9 on Scale 1 to 10","1997","Female","","","","","9"
"0 Completely dissatisfied","1998","Male","","","","","0"
"0 Completely dissatisfied","1998","Female","","","","","0"
"1 on Scale 1 to 10","1998","Female","","","","","1"
"1 on Scale 1 to 10","1998","Male","","","","","1"
"10 Completely satisfied","1998","Female","","","","","10"
"10 Completely satisfied","1998","Male","","","","","10"
"2 on Scale 1 to 10","1998","Female","","","","","2"
"2 on Scale 1 to 10","1998","Male","","","","","2"
"3 on Scale 1 to 10","1998","Female","","","","","3"
"3 on Scale 1 to 10","1998","Male","","","","","3"
"4 on Scale 1 to 10","1998","Female","","","","","4"
"4 on Scale 1 to 10","1998","Male","","","","","4"
"5 on Scale 1 to 10","1998","Male","","","","","5"
"5 on Scale 1 to 10","1998","Female","","","","","5"
"6 on Scale 1 to 10","1998","Female","","","","","6"
"6 on Scale 1 to 10","1998","Male","","","","","6"
"7 on Scale 1 to 10","1998","Male","","","","","7"
"7 on Scale 1 to 10","1998","Female","","","","","7"
"8 on Scale 1 to 10","1998","Female","","","","","8"
"8 on Scale 1 to 10","1998","Male","","","","","8"
"9 on Scale 1 to 10","1998","Male","","","","","9"
"9 on Scale 1 to 10","1998","Female","","","","","9"
"0 Completely dissatisfied","1999","Male","","","","","0"
"0 Completely dissatisfied","1999","Female","","","","","0"
"1 on Scale 1 to 10","1999","Male","","","","","1"
"1 on Scale 1 to 10","1999","Female","","","","","1"
"10 Completely satisfied","1999","Female","","","","","10"
"10 Completely satisfied","1999","Male","","","","","10"
"2 on Scale 1 to 10","1999","Male","","","","","2"
"2 on Scale 1 to 10","1999","Female","","","","","2"
"3 on Scale 1 to 10","1999","Female","","","","","3"
"3 on Scale 1 to 10","1999","Male","","","","","3"
"4 on Scale 1 to 10","1999","Male","","","","","4"
"4 on Scale 1 to 10","1999","Female","","","","","4"
"5 on Scale 1 to 10","1999","Male","","","","","5"
"5 on Scale 1 to 10","1999","Female","","","","","5"
"6 on Scale 1 to 10","1999","Female","","","","","6"
"6 on Scale 1 to 10","1999","Male","","","","","6"
"7 on Scale 1 to 10","1999","Male","","","","","7"
"7 on Scale 1 to 10","1999","Female","","","","","7"
"8 on Scale 1 to 10","1999","Female","","","","","8"
"8 on Scale 1 to 10","1999","Male","","","","","8"
"9 on Scale 1 to 10","1999","Male","","","","","9"
"9 on Scale 1 to 10","1999","Female","","","","","9"
"0 Completely dissatisfied","2000","Female","167","0.0154847752741466","0.0132294067744337","0.0177401437738596","0"
"0 Completely dissatisfied","2000","Male","110","0.010803428847581","0.00885710249235064","0.0127497552028113","0"
"1 on Scale 1 to 10","2000","Female","80","0.00730504010131143","0.0057495292349633","0.00886055096765957","1"
"1 on Scale 1 to 10","2000","Male","52","0.00441288801666712","0.00316494532882922","0.00566083070450502","1"
"10 Completely satisfied","2000","Female","1427","0.131128166280116","0.124962504578177","0.137293827982054","10"
"10 Completely satisfied","2000","Male","1320","0.128049056955034","0.121757939806446","0.134340174103623","10"
"2 on Scale 1 to 10","2000","Female","211","0.0183629364611926","0.0159104852391646","0.0208153876832207","2"
"2 on Scale 1 to 10","2000","Male","150","0.0128624012960975","0.0107408993776703","0.0149839032145247","2"
"3 on Scale 1 to 10","2000","Female","378","0.032411230347201","0.0291764335315453","0.0356460271628567","3"
"3 on Scale 1 to 10","2000","Male","284","0.0257085558401958","0.0227288263491053","0.0286882853312862","3"
"4 on Scale 1 to 10","2000","Female","534","0.0447842342714859","0.0410061890137797","0.0485622795291921","4"
"4 on Scale 1 to 10","2000","Male","419","0.0375620972519893","0.0339823296785467","0.0411418648254319","4"
"5 on Scale 1 to 10","2000","Male","1420","0.128545280784627","0.122243779400225","0.134846782169029","5"
"5 on Scale 1 to 10","2000","Female","1612","0.140566148625344","0.134217220078376","0.146915077172313","5"
"6 on Scale 1 to 10","2000","Female","1219","0.109410586219529","0.103708651046036","0.115112521393022","6"
"6 on Scale 1 to 10","2000","Male","1143","0.102715764754597","0.0969999634256204","0.108431566083574","6"
"7 on Scale 1 to 10","2000","Female","1868","0.156218260666068","0.149586409075134","0.162850112257002","7"
"7 on Scale 1 to 10","2000","Male","1857","0.167625988930323","0.160593266339097","0.174658711521549","7"
"8 on Scale 1 to 10","2000","Female","2720","0.231066713525286","0.223367136584834","0.238766290465738","8"
"8 on Scale 1 to 10","2000","Male","2725","0.255323327148251","0.247113714304577","0.263532939991924","8"
"9 on Scale 1 to 10","2000","Female","1297","0.11326190822832","0.107473042739794","0.119050773716845","9"
"9 on Scale 1 to 10","2000","Male","1357","0.126391210174637","0.12013501213357","0.132647408215703","9"
"0 Completely dissatisfied","2001","Female","","","","","0"
"0 Completely dissatisfied","2001","Male","","","","","0"
"1 on Scale 1 to 10","2001","Female","","","","","1"
"1 on Scale 1 to 10","2001","Male","","","","","1"
"10 Completely satisfied","2001","Female","","","","","10"
"10 Completely satisfied","2001","Male","","","","","10"
"2 on Scale 1 to 10","2001","Female","","","","","2"
"2 on Scale 1 to 10","2001","Male","","","","","2"
"3 on Scale 1 to 10","2001","Female","","","","","3"
"3 on Scale 1 to 10","2001","Male","","","","","3"
"4 on Scale 1 to 10","2001","Female","","","","","4"
"4 on Scale 1 to 10","2001","Male","","","","","4"
"5 on Scale 1 to 10","2001","Male","","","","","5"
"5 on Scale 1 to 10","2001","Female","","","","","5"
"6 on Scale 1 to 10","2001","Female","","","","","6"
"6 on Scale 1 to 10","2001","Male","","","","","6"
"7 on Scale 1 to 10","2001","Female","","","","","7"
"7 on Scale 1 to 10","2001","Male","","","","","7"
"8 on Scale 1 to 10","2001","Female","","","","","8"
"8 on Scale 1 to 10","2001","Male","","","","","8"
"9 on Scale 1 to 10","2001","Female","","","","","9"
"9 on Scale 1 to 10","2001","Male","","","","","9"
"0 Completely dissatisfied","2002","Female","","","","","0"
"0 Completely dissatisfied","2002","Male","","","","","0"
"1 on Scale 1 to 10","2002","Female","","","","","1"
"1 on Scale 1 to 10","2002","Male","","","","","1"
"10 Completely satisfied","2002","Female","","","","","10"
"10 Completely satisfied","2002","Male","","","","","10"
"2 on Scale 1 to 10","2002","Female","","","","","2"
"2 on Scale 1 to 10","2002","Male","","","","","2"
"3 on Scale 1 to 10","2002","Female","","","","","3"
"3 on Scale 1 to 10","2002","Male","","","","","3"
"4 on Scale 1 to 10","2002","Female","","","","","4"
"4 on Scale 1 to 10","2002","Male","","","","","4"
"5 on Scale 1 to 10","2002","Male","","","","","5"
"5 on Scale 1 to 10","2002","Female","","","","","5"
"6 on Scale 1 to 10","2002","Female","","","","","6"
"6 on Scale 1 to 10","2002","Male","","","","","6"
"7 on Scale 1 to 10","2002","Female","","","","","7"
"7 on Scale 1 to 10","2002","Male","","","","","7"
"8 on Scale 1 to 10","2002","Female","","","","","8"
"8 on Scale 1 to 10","2002","Male","","","","","8"
"9 on Scale 1 to 10","2002","Female","","","","","9"
"9 on Scale 1 to 10","2002","Male","","","","","9"
"0 Completely dissatisfied","2003","Female","","","","","0"
"0 Completely dissatisfied","2003","Male","","","","","0"
"1 on Scale 1 to 10","2003","Female","","","","","1"
"1 on Scale 1 to 10","2003","Male","","","","","1"
"10 Completely satisfied","2003","Female","","","","","10"
"10 Completely satisfied","2003","Male","","","","","10"
"2 on Scale 1 to 10","2003","Female","","","","","2"
"2 on Scale 1 to 10","2003","Male","","","","","2"
"3 on Scale 1 to 10","2003","Female","","","","","3"
"3 on Scale 1 to 10","2003","Male","","","","","3"
"4 on Scale 1 to 10","2003","Female","","","","","4"
"4 on Scale 1 to 10","2003","Male","","","","","4"
"5 on Scale 1 to 10","2003","Male","","","","","5"
"5 on Scale 1 to 10","2003","Female","","","","","5"
"6 on Scale 1 to 10","2003","Female","","","","","6"
"6 on Scale 1 to 10","2003","Male","","","","","6"
"7 on Scale 1 to 10","2003","Female","","","","","7"
"7 on Scale 1 to 10","2003","Male","","","","","7"
"8 on Scale 1 to 10","2003","Female","","","","","8"
"8 on Scale 1 to 10","2003","Male","","","","","8"
"9 on Scale 1 to 10","2003","Female","","","","","9"
"9 on Scale 1 to 10","2003","Male","","","","","9"
"0 Completely dissatisfied","2004","Female","122","0.0142552403114052","0.0119786338514196","0.0165318467713907","0"
"0 Completely dissatisfied","2004","Male","78","0.0104862027530446","0.00846510305807342","0.0125073024480158","0"
"1 on Scale 1 to 10","2004","Female","76","0.00899487063867849","0.00718163658836273","0.0108081046889942","1"
"1 on Scale 1 to 10","2004","Male","45","0.00677284099364774","0.00514550429957183","0.00840017768772365","1"
"10 Completely satisfied","2004","Female","1119","0.102838665840227","0.0970051290010659","0.108672202679387","10"
"10 Completely satisfied","2004","Male","1099","0.0993736842344957","0.0934379329365526","0.105309435532439","10"
"2 on Scale 1 to 10","2004","Female","185","0.019006853003666","0.0163844070374226","0.0216292989699094","2"
"2 on Scale 1 to 10","2004","Male","137","0.0152541221074032","0.0128223471644268","0.0176858970503795","2"
"3 on Scale 1 to 10","2004","Female","357","0.0377610929151084","0.0341002407757244","0.0414219450544924","3"
"3 on Scale 1 to 10","2004","Male","243","0.0273214309341189","0.0240869538510514","0.0305559080171865","3"
"4 on Scale 1 to 10","2004","Female","471","0.0511843459754855","0.0469520312672506","0.0554166606837205","4"
"4 on Scale 1 to 10","2004","Male","409","0.0501527004896146","0.0458221636082187","0.0544832373710105","4"
"5 on Scale 1 to 10","2004","Male","1218","0.139751812887628","0.132872290435919","0.146631335339336","5"
"5 on Scale 1 to 10","2004","Female","1531","0.158670433161062","0.151653464557501","0.165687401764623","5"
"6 on Scale 1 to 10","2004","Female","1105","0.108419275912869","0.102448207592475","0.114390344233263","6"
"6 on Scale 1 to 10","2004","Male","1014","0.106493980466921","0.100373592458949","0.112614368474894","6"
"7 on Scale 1 to 10","2004","Female","1771","0.16919520711791","0.161994718325845","0.176395695909974","7"
"7 on Scale 1 to 10","2004","Male","1751","0.183150653209487","0.175476280216389","0.190825026202584","7"
"8 on Scale 1 to 10","2004","Female","2460","0.227147142127221","0.219100392269258","0.235193891985183","8"
"8 on Scale 1 to 10","2004","Male","2473","0.246483825038874","0.237932996732445","0.255034653345304","8"
"9 on Scale 1 to 10","2004","Female","1218","0.102526872996368","0.0967011740688231","0.108352571923914","9"
"9 on Scale 1 to 10","2004","Male","1291","0.114758746884765","0.108434753529808","0.121082740239722","9"
"0 Completely dissatisfied","2005","Female","","","","","0"
"0 Completely dissatisfied","2005","Male","","","","","0"
"1 on Scale 1 to 10","2005","Female","","","","","1"
"1 on Scale 1 to 10","2005","Male","","","","","1"
"10 Completely satisfied","2005","Female","","","","","10"
"10 Completely satisfied","2005","Male","","","","","10"
"2 on Scale 1 to 10","2005","Female","","","","","2"
"2 on Scale 1 to 10","2005","Male","","","","","2"
"3 on Scale 1 to 10","2005","Female","","","","","3"
"3 on Scale 1 to 10","2005","Male","","","","","3"
"4 on Scale 1 to 10","2005","Female","","","","","4"
"4 on Scale 1 to 10","2005","Male","","","","","4"
"5 on Scale 1 to 10","2005","Male","","","","","5"
"5 on Scale 1 to 10","2005","Female","","","","","5"
"6 on Scale 1 to 10","2005","Female","","","","","6"
"6 on Scale 1 to 10","2005","Male","","","","","6"
"7 on Scale 1 to 10","2005","Female","","","","","7"
"7 on Scale 1 to 10","2005","Male","","","","","7"
"8 on Scale 1 to 10","2005","Female","","","","","8"
"8 on Scale 1 to 10","2005","Male","","","","","8"
"9 on Scale 1 to 10","2005","Female","","","","","9"
"9 on Scale 1 to 10","2005","Male","","","","","9"
"0 Completely dissatisfied","2006","Female","","","","","0"
"0 Completely dissatisfied","2006","Male","","","","","0"
"1 on Scale 1 to 10","2006","Female","","","","","1"
"1 on Scale 1 to 10","2006","Male","","","","","1"
"10 Completely satisfied","2006","Female","","","","","10"
"10 Completely satisfied","2006","Male","","","","","10"
"2 on Scale 1 to 10","2006","Female","","","","","2"
"2 on Scale 1 to 10","2006","Male","","","","","2"
"3 on Scale 1 to 10","2006","Female","","","","","3"
"3 on Scale 1 to 10","2006","Male","","","","","3"
"4 on Scale 1 to 10","2006","Female","","","","","4"
"4 on Scale 1 to 10","2006","Male","","","","","4"
"5 on Scale 1 to 10","2006","Male","","","","","5"
"5 on Scale 1 to 10","2006","Female","","","","","5"
"6 on Scale 1 to 10","2006","Female","","","","","6"
"6 on Scale 1 to 10","2006","Male","","","","","6"
"7 on Scale 1 to 10","2006","Female","","","","","7"
"7 on Scale 1 to 10","2006","Male","","","","","7"
"8 on Scale 1 to 10","2006","Female","","","","","8"
"8 on Scale 1 to 10","2006","Male","","","","","8"
"9 on Scale 1 to 10","2006","Female","","","","","9"
"9 on Scale 1 to 10","2006","Male","","","","","9"
"0 Completely dissatisfied","2007","Female","","","","","0"
"0 Completely dissatisfied","2007","Male","","","","","0"
"1 on Scale 1 to 10","2007","Female","","","","","1"
"1 on Scale 1 to 10","2007","Male","","","","","1"
"10 Completely satisfied","2007","Female","","","","","10"
"10 Completely satisfied","2007","Male","","","","","10"
"2 on Scale 1 to 10","2007","Female","","","","","2"
"2 on Scale 1 to 10","2007","Male","","","","","2"
"3 on Scale 1 to 10","2007","Female","","","","","3"
"3 on Scale 1 to 10","2007","Male","","","","","3"
"4 on Scale 1 to 10","2007","Female","","","","","4"
"4 on Scale 1 to 10","2007","Male","","","","","4"
"5 on Scale 1 to 10","2007","Male","","","","","5"
"5 on Scale 1 to 10","2007","Female","","","","","5"
"6 on Scale 1 to 10","2007","Female","","","","","6"
"6 on Scale 1 to 10","2007","Male","","","","","6"
"7 on Scale 1 to 10","2007","Female","","","","","7"
"7 on Scale 1 to 10","2007","Male","","","","","7"
"8 on Scale 1 to 10","2007","Female","","","","","8"
"8 on Scale 1 to 10","2007","Male","","","","","8"
"9 on Scale 1 to 10","2007","Female","","","","","9"
"9 on Scale 1 to 10","2007","Male","","","","","9"
"0 Completely dissatisfied","2008","Female","87","0.0106270666304588","0.00854632930059563","0.012707803960322","0"
"0 Completely dissatisfied","2008","Male","73","0.00988617665577299","0.00779407406760113","0.0119782792439448","0"
"1 on Scale 1 to 10","2008","Female","72","0.00936981499530861","0.00741479217577061","0.0113248378148466","1"
"1 on Scale 1 to 10","2008","Male","42","0.00685672880936379","0.0051117479391799","0.00860170967954769","1"
"10 Completely satisfied","2008","Female","1231","0.126747994116814","0.119996950903014","0.133499037330615","10"
"10 Completely satisfied","2008","Male","1141","0.110984331829886","0.104342134481042","0.117626529178729","10"
"2 on Scale 1 to 10","2008","Female","119","0.0166550581248646","0.0140581501208916","0.0192519661288376","2"
"2 on Scale 1 to 10","2008","Male","72","0.0110467882812888","0.00883658550863486","0.0132569910539428","2"
"3 on Scale 1 to 10","2008","Female","247","0.034905097422773","0.031180665995599","0.0386295288499469","3"
"3 on Scale 1 to 10","2008","Male","161","0.0254268285061369","0.022098090962192","0.0287555660500817","3"
"4 on Scale 1 to 10","2008","Female","379","0.0470010141491485","0.0427063384170264","0.0512956898812706","4"
"4 on Scale 1 to 10","2008","Male","270","0.0393221827786146","0.0352122575431995","0.0434321080140297","4"
"5 on Scale 1 to 10","2008","Male","884","0.10676980918091","0.100239523788902","0.113300094572917","5"
"5 on Scale 1 to 10","2008","Female","1079","0.122377579963829","0.115727370425432","0.129027789502225","5"
