"plh0164","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"5 on Scale 1 to 10","1989","inadequately","East Germany","","","","","5"
"5 on Scale 1 to 10","1989","general elemantary","West Germany","464","0.219604827978021","0.202457388721174","0.236752267234868","5"
"5 on Scale 1 to 10","1989","vocational + Abi","West Germany","24","","","","5"
"5 on Scale 1 to 10","1989","vocational + Abi","East Germany","","","","","5"
"5 on Scale 1 to 10","1989","higher vocational","West Germany","43","0.0915435455339164","0.0655549121578091","0.117532178910024","5"
"5 on Scale 1 to 10","1989","higher vocational","East Germany","","","","","5"
"6 on Scale 1 to 10","1989","vocational + Abi","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","in school","West Germany","20","","","","6"
"6 on Scale 1 to 10","1989","in school","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","inadequately","West Germany","44","0.090937013201191","0.0668862285633103","0.114987797839072","6"
"6 on Scale 1 to 10","1989","middle vocational","West Germany","476","0.108589015948761","0.0991255252862483","0.118052506611273","6"
"6 on Scale 1 to 10","1989","middle vocational","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","vocational + Abi","West Germany","23","","","","6"
"6 on Scale 1 to 10","1989","higher education","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","higher education","West Germany","32","0.0419543423988835","0.0267166630313489","0.0571920217664182","6"
"6 on Scale 1 to 10","1989","higher vocational","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","higher vocational","West Germany","48","0.100327093499491","0.0732520628428976","0.127402124156084","6"
"6 on Scale 1 to 10","1989","inadequately","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","general elemantary","West Germany","220","0.0961371234894501","0.0839270611667358","0.108347185812164","6"
"6 on Scale 1 to 10","1989","general elemantary","East Germany","","","","","6"
"7 on Scale 1 to 10","1989","in school","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","vocational + Abi","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","higher vocational","West Germany","81","0.167609195090156","0.133947957599781","0.201270432580532","7"
"7 on Scale 1 to 10","1989","in school","West Germany","28","","","","7"
"7 on Scale 1 to 10","1989","higher education","West Germany","48","0.0707099178585865","0.0512270409892658","0.0901927947279072","7"
"7 on Scale 1 to 10","1989","higher education","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","inadequately","West Germany","47","0.0794445155905329","0.0568231476167334","0.102065883564332","7"
"7 on Scale 1 to 10","1989","general elemantary","West Germany","274","0.120626208190174","0.10713568970365","0.134116726676697","7"
"7 on Scale 1 to 10","1989","general elemantary","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","middle vocational","West Germany","763","0.179989693095019","0.168304042613314","0.191675343576723","7"
"7 on Scale 1 to 10","1989","middle vocational","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","vocational + Abi","West Germany","41","0.173099472142782","0.127633992294285","0.218564951991278","7"
"7 on Scale 1 to 10","1989","inadequately","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","higher vocational","East Germany","","","","","7"
"8 on Scale 1 to 10","1989","higher vocational","West Germany","117","0.248253430188618","0.209321953484045","0.287184906893192","8"
"8 on Scale 1 to 10","1989","higher vocational","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","vocational + Abi","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","inadequately","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","general elemantary","West Germany","376","0.182091183359351","0.166105988002045","0.198076378716657","8"
"8 on Scale 1 to 10","1989","middle vocational","West Germany","921","0.228065967416608","0.21530334988567","0.240828584947546","8"
"8 on Scale 1 to 10","1989","in school","West Germany","39","0.225673327254288","0.163382045811997","0.287964608696579","8"
"8 on Scale 1 to 10","1989","in school","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","inadequately","West Germany","44","0.0916204308597966","0.0674885172150251","0.115752344504568","8"
"8 on Scale 1 to 10","1989","general elemantary","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","middle vocational","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","vocational + Abi","West Germany","64","0.231939693623826","0.181218148739359","0.282661238508293","8"
"8 on Scale 1 to 10","1989","higher education","West Germany","179","0.261256065185491","0.227865987974982","0.294646142396","8"
"8 on Scale 1 to 10","1989","higher education","East Germany","","","","","8"
"9 on Scale 1 to 10","1989","general elemantary","West Germany","143","0.0617640106611564","0.0517928702305968","0.071735151091716","9"
"9 on Scale 1 to 10","1989","higher vocational","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","higher education","West Germany","167","0.261949736554983","0.228531061986547","0.295368411123418","9"
"9 on Scale 1 to 10","1989","in school","West Germany","31","0.163255280643702","0.108180199144052","0.218330362143351","9"
"9 on Scale 1 to 10","1989","inadequately","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","higher vocational","West Germany","73","0.14566669392204","0.113875171833345","0.177458216010735","9"
"9 on Scale 1 to 10","1989","vocational + Abi","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","in school","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","inadequately","West Germany","15","","","","9"
"9 on Scale 1 to 10","1989","general elemantary","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","middle vocational","West Germany","423","0.103178829296046","0.0939261471670347","0.112431511425057","9"
"9 on Scale 1 to 10","1989","middle vocational","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","vocational + Abi","West Germany","47","0.204201133754694","0.155757355753893","0.252644911755495","9"
"9 on Scale 1 to 10","1989","higher education","East Germany","","","","","9"
"0 Completely dissatisfied","1990","vocational + Abi","West Germany","","","","","0"
"0 Completely dissatisfied","1990","in school","West Germany","","","","","0"
"0 Completely dissatisfied","1990","in school","East Germany","","","","","0"
"0 Completely dissatisfied","1990","inadequately","West Germany","","","","","0"
"0 Completely dissatisfied","1990","inadequately","East Germany","","","","","0"
"0 Completely dissatisfied","1990","general elemantary","West Germany","","","","","0"
"0 Completely dissatisfied","1990","general elemantary","East Germany","","","","","0"
"0 Completely dissatisfied","1990","middle vocational","West Germany","","","","","0"
"0 Completely dissatisfied","1990","middle vocational","East Germany","","","","","0"
"0 Completely dissatisfied","1990","vocational + Abi","East Germany","","","","","0"
"0 Completely dissatisfied","1990","higher vocational","West Germany","","","","","0"
"0 Completely dissatisfied","1990","higher vocational","East Germany","","","","","0"
"0 Completely dissatisfied","1990","higher education","West Germany","","","","","0"
"0 Completely dissatisfied","1990","higher education","East Germany","","","","","0"
"1 on Scale 1 to 10","1990","higher education","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","in school","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","in school","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","inadequately","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","inadequately","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","general elemantary","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","middle vocational","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","vocational + Abi","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","higher vocational","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","higher education","East Germany","","","","","1"
"10 Completely satisfied","1990","in school","West Germany","","","","","10"
"10 Completely satisfied","1990","in school","East Germany","","","","","10"
"10 Completely satisfied","1990","inadequately","West Germany","","","","","10"
"10 Completely satisfied","1990","inadequately","East Germany","","","","","10"
"10 Completely satisfied","1990","general elemantary","West Germany","","","","","10"
"10 Completely satisfied","1990","general elemantary","East Germany","","","","","10"
"10 Completely satisfied","1990","middle vocational","West Germany","","","","","10"
"10 Completely satisfied","1990","middle vocational","East Germany","","","","","10"
"10 Completely satisfied","1990","vocational + Abi","West Germany","","","","","10"
"10 Completely satisfied","1990","vocational + Abi","East Germany","","","","","10"
"10 Completely satisfied","1990","higher vocational","West Germany","","","","","10"
"10 Completely satisfied","1990","higher vocational","East Germany","","","","","10"
"10 Completely satisfied","1990","higher education","West Germany","","","","","10"
"10 Completely satisfied","1990","higher education","East Germany","","","","","10"
"2 on Scale 1 to 10","1990","higher education","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","general elemantary","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","in school","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","in school","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","inadequately","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","inadequately","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","middle vocational","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","vocational + Abi","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","higher vocational","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","higher education","West Germany","","","","","2"
"3 on Scale 1 to 10","1990","in school","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","vocational + Abi","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","in school","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","inadequately","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","inadequately","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","middle vocational","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","general elemantary","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","higher vocational","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","higher education","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","higher education","East Germany","","","","","3"
"4 on Scale 1 to 10","1990","general elemantary","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","in school","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","inadequately","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","vocational + Abi","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","higher vocational","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","higher education","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","inadequately","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","middle vocational","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","in school","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","higher education","East Germany","","","","","4"
"5 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","general elemantary","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","middle vocational","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","higher education","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","higher education","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","in school","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","inadequately","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","higher vocational","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","inadequately","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","in school","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","vocational + Abi","East Germany","","","","","5"
"6 on Scale 1 to 10","1990","middle vocational","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","in school","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","vocational + Abi","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","in school","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","higher education","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","inadequately","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","inadequately","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","general elemantary","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","higher vocational","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","higher education","West Germany","","","","","6"
"7 on Scale 1 to 10","1990","in school","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","vocational + Abi","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","in school","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","inadequately","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","general elemantary","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","middle vocational","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","higher education","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","higher education","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","inadequately","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","higher vocational","East Germany","","","","","7"
"8 on Scale 1 to 10","1990","in school","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","inadequately","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","inadequately","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","general elemantary","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","middle vocational","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","vocational + Abi","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","higher vocational","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","in school","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","higher education","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","higher education","East Germany","","","","","8"
"9 on Scale 1 to 10","1990","inadequately","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","general elemantary","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","higher vocational","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","higher education","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","in school","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","inadequately","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","vocational + Abi","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","in school","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","middle vocational","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","higher education","East Germany","","","","","9"
"0 Completely dissatisfied","1991","in school","East Germany","","","","","0"
"0 Completely dissatisfied","1991","vocational + Abi","West Germany","","","","","0"
"0 Completely dissatisfied","1991","in school","West Germany","","","","","0"
"0 Completely dissatisfied","1991","inadequately","West Germany","","","","","0"
"0 Completely dissatisfied","1991","inadequately","East Germany","","","","","0"
"0 Completely dissatisfied","1991","general elemantary","West Germany","","","","","0"
"0 Completely dissatisfied","1991","general elemantary","East Germany","","","","","0"
"0 Completely dissatisfied","1991","middle vocational","West Germany","","","","","0"
"0 Completely dissatisfied","1991","middle vocational","East Germany","","","","","0"
"0 Completely dissatisfied","1991","vocational + Abi","East Germany","","","","","0"
"0 Completely dissatisfied","1991","higher vocational","West Germany","","","","","0"
"0 Completely dissatisfied","1991","higher vocational","East Germany","","","","","0"
"0 Completely dissatisfied","1991","higher education","West Germany","","","","","0"
"0 Completely dissatisfied","1991","higher education","East Germany","","","","","0"
"1 on Scale 1 to 10","1991","higher education","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","inadequately","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","inadequately","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","in school","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","in school","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","vocational + Abi","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","higher education","East Germany","","","","","1"
"10 Completely satisfied","1991","general elemantary","East Germany","","","","","10"
"10 Completely satisfied","1991","in school","East Germany","","","","","10"
"10 Completely satisfied","1991","in school","West Germany","","","","","10"
"10 Completely satisfied","1991","higher education","East Germany","","","","","10"
"10 Completely satisfied","1991","middle vocational","West Germany","","","","","10"
"10 Completely satisfied","1991","inadequately","West Germany","","","","","10"
"10 Completely satisfied","1991","general elemantary","West Germany","","","","","10"
"10 Completely satisfied","1991","middle vocational","East Germany","","","","","10"
"10 Completely satisfied","1991","vocational + Abi","West Germany","","","","","10"
"10 Completely satisfied","1991","vocational + Abi","East Germany","","","","","10"
"10 Completely satisfied","1991","higher education","West Germany","","","","","10"
"10 Completely satisfied","1991","inadequately","East Germany","","","","","10"
"10 Completely satisfied","1991","higher vocational","West Germany","","","","","10"
"10 Completely satisfied","1991","higher vocational","East Germany","","","","","10"
"2 on Scale 1 to 10","1991","higher education","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","in school","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","in school","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","inadequately","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","inadequately","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","middle vocational","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","middle vocational","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","higher education","West Germany","","","","","2"
"3 on Scale 1 to 10","1991","in school","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","in school","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","inadequately","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","middle vocational","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","middle vocational","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","vocational + Abi","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","inadequately","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","East Germany","","","","","3"
