"ple0162","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2019","no migration background","West Germany","322","0.051696405454377","0.0456386932169826","0.0577541176917714","2"
"No","2019","no migration background","East Germany","127","0.067442831113545","0.0565760503513678","0.0783096118757222","2"
"No","2019","direct migration background","West Germany","221","0.0771734038918387","0.0646306708371493","0.0897161369465281","2"
"No","2019","direct migration background","East Germany","24","","","","2"
"No","2019","indirect migration background","West Germany","30","0.0906789014527038","0.060465813659523","0.120891989245885","2"
"No","2019","indirect migration background","East Germany","3","","","","2"
"Yes","2019","no migration background","West Germany","4810","0.948303594545623","0.942245882308229","0.954361306783017","1"
"Yes","2019","no migration background","East Germany","1919","0.932557168886455","0.921690388124278","0.943423949648632","1"
"Yes","2019","direct migration background","West Germany","1518","0.922826596108161","0.910283863053472","0.935369329162851","1"
"Yes","2019","indirect migration background","West Germany","317","0.909321098547296","0.879108010754115","0.939534186340477","1"
"Yes","2019","direct migration background","East Germany","169","0.95802647412084","0.929735629201286","0.986317319040394","1"
"Yes","2019","indirect migration background","East Germany","25","","","","1"
