"ple0040","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","1997","Couple + C. LE 16 ","West Germany","92","0.0503426595118608","0.0410548820190384","0.0596304370046832","1"
"Yes","1997","Couple + C. LE 16 ","East Germany","20","","","","1"
"Yes","1997","Couple + C. GT 16 ","West Germany","163","0.110813388876878","0.0955466016025781","0.126080176151178","1"
"Yes","1997","Couple + C. GT 16 ","East Germany","48","0.0789275783866331","0.0595273243425521","0.0983278324307141","1"
"Yes","1997","Couple + C. LE and GT 16","West Germany","38","0.0511191193292776","0.0360447658638279","0.0661934727947273","1"
"Yes","1997","Couple + C. LE and GT 16","East Germany","14","","","","1"
"Yes","1997","(Married) couple without C. ","West Germany","496","0.238048944183459","0.221450386818027","0.254647501548891","1"
"Yes","1997","(Married) couple without C. ","East Germany","151","0.147121675629534","0.125746793374849","0.16849655788422","1"
"No","1998","1-pers.-HH","West Germany","1088","0.785575984328186","0.763551741439942","0.807600227216429","2"
"No","1998","1-pers.-HH","East Germany","360","0.877218581987871","0.845412756571681","0.909024407404061","2"
"No","1998","(Married) couple without C. ","East Germany","981","0.845708598071558","0.824840077357156","0.866577118785959","2"
"No","1998","(Married) couple without C. ","West Germany","2414","0.778155836288639","0.763263261481934","0.793048411095344","2"
"No","1998","Single parent ","West Germany","474","0.907109629332519","0.882255549781565","0.931963708883474","2"
"No","1998","Single parent ","East Germany","172","0.952312706604694","0.921437229834127","0.98318818337526","2"
"No","1998","Couple + C. GT 16 ","West Germany","1589","0.889531960455045","0.874940699488709","0.904123221421381","2"
"No","1998","Couple + C. LE 16 ","West Germany","2269","0.965681338804639","0.958314754298205","0.973047923311074","2"
"No","1998","Couple + C. LE 16 ","East Germany","725","0.970562782020595","0.958449620989599","0.982675943051592","2"
"No","1998","Couple + C. GT 16 ","East Germany","731","0.927859817264921","0.909715009279412","0.94600462525043","2"
"No","1998","Couple + C. LE and GT 16","West Germany","821","0.947361683205065","0.932471497155424","0.962251869254707","2"
"No","1998","Couple + C. LE and GT 16","East Germany","372","0.949897332354678","0.92816224612739","0.971632418581966","2"
"Yes","1998","1-pers.-HH","West Germany","246","0.214424015671814","0.192399772783571","0.236448258560058","1"
"Yes","1998","1-pers.-HH","East Germany","49","0.122781418012129","0.0909755925959388","0.154587243428319","1"
"Yes","1998","Single parent ","West Germany","50","0.0928903706674809","0.0680362911165265","0.117744450218435","1"
"Yes","1998","Single parent ","East Germany","11","","","","1"
"Yes","1998","Couple + C. LE 16 ","West Germany","77","0.0343186611953606","0.0269520766889261","0.0416852457017951","1"
"Yes","1998","Couple + C. LE 16 ","East Germany","23","","","","1"
"Yes","1998","Couple + C. GT 16 ","West Germany","184","0.110468039544955","0.0958767785786186","0.125059300511291","1"
"Yes","1998","Couple + C. GT 16 ","East Germany","50","0.0721401827350792","0.0539953747495702","0.0902849907205881","1"
"Yes","1998","(Married) couple without C. ","West Germany","576","0.221844163711361","0.206951588904656","0.236736738518066","1"
"Yes","1998","(Married) couple without C. ","East Germany","170","0.154291401928442","0.133422881214041","0.175159922642844","1"
"Yes","1998","Couple + C. LE and GT 16","West Germany","43","0.0526383167949348","0.0377481307452935","0.0675285028445761","1"
"Yes","1998","Couple + C. LE and GT 16","East Germany","15","","","","1"
"No","1999","Couple + C. GT 16 ","West Germany","1562","0.902046695738223","0.888091901000775","0.916001490475671","2"
"No","1999","1-pers.-HH","West Germany","1038","0.787404389703222","0.764848985393746","0.809959794012698","2"
"No","1999","1-pers.-HH","East Germany","370","0.8668698552745","0.834572364820872","0.899167345728127","2"
"No","1999","(Married) couple without C. ","West Germany","2367","0.76057440636075","0.745188414851834","0.775960397869666","2"
"No","1999","(Married) couple without C. ","East Germany","1008","0.849403733554327","0.828979788608798","0.869827678499857","2"
"No","1999","Single parent ","West Germany","460","0.902988858784683","0.877174912339468","0.928802805229898","2"
"No","1999","Single parent ","East Germany","200","0.949505995268558","0.920100597863858","0.978911392673257","2"
"No","1999","Couple + C. LE 16 ","West Germany","2237","0.967887345003217","0.960697945561796","0.975076744444639","2"
"No","1999","Couple + C. LE 16 ","East Germany","703","0.97995119490504","0.96971288401004","0.990189505800039","2"
"No","1999","Couple + C. GT 16 ","East Germany","710","0.92539312758512","0.906736928933439","0.9440493262368","2"
"No","1999","Couple + C. LE and GT 16","West Germany","754","0.945711193040372","0.929920751913734","0.961501634167009","2"
"No","1999","Couple + C. LE and GT 16","East Germany","358","0.954954854470746","0.933850282243549","0.976059426697944","2"
"Yes","1999","1-pers.-HH","West Germany","226","0.212595610296778","0.190040205987302","0.235151014606254","1"
"Yes","1999","1-pers.-HH","East Germany","55","0.1331301447255","0.100832654271873","0.165427635179128","1"
"Yes","1999","Single parent ","West Germany","45","0.0970111412153169","0.071197194770102","0.122825087660532","1"
"Yes","1999","Single parent ","East Germany","13","","","","1"
"Yes","1999","Couple + C. LE 16 ","West Germany","73","0.0321126549967828","0.0249232555553615","0.0393020544382042","1"
"Yes","1999","Couple + C. LE 16 ","East Germany","17","","","","1"
"Yes","1999","Couple + C. GT 16 ","West Germany","181","0.097953304261777","0.0839985095243288","0.111908098999225","1"
"Yes","1999","Couple + C. GT 16 ","East Germany","52","0.0746068724148804","0.0559506737631997","0.0932630710665611","1"
"Yes","1999","(Married) couple without C. ","West Germany","588","0.23942559363925","0.224039602130334","0.254811585148166","1"
"Yes","1999","(Married) couple without C. ","East Germany","170","0.150596266445673","0.130172321500143","0.171020211391202","1"
"Yes","1999","Couple + C. LE and GT 16","West Germany","37","0.0542888069596284","0.0384983658329909","0.070079248086266","1"
"Yes","1999","Couple + C. LE and GT 16","East Germany","13","","","","1"
"No","2000","1-pers.-HH","West Germany","2179","0.825981280712025","0.811363382855749","0.8405991785683","2"
"No","2000","Couple + C. GT 16 ","West Germany","2548","0.91036633879202","0.899812032145352","0.920920645438688","2"
"No","2000","1-pers.-HH","East Germany","667","0.856850118539006","0.832112911987211","0.8815873250908","2"
"No","2000","(Married) couple without C. ","West Germany","4612","0.797115327252404","0.786672690274635","0.807557964230173","2"
"No","2000","(Married) couple without C. ","East Germany","1598","0.849573391814837","0.833366257811769","0.865780525817905","2"
"No","2000","Single parent ","West Germany","806","0.915348508474086","0.89698827135898","0.933708745589191","2"
"No","2000","Single parent ","East Germany","302","0.951941156422438","0.928506164302486","0.97537614854239","2"
"No","2000","Couple + C. LE 16 ","West Germany","4069","0.966582153376773","0.961148686638139","0.972015620115406","2"
"No","2000","Couple + C. LE 16 ","East Germany","1006","0.970417262816095","0.960119808929772","0.980714716702418","2"
"No","2000","Couple + C. GT 16 ","East Germany","1063","0.928686005441375","0.913766761737122","0.943605249145629","2"
"No","2000","Couple + C. LE and GT 16","West Germany","1362","0.956661250414922","0.946074362087373","0.967248138742471","2"
"No","2000","Couple + C. LE and GT 16","East Germany","503","0.968765014040844","0.953755966926148","0.983774061155541","2"
"Yes","2000","1-pers.-HH","West Germany","405","0.174018719287975","0.1594008214317","0.188636617144251","1"
"Yes","2000","1-pers.-HH","East Germany","103","0.143149881460994","0.1184126749092","0.167887088012789","1"
"Yes","2000","(Married) couple without C. ","West Germany","1085","0.202884672747596","0.192442035769827","0.213327309725365","1"
"Yes","2000","Single parent ","West Germany","77","0.0846514915259145","0.0662912544108085","0.10301172864102","1"
"Yes","2000","Single parent ","East Germany","18","","","","1"
"Yes","2000","Couple + C. LE 16 ","West Germany","134","0.0334178466232272","0.0279843798845936","0.0388513133618608","1"
"Yes","2000","Couple + C. LE 16 ","East Germany","34","0.0295827371839052","0.0192852832975822","0.0398801910702283","1"
"Yes","2000","Couple + C. GT 16 ","West Germany","266","0.0896336612079799","0.0790793545613115","0.100187967854648","1"
"Yes","2000","Couple + C. GT 16 ","East Germany","80","0.0713139945586248","0.0563947508543712","0.0862332382628784","1"
"Yes","2000","(Married) couple without C. ","East Germany","271","0.150426608185163","0.134219474182095","0.166633742188231","1"
"Yes","2000","Couple + C. LE and GT 16","West Germany","59","0.0433387495850779","0.0327518612575289","0.0539256379126268","1"
"Yes","2000","Couple + C. LE and GT 16","East Germany","13","","","","1"
"No","2001","Couple + C. GT 16 ","West Germany","2338","0.906261421605921","0.895027800835029","0.917495042376814","2"
"No","2001","1-pers.-HH","West Germany","1907","0.819759045521848","0.804005262602984","0.835512828440712","2"
"No","2001","1-pers.-HH","East Germany","621","0.862222593355496","0.836994338156531","0.887450848554462","2"
"No","2001","(Married) couple without C. ","West Germany","4141","0.798520258126893","0.787511922422537","0.809528593831249","2"
"No","2001","(Married) couple without C. ","East Germany","1536","0.847779121176031","0.831141977431587","0.864416264920476","2"
"No","2001","Single parent ","West Germany","747","0.919626172268832","0.900926540110766","0.938325804426898","2"
"No","2001","Single parent ","East Germany","300","0.967208921492201","0.947510960895527","0.986906882088876","2"
"No","2001","Couple + C. LE 16 ","West Germany","3711","0.962739202077517","0.956747144064076","0.968731260090957","2"
"No","2001","Couple + C. LE 16 ","East Germany","896","0.969403529016993","0.958305005883059","0.980502052150928","2"
"No","2001","Couple + C. GT 16 ","East Germany","966","0.92698103559506","0.911161505590717","0.942800565599403","2"
"No","2001","Couple + C. LE and GT 16","West Germany","1186","0.966688104554848","0.956692003722451","0.976684205387246","2"
"No","2001","Couple + C. LE and GT 16","East Germany","492","0.96229152669022","0.945726618219224","0.978856435161216","2"
"Yes","2001","1-pers.-HH","West Germany","380","0.180240954478152","0.164487171559288","0.195994737397016","1"
"Yes","2001","1-pers.-HH","East Germany","96","0.137777406644504","0.112549151445538","0.163005661843469","1"
"Yes","2001","(Married) couple without C. ","West Germany","959","0.201479741873107","0.190471406168751","0.212488077577463","1"
"Yes","2001","Single parent ","West Germany","65","0.0803738277311681","0.0616741955731021","0.0990734598892341","1"
"Yes","2001","Single parent ","East Germany","14","","","","1"
"Yes","2001","Couple + C. LE 16 ","West Germany","127","0.0372607979224833","0.031268739909043","0.0432528559359236","1"
"Yes","2001","Couple + C. LE 16 ","East Germany","29","","","","1"
"Yes","2001","Couple + C. GT 16 ","West Germany","248","0.0937385783940785","0.0825049576231856","0.104972199164971","1"
"Yes","2001","Couple + C. GT 16 ","East Germany","73","0.0730189644049402","0.0571994344005973","0.0888384944092832","1"
"Yes","2001","Couple + C. LE and GT 16","West Germany","52","0.0333118954451516","0.0233157946127539","0.0433079962775493","1"
"Yes","2001","Couple + C. LE and GT 16","East Germany","16","","","","1"
"Yes","2001","(Married) couple without C. ","East Germany","255","0.152220878823969","0.135583735079524","0.168858022568414","1"
"No","2002","Couple + C. GT 16 ","West Germany","2594","0.892829206213201","0.881508306701298","0.904150105725104","2"
"No","2002","1-pers.-HH","West Germany","1897","0.816678017796337","0.800781768414452","0.832574267178222","2"
"No","2002","1-pers.-HH","East Germany","624","0.84432869971545","0.817975039756873","0.870682359674028","2"
"No","2002","(Married) couple without C. ","West Germany","4592","0.78745407416682","0.776772379975118","0.798135768358523","2"
"No","2002","(Married) couple without C. ","East Germany","1511","0.824164438546515","0.806602608100194","0.841726268992836","2"
"No","2002","Single parent ","West Germany","766","0.915991021132431","0.897198120248144","0.934783922016717","2"
"No","2002","Single parent ","East Germany","270","0.921805299982173","0.891168363062895","0.952442236901452","2"
"No","2002","Couple + C. LE 16 ","West Germany","3751","0.962157659892667","0.95614973699206","0.968165582793273","2"
"No","2002","Couple + C. LE 16 ","East Germany","844","0.970908200659498","0.959740523747087","0.982075877571909","2"
"No","2002","Couple + C. GT 16 ","East Germany","1037","0.916166832116777","0.899907181288161","0.932426482945394","2"
"No","2002","Couple + C. LE and GT 16","West Germany","1434","0.959375139554875","0.94933418421547","0.969416094894281","2"
"No","2002","Couple + C. LE and GT 16","East Germany","454","0.978158660747137","0.964859219802388","0.991458101691887","2"
"Yes","2002","1-pers.-HH","West Germany","379","0.183321982203663","0.167425732821778","0.199218231585548","1"
"Yes","2002","1-pers.-HH","East Germany","103","0.15567130028455","0.129317640325972","0.182024960243127","1"
"Yes","2002","(Married) couple without C. ","West Germany","1043","0.212545925833179","0.201864231641477","0.223227620024882","1"
"Yes","2002","Single parent ","West Germany","71","0.0840089788675693","0.065216077983283","0.102801879751855","1"
"Yes","2002","Single parent ","East Germany","25","","","","1"
"Yes","2002","Couple + C. LE 16 ","West Germany","124","0.0378423401073334","0.0318344172067272","0.0438502630079397","1"
"Yes","2002","Couple + C. LE 16 ","East Germany","26","","","","1"
"Yes","2002","Couple + C. GT 16 ","West Germany","274","0.107170793786799","0.0958498942748963","0.118491693298702","1"
"Yes","2002","Couple + C. GT 16 ","East Germany","79","0.0838331678832226","0.0675735170546063","0.100092818711839","1"
"Yes","2002","Couple + C. LE and GT 16","West Germany","51","0.0406248604451247","0.0305839051057193","0.0506658157845302","1"
"Yes","2002","Couple + C. LE and GT 16","East Germany","10","","","","1"
"Yes","2002","(Married) couple without C. ","East Germany","294","0.175835561453485","0.158273731007164","0.193397391899806","1"
"No","2003","1-pers.-HH","West Germany","1874","0.813054397912803","0.796955916028703","0.829152879796903","2"
"No","2003","1-pers.-HH","East Germany","616","0.844868311309046","0.818387539461843","0.871349083156249","2"
"No","2003","Couple + C. GT 16 ","West Germany","2556","0.896222881536779","0.884978881717607","0.907466881355951","2"
"No","2003","(Married) couple without C. ","West Germany","4425","0.79448692397137","0.783746250067599","0.805227597875142","2"
"No","2003","(Married) couple without C. ","East Germany","1557","0.828905319814178","0.811749337168621","0.846061302459735","2"
"No","2003","Single parent ","West Germany","763","0.923888599331056","0.905880816213517","0.941896382448595","2"
"No","2003","Single parent ","East Germany","262","0.935814901747325","0.907361267512063","0.964268535982586","2"
"No","2003","Couple + C. LE 16 ","West Germany","3455","0.960793366882649","0.954425857560299","0.967160876205","2"
"No","2003","Couple + C. LE 16 ","East Germany","791","0.973433183519571","0.962372221331028","0.984494145708113","2"
"No","2003","Couple + C. GT 16 ","East Germany","1047","0.927100172862116","0.911861267585888","0.942339078138343","2"
"No","2003","Couple + C. LE and GT 16","West Germany","1364","0.959693035375245","0.949477777958227","0.969908292792262","2"
"No","2003","Couple + C. LE and GT 16","East Germany","404","0.967549956846435","0.950522657780806","0.984577255912064","2"
"Yes","2003","1-pers.-HH","West Germany","379","0.186945602087197","0.170847120203097","0.203044083971297","1"
"Yes","2003","1-pers.-HH","East Germany","102","0.155131688690954","0.128650916843751","0.181612460538157","1"
"Yes","2003","(Married) couple without C. ","West Germany","1012","0.20551307602863","0.194772402124858","0.216253749932401","1"
"Yes","2003","Single parent ","West Germany","70","0.0761114006689442","0.0581036175514052","0.0941191837864832","1"
"Yes","2003","Single parent ","East Germany","23","","","","1"
"Yes","2003","Couple + C. LE 16 ","West Germany","114","0.0392066331173505","0.0328391237950004","0.0455741424397006","1"
"Yes","2003","Couple + C. LE 16 ","East Germany","21","","","","1"
"Yes","2003","Couple + C. GT 16 ","West Germany","270","0.103777118463221","0.0925331186440487","0.115021118282393","1"
"Yes","2003","Couple + C. GT 16 ","East Germany","71","0.0728998271378844","0.0576609218616572","0.0881387324141116","1"
"Yes","2003","Couple + C. LE and GT 16","West Germany","60","0.0403069646247554","0.0300917072077377","0.050522222041773","1"
"Yes","2003","(Married) couple without C. ","East Germany","294","0.171094680185822","0.153938697540265","0.188250662831379","1"
"Yes","2003","Couple + C. LE and GT 16","East Germany","12","","","","1"
"No","2004","1-pers.-HH","West Germany","1803","0.801501936561077","0.784830773421928","0.818173099700226","2"
"No","2004","1-pers.-HH","East Germany","610","0.839795220449018","0.812909634638824","0.866680806259211","2"
"No","2004","Couple + C. GT 16 ","West Germany","2518","0.897376453549849","0.886107894643436","0.908645012456261","2"
"No","2004","Couple + C. GT 16 ","East Germany","1046","0.918049459306079","0.902035634083798","0.934063284528359","2"
"No","2004","(Married) couple without C. ","West Germany","4439","0.793790814531392","0.783049513754739","0.804532115308044","2"
"No","2004","(Married) couple without C. ","East Germany","1523","0.827640529563046","0.810250214716513","0.84503084440958","2"
"No","2004","Single parent ","West Germany","738","0.912710897800096","0.89322469574646","0.932197099853731","2"
"No","2004","Single parent ","East Germany","264","0.917496029317284","0.885720604240238","0.949271454394329","2"
"No","2004","Couple + C. LE 16 ","West Germany","3185","0.955807889710534","0.948807436188228","0.962808343232841","2"
"No","2004","Couple + C. LE 16 ","East Germany","731","0.971262470900713","0.959313757658286","0.983211184143139","2"
"No","2004","Couple + C. LE and GT 16","West Germany","1348","0.956256976662536","0.945547438816337","0.966966514508735","2"
"No","2004","Couple + C. LE and GT 16","East Germany","376","0.956972401929806","0.936807479829662","0.977137324029949","2"
"Yes","2004","1-pers.-HH","West Germany","396","0.198498063438923","0.181826900299774","0.215169226578072","1"
"Yes","2004","1-pers.-HH","East Germany","105","0.160204779550982","0.133319193740789","0.187090365361176","1"
"Yes","2004","(Married) couple without C. ","West Germany","1011","0.206209185468609","0.195467884691956","0.216950486245261","1"
"Yes","2004","Single parent ","West Germany","68","0.0872891021999045","0.0678029001462692","0.10677530425354","1"
"Yes","2004","Single parent ","East Germany","24","","","","1"
"Yes","2004","Couple + C. LE 16 ","West Germany","126","0.0441921102894657","0.0371916567671593","0.0511925638117722","1"
"Yes","2004","Couple + C. LE 16 ","East Germany","20","","","","1"
"Yes","2004","Couple + C. GT 16 ","West Germany","268","0.102623546450151","0.0913549875437391","0.113892105356564","1"
"Yes","2004","Couple + C. GT 16 ","East Germany","81","0.0819505406939213","0.0659367154716407","0.097964365916202","1"
"Yes","2004","Couple + C. LE and GT 16","West Germany","53","0.0437430233374639","0.0330334854912645","0.0544525611836633","1"
"Yes","2004","Couple + C. LE and GT 16","East Germany","13","","","","1"
"Yes","2004","(Married) couple without C. ","East Germany","289","0.172359470436954","0.15496915559042","0.189749785283487","1"
"No","2005","1-pers.-HH","West Germany","1822","0.802920396405489","0.78639164040665","0.819449152404328","2"
"No","2005","1-pers.-HH","East Germany","614","0.844287055399405","0.817857712446801","0.870716398352008","2"
"No","2005","Couple + C. GT 16 ","West Germany","2345","0.908956774332241","0.897890761218837","0.920022787445644","2"
"No","2005","Couple + C. GT 16 ","East Germany","975","0.919166497132568","0.902647828492459","0.935685165772677","2"
"No","2005","(Married) couple without C. ","West Germany","4263","0.796941983094503","0.78607798063725","0.807805985551756","2"
"No","2005","(Married) couple without C. ","East Germany","1461","0.809036190627617","0.790657197317894","0.82741518393734","2"
"No","2005","Single parent ","West Germany","748","0.94238683588558","0.926280545096513","0.958493126674647","2"
"No","2005","Single parent ","East Germany","282","0.955779934134481","0.932555053527093","0.979004814741869","2"
"No","2005","Couple + C. LE 16 ","West Germany","2893","0.956523306968251","0.949241744913906","0.963804869022597","2"
"No","2005","Couple + C. LE 16 ","East Germany","671","0.97178554008614","0.9594394297387","0.98413165043358","2"
"No","2005","Couple + C. LE and GT 16","West Germany","1274","0.950072901700534","0.938354746161598","0.961791057239469","2"
"No","2005","Couple + C. LE and GT 16","East Germany","363","0.968268980846437","0.950480711562305","0.986057250130569","2"
"Yes","2005","1-pers.-HH","West Germany","403","0.197079603594511","0.180550847595672","0.21360835959335","1"
"Yes","2005","1-pers.-HH","East Germany","109","0.155712944600595","0.129283601647992","0.182142287553199","1"
"Yes","2005","(Married) couple without C. ","West Germany","1004","0.203058016905497","0.192194014448244","0.21392201936275","1"
"Yes","2005","Single parent ","West Germany","56","0.0576131641144201","0.0415068733253533","0.073719454903487","1"
"Yes","2005","Single parent ","East Germany","19","","","","1"
"Yes","2005","(Married) couple without C. ","East Germany","296","0.190963809372383","0.17258481606266","0.209342802682106","1"
"Yes","2005","Couple + C. LE 16 ","West Germany","120","0.0434766930317485","0.0361951309774026","0.0507582550860945","1"
"Yes","2005","Couple + C. LE 16 ","East Germany","20","","","","1"
"Yes","2005","Couple + C. GT 16 ","East Germany","71","0.0808335028674319","0.0643148342273231","0.0973521715075407","1"
"Yes","2005","Couple + C. GT 16 ","West Germany","251","0.0910432256677592","0.0799772125543555","0.102109238781163","1"
"Yes","2005","Couple + C. LE and GT 16","West Germany","53","0.0499270982994664","0.0382089427605308","0.0616452538384019","1"
"Yes","2005","Couple + C. LE and GT 16","East Germany","10","","","","1"
"No","2006","Couple + C. GT 16 ","West Germany","2383","0.915500528912614","0.9048259539225","0.926175103902728","2"
"No","2006","Couple + C. GT 16 ","East Germany","980","0.899910616119697","0.881834970988736","0.917986261250658","2"
"No","2006","1-pers.-HH","West Germany","2041","0.796159236647748","0.780421148597866","0.81189732469763","2"
"No","2006","1-pers.-HH","East Germany","694","0.829496878556483","0.803881164435753","0.855112592677213","2"
"No","2006","(Married) couple without C. ","West Germany","4744","0.793923439604959","0.783598846044775","0.804248033165144","2"
"No","2006","(Married) couple without C. ","East Germany","1647","0.818019479275684","0.800938438485202","0.835100520066165","2"
"No","2006","Single parent ","West Germany","802","0.920705551745466","0.902792311669","0.938618791821932","2"
"No","2006","Single parent ","East Germany","270","0.943064618314379","0.916622336655798","0.969506899972959","2"
"No","2006","Couple + C. LE 16 ","West Germany","3096","0.963226079975109","0.956714336065225","0.969737823884992","2"
"No","2006","Couple + C. LE 16 ","East Germany","696","0.965701865771285","0.95238060603337","0.979023125509199","2"
"No","2006","Couple + C. LE and GT 16","West Germany","1149","0.955046696533642","0.943289034335909","0.966804358731375","2"
"No","2006","Couple + C. LE and GT 16","East Germany","292","0.96702140241294","0.946880507927143","0.987162296898736","2"
"Yes","2006","1-pers.-HH","West Germany","476","0.203840763352252","0.18810267530237","0.219578851402134","1"
"Yes","2006","1-pers.-HH","East Germany","134","0.170503121443517","0.144887407322787","0.196118835564247","1"
"Yes","2006","(Married) couple without C. ","West Germany","1152","0.206076560395041","0.195751966834856","0.216401153955225","1"
"Yes","2006","Single parent ","West Germany","72","0.0792944482545341","0.0613812081780679","0.0972076883310003","1"
"Yes","2006","Single parent ","East Germany","25","","","","1"
"Yes","2006","Couple + C. LE 16 ","West Germany","113","0.0367739200248913","0.0302621761150078","0.0432856639347748","1"
"Yes","2006","Couple + C. LE 16 ","East Germany","21","","","","1"
"Yes","2006","(Married) couple without C. ","East Germany","313","0.181980520724316","0.164899479933835","0.199061561514798","1"
"Yes","2006","Couple + C. GT 16 ","West Germany","225","0.0844994710873858","0.073824896097272","0.0951740460774995","1"
"Yes","2006","Couple + C. GT 16 ","East Germany","79","0.100089383880303","0.0820137387493424","0.118165029011264","1"
"Yes","2006","Couple + C. LE and GT 16","West Germany","44","0.0449533034663577","0.0331956412686245","0.056710965664091","1"
"Yes","2006","Couple + C. LE and GT 16","East Germany","10","","","","1"
"No","2007","Couple + C. GT 16 ","West Germany","2277","0.914222499881691","0.903256281979275","0.925188717784107","2"
"No","2007","Couple + C. GT 16 ","East Germany","948","0.912229896815278","0.894898898985791","0.929560894644765","2"
"No","2007","1-pers.-HH","West Germany","1918","0.792470496361323","0.776188129161109","0.808752863561536","2"
"No","2007","1-pers.-HH","East Germany","657","0.834978730380941","0.808844789267384","0.861112671494498","2"
"No","2007","(Married) couple without C. ","West Germany","4403","0.799946830729276","0.789335861657125","0.810557799801426","2"
"No","2007","(Married) couple without C. ","East Germany","1589","0.827138446621908","0.810104664273197","0.84417222897062","2"
"No","2007","Single parent ","West Germany","732","0.933343443315972","0.915961351990001","0.950725534641942","2"
"No","2007","Single parent ","East Germany","277","0.938676628745731","0.911527338703898","0.965825918787563","2"
"No","2007","Couple + C. LE 16 ","West Germany","2825","0.957318537454401","0.950008089350162","0.96462898555864","2"
"No","2007","Couple + C. LE 16 ","East Germany","627","0.966861300816957","0.953036624411314","0.9806859772226","2"
"No","2007","Couple + C. LE and GT 16","West Germany","1027","0.944243663189744","0.930508309273955","0.957979017105532","2"
"No","2007","Couple + C. LE and GT 16","East Germany","256","0.978075413271888","0.960477581913311","0.995673244630464","2"
"Yes","2007","1-pers.-HH","West Germany","465","0.207529503638677","0.191247136438464","0.223811870838891","1"
"Yes","2007","1-pers.-HH","East Germany","118","0.165021269619059","0.138887328505502","0.191155210732616","1"
"Yes","2007","(Married) couple without C. ","West Germany","1057","0.200053169270725","0.189442200198574","0.210664138342875","1"
"Yes","2007","Single parent ","West Germany","59","0.0666565566840285","0.0492744653580581","0.0840386480099988","1"
"Yes","2007","Single parent ","East Germany","23","","","","1"
"Yes","2007","Couple + C. LE 16 ","West Germany","112","0.0426814625455989","0.0353710144413601","0.0499919106498378","1"
"Yes","2007","Couple + C. LE 16 ","East Germany","17","","","","1"
"Yes","2007","(Married) couple without C. ","East Germany","304","0.172861553378092","0.15582777102938","0.189895335726803","1"
"Yes","2007","Couple + C. GT 16 ","East Germany","76","0.0877701031847224","0.0704391053552355","0.105101101014209","1"
"Yes","2007","Couple + C. GT 16 ","West Germany","228","0.0857775001183086","0.0748112822158926","0.0967437180207247","1"
"Yes","2007","Couple + C. LE and GT 16","West Germany","45","0.0557563368102564","0.0420209828944679","0.0694916907260449","1"
"Yes","2007","Couple + C. LE and GT 16","East Germany","10","","","","1"
"No","2008","1-pers.-HH","West Germany","1835","0.796440324061061","0.779869310927555","0.813011337194568","2"
"No","2008","1-pers.-HH","East Germany","646","0.830416829809741","0.803807075925617","0.857026583693865","2"
"No","2008","Couple + C. GT 16 ","West Germany","2201","0.911345787493263","0.900048931589594","0.922642643396932","2"
"No","2008","Couple + C. GT 16 ","East Germany","858","0.902499947403872","0.88340430639175","0.921595588415993","2"
"No","2008","(Married) couple without C. ","West Germany","4197","0.802356460895449","0.791531828158543","0.813181093632355","2"
"No","2008","(Married) couple without C. ","East Germany","1561","0.84002630222821","0.823330844361571","0.856721760094849","2"
"No","2008","Single parent ","West Germany","743","0.924835282580496","0.906587919386077","0.943082645774914","2"
"No","2008","Single parent ","East Germany","262","0.944258536235287","0.917434163485257","0.971082908985316","2"
"No","2008","Couple + C. LE 16 ","West Germany","2495","0.9558003004952","0.947896758642743","0.963703842347657","2"
"No","2008","Couple + C. LE 16 ","East Germany","597","0.965972079510656","0.951631592614428","0.980312566406885","2"
"No","2008","Couple + C. LE and GT 16","West Germany","934","0.957231194553911","0.944524265817065","0.969938123290757","2"
"No","2008","Couple + C. LE and GT 16","East Germany","228","0.974123554375713","0.95395294840156","0.994294160349866","2"
"Yes","2008","1-pers.-HH","West Germany","433","0.203559675938939","0.186988662805432","0.220130689072445","1"
"Yes","2008","1-pers.-HH","East Germany","118","0.169583170190259","0.142973416306135","0.196192924074383","1"
"Yes","2008","(Married) couple without C. ","West Germany","1002","0.197643539104551","0.186818906367645","0.208468171841457","1"
"Yes","2008","Single parent ","West Germany","59","0.0751647174195043","0.0569173542250856","0.093412080613923","1"
"Yes","2008","Single parent ","East Germany","19","","","","1"
"Yes","2008","Couple + C. LE 16 ","West Germany","103","0.0441996995047999","0.0362961576523426","0.0521032413572572","1"
"Yes","2008","Couple + C. LE 16 ","East Germany","17","","","","1"
"Yes","2008","Couple + C. GT 16 ","East Germany","69","0.0975000525961283","0.0784044115840068","0.11659569360825","1"
"Yes","2008","(Married) couple without C. ","East Germany","291","0.15997369777179","0.143278239905151","0.176669155638429","1"
"Yes","2008","Couple + C. GT 16 ","West Germany","231","0.0886542125067373","0.0773573566030684","0.0999510684104063","1"
"Yes","2008","Couple + C. LE and GT 16","East Germany","10","","","","1"
"Yes","2008","Couple + C. LE and GT 16","West Germany","40","0.0427688054460891","0.0300618767092431","0.055475734182935","1"
"No","2009","1-pers.-HH","West Germany","1744","0.803128907351041","0.786340555655766","0.819917259046317","2"
"No","2009","1-pers.-HH","East Germany","619","0.830759441719126","0.803743376335228","0.857775507103025","2"
"No","2009","Couple + C. GT 16 ","West Germany","2094","0.902505728548096","0.890435412790681","0.914576044305511","2"
"No","2009","Couple + C. GT 16 ","East Germany","768","0.907976536894513","0.888335110339075","0.927617963449952","2"
"No","2009","(Married) couple without C. ","West Germany","3893","0.805442151437","0.7942874817731","0.816596821100901","2"
