"plh0206i06","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","in school","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","inadequately","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","general elemantary","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","middle vocational","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","higher vocational","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","higher education","17","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","in school","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","inadequately","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","general elemantary","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","middle vocational","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","higher vocational","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","higher education","6","","",""
"2 on scale 1-7 ","2005","(0) in school","in school","24","","",""
"2 on scale 1-7 ","2005","(0) in school","inadequately","","","",""
"2 on scale 1-7 ","2005","(0) in school","general elemantary","","","",""
"2 on scale 1-7 ","2005","(0) in school","middle vocational","","","",""
"2 on scale 1-7 ","2005","(0) in school","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(0) in school","higher vocational","","","",""
"2 on scale 1-7 ","2005","(0) in school","higher education","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","in school","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","inadequately","7","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","general elemantary","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","middle vocational","1","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","higher vocational","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","higher education","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","in school","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","inadequately","1","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","general elemantary","67","0.035045987157701","0.0265670489210363","0.0435249253943658"
"2 on scale 1-7 ","2005","(1b) general elementary school","middle vocational","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","higher vocational","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","higher education","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","in school","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","inadequately","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","general elemantary","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","middle vocational","166","0.0275530154005156","0.0231172020317059","0.0319888287693252"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","higher vocational","13","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","higher education","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","in school","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","inadequately","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","general elemantary","33","0.0560009789764741","0.0372729362847662","0.074729021668182"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","middle vocational","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","higher vocational","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","higher education","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","in school","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","inadequately","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","general elemantary","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","middle vocational","150","0.0356362159610437","0.0299631674108778","0.0413092645112097"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","higher vocational","18","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","higher education","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","in school","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","middle vocational","17","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","higher education","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","vocational + Abi","28","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","higher vocational","8","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","in school","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","inadequately","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","general elemantary","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","middle vocational","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","higher vocational","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","higher education","39","0.0272706069606073","0.0193999939066736","0.0351412200145409"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","in school","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","inadequately","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","general elemantary","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","middle vocational","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","higher vocational","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","higher education","42","0.0171418177689307","0.0120719796337414","0.0222116559041201"
"3 on scale 1-7 ","2005","(0) in school","in school","51","0.072656485797506","0.05262441957106","0.092688552023952"
"3 on scale 1-7 ","2005","(0) in school","inadequately","","","",""
"3 on scale 1-7 ","2005","(0) in school","general elemantary","","","",""
"3 on scale 1-7 ","2005","(0) in school","middle vocational","1","","",""
"3 on scale 1-7 ","2005","(0) in school","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(0) in school","higher vocational","","","",""
"3 on scale 1-7 ","2005","(0) in school","higher education","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","in school","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","inadequately","11","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","general elemantary","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","middle vocational","5","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","higher vocational","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","higher education","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","in school","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","inadequately","1","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","general elemantary","112","0.0598233493177649","0.0488885930438369","0.0707581055916929"
"3 on scale 1-7 ","2005","(1b) general elementary school","middle vocational","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","higher vocational","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","higher education","","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","in school","","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","inadequately","","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","general elemantary","","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","middle vocational","304","0.0601527089126484","0.0537093551979228","0.0665960626273739"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","higher vocational","28","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","higher education","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","in school","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","inadequately","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","general elemantary","46","0.0801162801069169","0.0580038912167841","0.10222866899705"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","middle vocational","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","higher vocational","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","higher education","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","in school","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","inadequately","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","general elemantary","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","middle vocational","244","0.0607021714791794","0.053394920304038","0.0680094226543209"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","higher vocational","34","0.0433929879266141","0.0282566773956022","0.058529298457626"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","higher education","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","in school","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","middle vocational","44","0.0489990758591027","0.0340124679755023","0.0639856837427031"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","higher education","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","vocational + Abi","58","0.0495265931904613","0.0368707719273949","0.0621824144535277"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","higher vocational","17","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","in school","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","inadequately","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","general elemantary","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","middle vocational","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","higher vocational","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","higher education","81","0.0502629966569965","0.0397047693366135","0.0608212239773794"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","in school","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","inadequately","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","general elemantary","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","middle vocational","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","higher vocational","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","higher education","93","0.0329479325706761","0.0259759026656405","0.0399199624757116"
"4 on scale 1-7","2005","(0) in school","in school","127","0.19879757597007","0.167997988239973","0.229597163700167"
"4 on scale 1-7","2005","(0) in school","inadequately","","","",""
"4 on scale 1-7","2005","(0) in school","general elemantary","","","",""
"4 on scale 1-7","2005","(0) in school","middle vocational","","","",""
"4 on scale 1-7","2005","(0) in school","vocational + Abi","","","",""
"4 on scale 1-7","2005","(0) in school","higher vocational","","","",""
"4 on scale 1-7","2005","(0) in school","higher education","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","in school","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","inadequately","44","0.163047097684671","0.111198402500577","0.214895792868765"
"4 on scale 1-7","2005","(1a) inadequately completed","general elemantary","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","middle vocational","9","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","vocational + Abi","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","higher vocational","1","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","higher education","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","in school","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","inadequately","5","","",""
"4 on scale 1-7","2005","(1b) general elementary school","general elemantary","326","0.179407833987005","0.161716792559958","0.197098875414052"
"4 on scale 1-7","2005","(1b) general elementary school","middle vocational","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","vocational + Abi","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","higher vocational","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","higher education","","","",""
"4 on scale 1-7","2005","(1c) basic vocational qualification","in school","","","",""
"4 on scale 1-7","2005","(1c) basic vocational qualification","inadequately","","","",""
"4 on scale 1-7","2005","(1c) basic vocational qualification","general elemantary","","","",""
"4 on scale 1-7","2005","(1c) basic vocational qualification","middle vocational","845","0.163027703670175","0.153017521564812","0.173037885775537"
"4 on scale 1-7","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"4 on scale 1-7","2005","(1c) basic vocational qualification","higher vocational","74","0.15731771040227","0.1244356987213","0.190199722083241"
"4 on scale 1-7","2005","(1c) basic vocational qualification","higher education","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","in school","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","inadequately","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","general elemantary","106","0.183492212038495","0.151964112499755","0.215020311577235"
"4 on scale 1-7","2005","(2b) intermediate general qualification","middle vocational","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","higher vocational","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","higher education","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","in school","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","inadequately","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","general elemantary","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","middle vocational","685","0.164696856359401","0.153346356810149","0.176047355908653"
"4 on scale 1-7","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","higher vocational","118","0.191571662165714","0.162334859994444","0.220808464336985"
"4 on scale 1-7","2005","(2a) intermediate vocational","higher education","","","",""
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","in school","","","",""
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","middle vocational","137","0.171553363003689","0.145380524946668","0.19772620106071"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","higher education","","","",""
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","vocational + Abi","189","0.172530660428818","0.150490730075776","0.194570590781861"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","higher vocational","56","0.155775310530964","0.119361683423162","0.192188937638766"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","in school","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","inadequately","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","general elemantary","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","middle vocational","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","higher vocational","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","higher education","241","0.141925175180147","0.125061297652549","0.158789052707746"
"4 on scale 1-7","2005","(3b) higher tertiary education","in school","","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","inadequately","","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","general elemantary","","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","middle vocational","","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","higher vocational","","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","higher education","326","0.142434902682788","0.128783980585521","0.156085824780056"
"5 on scale 1-7","2005","(0) in school","in school","157","0.233263871820601","0.200626518169948","0.265901225471254"
"5 on scale 1-7","2005","(0) in school","inadequately","","","",""
"5 on scale 1-7","2005","(0) in school","general elemantary","","","",""
"5 on scale 1-7","2005","(0) in school","middle vocational","2","","",""
"5 on scale 1-7","2005","(0) in school","vocational + Abi","","","",""
"5 on scale 1-7","2005","(0) in school","higher vocational","","","",""
"5 on scale 1-7","2005","(0) in school","higher education","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","in school","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","inadequately","34","0.161943674009104","0.110236668945421","0.213650679072788"
"5 on scale 1-7","2005","(1a) inadequately completed","general elemantary","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","middle vocational","3","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","vocational + Abi","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","higher vocational","1","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","higher education","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","in school","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","inadequately","6","","",""
"5 on scale 1-7","2005","(1b) general elementary school","general elemantary","381","0.219154292113252","0.200080957899431","0.238227626327072"
"5 on scale 1-7","2005","(1b) general elementary school","middle vocational","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","vocational + Abi","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","higher vocational","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","higher education","","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","in school","","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","inadequately","","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","general elemantary","","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","middle vocational","1123","0.21344112922875","0.202337616298427","0.224544642159074"
"5 on scale 1-7","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","higher vocational","100","0.201782899519486","0.165538548282341","0.238027250756631"
"5 on scale 1-7","2005","(1c) basic vocational qualification","higher education","","","",""
"5 on scale 1-7","2005","(2b) intermediate general qualification","in school","","","",""
"5 on scale 1-7","2005","(2b) intermediate general qualification","inadequately","","","",""
"5 on scale 1-7","2005","(2b) intermediate general qualification","general elemantary","125","0.166067244183434","0.135755123950086","0.196379364416781"
"5 on scale 1-7","2005","(2b) intermediate general qualification","middle vocational","","","",""
"5 on scale 1-7","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"5 on scale 1-7","2005","(2b) intermediate general qualification","higher vocational","","","",""
"5 on scale 1-7","2005","(2b) intermediate general qualification","higher education","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","in school","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","inadequately","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","general elemantary","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","middle vocational","873","0.206937848275239","0.19454064165494","0.219335054895538"
"5 on scale 1-7","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","higher vocational","169","0.235654262778409","0.204124112170005","0.267184413386813"
"5 on scale 1-7","2005","(2a) intermediate vocational","higher education","","","",""
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","in school","","","",""
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","middle vocational","218","0.289310577216176","0.25783012139158","0.320791033040772"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","higher education","","","",""
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","vocational + Abi","275","0.236288969218315","0.211509763818063","0.261068174618568"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","higher vocational","99","0.294707788969754","0.248928825606503","0.340486752333004"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"5 on scale 1-7","2005","(3a) lower tertiary education","in school","","","",""
"5 on scale 1-7","2005","(3a) lower tertiary education","inadequately","","","",""
"5 on scale 1-7","2005","(3a) lower tertiary education","general elemantary","","","",""
"5 on scale 1-7","2005","(3a) lower tertiary education","middle vocational","","","",""
"5 on scale 1-7","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"5 on scale 1-7","2005","(3a) lower tertiary education","higher vocational","","","",""
"5 on scale 1-7","2005","(3a) lower tertiary education","higher education","359","0.21543711710697","0.195569797270401","0.235304436943539"
"5 on scale 1-7","2005","(3b) higher tertiary education","in school","","","",""
