"plh0206i06","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no degree/no degree yet","1-pers.-HH","2","","",""
"1 Strongly disagree","2005","no degree/no degree yet","(Married) couple without C. ","4","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Single parent ","6","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. LE 16 ","3","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. GT 16 ","6","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. LE and GT 16","12","","",""
"2 on scale 1-7 ","2005","lower secondary degree","1-pers.-HH","39","0.0317714321329786","0.0219776581089119","0.0415652061570454"
"2 on scale 1-7 ","2005","lower secondary degree","(Married) couple without C. ","81","0.0260130262881063","0.0203057380216972","0.0317203145545155"
"2 on scale 1-7 ","2005","lower secondary degree","Single parent ","16","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Couple + C. LE 16 ","44","0.0286226667316146","0.0178945588423725","0.0393507746208566"
"2 on scale 1-7 ","2005","lower secondary degree","Couple + C. GT 16 ","34","0.0336446312772111","0.0223032801988027","0.0449859823556194"
"2 on scale 1-7 ","2005","lower secondary degree","Couple + C. LE and GT 16","11","","",""
"2 on scale 1-7 ","2005","secondary school degree","1-pers.-HH","24","","",""
"2 on scale 1-7 ","2005","secondary school degree","(Married) couple without C. ","39","0.0249562717538832","0.0177479459301416","0.0321645975776249"
"2 on scale 1-7 ","2005","secondary school degree","Single parent ","17","","",""
"2 on scale 1-7 ","2005","secondary school degree","Couple + C. LE 16 ","73","0.0516796499014989","0.0399269545235784","0.0634323452794194"
"2 on scale 1-7 ","2005","secondary school degree","Couple + C. GT 16 ","37","0.0346628216374919","0.023901686774987","0.0454239564999969"
"2 on scale 1-7 ","2005","secondary school degree","Couple + C. LE and GT 16","15","","",""
"2 on scale 1-7 ","2005","college entrance qualification","1-pers.-HH","13","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(Married) couple without C. ","35","0.0275920194608684","0.0198733749332607","0.0353106639884761"
"2 on scale 1-7 ","2005","college entrance qualification","Single parent ","2","","",""
"2 on scale 1-7 ","2005","college entrance qualification","Couple + C. LE 16 ","27","","",""
"2 on scale 1-7 ","2005","college entrance qualification","Couple + C. GT 16 ","19","","",""
"2 on scale 1-7 ","2005","college entrance qualification","Couple + C. LE and GT 16","7","","",""
"2 on scale 1-7 ","2005","Other degree","1-pers.-HH","5","","",""
"2 on scale 1-7 ","2005","Other degree","(Married) couple without C. ","13","","",""
"2 on scale 1-7 ","2005","Other degree","Single parent ","1","","",""
"2 on scale 1-7 ","2005","Other degree","Couple + C. LE 16 ","3","","",""
"2 on scale 1-7 ","2005","Other degree","Couple + C. GT 16 ","6","","",""
"2 on scale 1-7 ","2005","Other degree","Couple + C. LE and GT 16","4","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","1-pers.-HH","1","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(Married) couple without C. ","4","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Single parent ","6","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Couple + C. GT 16 ","12","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"3 on scale 1-7 ","2005","lower secondary degree","1-pers.-HH","68","0.0624604410901708","0.0489478056093092","0.0759730765710325"
"3 on scale 1-7 ","2005","lower secondary degree","(Married) couple without C. ","180","0.0606691577012685","0.0521096050370504","0.0692287103654867"
"3 on scale 1-7 ","2005","lower secondary degree","Single parent ","24","","",""
"3 on scale 1-7 ","2005","lower secondary degree","Couple + C. LE 16 ","61","0.0552269649125822","0.0405304812592341","0.0699234485659304"
"3 on scale 1-7 ","2005","lower secondary degree","Couple + C. GT 16 ","56","0.0720904484558005","0.0558225983444095","0.0883582985671915"
"3 on scale 1-7 ","2005","lower secondary degree","Couple + C. LE and GT 16","26","","",""
"3 on scale 1-7 ","2005","secondary school degree","1-pers.-HH","36","0.0468668491915452","0.0319287758533521","0.0618049225297382"
"3 on scale 1-7 ","2005","secondary school degree","(Married) couple without C. ","100","0.0581645488766863","0.0473489839662893","0.0689801137870833"
"3 on scale 1-7 ","2005","secondary school degree","Single parent ","27","","",""
"3 on scale 1-7 ","2005","secondary school degree","Couple + C. LE 16 ","80","0.0615020727157759","0.0487476238141489","0.0742565216174028"
"3 on scale 1-7 ","2005","secondary school degree","Couple + C. GT 16 ","63","0.0556142289179544","0.0421322302709342","0.0690962275649746"
"3 on scale 1-7 ","2005","secondary school degree","Couple + C. LE and GT 16","44","0.10306256296468","0.0764393311983888","0.129685794730971"
"3 on scale 1-7 ","2005","college entrance qualification","1-pers.-HH","35","0.0397507911579193","0.0260749223146646","0.0534266600011739"
"3 on scale 1-7 ","2005","college entrance qualification","(Married) couple without C. ","68","0.0357790080345444","0.027026601566394","0.0445314145026949"
"3 on scale 1-7 ","2005","college entrance qualification","Single parent ","5","","",""
"3 on scale 1-7 ","2005","college entrance qualification","Couple + C. LE 16 ","55","0.0534339284850408","0.0404187418153627","0.0664491151547189"
"3 on scale 1-7 ","2005","college entrance qualification","Couple + C. GT 16 ","51","0.0572334229393498","0.0420406561423168","0.0724261897363828"
"3 on scale 1-7 ","2005","college entrance qualification","Couple + C. LE and GT 16","16","","",""
"3 on scale 1-7 ","2005","Other degree","1-pers.-HH","4","","",""
"3 on scale 1-7 ","2005","Other degree","(Married) couple without C. ","10","","",""
"3 on scale 1-7 ","2005","Other degree","Single parent ","4","","",""
"3 on scale 1-7 ","2005","Other degree","Couple + C. LE 16 ","9","","",""
"3 on scale 1-7 ","2005","Other degree","Couple + C. GT 16 ","14","","",""
"3 on scale 1-7 ","2005","Other degree","Couple + C. LE and GT 16","5","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","1-pers.-HH","2","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(Married) couple without C. ","7","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","Single parent ","10","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","Couple + C. GT 16 ","25","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","Couple + C. LE and GT 16","19","","",""
"4 on scale 1-7","2005","lower secondary degree","1-pers.-HH","217","0.172932231172229","0.151814305462215","0.194050156882242"
"4 on scale 1-7","2005","lower secondary degree","(Married) couple without C. ","477","0.154021555314677","0.141078756648689","0.166964353980666"
"4 on scale 1-7","2005","lower secondary degree","Single parent ","54","0.178067094028355","0.137580517935464","0.218553670121246"
"4 on scale 1-7","2005","lower secondary degree","Couple + C. LE 16 ","139","0.161868451513932","0.138170472900981","0.185566430126883"
"4 on scale 1-7","2005","lower secondary degree","Couple + C. GT 16 ","183","0.197912850233803","0.172852551022846","0.22297314944476"
"4 on scale 1-7","2005","lower secondary degree","Couple + C. LE and GT 16","75","0.189280287659372","0.150402293732758","0.228158281585986"
"4 on scale 1-7","2005","secondary school degree","1-pers.-HH","127","0.166688473683567","0.140346919179123","0.193030028188011"
"4 on scale 1-7","2005","secondary school degree","(Married) couple without C. ","294","0.156427901186922","0.139641765781714","0.17321403659213"
"4 on scale 1-7","2005","secondary school degree","Single parent ","61","0.207405892339921","0.164807379867762","0.25000440481208"
"4 on scale 1-7","2005","secondary school degree","Couple + C. LE 16 ","228","0.173115433375364","0.15302957020687","0.193201296543857"
"4 on scale 1-7","2005","secondary school degree","Couple + C. GT 16 ","187","0.186416355453137","0.163506111544535","0.209326599361739"
"4 on scale 1-7","2005","secondary school degree","Couple + C. LE and GT 16","95","0.158542756690393","0.126559811240414","0.190525702140373"
"4 on scale 1-7","2005","college entrance qualification","1-pers.-HH","107","0.152047347771015","0.126913135094084","0.177181560447946"
"4 on scale 1-7","2005","college entrance qualification","(Married) couple without C. ","225","0.12388914159079","0.108364513934245","0.139413769247336"
"4 on scale 1-7","2005","college entrance qualification","Single parent ","27","","",""
"4 on scale 1-7","2005","college entrance qualification","Couple + C. LE 16 ","171","0.144756329410694","0.124393876286512","0.165118782534876"
"4 on scale 1-7","2005","college entrance qualification","Couple + C. GT 16 ","140","0.195383755903797","0.169451007434287","0.221316504373306"
"4 on scale 1-7","2005","college entrance qualification","Couple + C. LE and GT 16","49","0.148435425829716","0.110192014589648","0.186678837069784"
"4 on scale 1-7","2005","Other degree","1-pers.-HH","16","","",""
"4 on scale 1-7","2005","Other degree","(Married) couple without C. ","46","0.149353927986328","0.111796761738436","0.186911094234219"
"4 on scale 1-7","2005","Other degree","Single parent ","18","","",""
"4 on scale 1-7","2005","Other degree","Couple + C. LE 16 ","37","0.206521214830618","0.151508076738959","0.261534352922276"
"4 on scale 1-7","2005","Other degree","Couple + C. GT 16 ","29","","",""
"4 on scale 1-7","2005","Other degree","Couple + C. LE and GT 16","19","","",""
"4 on scale 1-7","2005","no degree/no degree yet","1-pers.-HH","9","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(Married) couple without C. ","21","","",""
"4 on scale 1-7","2005","no degree/no degree yet","Single parent ","20","","",""
"4 on scale 1-7","2005","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"4 on scale 1-7","2005","no degree/no degree yet","Couple + C. GT 16 ","63","0.280492157660501","0.229741348516275","0.331242966804726"
"4 on scale 1-7","2005","no degree/no degree yet","Couple + C. LE and GT 16","54","0.169811083899668","0.125988798867923","0.213633368931414"
"5 on scale 1-7","2005","lower secondary degree","1-pers.-HH","256","0.204003305292769","0.181501520266028","0.226505090319511"
"5 on scale 1-7","2005","lower secondary degree","(Married) couple without C. ","650","0.223903898495509","0.208957162175436","0.238850634815583"
"5 on scale 1-7","2005","lower secondary degree","Single parent ","75","0.218867289738263","0.175109651524174","0.262624927952352"
"5 on scale 1-7","2005","lower secondary degree","Couple + C. LE 16 ","196","0.219366018787659","0.192741454712755","0.245990582862564"
"5 on scale 1-7","2005","lower secondary degree","Couple + C. GT 16 ","200","0.192298173289658","0.167509596781892","0.217086749797425"
"5 on scale 1-7","2005","lower secondary degree","Couple + C. LE and GT 16","83","0.231207167565201","0.189364333028953","0.273050002101449"
"5 on scale 1-7","2005","secondary school degree","1-pers.-HH","157","0.209963254077874","0.181177327431401","0.238749180724347"
"5 on scale 1-7","2005","secondary school degree","(Married) couple without C. ","374","0.200551378715046","0.182048444094902","0.21905431333519"
"5 on scale 1-7","2005","secondary school degree","Single parent ","60","0.14508735362392","0.10808459357695","0.18209011367089"
"5 on scale 1-7","2005","secondary school degree","Couple + C. LE 16 ","321","0.238328754245442","0.215709818603774","0.26094768988711"
"5 on scale 1-7","2005","secondary school degree","Couple + C. GT 16 ","249","0.207608477921894","0.183748004630386","0.231468951213403"
"5 on scale 1-7","2005","secondary school degree","Couple + C. LE and GT 16","101","0.167002015900224","0.134342325756802","0.199661706043646"
"5 on scale 1-7","2005","college entrance qualification","1-pers.-HH","190","0.225295117669973","0.196051298058746","0.254538937281199"
"5 on scale 1-7","2005","college entrance qualification","(Married) couple without C. ","419","0.241495093419066","0.221327299618081","0.26166288722005"
"5 on scale 1-7","2005","college entrance qualification","Single parent ","51","0.24364338282903","0.182279930927229","0.30500683473083"
"5 on scale 1-7","2005","college entrance qualification","Couple + C. LE 16 ","302","0.275922878006669","0.25005548564738","0.301790270365957"
"5 on scale 1-7","2005","college entrance qualification","Couple + C. GT 16 ","219","0.243228797375448","0.215168018743371","0.271289576007524"
"5 on scale 1-7","2005","college entrance qualification","Couple + C. LE and GT 16","98","0.319194111674836","0.269050208476889","0.369338014872783"
"5 on scale 1-7","2005","Other degree","1-pers.-HH","9","","",""
"5 on scale 1-7","2005","Other degree","(Married) couple without C. ","70","0.191800748764232","0.150315431799068","0.233286065729396"
"5 on scale 1-7","2005","Other degree","Single parent ","11","","",""
"5 on scale 1-7","2005","Other degree","Couple + C. LE 16 ","44","0.211572675215756","0.156068322036206","0.267077028395306"
"5 on scale 1-7","2005","Other degree","Couple + C. GT 16 ","55","0.318565124977163","0.256998117669525","0.3801321322848"
"5 on scale 1-7","2005","Other degree","Couple + C. LE and GT 16","25","","",""
"5 on scale 1-7","2005","no degree/no degree yet","1-pers.-HH","7","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(Married) couple without C. ","9","","",""
"5 on scale 1-7","2005","no degree/no degree yet","Single parent ","32","0.260772646934637","0.180874054542826","0.340671239326448"
"5 on scale 1-7","2005","no degree/no degree yet","Couple + C. LE 16 ","9","","",""
"5 on scale 1-7","2005","no degree/no degree yet","Couple + C. GT 16 ","70","0.207456906284808","0.161649021881946","0.253264790687669"
"5 on scale 1-7","2005","no degree/no degree yet","Couple + C. LE and GT 16","65","0.212805024619022","0.165034981581249","0.260575067656796"
"6 on scale 1-7","2005","lower secondary degree","1-pers.-HH","273","0.210208422070151","0.187456188244738","0.232960655895564"
"6 on scale 1-7","2005","lower secondary degree","(Married) couple without C. ","731","0.231629365683215","0.216502812359832","0.246755919006598"
"6 on scale 1-7","2005","lower secondary degree","Single parent ","87","0.225057876148674","0.18086189563628","0.269253856661068"
"6 on scale 1-7","2005","lower secondary degree","Couple + C. LE 16 ","226","0.248430705220972","0.220629651727202","0.276231758714743"
"6 on scale 1-7","2005","lower secondary degree","Couple + C. GT 16 ","252","0.246082113916048","0.218990147794544","0.273174080037553"
"6 on scale 1-7","2005","lower secondary degree","Couple + C. LE and GT 16","104","0.256090485663731","0.212772069828517","0.299408901498945"
"6 on scale 1-7","2005","secondary school degree","1-pers.-HH","224","0.294062484253668","0.261860112213332","0.326264856294004"
"6 on scale 1-7","2005","secondary school degree","(Married) couple without C. ","465","0.261083046022289","0.240786615780492","0.281379476264086"
"6 on scale 1-7","2005","secondary school degree","Single parent ","81","0.230134999683261","0.185911094174311","0.274358905192211"
"6 on scale 1-7","2005","secondary school degree","Couple + C. LE 16 ","363","0.243097647729281","0.220325160414491","0.265870135044071"
"6 on scale 1-7","2005","secondary school degree","Couple + C. GT 16 ","294","0.274391420544485","0.248141797556099","0.30064104353287"
"6 on scale 1-7","2005","secondary school degree","Couple + C. LE and GT 16","132","0.298514570593378","0.258444387906854","0.338584753279902"
"6 on scale 1-7","2005","college entrance qualification","1-pers.-HH","225","0.300605242401234","0.268509345144246","0.332701139658222"
"6 on scale 1-7","2005","college entrance qualification","(Married) couple without C. ","551","0.308847816438063","0.287076527114555","0.330619105761571"
"6 on scale 1-7","2005","college entrance qualification","Single parent ","55","0.294633698493121","0.229468198931904","0.359799198054338"
"6 on scale 1-7","2005","college entrance qualification","Couple + C. LE 16 ","360","0.29427874245081","0.267905566787361","0.320651918114259"
"6 on scale 1-7","2005","college entrance qualification","Couple + C. GT 16 ","283","0.290188931662045","0.260504979153505","0.319872884170584"
"6 on scale 1-7","2005","college entrance qualification","Couple + C. LE and GT 16","89","0.226398625618754","0.181381832003008","0.2714154192345"
"6 on scale 1-7","2005","Other degree","1-pers.-HH","23","","",""
"6 on scale 1-7","2005","Other degree","(Married) couple without C. ","83","0.239083697284446","0.194141586311002","0.28402580825789"
"6 on scale 1-7","2005","Other degree","Single parent ","14","","",""
"6 on scale 1-7","2005","Other degree","Couple + C. LE 16 ","47","0.196302745007875","0.142323618519485","0.250281871496266"
"6 on scale 1-7","2005","Other degree","Couple + C. GT 16 ","43","0.174661786348439","0.124490911247834","0.224832661449044"
"6 on scale 1-7","2005","Other degree","Couple + C. LE and GT 16","26","","",""
"6 on scale 1-7","2005","no degree/no degree yet","1-pers.-HH","7","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(Married) couple without C. ","17","","",""
"6 on scale 1-7","2005","no degree/no degree yet","Single parent ","19","","",""
"6 on scale 1-7","2005","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"6 on scale 1-7","2005","no degree/no degree yet","Couple + C. GT 16 ","75","0.235541116178013","0.187603628066173","0.283478604289853"
"6 on scale 1-7","2005","no degree/no degree yet","Couple + C. LE and GT 16","79","0.29369829057021","0.240540199735242","0.346856381405177"
"7 Strongly agree","2005","lower secondary degree","1-pers.-HH","329","0.266842957375437","0.242144540589658","0.291541374161216"
"7 Strongly agree","2005","lower secondary degree","(Married) couple without C. ","764","0.264587794287117","0.248771377012103","0.280404211562131"
"7 Strongly agree","2005","lower secondary degree","Single parent ","70","0.208816004911265","0.16580083240443","0.251831177418099"
"7 Strongly agree","2005","lower secondary degree","Couple + C. LE 16 ","227","0.229034874412315","0.201998884385564","0.256070864439065"
"7 Strongly agree","2005","lower secondary degree","Couple + C. GT 16 ","224","0.220809176790416","0.194719484921369","0.246898868659464"
"7 Strongly agree","2005","lower secondary degree","Couple + C. LE and GT 16","78","0.18216939582308","0.143861775386125","0.220477016260035"
"7 Strongly agree","2005","secondary school degree","1-pers.-HH","187","0.244974321610551","0.214577647729253","0.275370995491848"
"7 Strongly agree","2005","secondary school degree","(Married) couple without C. ","493","0.275491522791343","0.254846832842161","0.296136212740525"
"7 Strongly agree","2005","secondary school degree","Single parent ","96","0.287743059134286","0.240178963644398","0.335307154624174"
"7 Strongly agree","2005","secondary school degree","Couple + C. LE 16 ","265","0.205973822556361","0.184504240619115","0.227443404493606"
"7 Strongly agree","2005","secondary school degree","Couple + C. GT 16 ","255","0.219836698656171","0.195473772039925","0.244199625272418"
"7 Strongly agree","2005","secondary school degree","Couple + C. LE and GT 16","105","0.221249411072191","0.184902334675137","0.257596487469244"
"7 Strongly agree","2005","college entrance qualification","1-pers.-HH","204","0.256703632526815","0.226127181777214","0.287280083276415"
"7 Strongly agree","2005","college entrance qualification","(Married) couple without C. ","422","0.255227171532732","0.234682443089723","0.275771899975741"
"7 Strongly agree","2005","college entrance qualification","Single parent ","44","0.265692178708336","0.202553188999364","0.328831168417308"
"7 Strongly agree","2005","college entrance qualification","Couple + C. LE 16 ","223","0.20036439624162","0.177199907494832","0.223528884988407"
"7 Strongly agree","2005","college entrance qualification","Couple + C. GT 16 ","180","0.189459689129541","0.163829273894667","0.215090104364414"
"7 Strongly agree","2005","college entrance qualification","Couple + C. LE and GT 16","71","0.208798808371164","0.165078167092151","0.252519449650177"
"7 Strongly agree","2005","Other degree","1-pers.-HH","32","0.356802245147806","0.260469854643579","0.453134635652034"
"7 Strongly agree","2005","Other degree","(Married) couple without C. ","114","0.330133546772354","0.280582939091629","0.37968415445308"
"7 Strongly agree","2005","Other degree","Single parent ","13","","",""
"7 Strongly agree","2005","Other degree","Couple + C. LE 16 ","61","0.305506064776405","0.242908048547596","0.368104081005215"
"7 Strongly agree","2005","Other degree","Couple + C. GT 16 ","64","0.235388671882143","0.179329084886655","0.291448258877631"
"7 Strongly agree","2005","Other degree","Couple + C. LE and GT 16","37","0.220959144252796","0.146100286834113","0.295818001671479"
"7 Strongly agree","2005","no degree/no degree yet","1-pers.-HH","9","","",""
"7 Strongly agree","2005","no degree/no degree yet","(Married) couple without C. ","20","","",""
"7 Strongly agree","2005","no degree/no degree yet","Single parent ","23","","",""
"7 Strongly agree","2005","no degree/no degree yet","Couple + C. LE 16 ","12","","",""
"7 Strongly agree","2005","no degree/no degree yet","Couple + C. GT 16 ","50","0.146329134110855","0.106401325547784","0.186256942673926"
"7 Strongly agree","2005","no degree/no degree yet","Couple + C. LE and GT 16","47","0.203261937902254","0.156293150267572","0.250230725536936"
"1 Strongly disagree","2006","lower secondary degree","1-pers.-HH","","","",""
"1 Strongly disagree","2006","lower secondary degree","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","lower secondary degree","Single parent ","","","",""
"1 Strongly disagree","2006","lower secondary degree","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","lower secondary degree","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","lower secondary degree","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","secondary school degree","1-pers.-HH","","","",""
"1 Strongly disagree","2006","secondary school degree","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","secondary school degree","Single parent ","","","",""
"1 Strongly disagree","2006","secondary school degree","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","secondary school degree","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","secondary school degree","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","college entrance qualification","1-pers.-HH","","","",""
"1 Strongly disagree","2006","college entrance qualification","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","college entrance qualification","Single parent ","","","",""
"1 Strongly disagree","2006","college entrance qualification","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","college entrance qualification","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","college entrance qualification","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","Other degree","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Other degree","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Other degree","Single parent ","","","",""
"1 Strongly disagree","2006","Other degree","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Other degree","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Other degree","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","1-pers.-HH","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Single parent ","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Single parent ","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","secondary school degree","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","secondary school degree","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Single parent ","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Single parent ","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Other degree","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Other degree","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Other degree","Single parent ","","","",""
"2 on scale 1-7 ","2006","Other degree","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Other degree","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Other degree","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Single parent ","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Single parent ","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","secondary school degree","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","secondary school degree","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Single parent ","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Single parent ","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Other degree","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Other degree","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Other degree","Single parent ","","","",""
