"plh0206i06","year","sex","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2007","Male","","","",""
"6 on scale 1-7","2007","Female","","","",""
"7 Strongly agree","2007","Male","","","",""
"7 Strongly agree","2007","Female","","","",""
"1 Strongly disagree","2008","Male","","","",""
"1 Strongly disagree","2008","Female","","","",""
"2 on scale 1-7 ","2008","Male","","","",""
"2 on scale 1-7 ","2008","Female","","","",""
"3 on scale 1-7 ","2008","Male","","","",""
"3 on scale 1-7 ","2008","Female","","","",""
"4 on scale 1-7","2008","Male","","","",""
"4 on scale 1-7","2008","Female","","","",""
"5 on scale 1-7","2008","Male","","","",""
"5 on scale 1-7","2008","Female","","","",""
"6 on scale 1-7","2008","Male","","","",""
"6 on scale 1-7","2008","Female","","","",""
"7 Strongly agree","2008","Male","","","",""
"7 Strongly agree","2008","Female","","","",""
"1 Strongly disagree","2009","Male","","","",""
"1 Strongly disagree","2009","Female","","","",""
"2 on scale 1-7 ","2009","Male","","","",""
"2 on scale 1-7 ","2009","Female","","","",""
"3 on scale 1-7 ","2009","Male","","","",""
"3 on scale 1-7 ","2009","Female","","","",""
"4 on scale 1-7","2009","Male","","","",""
"4 on scale 1-7","2009","Female","","","",""
"5 on scale 1-7","2009","Male","","","",""
"5 on scale 1-7","2009","Female","","","",""
"6 on scale 1-7","2009","Male","","","",""
"6 on scale 1-7","2009","Female","","","",""
"7 Strongly agree","2009","Male","","","",""
"7 Strongly agree","2009","Female","","","",""
"1 Strongly disagree","2010","Male","167","0.0244541608953411","0.0210549012448131","0.027853420545869"
"1 Strongly disagree","2010","Female","258","0.0300156972285424","0.0264329117520446","0.0335984827050403"
"2 on scale 1-7 ","2010","Male","247","0.0276205640596357","0.024013795538376","0.0312273325808955"
"2 on scale 1-7 ","2010","Female","323","0.0354570424680213","0.0315739630319279","0.0393401219041147"
"3 on scale 1-7 ","2010","Male","488","0.0620464145900853","0.0567371650849649","0.0673556640952057"
"3 on scale 1-7 ","2010","Female","589","0.0712082138228664","0.0658082796818988","0.076608147963834"
"4 on scale 1-7","2010","Male","1196","0.152011540479859","0.144109898154084","0.159913182805634"
"4 on scale 1-7","2010","Female","1473","0.177432110485306","0.169410414120117","0.185453806850496"
"5 on scale 1-7","2010","Male","1919","0.241041093203565","0.231627860580401","0.250454325826729"
"5 on scale 1-7","2010","Female","1944","0.205465544261861","0.196981750484364","0.213949338039357"
"6 on scale 1-7","2010","Male","2315","0.276587573762408","0.26674307903612","0.286432068488696"
"6 on scale 1-7","2010","Female","2333","0.259045595413932","0.249846437328395","0.26824475349947"
"7 Strongly agree","2010","Male","1599","0.216238653009105","0.207178350454651","0.225298955563559"
"7 Strongly agree","2010","Female","1793","0.22137579631947","0.212658270304633","0.230093322334308"
"1 Strongly disagree","2011","Male","","","",""
"1 Strongly disagree","2011","Female","","","",""
"2 on scale 1-7 ","2011","Male","","","",""
"2 on scale 1-7 ","2011","Female","","","",""
"3 on scale 1-7 ","2011","Male","","","",""
"3 on scale 1-7 ","2011","Female","","","",""
"4 on scale 1-7","2011","Male","","","",""
"4 on scale 1-7","2011","Female","","","",""
"5 on scale 1-7","2011","Male","","","",""
"5 on scale 1-7","2011","Female","","","",""
"6 on scale 1-7","2011","Male","","","",""
"6 on scale 1-7","2011","Female","","","",""
"7 Strongly agree","2011","Male","","","",""
"7 Strongly agree","2011","Female","","","",""
"1 Strongly disagree","2012","Male","","","",""
"1 Strongly disagree","2012","Female","","","",""
"2 on scale 1-7 ","2012","Male","","","",""
"2 on scale 1-7 ","2012","Female","","","",""
"3 on scale 1-7 ","2012","Male","","","",""
"3 on scale 1-7 ","2012","Female","","","",""
"4 on scale 1-7","2012","Male","","","",""
"4 on scale 1-7","2012","Female","","","",""
"5 on scale 1-7","2012","Male","","","",""
"5 on scale 1-7","2012","Female","","","",""
"6 on scale 1-7","2012","Male","","","",""
"6 on scale 1-7","2012","Female","","","",""
"7 Strongly agree","2012","Male","","","",""
"7 Strongly agree","2012","Female","","","",""
"1 Strongly disagree","2013","Male","","","",""
"1 Strongly disagree","2013","Female","","","",""
"2 on scale 1-7 ","2013","Male","","","",""
"2 on scale 1-7 ","2013","Female","","","",""
"3 on scale 1-7 ","2013","Male","","","",""
"3 on scale 1-7 ","2013","Female","","","",""
"4 on scale 1-7","2013","Male","","","",""
"4 on scale 1-7","2013","Female","","","",""
"5 on scale 1-7","2013","Male","","","",""
"5 on scale 1-7","2013","Female","","","",""
"6 on scale 1-7","2013","Male","","","",""
"6 on scale 1-7","2013","Female","","","",""
"7 Strongly agree","2013","Male","","","",""
"7 Strongly agree","2013","Female","","","",""
"1 Strongly disagree","2014","Male","","","",""
"1 Strongly disagree","2014","Female","","","",""
"2 on scale 1-7 ","2014","Male","","","",""
"2 on scale 1-7 ","2014","Female","","","",""
"3 on scale 1-7 ","2014","Male","","","",""
"3 on scale 1-7 ","2014","Female","","","",""
"4 on scale 1-7","2014","Male","","","",""
"4 on scale 1-7","2014","Female","","","",""
"5 on scale 1-7","2014","Male","","","",""
"5 on scale 1-7","2014","Female","","","",""
"6 on scale 1-7","2014","Male","","","",""
"6 on scale 1-7","2014","Female","","","",""
"7 Strongly agree","2014","Male","","","",""
"7 Strongly agree","2014","Female","","","",""
"1 Strongly disagree","2015","Male","263","0.02342418480082","0.0207474857803289","0.026100883821311"
"1 Strongly disagree","2015","Female","428","0.0295807797310916","0.0268126457414443","0.0323489137207388"
"2 on scale 1-7 ","2015","Male","346","0.0293515604996179","0.026364383938051","0.0323387370611849"
"2 on scale 1-7 ","2015","Female","509","0.0371808073602394","0.0340895555631916","0.0402720591572873"
"3 on scale 1-7 ","2015","Male","608","0.0495916775781711","0.0457495318781061","0.0534338232782361"
"3 on scale 1-7 ","2015","Female","828","0.0577615589004698","0.0539500014819959","0.0615731163189438"
"4 on scale 1-7","2015","Male","1689","0.136039506827712","0.129972230414172","0.142106783241251"
"4 on scale 1-7","2015","Female","2256","0.157698524665151","0.151743957472615","0.163653091857687"
"5 on scale 1-7","2015","Male","2740","0.232845909250244","0.225366110317846","0.240325708182642"
"5 on scale 1-7","2015","Female","3077","0.213988214825107","0.20728764000247","0.220688789647743"
"6 on scale 1-7","2015","Male","3645","0.299584820211671","0.291477972931165","0.307691667492177"
"6 on scale 1-7","2015","Female","3843","0.265166365644479","0.257954355387232","0.272378375901726"
"7 Strongly agree","2015","Male","2974","0.229162340831764","0.221724148538755","0.236600533124773"
"7 Strongly agree","2015","Female","3450","0.238623748873463","0.231659743465692","0.245587754281233"
"1 Strongly disagree","2016","Male","29","","",""
"1 Strongly disagree","2016","Female","20","","",""
"2 on scale 1-7 ","2016","Male","21","","",""
"2 on scale 1-7 ","2016","Female","14","","",""
"3 on scale 1-7 ","2016","Male","19","","",""
"3 on scale 1-7 ","2016","Female","21","","",""
"4 on scale 1-7","2016","Male","112","0.0971851408289921","0.0859894222506563","0.108380859407328"
"4 on scale 1-7","2016","Female","70","0.154873423140228","0.137448645158784","0.172298201121671"
"5 on scale 1-7","2016","Male","211","0.100825780722235","0.0894453051757942","0.112206256268676"
"5 on scale 1-7","2016","Female","128","0.0924969786468997","0.0785427531075873","0.106451204186212"
"6 on scale 1-7","2016","Male","345","0.184146560580174","0.169496461222036","0.198796659938312"
"6 on scale 1-7","2016","Female","212","0.10301749535007","0.0883766752468889","0.117658315453252"
"7 Strongly agree","2016","Male","1952","0.584591157179024","0.565965282380745","0.603217031977303"
"7 Strongly agree","2016","Female","1191","0.542344884753715","0.518349657941218","0.566340111566212"
"1 Strongly disagree","2017","Male","24","","",""
"1 Strongly disagree","2017","Female","14","","",""
"2 on scale 1-7 ","2017","Male","8","","",""
"2 on scale 1-7 ","2017","Female","12","","",""
"3 on scale 1-7 ","2017","Male","16","","",""
"3 on scale 1-7 ","2017","Female","14","","",""
"4 on scale 1-7","2017","Male","73","0.0542293067926833","0.0432686615949572","0.0651899519904094"
"4 on scale 1-7","2017","Female","54","0.0523252736171433","0.0397730593561062","0.0648774878781804"
"5 on scale 1-7","2017","Male","137","0.0985006698977412","0.0840785712035584","0.112922768591924"
"5 on scale 1-7","2017","Female","114","0.0941156802306683","0.0776567234613235","0.110574637000013"
"6 on scale 1-7","2017","Male","194","0.130612455195763","0.114303536389156","0.146921374002371"
"6 on scale 1-7","2017","Female","133","0.101823024774993","0.0847763805778613","0.118869668972124"
"7 Strongly agree","2017","Male","1188","0.684628465658497","0.662139737814037","0.707117193502957"
"7 Strongly agree","2017","Female","868","0.71141419051887","0.685873438030209","0.736954943007531"
"1 Strongly disagree","2018","Male","3","","",""
"1 Strongly disagree","2018","Female","5","","",""
"2 on scale 1-7 ","2018","Male","3","","",""
"2 on scale 1-7 ","2018","Female","4","","",""
"3 on scale 1-7 ","2018","Male","","","",""
"3 on scale 1-7 ","2018","Female","1","","",""
"4 on scale 1-7","2018","Male","15","","",""
"4 on scale 1-7","2018","Female","11","","",""
"5 on scale 1-7","2018","Male","11","","",""
"5 on scale 1-7","2018","Female","20","","",""
"6 on scale 1-7","2018","Male","27","","",""
"6 on scale 1-7","2018","Female","23","","",""
"7 Strongly agree","2018","Male","136","0.752828277474485","0.692283297596813","0.813373257352158"
"7 Strongly agree","2018","Female","160","0.773750564720507","0.718958417098232","0.828542712342782"
"1 Strongly disagree","2019","Male","2","","",""
"1 Strongly disagree","2019","Female","2","","",""
"2 on scale 1-7 ","2019","Male","","","",""
"2 on scale 1-7 ","2019","Female","4","","",""
"3 on scale 1-7 ","2019","Male","4","","",""
"3 on scale 1-7 ","2019","Female","4","","",""
"4 on scale 1-7","2019","Male","8","","",""
"4 on scale 1-7","2019","Female","13","","",""
"5 on scale 1-7","2019","Male","13","","",""
"5 on scale 1-7","2019","Female","22","","",""
"6 on scale 1-7","2019","Male","15","","",""
"6 on scale 1-7","2019","Female","15","","",""
"7 Strongly agree","2019","Male","94","0.678171250664184","0.599654784809801","0.756687716518566"
"7 Strongly agree","2019","Female","82","0.628895641695884","0.54943698133774","0.708354302054028"
