"plh0206i06","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2008","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Urban Area","","","","","3"
"4 on scale 1-7","2008","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2008","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2008","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2008","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2008","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2008","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Urban Area","","","","","6"
"7 Strongly agree","2008","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2008","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2008","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2008","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2008","66 and older","Urban Area","","","","","7"
"7 Strongly agree","2008","16-34 y.","Rural Area","","","","","7"
"1 Strongly disagree","2009","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2009","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2009","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2009","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Rural Area","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","Rural Area","","","","","3"
"4 on scale 1-7","2009","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2009","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2009","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2009","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2009","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2009","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Urban Area","","","","","6"
"7 Strongly agree","2009","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2009","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2009","16-34 y.","Rural Area","","","","","7"
"7 Strongly agree","2009","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2009","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2009","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2010","16-34 y.","Rural Area","24","","","","1"
"1 Strongly disagree","2010","35-65 y.","Urban Area","139","0.0244460594494064","0.0205195030231782","0.0283726158756346","1"
"1 Strongly disagree","2010","35-65 y.","Rural Area","84","0.028988860962343","0.0230942387201238","0.0348834832045621","1"
"1 Strongly disagree","2010","66 and older","Urban Area","88","0.0393834210020014","0.0319792748121029","0.0467875671918999","1"
"1 Strongly disagree","2010","66 and older","Rural Area","32","0.0266505497964102","0.0181001259468959","0.0352009736459245","1"
"1 Strongly disagree","2010","16-34 y.","Urban Area","58","0.0216773688336121","0.015860836009572","0.0274939016576523","1"
"2 on scale 1-7 ","2010","35-65 y.","Urban Area","209","0.0358221801652183","0.0310968044772965","0.04054755585314","2"
"2 on scale 1-7 ","2010","35-65 y.","Rural Area","97","0.0285656868842902","0.0227129722091509","0.0344184015594295","2"
"2 on scale 1-7 ","2010","16-34 y.","Rural Area","35","0.0187314957568256","0.0109563806274548","0.0265066108861963","2"
"2 on scale 1-7 ","2010","66 and older","Rural Area","52","0.0420880466479497","0.0314284113933646","0.0527476819025348","2"
"2 on scale 1-7 ","2010","66 and older","Urban Area","84","0.0312740126722674","0.0246482556387874","0.0378997697057475","2"
"2 on scale 1-7 ","2010","16-34 y.","Urban Area","93","0.025398402456727","0.019114396189405","0.031682408724049","2"
"3 on scale 1-7 ","2010","16-34 y.","Rural Area","92","0.0798728743945297","0.0643257439114931","0.0954200048775662","3"
"3 on scale 1-7 ","2010","35-65 y.","Urban Area","375","0.0659777146409929","0.0596658304692563","0.0722895988127296","3"
"3 on scale 1-7 ","2010","16-34 y.","Urban Area","178","0.073412898716934","0.0629957428791683","0.0838300545546997","3"
"3 on scale 1-7 ","2010","66 and older","Rural Area","75","0.0576770029891155","0.0453004016871764","0.0700536042910546","3"
"3 on scale 1-7 ","2010","66 and older","Urban Area","153","0.0658619481319142","0.0564199035844882","0.0753039926793401","3"
"3 on scale 1-7 ","2010","35-65 y.","Rural Area","204","0.0619827424896497","0.0535110710266968","0.0704544139526025","3"
"4 on scale 1-7","2010","66 and older","Rural Area","221","0.177329015603631","0.1570520411173","0.197605990089963","4"
"4 on scale 1-7","2010","66 and older","Urban Area","428","0.164061921755207","0.14996467899356","0.178159164516853","4"
"4 on scale 1-7","2010","35-65 y.","Urban Area","895","0.154585932256256","0.145394112764917","0.163777751747594","4"
"4 on scale 1-7","2010","16-34 y.","Rural Area","226","0.236305480264692","0.211942893236144","0.26066806729324","4"
"4 on scale 1-7","2010","35-65 y.","Rural Area","518","0.159223785435636","0.146368773690617","0.172078797180656","4"
"4 on scale 1-7","2010","16-34 y.","Urban Area","381","0.158237723815633","0.143660675518218","0.172814772113048","4"
"5 on scale 1-7","2010","66 and older","Rural Area","311","0.208008391018226","0.186460692992966","0.229556089043487","5"
"5 on scale 1-7","2010","35-65 y.","Urban Area","1378","0.22103479083714","0.210484337612487","0.231585244061792","5"
"5 on scale 1-7","2010","66 and older","Urban Area","554","0.205492035620809","0.19011084863401","0.220873222607607","5"
"5 on scale 1-7","2010","35-65 y.","Rural Area","742","0.237913987044116","0.222953687827098","0.252874286261133","5"
"5 on scale 1-7","2010","16-34 y.","Rural Area","299","0.245678891425103","0.220990731499549","0.270367051350658","5"
"5 on scale 1-7","2010","16-34 y.","Urban Area","579","0.231099174027857","0.214262581163943","0.24793576689177","5"
"6 on scale 1-7","2010","66 and older","Rural Area","353","0.24402067804031","0.221218914577592","0.266822441503027","6"
"6 on scale 1-7","2010","35-65 y.","Urban Area","1715","0.28326977747743","0.271813072045648","0.294726482909212","6"
"6 on scale 1-7","2010","66 and older","Urban Area","700","0.239682478741721","0.223432272762308","0.255932684721134","6"
"6 on scale 1-7","2010","16-34 y.","Rural Area","310","0.247818994846216","0.223058737957616","0.272579251734816","6"
"6 on scale 1-7","2010","35-65 y.","Rural Area","894","0.272475442330051","0.25683259492602","0.288118289734082","6"
"6 on scale 1-7","2010","16-34 y.","Urban Area","676","0.28163786869744","0.263672460498217","0.299603276896662","6"
"7 Strongly agree","2010","66 and older","Rural Area","319","0.244226315904357","0.221418049595821","0.267034582212894","7"
"7 Strongly agree","2010","16-34 y.","Urban Area","443","0.208536563451797","0.192310006285519","0.224763120618075","7"
"7 Strongly agree","2010","16-34 y.","Rural Area","182","0.153615906696565","0.132936955402873","0.174294857990256","7"
"7 Strongly agree","2010","35-65 y.","Urban Area","1231","0.214863545173557","0.204420294391474","0.225306795955641","7"
"7 Strongly agree","2010","35-65 y.","Rural Area","573","0.210849494853914","0.196517900781411","0.225181088926418","7"
"7 Strongly agree","2010","66 and older","Urban Area","644","0.254244182076081","0.237668665806297","0.270819698345865","7"
"1 Strongly disagree","2011","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2011","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2011","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2011","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2011","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Urban Area","","","","","3"
"4 on scale 1-7","2011","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2011","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2011","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2011","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2011","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2011","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Urban Area","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2011","66 and older","Urban Area","","","","","6"
"7 Strongly agree","2011","16-34 y.","Rural Area","","","","","7"
"7 Strongly agree","2011","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2011","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2011","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2011","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2011","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2012","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2012","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2012","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2012","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2012","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Urban Area","","","","","3"
"4 on scale 1-7","2012","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2012","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2012","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2012","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2012","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2012","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2012","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Urban Area","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Rural Area","","","","","6"
"7 Strongly agree","2012","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2012","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2012","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2012","16-34 y.","Rural Area","","","","","7"
"7 Strongly agree","2012","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2012","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2013","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2013","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Urban Area","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2013","66 and older","Urban Area","","","","","1"
"2 on scale 1-7 ","2013","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2013","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Urban Area","","","","","3"
