"plh0206i06","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2005","35-65 y.","Not Working","597","0.208842138011203","0.193467086290154","0.224217189732252","5"
"5 on scale 1-7","2005","66 and older","Full Time","9","","","","5"
"5 on scale 1-7","2005","16-34 y.","Part Time","374","0.227435722556853","0.20694124727704","0.247930197836666","5"
"5 on scale 1-7","2005","16-34 y.","Not Working","381","0.231102022565968","0.210511309559624","0.251692735572312","5"
"5 on scale 1-7","2005","35-65 y.","Part Time","676","0.218432513462091","0.203686510862097","0.233178516062084","5"
"5 on scale 1-7","2005","66 and older","Part Time","38","0.213103283121019","0.15441097014773","0.271795596094307","5"
"5 on scale 1-7","2005","66 and older","Not Working","713","0.19833007235493","0.185187389009574","0.211472755700286","5"
"5 on scale 1-7","2005","16-34 y.","Full Time","521","0.241334677337364","0.223011910326136","0.259657444348592","5"
"6 on scale 1-7","2005","66 and older","Full Time","16","","","","6"
"6 on scale 1-7","2005","66 and older","Part Time","42","0.20291403649101","0.145272451594454","0.260555621387567","6"
"6 on scale 1-7","2005","16-34 y.","Full Time","566","0.285027478712145","0.265696932832717","0.304358024591573","6"
"6 on scale 1-7","2005","16-34 y.","Part Time","425","0.243234653680154","0.222258131022592","0.264211176337717","6"
"6 on scale 1-7","2005","35-65 y.","Full Time","1666","0.265456000688767","0.25417128135395","0.276740720023585","6"
"6 on scale 1-7","2005","35-65 y.","Not Working","654","0.248763364907521","0.232411867241225","0.265114862573817","6"
"6 on scale 1-7","2005","66 and older","Not Working","889","0.235780516171539","0.221789315910664","0.249771716432415","6"
"6 on scale 1-7","2005","16-34 y.","Not Working","367","0.230651110193349","0.21007446384597","0.251227756540728","6"
"6 on scale 1-7","2005","35-65 y.","Part Time","824","0.262373579110799","0.246673179570891","0.278073978650708","6"
"7 Strongly agree","2005","35-65 y.","Not Working","671","0.263718558990099","0.247051145110093","0.280385972870104","7"
"7 Strongly agree","2005","66 and older","Part Time","61","0.345295709586574","0.277148908801063","0.413442510372085","7"
"7 Strongly agree","2005","66 and older","Not Working","937","0.269036058583009","0.254419498180572","0.283652618985446","7"
"7 Strongly agree","2005","66 and older","Full Time","9","","","","7"
"7 Strongly agree","2005","16-34 y.","Full Time","443","0.202169706054728","0.184972045267977","0.21936736684148","7"
"7 Strongly agree","2005","16-34 y.","Part Time","333","0.224765033316587","0.204356057845388","0.245174008787786","7"
"7 Strongly agree","2005","16-34 y.","Not Working","303","0.176529947958058","0.157906149881377","0.19515374603474","7"
"7 Strongly agree","2005","35-65 y.","Full Time","1461","0.250186322659625","0.23911768828413","0.261254957035121","7"
"7 Strongly agree","2005","35-65 y.","Part Time","722","0.250457212963083","0.234994082900779","0.265920343025387","7"
"1 Strongly disagree","2006","16-34 y.","Full Time","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Full Time","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2006","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2006","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2006","66 and older","Not Working","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Not Working","","","","","2"
"3 on scale 1-7 ","2006","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Part Time","","","","","3"
"4 on scale 1-7","2006","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Full Time","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Part Time","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Not Working","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2006","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2006","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Full Time","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Part Time","","","","","4"
"5 on scale 1-7","2006","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Full Time","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Part Time","","","","","5"
"5 on scale 1-7","2006","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2006","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2006","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Not Working","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Full Time","","","","","5"
"6 on scale 1-7","2006","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2006","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2006","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2006","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Full Time","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Full Time","","","","","6"
"7 Strongly agree","2006","66 and older","Not Working","","","","","7"
"7 Strongly agree","2006","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2006","66 and older","Full Time","","","","","7"
"7 Strongly agree","2006","66 and older","Part Time","","","","","7"
"7 Strongly agree","2006","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2006","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2006","16-34 y.","Not Working","","","","","7"
"7 Strongly agree","2006","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2006","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2007","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2007","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2007","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2007","66 and older","Not Working","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Full Time","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Full Time","","","","","1"
"2 on scale 1-7 ","2007","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2007","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2007","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2007","66 and older","Not Working","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Full Time","","","","","2"
"3 on scale 1-7 ","2007","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Not Working","","","","","3"
"4 on scale 1-7","2007","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2007","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2007","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Part Time","","","","","4"
"4 on scale 1-7","2007","16-34 y.","Full Time","","","","","4"
"4 on scale 1-7","2007","16-34 y.","Part Time","","","","","4"
"4 on scale 1-7","2007","16-34 y.","Not Working","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Full Time","","","","","4"
"5 on scale 1-7","2007","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2007","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Part Time","","","","","5"
"5 on scale 1-7","2007","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Full Time","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Full Time","","","","","5"
"5 on scale 1-7","2007","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Not Working","","","","","5"
"6 on scale 1-7","2007","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2007","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2007","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2007","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Full Time","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Full Time","","","","","6"
"7 Strongly agree","2007","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2007","66 and older","Part Time","","","","","7"
"7 Strongly agree","2007","66 and older","Not Working","","","","","7"
"7 Strongly agree","2007","66 and older","Full Time","","","","","7"
"7 Strongly agree","2007","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2007","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2007","16-34 y.","Not Working","","","","","7"
"7 Strongly agree","2007","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2007","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2008","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2008","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2008","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2008","66 and older","Not Working","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Full Time","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Full Time","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Not Working","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Not Working","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Not Working","","","","","3"
"4 on scale 1-7","2008","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Part Time","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Not Working","","","","","4"
"4 on scale 1-7","2008","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2008","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2008","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Full Time","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Part Time","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Full Time","","","","","4"
"5 on scale 1-7","2008","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2008","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2008","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Full Time","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Full Time","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Not Working","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Part Time","","","","","5"
"6 on scale 1-7","2008","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2008","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2008","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2008","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Full Time","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Full Time","","","","","6"
"7 Strongly agree","2008","66 and older","Not Working","","","","","7"
"7 Strongly agree","2008","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2008","66 and older","Full Time","","","","","7"
"7 Strongly agree","2008","66 and older","Part Time","","","","","7"
"7 Strongly agree","2008","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2008","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2008","16-34 y.","Not Working","","","","","7"
"7 Strongly agree","2008","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2008","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2009","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2009","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2009","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2009","66 and older","Not Working","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Full Time","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Full Time","","","","","1"
"2 on scale 1-7 ","2009","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Not Working","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Not Working","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Not Working","","","","","3"
"4 on scale 1-7","2009","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Part Time","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Not Working","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Full Time","","","","","4"
"4 on scale 1-7","2009","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2009","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2009","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Full Time","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Part Time","","","","","4"
"5 on scale 1-7","2009","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2009","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2009","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Full Time","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Part Time","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Full Time","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Not Working","","","","","5"
"6 on scale 1-7","2009","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2009","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2009","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Full Time","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Full Time","","","","","6"
"7 Strongly agree","2009","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2009","66 and older","Full Time","","","","","7"
"7 Strongly agree","2009","66 and older","Part Time","","","","","7"
"7 Strongly agree","2009","66 and older","Not Working","","","","","7"
"7 Strongly agree","2009","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2009","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2009","16-34 y.","Not Working","","","","","7"
"7 Strongly agree","2009","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2009","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2010","35-65 y.","Part Time","70","0.0255022829090792","0.0194074546569821","0.0315971111611762","1"
"1 Strongly disagree","2010","35-65 y.","Not Working","72","0.0496585166408797","0.0392921333037584","0.0600248999780009","1"
"1 Strongly disagree","2010","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2010","66 and older","Part Time","4","","","","1"
"1 Strongly disagree","2010","66 and older","Not Working","116","0.0362916459574885","0.030276284053956","0.0423070078610209","1"
"1 Strongly disagree","2010","16-34 y.","Part Time","22","","","","1"
"1 Strongly disagree","2010","16-34 y.","Full Time","30","0.0141757281472973","0.00834306315344936","0.0200083931411453","1"
"1 Strongly disagree","2010","16-34 y.","Not Working","30","0.0436984447731531","0.0303726138962879","0.0570242756500183","1"
"1 Strongly disagree","2010","35-65 y.","Full Time","81","0.0179665973448312","0.0142077102661401","0.0217254844235223","1"
"2 on scale 1-7 ","2010","35-65 y.","Not Working","76","0.0529734104442451","0.0422853081171633","0.0636615127713269","2"
"2 on scale 1-7 ","2010","66 and older","Full Time","2","","","","2"
"2 on scale 1-7 ","2010","66 and older","Part Time","7","","","","2"
"2 on scale 1-7 ","2010","16-34 y.","Full Time","60","0.0244293834389931","0.0168124493023726","0.0320463175756135","2"
"2 on scale 1-7 ","2010","35-65 y.","Part Time","92","0.0392927842512636","0.0317811668822467","0.0468044016202806","2"
"2 on scale 1-7 ","2010","66 and older","Not Working","127","0.0335553175648415","0.0277629675987788","0.0393476675309042","2"
"2 on scale 1-7 ","2010","16-34 y.","Not Working","35","0.0272951051862966","0.0166733371562909","0.0379168732163023","2"
"2 on scale 1-7 ","2010","35-65 y.","Full Time","138","0.0240611947019921","0.0197247569275575","0.0283976324764266","2"
"2 on scale 1-7 ","2010","16-34 y.","Part Time","33","0.019098400529592","0.0109878441066594","0.0272089569525247","2"
"3 on scale 1-7 ","2010","66 and older","Not Working","209","0.0644479021265567","0.0565497772255769","0.0723460270275365","3"
"3 on scale 1-7 ","2010","35-65 y.","Not Working","104","0.0590075683360924","0.0477631375910421","0.0702519990811426","3"
"3 on scale 1-7 ","2010","66 and older","Full Time","3","","","","3"
"3 on scale 1-7 ","2010","66 and older","Part Time","16","","","","3"
"3 on scale 1-7 ","2010","16-34 y.","Full Time","121","0.0803418868208813","0.0669303419089138","0.0937534317328488","3"
"3 on scale 1-7 ","2010","16-34 y.","Part Time","82","0.063240505140835","0.0488176531412375","0.0776633571404326","3"
"3 on scale 1-7 ","2010","35-65 y.","Part Time","181","0.0710931918434832","0.0611578775796755","0.0810285061072909","3"
"3 on scale 1-7 ","2010","16-34 y.","Not Working","67","0.0817282022668274","0.063870093161781","0.0995863113718737","3"
"3 on scale 1-7 ","2010","35-65 y.","Full Time","294","0.0635490486740316","0.0566456925784476","0.0704524047696155","3"
"4 on scale 1-7","2010","35-65 y.","Not Working","277","0.15876490569455","0.14132570821284","0.17620410317626","4"
"4 on scale 1-7","2010","66 and older","Full Time","5","","","","4"
"4 on scale 1-7","2010","35-65 y.","Part Time","417","0.175579962478794","0.160870619496101","0.190289305461488","4"
"4 on scale 1-7","2010","35-65 y.","Full Time","719","0.145655434324069","0.135672847211802","0.155638021436336","4"
"4 on scale 1-7","2010","66 and older","Part Time","47","0.230450566122593","0.176722743494727","0.28417838875046","4"
"4 on scale 1-7","2010","66 and older","Not Working","597","0.165704314373792","0.153744828137728","0.177663800609856","4"
"4 on scale 1-7","2010","16-34 y.","Full Time","241","0.176328715939052","0.157525459167496","0.195131972710608","4"
"4 on scale 1-7","2010","16-34 y.","Not Working","166","0.181452049088291","0.156329316417251","0.206574781759332","4"
"4 on scale 1-7","2010","16-34 y.","Part Time","200","0.189906067481281","0.166663904619994","0.213148230342568","4"
"5 on scale 1-7","2010","35-65 y.","Not Working","371","0.212938482987143","0.193403098342334","0.232473867631952","5"
"5 on scale 1-7","2010","66 and older","Full Time","13","","","","5"
"5 on scale 1-7","2010","66 and older","Part Time","41","0.146927049124726","0.101758509063074","0.192095589186378","5"
"5 on scale 1-7","2010","66 and older","Not Working","811","0.209331906872359","0.196246102063964","0.222417711680753","5"
"5 on scale 1-7","2010","16-34 y.","Full Time","385","0.25978527217577","0.238149085708993","0.281421458642547","5"
"5 on scale 1-7","2010","16-34 y.","Part Time","281","0.211783079058083","0.187572346186112","0.235993811930055","5"
"5 on scale 1-7","2010","16-34 y.","Not Working","212","0.21608712927843","0.189257651265218","0.242916607291642","5"
"5 on scale 1-7","2010","35-65 y.","Part Time","613","0.213085473513954","0.197253967414979","0.228916979612928","5"
"5 on scale 1-7","2010","35-65 y.","Full Time","1136","0.237475492047051","0.225433466804565","0.249517517289537","5"
