"plh0206i06","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","35-65 y.","Couple + C. LE and GT 16","63","0.0711145473232139","0.0556930626360954","0.0865360320103323"
"3 on scale 1-7 ","2005","66 and older","1-pers.-HH","51","0.0515013989134238","0.0382522769289624","0.0647505208978852"
"3 on scale 1-7 ","2005","66 and older","(Married) couple without C. ","127","0.0595135394550302","0.0499319224027928","0.0690951565072676"
"3 on scale 1-7 ","2005","66 and older","Single parent ","2","","",""
"3 on scale 1-7 ","2005","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2005","66 and older","Couple + C. GT 16 ","11","","",""
"3 on scale 1-7 ","2005","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2005","16-34 y.","1-pers.-HH","104","0.164160436645237","0.136621231573499","0.191699641716976"
"4 on scale 1-7","2005","16-34 y.","(Married) couple without C. ","168","0.17490974608919","0.150727220521539","0.199092271656841"
"4 on scale 1-7","2005","16-34 y.","Single parent ","74","0.163327857454341","0.129656131155213","0.196999583753468"
"4 on scale 1-7","2005","16-34 y.","Couple + C. LE 16 ","189","0.178671083080983","0.155919069257088","0.201423096904879"
"4 on scale 1-7","2005","16-34 y.","Couple + C. GT 16 ","248","0.217970346473284","0.195848042668094","0.240092650278474"
"4 on scale 1-7","2005","16-34 y.","Couple + C. LE and GT 16","131","0.191033752076507","0.160433590758205","0.221633913394808"
"4 on scale 1-7","2005","35-65 y.","1-pers.-HH","172","0.147572776422913","0.127421322309792","0.167724230536033"
"4 on scale 1-7","2005","35-65 y.","(Married) couple without C. ","541","0.141408192460356","0.130206530409086","0.152609854511626"
"4 on scale 1-7","2005","35-65 y.","Single parent ","97","0.187498961542956","0.155512848161624","0.219485074924289"
"4 on scale 1-7","2005","35-65 y.","Couple + C. LE 16 ","393","0.159486354671577","0.145437361497908","0.173535347845246"
"4 on scale 1-7","2005","35-65 y.","Couple + C. GT 16 ","352","0.182618976374786","0.166234495176469","0.199003457573104"
"4 on scale 1-7","2005","35-65 y.","Couple + C. LE and GT 16","179","0.150113743035316","0.128682048452747","0.171545437617885"
"4 on scale 1-7","2005","66 and older","1-pers.-HH","201","0.189449647794028","0.165958938035405","0.212940357552651"
"4 on scale 1-7","2005","66 and older","(Married) couple without C. ","364","0.151740475166924","0.137210337203041","0.166270613130807"
"4 on scale 1-7","2005","66 and older","Single parent ","14","","",""
"4 on scale 1-7","2005","66 and older","Couple + C. LE 16 ","1","","",""
"4 on scale 1-7","2005","66 and older","Couple + C. GT 16 ","31","0.173999176971539","0.115977536446051","0.232020817497028"
"4 on scale 1-7","2005","66 and older","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2005","16-34 y.","1-pers.-HH","174","0.242912803760113","0.211030195513428","0.274795412006798"
"5 on scale 1-7","2005","16-34 y.","(Married) couple without C. ","220","0.228387564864961","0.201664900417113","0.25511022931281"
"5 on scale 1-7","2005","16-34 y.","Single parent ","115","0.245572241515493","0.206365923126125","0.28477855990486"
"5 on scale 1-7","2005","16-34 y.","Couple + C. LE 16 ","252","0.248200963335378","0.222545092233745","0.273856834437012"
"5 on scale 1-7","2005","16-34 y.","Couple + C. GT 16 ","341","0.245734182383629","0.222665911968436","0.268802452798821"
"5 on scale 1-7","2005","16-34 y.","Couple + C. LE and GT 16","136","0.178368314774722","0.148569368574015","0.20816726097543"
"5 on scale 1-7","2005","35-65 y.","1-pers.-HH","261","0.204224635269458","0.181319971545592","0.227129298993323"
"5 on scale 1-7","2005","35-65 y.","(Married) couple without C. ","825","0.223739939128779","0.210342333515926","0.237137544741632"
"5 on scale 1-7","2005","35-65 y.","Single parent ","110","0.181702594349904","0.150102656542878","0.213302532156931"
"5 on scale 1-7","2005","35-65 y.","Couple + C. LE 16 ","624","0.236854005177842","0.220540201464039","0.253167808891645"
"5 on scale 1-7","2005","35-65 y.","Couple + C. GT 16 ","449","0.203971219172963","0.18688301998163","0.221059418364297"
"5 on scale 1-7","2005","35-65 y.","Couple + C. LE and GT 16","253","0.243134724562417","0.217395309912565","0.268874139212269"
"5 on scale 1-7","2005","66 and older","1-pers.-HH","200","0.193199805795089","0.169532676780509","0.21686693480967"
"5 on scale 1-7","2005","66 and older","(Married) couple without C. ","482","0.204027949930308","0.187706888943882","0.220349010916734"
"5 on scale 1-7","2005","66 and older","Single parent ","15","","",""
"5 on scale 1-7","2005","66 and older","Couple + C. LE 16 ","1","","",""
"5 on scale 1-7","2005","66 and older","Couple + C. GT 16 ","38","0.216865505528372","0.153793072647488","0.279937938409255"
"5 on scale 1-7","2005","66 and older","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2005","16-34 y.","1-pers.-HH","195","0.301568120706271","0.267448010080468","0.335688231332074"
"6 on scale 1-7","2005","16-34 y.","(Married) couple without C. ","264","0.294330524387186","0.265319555021515","0.323341493752857"
"6 on scale 1-7","2005","16-34 y.","Single parent ","107","0.230839152510259","0.192457743342374","0.269220561678145"
"6 on scale 1-7","2005","16-34 y.","Couple + C. LE 16 ","267","0.209642050610363","0.185466005153575","0.233818096067151"
"6 on scale 1-7","2005","16-34 y.","Couple + C. GT 16 ","334","0.243627112583614","0.220625895342192","0.266628329825036"
"6 on scale 1-7","2005","16-34 y.","Couple + C. LE and GT 16","155","0.260203630230151","0.226051622847415","0.294355637612886"
"6 on scale 1-7","2005","35-65 y.","1-pers.-HH","313","0.261508090359979","0.236539728724256","0.286476451995702"
"6 on scale 1-7","2005","35-65 y.","(Married) couple without C. ","984","0.248865960843371","0.234966649546953","0.26276527213979"
"6 on scale 1-7","2005","35-65 y.","Single parent ","143","0.230067318251132","0.195576466522602","0.264558169979662"
"6 on scale 1-7","2005","35-65 y.","Couple + C. LE 16 ","737","0.275919296370547","0.258768054347475","0.29307053839362"
"6 on scale 1-7","2005","35-65 y.","Couple + C. GT 16 ","609","0.266192492415489","0.247449607285511","0.284935377545466"
"6 on scale 1-7","2005","35-65 y.","Couple + C. LE and GT 16","289","0.278129421579762","0.251243865820456","0.305014977339067"
"6 on scale 1-7","2005","66 and older","1-pers.-HH","250","0.221321679006482","0.196435956253964","0.246207401758999"
"6 on scale 1-7","2005","66 and older","(Married) couple without C. ","616","0.24344049891238","0.226059585133839","0.26082141269092"
"6 on scale 1-7","2005","66 and older","Single parent ","15","","",""
"6 on scale 1-7","2005","66 and older","Couple + C. LE 16 ","2","","",""
"6 on scale 1-7","2005","66 and older","Couple + C. GT 16 ","38","0.254053743425972","0.187427897573174","0.320679589278769"
"6 on scale 1-7","2005","66 and older","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2005","16-34 y.","1-pers.-HH","149","0.202377105508621","0.1725071081363","0.232247102880941"
"7 Strongly agree","2005","16-34 y.","(Married) couple without C. ","200","0.204285010439998","0.178620029706657","0.229949991173338"
"7 Strongly agree","2005","16-34 y.","Single parent ","94","0.2000596663969","0.163620690478807","0.236498642314992"
"7 Strongly agree","2005","16-34 y.","Couple + C. LE 16 ","242","0.217970450158125","0.193449090709206","0.242491809607043"
"7 Strongly agree","2005","16-34 y.","Couple + C. GT 16 ","243","0.163676896500116","0.143852463615345","0.183501329384888"
"7 Strongly agree","2005","16-34 y.","Couple + C. LE and GT 16","120","0.212393064778843","0.180556339216581","0.244229790341106"
"7 Strongly agree","2005","35-65 y.","1-pers.-HH","323","0.280898129823019","0.255362637037684","0.306433622608353"
"7 Strongly agree","2005","35-65 y.","(Married) couple without C. ","1008","0.281829816043825","0.267366796788301","0.29629283529935"
"7 Strongly agree","2005","35-65 y.","Single parent ","149","0.267101240821505","0.230842725036537","0.303359756606473"
"7 Strongly agree","2005","35-65 y.","Couple + C. LE 16 ","548","0.216451337310852","0.200648896401834","0.23225377821987"
"7 Strongly agree","2005","35-65 y.","Couple + C. GT 16 ","513","0.233646940894223","0.215702002813353","0.251591878975093"
"7 Strongly agree","2005","35-65 y.","Couple + C. LE and GT 16","233","0.198387357067357","0.174459425592146","0.222315288542568"
"7 Strongly agree","2005","66 and older","1-pers.-HH","298","0.271597983849304","0.244935041178191","0.298260926520417"
"7 Strongly agree","2005","66 and older","(Married) couple without C. ","624","0.279913252080748","0.261730534847936","0.298095969313559"
"7 Strongly agree","2005","66 and older","Single parent ","10","","",""
"7 Strongly agree","2005","66 and older","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2005","66 and older","Couple + C. GT 16 ","40","0.218175483258516","0.15496577544115","0.281385191075882"
"7 Strongly agree","2005","66 and older","Couple + C. LE and GT 16","3","","",""
"1 Strongly disagree","2006","16-34 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2006","16-34 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","16-34 y.","Single parent ","","","",""
"1 Strongly disagree","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","35-65 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2006","35-65 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","35-65 y.","Single parent ","","","",""
"1 Strongly disagree","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","66 and older","1-pers.-HH","","","",""
"1 Strongly disagree","2006","66 and older","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","66 and older","Single parent ","","","",""
"1 Strongly disagree","2006","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","66 and older","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","16-34 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Single parent ","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","35-65 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Single parent ","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","66 and older","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","66 and older","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","66 and older","Single parent ","","","",""
"2 on scale 1-7 ","2006","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","66 and older","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","16-34 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Single parent ","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","35-65 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Single parent ","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","66 and older","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","66 and older","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","66 and older","Single parent ","","","",""
"3 on scale 1-7 ","2006","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","66 and older","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","16-34 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2006","16-34 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","16-34 y.","Single parent ","","","",""
"4 on scale 1-7","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","35-65 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2006","35-65 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","35-65 y.","Single parent ","","","",""
"4 on scale 1-7","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","66 and older","1-pers.-HH","","","",""
"4 on scale 1-7","2006","66 and older","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","66 and older","Single parent ","","","",""
"4 on scale 1-7","2006","66 and older","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","66 and older","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","66 and older","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","16-34 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2006","16-34 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","16-34 y.","Single parent ","","","",""
"5 on scale 1-7","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","35-65 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2006","35-65 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","35-65 y.","Single parent ","","","",""
"5 on scale 1-7","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","66 and older","1-pers.-HH","","","",""
"5 on scale 1-7","2006","66 and older","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","66 and older","Single parent ","","","",""
"5 on scale 1-7","2006","66 and older","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","66 and older","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","66 and older","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","16-34 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2006","16-34 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","16-34 y.","Single parent ","","","",""
"6 on scale 1-7","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","35-65 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2006","35-65 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","35-65 y.","Single parent ","","","",""
"6 on scale 1-7","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","66 and older","1-pers.-HH","","","",""
"6 on scale 1-7","2006","66 and older","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","66 and older","Single parent ","","","",""
"6 on scale 1-7","2006","66 and older","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","66 and older","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","66 and older","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","16-34 y.","1-pers.-HH","","","",""
"7 Strongly agree","2006","16-34 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","16-34 y.","Single parent ","","","",""
"7 Strongly agree","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","35-65 y.","1-pers.-HH","","","",""
"7 Strongly agree","2006","35-65 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","35-65 y.","Single parent ","","","",""
"7 Strongly agree","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","66 and older","1-pers.-HH","","","",""
"7 Strongly agree","2006","66 and older","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","66 and older","Single parent ","","","",""
"7 Strongly agree","2006","66 and older","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","66 and older","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","66 and older","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","16-34 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2007","16-34 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","16-34 y.","Single parent ","","","",""
"1 Strongly disagree","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","35-65 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2007","35-65 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","35-65 y.","Single parent ","","","",""
"1 Strongly disagree","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","66 and older","1-pers.-HH","","","",""
"1 Strongly disagree","2007","66 and older","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","66 and older","Single parent ","","","",""
"1 Strongly disagree","2007","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","66 and older","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","16-34 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","16-34 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Single parent ","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","35-65 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","35-65 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Single parent ","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","66 and older","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","66 and older","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","66 and older","Single parent ","","","",""
"2 on scale 1-7 ","2007","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","66 and older","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","16-34 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","16-34 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Single parent ","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","35-65 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","35-65 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Single parent ","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","66 and older","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","66 and older","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","66 and older","Single parent ","","","",""
"3 on scale 1-7 ","2007","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","66 and older","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","16-34 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2007","16-34 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","16-34 y.","Single parent ","","","",""
"4 on scale 1-7","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","35-65 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2007","35-65 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","35-65 y.","Single parent ","","","",""
"4 on scale 1-7","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","66 and older","1-pers.-HH","","","",""
"4 on scale 1-7","2007","66 and older","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","66 and older","Single parent ","","","",""
