"plh0206i06","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2005","(Married) couple without C. ","1073","0.149548912029086","0.141198684070495","0.157899139987677"
"4 on scale 1-7","2005","Single parent ","185","0.178607974170388","0.155931868223855","0.20128408011692"
"4 on scale 1-7","2005","Couple + C. LE 16 ","583","0.166032275923945","0.154045544739658","0.178019007108231"
"4 on scale 1-7","2005","Couple + C. GT 16 ","631","0.195662040291528","0.182770959947179","0.208553120635877"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","310","0.165788937328864","0.148131444354218","0.183446430303511"
"5 on scale 1-7","2005","1-pers.-HH","635","0.20840206225561","0.193755146666351","0.22304897784487"
"5 on scale 1-7","2005","(Married) couple without C. ","1527","0.217140137651637","0.207486430944159","0.226793844359115"
"5 on scale 1-7","2005","Single parent ","240","0.214431137826326","0.190132671119419","0.238729604533233"
"5 on scale 1-7","2005","Couple + C. LE 16 ","877","0.240393960283747","0.226628654462137","0.254159266105357"
"5 on scale 1-7","2005","Couple + C. GT 16 ","828","0.220569428252686","0.207095999800471","0.234042856704901"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","389","0.217589641516276","0.197998952985198","0.237180330047353"
"6 on scale 1-7","2005","1-pers.-HH","758","0.254893625704286","0.239178007396538","0.270609244012033"
"6 on scale 1-7","2005","(Married) couple without C. ","1864","0.252805177070582","0.242628829282763","0.262981524858402"
"6 on scale 1-7","2005","Single parent ","265","0.230466603320209","0.205534406268557","0.255398800371862"
"6 on scale 1-7","2005","Couple + C. LE 16 ","1006","0.254800170638863","0.240763435201685","0.26883690607604"
"6 on scale 1-7","2005","Couple + C. GT 16 ","981","0.256957559858555","0.242758674479531","0.271156445237578"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","444","0.270736771763209","0.249639364980042","0.291834178546375"
"7 Strongly agree","2005","1-pers.-HH","770","0.260374895635086","0.244549731549687","0.276200059720486"
"7 Strongly agree","2005","(Married) couple without C. ","1832","0.271028036951035","0.260620581641534","0.281435492260536"
"7 Strongly agree","2005","Single parent ","253","0.232186813207595","0.207189727879999","0.257183898535191"
"7 Strongly agree","2005","Couple + C. LE 16 ","790","0.216692777316594","0.203421333669888","0.2299642209633"
"7 Strongly agree","2005","Couple + C. GT 16 ","796","0.206154220687948","0.193008605074617","0.219299836301279"
"7 Strongly agree","2005","Couple + C. LE and GT 16","356","0.205056797553211","0.185886960068003","0.22422663503842"
"1 Strongly disagree","2006","1-pers.-HH","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Single parent ","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Single parent ","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Single parent ","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","1-pers.-HH","","","",""
"4 on scale 1-7","2006","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Single parent ","","","",""
"4 on scale 1-7","2006","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","1-pers.-HH","","","",""
"5 on scale 1-7","2006","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Single parent ","","","",""
"5 on scale 1-7","2006","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","1-pers.-HH","","","",""
"6 on scale 1-7","2006","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Single parent ","","","",""
"6 on scale 1-7","2006","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","1-pers.-HH","","","",""
"7 Strongly agree","2006","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Single parent ","","","",""
"7 Strongly agree","2006","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","1-pers.-HH","","","",""
"1 Strongly disagree","2007","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Single parent ","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Single parent ","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Single parent ","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","1-pers.-HH","","","",""
"4 on scale 1-7","2007","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Single parent ","","","",""
"4 on scale 1-7","2007","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","1-pers.-HH","","","",""
"5 on scale 1-7","2007","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","Single parent ","","","",""
"5 on scale 1-7","2007","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","1-pers.-HH","","","",""
"6 on scale 1-7","2007","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","Single parent ","","","",""
"6 on scale 1-7","2007","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","1-pers.-HH","","","",""
"7 Strongly agree","2007","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","Single parent ","","","",""
"7 Strongly agree","2007","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","1-pers.-HH","","","",""
"1 Strongly disagree","2008","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","Single parent ","","","",""
"1 Strongly disagree","2008","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","Single parent ","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","Single parent ","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","1-pers.-HH","","","",""
"4 on scale 1-7","2008","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","Single parent ","","","",""
"4 on scale 1-7","2008","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","1-pers.-HH","","","",""
"5 on scale 1-7","2008","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","Single parent ","","","",""
"5 on scale 1-7","2008","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","1-pers.-HH","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","Single parent ","","","",""
"6 on scale 1-7","2008","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","1-pers.-HH","","","",""
"7 Strongly agree","2008","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","Single parent ","","","",""
"7 Strongly agree","2008","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","1-pers.-HH","","","",""
"1 Strongly disagree","2009","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","Single parent ","","","",""
"1 Strongly disagree","2009","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","Single parent ","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Single parent ","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","1-pers.-HH","","","",""
"4 on scale 1-7","2009","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Single parent ","","","",""
"4 on scale 1-7","2009","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","1-pers.-HH","","","",""
"5 on scale 1-7","2009","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Single parent ","","","",""
"5 on scale 1-7","2009","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","1-pers.-HH","","","",""
"6 on scale 1-7","2009","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Single parent ","","","",""
"6 on scale 1-7","2009","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","1-pers.-HH","","","",""
"7 Strongly agree","2009","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Single parent ","","","",""
"7 Strongly agree","2009","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2010","1-pers.-HH","94","0.036187364608977","0.0291907898626838","0.0431839393552703"
"1 Strongly disagree","2010","(Married) couple without C. ","144","0.0260288653822184","0.0220974945351202","0.0299602362293165"
"1 Strongly disagree","2010","Single parent ","30","0.0268191272947353","0.0161693368665631","0.0374689177229074"
"1 Strongly disagree","2010","Couple + C. LE 16 ","73","0.0262022815383679","0.0200012048253784","0.0324033582513574"
"1 Strongly disagree","2010","Couple + C. GT 16 ","47","0.0174952365342529","0.0126605746529237","0.0223298984155821"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","30","0.0258184535009146","0.0162028840817793","0.0354340229200499"
"2 on scale 1-7 ","2010","1-pers.-HH","92","0.0323575982357425","0.0257284721882273","0.0389867242832577"
"2 on scale 1-7 ","2010","(Married) couple without C. ","216","0.0337869801782681","0.0293257515300705","0.0382482088264657"
"2 on scale 1-7 ","2010","Single parent ","30","0.0210131245724689","0.0115582513286311","0.0304679978163068"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","87","0.0292777257445097","0.0227331825268966","0.0358222689621227"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","100","0.0323245969365516","0.0258027549089647","0.0388464389641386"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","34","0.0215811748326654","0.0127708912540415","0.0303914584112893"
"3 on scale 1-7 ","2010","1-pers.-HH","169","0.0650275733264374","0.0557899793911066","0.0742651672617681"
"3 on scale 1-7 ","2010","(Married) couple without C. ","390","0.0642556636056053","0.0582011722786879","0.0703101549325226"
"3 on scale 1-7 ","2010","Single parent ","63","0.0749448278634327","0.0575877500848854","0.09230190564198"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","178","0.0708694774921007","0.0609078303955299","0.0808311245886715"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","190","0.0695310572537347","0.0601515673038649","0.0789105472036045"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","66","0.0729863031023709","0.0572155038182642","0.0887571023864775"
"4 on scale 1-7","2010","1-pers.-HH","430","0.157763371464248","0.14410714078926","0.171419602139236"
"4 on scale 1-7","2010","(Married) couple without C. ","969","0.154877875954402","0.145944866806981","0.163810885101822"
"4 on scale 1-7","2010","Single parent ","127","0.130025464248268","0.107854252204961","0.152196676291575"
"4 on scale 1-7","2010","Couple + C. LE 16 ","435","0.172802866069167","0.158125668021612","0.187480064116722"
"4 on scale 1-7","2010","Couple + C. GT 16 ","465","0.194062623769571","0.179479167525641","0.208646080013501"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","187","0.190099876649705","0.166309758664919","0.213889994634491"
"5 on scale 1-7","2010","1-pers.-HH","615","0.221154389791156","0.205606045001728","0.236702734580583"
"5 on scale 1-7","2010","(Married) couple without C. ","1445","0.220500888436677","0.21026427424824","0.230737502625113"
"5 on scale 1-7","2010","Single parent ","224","0.225010080827397","0.197482314502273","0.252537847152522"
"5 on scale 1-7","2010","Couple + C. LE 16 ","582","0.213055315523138","0.197159549435229","0.228951081611046"
"5 on scale 1-7","2010","Couple + C. GT 16 ","686","0.246349501805612","0.230460386949431","0.262238616661793"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","247","0.208055401517926","0.183444538453271","0.23266626458258"
"6 on scale 1-7","2010","1-pers.-HH","691","0.243498279916948","0.227419110872883","0.259577448961014"
"6 on scale 1-7","2010","(Married) couple without C. ","1775","0.272121726052385","0.261132823099411","0.28311062900536"
"6 on scale 1-7","2010","Single parent ","233","0.295421848332926","0.265346695012754","0.325497001653098"
"6 on scale 1-7","2010","Couple + C. LE 16 ","738","0.287958312440168","0.270379857763096","0.30553676711724"
"6 on scale 1-7","2010","Couple + C. GT 16 ","825","0.269138114319546","0.252783356231854","0.285492872407239"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","316","0.316058630478192","0.287869400706327","0.344247860250056"
"7 Strongly agree","2010","1-pers.-HH","646","0.244011422656491","0.227920780091736","0.260102065221246"
"7 Strongly agree","2010","(Married) couple without C. ","1362","0.228428000390445","0.218062118656724","0.238793882124166"
"7 Strongly agree","2010","Single parent ","177","0.226765526860772","0.199161904381281","0.254369149340262"
"7 Strongly agree","2010","Couple + C. LE 16 ","456","0.19983402119255","0.184310582593079","0.21535745979202"
"7 Strongly agree","2010","Couple + C. GT 16 ","512","0.171098869380732","0.157211697818348","0.184986040943116"
"7 Strongly agree","2010","Couple + C. LE and GT 16","165","0.165400159918227","0.142873486808524","0.18792683302793"
"1 Strongly disagree","2011","1-pers.-HH","","","",""
"1 Strongly disagree","2011","(Married) couple without C. ","","","",""
"1 Strongly disagree","2011","Single parent ","","","",""
"1 Strongly disagree","2011","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2011","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2011","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2011","1-pers.-HH","","","",""
"2 on scale 1-7 ","2011","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2011","Single parent ","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2011","1-pers.-HH","","","",""
"3 on scale 1-7 ","2011","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2011","Single parent ","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2011","1-pers.-HH","","","",""
"4 on scale 1-7","2011","(Married) couple without C. ","","","",""
"4 on scale 1-7","2011","Single parent ","","","",""
"4 on scale 1-7","2011","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2011","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2011","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2011","1-pers.-HH","","","",""
"5 on scale 1-7","2011","(Married) couple without C. ","","","",""
"5 on scale 1-7","2011","Single parent ","","","",""
"5 on scale 1-7","2011","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2011","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2011","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2011","1-pers.-HH","","","",""
"6 on scale 1-7","2011","(Married) couple without C. ","","","",""
"6 on scale 1-7","2011","Single parent ","","","",""
"6 on scale 1-7","2011","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2011","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2011","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2011","1-pers.-HH","","","",""
"7 Strongly agree","2011","(Married) couple without C. ","","","",""
"7 Strongly agree","2011","Single parent ","","","",""
"7 Strongly agree","2011","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2011","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2011","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2012","1-pers.-HH","","","",""
"1 Strongly disagree","2012","(Married) couple without C. ","","","",""
"1 Strongly disagree","2012","Single parent ","","","",""
"1 Strongly disagree","2012","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2012","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2012","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2012","1-pers.-HH","","","",""
"2 on scale 1-7 ","2012","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2012","Single parent ","","","",""
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2012","1-pers.-HH","","","",""
"3 on scale 1-7 ","2012","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2012","Single parent ","","","",""
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2012","1-pers.-HH","","","",""
"4 on scale 1-7","2012","(Married) couple without C. ","","","",""
"4 on scale 1-7","2012","Single parent ","","","",""
"4 on scale 1-7","2012","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2012","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2012","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2012","1-pers.-HH","","","",""
"5 on scale 1-7","2012","(Married) couple without C. ","","","",""
"5 on scale 1-7","2012","Single parent ","","","",""
"5 on scale 1-7","2012","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2012","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2012","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2012","1-pers.-HH","","","",""
"6 on scale 1-7","2012","(Married) couple without C. ","","","",""
"6 on scale 1-7","2012","Single parent ","","","",""
"6 on scale 1-7","2012","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2012","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2012","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2012","1-pers.-HH","","","",""
"7 Strongly agree","2012","(Married) couple without C. ","","","",""
"7 Strongly agree","2012","Single parent ","","","",""
"7 Strongly agree","2012","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2012","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2012","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2013","1-pers.-HH","","","",""
"1 Strongly disagree","2013","(Married) couple without C. ","","","",""
"1 Strongly disagree","2013","Single parent ","","","",""
"1 Strongly disagree","2013","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2013","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2013","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2013","1-pers.-HH","","","",""
"2 on scale 1-7 ","2013","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2013","Single parent ","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2013","1-pers.-HH","","","",""
"3 on scale 1-7 ","2013","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2013","Single parent ","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2013","1-pers.-HH","","","",""
"4 on scale 1-7","2013","(Married) couple without C. ","","","",""
"4 on scale 1-7","2013","Single parent ","","","",""
"4 on scale 1-7","2013","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2013","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2013","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2013","1-pers.-HH","","","",""
"5 on scale 1-7","2013","(Married) couple without C. ","","","",""
"5 on scale 1-7","2013","Single parent ","","","",""
"5 on scale 1-7","2013","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2013","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2013","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2013","1-pers.-HH","","","",""
"6 on scale 1-7","2013","(Married) couple without C. ","","","",""
"6 on scale 1-7","2013","Single parent ","","","",""
"6 on scale 1-7","2013","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2013","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2013","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2013","1-pers.-HH","","","",""
"7 Strongly agree","2013","(Married) couple without C. ","","","",""
"7 Strongly agree","2013","Single parent ","","","",""
"7 Strongly agree","2013","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2013","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2013","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2014","1-pers.-HH","","","",""
"1 Strongly disagree","2014","(Married) couple without C. ","","","",""
"1 Strongly disagree","2014","Single parent ","","","",""
"1 Strongly disagree","2014","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2014","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2014","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2014","1-pers.-HH","","","",""
"2 on scale 1-7 ","2014","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2014","Single parent ","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2014","1-pers.-HH","","","",""
"3 on scale 1-7 ","2014","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2014","Single parent ","","","",""
