"plh0206i06","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","105","0.286690858846886","0.240234708683476","0.333147009010296"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","113","0.248535122304041","0.207829689968908","0.289240554639175"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","168","0.243313433405951","0.210750296912482","0.27587656989942"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","246","0.272708567192861","0.242645178605478","0.302771955780244"
"6 on scale 1-7","2005","(3a) lower tertiary education","Male","291","0.338834085051696","0.307544310966148","0.370123859137243"
"6 on scale 1-7","2005","(3a) lower tertiary education","Female","238","0.314643473717053","0.281758208663365","0.347528738770741"
"6 on scale 1-7","2005","(3b) higher tertiary education","Male","451","0.298176158037592","0.274441300974513","0.321911015100671"
"6 on scale 1-7","2005","(3b) higher tertiary education","Female","344","0.299041205531763","0.271873843036889","0.326208568026638"
"7 Strongly agree","2005","(0) in school","Male","48","0.210317694770331","0.164951604363296","0.255683785177365"
"7 Strongly agree","2005","(0) in school","Female","55","0.124981933431874","0.08977887704068","0.160184989823067"
"7 Strongly agree","2005","(1a) inadequately completed","Male","30","0.259192119298597","0.175774296303839","0.342609942293356"
"7 Strongly agree","2005","(1a) inadequately completed","Female","36","0.27704322954082","0.201549454616303","0.352537004465337"
"7 Strongly agree","2005","(1b) general elementary school","Male","147","0.270395298775965","0.23393216059279","0.30685843695914"
"7 Strongly agree","2005","(1b) general elementary school","Female","307","0.230561555582428","0.20743325277548","0.253689858389376"
"7 Strongly agree","2005","(1c) basic vocational qualification","Male","793","0.256738417342936","0.241306138709267","0.272170695976605"
"7 Strongly agree","2005","(1c) basic vocational qualification","Female","664","0.264031053775874","0.247164613797883","0.280897493753866"
"7 Strongly agree","2005","(2b) intermediate general qualification","Male","54","0.229120942363946","0.17432866033995","0.283913224387942"
"7 Strongly agree","2005","(2b) intermediate general qualification","Female","77","0.258637573482548","0.212958021831285","0.304317125133812"
"7 Strongly agree","2005","(2a) intermediate vocational","Male","497","0.242463266229469","0.223965103965149","0.260961428493788"
"7 Strongly agree","2005","(2a) intermediate vocational","Female","640","0.239910831667635","0.223909827274553","0.255911836060718"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","Male","62","0.145832807365719","0.109575423821542","0.182090190909897"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","Female","88","0.224463396301471","0.185164707720277","0.263762084882665"
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","Male","154","0.221775714807913","0.190247850150367","0.253303579465459"
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","Female","187","0.242934270268494","0.21398447548606","0.271884065050927"
"7 Strongly agree","2005","(3a) lower tertiary education","Male","181","0.212704653257447","0.185651929912469","0.239757376602425"
"7 Strongly agree","2005","(3a) lower tertiary education","Female","198","0.241797873824604","0.211476250801074","0.272119496848135"
"7 Strongly agree","2005","(3b) higher tertiary education","Male","365","0.257622924178391","0.234932603512126","0.280313244844656"
"7 Strongly agree","2005","(3b) higher tertiary education","Female","281","0.290211844180574","0.263280523189965","0.317143165171183"
"1 Strongly disagree","2006","(0) in school","Male","","","",""
"1 Strongly disagree","2006","(0) in school","Female","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","Male","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","Female","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","Male","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","Female","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","Male","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","Female","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","Male","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","Female","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","Male","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","Female","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","Male","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","Female","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","Male","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","Female","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","Male","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","Female","","","",""
"2 on scale 1-7 ","2006","(0) in school","Male","","","",""
"2 on scale 1-7 ","2006","(0) in school","Female","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","Male","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","Female","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","Male","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","Female","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","Male","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","Female","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","Male","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","Female","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","Male","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","Female","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","Male","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","Female","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","Male","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","Female","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","Male","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","Female","","","",""
"3 on scale 1-7 ","2006","(0) in school","Male","","","",""
"3 on scale 1-7 ","2006","(0) in school","Female","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","Male","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","Female","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","Male","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","Female","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","Male","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","Female","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","Male","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","Female","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","Male","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","Female","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","Male","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","Female","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","Male","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","Female","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","Male","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","Female","","","",""
"4 on scale 1-7","2006","(0) in school","Male","","","",""
"4 on scale 1-7","2006","(0) in school","Female","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","Male","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","Female","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","Male","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","Female","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","Male","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","Female","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","Male","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","Female","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","Male","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","Female","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","Male","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","Female","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","Male","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","Female","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","Male","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","Female","","","",""
"5 on scale 1-7","2006","(0) in school","Male","","","",""
"5 on scale 1-7","2006","(0) in school","Female","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","Male","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","Female","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","Male","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","Female","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","Male","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","Female","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","Male","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","Female","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","Male","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","Female","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","Male","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","Female","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","Male","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","Female","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","Male","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","Female","","","",""
"6 on scale 1-7","2006","(0) in school","Male","","","",""
"6 on scale 1-7","2006","(0) in school","Female","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","Male","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","Female","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","Male","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","Female","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","Male","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","Female","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","Male","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","Female","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","Male","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","Female","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","Male","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","Female","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","Male","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","Female","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","Male","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","Female","","","",""
"7 Strongly agree","2006","(0) in school","Male","","","",""
"7 Strongly agree","2006","(0) in school","Female","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","Male","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","Female","","","",""
"7 Strongly agree","2006","(1b) general elementary school","Male","","","",""
"7 Strongly agree","2006","(1b) general elementary school","Female","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","Male","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","Female","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","Male","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","Female","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","Male","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","Female","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","Male","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","Female","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","Male","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","Female","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","Male","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","Female","","","",""
"1 Strongly disagree","2007","(0) in school","Male","","","",""
"1 Strongly disagree","2007","(0) in school","Female","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","Male","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","Female","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","Male","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","Female","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","Male","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","Female","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","Male","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","Female","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","Male","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","Female","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","Male","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","Female","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","Male","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","Female","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","Male","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","Female","","","",""
"2 on scale 1-7 ","2007","(0) in school","Male","","","",""
"2 on scale 1-7 ","2007","(0) in school","Female","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","Male","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","Female","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","Male","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","Female","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","Male","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","Female","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","Male","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","Female","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","Male","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","Female","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","Male","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","Female","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","Male","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","Female","","","",""
"2 on scale 1-7 ","2007","(3b) higher tertiary education","Male","","","",""
"2 on scale 1-7 ","2007","(3b) higher tertiary education","Female","","","",""
"3 on scale 1-7 ","2007","(0) in school","Male","","","",""
"3 on scale 1-7 ","2007","(0) in school","Female","","","",""
"3 on scale 1-7 ","2007","(1a) inadequately completed","Male","","","",""
"3 on scale 1-7 ","2007","(1a) inadequately completed","Female","","","",""
"3 on scale 1-7 ","2007","(1b) general elementary school","Male","","","",""
"3 on scale 1-7 ","2007","(1b) general elementary school","Female","","","",""
"3 on scale 1-7 ","2007","(1c) basic vocational qualification","Male","","","",""
"3 on scale 1-7 ","2007","(1c) basic vocational qualification","Female","","","",""
"3 on scale 1-7 ","2007","(2b) intermediate general qualification","Male","","","",""
"3 on scale 1-7 ","2007","(2b) intermediate general qualification","Female","","","",""
"3 on scale 1-7 ","2007","(2a) intermediate vocational","Male","","","",""
"3 on scale 1-7 ","2007","(2a) intermediate vocational","Female","","","",""
"3 on scale 1-7 ","2007","(2c_gen) general maturity certificate","Male","","","",""
"3 on scale 1-7 ","2007","(2c_gen) general maturity certificate","Female","","","",""
"3 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"3 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"3 on scale 1-7 ","2007","(3a) lower tertiary education","Male","","","",""
"3 on scale 1-7 ","2007","(3a) lower tertiary education","Female","","","",""
