"plh0206i06","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","middle vocational","East Germany","146","0.0630038670463368","0.0537126938230904","0.0722950402695832"
"3 on scale 1-7 ","2005","vocational + Abi","West Germany","53","0.0525188369954369","0.0384663479718723","0.0665713260190015"
"3 on scale 1-7 ","2005","vocational + Abi","East Germany","5","","",""
"3 on scale 1-7 ","2005","higher vocational","West Germany","61","0.0496057683853773","0.036973883866103","0.0622376529046516"
"3 on scale 1-7 ","2005","higher vocational","East Germany","18","","",""
"3 on scale 1-7 ","2005","higher education","West Germany","114","0.0360470058909179","0.0292765964608406","0.0428174153209952"
"3 on scale 1-7 ","2005","higher education","East Germany","60","0.0530333108272807","0.0406150391241501","0.0654515825304112"
"4 on scale 1-7","2005","in school","West Germany","99","0.206866386659522","0.171326506381698","0.242406266937345"
"4 on scale 1-7","2005","in school","East Germany","28","","",""
"4 on scale 1-7","2005","inadequately","West Germany","45","0.150129913202188","0.102272293658455","0.197987532745921"
"4 on scale 1-7","2005","inadequately","East Germany","4","","",""
"4 on scale 1-7","2005","general elemantary","West Germany","359","0.177051702551464","0.160511851068803","0.193591554034126"
"4 on scale 1-7","2005","general elemantary","East Germany","73","0.206925692548899","0.16386581588782","0.249985569209977"
"4 on scale 1-7","2005","middle vocational","West Germany","1230","0.163517225670665","0.155210623845254","0.171823827496076"
"4 on scale 1-7","2005","middle vocational","East Germany","455","0.170233901588873","0.1558618448014","0.184605958376346"
"4 on scale 1-7","2005","vocational + Abi","West Germany","161","0.170975111898165","0.14725806321647","0.19469216057986"
"4 on scale 1-7","2005","vocational + Abi","East Germany","28","","",""
"4 on scale 1-7","2005","higher vocational","West Germany","185","0.172697785152278","0.150707764478759","0.194687805825797"
"4 on scale 1-7","2005","higher vocational","East Germany","65","0.171780759455775","0.135793250786541","0.207768268125009"
"4 on scale 1-7","2005","higher education","West Germany","397","0.141274774871017","0.128624154365866","0.153925395376168"
"4 on scale 1-7","2005","higher education","East Germany","170","0.145185996517781","0.12566429738643","0.164707695649133"
"5 on scale 1-7","2005","in school","West Germany","117","0.227652962273417","0.190862036707387","0.264443887839447"
"5 on scale 1-7","2005","in school","East Germany","40","0.258120408428216","0.187138193483771","0.329102623372661"
"5 on scale 1-7","2005","inadequately","West Germany","39","0.17538632034059","0.124433957311858","0.226338683369322"
"5 on scale 1-7","2005","inadequately","East Germany","1","","",""
"5 on scale 1-7","2005","general elemantary","West Germany","445","0.213988848184157","0.196218120953371","0.231759575414942"
"5 on scale 1-7","2005","general elemantary","East Germany","61","0.159216525643989","0.120325912756981","0.198107138530997"
"5 on scale 1-7","2005","middle vocational","West Germany","1680","0.216654971156151","0.207402153317716","0.225907788994585"
"5 on scale 1-7","2005","middle vocational","East Germany","556","0.207400887532644","0.191896659375715","0.222905115689573"
"5 on scale 1-7","2005","vocational + Abi","West Germany","236","0.231844724235951","0.205259916116633","0.258429532355268"
"5 on scale 1-7","2005","vocational + Abi","East Germany","39","0.275852101513197","0.206814302254032","0.344889900772361"
"5 on scale 1-7","2005","higher vocational","West Germany","263","0.241989612913777","0.217073166624372","0.266906059203183"
"5 on scale 1-7","2005","higher vocational","East Germany","107","0.238324790852474","0.197674712589584","0.278974869115365"
"5 on scale 1-7","2005","higher education","West Germany","691","0.228252557038136","0.213008595966503","0.243496518109769"
"5 on scale 1-7","2005","higher education","East Germany","278","0.222050827212556","0.199019379086027","0.245082275339085"
"6 on scale 1-7","2005","in school","West Germany","130","0.265465761605869","0.226721436677797","0.304210086533941"
"6 on scale 1-7","2005","in school","East Germany","31","0.210293898759228","0.144191419864999","0.276396377653457"
"6 on scale 1-7","2005","inadequately","West Germany","39","0.198436815795816","0.145002382224863","0.251871249366769"
"6 on scale 1-7","2005","inadequately","East Germany","","","",""
"6 on scale 1-7","2005","general elemantary","West Germany","445","0.212855955215644","0.195119562919594","0.230592347511695"
"6 on scale 1-7","2005","general elemantary","East Germany","68","0.189992101315227","0.148293543718071","0.231690658912384"
"6 on scale 1-7","2005","middle vocational","West Germany","1965","0.252906417232342","0.243143478479247","0.262669355985438"
"6 on scale 1-7","2005","middle vocational","East Germany","655","0.230431980488429","0.214328752684822","0.246535208292036"
"6 on scale 1-7","2005","vocational + Abi","West Germany","273","0.265877996774622","0.238046553280253","0.293709440268991"
"6 on scale 1-7","2005","vocational + Abi","East Germany","45","0.283856868376981","0.21421269755053","0.353501039203431"
"6 on scale 1-7","2005","higher vocational","West Germany","310","0.266923594860169","0.241188945007035","0.292658244713303"
"6 on scale 1-7","2005","higher vocational","East Germany","96","0.205246969833248","0.166712770570255","0.24378116909624"
"6 on scale 1-7","2005","higher education","West Germany","936","0.324461363068175","0.30745705374838","0.34146567238797"
"6 on scale 1-7","2005","higher education","East Germany","388","0.268829612863926","0.244261755250478","0.293397470477374"
"7 Strongly agree","2005","in school","West Germany","81","0.157285210980248","0.125341742518975","0.189228679441521"
"7 Strongly agree","2005","in school","East Germany","22","","",""
"7 Strongly agree","2005","inadequately","West Germany","54","0.270504166778288","0.210987364169914","0.330020969386663"
"7 Strongly agree","2005","inadequately","East Germany","8","","",""
"7 Strongly agree","2005","general elemantary","West Germany","495","0.239749948635155","0.221250756340117","0.258249140930194"
"7 Strongly agree","2005","general elemantary","East Germany","81","0.271135874986907","0.223883307391654","0.318388442582159"
"7 Strongly agree","2005","middle vocational","West Germany","1861","0.249169674126381","0.239454924058072","0.258884424194689"
"7 Strongly agree","2005","middle vocational","East Germany","637","0.255983676349559","0.239295248608565","0.272672104090553"
"7 Strongly agree","2005","vocational + Abi","West Germany","210","0.23913673772101","0.212265549558167","0.266007925883853"
"7 Strongly agree","2005","vocational + Abi","East Germany","31","0.143231155660291","0.0891201340169608","0.197342177303621"
"7 Strongly agree","2005","higher vocational","West Germany","268","0.224290106434846","0.200023732587365","0.248556480282328"
"7 Strongly agree","2005","higher vocational","East Germany","106","0.264851938599971","0.222752059198383","0.306951818001558"
"7 Strongly agree","2005","higher education","West Germany","706","0.246169577848734","0.230523466155182","0.261815689542287"
"7 Strongly agree","2005","higher education","East Germany","319","0.272140657261392","0.24747799921819","0.296803315304595"
"1 Strongly disagree","2006","in school","West Germany","","","",""
"1 Strongly disagree","2006","in school","East Germany","","","",""
"1 Strongly disagree","2006","inadequately","West Germany","","","",""
"1 Strongly disagree","2006","inadequately","East Germany","","","",""
"1 Strongly disagree","2006","general elemantary","West Germany","","","",""
"1 Strongly disagree","2006","general elemantary","East Germany","","","",""
"1 Strongly disagree","2006","middle vocational","West Germany","","","",""
"1 Strongly disagree","2006","middle vocational","East Germany","","","",""
"1 Strongly disagree","2006","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2006","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2006","higher vocational","West Germany","","","",""
"1 Strongly disagree","2006","higher vocational","East Germany","","","",""
"1 Strongly disagree","2006","higher education","West Germany","","","",""
"1 Strongly disagree","2006","higher education","East Germany","","","",""
"2 on scale 1-7 ","2006","in school","West Germany","","","",""
"2 on scale 1-7 ","2006","in school","East Germany","","","",""
"2 on scale 1-7 ","2006","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2006","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2006","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2006","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2006","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2006","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2006","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2006","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2006","higher education","West Germany","","","",""
"2 on scale 1-7 ","2006","higher education","East Germany","","","",""
"3 on scale 1-7 ","2006","in school","West Germany","","","",""
"3 on scale 1-7 ","2006","in school","East Germany","","","",""
"3 on scale 1-7 ","2006","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2006","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2006","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2006","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2006","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2006","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2006","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2006","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2006","higher education","West Germany","","","",""
"3 on scale 1-7 ","2006","higher education","East Germany","","","",""
"4 on scale 1-7","2006","in school","West Germany","","","",""
"4 on scale 1-7","2006","in school","East Germany","","","",""
"4 on scale 1-7","2006","inadequately","West Germany","","","",""
"4 on scale 1-7","2006","inadequately","East Germany","","","",""
"4 on scale 1-7","2006","general elemantary","West Germany","","","",""
"4 on scale 1-7","2006","general elemantary","East Germany","","","",""
"4 on scale 1-7","2006","middle vocational","West Germany","","","",""
"4 on scale 1-7","2006","middle vocational","East Germany","","","",""
"4 on scale 1-7","2006","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2006","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2006","higher vocational","West Germany","","","",""
"4 on scale 1-7","2006","higher vocational","East Germany","","","",""
"4 on scale 1-7","2006","higher education","West Germany","","","",""
"4 on scale 1-7","2006","higher education","East Germany","","","",""
"5 on scale 1-7","2006","in school","West Germany","","","",""
"5 on scale 1-7","2006","in school","East Germany","","","",""
"5 on scale 1-7","2006","inadequately","West Germany","","","",""
"5 on scale 1-7","2006","inadequately","East Germany","","","",""
"5 on scale 1-7","2006","general elemantary","West Germany","","","",""
"5 on scale 1-7","2006","general elemantary","East Germany","","","",""
"5 on scale 1-7","2006","middle vocational","West Germany","","","",""
"5 on scale 1-7","2006","middle vocational","East Germany","","","",""
"5 on scale 1-7","2006","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2006","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2006","higher vocational","West Germany","","","",""
"5 on scale 1-7","2006","higher vocational","East Germany","","","",""
"5 on scale 1-7","2006","higher education","West Germany","","","",""
"5 on scale 1-7","2006","higher education","East Germany","","","",""
"6 on scale 1-7","2006","in school","West Germany","","","",""
"6 on scale 1-7","2006","in school","East Germany","","","",""
"6 on scale 1-7","2006","inadequately","West Germany","","","",""
"6 on scale 1-7","2006","inadequately","East Germany","","","",""
"6 on scale 1-7","2006","general elemantary","West Germany","","","",""
"6 on scale 1-7","2006","general elemantary","East Germany","","","",""
"6 on scale 1-7","2006","middle vocational","West Germany","","","",""
"6 on scale 1-7","2006","middle vocational","East Germany","","","",""
"6 on scale 1-7","2006","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2006","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2006","higher vocational","West Germany","","","",""
"6 on scale 1-7","2006","higher vocational","East Germany","","","",""
"6 on scale 1-7","2006","higher education","West Germany","","","",""
"6 on scale 1-7","2006","higher education","East Germany","","","",""
"7 Strongly agree","2006","in school","West Germany","","","",""
"7 Strongly agree","2006","in school","East Germany","","","",""
"7 Strongly agree","2006","inadequately","West Germany","","","",""
"7 Strongly agree","2006","inadequately","East Germany","","","",""
"7 Strongly agree","2006","general elemantary","West Germany","","","",""
"7 Strongly agree","2006","general elemantary","East Germany","","","",""
"7 Strongly agree","2006","middle vocational","West Germany","","","",""
"7 Strongly agree","2006","middle vocational","East Germany","","","",""
"7 Strongly agree","2006","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2006","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2006","higher vocational","West Germany","","","",""
"7 Strongly agree","2006","higher vocational","East Germany","","","",""
"7 Strongly agree","2006","higher education","West Germany","","","",""
"7 Strongly agree","2006","higher education","East Germany","","","",""
"1 Strongly disagree","2007","in school","West Germany","","","",""
"1 Strongly disagree","2007","in school","East Germany","","","",""
"1 Strongly disagree","2007","inadequately","West Germany","","","",""
"1 Strongly disagree","2007","inadequately","East Germany","","","",""
"1 Strongly disagree","2007","general elemantary","West Germany","","","",""
"1 Strongly disagree","2007","general elemantary","East Germany","","","",""
"1 Strongly disagree","2007","middle vocational","West Germany","","","",""
"1 Strongly disagree","2007","middle vocational","East Germany","","","",""
"1 Strongly disagree","2007","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2007","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2007","higher vocational","West Germany","","","",""
"1 Strongly disagree","2007","higher vocational","East Germany","","","",""
"1 Strongly disagree","2007","higher education","West Germany","","","",""
"1 Strongly disagree","2007","higher education","East Germany","","","",""
"2 on scale 1-7 ","2007","in school","West Germany","","","",""
"2 on scale 1-7 ","2007","in school","East Germany","","","",""
"2 on scale 1-7 ","2007","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2007","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2007","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2007","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2007","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2007","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2007","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2007","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2007","higher education","West Germany","","","",""
"2 on scale 1-7 ","2007","higher education","East Germany","","","",""
"3 on scale 1-7 ","2007","in school","West Germany","","","",""
"3 on scale 1-7 ","2007","in school","East Germany","","","",""
"3 on scale 1-7 ","2007","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2007","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2007","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2007","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2007","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2007","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2007","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2007","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2007","higher education","West Germany","","","",""
"3 on scale 1-7 ","2007","higher education","East Germany","","","",""
"4 on scale 1-7","2007","in school","West Germany","","","",""
"4 on scale 1-7","2007","in school","East Germany","","","",""
"4 on scale 1-7","2007","inadequately","West Germany","","","",""
"4 on scale 1-7","2007","inadequately","East Germany","","","",""
"4 on scale 1-7","2007","general elemantary","West Germany","","","",""
"4 on scale 1-7","2007","general elemantary","East Germany","","","",""
"4 on scale 1-7","2007","middle vocational","West Germany","","","",""
"4 on scale 1-7","2007","middle vocational","East Germany","","","",""
"4 on scale 1-7","2007","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2007","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2007","higher vocational","West Germany","","","",""
"4 on scale 1-7","2007","higher vocational","East Germany","","","",""
"4 on scale 1-7","2007","higher education","West Germany","","","",""
"4 on scale 1-7","2007","higher education","East Germany","","","",""
"5 on scale 1-7","2007","in school","West Germany","","","",""
"5 on scale 1-7","2007","in school","East Germany","","","",""
"5 on scale 1-7","2007","inadequately","West Germany","","","",""
"5 on scale 1-7","2007","inadequately","East Germany","","","",""
"5 on scale 1-7","2007","general elemantary","West Germany","","","",""
"5 on scale 1-7","2007","general elemantary","East Germany","","","",""
"5 on scale 1-7","2007","middle vocational","West Germany","","","",""
"5 on scale 1-7","2007","middle vocational","East Germany","","","",""
"5 on scale 1-7","2007","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2007","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2007","higher vocational","West Germany","","","",""
"5 on scale 1-7","2007","higher vocational","East Germany","","","",""
"5 on scale 1-7","2007","higher education","West Germany","","","",""
"5 on scale 1-7","2007","higher education","East Germany","","","",""
"6 on scale 1-7","2007","in school","West Germany","","","",""
"6 on scale 1-7","2007","in school","East Germany","","","",""
"6 on scale 1-7","2007","inadequately","West Germany","","","",""
"6 on scale 1-7","2007","inadequately","East Germany","","","",""
"6 on scale 1-7","2007","general elemantary","West Germany","","","",""
"6 on scale 1-7","2007","general elemantary","East Germany","","","",""
"6 on scale 1-7","2007","middle vocational","West Germany","","","",""
"6 on scale 1-7","2007","middle vocational","East Germany","","","",""
"6 on scale 1-7","2007","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2007","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2007","higher vocational","West Germany","","","",""
"6 on scale 1-7","2007","higher vocational","East Germany","","","",""
"6 on scale 1-7","2007","higher education","West Germany","","","",""
"6 on scale 1-7","2007","higher education","East Germany","","","",""
"7 Strongly agree","2007","in school","West Germany","","","",""
"7 Strongly agree","2007","in school","East Germany","","","",""
"7 Strongly agree","2007","inadequately","West Germany","","","",""
"7 Strongly agree","2007","inadequately","East Germany","","","",""
"7 Strongly agree","2007","general elemantary","West Germany","","","",""
"7 Strongly agree","2007","general elemantary","East Germany","","","",""
"7 Strongly agree","2007","middle vocational","West Germany","","","",""
"7 Strongly agree","2007","middle vocational","East Germany","","","",""
"7 Strongly agree","2007","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2007","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2007","higher vocational","West Germany","","","",""
"7 Strongly agree","2007","higher vocational","East Germany","","","",""
"7 Strongly agree","2007","higher education","West Germany","","","",""
"7 Strongly agree","2007","higher education","East Germany","","","",""
"1 Strongly disagree","2008","in school","West Germany","","","",""
"1 Strongly disagree","2008","in school","East Germany","","","",""
"1 Strongly disagree","2008","inadequately","West Germany","","","",""
"1 Strongly disagree","2008","inadequately","East Germany","","","",""
"1 Strongly disagree","2008","general elemantary","West Germany","","","",""
"1 Strongly disagree","2008","general elemantary","East Germany","","","",""
"1 Strongly disagree","2008","middle vocational","West Germany","","","",""
"1 Strongly disagree","2008","middle vocational","East Germany","","","",""
"1 Strongly disagree","2008","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2008","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2008","higher vocational","West Germany","","","",""
"1 Strongly disagree","2008","higher vocational","East Germany","","","",""
"1 Strongly disagree","2008","higher education","West Germany","","","",""
"1 Strongly disagree","2008","higher education","East Germany","","","",""
"2 on scale 1-7 ","2008","in school","West Germany","","","",""
"2 on scale 1-7 ","2008","in school","East Germany","","","",""
"2 on scale 1-7 ","2008","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2008","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2008","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2008","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2008","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2008","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2008","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2008","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2008","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2008","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2008","higher education","West Germany","","","",""
"2 on scale 1-7 ","2008","higher education","East Germany","","","",""
"3 on scale 1-7 ","2008","in school","West Germany","","","",""
"3 on scale 1-7 ","2008","in school","East Germany","","","",""
"3 on scale 1-7 ","2008","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2008","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2008","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2008","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2008","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2008","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2008","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2008","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2008","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2008","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2008","higher education","West Germany","","","",""
"3 on scale 1-7 ","2008","higher education","East Germany","","","",""
"4 on scale 1-7","2008","in school","West Germany","","","",""
"4 on scale 1-7","2008","in school","East Germany","","","",""
"4 on scale 1-7","2008","inadequately","West Germany","","","",""
"4 on scale 1-7","2008","inadequately","East Germany","","","",""
"4 on scale 1-7","2008","general elemantary","West Germany","","","",""
"4 on scale 1-7","2008","general elemantary","East Germany","","","",""
"4 on scale 1-7","2008","middle vocational","West Germany","","","",""
"4 on scale 1-7","2008","middle vocational","East Germany","","","",""
"4 on scale 1-7","2008","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2008","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2008","higher vocational","West Germany","","","",""
"4 on scale 1-7","2008","higher vocational","East Germany","","","",""
"4 on scale 1-7","2008","higher education","West Germany","","","",""
"4 on scale 1-7","2008","higher education","East Germany","","","",""
"5 on scale 1-7","2008","in school","West Germany","","","",""
"5 on scale 1-7","2008","in school","East Germany","","","",""
"5 on scale 1-7","2008","inadequately","West Germany","","","",""
"5 on scale 1-7","2008","inadequately","East Germany","","","",""
"5 on scale 1-7","2008","general elemantary","West Germany","","","",""
"5 on scale 1-7","2008","general elemantary","East Germany","","","",""
"5 on scale 1-7","2008","middle vocational","West Germany","","","",""
"5 on scale 1-7","2008","middle vocational","East Germany","","","",""
"5 on scale 1-7","2008","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2008","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2008","higher vocational","West Germany","","","",""
"5 on scale 1-7","2008","higher vocational","East Germany","","","",""
"5 on scale 1-7","2008","higher education","West Germany","","","",""
"5 on scale 1-7","2008","higher education","East Germany","","","",""
"6 on scale 1-7","2008","in school","West Germany","","","",""
"6 on scale 1-7","2008","in school","East Germany","","","",""
"6 on scale 1-7","2008","inadequately","West Germany","","","",""
"6 on scale 1-7","2008","inadequately","East Germany","","","",""
"6 on scale 1-7","2008","general elemantary","West Germany","","","",""
"6 on scale 1-7","2008","general elemantary","East Germany","","","",""
"6 on scale 1-7","2008","middle vocational","West Germany","","","",""
"6 on scale 1-7","2008","middle vocational","East Germany","","","",""
"6 on scale 1-7","2008","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2008","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2008","higher vocational","West Germany","","","",""
"6 on scale 1-7","2008","higher vocational","East Germany","","","",""
"6 on scale 1-7","2008","higher education","West Germany","","","",""
"6 on scale 1-7","2008","higher education","East Germany","","","",""
"7 Strongly agree","2008","in school","West Germany","","","",""
"7 Strongly agree","2008","in school","East Germany","","","",""
"7 Strongly agree","2008","inadequately","West Germany","","","",""
"7 Strongly agree","2008","inadequately","East Germany","","","",""
"7 Strongly agree","2008","general elemantary","West Germany","","","",""
"7 Strongly agree","2008","general elemantary","East Germany","","","",""
"7 Strongly agree","2008","middle vocational","West Germany","","","",""
"7 Strongly agree","2008","middle vocational","East Germany","","","",""
"7 Strongly agree","2008","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2008","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2008","higher vocational","West Germany","","","",""
"7 Strongly agree","2008","higher vocational","East Germany","","","",""
"7 Strongly agree","2008","higher education","West Germany","","","",""
"7 Strongly agree","2008","higher education","East Germany","","","",""
"1 Strongly disagree","2009","in school","West Germany","","","",""
"1 Strongly disagree","2009","in school","East Germany","","","",""
"1 Strongly disagree","2009","inadequately","West Germany","","","",""
"1 Strongly disagree","2009","inadequately","East Germany","","","",""
"1 Strongly disagree","2009","general elemantary","West Germany","","","",""
"1 Strongly disagree","2009","general elemantary","East Germany","","","",""
"1 Strongly disagree","2009","middle vocational","West Germany","","","",""
"1 Strongly disagree","2009","middle vocational","East Germany","","","",""
"1 Strongly disagree","2009","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2009","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2009","higher vocational","West Germany","","","",""
"1 Strongly disagree","2009","higher vocational","East Germany","","","",""
"1 Strongly disagree","2009","higher education","West Germany","","","",""
"1 Strongly disagree","2009","higher education","East Germany","","","",""
"2 on scale 1-7 ","2009","in school","West Germany","","","",""
"2 on scale 1-7 ","2009","in school","East Germany","","","",""
"2 on scale 1-7 ","2009","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2009","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2009","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2009","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2009","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2009","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2009","vocational + Abi","West Germany","","","",""
