"plh0206i06","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2007","35-65 y.","Employed","","","",""
"4 on scale 1-7","2007","66 and older","Not Employed","","","",""
"4 on scale 1-7","2007","66 and older","Employed","","","",""
"5 on scale 1-7","2007","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2007","16-34 y.","Employed","","","",""
"5 on scale 1-7","2007","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2007","35-65 y.","Employed","","","",""
"5 on scale 1-7","2007","66 and older","Not Employed","","","",""
"5 on scale 1-7","2007","66 and older","Employed","","","",""
"6 on scale 1-7","2007","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2007","16-34 y.","Employed","","","",""
"6 on scale 1-7","2007","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2007","35-65 y.","Employed","","","",""
"6 on scale 1-7","2007","66 and older","Not Employed","","","",""
"6 on scale 1-7","2007","66 and older","Employed","","","",""
"7 Strongly agree","2007","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2007","16-34 y.","Employed","","","",""
"7 Strongly agree","2007","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2007","35-65 y.","Employed","","","",""
"7 Strongly agree","2007","66 and older","Not Employed","","","",""
"7 Strongly agree","2007","66 and older","Employed","","","",""
"1 Strongly disagree","2008","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2008","16-34 y.","Employed","","","",""
"1 Strongly disagree","2008","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2008","35-65 y.","Employed","","","",""
"1 Strongly disagree","2008","66 and older","Not Employed","","","",""
"1 Strongly disagree","2008","66 and older","Employed","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2008","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2008","66 and older","Employed","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2008","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2008","66 and older","Employed","","","",""
"4 on scale 1-7","2008","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2008","16-34 y.","Employed","","","",""
"4 on scale 1-7","2008","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2008","35-65 y.","Employed","","","",""
"4 on scale 1-7","2008","66 and older","Not Employed","","","",""
"4 on scale 1-7","2008","66 and older","Employed","","","",""
"5 on scale 1-7","2008","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2008","16-34 y.","Employed","","","",""
"5 on scale 1-7","2008","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2008","35-65 y.","Employed","","","",""
"5 on scale 1-7","2008","66 and older","Not Employed","","","",""
"5 on scale 1-7","2008","66 and older","Employed","","","",""
"6 on scale 1-7","2008","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2008","16-34 y.","Employed","","","",""
"6 on scale 1-7","2008","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2008","35-65 y.","Employed","","","",""
"6 on scale 1-7","2008","66 and older","Not Employed","","","",""
"6 on scale 1-7","2008","66 and older","Employed","","","",""
"7 Strongly agree","2008","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2008","16-34 y.","Employed","","","",""
"7 Strongly agree","2008","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2008","35-65 y.","Employed","","","",""
"7 Strongly agree","2008","66 and older","Not Employed","","","",""
"7 Strongly agree","2008","66 and older","Employed","","","",""
"1 Strongly disagree","2009","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2009","16-34 y.","Employed","","","",""
"1 Strongly disagree","2009","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2009","35-65 y.","Employed","","","",""
"1 Strongly disagree","2009","66 and older","Not Employed","","","",""
"1 Strongly disagree","2009","66 and older","Employed","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2009","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2009","66 and older","Employed","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2009","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2009","66 and older","Employed","","","",""
"4 on scale 1-7","2009","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2009","16-34 y.","Employed","","","",""
"4 on scale 1-7","2009","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2009","35-65 y.","Employed","","","",""
"4 on scale 1-7","2009","66 and older","Not Employed","","","",""
"4 on scale 1-7","2009","66 and older","Employed","","","",""
"5 on scale 1-7","2009","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2009","16-34 y.","Employed","","","",""
"5 on scale 1-7","2009","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2009","35-65 y.","Employed","","","",""
"5 on scale 1-7","2009","66 and older","Not Employed","","","",""
"5 on scale 1-7","2009","66 and older","Employed","","","",""
"6 on scale 1-7","2009","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2009","16-34 y.","Employed","","","",""
"6 on scale 1-7","2009","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2009","35-65 y.","Employed","","","",""
"6 on scale 1-7","2009","66 and older","Not Employed","","","",""
"6 on scale 1-7","2009","66 and older","Employed","","","",""
"7 Strongly agree","2009","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2009","16-34 y.","Employed","","","",""
"7 Strongly agree","2009","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2009","35-65 y.","Employed","","","",""
"7 Strongly agree","2009","66 and older","Not Employed","","","",""
"7 Strongly agree","2009","66 and older","Employed","","","",""
"1 Strongly disagree","2010","16-34 y.","Not Employed","30","0.0436984447731531","0.0303726138962879","0.0570242756500183"
"1 Strongly disagree","2010","16-34 y.","Employed","52","0.0141772638873167","0.00969471029338908","0.0186598174812442"
"1 Strongly disagree","2010","35-65 y.","Not Employed","72","0.0496585166408797","0.0392921333037584","0.0600248999780009"
"1 Strongly disagree","2010","35-65 y.","Employed","151","0.0204307252284416","0.0172002811690994","0.0236611692877838"
"1 Strongly disagree","2010","66 and older","Not Employed","116","0.0362916459574885","0.030276284053956","0.0423070078610209"
"1 Strongly disagree","2010","66 and older","Employed","4","","",""
"2 on scale 1-7 ","2010","16-34 y.","Not Employed","35","0.0272951051862966","0.0166733371562909","0.0379168732163023"
"2 on scale 1-7 ","2010","16-34 y.","Employed","93","0.0223236922319431","0.0167221137795936","0.0279252706842926"
"2 on scale 1-7 ","2010","35-65 y.","Not Employed","76","0.0529734104442451","0.0422853081171633","0.0636615127713269"
"2 on scale 1-7 ","2010","35-65 y.","Employed","230","0.0290418410148024","0.0252072850056874","0.0328763970239174"
"2 on scale 1-7 ","2010","66 and older","Not Employed","127","0.0335553175648415","0.0277629675987788","0.0393476675309042"
"2 on scale 1-7 ","2010","66 and older","Employed","9","","",""
"3 on scale 1-7 ","2010","16-34 y.","Not Employed","67","0.0817282022668274","0.063870093161781","0.0995863113718737"
"3 on scale 1-7 ","2010","16-34 y.","Employed","203","0.0735869919648922","0.0636870485657223","0.083486935364062"
"3 on scale 1-7 ","2010","35-65 y.","Not Employed","104","0.0590075683360924","0.0477631375910421","0.0702519990811426"
"3 on scale 1-7 ","2010","35-65 y.","Employed","475","0.0660159421481956","0.0603457614325608","0.0716861228638303"
"3 on scale 1-7 ","2010","66 and older","Not Employed","209","0.0644479021265567","0.0565497772255769","0.0723460270275365"
"3 on scale 1-7 ","2010","66 and older","Employed","19","","",""
"4 on scale 1-7","2010","16-34 y.","Not Employed","166","0.181452049088291","0.156329316417251","0.206574781759332"
"4 on scale 1-7","2010","16-34 y.","Employed","441","0.181691649987683","0.167071364943416","0.196311935031951"
"4 on scale 1-7","2010","35-65 y.","Not Employed","277","0.15876490569455","0.14132570821284","0.17620410317626"
"4 on scale 1-7","2010","35-65 y.","Employed","1136","0.155440591042893","0.147166885169171","0.163714296916615"
"4 on scale 1-7","2010","66 and older","Not Employed","597","0.165704314373792","0.153744828137728","0.177663800609856"
"4 on scale 1-7","2010","66 and older","Employed","52","0.199443856762451","0.154302867501133","0.24458484602377"
"5 on scale 1-7","2010","16-34 y.","Not Employed","212","0.21608712927843","0.189257651265218","0.242916607291642"
"5 on scale 1-7","2010","16-34 y.","Employed","666","0.240824829479775","0.224612273349738","0.257037385609811"
"5 on scale 1-7","2010","35-65 y.","Not Employed","371","0.212938482987143","0.193403098342334","0.232473867631952"
"5 on scale 1-7","2010","35-65 y.","Employed","1749","0.229500089645136","0.21989767441062","0.239102504879651"
"5 on scale 1-7","2010","66 and older","Not Employed","811","0.209331906872359","0.196246102063964","0.222417711680753"
"5 on scale 1-7","2010","66 and older","Employed","54","0.166685692689718","0.124582170885225","0.208789214494211"
"6 on scale 1-7","2010","16-34 y.","Not Employed","232","0.260207043591671","0.231606222850371","0.28880786433297"
"6 on scale 1-7","2010","16-34 y.","Employed","754","0.274620254506192","0.25769719587268","0.291543313139703"
"6 on scale 1-7","2010","35-65 y.","Not Employed","438","0.247662157622341","0.227064073406709","0.268260241837972"
"6 on scale 1-7","2010","35-65 y.","Employed","2171","0.287227274529843","0.276895114332426","0.29755943472726"
"6 on scale 1-7","2010","66 and older","Not Employed","963","0.2407971783231","0.227044407056911","0.254549949589288"
"6 on scale 1-7","2010","66 and older","Employed","90","0.243800032528243","0.195293520142704","0.292306544913782"
"7 Strongly agree","2010","16-34 y.","Not Employed","162","0.189532025815331","0.163983072824751","0.215080978805911"
"7 Strongly agree","2010","16-34 y.","Employed","463","0.192775317942198","0.177818032061658","0.207732603822738"
"7 Strongly agree","2010","35-65 y.","Not Employed","349","0.218994958274749","0.199260076603775","0.238729839945723"
"7 Strongly agree","2010","35-65 y.","Employed","1455","0.212343536390689","0.203004744454389","0.221682328326988"
"7 Strongly agree","2010","66 and older","Not Employed","890","0.249871734781863","0.235946197911228","0.263797271652498"
"7 Strongly agree","2010","66 and older","Employed","73","0.26793534361802","0.217902571513316","0.317968115722725"
"1 Strongly disagree","2011","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2011","16-34 y.","Employed","","","",""
"1 Strongly disagree","2011","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2011","35-65 y.","Employed","","","",""
"1 Strongly disagree","2011","66 and older","Not Employed","","","",""
"1 Strongly disagree","2011","66 and older","Employed","","","",""
"2 on scale 1-7 ","2011","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2011","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2011","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2011","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2011","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2011","66 and older","Employed","","","",""
"3 on scale 1-7 ","2011","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2011","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2011","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2011","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2011","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2011","66 and older","Employed","","","",""
"4 on scale 1-7","2011","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2011","16-34 y.","Employed","","","",""
"4 on scale 1-7","2011","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2011","35-65 y.","Employed","","","",""
"4 on scale 1-7","2011","66 and older","Not Employed","","","",""
"4 on scale 1-7","2011","66 and older","Employed","","","",""
"5 on scale 1-7","2011","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2011","16-34 y.","Employed","","","",""
"5 on scale 1-7","2011","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2011","35-65 y.","Employed","","","",""
"5 on scale 1-7","2011","66 and older","Not Employed","","","",""
"5 on scale 1-7","2011","66 and older","Employed","","","",""
"6 on scale 1-7","2011","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2011","16-34 y.","Employed","","","",""
"6 on scale 1-7","2011","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2011","35-65 y.","Employed","","","",""
"6 on scale 1-7","2011","66 and older","Not Employed","","","",""
"6 on scale 1-7","2011","66 and older","Employed","","","",""
"7 Strongly agree","2011","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2011","16-34 y.","Employed","","","",""
"7 Strongly agree","2011","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2011","35-65 y.","Employed","","","",""
"7 Strongly agree","2011","66 and older","Not Employed","","","",""
"7 Strongly agree","2011","66 and older","Employed","","","",""
"1 Strongly disagree","2012","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2012","16-34 y.","Employed","","","",""
"1 Strongly disagree","2012","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2012","35-65 y.","Employed","","","",""
"1 Strongly disagree","2012","66 and older","Not Employed","","","",""
"1 Strongly disagree","2012","66 and older","Employed","","","",""
"2 on scale 1-7 ","2012","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2012","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2012","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2012","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2012","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2012","66 and older","Employed","","","",""
"3 on scale 1-7 ","2012","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2012","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2012","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2012","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2012","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2012","66 and older","Employed","","","",""
"4 on scale 1-7","2012","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2012","16-34 y.","Employed","","","",""
"4 on scale 1-7","2012","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2012","35-65 y.","Employed","","","",""
"4 on scale 1-7","2012","66 and older","Not Employed","","","",""
"4 on scale 1-7","2012","66 and older","Employed","","","",""
"5 on scale 1-7","2012","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2012","16-34 y.","Employed","","","",""
"5 on scale 1-7","2012","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2012","35-65 y.","Employed","","","",""
"5 on scale 1-7","2012","66 and older","Not Employed","","","",""
"5 on scale 1-7","2012","66 and older","Employed","","","",""
"6 on scale 1-7","2012","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2012","16-34 y.","Employed","","","",""
"6 on scale 1-7","2012","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2012","35-65 y.","Employed","","","",""
"6 on scale 1-7","2012","66 and older","Not Employed","","","",""
"6 on scale 1-7","2012","66 and older","Employed","","","",""
"7 Strongly agree","2012","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2012","16-34 y.","Employed","","","",""
"7 Strongly agree","2012","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2012","35-65 y.","Employed","","","",""
"7 Strongly agree","2012","66 and older","Not Employed","","","",""
"7 Strongly agree","2012","66 and older","Employed","","","",""
"1 Strongly disagree","2013","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2013","16-34 y.","Employed","","","",""
"1 Strongly disagree","2013","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2013","35-65 y.","Employed","","","",""
"1 Strongly disagree","2013","66 and older","Not Employed","","","",""
"1 Strongly disagree","2013","66 and older","Employed","","","",""
"2 on scale 1-7 ","2013","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2013","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2013","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2013","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2013","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2013","66 and older","Employed","","","",""
"3 on scale 1-7 ","2013","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2013","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2013","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2013","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2013","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2013","66 and older","Employed","","","",""
"4 on scale 1-7","2013","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2013","16-34 y.","Employed","","","",""
"4 on scale 1-7","2013","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2013","35-65 y.","Employed","","","",""
"4 on scale 1-7","2013","66 and older","Not Employed","","","",""
"4 on scale 1-7","2013","66 and older","Employed","","","",""
"5 on scale 1-7","2013","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2013","16-34 y.","Employed","","","",""
"5 on scale 1-7","2013","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2013","35-65 y.","Employed","","","",""
"5 on scale 1-7","2013","66 and older","Not Employed","","","",""
"5 on scale 1-7","2013","66 and older","Employed","","","",""
"6 on scale 1-7","2013","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2013","16-34 y.","Employed","","","",""
"6 on scale 1-7","2013","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2013","35-65 y.","Employed","","","",""
"6 on scale 1-7","2013","66 and older","Not Employed","","","",""
"6 on scale 1-7","2013","66 and older","Employed","","","",""
"7 Strongly agree","2013","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2013","16-34 y.","Employed","","","",""
"7 Strongly agree","2013","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2013","35-65 y.","Employed","","","",""
"7 Strongly agree","2013","66 and older","Not Employed","","","",""
"7 Strongly agree","2013","66 and older","Employed","","","",""
"1 Strongly disagree","2014","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2014","16-34 y.","Employed","","","",""
"1 Strongly disagree","2014","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2014","35-65 y.","Employed","","","",""
"1 Strongly disagree","2014","66 and older","Not Employed","","","",""
"1 Strongly disagree","2014","66 and older","Employed","","","",""
"2 on scale 1-7 ","2014","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2014","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2014","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2014","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2014","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2014","66 and older","Employed","","","",""
"3 on scale 1-7 ","2014","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2014","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2014","35-65 y.","Not Employed","","","",""
