"plh0206i06","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","Single parent ","no migration background","36","0.0424849353396995","0.0292637735387596","0.0557060971406394"
"2 on scale 1-7 ","2005","Single parent ","direct migration background","6","","",""
"2 on scale 1-7 ","2005","Single parent ","indirect migration background","3","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","136","0.0406151144855283","0.0335538411328425","0.0476763878382141"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","12","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","3","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","100","0.0316065475532393","0.0253782468123882","0.0378348482940905"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","12","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","35","0.0343105792380136","0.02439281649549","0.0442283419805371"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","11","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","1","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","no migration background","132","0.0521393563587523","0.0436720713364478","0.0606066413810568"
"3 on scale 1-7 ","2005","1-pers.-HH","direct migration background","11","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","4","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","331","0.0549667563147141","0.0492917547693172","0.060641757860111"
"3 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","33","0.0383243171465197","0.024061838697582","0.0525867955954573"
"3 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","5","","",""
"3 on scale 1-7 ","2005","Single parent ","no migration background","56","0.0600741803752339","0.0444976743075025","0.0756506864429654"
"3 on scale 1-7 ","2005","Single parent ","direct migration background","9","","",""
"3 on scale 1-7 ","2005","Single parent ","indirect migration background","8","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","168","0.0553527408553783","0.0471728568229728","0.0635326248877837"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","33","0.0456220223909471","0.0277559158750434","0.0634881289068508"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","7","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","182","0.067613748216358","0.0586751264762758","0.0765523699564402"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","25","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","11","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","95","0.0813522513892092","0.0664572602724606","0.0962472425059578"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","14","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","6","","",""
"4 on scale 1-7","2005","1-pers.-HH","no migration background","422","0.163285505409513","0.149207161687752","0.177363849131275"
"4 on scale 1-7","2005","1-pers.-HH","direct migration background","35","0.210922735372445","0.156006390564322","0.265839080180568"
"4 on scale 1-7","2005","1-pers.-HH","indirect migration background","20","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","no migration background","955","0.149960137826291","0.141070174937059","0.158850100715524"
"4 on scale 1-7","2005","(Married) couple without C. ","direct migration background","103","0.149456658695665","0.122968648794535","0.175944668596795"
"4 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","15","","",""
"4 on scale 1-7","2005","Single parent ","no migration background","146","0.171315846756229","0.146617230802639","0.196014462709819"
"4 on scale 1-7","2005","Single parent ","direct migration background","23","","",""
"4 on scale 1-7","2005","Single parent ","indirect migration background","16","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","472","0.161841909868509","0.148666891932155","0.175016927804863"
"4 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","78","0.185485787960903","0.152205498082909","0.218766077838897"
"4 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","33","0.166767641608386","0.11169565864079","0.221839624575982"
"4 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","530","0.193281119667223","0.179223527168325","0.207338712166121"
"4 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","60","0.17881169039839","0.141352844046299","0.216270536750481"
"4 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","41","0.264520930028983","0.204141871060275","0.32489998899769"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","241","0.175707622714473","0.154972008886379","0.196443236542567"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","direct migration background","40","0.122769838478228","0.0846025294759794","0.160937147480477"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","indirect migration background","29","","",""
"5 on scale 1-7","2005","1-pers.-HH","no migration background","580","0.211868873441181","0.196304848457378","0.227432898424985"
"5 on scale 1-7","2005","1-pers.-HH","direct migration background","38","0.176178541450301","0.124895565929269","0.227461516971333"
"5 on scale 1-7","2005","1-pers.-HH","indirect migration background","17","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","no migration background","1371","0.220235121120206","0.209916598740518","0.230553643499895"
"5 on scale 1-7","2005","(Married) couple without C. ","direct migration background","127","0.185575790073196","0.156693643481744","0.214457936664647"
"5 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","29","","",""
"5 on scale 1-7","2005","Single parent ","no migration background","197","0.207494748903627","0.180912974914969","0.234076522892285"
"5 on scale 1-7","2005","Single parent ","direct migration background","21","","",""
"5 on scale 1-7","2005","Single parent ","indirect migration background","22","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","745","0.256251375685579","0.24063468754898","0.271868063822179"
"5 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","97","0.181478215108804","0.148478528276314","0.214477901941293"
"5 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","35","0.185821179761956","0.128356728495495","0.243285631028418"
"5 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","687","0.217689331504811","0.202997926811134","0.232380736198487"
"5 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","99","0.253122797186353","0.210619238192812","0.295626356179894"
"5 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","42","0.17920349485917","0.126703151067166","0.231703838651174"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","295","0.214851120145852","0.192472888159346","0.237229352132358"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","direct migration background","63","0.215639633623233","0.167808460352626","0.263470806893841"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","indirect migration background","31","0.245669649259028","0.17050400878145","0.320835289736607"
"6 on scale 1-7","2005","1-pers.-HH","no migration background","694","0.261610969323924","0.244870805887023","0.278351132760825"
"6 on scale 1-7","2005","1-pers.-HH","direct migration background","43","0.169372430323284","0.118882509330246","0.219862351316322"
"6 on scale 1-7","2005","1-pers.-HH","indirect migration background","21","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","no migration background","1660","0.257894805084483","0.247001832280305","0.268787777888661"
"6 on scale 1-7","2005","(Married) couple without C. ","direct migration background","178","0.22431509951978","0.193325540642954","0.255304658396606"
"6 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","26","","",""
"6 on scale 1-7","2005","Single parent ","no migration background","226","0.240585194537717","0.212566150723271","0.268604238352163"
"6 on scale 1-7","2005","Single parent ","direct migration background","27","","",""
"6 on scale 1-7","2005","Single parent ","indirect migration background","12","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","835","0.261845468143352","0.246118720312671","0.277572215974034"
"6 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","124","0.220868297539769","0.185349800751824","0.256386794327714"
"6 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","47","0.257877550525913","0.193247229967384","0.322507871084442"
"6 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","841","0.27128192490389","0.255453222172988","0.287110627634793"
"6 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","91","0.201864775656435","0.162627072686745","0.241102478626124"
"6 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","49","0.21115560800564","0.15528696256973","0.267024253441551"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","338","0.253208033834542","0.229515063429566","0.276901004239519"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","direct migration background","82","0.341003898996076","0.285871103241859","0.396136694750292"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","indirect migration background","24","","",""
"7 Strongly agree","2005","1-pers.-HH","no migration background","670","0.252008389188069","0.235471837094168","0.268544941281969"
"7 Strongly agree","2005","1-pers.-HH","direct migration background","69","0.333029731185418","0.269588018104086","0.39647144426675"
"7 Strongly agree","2005","1-pers.-HH","indirect migration background","31","0.357560012408291","0.2606709131218","0.454449111694782"
"7 Strongly agree","2005","(Married) couple without C. ","no migration background","1583","0.259583610698208","0.248667472312053","0.270499749084364"
"7 Strongly agree","2005","(Married) couple without C. ","direct migration background","216","0.348572905600733","0.313171280920328","0.383974530281138"
"7 Strongly agree","2005","(Married) couple without C. ","indirect migration background","33","0.302084023689031","0.218164189024254","0.386003858353808"
"7 Strongly agree","2005","Single parent ","no migration background","205","0.238501837482181","0.210566133110941","0.266437541853422"
"7 Strongly agree","2005","Single parent ","direct migration background","35","0.240403887117924","0.165189770690335","0.315618003545513"
"7 Strongly agree","2005","Single parent ","indirect migration background","13","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","no migration background","578","0.191687870642988","0.177606996669471","0.205768744616505"
"7 Strongly agree","2005","Couple + C. LE 16 ","direct migration background","164","0.316667036320476","0.276837975844712","0.35649609679624"
"7 Strongly agree","2005","Couple + C. LE 16 ","indirect migration background","48","0.277831466438529","0.211655277392973","0.344007655484086"
"7 Strongly agree","2005","Couple + C. GT 16 ","no migration background","633","0.193458492130599","0.179395997051715","0.207520987209483"
"7 Strongly agree","2005","Couple + C. GT 16 ","direct migration background","110","0.260650762841913","0.217737713184262","0.303563812499564"
"7 Strongly agree","2005","Couple + C. GT 16 ","indirect migration background","53","0.233401760879214","0.175497951871322","0.291305569887106"
"7 Strongly agree","2005","Couple + C. LE and GT 16","no migration background","256","0.204174055142327","0.182211125169097","0.226136985115556"
"7 Strongly agree","2005","Couple + C. LE and GT 16","direct migration background","68","0.190782184262042","0.145084883589545","0.236479484934539"
"7 Strongly agree","2005","Couple + C. LE and GT 16","indirect migration background","32","0.247945401853345","0.172546410998619","0.32334439270807"
"1 Strongly disagree","2006","1-pers.-HH","no migration background","","","",""
"1 Strongly disagree","2006","1-pers.-HH","direct migration background","","","",""
"1 Strongly disagree","2006","1-pers.-HH","indirect migration background","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","no migration background","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","direct migration background","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","indirect migration background","","","",""
"1 Strongly disagree","2006","Single parent ","no migration background","","","",""
"1 Strongly disagree","2006","Single parent ","direct migration background","","","",""
"1 Strongly disagree","2006","Single parent ","indirect migration background","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","no migration background","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","direct migration background","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"1 Strongly disagree","2006","Couple + C. GT 16 ","no migration background","","","",""
"1 Strongly disagree","2006","Couple + C. GT 16 ","direct migration background","","","",""
"1 Strongly disagree","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","no migration background","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","no migration background","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","direct migration background","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","indirect migration background","","","",""
"2 on scale 1-7 ","2006","(Married) couple without C. ","no migration background","","","",""
"2 on scale 1-7 ","2006","(Married) couple without C. ","direct migration background","","","",""
"2 on scale 1-7 ","2006","(Married) couple without C. ","indirect migration background","","","",""
"2 on scale 1-7 ","2006","Single parent ","no migration background","","","",""
"2 on scale 1-7 ","2006","Single parent ","direct migration background","","","",""
"2 on scale 1-7 ","2006","Single parent ","indirect migration background","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","no migration background","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","direct migration background","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","no migration background","","","",""
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","direct migration background","","","",""
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","no migration background","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"3 on scale 1-7 ","2006","1-pers.-HH","no migration background","","","",""
"3 on scale 1-7 ","2006","1-pers.-HH","direct migration background","","","",""
"3 on scale 1-7 ","2006","1-pers.-HH","indirect migration background","","","",""
"3 on scale 1-7 ","2006","(Married) couple without C. ","no migration background","","","",""
"3 on scale 1-7 ","2006","(Married) couple without C. ","direct migration background","","","",""
"3 on scale 1-7 ","2006","(Married) couple without C. ","indirect migration background","","","",""
"3 on scale 1-7 ","2006","Single parent ","no migration background","","","",""
"3 on scale 1-7 ","2006","Single parent ","direct migration background","","","",""
"3 on scale 1-7 ","2006","Single parent ","indirect migration background","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","no migration background","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","direct migration background","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","no migration background","","","",""
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","direct migration background","","","",""
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","no migration background","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"4 on scale 1-7","2006","1-pers.-HH","no migration background","","","",""
"4 on scale 1-7","2006","1-pers.-HH","direct migration background","","","",""
"4 on scale 1-7","2006","1-pers.-HH","indirect migration background","","","",""
"4 on scale 1-7","2006","(Married) couple without C. ","no migration background","","","",""
"4 on scale 1-7","2006","(Married) couple without C. ","direct migration background","","","",""
"4 on scale 1-7","2006","(Married) couple without C. ","indirect migration background","","","",""
"4 on scale 1-7","2006","Single parent ","no migration background","","","",""
"4 on scale 1-7","2006","Single parent ","direct migration background","","","",""
"4 on scale 1-7","2006","Single parent ","indirect migration background","","","",""
"4 on scale 1-7","2006","Couple + C. LE 16 ","no migration background","","","",""
"4 on scale 1-7","2006","Couple + C. LE 16 ","direct migration background","","","",""
"4 on scale 1-7","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"4 on scale 1-7","2006","Couple + C. GT 16 ","no migration background","","","",""
"4 on scale 1-7","2006","Couple + C. GT 16 ","direct migration background","","","",""
"4 on scale 1-7","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"4 on scale 1-7","2006","Couple + C. LE and GT 16","no migration background","","","",""
"4 on scale 1-7","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"4 on scale 1-7","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"5 on scale 1-7","2006","1-pers.-HH","no migration background","","","",""
"5 on scale 1-7","2006","1-pers.-HH","direct migration background","","","",""
"5 on scale 1-7","2006","1-pers.-HH","indirect migration background","","","",""
"5 on scale 1-7","2006","(Married) couple without C. ","no migration background","","","",""
"5 on scale 1-7","2006","(Married) couple without C. ","direct migration background","","","",""
"5 on scale 1-7","2006","(Married) couple without C. ","indirect migration background","","","",""
"5 on scale 1-7","2006","Single parent ","no migration background","","","",""
"5 on scale 1-7","2006","Single parent ","direct migration background","","","",""
"5 on scale 1-7","2006","Single parent ","indirect migration background","","","",""
"5 on scale 1-7","2006","Couple + C. LE 16 ","no migration background","","","",""
"5 on scale 1-7","2006","Couple + C. LE 16 ","direct migration background","","","",""
"5 on scale 1-7","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"5 on scale 1-7","2006","Couple + C. GT 16 ","no migration background","","","",""
"5 on scale 1-7","2006","Couple + C. GT 16 ","direct migration background","","","",""
"5 on scale 1-7","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"5 on scale 1-7","2006","Couple + C. LE and GT 16","no migration background","","","",""
"5 on scale 1-7","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"5 on scale 1-7","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"6 on scale 1-7","2006","1-pers.-HH","no migration background","","","",""
"6 on scale 1-7","2006","1-pers.-HH","direct migration background","","","",""
"6 on scale 1-7","2006","1-pers.-HH","indirect migration background","","","",""
"6 on scale 1-7","2006","(Married) couple without C. ","no migration background","","","",""
"6 on scale 1-7","2006","(Married) couple without C. ","direct migration background","","","",""
"6 on scale 1-7","2006","(Married) couple without C. ","indirect migration background","","","",""
"6 on scale 1-7","2006","Single parent ","no migration background","","","",""
"6 on scale 1-7","2006","Single parent ","direct migration background","","","",""
"6 on scale 1-7","2006","Single parent ","indirect migration background","","","",""
"6 on scale 1-7","2006","Couple + C. LE 16 ","no migration background","","","",""
"6 on scale 1-7","2006","Couple + C. LE 16 ","direct migration background","","","",""
"6 on scale 1-7","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"6 on scale 1-7","2006","Couple + C. GT 16 ","no migration background","","","",""
"6 on scale 1-7","2006","Couple + C. GT 16 ","direct migration background","","","",""
"6 on scale 1-7","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"6 on scale 1-7","2006","Couple + C. LE and GT 16","no migration background","","","",""
"6 on scale 1-7","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"6 on scale 1-7","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"7 Strongly agree","2006","1-pers.-HH","no migration background","","","",""
"7 Strongly agree","2006","1-pers.-HH","direct migration background","","","",""
"7 Strongly agree","2006","1-pers.-HH","indirect migration background","","","",""
"7 Strongly agree","2006","(Married) couple without C. ","no migration background","","","",""
"7 Strongly agree","2006","(Married) couple without C. ","direct migration background","","","",""
"7 Strongly agree","2006","(Married) couple without C. ","indirect migration background","","","",""
"7 Strongly agree","2006","Single parent ","no migration background","","","",""
"7 Strongly agree","2006","Single parent ","direct migration background","","","",""
"7 Strongly agree","2006","Single parent ","indirect migration background","","","",""
"7 Strongly agree","2006","Couple + C. LE 16 ","no migration background","","","",""
"7 Strongly agree","2006","Couple + C. LE 16 ","direct migration background","","","",""
"7 Strongly agree","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"7 Strongly agree","2006","Couple + C. GT 16 ","no migration background","","","",""
"7 Strongly agree","2006","Couple + C. GT 16 ","direct migration background","","","",""
"7 Strongly agree","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"7 Strongly agree","2006","Couple + C. LE and GT 16","no migration background","","","",""
"7 Strongly agree","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"7 Strongly agree","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"1 Strongly disagree","2007","1-pers.-HH","no migration background","","","",""
"1 Strongly disagree","2007","1-pers.-HH","direct migration background","","","",""
"1 Strongly disagree","2007","1-pers.-HH","indirect migration background","","","",""
"1 Strongly disagree","2007","(Married) couple without C. ","no migration background","","","",""
"1 Strongly disagree","2007","(Married) couple without C. ","direct migration background","","","",""
"1 Strongly disagree","2007","(Married) couple without C. ","indirect migration background","","","",""
"1 Strongly disagree","2007","Single parent ","no migration background","","","",""
"1 Strongly disagree","2007","Single parent ","direct migration background","","","",""
"1 Strongly disagree","2007","Single parent ","indirect migration background","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","no migration background","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","direct migration background","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","no migration background","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","direct migration background","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","no migration background","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","no migration background","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","direct migration background","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","indirect migration background","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","no migration background","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","direct migration background","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","indirect migration background","","","",""
"2 on scale 1-7 ","2007","Single parent ","no migration background","","","",""
"2 on scale 1-7 ","2007","Single parent ","direct migration background","","","",""
"2 on scale 1-7 ","2007","Single parent ","indirect migration background","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","no migration background","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","direct migration background","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","no migration background","","","",""
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","direct migration background","","","",""
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","no migration background","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"3 on scale 1-7 ","2007","1-pers.-HH","no migration background","","","",""
"3 on scale 1-7 ","2007","1-pers.-HH","direct migration background","","","",""
"3 on scale 1-7 ","2007","1-pers.-HH","indirect migration background","","","",""
"3 on scale 1-7 ","2007","(Married) couple without C. ","no migration background","","","",""
"3 on scale 1-7 ","2007","(Married) couple without C. ","direct migration background","","","",""
"3 on scale 1-7 ","2007","(Married) couple without C. ","indirect migration background","","","",""
"3 on scale 1-7 ","2007","Single parent ","no migration background","","","",""
"3 on scale 1-7 ","2007","Single parent ","direct migration background","","","",""
"3 on scale 1-7 ","2007","Single parent ","indirect migration background","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","no migration background","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","direct migration background","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","no migration background","","","",""
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","direct migration background","","","",""
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","no migration background","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"4 on scale 1-7","2007","1-pers.-HH","no migration background","","","",""
"4 on scale 1-7","2007","1-pers.-HH","direct migration background","","","",""
"4 on scale 1-7","2007","1-pers.-HH","indirect migration background","","","",""
"4 on scale 1-7","2007","(Married) couple without C. ","no migration background","","","",""
"4 on scale 1-7","2007","(Married) couple without C. ","direct migration background","","","",""
"4 on scale 1-7","2007","(Married) couple without C. ","indirect migration background","","","",""
"4 on scale 1-7","2007","Single parent ","no migration background","","","",""
"4 on scale 1-7","2007","Single parent ","direct migration background","","","",""
"4 on scale 1-7","2007","Single parent ","indirect migration background","","","",""
"4 on scale 1-7","2007","Couple + C. LE 16 ","no migration background","","","",""
"4 on scale 1-7","2007","Couple + C. LE 16 ","direct migration background","","","",""
"4 on scale 1-7","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"4 on scale 1-7","2007","Couple + C. GT 16 ","no migration background","","","",""
"4 on scale 1-7","2007","Couple + C. GT 16 ","direct migration background","","","",""
"4 on scale 1-7","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"4 on scale 1-7","2007","Couple + C. LE and GT 16","no migration background","","","",""
"4 on scale 1-7","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"4 on scale 1-7","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"5 on scale 1-7","2007","1-pers.-HH","no migration background","","","",""
"5 on scale 1-7","2007","1-pers.-HH","direct migration background","","","",""
"5 on scale 1-7","2007","1-pers.-HH","indirect migration background","","","",""
"5 on scale 1-7","2007","(Married) couple without C. ","no migration background","","","",""
"5 on scale 1-7","2007","(Married) couple without C. ","direct migration background","","","",""
"5 on scale 1-7","2007","(Married) couple without C. ","indirect migration background","","","",""
"5 on scale 1-7","2007","Single parent ","no migration background","","","",""
"5 on scale 1-7","2007","Single parent ","direct migration background","","","",""
