"plh0206i06","year","education","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2006","secondary school degree","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Other degree","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","secondary school degree","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Other degree","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","lower secondary degree","","","",""
"4 on scale 1-7","2006","secondary school degree","","","",""
"4 on scale 1-7","2006","college entrance qualification","","","",""
"4 on scale 1-7","2006","Other degree","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","lower secondary degree","","","",""
"5 on scale 1-7","2006","secondary school degree","","","",""
"5 on scale 1-7","2006","college entrance qualification","","","",""
"5 on scale 1-7","2006","Other degree","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","lower secondary degree","","","",""
"6 on scale 1-7","2006","secondary school degree","","","",""
"6 on scale 1-7","2006","college entrance qualification","","","",""
"6 on scale 1-7","2006","Other degree","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","","","",""
"7 Strongly agree","2006","lower secondary degree","","","",""
"7 Strongly agree","2006","secondary school degree","","","",""
"7 Strongly agree","2006","college entrance qualification","","","",""
"7 Strongly agree","2006","Other degree","","","",""
"7 Strongly agree","2006","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","lower secondary degree","","","",""
"1 Strongly disagree","2007","secondary school degree","","","",""
"1 Strongly disagree","2007","college entrance qualification","","","",""
"1 Strongly disagree","2007","Other degree","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","","","",""
"2 on scale 1-7 ","2007","secondary school degree","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","","","",""
"2 on scale 1-7 ","2007","Other degree","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","","","",""
"3 on scale 1-7 ","2007","secondary school degree","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","","","",""
"3 on scale 1-7 ","2007","Other degree","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","","","",""
"4 on scale 1-7","2007","lower secondary degree","","","",""
"4 on scale 1-7","2007","secondary school degree","","","",""
"4 on scale 1-7","2007","college entrance qualification","","","",""
"4 on scale 1-7","2007","Other degree","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","","","",""
"5 on scale 1-7","2007","lower secondary degree","","","",""
"5 on scale 1-7","2007","secondary school degree","","","",""
"5 on scale 1-7","2007","college entrance qualification","","","",""
"5 on scale 1-7","2007","Other degree","","","",""
"5 on scale 1-7","2007","no degree/no degree yet","","","",""
"6 on scale 1-7","2007","lower secondary degree","","","",""
"6 on scale 1-7","2007","secondary school degree","","","",""
"6 on scale 1-7","2007","college entrance qualification","","","",""
"6 on scale 1-7","2007","Other degree","","","",""
"6 on scale 1-7","2007","no degree/no degree yet","","","",""
"7 Strongly agree","2007","lower secondary degree","","","",""
"7 Strongly agree","2007","secondary school degree","","","",""
"7 Strongly agree","2007","college entrance qualification","","","",""
"7 Strongly agree","2007","Other degree","","","",""
"7 Strongly agree","2007","no degree/no degree yet","","","",""
"1 Strongly disagree","2008","lower secondary degree","","","",""
"1 Strongly disagree","2008","secondary school degree","","","",""
"1 Strongly disagree","2008","college entrance qualification","","","",""
"1 Strongly disagree","2008","Other degree","","","",""
"1 Strongly disagree","2008","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2008","lower secondary degree","","","",""
"2 on scale 1-7 ","2008","secondary school degree","","","",""
"2 on scale 1-7 ","2008","college entrance qualification","","","",""
"2 on scale 1-7 ","2008","Other degree","","","",""
"2 on scale 1-7 ","2008","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2008","lower secondary degree","","","",""
"3 on scale 1-7 ","2008","secondary school degree","","","",""
"3 on scale 1-7 ","2008","college entrance qualification","","","",""
"3 on scale 1-7 ","2008","Other degree","","","",""
"3 on scale 1-7 ","2008","no degree/no degree yet","","","",""
"4 on scale 1-7","2008","lower secondary degree","","","",""
"4 on scale 1-7","2008","secondary school degree","","","",""
"4 on scale 1-7","2008","college entrance qualification","","","",""
"4 on scale 1-7","2008","Other degree","","","",""
"4 on scale 1-7","2008","no degree/no degree yet","","","",""
"5 on scale 1-7","2008","lower secondary degree","","","",""
"5 on scale 1-7","2008","secondary school degree","","","",""
"5 on scale 1-7","2008","college entrance qualification","","","",""
"5 on scale 1-7","2008","Other degree","","","",""
"5 on scale 1-7","2008","no degree/no degree yet","","","",""
"6 on scale 1-7","2008","lower secondary degree","","","",""
"6 on scale 1-7","2008","secondary school degree","","","",""
"6 on scale 1-7","2008","college entrance qualification","","","",""
"6 on scale 1-7","2008","Other degree","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","","","",""
"7 Strongly agree","2008","lower secondary degree","","","",""
"7 Strongly agree","2008","secondary school degree","","","",""
"7 Strongly agree","2008","college entrance qualification","","","",""
"7 Strongly agree","2008","Other degree","","","",""
"7 Strongly agree","2008","no degree/no degree yet","","","",""
"1 Strongly disagree","2009","lower secondary degree","","","",""
"1 Strongly disagree","2009","secondary school degree","","","",""
"1 Strongly disagree","2009","college entrance qualification","","","",""
"1 Strongly disagree","2009","Other degree","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","","","",""
"2 on scale 1-7 ","2009","secondary school degree","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","","","",""
"2 on scale 1-7 ","2009","Other degree","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","","","",""
"3 on scale 1-7 ","2009","secondary school degree","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","","","",""
"3 on scale 1-7 ","2009","Other degree","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","","","",""
"4 on scale 1-7","2009","lower secondary degree","","","",""
"4 on scale 1-7","2009","secondary school degree","","","",""
"4 on scale 1-7","2009","college entrance qualification","","","",""
"4 on scale 1-7","2009","Other degree","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","","","",""
"5 on scale 1-7","2009","lower secondary degree","","","",""
"5 on scale 1-7","2009","secondary school degree","","","",""
"5 on scale 1-7","2009","college entrance qualification","","","",""
"5 on scale 1-7","2009","Other degree","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","","","",""
"6 on scale 1-7","2009","lower secondary degree","","","",""
"6 on scale 1-7","2009","secondary school degree","","","",""
"6 on scale 1-7","2009","college entrance qualification","","","",""
"6 on scale 1-7","2009","Other degree","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","","","",""
"7 Strongly agree","2009","lower secondary degree","","","",""
"7 Strongly agree","2009","secondary school degree","","","",""
"7 Strongly agree","2009","college entrance qualification","","","",""
"7 Strongly agree","2009","Other degree","","","",""
"7 Strongly agree","2009","no degree/no degree yet","","","",""
"1 Strongly disagree","2010","lower secondary degree","198","0.0377697133296306","0.0326570386717576","0.0428823879875036"
"1 Strongly disagree","2010","secondary school degree","108","0.0230793776721299","0.0189363660302399","0.0272223893140199"
"1 Strongly disagree","2010","college entrance qualification","64","0.0152067184920021","0.011694304690405","0.0187191322935992"
"1 Strongly disagree","2010","Other degree","19","","",""
"1 Strongly disagree","2010","no degree/no degree yet","14","","",""
"2 on scale 1-7 ","2010","lower secondary degree","204","0.0375893084937026","0.0324883805380412","0.0426902364493639"
"2 on scale 1-7 ","2010","secondary school degree","205","0.0375150928758786","0.0322721582212886","0.0427580275304685"
"2 on scale 1-7 ","2010","college entrance qualification","95","0.0140328101478555","0.0106566818690001","0.0174089384267109"
"2 on scale 1-7 ","2010","Other degree","24","","",""
"2 on scale 1-7 ","2010","no degree/no degree yet","18","","",""
"3 on scale 1-7 ","2010","lower secondary degree","373","0.0652096452569622","0.0585882451396477","0.0718310453742766"
"3 on scale 1-7 ","2010","secondary school degree","324","0.0673977621083574","0.0604803216008715","0.0743152026158433"
"3 on scale 1-7 ","2010","college entrance qualification","272","0.0681979486237073","0.0609625432166018","0.0754333540308128"
"3 on scale 1-7 ","2010","Other degree","45","0.0569412313478774","0.0399319434476095","0.0739505192481452"
"3 on scale 1-7 ","2010","no degree/no degree yet","30","0.0638760876126121","0.0402639499554502","0.087488225269774"
"4 on scale 1-7","2010","lower secondary degree","925","0.172409389879293","0.16227902620013","0.182539753558455"
"4 on scale 1-7","2010","secondary school degree","869","0.176187427037673","0.165675650195664","0.186699203879682"
"4 on scale 1-7","2010","college entrance qualification","637","0.143824548822946","0.133752605363919","0.153896492281974"
"4 on scale 1-7","2010","Other degree","94","0.164534506823416","0.137320274901542","0.191748738745289"
"4 on scale 1-7","2010","no degree/no degree yet","68","0.18519455088545","0.147685113736467","0.222703988034433"
"5 on scale 1-7","2010","lower secondary degree","1161","0.21245138333161","0.201481417618964","0.223421349044257"
"5 on scale 1-7","2010","secondary school degree","1162","0.212964560309317","0.201668544765482","0.224260575853152"
"5 on scale 1-7","2010","college entrance qualification","1184","0.256392664033194","0.243860097654295","0.268925230412093"
"5 on scale 1-7","2010","Other degree","156","0.196360434544546","0.167202216892757","0.225518652196334"
"5 on scale 1-7","2010","no degree/no degree yet","109","0.25704161593956","0.214844433999029","0.299238797880091"
"6 on scale 1-7","2010","lower secondary degree","1280","0.226884967296684","0.215652847626622","0.238117086966746"
"6 on scale 1-7","2010","secondary school degree","1426","0.283675565549201","0.271237858731083","0.296113272367318"
"6 on scale 1-7","2010","college entrance qualification","1547","0.318000908552368","0.304634292858758","0.331367524245977"
"6 on scale 1-7","2010","Other degree","169","0.229200727542545","0.198348823632723","0.260052631452366"
"6 on scale 1-7","2010","no degree/no degree yet","101","0.224828223641279","0.184517195644114","0.265139251638444"
"7 Strongly agree","2010","lower secondary degree","1200","0.247685592412118","0.236108836834798","0.259262347989438"
"7 Strongly agree","2010","secondary school degree","952","0.199180214447444","0.188160636455162","0.210199792439726"
"7 Strongly agree","2010","college entrance qualification","864","0.184344401327927","0.173214693330013","0.195474109325842"
"7 Strongly agree","2010","Other degree","206","0.291422824707474","0.258067998114485","0.324777651300462"
"7 Strongly agree","2010","no degree/no degree yet","72","0.208455457825436","0.169232187818492","0.24767872783238"
"1 Strongly disagree","2011","lower secondary degree","","","",""
"1 Strongly disagree","2011","secondary school degree","","","",""
"1 Strongly disagree","2011","college entrance qualification","","","",""
"1 Strongly disagree","2011","Other degree","","","",""
"1 Strongly disagree","2011","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","secondary school degree","","","",""
"2 on scale 1-7 ","2011","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Other degree","","","",""
"2 on scale 1-7 ","2011","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","secondary school degree","","","",""
"3 on scale 1-7 ","2011","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Other degree","","","",""
"3 on scale 1-7 ","2011","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","lower secondary degree","","","",""
"4 on scale 1-7","2011","secondary school degree","","","",""
"4 on scale 1-7","2011","college entrance qualification","","","",""
"4 on scale 1-7","2011","Other degree","","","",""
"4 on scale 1-7","2011","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","lower secondary degree","","","",""
"5 on scale 1-7","2011","secondary school degree","","","",""
"5 on scale 1-7","2011","college entrance qualification","","","",""
"5 on scale 1-7","2011","Other degree","","","",""
"5 on scale 1-7","2011","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","lower secondary degree","","","",""
"6 on scale 1-7","2011","secondary school degree","","","",""
"6 on scale 1-7","2011","college entrance qualification","","","",""
"6 on scale 1-7","2011","Other degree","","","",""
"6 on scale 1-7","2011","no degree/no degree yet","","","",""
"7 Strongly agree","2011","lower secondary degree","","","",""
"7 Strongly agree","2011","secondary school degree","","","",""
"7 Strongly agree","2011","college entrance qualification","","","",""
"7 Strongly agree","2011","Other degree","","","",""
"7 Strongly agree","2011","no degree/no degree yet","","","",""
"1 Strongly disagree","2012","lower secondary degree","","","",""
"1 Strongly disagree","2012","secondary school degree","","","",""
"1 Strongly disagree","2012","college entrance qualification","","","",""
"1 Strongly disagree","2012","Other degree","","","",""
"1 Strongly disagree","2012","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2012","lower secondary degree","","","",""
"2 on scale 1-7 ","2012","secondary school degree","","","",""
"2 on scale 1-7 ","2012","college entrance qualification","","","",""
"2 on scale 1-7 ","2012","Other degree","","","",""
"2 on scale 1-7 ","2012","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2012","lower secondary degree","","","",""
"3 on scale 1-7 ","2012","secondary school degree","","","",""
"3 on scale 1-7 ","2012","college entrance qualification","","","",""
"3 on scale 1-7 ","2012","Other degree","","","",""
"3 on scale 1-7 ","2012","no degree/no degree yet","","","",""
"4 on scale 1-7","2012","lower secondary degree","","","",""
"4 on scale 1-7","2012","secondary school degree","","","",""
"4 on scale 1-7","2012","college entrance qualification","","","",""
"4 on scale 1-7","2012","Other degree","","","",""
"4 on scale 1-7","2012","no degree/no degree yet","","","",""
"5 on scale 1-7","2012","lower secondary degree","","","",""
"5 on scale 1-7","2012","secondary school degree","","","",""
"5 on scale 1-7","2012","college entrance qualification","","","",""
"5 on scale 1-7","2012","Other degree","","","",""
"5 on scale 1-7","2012","no degree/no degree yet","","","",""
"6 on scale 1-7","2012","lower secondary degree","","","",""
"6 on scale 1-7","2012","secondary school degree","","","",""
"6 on scale 1-7","2012","college entrance qualification","","","",""
"6 on scale 1-7","2012","Other degree","","","",""
"6 on scale 1-7","2012","no degree/no degree yet","","","",""
"7 Strongly agree","2012","lower secondary degree","","","",""
"7 Strongly agree","2012","secondary school degree","","","",""
"7 Strongly agree","2012","college entrance qualification","","","",""
"7 Strongly agree","2012","Other degree","","","",""
"7 Strongly agree","2012","no degree/no degree yet","","","",""
"1 Strongly disagree","2013","lower secondary degree","","","",""
"1 Strongly disagree","2013","secondary school degree","","","",""
"1 Strongly disagree","2013","college entrance qualification","","","",""
"1 Strongly disagree","2013","Other degree","","","",""
"1 Strongly disagree","2013","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2013","lower secondary degree","","","",""
"2 on scale 1-7 ","2013","secondary school degree","","","",""
"2 on scale 1-7 ","2013","college entrance qualification","","","",""
"2 on scale 1-7 ","2013","Other degree","","","",""
"2 on scale 1-7 ","2013","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2013","lower secondary degree","","","",""
"3 on scale 1-7 ","2013","secondary school degree","","","",""
"3 on scale 1-7 ","2013","college entrance qualification","","","",""
"3 on scale 1-7 ","2013","Other degree","","","",""
"3 on scale 1-7 ","2013","no degree/no degree yet","","","",""
"4 on scale 1-7","2013","lower secondary degree","","","",""
"4 on scale 1-7","2013","secondary school degree","","","",""
"4 on scale 1-7","2013","college entrance qualification","","","",""
"4 on scale 1-7","2013","Other degree","","","",""
"4 on scale 1-7","2013","no degree/no degree yet","","","",""
"5 on scale 1-7","2013","lower secondary degree","","","",""
"5 on scale 1-7","2013","secondary school degree","","","",""
"5 on scale 1-7","2013","college entrance qualification","","","",""
"5 on scale 1-7","2013","Other degree","","","",""
"5 on scale 1-7","2013","no degree/no degree yet","","","",""
"6 on scale 1-7","2013","lower secondary degree","","","",""
"6 on scale 1-7","2013","secondary school degree","","","",""
"6 on scale 1-7","2013","college entrance qualification","","","",""
"6 on scale 1-7","2013","Other degree","","","",""
"6 on scale 1-7","2013","no degree/no degree yet","","","",""
"7 Strongly agree","2013","lower secondary degree","","","",""
"7 Strongly agree","2013","secondary school degree","","","",""
"7 Strongly agree","2013","college entrance qualification","","","",""
"7 Strongly agree","2013","Other degree","","","",""
"7 Strongly agree","2013","no degree/no degree yet","","","",""
"1 Strongly disagree","2014","lower secondary degree","","","",""
"1 Strongly disagree","2014","secondary school degree","","","",""
"1 Strongly disagree","2014","college entrance qualification","","","",""
"1 Strongly disagree","2014","Other degree","","","",""
"1 Strongly disagree","2014","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2014","lower secondary degree","","","",""
"2 on scale 1-7 ","2014","secondary school degree","","","",""
"2 on scale 1-7 ","2014","college entrance qualification","","","",""
"2 on scale 1-7 ","2014","Other degree","","","",""
"2 on scale 1-7 ","2014","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2014","lower secondary degree","","","",""
"3 on scale 1-7 ","2014","secondary school degree","","","",""
"3 on scale 1-7 ","2014","college entrance qualification","","","",""
"3 on scale 1-7 ","2014","Other degree","","","",""
"3 on scale 1-7 ","2014","no degree/no degree yet","","","",""
"4 on scale 1-7","2014","lower secondary degree","","","",""
"4 on scale 1-7","2014","secondary school degree","","","",""
"4 on scale 1-7","2014","college entrance qualification","","","",""
"4 on scale 1-7","2014","Other degree","","","",""
"4 on scale 1-7","2014","no degree/no degree yet","","","",""
"5 on scale 1-7","2014","lower secondary degree","","","",""
"5 on scale 1-7","2014","secondary school degree","","","",""
"5 on scale 1-7","2014","college entrance qualification","","","",""
"5 on scale 1-7","2014","Other degree","","","",""
"5 on scale 1-7","2014","no degree/no degree yet","","","",""
"6 on scale 1-7","2014","lower secondary degree","","","",""
"6 on scale 1-7","2014","secondary school degree","","","",""
"6 on scale 1-7","2014","college entrance qualification","","","",""
"6 on scale 1-7","2014","Other degree","","","",""
"6 on scale 1-7","2014","no degree/no degree yet","","","",""
"7 Strongly agree","2014","lower secondary degree","","","",""
"7 Strongly agree","2014","secondary school degree","","","",""
"7 Strongly agree","2014","college entrance qualification","","","",""
"7 Strongly agree","2014","Other degree","","","",""
"7 Strongly agree","2014","no degree/no degree yet","","","",""
"1 Strongly disagree","2015","lower secondary degree","242","0.041726068227884","0.0368170953750691","0.046635041080699"
"1 Strongly disagree","2015","secondary school degree","153","0.0216910014517821","0.018324795371623","0.0250572075319412"
"1 Strongly disagree","2015","college entrance qualification","77","0.0101854490932969","0.00786554772040809","0.0125053504661856"
"1 Strongly disagree","2015","Other degree","146","0.0340878886616974","0.0284561904587022","0.0397195868646927"
"1 Strongly disagree","2015","no degree/no degree yet","40","0.042258042228892","0.0294314546719192","0.0550846297858648"
"2 on scale 1-7 ","2015","lower secondary degree","237","0.0358556418412638","0.0312911562117003","0.0404201274708273"
"2 on scale 1-7 ","2015","secondary school degree","262","0.0376527868411209","0.0332540565534319","0.0420515171288099"
"2 on scale 1-7 ","2015","college entrance qualification","159","0.025455393499691","0.021816299428773","0.029094487570609"
"2 on scale 1-7 ","2015","Other degree","123","0.0279214073225961","0.0228082417292304","0.0330345729159619"
"2 on scale 1-7 ","2015","no degree/no degree yet","41","0.0516995888388639","0.0375823845043781","0.0658167931733497"
"3 on scale 1-7 ","2015","lower secondary degree","398","0.0662112071790961","0.06010695955048","0.0723154548077122"
"3 on scale 1-7 ","2015","secondary school degree","428","0.0595536978358113","0.0540849960385534","0.0650223996330692"
"3 on scale 1-7 ","2015","college entrance qualification","294","0.0381774661378736","0.0337500174378011","0.0426049148379461"
"3 on scale 1-7 ","2015","Other degree","190","0.0447845950184747","0.0383653271190303","0.0512038629179192"
"3 on scale 1-7 ","2015","no degree/no degree yet","61","0.0575507916300219","0.042702146958678","0.0723994363013657"
"4 on scale 1-7","2015","lower secondary degree","996","0.158772857224289","0.149800907524101","0.167744806924478"
"4 on scale 1-7","2015","secondary school degree","1157","0.160081443222979","0.151608155416635","0.168554731029323"
"4 on scale 1-7","2015","college entrance qualification","936","0.120713190723211","0.113185787902345","0.128240593544077"
"4 on scale 1-7","2015","Other degree","555","0.144935395002849","0.134009495283622","0.155861294722077"
"4 on scale 1-7","2015","no degree/no degree yet","158","0.157640598570203","0.134407082562886","0.180874114577519"
"5 on scale 1-7","2015","lower secondary degree","1318","0.204548851776031","0.194646295003064","0.214451408548997"
"5 on scale 1-7","2015","secondary school degree","1596","0.22210631481335","0.212501180317508","0.231711449309193"
"5 on scale 1-7","2015","college entrance qualification","1841","0.26304594150363","0.252873187937243","0.273218695070016"
"5 on scale 1-7","2015","Other degree","639","0.157751243938815","0.146438261796556","0.169064226081074"
"5 on scale 1-7","2015","no degree/no degree yet","196","0.224385619084962","0.197787396078626","0.250983842091297"
"6 on scale 1-7","2015","lower secondary degree","1622","0.252200879026514","0.241539636215307","0.262862121837721"
"6 on scale 1-7","2015","secondary school degree","1996","0.277508135580163","0.267161069690547","0.287855201469779"
"6 on scale 1-7","2015","college entrance qualification","2453","0.34274717102518","0.331780983070952","0.353713358979408"
"6 on scale 1-7","2015","Other degree","991","0.258566831741867","0.244977661844195","0.27215600163954"
"6 on scale 1-7","2015","no degree/no degree yet","204","0.197970993758193","0.172565478584267","0.223376508932119"
"7 Strongly agree","2015","lower secondary degree","1561","0.240684494724922","0.23018962016074","0.251179369289104"
"7 Strongly agree","2015","secondary school degree","1602","0.221406620254793","0.211812315068417","0.23100092544117"
"7 Strongly agree","2015","college entrance qualification","1436","0.199675388017118","0.190439091462804","0.208911684571432"
"7 Strongly agree","2015","Other degree","1344","0.3319526383137","0.3173371878558","0.3465680887716"
"7 Strongly agree","2015","no degree/no degree yet","245","0.268494365888865","0.240238500500406","0.296750231277324"
"1 Strongly disagree","2016","lower secondary degree","","","",""
"1 Strongly disagree","2016","secondary school degree","","","",""
"1 Strongly disagree","2016","college entrance qualification","1","","",""
"1 Strongly disagree","2016","Other degree","19","","",""
"1 Strongly disagree","2016","no degree/no degree yet","21","","",""
"2 on scale 1-7 ","2016","lower secondary degree","3","","",""
"2 on scale 1-7 ","2016","secondary school degree","","","",""
"2 on scale 1-7 ","2016","college entrance qualification","","","",""
"2 on scale 1-7 ","2016","Other degree","15","","",""
"2 on scale 1-7 ","2016","no degree/no degree yet","8","","",""
"3 on scale 1-7 ","2016","lower secondary degree","","","",""
"3 on scale 1-7 ","2016","secondary school degree","","","",""
"3 on scale 1-7 ","2016","college entrance qualification","","","",""
"3 on scale 1-7 ","2016","Other degree","23","","",""
"3 on scale 1-7 ","2016","no degree/no degree yet","14","","",""
"4 on scale 1-7","2016","lower secondary degree","","","",""
"4 on scale 1-7","2016","secondary school degree","3","","",""
"4 on scale 1-7","2016","college entrance qualification","4","","",""
"4 on scale 1-7","2016","Other degree","98","0.10035699971986","0.0882007256362504","0.112513273803469"
"4 on scale 1-7","2016","no degree/no degree yet","61","0.0995762080991671","0.0847882202533936","0.114364195944941"
"5 on scale 1-7","2016","lower secondary degree","4","","",""
"5 on scale 1-7","2016","secondary school degree","3","","",""
"5 on scale 1-7","2016","college entrance qualification","2","","",""
"5 on scale 1-7","2016","Other degree","188","0.0874750276561679","0.0760447713317591","0.0989052839805767"
"5 on scale 1-7","2016","no degree/no degree yet","102","0.112682335926923","0.097066138306706","0.128298533547139"
"6 on scale 1-7","2016","lower secondary degree","7","","",""
"6 on scale 1-7","2016","secondary school degree","5","","",""
"6 on scale 1-7","2016","college entrance qualification","4","","",""
"6 on scale 1-7","2016","Other degree","314","0.187981192613026","0.172174835468512","0.203787549757539"
"6 on scale 1-7","2016","no degree/no degree yet","176","0.113293469275353","0.0976403749066903","0.128946563644015"
"7 Strongly agree","2016","lower secondary degree","19","","",""
"7 Strongly agree","2016","secondary school degree","13","","",""
"7 Strongly agree","2016","college entrance qualification","16","","",""
"7 Strongly agree","2016","Other degree","1690","0.569950018676007","0.549920551381877","0.589979485970138"
"7 Strongly agree","2016","no degree/no degree yet","1193","0.633110446157929","0.609308348928029","0.656912543387828"
