"plh0206i06","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2006","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2006","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","indirect migration background","","","","","4"
"5 on scale 1-7","2006","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","direct migration background","","","","","5"
"6 on scale 1-7","2006","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Employed","no migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2006","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Employed","no migration background","","","","","7"
"7 Strongly agree","2006","Employed","direct migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","direct migration background","","","","","7"
"1 Strongly disagree","2007","Not Employed","no migration background","","","","","1"
"1 Strongly disagree","2007","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2007","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Employed","no migration background","","","","","1"
"1 Strongly disagree","2007","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2007","Employed","indirect migration background","","","","","1"
"2 on scale 1-7 ","2007","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Employed","no migration background","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Employed","direct migration background","","","","","3"
"4 on scale 1-7","2007","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2007","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2007","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2007","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Employed","no migration background","","","","","4"
"5 on scale 1-7","2007","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2007","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Employed","no migration background","","","","","5"
"5 on scale 1-7","2007","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2007","Not Employed","direct migration background","","","","","5"
"6 on scale 1-7","2007","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2007","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2007","Employed","no migration background","","","","","6"
"6 on scale 1-7","2007","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2007","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2007","Not Employed","direct migration background","","","","","6"
"7 Strongly agree","2007","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2007","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2007","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2007","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2007","Employed","no migration background","","","","","7"
"7 Strongly agree","2007","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2008","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2008","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2008","Employed","no migration background","","","","","1"
"1 Strongly disagree","2008","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2008","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2008","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","no migration background","","","","","2"
"3 on scale 1-7 ","2008","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2008","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2008","Employed","direct migration background","","","","","3"
"4 on scale 1-7","2008","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2008","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2008","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2008","Employed","no migration background","","","","","4"
"4 on scale 1-7","2008","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2008","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2008","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2008","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2008","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2008","Employed","no migration background","","","","","5"
"5 on scale 1-7","2008","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2008","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2008","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2008","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Employed","no migration background","","","","","6"
"6 on scale 1-7","2008","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2008","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2008","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2008","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2008","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2008","Employed","no migration background","","","","","7"
"7 Strongly agree","2008","Employed","direct migration background","","","","","7"
"7 Strongly agree","2008","Not Employed","direct migration background","","","","","7"
"1 Strongly disagree","2009","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2009","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Employed","no migration background","","","","","1"
"1 Strongly disagree","2009","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2009","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2009","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2009","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Employed","no migration background","","","","","3"
"4 on scale 1-7","2009","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2009","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2009","Employed","no migration background","","","","","4"
"4 on scale 1-7","2009","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2009","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2009","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2009","Employed","no migration background","","","","","5"
"5 on scale 1-7","2009","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2009","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2009","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Employed","no migration background","","","","","6"
"6 on scale 1-7","2009","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2009","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2009","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2009","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2009","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2009","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2009","Employed","no migration background","","","","","7"
"7 Strongly agree","2009","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2010","Not Employed","direct migration background","22","","","","1"
"1 Strongly disagree","2010","Not Employed","indirect migration background","5","","","","1"
"1 Strongly disagree","2010","Employed","no migration background","184","0.0199885954093495","0.0170992729215009","0.022877917897198","1"
"1 Strongly disagree","2010","Employed","direct migration background","13","","","","1"
"1 Strongly disagree","2010","Employed","indirect migration background","10","","","","1"
"1 Strongly disagree","2010","Not Employed","no migration background","191","0.0416622599478556","0.0363881956761541","0.046936324219557","1"
"2 on scale 1-7 ","2010","Not Employed","indirect migration background","6","","","","2"
"2 on scale 1-7 ","2010","Employed","no migration background","300","0.0288104072554889","0.0253572526527743","0.0322635618582034","2"
"2 on scale 1-7 ","2010","Not Employed","direct migration background","29","","","","2"
"2 on scale 1-7 ","2010","Employed","indirect migration background","15","","","","2"
"2 on scale 1-7 ","2010","Employed","direct migration background","17","","","","2"
"2 on scale 1-7 ","2010","Not Employed","no migration background","203","0.0364031574414363","0.0314596872328972","0.0413466276499754","2"
"3 on scale 1-7 ","2010","Not Employed","direct migration background","35","0.0551040180693479","0.0370699307499604","0.0731381053887355","3"
"3 on scale 1-7 ","2010","Not Employed","indirect migration background","15","","","","3"
"3 on scale 1-7 ","2010","Not Employed","no migration background","330","0.0656304663598516","0.0590942444274761","0.0721666882922271","3"
"3 on scale 1-7 ","2010","Employed","indirect migration background","24","","","","3"
"3 on scale 1-7 ","2010","Employed","direct migration background","55","0.0552824637015677","0.0398646941173591","0.0707002332857763","3"
"3 on scale 1-7 ","2010","Employed","no migration background","618","0.0704884986992706","0.0652043402896389","0.0757726571089023","3"
"4 on scale 1-7","2010","Employed","indirect migration background","75","0.154233428233687","0.121990157794809","0.186476698672564","4"
"4 on scale 1-7","2010","Employed","direct migration background","128","0.169600653154107","0.144282377300269","0.194918929007945","4"
"4 on scale 1-7","2010","Not Employed","indirect migration background","24","","","","4"
"4 on scale 1-7","2010","Not Employed","direct migration background","92","0.172491697277977","0.142632315553598","0.202351079002356","4"
"4 on scale 1-7","2010","Employed","no migration background","1426","0.164024059831345","0.156379720063313","0.171668399599376","4"
"4 on scale 1-7","2010","Not Employed","no migration background","924","0.165605039128858","0.1557934959318","0.175416582325916","4"
"5 on scale 1-7","2010","Employed","indirect migration background","104","0.232862093606825","0.195130018323952","0.270594168889698","5"
"5 on scale 1-7","2010","Not Employed","indirect migration background","36","0.2750503894625","0.208891362492095","0.341209416432906","5"
"5 on scale 1-7","2010","Employed","direct migration background","158","0.15930489861008","0.134615489768509","0.18399430745165","5"
"5 on scale 1-7","2010","Employed","no migration background","2207","0.24090755933687","0.232079568751861","0.249735549921879","5"
"5 on scale 1-7","2010","Not Employed","direct migration background","143","0.21240133690606","0.180076105595473","0.244726568216647","5"
"5 on scale 1-7","2010","Not Employed","no migration background","1215","0.209190040504997","0.198454565200307","0.219925515809688","5"
"6 on scale 1-7","2010","Employed","indirect migration background","126","0.243476536974068","0.20516193389147","0.281791140056667","6"
"6 on scale 1-7","2010","Not Employed","indirect migration background","41","0.206722461626988","0.146724640439396","0.266720282814579","6"
"6 on scale 1-7","2010","Employed","direct migration background","233","0.25693809437083","0.227459714191752","0.286416474549909","6"
"6 on scale 1-7","2010","Not Employed","direct migration background","133","0.221970382591325","0.189126377311617","0.254814387871033","6"
"6 on scale 1-7","2010","Employed","no migration background","2656","0.28833575350484","0.278984364206718","0.297687142802961","6"
"6 on scale 1-7","2010","Not Employed","no migration background","1459","0.249222208713378","0.237804898818142","0.260639518608614","6"
"7 Strongly agree","2010","Employed","indirect migration background","128","0.295597647390071","0.254860983720834","0.336334311059308","7"
"7 Strongly agree","2010","Not Employed","no migration background","1192","0.232286827903623","0.221140636466255","0.243433019340991","7"
"7 Strongly agree","2010","Not Employed","direct migration background","161","0.252822805378276","0.218472511251378","0.287173099505173","7"
"7 Strongly agree","2010","Not Employed","indirect migration background","48","0.233441496205461","0.17076701486753","0.296115977543393","7"
"7 Strongly agree","2010","Employed","no migration background","1623","0.187445125962837","0.179388508560209","0.195501743365465","7"
"7 Strongly agree","2010","Employed","direct migration background","240","0.318490643331164","0.287059432037877","0.34992185462445","7"
"1 Strongly disagree","2011","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2011","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Employed","no migration background","","","","","1"
"1 Strongly disagree","2011","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2011","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2011","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2011","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2011","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2011","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2011","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2011","Employed","no migration background","","","","","4"
"4 on scale 1-7","2011","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2011","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2011","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2011","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2011","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2011","Employed","no migration background","","","","","5"
"5 on scale 1-7","2011","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2011","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2011","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2011","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2011","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2011","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2011","Employed","no migration background","","","","","6"
"6 on scale 1-7","2011","Employed","direct migration background","","","","","6"
"7 Strongly agree","2011","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2011","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2011","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2011","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2011","Employed","no migration background","","","","","7"
"7 Strongly agree","2011","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2012","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2012","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2012","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2012","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2012","Employed","no migration background","","","","","1"
"1 Strongly disagree","2012","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2012","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2012","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2012","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2012","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2012","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2012","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2012","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2012","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2012","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2012","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2012","Employed","no migration background","","","","","4"
"4 on scale 1-7","2012","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2012","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2012","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2012","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2012","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2012","Employed","no migration background","","","","","5"
"5 on scale 1-7","2012","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2012","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2012","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2012","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2012","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2012","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2012","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2012","Employed","no migration background","","","","","6"
"7 Strongly agree","2012","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2012","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2012","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2012","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2012","Employed","no migration background","","","","","7"
"7 Strongly agree","2012","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2013","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2013","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2013","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2013","Not Employed","no migration background","","","","","1"
"1 Strongly disagree","2013","Employed","no migration background","","","","","1"
"1 Strongly disagree","2013","Employed","direct migration background","","","","","1"
"2 on scale 1-7 ","2013","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2013","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2013","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2013","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2013","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2013","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2013","Employed","no migration background","","","","","4"
"4 on scale 1-7","2013","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2013","Not Employed","direct migration background","","","","","4"
"5 on scale 1-7","2013","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2013","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2013","Employed","no migration background","","","","","5"
"5 on scale 1-7","2013","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2013","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2013","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2013","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2013","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2013","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2013","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2013","Employed","no migration background","","","","","6"
"6 on scale 1-7","2013","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2013","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2013","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2013","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2013","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2013","Employed","no migration background","","","","","7"
"7 Strongly agree","2013","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2014","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2014","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2014","Employed","no migration background","","","","","1"
"1 Strongly disagree","2014","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2014","Employed","indirect migration background","","","","","1"
