"plh0206i06","year","education","sex","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2006","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2006","Other degree","Male","","","",""
"2 on scale 1-7 ","2006","Other degree","Female","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2006","Other degree","Male","","","",""
"3 on scale 1-7 ","2006","Other degree","Female","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2006","lower secondary degree","Male","","","",""
"4 on scale 1-7","2006","lower secondary degree","Female","","","",""
"4 on scale 1-7","2006","secondary school degree","Male","","","",""
"4 on scale 1-7","2006","secondary school degree","Female","","","",""
"4 on scale 1-7","2006","college entrance qualification","Male","","","",""
"4 on scale 1-7","2006","college entrance qualification","Female","","","",""
"4 on scale 1-7","2006","Other degree","Male","","","",""
"4 on scale 1-7","2006","Other degree","Female","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2006","lower secondary degree","Male","","","",""
"5 on scale 1-7","2006","lower secondary degree","Female","","","",""
"5 on scale 1-7","2006","secondary school degree","Male","","","",""
"5 on scale 1-7","2006","secondary school degree","Female","","","",""
"5 on scale 1-7","2006","college entrance qualification","Male","","","",""
"5 on scale 1-7","2006","college entrance qualification","Female","","","",""
"5 on scale 1-7","2006","Other degree","Male","","","",""
"5 on scale 1-7","2006","Other degree","Female","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"6 on scale 1-7","2006","lower secondary degree","Male","","","",""
"6 on scale 1-7","2006","lower secondary degree","Female","","","",""
"6 on scale 1-7","2006","secondary school degree","Male","","","",""
"6 on scale 1-7","2006","secondary school degree","Female","","","",""
"6 on scale 1-7","2006","college entrance qualification","Male","","","",""
"6 on scale 1-7","2006","college entrance qualification","Female","","","",""
"6 on scale 1-7","2006","Other degree","Male","","","",""
"6 on scale 1-7","2006","Other degree","Female","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"7 Strongly agree","2006","lower secondary degree","Male","","","",""
"7 Strongly agree","2006","lower secondary degree","Female","","","",""
"7 Strongly agree","2006","secondary school degree","Male","","","",""
"7 Strongly agree","2006","secondary school degree","Female","","","",""
"7 Strongly agree","2006","college entrance qualification","Male","","","",""
"7 Strongly agree","2006","college entrance qualification","Female","","","",""
"7 Strongly agree","2006","Other degree","Male","","","",""
"7 Strongly agree","2006","Other degree","Female","","","",""
"7 Strongly agree","2006","no degree/no degree yet","Male","","","",""
"7 Strongly agree","2006","no degree/no degree yet","Female","","","",""
"1 Strongly disagree","2007","lower secondary degree","Male","","","",""
"1 Strongly disagree","2007","lower secondary degree","Female","","","",""
"1 Strongly disagree","2007","secondary school degree","Male","","","",""
"1 Strongly disagree","2007","secondary school degree","Female","","","",""
"1 Strongly disagree","2007","college entrance qualification","Male","","","",""
"1 Strongly disagree","2007","college entrance qualification","Female","","","",""
"1 Strongly disagree","2007","Other degree","Male","","","",""
"1 Strongly disagree","2007","Other degree","Female","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","Male","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2007","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2007","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2007","Other degree","Male","","","",""
"2 on scale 1-7 ","2007","Other degree","Female","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2007","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2007","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2007","Other degree","Male","","","",""
"3 on scale 1-7 ","2007","Other degree","Female","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2007","lower secondary degree","Male","","","",""
"4 on scale 1-7","2007","lower secondary degree","Female","","","",""
"4 on scale 1-7","2007","secondary school degree","Male","","","",""
"4 on scale 1-7","2007","secondary school degree","Female","","","",""
"4 on scale 1-7","2007","college entrance qualification","Male","","","",""
"4 on scale 1-7","2007","college entrance qualification","Female","","","",""
"4 on scale 1-7","2007","Other degree","Male","","","",""
"4 on scale 1-7","2007","Other degree","Female","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2007","lower secondary degree","Male","","","",""
"5 on scale 1-7","2007","lower secondary degree","Female","","","",""
"5 on scale 1-7","2007","secondary school degree","Male","","","",""
"5 on scale 1-7","2007","secondary school degree","Female","","","",""
"5 on scale 1-7","2007","college entrance qualification","Male","","","",""
"5 on scale 1-7","2007","college entrance qualification","Female","","","",""
"5 on scale 1-7","2007","Other degree","Male","","","",""
"5 on scale 1-7","2007","Other degree","Female","","","",""
"5 on scale 1-7","2007","no degree/no degree yet","Male","","","",""
"5 on scale 1-7","2007","no degree/no degree yet","Female","","","",""
"6 on scale 1-7","2007","lower secondary degree","Male","","","",""
"6 on scale 1-7","2007","lower secondary degree","Female","","","",""
"6 on scale 1-7","2007","secondary school degree","Male","","","",""
"6 on scale 1-7","2007","secondary school degree","Female","","","",""
"6 on scale 1-7","2007","college entrance qualification","Male","","","",""
"6 on scale 1-7","2007","college entrance qualification","Female","","","",""
"6 on scale 1-7","2007","Other degree","Male","","","",""
"6 on scale 1-7","2007","Other degree","Female","","","",""
"6 on scale 1-7","2007","no degree/no degree yet","Male","","","",""
"6 on scale 1-7","2007","no degree/no degree yet","Female","","","",""
"7 Strongly agree","2007","lower secondary degree","Male","","","",""
"7 Strongly agree","2007","lower secondary degree","Female","","","",""
"7 Strongly agree","2007","secondary school degree","Male","","","",""
"7 Strongly agree","2007","secondary school degree","Female","","","",""
"7 Strongly agree","2007","college entrance qualification","Male","","","",""
"7 Strongly agree","2007","college entrance qualification","Female","","","",""
"7 Strongly agree","2007","Other degree","Male","","","",""
"7 Strongly agree","2007","Other degree","Female","","","",""
"7 Strongly agree","2007","no degree/no degree yet","Male","","","",""
"7 Strongly agree","2007","no degree/no degree yet","Female","","","",""
"1 Strongly disagree","2008","lower secondary degree","Male","","","",""
"1 Strongly disagree","2008","lower secondary degree","Female","","","",""
"1 Strongly disagree","2008","secondary school degree","Male","","","",""
"1 Strongly disagree","2008","secondary school degree","Female","","","",""
"1 Strongly disagree","2008","college entrance qualification","Male","","","",""
"1 Strongly disagree","2008","college entrance qualification","Female","","","",""
"1 Strongly disagree","2008","Other degree","Male","","","",""
"1 Strongly disagree","2008","Other degree","Female","","","",""
"1 Strongly disagree","2008","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2008","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2008","lower secondary degree","Male","","","",""
"2 on scale 1-7 ","2008","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2008","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2008","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2008","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2008","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2008","Other degree","Male","","","",""
"2 on scale 1-7 ","2008","Other degree","Female","","","",""
"2 on scale 1-7 ","2008","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2008","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2008","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2008","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2008","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2008","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2008","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2008","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2008","Other degree","Male","","","",""
"3 on scale 1-7 ","2008","Other degree","Female","","","",""
"3 on scale 1-7 ","2008","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2008","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2008","lower secondary degree","Male","","","",""
"4 on scale 1-7","2008","lower secondary degree","Female","","","",""
"4 on scale 1-7","2008","secondary school degree","Male","","","",""
"4 on scale 1-7","2008","secondary school degree","Female","","","",""
"4 on scale 1-7","2008","college entrance qualification","Male","","","",""
"4 on scale 1-7","2008","college entrance qualification","Female","","","",""
"4 on scale 1-7","2008","Other degree","Male","","","",""
"4 on scale 1-7","2008","Other degree","Female","","","",""
"4 on scale 1-7","2008","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2008","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2008","lower secondary degree","Male","","","",""
"5 on scale 1-7","2008","lower secondary degree","Female","","","",""
"5 on scale 1-7","2008","secondary school degree","Male","","","",""
"5 on scale 1-7","2008","secondary school degree","Female","","","",""
"5 on scale 1-7","2008","college entrance qualification","Male","","","",""
"5 on scale 1-7","2008","college entrance qualification","Female","","","",""
"5 on scale 1-7","2008","Other degree","Male","","","",""
"5 on scale 1-7","2008","Other degree","Female","","","",""
"5 on scale 1-7","2008","no degree/no degree yet","Male","","","",""
"5 on scale 1-7","2008","no degree/no degree yet","Female","","","",""
"6 on scale 1-7","2008","lower secondary degree","Male","","","",""
"6 on scale 1-7","2008","lower secondary degree","Female","","","",""
"6 on scale 1-7","2008","secondary school degree","Male","","","",""
"6 on scale 1-7","2008","secondary school degree","Female","","","",""
"6 on scale 1-7","2008","college entrance qualification","Male","","","",""
"6 on scale 1-7","2008","college entrance qualification","Female","","","",""
"6 on scale 1-7","2008","Other degree","Male","","","",""
"6 on scale 1-7","2008","Other degree","Female","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","Male","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","Female","","","",""
"7 Strongly agree","2008","lower secondary degree","Male","","","",""
"7 Strongly agree","2008","lower secondary degree","Female","","","",""
"7 Strongly agree","2008","secondary school degree","Male","","","",""
"7 Strongly agree","2008","secondary school degree","Female","","","",""
"7 Strongly agree","2008","college entrance qualification","Male","","","",""
"7 Strongly agree","2008","college entrance qualification","Female","","","",""
"7 Strongly agree","2008","Other degree","Male","","","",""
"7 Strongly agree","2008","Other degree","Female","","","",""
"7 Strongly agree","2008","no degree/no degree yet","Male","","","",""
"7 Strongly agree","2008","no degree/no degree yet","Female","","","",""
"1 Strongly disagree","2009","lower secondary degree","Male","","","",""
"1 Strongly disagree","2009","lower secondary degree","Female","","","",""
"1 Strongly disagree","2009","secondary school degree","Male","","","",""
"1 Strongly disagree","2009","secondary school degree","Female","","","",""
"1 Strongly disagree","2009","college entrance qualification","Male","","","",""
"1 Strongly disagree","2009","college entrance qualification","Female","","","",""
"1 Strongly disagree","2009","Other degree","Male","","","",""
"1 Strongly disagree","2009","Other degree","Female","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","Male","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2009","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2009","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2009","Other degree","Male","","","",""
"2 on scale 1-7 ","2009","Other degree","Female","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2009","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2009","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2009","Other degree","Male","","","",""
"3 on scale 1-7 ","2009","Other degree","Female","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2009","lower secondary degree","Male","","","",""
"4 on scale 1-7","2009","lower secondary degree","Female","","","",""
"4 on scale 1-7","2009","secondary school degree","Male","","","",""
"4 on scale 1-7","2009","secondary school degree","Female","","","",""
"4 on scale 1-7","2009","college entrance qualification","Male","","","",""
"4 on scale 1-7","2009","college entrance qualification","Female","","","",""
"4 on scale 1-7","2009","Other degree","Male","","","",""
"4 on scale 1-7","2009","Other degree","Female","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2009","lower secondary degree","Male","","","",""
"5 on scale 1-7","2009","lower secondary degree","Female","","","",""
"5 on scale 1-7","2009","secondary school degree","Male","","","",""
"5 on scale 1-7","2009","secondary school degree","Female","","","",""
"5 on scale 1-7","2009","college entrance qualification","Male","","","",""
"5 on scale 1-7","2009","college entrance qualification","Female","","","",""
"5 on scale 1-7","2009","Other degree","Male","","","",""
"5 on scale 1-7","2009","Other degree","Female","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","Male","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","Female","","","",""
"6 on scale 1-7","2009","lower secondary degree","Male","","","",""
"6 on scale 1-7","2009","lower secondary degree","Female","","","",""
"6 on scale 1-7","2009","secondary school degree","Male","","","",""
"6 on scale 1-7","2009","secondary school degree","Female","","","",""
"6 on scale 1-7","2009","college entrance qualification","Male","","","",""
"6 on scale 1-7","2009","college entrance qualification","Female","","","",""
"6 on scale 1-7","2009","Other degree","Male","","","",""
"6 on scale 1-7","2009","Other degree","Female","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","Male","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","Female","","","",""
"7 Strongly agree","2009","lower secondary degree","Male","","","",""
"7 Strongly agree","2009","lower secondary degree","Female","","","",""
"7 Strongly agree","2009","secondary school degree","Male","","","",""
"7 Strongly agree","2009","secondary school degree","Female","","","",""
"7 Strongly agree","2009","college entrance qualification","Male","","","",""
"7 Strongly agree","2009","college entrance qualification","Female","","","",""
"7 Strongly agree","2009","Other degree","Male","","","",""
"7 Strongly agree","2009","Other degree","Female","","","",""
"7 Strongly agree","2009","no degree/no degree yet","Male","","","",""
"7 Strongly agree","2009","no degree/no degree yet","Female","","","",""
"1 Strongly disagree","2010","lower secondary degree","Male","80","0.0354595474801264","0.0283645106350172","0.0425545843252357"
"1 Strongly disagree","2010","lower secondary degree","Female","118","0.0399448258381009","0.0326002688798021","0.0472893827963997"
"1 Strongly disagree","2010","secondary school degree","Male","33","0.0167302043392789","0.0113024346085168","0.022157974070041"
"1 Strongly disagree","2010","secondary school degree","Female","75","0.0285537532529149","0.0224931589243339","0.0346143475814959"
"1 Strongly disagree","2010","college entrance qualification","Male","29","","",""
"1 Strongly disagree","2010","college entrance qualification","Female","35","0.0132276589153187","0.00851114507717623","0.0179441727534611"
"1 Strongly disagree","2010","Other degree","Male","8","","",""
"1 Strongly disagree","2010","Other degree","Female","11","","",""
"1 Strongly disagree","2010","no degree/no degree yet","Male","8","","",""
"1 Strongly disagree","2010","no degree/no degree yet","Female","6","","",""
"2 on scale 1-7 ","2010","lower secondary degree","Male","100","0.0346625972024258","0.027644846208354","0.0416803481964976"
"2 on scale 1-7 ","2010","lower secondary degree","Female","104","0.0403449229184001","0.032965213378746","0.0477246324580543"
"2 on scale 1-7 ","2010","secondary school degree","Male","74","0.0289501205456943","0.021854663090893","0.0360455780004955"
"2 on scale 1-7 ","2010","secondary school degree","Female","131","0.0448999716492867","0.0373643048195538","0.0524356384790196"
"2 on scale 1-7 ","2010","college entrance qualification","Male","38","0.0121600104838614","0.00778337912981967","0.0165366418379031"
"2 on scale 1-7 ","2010","college entrance qualification","Female","57","0.016294131262252","0.0110675299682997","0.0215207325562042"
"2 on scale 1-7 ","2010","Other degree","Male","12","","",""
"2 on scale 1-7 ","2010","Other degree","Female","12","","",""
"2 on scale 1-7 ","2010","no degree/no degree yet","Male","10","","",""
"2 on scale 1-7 ","2010","no degree/no degree yet","Female","8","","",""
"3 on scale 1-7 ","2010","lower secondary degree","Male","180","0.0638646639825955","0.0544841319140984","0.0732451960510927"
"3 on scale 1-7 ","2010","lower secondary degree","Female","193","0.0664759983173544","0.0571330828539113","0.0758189137807975"
"3 on scale 1-7 ","2010","secondary school degree","Male","131","0.0602368421796974","0.0501681109395608","0.0703055734198341"
"3 on scale 1-7 ","2010","secondary school degree","Female","193","0.0735720407330379","0.0640717596548512","0.0830723218112245"
"3 on scale 1-7 ","2010","college entrance qualification","Male","123","0.0562782855230294","0.0470754408016965","0.0654811302443623"
"3 on scale 1-7 ","2010","college entrance qualification","Female","149","0.0825904041352439","0.0712267614357624","0.0939540468347253"
"3 on scale 1-7 ","2010","Other degree","Male","26","","",""
"3 on scale 1-7 ","2010","Other degree","Female","19","","",""
"3 on scale 1-7 ","2010","no degree/no degree yet","Male","16","","",""
"3 on scale 1-7 ","2010","no degree/no degree yet","Female","14","","",""
"4 on scale 1-7","2010","lower secondary degree","Male","439","0.160926172979314","0.146828700148573","0.175023645810055"
"4 on scale 1-7","2010","lower secondary degree","Female","486","0.183221292722538","0.168712628955141","0.197729956489935"
"4 on scale 1-7","2010","secondary school degree","Male","333","0.151025501329491","0.135872212249173","0.166178790409808"
"4 on scale 1-7","2010","secondary school degree","Female","536","0.197882508340572","0.183384881285135","0.212380135396008"
"4 on scale 1-7","2010","college entrance qualification","Male","302","0.131947405107196","0.118432806924788","0.145462003289604"
"4 on scale 1-7","2010","college entrance qualification","Female","335","0.158165664095184","0.143101655409242","0.173229672781127"
"4 on scale 1-7","2010","Other degree","Male","45","0.173854857158516","0.132200913792774","0.215508800524258"
"4 on scale 1-7","2010","Other degree","Female","49","0.156816756984066","0.120957047992955","0.192676465975178"
"4 on scale 1-7","2010","no degree/no degree yet","Male","37","0.230642194255085","0.174465681238327","0.286818707271842"
"4 on scale 1-7","2010","no degree/no degree yet","Female","31","0.13537351883665","0.0874773053813309","0.183269732291969"
"5 on scale 1-7","2010","lower secondary degree","Male","580","0.222494514850984","0.206537956579833","0.238451073122135"
"5 on scale 1-7","2010","lower secondary degree","Female","581","0.202995377825906","0.187909842173138","0.218080913478673"
"5 on scale 1-7","2010","secondary school degree","Male","511","0.237339200793259","0.21933454211576","0.255343859470758"
