"plh0206i06","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","secondary school degree","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","secondary school degree","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(0) in school","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2c_voc) vocational maturity certificate","32","0.0261110733703296","0.0174258641794016","0.0347962825612575"
"2 on scale 1-7 ","2005","college entrance qualification","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(3b) higher tertiary education","38","0.0179198430576685","0.0123650552804385","0.0234746308348986"
"2 on scale 1-7 ","2005","Other degree","(0) in school","","","",""
"2 on scale 1-7 ","2005","Other degree","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Other degree","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","Other degree","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","Other degree","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","Other degree","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","Other degree","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","Other degree","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","Other degree","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(0) in school","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(0) in school","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(1b) general elementary school","96","0.0645112973433048","0.0520040669300933","0.0770185277565163"
"3 on scale 1-7 ","2005","lower secondary degree","(1c) basic vocational qualification","313","0.0609600723433197","0.0545441231618105","0.0673760215248289"
"3 on scale 1-7 ","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(0) in school","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(2b) intermediate general qualification","46","0.0808744167933371","0.0586090498179261","0.103139783768748"
"3 on scale 1-7 ","2005","secondary school degree","(2a) intermediate vocational","278","0.0585134820338749","0.0518576018630632","0.0651693622046866"
"3 on scale 1-7 ","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(0) in school","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2c_gen) general maturity certificate","40","0.0497035952287513","0.0339595620785971","0.0654476283789056"
"3 on scale 1-7 ","2005","college entrance qualification","(2c_voc) vocational maturity certificate","68","0.0520615999044432","0.0399622504512717","0.0641609493576147"
"3 on scale 1-7 ","2005","college entrance qualification","(3a) lower tertiary education","45","0.044684453155709","0.0316554504491174","0.0577134558623007"
"3 on scale 1-7 ","2005","college entrance qualification","(3b) higher tertiary education","80","0.0330110314770866","0.0255299013419383","0.0404921616122349"
"3 on scale 1-7 ","2005","Other degree","(0) in school","","","",""
"3 on scale 1-7 ","2005","Other degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","Other degree","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","Other degree","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","Other degree","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","Other degree","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","Other degree","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","Other degree","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","Other degree","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(0) in school","52","0.0737395223868124","0.053632745001317","0.0938462997723078"
"3 on scale 1-7 ","2005","no degree/no degree yet","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","lower secondary degree","(0) in school","","","",""
"4 on scale 1-7","2005","lower secondary degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","lower secondary degree","(1b) general elementary school","276","0.181971636606967","0.16232853691351","0.201614736300424"
"4 on scale 1-7","2005","lower secondary degree","(1c) basic vocational qualification","862","0.161389401120597","0.151524020907412","0.171254781333782"
"4 on scale 1-7","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","lower secondary degree","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","lower secondary degree","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","secondary school degree","(0) in school","","","",""
"4 on scale 1-7","2005","secondary school degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","secondary school degree","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","secondary school degree","(2b) intermediate general qualification","106","0.185228590430416","0.153503070312288","0.216954110548544"
"4 on scale 1-7","2005","secondary school degree","(2a) intermediate vocational","799","0.168486167360785","0.15787196568573","0.17910036903584"
"4 on scale 1-7","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","secondary school degree","(3a) lower tertiary education","80","0.149214833995927","0.118261662463035","0.180168005528819"
"4 on scale 1-7","2005","secondary school degree","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","college entrance qualification","(0) in school","","","",""
"4 on scale 1-7","2005","college entrance qualification","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","college entrance qualification","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","college entrance qualification","(2c_gen) general maturity certificate","127","0.173633395966791","0.146192672386229","0.201074119547354"
"4 on scale 1-7","2005","college entrance qualification","(2c_voc) vocational maturity certificate","205","0.157979005043939","0.138114655251511","0.177843354836367"
"4 on scale 1-7","2005","college entrance qualification","(3a) lower tertiary education","133","0.130814732626703","0.109550778093725","0.15207868715968"
"4 on scale 1-7","2005","college entrance qualification","(3b) higher tertiary education","272","0.131711053760122","0.117550828877873","0.145871278642371"
"4 on scale 1-7","2005","Other degree","(0) in school","","","",""
"4 on scale 1-7","2005","Other degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","Other degree","(1b) general elementary school","55","0.161099276391873","0.123229225817464","0.198969326966281"
"4 on scale 1-7","2005","Other degree","(1c) basic vocational qualification","57","0.179545348085663","0.139898267807689","0.219192428363637"
"4 on scale 1-7","2005","Other degree","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","Other degree","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","Other degree","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","Other degree","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","Other degree","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(0) in school","127","0.197867030700737","0.167216666140688","0.228517395260786"
"4 on scale 1-7","2005","no degree/no degree yet","(1a) inadequately completed","54","0.187642858636972","0.13835055768872","0.236935159585224"
"4 on scale 1-7","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","lower secondary degree","(0) in school","","","",""
"5 on scale 1-7","2005","lower secondary degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","lower secondary degree","(1b) general elementary school","304","0.21087974983632","0.190110872459512","0.231648627213127"
"5 on scale 1-7","2005","lower secondary degree","(1c) basic vocational qualification","1155","0.21605108695595","0.20501492009591","0.22708725381599"
"5 on scale 1-7","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","lower secondary degree","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","lower secondary degree","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","secondary school degree","(0) in school","","","",""
"5 on scale 1-7","2005","secondary school degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","secondary school degree","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","secondary school degree","(2b) intermediate general qualification","123","0.165037715830435","0.134722415109046","0.195353016551824"
"5 on scale 1-7","2005","secondary school degree","(2a) intermediate vocational","1039","0.211418429177852","0.199839585173964","0.222997273181741"
"5 on scale 1-7","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","secondary school degree","(3a) lower tertiary education","89","0.186164684990886","0.152349940089511","0.219979429892261"
"5 on scale 1-7","2005","secondary school degree","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","college entrance qualification","(0) in school","","","",""
"5 on scale 1-7","2005","college entrance qualification","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","college entrance qualification","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","college entrance qualification","(2c_gen) general maturity certificate","205","0.294586794767319","0.261563455924713","0.327610133609924"
"5 on scale 1-7","2005","college entrance qualification","(2c_voc) vocational maturity certificate","331","0.255836147728399","0.232071660628941","0.279600634827857"
"5 on scale 1-7","2005","college entrance qualification","(3a) lower tertiary education","234","0.224772761268158","0.198449125065142","0.251096397471174"
"5 on scale 1-7","2005","college entrance qualification","(3b) higher tertiary education","540","0.239097718078745","0.221237816505251","0.25695761965224"
"5 on scale 1-7","2005","Other degree","(0) in school","","","",""
"5 on scale 1-7","2005","Other degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","Other degree","(1b) general elementary school","83","0.258192673120136","0.213109827379496","0.303275518860775"
"5 on scale 1-7","2005","Other degree","(1c) basic vocational qualification","68","0.162231963181675","0.124149332078591","0.200314594284758"
"5 on scale 1-7","2005","Other degree","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","Other degree","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","Other degree","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","Other degree","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","Other degree","(3b) higher tertiary education","32","0.231466043177063","0.16711119156503","0.295820894789096"
"5 on scale 1-7","2005","no degree/no degree yet","(0) in school","159","0.235147256252432","0.202519694903405","0.267774817601458"
"5 on scale 1-7","2005","no degree/no degree yet","(1a) inadequately completed","38","0.146440825053821","0.101804598753629","0.191077051354014"
"5 on scale 1-7","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2005","lower secondary degree","(0) in school","","","",""
"6 on scale 1-7","2005","lower secondary degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","lower secondary degree","(1b) general elementary school","321","0.20271781833148","0.182249791381347","0.223185845281612"
"6 on scale 1-7","2005","lower secondary degree","(1c) basic vocational qualification","1339","0.23953327870078","0.228088189401406","0.250978368000155"
"6 on scale 1-7","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","lower secondary degree","(3a) lower tertiary education","36","0.284334250835125","0.209343034758269","0.35932546691198"
"6 on scale 1-7","2005","lower secondary degree","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2005","secondary school degree","(0) in school","","","",""
"6 on scale 1-7","2005","secondary school degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","secondary school degree","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","secondary school degree","(2b) intermediate general qualification","121","0.244444928706656","0.209348701929126","0.279541155484185"
"6 on scale 1-7","2005","secondary school degree","(2a) intermediate vocational","1264","0.265544618397705","0.253021227654869","0.278068009140541"
"6 on scale 1-7","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","secondary school degree","(3a) lower tertiary education","165","0.303769391876321","0.263817462087819","0.343721321664823"
"6 on scale 1-7","2005","secondary school degree","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2005","college entrance qualification","(0) in school","","","",""
"6 on scale 1-7","2005","college entrance qualification","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","college entrance qualification","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","college entrance qualification","(2c_gen) general maturity certificate","203","0.271746756289357","0.239520047939386","0.303973464639328"
"6 on scale 1-7","2005","college entrance qualification","(2c_voc) vocational maturity certificate","357","0.264500146717934","0.240477687727141","0.288522605708727"
"6 on scale 1-7","2005","college entrance qualification","(3a) lower tertiary education","322","0.349680650286857","0.31960890276059","0.379752397813125"
"6 on scale 1-7","2005","college entrance qualification","(3b) higher tertiary education","709","0.303364524212637","0.284115350492132","0.322613697933142"
"6 on scale 1-7","2005","Other degree","(0) in school","","","",""
"6 on scale 1-7","2005","Other degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","Other degree","(1b) general elementary school","75","0.17829810715751","0.138868330619802","0.217727883695217"
"6 on scale 1-7","2005","Other degree","(1c) basic vocational qualification","72","0.198313383114154","0.157124959645654","0.239501806582655"
"6 on scale 1-7","2005","Other degree","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","Other degree","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","Other degree","(2c_voc) vocational maturity certificate","42","0.236531202771472","0.168298146726731","0.304764258816213"
"6 on scale 1-7","2005","Other degree","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","Other degree","(3b) higher tertiary education","45","0.28885899446259","0.219703462368098","0.358014526557083"
"6 on scale 1-7","2005","no degree/no degree yet","(0) in school","162","0.254392690722754","0.220885876674759","0.287899504770748"
"6 on scale 1-7","2005","no degree/no degree yet","(1a) inadequately completed","46","0.216971250548147","0.16493218137728","0.269010319719014"
"6 on scale 1-7","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"7 Strongly agree","2005","lower secondary degree","(0) in school","","","",""
"7 Strongly agree","2005","lower secondary degree","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","lower secondary degree","(1b) general elementary school","356","0.242199043497581","0.220387430893003","0.264010656102159"
"7 Strongly agree","2005","lower secondary degree","(1c) basic vocational qualification","1336","0.253258801715796","0.241597058368458","0.264920545063135"
"7 Strongly agree","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"7 Strongly agree","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2005","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2005","lower secondary degree","(3a) lower tertiary education","40","0.238263326981699","0.167440750162958","0.309085903800441"
"7 Strongly agree","2005","lower secondary degree","(3b) higher tertiary education","","","",""
"7 Strongly agree","2005","secondary school degree","(0) in school","","","",""
"7 Strongly agree","2005","secondary school degree","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","secondary school degree","(1b) general elementary school","","","",""
"7 Strongly agree","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2005","secondary school degree","(2b) intermediate general qualification","131","0.248799945194972","0.213494654236731","0.284105236153213"
"7 Strongly agree","2005","secondary school degree","(2a) intermediate vocational","1133","0.242071598582509","0.229924949631147","0.254218247533872"
