"plh0206i06","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","44","0.0489990758591027","0.0340124679755023","0.0639856837427031"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","75","0.0488128397486982","0.0379445891438125","0.0596810903535838"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","81","0.0502629966569965","0.0397047693366135","0.0608212239773794"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","93","0.0329479325706761","0.0259759026656405","0.0399199624757116"
"4 on scale 1-7","2005","(0) in school","127","0.197867030700737","0.167216666140688","0.228517395260786"
"4 on scale 1-7","2005","(1a) inadequately completed","54","0.187642858636972","0.13835055768872","0.236935159585224"
"4 on scale 1-7","2005","(1b) general elementary school","331","0.178419092066696","0.160944241750522","0.195893942382869"
"4 on scale 1-7","2005","(1c) basic vocational qualification","919","0.162578959009081","0.153001758319414","0.172156159698748"
"4 on scale 1-7","2005","(2b) intermediate general qualification","106","0.183492212038495","0.151964112499755","0.215020311577235"
"4 on scale 1-7","2005","(2a) intermediate vocational","803","0.168587204481193","0.157993725094678","0.179180683867708"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","137","0.171553363003689","0.145380524946668","0.19772620106071"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","245","0.168479102338997","0.149600526822697","0.187357677855297"
"4 on scale 1-7","2005","(3a) lower tertiary education","241","0.141925175180147","0.125061297652549","0.158789052707746"
"4 on scale 1-7","2005","(3b) higher tertiary education","326","0.142434902682788","0.128783980585521","0.156085824780056"
"5 on scale 1-7","2005","(0) in school","159","0.235147256252432","0.202519694903405","0.267774817601458"
"5 on scale 1-7","2005","(1a) inadequately completed","38","0.146440825053821","0.101804598753629","0.191077051354014"
"5 on scale 1-7","2005","(1b) general elementary school","387","0.218932565405047","0.200058429358299","0.237806701451794"
"5 on scale 1-7","2005","(1c) basic vocational qualification","1223","0.21252491653035","0.201906547315927","0.223143285744772"
"5 on scale 1-7","2005","(2b) intermediate general qualification","125","0.166067244183434","0.135755123950086","0.196379364416781"
"5 on scale 1-7","2005","(2a) intermediate vocational","1042","0.211094784330225","0.199547785166333","0.222641783494117"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","218","0.289310577216176","0.25783012139158","0.320791033040772"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","374","0.250415038993322","0.228562583045126","0.272267494941519"
"5 on scale 1-7","2005","(3a) lower tertiary education","359","0.21543711710697","0.195569797270401","0.235304436943539"
"5 on scale 1-7","2005","(3b) higher tertiary education","610","0.234831116635736","0.218274305301444","0.251387927970029"
"6 on scale 1-7","2005","(0) in school","162","0.254392690722754","0.220885876674759","0.287899504770748"
"6 on scale 1-7","2005","(1a) inadequately completed","46","0.216971250548147","0.16493218137728","0.269010319719014"
"6 on scale 1-7","2005","(1b) general elementary school","396","0.198561502959759","0.180354005487412","0.216769000432105"
"6 on scale 1-7","2005","(1c) basic vocational qualification","1411","0.236832595995995","0.22579777916489","0.247867412827099"
"6 on scale 1-7","2005","(2b) intermediate general qualification","122","0.248951055371588","0.213730198694762","0.284171912048413"
"6 on scale 1-7","2005","(2a) intermediate vocational","1269","0.265879280684705","0.253378303645014","0.278380257724395"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","218","0.267026653493146","0.236312374274889","0.297740932711404"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","414","0.258995053178588","0.23689893899167","0.281091167365506"
"6 on scale 1-7","2005","(3a) lower tertiary education","529","0.328376764921591","0.305682600030321","0.351070929812861"
"6 on scale 1-7","2005","(3b) higher tertiary education","795","0.298554595645614","0.280680295531883","0.316428895759346"
"7 Strongly agree","2005","(0) in school","103","0.166623084421603","0.137953984347508","0.195292184495698"
"7 Strongly agree","2005","(1a) inadequately completed","66","0.268260125328098","0.2123235347214","0.324196715934796"
"7 Strongly agree","2005","(1b) general elementary school","454","0.242772749897164","0.223203205328896","0.262342294465431"
"7 Strongly agree","2005","(1c) basic vocational qualification","1457","0.260102032472318","0.248715479402497","0.271488585542139"
"7 Strongly agree","2005","(2b) intermediate general qualification","131","0.246467633278416","0.211364998763451","0.28157026779338"
"7 Strongly agree","2005","(2a) intermediate vocational","1137","0.241070229072871","0.228967298159996","0.253173159985745"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","150","0.186356413722574","0.159322544713711","0.213390282731437"
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","341","0.233063311730463","0.211738935762644","0.254387687698283"
"7 Strongly agree","2005","(3a) lower tertiary education","379","0.22528131437931","0.205093014786539","0.245469613972081"
"7 Strongly agree","2005","(3b) higher tertiary education","646","0.271879797953254","0.254501380000033","0.289258215906475"
"1 Strongly disagree","2006","(0) in school","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","(0) in school","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","(0) in school","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","(0) in school","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2006","(0) in school","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2006","(0) in school","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","","","",""
"7 Strongly agree","2006","(0) in school","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","","","",""
"7 Strongly agree","2006","(1b) general elementary school","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2007","(0) in school","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2007","(0) in school","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2007","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2007","(0) in school","","","",""
"3 on scale 1-7 ","2007","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2007","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2007","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2007","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2007","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2007","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2007","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2007","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2007","(0) in school","","","",""
"4 on scale 1-7","2007","(1a) inadequately completed","","","",""
"4 on scale 1-7","2007","(1b) general elementary school","","","",""
"4 on scale 1-7","2007","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2007","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2007","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2007","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2007","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2007","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2007","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2007","(0) in school","","","",""
"5 on scale 1-7","2007","(1a) inadequately completed","","","",""
"5 on scale 1-7","2007","(1b) general elementary school","","","",""
"5 on scale 1-7","2007","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2007","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2007","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2007","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2007","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2007","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2007","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2007","(0) in school","","","",""
"6 on scale 1-7","2007","(1a) inadequately completed","","","",""
"6 on scale 1-7","2007","(1b) general elementary school","","","",""
"6 on scale 1-7","2007","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2007","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2007","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2007","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2007","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2007","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2007","(3b) higher tertiary education","","","",""
"7 Strongly agree","2007","(0) in school","","","",""
"7 Strongly agree","2007","(1a) inadequately completed","","","",""
"7 Strongly agree","2007","(1b) general elementary school","","","",""
"7 Strongly agree","2007","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2007","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2007","(2a) intermediate vocational","","","",""
"7 Strongly agree","2007","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2007","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2007","(3a) lower tertiary education","","","",""
"7 Strongly agree","2007","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2008","(0) in school","","","",""
"1 Strongly disagree","2008","(1a) inadequately completed","","","",""
"1 Strongly disagree","2008","(1b) general elementary school","","","",""
"1 Strongly disagree","2008","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2008","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2008","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2008","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2008","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2008","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2008","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2008","(0) in school","","","",""
"2 on scale 1-7 ","2008","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2008","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2008","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2008","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2008","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2008","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2008","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2008","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2008","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2008","(0) in school","","","",""
"3 on scale 1-7 ","2008","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2008","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2008","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2008","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2008","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2008","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2008","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2008","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2008","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2008","(0) in school","","","",""
"4 on scale 1-7","2008","(1a) inadequately completed","","","",""
"4 on scale 1-7","2008","(1b) general elementary school","","","",""
"4 on scale 1-7","2008","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2008","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2008","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2008","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2008","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2008","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2008","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2008","(0) in school","","","",""
"5 on scale 1-7","2008","(1a) inadequately completed","","","",""
"5 on scale 1-7","2008","(1b) general elementary school","","","",""
"5 on scale 1-7","2008","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2008","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2008","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2008","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2008","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2008","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2008","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2008","(0) in school","","","",""
"6 on scale 1-7","2008","(1a) inadequately completed","","","",""
"6 on scale 1-7","2008","(1b) general elementary school","","","",""
"6 on scale 1-7","2008","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2008","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2008","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2008","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2008","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2008","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2008","(3b) higher tertiary education","","","",""
"7 Strongly agree","2008","(0) in school","","","",""
"7 Strongly agree","2008","(1a) inadequately completed","","","",""
"7 Strongly agree","2008","(1b) general elementary school","","","",""
"7 Strongly agree","2008","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2008","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2008","(2a) intermediate vocational","","","",""
"7 Strongly agree","2008","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2008","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2008","(3a) lower tertiary education","","","",""
"7 Strongly agree","2008","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2009","(0) in school","","","",""
"1 Strongly disagree","2009","(1a) inadequately completed","","","",""
"1 Strongly disagree","2009","(1b) general elementary school","","","",""
"1 Strongly disagree","2009","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2009","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2009","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2009","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2009","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2009","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2009","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","(0) in school","","","",""
"2 on scale 1-7 ","2009","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","(0) in school","","","",""
"3 on scale 1-7 ","2009","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","(0) in school","","","",""
"4 on scale 1-7","2009","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","(0) in school","","","",""
"5 on scale 1-7","2009","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","(0) in school","","","",""
"6 on scale 1-7","2009","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","(0) in school","","","",""
"7 Strongly agree","2009","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","(1b) general elementary school","","","",""
"7 Strongly agree","2009","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2010","(0) in school","6","","",""
"1 Strongly disagree","2010","(1a) inadequately completed","8","","",""
"1 Strongly disagree","2010","(1b) general elementary school","58","0.0485977242854041","0.0366440178497494","0.0605514307210588"
"1 Strongly disagree","2010","(1c) basic vocational qualification","149","0.0337489324404584","0.0283819719230124","0.0391158929579045"
"1 Strongly disagree","2010","(2b) intermediate general qualification","8","","",""
"1 Strongly disagree","2010","(2a) intermediate vocational","94","0.0267492875967527","0.0217941084404597","0.0317044667530456"
"1 Strongly disagree","2010","(2c_gen) general maturity certificate","8","","",""
"1 Strongly disagree","2010","(2c_voc) vocational maturity certificate","21","","",""
"1 Strongly disagree","2010","(3a) lower tertiary education","23","","",""
"1 Strongly disagree","2010","(3b) higher tertiary education","29","","",""
"2 on scale 1-7 ","2010","(0) in school","10","","",""
"2 on scale 1-7 ","2010","(1a) inadequately completed","8","","",""
"2 on scale 1-7 ","2010","(1b) general elementary school","44","0.0317146785490317","0.0219727630593938","0.0414565940386697"
"2 on scale 1-7 ","2010","(1c) basic vocational qualification","163","0.0380931416554725","0.0324040452444237","0.0437822380665213"
"2 on scale 1-7 ","2010","(2b) intermediate general qualification","21","","",""
"2 on scale 1-7 ","2010","(2a) intermediate vocational","168","0.0380068486272181","0.0321345544108924","0.0438791428435438"
"2 on scale 1-7 ","2010","(2c_gen) general maturity certificate","12","","",""
"2 on scale 1-7 ","2010","(2c_voc) vocational maturity certificate","28","","",""
"2 on scale 1-7 ","2010","(3a) lower tertiary education","47","0.0241194654528784","0.016358068212535","0.0318808626932218"
"2 on scale 1-7 ","2010","(3b) higher tertiary education","45","0.0207855347268631","0.014990232172496","0.0265808372812302"
"3 on scale 1-7 ","2010","(0) in school","21","","",""
"3 on scale 1-7 ","2010","(1a) inadequately completed","9","","",""
"3 on scale 1-7 ","2010","(1b) general elementary school","98","0.0703054178953405","0.0560927020346461","0.084518133756035"
"3 on scale 1-7 ","2010","(1c) basic vocational qualification","298","0.0635206655197251","0.0562719675229605","0.0707693635164897"
"3 on scale 1-7 ","2010","(2b) intermediate general qualification","28","","",""
"3 on scale 1-7 ","2010","(2a) intermediate vocational","279","0.070282750613547","0.0624323701465274","0.0781331310805665"
"3 on scale 1-7 ","2010","(2c_gen) general maturity certificate","33","0.0482025352282467","0.0317361365990613","0.0646689338574322"
"3 on scale 1-7 ","2010","(2c_voc) vocational maturity certificate","89","0.0862080261164215","0.0707412304341545","0.101674821798688"
"3 on scale 1-7 ","2010","(3a) lower tertiary education","76","0.063543448662283","0.0512028294502782","0.0758840678742878"
"3 on scale 1-7 ","2010","(3b) higher tertiary education","114","0.0544405938125645","0.0452241699549846","0.0636570176701445"
"4 on scale 1-7","2010","(0) in school","41","0.166197179481714","0.121629071414245","0.210765287549182"
"4 on scale 1-7","2010","(1a) inadequately completed","27","","",""
"4 on scale 1-7","2010","(1b) general elementary school","242","0.200500831574548","0.178243165425775","0.222758497723322"
