"plh0206i06","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","no degree/no degree yet","West Germany","51","0.0698385289515308","0.0512986670311492","0.0883783908719125"
"3 on scale 1-7 ","2005","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2005","lower secondary degree","West Germany","923","0.162593458269197","0.152994002620721","0.172192913917673"
"4 on scale 1-7","2005","lower secondary degree","East Germany","255","0.191083620130119","0.170385542049005","0.211781698211233"
"4 on scale 1-7","2005","secondary school degree","West Germany","651","0.171934683854452","0.159928265493944","0.18394110221496"
"4 on scale 1-7","2005","secondary school degree","East Germany","361","0.163004397665615","0.147653211152084","0.178355584179146"
"4 on scale 1-7","2005","college entrance qualification","West Germany","574","0.144667835533514","0.133847556312706","0.155488114754322"
"4 on scale 1-7","2005","college entrance qualification","East Germany","163","0.148113172302001","0.12734717808127","0.168879166522731"
"4 on scale 1-7","2005","Other degree","West Germany","168","0.18393272793168","0.160675284399102","0.207190171464259"
"4 on scale 1-7","2005","Other degree","East Germany","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","West Germany","149","0.197663970337596","0.168695758651801","0.22663218202339"
"4 on scale 1-7","2005","no degree/no degree yet","East Germany","32","0.169118055190783","0.112093921559039","0.226142188822527"
"5 on scale 1-7","2005","lower secondary degree","West Germany","1225","0.216850729204065","0.206129869444309","0.227571588963822"
"5 on scale 1-7","2005","lower secondary degree","East Germany","278","0.202275603848796","0.18112782958428","0.223423378113313"
"5 on scale 1-7","2005","secondary school degree","West Germany","809","0.203435957980482","0.190626709928909","0.216245206032055"
"5 on scale 1-7","2005","secondary school degree","East Germany","483","0.213301644019812","0.196276847801059","0.230326440238566"
"5 on scale 1-7","2005","college entrance qualification","West Germany","1041","0.251711335545676","0.238361649740707","0.265061021350644"
"5 on scale 1-7","2005","college entrance qualification","East Germany","269","0.235501414077114","0.210695796828983","0.260307031325246"
"5 on scale 1-7","2005","Other degree","West Germany","224","0.215941726013678","0.191240873421061","0.240642578606295"
"5 on scale 1-7","2005","Other degree","East Germany","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","West Germany","156","0.197780740256728","0.168806082032681","0.226755398480776"
"5 on scale 1-7","2005","no degree/no degree yet","East Germany","42","0.221280533091132","0.158133032257301","0.284428033924963"
"6 on scale 1-7","2005","lower secondary degree","West Germany","1392","0.235527335044241","0.224488365447277","0.246566304641205"
"6 on scale 1-7","2005","lower secondary degree","East Germany","326","0.209402097002384","0.18798133982356","0.230822854181207"
"6 on scale 1-7","2005","secondary school degree","West Germany","1015","0.276700984711759","0.262465779998754","0.290936189424764"
"6 on scale 1-7","2005","secondary school degree","East Germany","576","0.241483355101826","0.223696185019003","0.259270525184648"
"6 on scale 1-7","2005","college entrance qualification","West Germany","1251","0.301294314310128","0.287181043304752","0.315407585315505"
"6 on scale 1-7","2005","college entrance qualification","East Germany","340","0.271932017457427","0.245919578489528","0.297944456425326"
"6 on scale 1-7","2005","Other degree","West Germany","247","0.219774866900678","0.194916736064698","0.244632997736659"
"6 on scale 1-7","2005","Other degree","East Germany","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","West Germany","175","0.248474549315185","0.217041060746499","0.27990803788387"
"6 on scale 1-7","2005","no degree/no degree yet","East Germany","34","0.188033854106064","0.128593548726435","0.247474159485692"
"7 Strongly agree","2005","lower secondary degree","West Germany","1405","0.248666789756225","0.237421980721621","0.259911598790829"
"7 Strongly agree","2005","lower secondary degree","East Germany","349","0.254555256852888","0.231622026191804","0.277488487513972"
"7 Strongly agree","2005","secondary school degree","West Germany","890","0.239972676771898","0.226383444291788","0.253561909252008"
"7 Strongly agree","2005","secondary school degree","East Germany","541","0.252932902909551","0.234866854549606","0.270998951269495"
"7 Strongly agree","2005","college entrance qualification","West Germany","910","0.233219686505039","0.220211907348978","0.2462274656611"
"7 Strongly agree","2005","college entrance qualification","East Germany","258","0.245276873291737","0.220124031155149","0.270429715428325"
"7 Strongly agree","2005","Other degree","West Germany","315","0.272035655976327","0.245321745992966","0.298749565959689"
"7 Strongly agree","2005","Other degree","East Germany","","","",""
"7 Strongly agree","2005","no degree/no degree yet","West Germany","141","0.199029015995009","0.169985688608039","0.228072343381978"
"7 Strongly agree","2005","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2006","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2006","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2006","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2006","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2006","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2006","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2006","Other degree","West Germany","","","",""
"1 Strongly disagree","2006","Other degree","East Germany","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2006","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2006","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2006","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2006","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2006","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2006","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2006","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2006","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2006","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2006","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2006","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2006","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2006","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2006","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2006","Other degree","West Germany","","","",""
"4 on scale 1-7","2006","Other degree","East Germany","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2006","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2006","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2006","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2006","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2006","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2006","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2006","Other degree","West Germany","","","",""
"5 on scale 1-7","2006","Other degree","East Germany","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2006","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2006","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2006","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2006","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2006","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2006","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2006","Other degree","West Germany","","","",""
"6 on scale 1-7","2006","Other degree","East Germany","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2006","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2006","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2006","secondary school degree","West Germany","","","",""
"7 Strongly agree","2006","secondary school degree","East Germany","","","",""
"7 Strongly agree","2006","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2006","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2006","Other degree","West Germany","","","",""
"7 Strongly agree","2006","Other degree","East Germany","","","",""
"7 Strongly agree","2006","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2006","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2007","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2007","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2007","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2007","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2007","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2007","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2007","Other degree","West Germany","","","",""
"1 Strongly disagree","2007","Other degree","East Germany","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2007","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2007","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2007","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2007","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2007","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2007","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2007","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2007","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2007","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2007","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2007","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2007","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2007","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2007","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2007","Other degree","West Germany","","","",""
"4 on scale 1-7","2007","Other degree","East Germany","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2007","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2007","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2007","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2007","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2007","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2007","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2007","Other degree","West Germany","","","",""
"5 on scale 1-7","2007","Other degree","East Germany","","","",""
"5 on scale 1-7","2007","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2007","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2007","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2007","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2007","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2007","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2007","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2007","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2007","Other degree","West Germany","","","",""
"6 on scale 1-7","2007","Other degree","East Germany","","","",""
"6 on scale 1-7","2007","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2007","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2007","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2007","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2007","secondary school degree","West Germany","","","",""
"7 Strongly agree","2007","secondary school degree","East Germany","","","",""
"7 Strongly agree","2007","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2007","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2007","Other degree","West Germany","","","",""
"7 Strongly agree","2007","Other degree","East Germany","","","",""
"7 Strongly agree","2007","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2007","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2008","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2008","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2008","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2008","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2008","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2008","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2008","Other degree","West Germany","","","",""
"1 Strongly disagree","2008","Other degree","East Germany","","","",""
"1 Strongly disagree","2008","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2008","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2008","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2008","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2008","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2008","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2008","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2008","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2008","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2008","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2008","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2008","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2008","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2008","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2008","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2008","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2008","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2008","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2008","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2008","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2008","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2008","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2008","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2008","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2008","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2008","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2008","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2008","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2008","Other degree","West Germany","","","",""
"4 on scale 1-7","2008","Other degree","East Germany","","","",""
"4 on scale 1-7","2008","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2008","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2008","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2008","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2008","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2008","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2008","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2008","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2008","Other degree","West Germany","","","",""
"5 on scale 1-7","2008","Other degree","East Germany","","","",""
"5 on scale 1-7","2008","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2008","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2008","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2008","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2008","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2008","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2008","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2008","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2008","Other degree","West Germany","","","",""
"6 on scale 1-7","2008","Other degree","East Germany","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2008","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2008","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2008","secondary school degree","West Germany","","","",""
"7 Strongly agree","2008","secondary school degree","East Germany","","","",""
"7 Strongly agree","2008","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2008","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2008","Other degree","West Germany","","","",""
"7 Strongly agree","2008","Other degree","East Germany","","","",""
"7 Strongly agree","2008","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2008","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2009","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2009","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2009","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2009","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2009","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2009","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2009","Other degree","West Germany","","","",""
"1 Strongly disagree","2009","Other degree","East Germany","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2009","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2009","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2009","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2009","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2009","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2009","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2009","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2009","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2009","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2009","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2009","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2009","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2009","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2009","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2009","Other degree","West Germany","","","",""
"4 on scale 1-7","2009","Other degree","East Germany","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2009","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2009","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2009","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2009","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2009","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2009","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2009","Other degree","West Germany","","","",""
"5 on scale 1-7","2009","Other degree","East Germany","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2009","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2009","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2009","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2009","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2009","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2009","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2009","Other degree","West Germany","","","",""
"6 on scale 1-7","2009","Other degree","East Germany","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2009","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2009","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2009","secondary school degree","West Germany","","","",""
"7 Strongly agree","2009","secondary school degree","East Germany","","","",""
"7 Strongly agree","2009","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2009","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2009","Other degree","West Germany","","","",""
"7 Strongly agree","2009","Other degree","East Germany","","","",""
"7 Strongly agree","2009","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2009","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2010","lower secondary degree","West Germany","163","0.0373517983421685","0.0316735691255669","0.04303002755877"
"1 Strongly disagree","2010","lower secondary degree","East Germany","35","0.040275546918007","0.0284231932836107","0.0521279005524033"
"1 Strongly disagree","2010","secondary school degree","West Germany","67","0.0224548233926611","0.0173118748969363","0.0275977718883858"
"1 Strongly disagree","2010","secondary school degree","East Germany","41","0.0245394459511517","0.0175044724047488","0.0315744194975547"
"1 Strongly disagree","2010","college entrance qualification","West Germany","46","0.015005195548951","0.0110568430364348","0.0189535480614673"
"1 Strongly disagree","2010","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2010","Other degree","West Germany","","","",""
"1 Strongly disagree","2010","Other degree","East Germany","","","",""
"1 Strongly disagree","2010","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2010","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2010","lower secondary degree","West Germany","162","0.0381955133965527","0.0324560282645432","0.0439349985285623"
"2 on scale 1-7 ","2010","lower secondary degree","East Germany","42","0.0339544816686941","0.0230361082130807","0.0448728551243076"
"2 on scale 1-7 ","2010","secondary school degree","West Germany","142","0.0383524519228979","0.0316860197302158","0.04501888411558"
"2 on scale 1-7 ","2010","secondary school degree","East Germany","63","0.0355575346253055","0.0271372025494245","0.0439778667011864"
"2 on scale 1-7 ","2010","college entrance qualification","West Germany","77","0.0139429729012391","0.0101348861959978","0.0177510596064803"
"2 on scale 1-7 ","2010","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2010","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2010","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2010","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2010","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2010","lower secondary degree","West Germany","297","0.0624212775506147","0.0551770254092424","0.0696655296919869"
"3 on scale 1-7 ","2010","lower secondary degree","East Germany","76","0.0819288002643969","0.0653952135760932","0.0984623869527007"
"3 on scale 1-7 ","2010","secondary school degree","West Germany","209","0.0701840913823501","0.0613164777617618","0.0790517050029384"
"3 on scale 1-7 ","2010","secondary school degree","East Germany","115","0.0608839471820921","0.0500112756359476","0.0717566187282366"
"3 on scale 1-7 ","2010","college entrance qualification","West Germany","214","0.0685288584159813","0.0603234619302331","0.0767342549017294"
"3 on scale 1-7 ","2010","college entrance qualification","East Germany","58","0.0665138293470072","0.0512295438938592","0.0817981148001552"
"3 on scale 1-7 ","2010","Other degree","West Germany","44","0.058671519684694","0.0409426734806275","0.0764003658887606"
"3 on scale 1-7 ","2010","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2010","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2010","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2010","lower secondary degree","West Germany","762","0.176673656349546","0.165252889536941","0.188094423162151"
