"plh0206i06","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2005","Not Working","Male","782","0.245166985500249","0.230144242034669","0.260189728965828"
"6 on scale 1-7","2005","Not Working","Female","1128","0.234996955025333","0.222850725886903","0.247143184163764"
"7 Strongly agree","2005","Full Time","Male","1261","0.233044932041766","0.221709980742443","0.244379883341089"
"7 Strongly agree","2005","Full Time","Female","652","0.242803010964028","0.226542184306367","0.259063837621689"
"7 Strongly agree","2005","Part Time","Male","342","0.245285964518598","0.222634617249398","0.267937311787798"
"7 Strongly agree","2005","Part Time","Female","774","0.245986637269338","0.231561282854657","0.260411991684019"
"7 Strongly agree","2005","Not Working","Male","766","0.253145259207965","0.237960923936906","0.268329594479024"
"7 Strongly agree","2005","Not Working","Female","1145","0.250501868732035","0.238089075170611","0.262914662293459"
"1 Strongly disagree","2006","Full Time","Male","","","",""
"1 Strongly disagree","2006","Full Time","Female","","","",""
"1 Strongly disagree","2006","Part Time","Male","","","",""
"1 Strongly disagree","2006","Part Time","Female","","","",""
"1 Strongly disagree","2006","Not Working","Male","","","",""
"1 Strongly disagree","2006","Not Working","Female","","","",""
"2 on scale 1-7 ","2006","Full Time","Male","","","",""
"2 on scale 1-7 ","2006","Full Time","Female","","","",""
"2 on scale 1-7 ","2006","Part Time","Male","","","",""
"2 on scale 1-7 ","2006","Part Time","Female","","","",""
"2 on scale 1-7 ","2006","Not Working","Male","","","",""
"2 on scale 1-7 ","2006","Not Working","Female","","","",""
"3 on scale 1-7 ","2006","Full Time","Male","","","",""
"3 on scale 1-7 ","2006","Full Time","Female","","","",""
"3 on scale 1-7 ","2006","Part Time","Male","","","",""
"3 on scale 1-7 ","2006","Part Time","Female","","","",""
"3 on scale 1-7 ","2006","Not Working","Male","","","",""
"3 on scale 1-7 ","2006","Not Working","Female","","","",""
"4 on scale 1-7","2006","Full Time","Male","","","",""
"4 on scale 1-7","2006","Full Time","Female","","","",""
"4 on scale 1-7","2006","Part Time","Male","","","",""
"4 on scale 1-7","2006","Part Time","Female","","","",""
"4 on scale 1-7","2006","Not Working","Male","","","",""
"4 on scale 1-7","2006","Not Working","Female","","","",""
"5 on scale 1-7","2006","Full Time","Male","","","",""
"5 on scale 1-7","2006","Full Time","Female","","","",""
"5 on scale 1-7","2006","Part Time","Male","","","",""
"5 on scale 1-7","2006","Part Time","Female","","","",""
"5 on scale 1-7","2006","Not Working","Male","","","",""
"5 on scale 1-7","2006","Not Working","Female","","","",""
"6 on scale 1-7","2006","Full Time","Male","","","",""
"6 on scale 1-7","2006","Full Time","Female","","","",""
"6 on scale 1-7","2006","Part Time","Male","","","",""
"6 on scale 1-7","2006","Part Time","Female","","","",""
"6 on scale 1-7","2006","Not Working","Male","","","",""
"6 on scale 1-7","2006","Not Working","Female","","","",""
"7 Strongly agree","2006","Full Time","Male","","","",""
"7 Strongly agree","2006","Full Time","Female","","","",""
"7 Strongly agree","2006","Part Time","Male","","","",""
"7 Strongly agree","2006","Part Time","Female","","","",""
"7 Strongly agree","2006","Not Working","Male","","","",""
"7 Strongly agree","2006","Not Working","Female","","","",""
"1 Strongly disagree","2007","Full Time","Male","","","",""
"1 Strongly disagree","2007","Full Time","Female","","","",""
"1 Strongly disagree","2007","Part Time","Male","","","",""
"1 Strongly disagree","2007","Part Time","Female","","","",""
"1 Strongly disagree","2007","Not Working","Male","","","",""
"1 Strongly disagree","2007","Not Working","Female","","","",""
"2 on scale 1-7 ","2007","Full Time","Male","","","",""
"2 on scale 1-7 ","2007","Full Time","Female","","","",""
"2 on scale 1-7 ","2007","Part Time","Male","","","",""
"2 on scale 1-7 ","2007","Part Time","Female","","","",""
"2 on scale 1-7 ","2007","Not Working","Male","","","",""
"2 on scale 1-7 ","2007","Not Working","Female","","","",""
"3 on scale 1-7 ","2007","Full Time","Male","","","",""
"3 on scale 1-7 ","2007","Full Time","Female","","","",""
"3 on scale 1-7 ","2007","Part Time","Male","","","",""
"3 on scale 1-7 ","2007","Part Time","Female","","","",""
"3 on scale 1-7 ","2007","Not Working","Male","","","",""
"3 on scale 1-7 ","2007","Not Working","Female","","","",""
"4 on scale 1-7","2007","Full Time","Male","","","",""
"4 on scale 1-7","2007","Full Time","Female","","","",""
"4 on scale 1-7","2007","Part Time","Male","","","",""
"4 on scale 1-7","2007","Part Time","Female","","","",""
"4 on scale 1-7","2007","Not Working","Male","","","",""
"4 on scale 1-7","2007","Not Working","Female","","","",""
"5 on scale 1-7","2007","Full Time","Male","","","",""
"5 on scale 1-7","2007","Full Time","Female","","","",""
"5 on scale 1-7","2007","Part Time","Male","","","",""
"5 on scale 1-7","2007","Part Time","Female","","","",""
"5 on scale 1-7","2007","Not Working","Male","","","",""
"5 on scale 1-7","2007","Not Working","Female","","","",""
"6 on scale 1-7","2007","Full Time","Male","","","",""
"6 on scale 1-7","2007","Full Time","Female","","","",""
"6 on scale 1-7","2007","Part Time","Male","","","",""
"6 on scale 1-7","2007","Part Time","Female","","","",""
"6 on scale 1-7","2007","Not Working","Male","","","",""
"6 on scale 1-7","2007","Not Working","Female","","","",""
"7 Strongly agree","2007","Full Time","Male","","","",""
"7 Strongly agree","2007","Full Time","Female","","","",""
"7 Strongly agree","2007","Part Time","Male","","","",""
"7 Strongly agree","2007","Part Time","Female","","","",""
"7 Strongly agree","2007","Not Working","Male","","","",""
"7 Strongly agree","2007","Not Working","Female","","","",""
"1 Strongly disagree","2008","Full Time","Male","","","",""
"1 Strongly disagree","2008","Full Time","Female","","","",""
"1 Strongly disagree","2008","Part Time","Male","","","",""
"1 Strongly disagree","2008","Part Time","Female","","","",""
"1 Strongly disagree","2008","Not Working","Male","","","",""
"1 Strongly disagree","2008","Not Working","Female","","","",""
"2 on scale 1-7 ","2008","Full Time","Male","","","",""
"2 on scale 1-7 ","2008","Full Time","Female","","","",""
"2 on scale 1-7 ","2008","Part Time","Male","","","",""
"2 on scale 1-7 ","2008","Part Time","Female","","","",""
"2 on scale 1-7 ","2008","Not Working","Male","","","",""
"2 on scale 1-7 ","2008","Not Working","Female","","","",""
"3 on scale 1-7 ","2008","Full Time","Male","","","",""
"3 on scale 1-7 ","2008","Full Time","Female","","","",""
"3 on scale 1-7 ","2008","Part Time","Male","","","",""
"3 on scale 1-7 ","2008","Part Time","Female","","","",""
"3 on scale 1-7 ","2008","Not Working","Male","","","",""
"3 on scale 1-7 ","2008","Not Working","Female","","","",""
"4 on scale 1-7","2008","Full Time","Male","","","",""
"4 on scale 1-7","2008","Full Time","Female","","","",""
"4 on scale 1-7","2008","Part Time","Male","","","",""
"4 on scale 1-7","2008","Part Time","Female","","","",""
"4 on scale 1-7","2008","Not Working","Male","","","",""
"4 on scale 1-7","2008","Not Working","Female","","","",""
"5 on scale 1-7","2008","Full Time","Male","","","",""
"5 on scale 1-7","2008","Full Time","Female","","","",""
"5 on scale 1-7","2008","Part Time","Male","","","",""
"5 on scale 1-7","2008","Part Time","Female","","","",""
"5 on scale 1-7","2008","Not Working","Male","","","",""
"5 on scale 1-7","2008","Not Working","Female","","","",""
"6 on scale 1-7","2008","Full Time","Male","","","",""
"6 on scale 1-7","2008","Full Time","Female","","","",""
"6 on scale 1-7","2008","Part Time","Male","","","",""
"6 on scale 1-7","2008","Part Time","Female","","","",""
"6 on scale 1-7","2008","Not Working","Male","","","",""
"6 on scale 1-7","2008","Not Working","Female","","","",""
"7 Strongly agree","2008","Full Time","Male","","","",""
"7 Strongly agree","2008","Full Time","Female","","","",""
"7 Strongly agree","2008","Part Time","Male","","","",""
"7 Strongly agree","2008","Part Time","Female","","","",""
"7 Strongly agree","2008","Not Working","Male","","","",""
"7 Strongly agree","2008","Not Working","Female","","","",""
"1 Strongly disagree","2009","Full Time","Male","","","",""
"1 Strongly disagree","2009","Full Time","Female","","","",""
"1 Strongly disagree","2009","Part Time","Male","","","",""
"1 Strongly disagree","2009","Part Time","Female","","","",""
"1 Strongly disagree","2009","Not Working","Male","","","",""
"1 Strongly disagree","2009","Not Working","Female","","","",""
"2 on scale 1-7 ","2009","Full Time","Male","","","",""
"2 on scale 1-7 ","2009","Full Time","Female","","","",""
"2 on scale 1-7 ","2009","Part Time","Male","","","",""
"2 on scale 1-7 ","2009","Part Time","Female","","","",""
"2 on scale 1-7 ","2009","Not Working","Male","","","",""
"2 on scale 1-7 ","2009","Not Working","Female","","","",""
"3 on scale 1-7 ","2009","Full Time","Male","","","",""
"3 on scale 1-7 ","2009","Full Time","Female","","","",""
"3 on scale 1-7 ","2009","Part Time","Male","","","",""
"3 on scale 1-7 ","2009","Part Time","Female","","","",""
"3 on scale 1-7 ","2009","Not Working","Male","","","",""
"3 on scale 1-7 ","2009","Not Working","Female","","","",""
"4 on scale 1-7","2009","Full Time","Male","","","",""
"4 on scale 1-7","2009","Full Time","Female","","","",""
"4 on scale 1-7","2009","Part Time","Male","","","",""
"4 on scale 1-7","2009","Part Time","Female","","","",""
"4 on scale 1-7","2009","Not Working","Male","","","",""
"4 on scale 1-7","2009","Not Working","Female","","","",""
"5 on scale 1-7","2009","Full Time","Male","","","",""
"5 on scale 1-7","2009","Full Time","Female","","","",""
"5 on scale 1-7","2009","Part Time","Male","","","",""
"5 on scale 1-7","2009","Part Time","Female","","","",""
"5 on scale 1-7","2009","Not Working","Male","","","",""
"5 on scale 1-7","2009","Not Working","Female","","","",""
"6 on scale 1-7","2009","Full Time","Male","","","",""
"6 on scale 1-7","2009","Full Time","Female","","","",""
"6 on scale 1-7","2009","Part Time","Male","","","",""
"6 on scale 1-7","2009","Part Time","Female","","","",""
"6 on scale 1-7","2009","Not Working","Male","","","",""
"6 on scale 1-7","2009","Not Working","Female","","","",""
"7 Strongly agree","2009","Full Time","Male","","","",""
"7 Strongly agree","2009","Full Time","Female","","","",""
"7 Strongly agree","2009","Part Time","Male","","","",""
"7 Strongly agree","2009","Part Time","Female","","","",""
"7 Strongly agree","2009","Not Working","Male","","","",""
"7 Strongly agree","2009","Not Working","Female","","","",""
"1 Strongly disagree","2010","Full Time","Male","64","0.0172524667208074","0.0133055806753639","0.0211993527662508"
"1 Strongly disagree","2010","Full Time","Female","47","0.0159118918225731","0.0107516758794204","0.0210721077657259"
"1 Strongly disagree","2010","Part Time","Male","24","","",""
"1 Strongly disagree","2010","Part Time","Female","72","0.0194890402669592","0.0143869869876326","0.0245910935462859"
"1 Strongly disagree","2010","Not Working","Male","79","0.0336516624691233","0.0268115605260824","0.0404917644121642"
"1 Strongly disagree","2010","Not Working","Female","139","0.045683580645939","0.0388949544491725","0.0524722068427056"
"2 on scale 1-7 ","2010","Full Time","Male","121","0.0234261909804216","0.0188414861194057","0.0280108958414375"
"2 on scale 1-7 ","2010","Full Time","Female","79","0.0259309225505997","0.0193771126839314","0.032484732417268"
"2 on scale 1-7 ","2010","Part Time","Male","32","0.0319739835359922","0.0214815047089957","0.0424664623629888"
"2 on scale 1-7 ","2010","Part Time","Female","100","0.034748871269391","0.0279893794462258","0.0415083630925562"
"2 on scale 1-7 ","2010","Not Working","Male","94","0.0320741390475432","0.0253908382057551","0.0387574398893312"
"2 on scale 1-7 ","2010","Not Working","Female","144","0.0417760012645282","0.0352709221151175","0.0482810804139388"
"3 on scale 1-7 ","2010","Full Time","Male","265","0.0655720643998436","0.0580689711769602","0.073075157622727"
"3 on scale 1-7 ","2010","Full Time","Female","153","0.0716202781251455","0.0609869112062676","0.0822536450440234"
"3 on scale 1-7 ","2010","Part Time","Male","65","0.0468275769663863","0.0342275118096121","0.0594276421231605"
"3 on scale 1-7 ","2010","Part Time","Female","214","0.0776692961728866","0.0677907836478434","0.0875478086979298"
"3 on scale 1-7 ","2010","Not Working","Male","158","0.0632957517499642","0.0540598142276727","0.0725316892722557"
"3 on scale 1-7 ","2010","Not Working","Female","222","0.0666522398595195","0.0585429140665192","0.0747615656525198"
"4 on scale 1-7","2010","Full Time","Male","594","0.137683779873079","0.127239399619399","0.148128160126759"
"4 on scale 1-7","2010","Full Time","Female","371","0.181899829684235","0.165992057481733","0.197807601886738"
"4 on scale 1-7","2010","Part Time","Male","170","0.163809556073957","0.141736705157484","0.18588240699043"
"4 on scale 1-7","2010","Part Time","Female","494","0.193634108507016","0.179049978010338","0.208218239003695"
"4 on scale 1-7","2010","Not Working","Male","432","0.168552050983621","0.154352421436556","0.182751680530686"
"4 on scale 1-7","2010","Not Working","Female","608","0.163899305822108","0.151863546943109","0.175935064701107"
"5 on scale 1-7","2010","Full Time","Male","1039","0.262358387835469","0.249023843238752","0.275692932432186"
"5 on scale 1-7","2010","Full Time","Female","495","0.208398838704953","0.191649763439822","0.225147913970084"
"5 on scale 1-7","2010","Part Time","Male","281","0.220180045127872","0.195467221847715","0.24489286840803"
"5 on scale 1-7","2010","Part Time","Female","654","0.202135759530813","0.187313663843505","0.216957855218122"
"5 on scale 1-7","2010","Not Working","Male","599","0.217860237041612","0.202202693468806","0.233517780614417"
"5 on scale 1-7","2010","Not Working","Female","795","0.205882645963147","0.192736215654079","0.219029076272216"
"6 on scale 1-7","2010","Full Time","Male","1303","0.290592429735721","0.276829906516965","0.304354952954476"
"6 on scale 1-7","2010","Full Time","Female","656","0.286641929374082","0.267994729571387","0.305289129176778"
"6 on scale 1-7","2010","Part Time","Male","305","0.286904774268072","0.259928692752265","0.31388085578388"
"6 on scale 1-7","2010","Part Time","Female","751","0.261886255384361","0.245659132086348","0.278113378682375"
"6 on scale 1-7","2010","Not Working","Male","707","0.250982516293069","0.234536520588216","0.267428511997922"
"6 on scale 1-7","2010","Not Working","Female","926","0.240214556876474","0.226324603922578","0.254104509830371"
"7 Strongly agree","2010","Full Time","Male","795","0.203114680454659","0.190919827238014","0.215309533671303"
"7 Strongly agree","2010","Full Time","Female","458","0.209596309738411","0.192811892338135","0.226380727138687"
"7 Strongly agree","2010","Part Time","Male","203","0.221965455229014","0.197181058730045","0.246749851727984"
"7 Strongly agree","2010","Part Time","Female","535","0.210436668868572","0.19539216981215","0.225481167924995"
"7 Strongly agree","2010","Not Working","Male","601","0.233583642415068","0.217534713399376","0.249632571430761"
"7 Strongly agree","2010","Not Working","Female","800","0.235891669568284","0.222088163870244","0.249695175266324"
"1 Strongly disagree","2011","Full Time","Male","","","",""
"1 Strongly disagree","2011","Full Time","Female","","","",""
"1 Strongly disagree","2011","Part Time","Male","","","",""
"1 Strongly disagree","2011","Part Time","Female","","","",""
"1 Strongly disagree","2011","Not Working","Male","","","",""
"1 Strongly disagree","2011","Not Working","Female","","","",""
"2 on scale 1-7 ","2011","Full Time","Male","","","",""
"2 on scale 1-7 ","2011","Full Time","Female","","","",""
"2 on scale 1-7 ","2011","Part Time","Male","","","",""
"2 on scale 1-7 ","2011","Part Time","Female","","","",""
"2 on scale 1-7 ","2011","Not Working","Male","","","",""
"2 on scale 1-7 ","2011","Not Working","Female","","","",""
"3 on scale 1-7 ","2011","Full Time","Male","","","",""
"3 on scale 1-7 ","2011","Full Time","Female","","","",""
"3 on scale 1-7 ","2011","Part Time","Male","","","",""
"3 on scale 1-7 ","2011","Part Time","Female","","","",""
"3 on scale 1-7 ","2011","Not Working","Male","","","",""
"3 on scale 1-7 ","2011","Not Working","Female","","","",""
"4 on scale 1-7","2011","Full Time","Male","","","",""
"4 on scale 1-7","2011","Full Time","Female","","","",""
"4 on scale 1-7","2011","Part Time","Male","","","",""
"4 on scale 1-7","2011","Part Time","Female","","","",""
"4 on scale 1-7","2011","Not Working","Male","","","",""
"4 on scale 1-7","2011","Not Working","Female","","","",""
"5 on scale 1-7","2011","Full Time","Male","","","",""
"5 on scale 1-7","2011","Full Time","Female","","","",""
"5 on scale 1-7","2011","Part Time","Male","","","",""
"5 on scale 1-7","2011","Part Time","Female","","","",""
"5 on scale 1-7","2011","Not Working","Male","","","",""
"5 on scale 1-7","2011","Not Working","Female","","","",""
"6 on scale 1-7","2011","Full Time","Male","","","",""
"6 on scale 1-7","2011","Full Time","Female","","","",""
"6 on scale 1-7","2011","Part Time","Male","","","",""
"6 on scale 1-7","2011","Part Time","Female","","","",""
"6 on scale 1-7","2011","Not Working","Male","","","",""
"6 on scale 1-7","2011","Not Working","Female","","","",""
"7 Strongly agree","2011","Full Time","Male","","","",""
"7 Strongly agree","2011","Full Time","Female","","","",""
"7 Strongly agree","2011","Part Time","Male","","","",""
"7 Strongly agree","2011","Part Time","Female","","","",""
"7 Strongly agree","2011","Not Working","Male","","","",""
"7 Strongly agree","2011","Not Working","Female","","","",""
"1 Strongly disagree","2012","Full Time","Male","","","",""
"1 Strongly disagree","2012","Full Time","Female","","","",""
"1 Strongly disagree","2012","Part Time","Male","","","",""
"1 Strongly disagree","2012","Part Time","Female","","","",""
"1 Strongly disagree","2012","Not Working","Male","","","",""
"1 Strongly disagree","2012","Not Working","Female","","","",""
"2 on scale 1-7 ","2012","Full Time","Male","","","",""
"2 on scale 1-7 ","2012","Full Time","Female","","","",""
"2 on scale 1-7 ","2012","Part Time","Male","","","",""
"2 on scale 1-7 ","2012","Part Time","Female","","","",""
"2 on scale 1-7 ","2012","Not Working","Male","","","",""
"2 on scale 1-7 ","2012","Not Working","Female","","","",""
"3 on scale 1-7 ","2012","Full Time","Male","","","",""
"3 on scale 1-7 ","2012","Full Time","Female","","","",""
"3 on scale 1-7 ","2012","Part Time","Male","","","",""
"3 on scale 1-7 ","2012","Part Time","Female","","","",""
"3 on scale 1-7 ","2012","Not Working","Male","","","",""
"3 on scale 1-7 ","2012","Not Working","Female","","","",""
"4 on scale 1-7","2012","Full Time","Male","","","",""
"4 on scale 1-7","2012","Full Time","Female","","","",""
"4 on scale 1-7","2012","Part Time","Male","","","",""
"4 on scale 1-7","2012","Part Time","Female","","","",""
"4 on scale 1-7","2012","Not Working","Male","","","",""
"4 on scale 1-7","2012","Not Working","Female","","","",""
"5 on scale 1-7","2012","Full Time","Male","","","",""
"5 on scale 1-7","2012","Full Time","Female","","","",""
"5 on scale 1-7","2012","Part Time","Male","","","",""
"5 on scale 1-7","2012","Part Time","Female","","","",""
"5 on scale 1-7","2012","Not Working","Male","","","",""
"5 on scale 1-7","2012","Not Working","Female","","","",""
"6 on scale 1-7","2012","Full Time","Male","","","",""
"6 on scale 1-7","2012","Full Time","Female","","","",""
"6 on scale 1-7","2012","Part Time","Male","","","",""
"6 on scale 1-7","2012","Part Time","Female","","","",""
"6 on scale 1-7","2012","Not Working","Male","","","",""
"6 on scale 1-7","2012","Not Working","Female","","","",""
"7 Strongly agree","2012","Full Time","Male","","","",""
"7 Strongly agree","2012","Full Time","Female","","","",""
"7 Strongly agree","2012","Part Time","Male","","","",""
"7 Strongly agree","2012","Part Time","Female","","","",""
"7 Strongly agree","2012","Not Working","Male","","","",""
"7 Strongly agree","2012","Not Working","Female","","","",""
"1 Strongly disagree","2013","Full Time","Male","","","",""
"1 Strongly disagree","2013","Full Time","Female","","","",""
"1 Strongly disagree","2013","Part Time","Male","","","",""
"1 Strongly disagree","2013","Part Time","Female","","","",""
"1 Strongly disagree","2013","Not Working","Male","","","",""
"1 Strongly disagree","2013","Not Working","Female","","","",""
"2 on scale 1-7 ","2013","Full Time","Male","","","",""
"2 on scale 1-7 ","2013","Full Time","Female","","","",""
"2 on scale 1-7 ","2013","Part Time","Male","","","",""
"2 on scale 1-7 ","2013","Part Time","Female","","","",""
"2 on scale 1-7 ","2013","Not Working","Male","","","",""
"2 on scale 1-7 ","2013","Not Working","Female","","","",""
"3 on scale 1-7 ","2013","Full Time","Male","","","",""
"3 on scale 1-7 ","2013","Full Time","Female","","","",""
"3 on scale 1-7 ","2013","Part Time","Male","","","",""
"3 on scale 1-7 ","2013","Part Time","Female","","","",""
"3 on scale 1-7 ","2013","Not Working","Male","","","",""
"3 on scale 1-7 ","2013","Not Working","Female","","","",""
"4 on scale 1-7","2013","Full Time","Male","","","",""
"4 on scale 1-7","2013","Full Time","Female","","","",""
"4 on scale 1-7","2013","Part Time","Male","","","",""
"4 on scale 1-7","2013","Part Time","Female","","","",""
"4 on scale 1-7","2013","Not Working","Male","","","",""
"4 on scale 1-7","2013","Not Working","Female","","","",""
"5 on scale 1-7","2013","Full Time","Male","","","",""
"5 on scale 1-7","2013","Full Time","Female","","","",""
"5 on scale 1-7","2013","Part Time","Male","","","",""
"5 on scale 1-7","2013","Part Time","Female","","","",""
"5 on scale 1-7","2013","Not Working","Male","","","",""
"5 on scale 1-7","2013","Not Working","Female","","","",""
"6 on scale 1-7","2013","Full Time","Male","","","",""
"6 on scale 1-7","2013","Full Time","Female","","","",""
"6 on scale 1-7","2013","Part Time","Male","","","",""
"6 on scale 1-7","2013","Part Time","Female","","","",""
"6 on scale 1-7","2013","Not Working","Male","","","",""
"6 on scale 1-7","2013","Not Working","Female","","","",""
"7 Strongly agree","2013","Full Time","Male","","","",""
"7 Strongly agree","2013","Full Time","Female","","","",""
"7 Strongly agree","2013","Part Time","Male","","","",""
"7 Strongly agree","2013","Part Time","Female","","","",""
"7 Strongly agree","2013","Not Working","Male","","","",""
"7 Strongly agree","2013","Not Working","Female","","","",""
"1 Strongly disagree","2014","Full Time","Male","","","",""
"1 Strongly disagree","2014","Full Time","Female","","","",""
"1 Strongly disagree","2014","Part Time","Male","","","",""
"1 Strongly disagree","2014","Part Time","Female","","","",""
"1 Strongly disagree","2014","Not Working","Male","","","",""
"1 Strongly disagree","2014","Not Working","Female","","","",""
"2 on scale 1-7 ","2014","Full Time","Male","","","",""
"2 on scale 1-7 ","2014","Full Time","Female","","","",""
"2 on scale 1-7 ","2014","Part Time","Male","","","",""
"2 on scale 1-7 ","2014","Part Time","Female","","","",""
"2 on scale 1-7 ","2014","Not Working","Male","","","",""
"2 on scale 1-7 ","2014","Not Working","Female","","","",""
"3 on scale 1-7 ","2014","Full Time","Male","","","",""
"3 on scale 1-7 ","2014","Full Time","Female","","","",""
"3 on scale 1-7 ","2014","Part Time","Male","","","",""
"3 on scale 1-7 ","2014","Part Time","Female","","","",""
"3 on scale 1-7 ","2014","Not Working","Male","","","",""
"3 on scale 1-7 ","2014","Not Working","Female","","","",""
"4 on scale 1-7","2014","Full Time","Male","","","",""
"4 on scale 1-7","2014","Full Time","Female","","","",""
"4 on scale 1-7","2014","Part Time","Male","","","",""
"4 on scale 1-7","2014","Part Time","Female","","","",""
"4 on scale 1-7","2014","Not Working","Male","","","",""
"4 on scale 1-7","2014","Not Working","Female","","","",""
"5 on scale 1-7","2014","Full Time","Male","","","",""
"5 on scale 1-7","2014","Full Time","Female","","","",""
"5 on scale 1-7","2014","Part Time","Male","","","",""
"5 on scale 1-7","2014","Part Time","Female","","","",""
"5 on scale 1-7","2014","Not Working","Male","","","",""
"5 on scale 1-7","2014","Not Working","Female","","","",""
"6 on scale 1-7","2014","Full Time","Male","","","",""
"6 on scale 1-7","2014","Full Time","Female","","","",""
"6 on scale 1-7","2014","Part Time","Male","","","",""
"6 on scale 1-7","2014","Part Time","Female","","","",""
"6 on scale 1-7","2014","Not Working","Male","","","",""
"6 on scale 1-7","2014","Not Working","Female","","","",""
"7 Strongly agree","2014","Full Time","Male","","","",""
"7 Strongly agree","2014","Full Time","Female","","","",""
"7 Strongly agree","2014","Part Time","Male","","","",""
"7 Strongly agree","2014","Part Time","Female","","","",""
"7 Strongly agree","2014","Not Working","Male","","","",""
"7 Strongly agree","2014","Not Working","Female","","","",""
"1 Strongly disagree","2015","Full Time","Male","109","0.0180753579579408","0.014771701564504","0.0213790143513775"
"1 Strongly disagree","2015","Full Time","Female","64","0.0214573660146274","0.016473285752597","0.0264414462766578"
"1 Strongly disagree","2015","Part Time","Male","35","0.0243059048674414","0.017195678411996","0.0314161313228867"
"1 Strongly disagree","2015","Part Time","Female","137","0.0231248054715813","0.0190780243415262","0.0271715866016365"
"1 Strongly disagree","2015","Not Working","Male","119","0.031147318417481","0.0259036285961312","0.0363910082388309"
"1 Strongly disagree","2015","Not Working","Female","227","0.0393179432008335","0.0343355147782602","0.0443003716234067"
"2 on scale 1-7 ","2015","Full Time","Male","173","0.0256834775426977","0.0217607396996227","0.0296062153857726"
"2 on scale 1-7 ","2015","Full Time","Female","105","0.0403763478706413","0.033605844864408","0.0471468508768747"
"2 on scale 1-7 ","2015","Part Time","Male","57","0.0308593315977072","0.0228746543780976","0.0388440088173169"
"2 on scale 1-7 ","2015","Part Time","Female","188","0.0318062672261029","0.0270814107962163","0.0365311236559896"
