"plh0206i06","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2007","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2007","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2007","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2008","35-65 y.","direct migration background","","","","","1"
"1 Strongly disagree","2008","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2008","66 and older","no migration background","","","","","1"
"1 Strongly disagree","2008","66 and older","direct migration background","","","","","1"
"1 Strongly disagree","2008","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2008","16-34 y.","direct migration background","","","","","1"
"1 Strongly disagree","2008","16-34 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2008","35-65 y.","no migration background","","","","","1"
"1 Strongly disagree","2008","16-34 y.","no migration background","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","66 and older","no migration background","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","66 and older","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","indirect migration background","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","66 and older","no migration background","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","indirect migration background","","","","","3"
"4 on scale 1-7","2008","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2008","35-65 y.","direct migration background","","","","","4"
"4 on scale 1-7","2008","16-34 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2008","66 and older","no migration background","","","","","4"
"4 on scale 1-7","2008","66 and older","direct migration background","","","","","4"
"4 on scale 1-7","2008","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2008","35-65 y.","no migration background","","","","","4"
"4 on scale 1-7","2008","16-34 y.","direct migration background","","","","","4"
"4 on scale 1-7","2008","16-34 y.","no migration background","","","","","4"
"5 on scale 1-7","2008","66 and older","no migration background","","","","","5"
"5 on scale 1-7","2008","66 and older","direct migration background","","","","","5"
"5 on scale 1-7","2008","35-65 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2008","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2008","16-34 y.","no migration background","","","","","5"
"5 on scale 1-7","2008","16-34 y.","direct migration background","","","","","5"
"5 on scale 1-7","2008","35-65 y.","no migration background","","","","","5"
"5 on scale 1-7","2008","16-34 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2008","35-65 y.","direct migration background","","","","","5"
"6 on scale 1-7","2008","35-65 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2008","66 and older","no migration background","","","","","6"
"6 on scale 1-7","2008","66 and older","direct migration background","","","","","6"
"6 on scale 1-7","2008","66 and older","indirect migration background","","","","","6"
"6 on scale 1-7","2008","16-34 y.","direct migration background","","","","","6"
"6 on scale 1-7","2008","16-34 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2008","16-34 y.","no migration background","","","","","6"
"6 on scale 1-7","2008","35-65 y.","direct migration background","","","","","6"
"6 on scale 1-7","2008","35-65 y.","no migration background","","","","","6"
"7 Strongly agree","2008","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2008","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2008","66 and older","no migration background","","","","","7"
"7 Strongly agree","2008","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2008","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2008","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2008","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2008","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2008","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2009","35-65 y.","direct migration background","","","","","1"
"1 Strongly disagree","2009","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2009","66 and older","no migration background","","","","","1"
"1 Strongly disagree","2009","66 and older","direct migration background","","","","","1"
"1 Strongly disagree","2009","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2009","16-34 y.","no migration background","","","","","1"
"1 Strongly disagree","2009","16-34 y.","direct migration background","","","","","1"
"1 Strongly disagree","2009","16-34 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2009","35-65 y.","no migration background","","","","","1"
"2 on scale 1-7 ","2009","35-65 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2009","66 and older","no migration background","","","","","2"
"2 on scale 1-7 ","2009","66 and older","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","indirect migration background","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","66 and older","no migration background","","","","","3"
"3 on scale 1-7 ","2009","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","indirect migration background","","","","","3"
"4 on scale 1-7","2009","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2009","35-65 y.","direct migration background","","","","","4"
"4 on scale 1-7","2009","16-34 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2009","35-65 y.","no migration background","","","","","4"
"4 on scale 1-7","2009","66 and older","no migration background","","","","","4"
"4 on scale 1-7","2009","66 and older","direct migration background","","","","","4"
"4 on scale 1-7","2009","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2009","16-34 y.","no migration background","","","","","4"
"4 on scale 1-7","2009","16-34 y.","direct migration background","","","","","4"
"5 on scale 1-7","2009","66 and older","no migration background","","","","","5"
"5 on scale 1-7","2009","66 and older","direct migration background","","","","","5"
"5 on scale 1-7","2009","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2009","16-34 y.","no migration background","","","","","5"
"5 on scale 1-7","2009","35-65 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2009","16-34 y.","direct migration background","","","","","5"
"5 on scale 1-7","2009","35-65 y.","direct migration background","","","","","5"
"5 on scale 1-7","2009","35-65 y.","no migration background","","","","","5"
"5 on scale 1-7","2009","16-34 y.","indirect migration background","","","","","5"
"6 on scale 1-7","2009","66 and older","direct migration background","","","","","6"
"6 on scale 1-7","2009","35-65 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2009","66 and older","no migration background","","","","","6"
"6 on scale 1-7","2009","35-65 y.","direct migration background","","","","","6"
"6 on scale 1-7","2009","66 and older","indirect migration background","","","","","6"
"6 on scale 1-7","2009","16-34 y.","direct migration background","","","","","6"
"6 on scale 1-7","2009","16-34 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2009","35-65 y.","no migration background","","","","","6"
"6 on scale 1-7","2009","16-34 y.","no migration background","","","","","6"
"7 Strongly agree","2009","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2009","66 and older","no migration background","","","","","7"
"7 Strongly agree","2009","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2009","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2009","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2009","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2009","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2009","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2009","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2010","35-65 y.","direct migration background","18","","","","1"
"1 Strongly disagree","2010","35-65 y.","indirect migration background","6","","","","1"
"1 Strongly disagree","2010","66 and older","no migration background","109","0.035246725986491","0.0293041677422148","0.0411892842307672","1"
"1 Strongly disagree","2010","66 and older","direct migration background","11","","","","1"
"1 Strongly disagree","2010","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2010","16-34 y.","direct migration background","6","","","","1"
"1 Strongly disagree","2010","16-34 y.","no migration background","67","0.0230137998776037","0.0175478905126192","0.0284797092425882","1"
"1 Strongly disagree","2010","16-34 y.","indirect migration background","9","","","","1"
"1 Strongly disagree","2010","35-65 y.","no migration background","199","0.0270218753263334","0.0234548858767759","0.0305888647758909","1"
"2 on scale 1-7 ","2010","35-65 y.","indirect migration background","5","","","","2"
"2 on scale 1-7 ","2010","66 and older","no migration background","122","0.0337863970396139","0.0279638441822191","0.0396089498970087","2"
"2 on scale 1-7 ","2010","66 and older","direct migration background","13","","","","2"
"2 on scale 1-7 ","2010","16-34 y.","no migration background","107","0.0258779908122358","0.0200904242307371","0.0316655573937346","2"
"2 on scale 1-7 ","2010","35-65 y.","direct migration background","27","","","","2"
"2 on scale 1-7 ","2010","66 and older","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2010","16-34 y.","indirect migration background","15","","","","2"
"2 on scale 1-7 ","2010","35-65 y.","no migration background","274","0.0330285089139614","0.029097139426511","0.0369598784014118","2"
"2 on scale 1-7 ","2010","16-34 y.","direct migration background","6","","","","2"
"3 on scale 1-7 ","2010","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2010","35-65 y.","indirect migration background","12","","","","3"
"3 on scale 1-7 ","2010","66 and older","no migration background","205","0.0609713588370319","0.0532604018284091","0.0686823158456547","3"
"3 on scale 1-7 ","2010","66 and older","direct migration background","23","","","","3"
"3 on scale 1-7 ","2010","16-34 y.","no migration background","226","0.0789573392623479","0.069127188676323","0.0887874898483729","3"
"3 on scale 1-7 ","2010","16-34 y.","direct migration background","17","","","","3"
"3 on scale 1-7 ","2010","35-65 y.","direct migration background","50","0.0410074895316644","0.0281300920351846","0.0538848870281441","3"
"3 on scale 1-7 ","2010","16-34 y.","indirect migration background","27","","","","3"
"3 on scale 1-7 ","2010","35-65 y.","no migration background","517","0.068751596247704","0.0631852949905055","0.0743178975049025","3"
"4 on scale 1-7","2010","35-65 y.","indirect migration background","37","0.212352886970051","0.156368608148226","0.268337165791877","4"
"4 on scale 1-7","2010","66 and older","no migration background","598","0.166258517931355","0.154260387392089","0.178256648470621","4"
"4 on scale 1-7","2010","35-65 y.","direct migration background","131","0.162271774038902","0.13832968900786","0.186213859069944","4"
"4 on scale 1-7","2010","35-65 y.","no migration background","1245","0.153857640870642","0.145920322567851","0.161794959173433","4"
"4 on scale 1-7","2010","66 and older","direct migration background","51","0.188053503869401","0.144484937245714","0.231622070493088","4"
"4 on scale 1-7","2010","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2010","16-34 y.","no migration background","507","0.190162876028896","0.175857945452448","0.204467806605345","4"
"4 on scale 1-7","2010","16-34 y.","indirect migration background","62","0.135343816470478","0.10359543449263","0.167092198448326","4"
"4 on scale 1-7","2010","16-34 y.","direct migration background","38","0.18065781848997","0.131881369660943","0.229434267318998","4"
"5 on scale 1-7","2010","35-65 y.","indirect migration background","43","0.191599282898352","0.137725007105164","0.245473558691539","5"
"5 on scale 1-7","2010","66 and older","no migration background","793","0.207657635742111","0.194585807992692","0.220729463491529","5"
"5 on scale 1-7","2010","66 and older","direct migration background","68","0.189228655148937","0.14555580874728","0.232901501550594","5"
"5 on scale 1-7","2010","66 and older","indirect migration background","4","","","","5"
"5 on scale 1-7","2010","16-34 y.","no migration background","745","0.250190138872717","0.234401862752156","0.265978414993278","5"
"5 on scale 1-7","2010","16-34 y.","direct migration background","40","0.094176686158278","0.0571476344654748","0.131205737851081","5"
"5 on scale 1-7","2010","16-34 y.","indirect migration background","93","0.253607888080672","0.213229817679764","0.293985958481579","5"
"5 on scale 1-7","2010","35-65 y.","direct migration background","193","0.202105680304786","0.176029087278499","0.228182273331073","5"
"5 on scale 1-7","2010","35-65 y.","no migration background","1884","0.231365117765898","0.222088246505199","0.240641989026597","5"
"6 on scale 1-7","2010","35-65 y.","indirect migration background","51","0.193996615548296","0.139866784710374","0.248126446386218","6"
