"plh0206i06","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2005","direct migration background","Rural Area","102","0.273046510915","0.229331230201819","0.316761791628181","7"
"7 Strongly agree","2005","no migration background","Urban Area","2569","0.234924589072579","0.22705651209934","0.242792666045819","7"
"7 Strongly agree","2005","no migration background","Rural Area","1460","0.234035770990223","0.223598998646837","0.24447254333361","7"
"1 Strongly disagree","2006","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2006","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2006","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2006","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2006","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2006","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2006","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2006","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2006","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2006","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","direct migration background","Urban Area","","","","","4"
"5 on scale 1-7","2006","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2006","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2006","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","no migration background","Rural Area","","","","","5"
"6 on scale 1-7","2006","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2006","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2006","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2006","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2006","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2006","indirect migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","no migration background","Rural Area","","","","","7"
"1 Strongly disagree","2007","no migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2007","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2007","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","indirect migration background","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","Rural Area","","","","","2"
"3 on scale 1-7 ","2007","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","no migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","indirect migration background","Urban Area","","","","","3"
"4 on scale 1-7","2007","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2007","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2007","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2007","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2007","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2007","direct migration background","Rural Area","","","","","4"
"5 on scale 1-7","2007","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2007","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2007","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2007","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2007","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2007","no migration background","Rural Area","","","","","5"
"6 on scale 1-7","2007","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2007","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2007","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2007","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2007","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2007","no migration background","Rural Area","","","","","6"
"7 Strongly agree","2007","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2007","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2007","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2007","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2007","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2007","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2008","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2008","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2008","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2008","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2008","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2008","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2008","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2008","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","no migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","indirect migration background","Urban Area","","","","","3"
"4 on scale 1-7","2008","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2008","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2008","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2008","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2008","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2008","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2008","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2008","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2008","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2008","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2008","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2008","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2008","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2008","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2008","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2008","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2008","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2008","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2008","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2008","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2008","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2008","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2008","indirect migration background","Urban Area","","","","","7"
"7 Strongly agree","2008","no migration background","Rural Area","","","","","7"
"1 Strongly disagree","2009","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2009","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2009","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2009","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2009","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2009","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2009","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","no migration background","Rural Area","","","","","2"
"3 on scale 1-7 ","2009","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","no migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","direct migration background","Rural Area","","","","","3"
"4 on scale 1-7","2009","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2009","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2009","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2009","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2009","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2009","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2009","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2009","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2009","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2009","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2009","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2009","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2009","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2009","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2009","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2009","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2009","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2009","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2009","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2009","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2009","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2009","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2009","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2009","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2010","no migration background","Rural Area","136","0.0286612294159163","0.024154290490895","0.0331681683409377","1"
"1 Strongly disagree","2010","direct migration background","Urban Area","33","0.02780785314791","0.0184344102576052","0.0371812960382148","1"
"1 Strongly disagree","2010","direct migration background","Rural Area","2","","","","1"
"1 Strongly disagree","2010","indirect migration background","Urban Area","13","","","","1"
"1 Strongly disagree","2010","indirect migration background","Rural Area","2","","","","1"
"1 Strongly disagree","2010","no migration background","Urban Area","239","0.0285297264014315","0.0251394444283956","0.0319200083744675","1"
"2 on scale 1-7 ","2010","direct migration background","Urban Area","34","0.0365046902715637","0.0258131939920381","0.0471961865510893","2"
"2 on scale 1-7 ","2010","direct migration background","Rural Area","12","","","","2"
"2 on scale 1-7 ","2010","no migration background","Rural Area","171","0.0302334307010262","0.0256082764304239","0.0348585849716284","2"
"2 on scale 1-7 ","2010","indirect migration background","Rural Area","1","","","","2"
"2 on scale 1-7 ","2010","indirect migration background","Urban Area","20","","","","2"
"2 on scale 1-7 ","2010","no migration background","Urban Area","332","0.0326079313241369","0.0289910426298589","0.0362248200184149","2"
"3 on scale 1-7 ","2010","no migration background","Rural Area","351","0.0657907030117163","0.0590941199612434","0.0724872860621892","3"
"3 on scale 1-7 ","2010","direct migration background","Urban Area","78","0.0585240371126822","0.0451423426552735","0.0719057315700909","3"
"3 on scale 1-7 ","2010","no migration background","Urban Area","597","0.0699472181991186","0.0647531065502754","0.0751413298479618","3"
"3 on scale 1-7 ","2010","indirect migration background","Rural Area","8","","","","3"
"3 on scale 1-7 ","2010","indirect migration background","Urban Area","31","0.0543347412593823","0.0354931224098954","0.0731763601088691","3"
"3 on scale 1-7 ","2010","direct migration background","Rural Area","12","","","","3"
"4 on scale 1-7","2010","indirect migration background","Rural Area","26","","","","4"
"4 on scale 1-7","2010","indirect migration background","Urban Area","73","0.121953635497549","0.0947537675585292","0.149153503436569","4"
"4 on scale 1-7","2010","direct migration background","Urban Area","170","0.156594032013977","0.135876153080115","0.177311910947839","4"
"4 on scale 1-7","2010","no migration background","Rural Area","889","0.173420837160069","0.163193989918399","0.18364768440174","4"
"4 on scale 1-7","2010","direct migration background","Rural Area","50","0.223450687146664","0.17439565398673","0.272505720306598","4"
"4 on scale 1-7","2010","no migration background","Urban Area","1461","0.160277009056464","0.152806057923914","0.167747960189013","4"
"5 on scale 1-7","2010","indirect migration background","Rural Area","27","","","","5"
"5 on scale 1-7","2010","direct migration background","Urban Area","228","0.169812328420522","0.148407482740738","0.191217174100306","5"
"5 on scale 1-7","2010","indirect migration background","Urban Area","113","0.23966583848491","0.204183191172161","0.275148485797658","5"
"5 on scale 1-7","2010","direct migration background","Rural Area","73","0.220826289949032","0.171977845339592","0.269674734558473","5"
"5 on scale 1-7","2010","no migration background","Rural Area","1252","0.232229992883219","0.220824248641207","0.243635737125231","5"
"5 on scale 1-7","2010","no migration background","Urban Area","2170","0.226406814252688","0.217884190351114","0.234929438154262","5"
"6 on scale 1-7","2010","indirect migration background","Rural Area","25","","","","6"
"6 on scale 1-7","2010","direct migration background","Urban Area","288","0.240696638338921","0.216325151425418","0.265068125252424","6"
"6 on scale 1-7","2010","indirect migration background","Urban Area","142","0.237683760907217","0.202302114638838","0.273065407175596","6"
"6 on scale 1-7","2010","no migration background","Rural Area","1454","0.261455150215428","0.249585554120814","0.273324746310043","6"
"6 on scale 1-7","2010","direct migration background","Rural Area","78","0.251089555613321","0.200022893224943","0.302156218001699","6"
"6 on scale 1-7","2010","no migration background","Urban Area","2661","0.278521299394412","0.269392509270158","0.287650089518665","6"
"7 Strongly agree","2010","indirect migration background","Rural Area","12","","","","7"
"7 Strongly agree","2010","no migration background","Urban Area","1803","0.203710001371749","0.195508109012335","0.211911893731163","7"
"7 Strongly agree","2010","no migration background","Rural Area","1012","0.208208656612624","0.197241256973314","0.219176056251934","7"
"7 Strongly agree","2010","direct migration background","Urban Area","351","0.310060420694424","0.283692975711983","0.336427865676865","7"
"7 Strongly agree","2010","direct migration background","Rural Area","50","0.225425556554177","0.176216916420841","0.274634196687512","7"
"7 Strongly agree","2010","indirect migration background","Urban Area","164","0.316131119149028","0.277482788455054","0.354779449843002","7"
"1 Strongly disagree","2011","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2011","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2011","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2011","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2011","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2011","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2011","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","indirect migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2011","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2011","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2011","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2011","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2011","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2011","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2011","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2011","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2011","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2011","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2011","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2011","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2011","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2011","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2011","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2011","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2011","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2011","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2011","indirect migration background","Urban Area","","","","","6"
"7 Strongly agree","2011","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2011","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2011","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2011","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2011","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2011","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2012","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2012","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2012","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2012","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2012","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2012","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2012","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","indirect migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2012","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2012","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2012","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2012","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2012","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2012","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2012","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2012","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2012","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2012","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2012","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2012","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2012","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2012","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2012","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2012","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2012","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2012","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2012","direct migration background","Rural Area","","","","","6"
"7 Strongly agree","2012","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2012","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2012","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2012","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2012","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2012","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2013","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2013","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2013","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2013","no migration background","Urban Area","","","","","1"
"1 Strongly disagree","2013","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2013","indirect migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2013","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","indirect migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2013","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2013","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2013","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2013","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2013","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2013","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2013","no migration background","Rural Area","","","","","4"
"5 on scale 1-7","2013","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2013","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2013","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2013","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2013","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2013","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2013","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2013","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2013","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2013","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2013","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2013","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2013","indirect migration background","Rural Area","","","","","7"
