"plh0206i06","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2a) intermediate vocational","25","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","7","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3a) lower tertiary education","5","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(0) in school","5","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1b) general elementary school","16","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","13","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","3","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2a) intermediate vocational","22","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3a) lower tertiary education","2","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3b) higher tertiary education","2","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(0) in school","11","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","11","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","6","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(0) in school","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1a) inadequately completed","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1b) general elementary school","12","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1c) basic vocational qualification","29","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2a) intermediate vocational","18","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","6","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(3a) lower tertiary education","5","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(3b) higher tertiary education","8","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(0) in school","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1b) general elementary school","22","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1c) basic vocational qualification","64","0.0247644939960348","0.018669008511195","0.0308599794808746"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2a) intermediate vocational","32","0.0252554146643758","0.0171147704963559","0.0333960588323958"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","4","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","11","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(3a) lower tertiary education","17","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(3b) higher tertiary education","15","","",""
"2 on scale 1-7 ","2005","Single parent ","(0) in school","6","","",""
"2 on scale 1-7 ","2005","Single parent ","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Single parent ","(1b) general elementary school","7","","",""
"2 on scale 1-7 ","2005","Single parent ","(1c) basic vocational qualification","9","","",""
"2 on scale 1-7 ","2005","Single parent ","(2b) intermediate general qualification","5","","",""
"2 on scale 1-7 ","2005","Single parent ","(2a) intermediate vocational","12","","",""
"2 on scale 1-7 ","2005","Single parent ","(2c_gen) general maturity certificate","2","","",""
"2 on scale 1-7 ","2005","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","Single parent ","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","Single parent ","(3b) higher tertiary education","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(0) in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1b) general elementary school","11","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","32","0.0208929547165171","0.0110188986382431","0.030767010794791"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2a) intermediate vocational","65","0.0499006211904211","0.0377123993868078","0.0620888429940343"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","12","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(3a) lower tertiary education","11","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(3b) higher tertiary education","9","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(0) in school","12","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(1b) general elementary school","11","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","27","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","11","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2a) intermediate vocational","27","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","6","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","6","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(3a) lower tertiary education","2","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(3b) higher tertiary education","6","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(0) in school","5","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1b) general elementary school","4","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","11","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","5","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","9","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(0) in school","1","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(1a) inadequately completed","1","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(1b) general elementary school","26","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(1c) basic vocational qualification","43","0.0551951966887983","0.0400901343490485","0.070300259028548"
"3 on scale 1-7 ","2005","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(2a) intermediate vocational","29","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(2c_gen) general maturity certificate","7","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","12","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(3a) lower tertiary education","13","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(3b) higher tertiary education","10","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(0) in school","","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(1b) general elementary school","36","0.055015102491642","0.0366943627533036","0.0733358422299804"
"3 on scale 1-7 ","2005","(Married) couple without C. ","(1c) basic vocational qualification","145","0.0582252725244062","0.049040506428784","0.0674100386200285"
"3 on scale 1-7 ","2005","(Married) couple without C. ","(2b) intermediate general qualification","8","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(2a) intermediate vocational","83","0.0606531391182243","0.0482687171795336","0.0730375610569151"
"3 on scale 1-7 ","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","9","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","13","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(3a) lower tertiary education","30","0.0361305599400487","0.0222164471687915","0.050044672711306"
"3 on scale 1-7 ","2005","(Married) couple without C. ","(3b) higher tertiary education","34","0.0350530739624152","0.0234432845520132","0.0466628633728172"
"3 on scale 1-7 ","2005","Single parent ","(0) in school","9","","",""
"3 on scale 1-7 ","2005","Single parent ","(1a) inadequately completed","1","","",""
"3 on scale 1-7 ","2005","Single parent ","(1b) general elementary school","6","","",""
"3 on scale 1-7 ","2005","Single parent ","(1c) basic vocational qualification","21","","",""
"3 on scale 1-7 ","2005","Single parent ","(2b) intermediate general qualification","4","","",""
"3 on scale 1-7 ","2005","Single parent ","(2a) intermediate vocational","23","","",""
"3 on scale 1-7 ","2005","Single parent ","(2c_gen) general maturity certificate","2","","",""
"3 on scale 1-7 ","2005","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"3 on scale 1-7 ","2005","Single parent ","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","Single parent ","(3b) higher tertiary education","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(0) in school","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(1b) general elementary school","17","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","50","0.0545944170449957","0.0389101666193787","0.0702786674706127"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(2a) intermediate vocational","68","0.0611367964296751","0.0477259757937575","0.0745476170655927"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","25","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(3a) lower tertiary education","17","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(3b) higher tertiary education","20","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(0) in school","24","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(1b) general elementary school","17","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","45","0.06723456812439","0.0500835987537986","0.0843855374949815"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","12","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(2a) intermediate vocational","42","0.0476389881695114","0.0329884983622182","0.0622894779768045"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","15","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","18","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(3a) lower tertiary education","16","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(3b) higher tertiary education","19","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(0) in school","17","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1b) general elementary school","6","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","21","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","14","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","27","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","8","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","4","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","5","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"4 on scale 1-7","2005","1-pers.-HH","(0) in school","1","","",""
"4 on scale 1-7","2005","1-pers.-HH","(1a) inadequately completed","8","","",""
"4 on scale 1-7","2005","1-pers.-HH","(1b) general elementary school","80","0.186091826169166","0.146754437896263","0.225429214442069"
"4 on scale 1-7","2005","1-pers.-HH","(1c) basic vocational qualification","137","0.167265876886504","0.14257948099084","0.191952272782167"
"4 on scale 1-7","2005","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"4 on scale 1-7","2005","1-pers.-HH","(2a) intermediate vocational","110","0.170260269403454","0.141253735610012","0.199266803196897"
"4 on scale 1-7","2005","1-pers.-HH","(2c_gen) general maturity certificate","30","0.21489262841815","0.147095106340846","0.282690150495454"
"4 on scale 1-7","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","36","0.177576447757805","0.12786280193028","0.22729009358533"
"4 on scale 1-7","2005","1-pers.-HH","(3a) lower tertiary education","30","0.129765902491441","0.086430738465479","0.173101066517403"
"4 on scale 1-7","2005","1-pers.-HH","(3b) higher tertiary education","36","0.136806415795812","0.0997299392601906","0.173882892331434"
"4 on scale 1-7","2005","(Married) couple without C. ","(0) in school","2","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(1a) inadequately completed","19","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(1b) general elementary school","86","0.140110191065455","0.112220360764295","0.168000021366615"
"4 on scale 1-7","2005","(Married) couple without C. ","(1c) basic vocational qualification","396","0.151184818181475","0.13713406903627","0.16523556732668"
"4 on scale 1-7","2005","(Married) couple without C. ","(2b) intermediate general qualification","15","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(2a) intermediate vocational","234","0.158459592460956","0.139512923864724","0.177406261057187"
"4 on scale 1-7","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","15","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","76","0.159593487162526","0.126589241772569","0.192597732552484"
"4 on scale 1-7","2005","(Married) couple without C. ","(3a) lower tertiary education","93","0.128035504689935","0.103122639552572","0.152948369827298"
"4 on scale 1-7","2005","(Married) couple without C. ","(3b) higher tertiary education","128","0.145581483373691","0.123317751144364","0.167845215603017"
"4 on scale 1-7","2005","Single parent ","(0) in school","16","","",""
"4 on scale 1-7","2005","Single parent ","(1a) inadequately completed","4","","",""
"4 on scale 1-7","2005","Single parent ","(1b) general elementary school","32","0.215310829615765","0.148637302612483","0.281984356619046"
"4 on scale 1-7","2005","Single parent ","(1c) basic vocational qualification","35","0.163814967060604","0.116595609521158","0.211034324600049"
"4 on scale 1-7","2005","Single parent ","(2b) intermediate general qualification","16","","",""
"4 on scale 1-7","2005","Single parent ","(2a) intermediate vocational","41","0.190830132861311","0.143338889064731","0.238321376657891"
"4 on scale 1-7","2005","Single parent ","(2c_gen) general maturity certificate","7","","",""
"4 on scale 1-7","2005","Single parent ","(2c_voc) vocational maturity certificate","9","","",""
"4 on scale 1-7","2005","Single parent ","(3a) lower tertiary education","8","","",""
"4 on scale 1-7","2005","Single parent ","(3b) higher tertiary education","12","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(0) in school","","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(1a) inadequately completed","5","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(1b) general elementary school","32","0.173109017482902","0.122059594564831","0.224158440400972"
"4 on scale 1-7","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","122","0.169725400194205","0.143809585450283","0.195641214938128"
"4 on scale 1-7","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","13","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(2a) intermediate vocational","203","0.171701570895921","0.150591805390107","0.192811336401735"
"4 on scale 1-7","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","10","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","68","0.133007842539837","0.101205636659327","0.164810048420347"
"4 on scale 1-7","2005","Couple + C. LE 16 ","(3a) lower tertiary education","47","0.165586716014144","0.122879137512975","0.208294294515313"
"4 on scale 1-7","2005","Couple + C. LE 16 ","(3b) higher tertiary education","80","0.167247157996751","0.13571204523584","0.198782270757662"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(0) in school","54","0.255965898040549","0.203620327782854","0.308311468298245"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(1a) inadequately completed","9","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(1b) general elementary school","56","0.183240997487009","0.137265977400634","0.229216017573384"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","140","0.184915493418106","0.158326976744813","0.211504010091399"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","30","0.225888618705251","0.163028885771444","0.288748351639058"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(2a) intermediate vocational","137","0.180197981824024","0.153761751358935","0.206634212289112"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","53","0.204392834680556","0.157074640114808","0.251711029246305"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","40","0.255075881492445","0.197343862006084","0.312807900978805"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(3a) lower tertiary education","37","0.193202346456179","0.142724284605706","0.243680408306653"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(3b) higher tertiary education","47","0.116464997922683","0.0847905122681542","0.148139483577212"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(0) in school","51","0.195636780691821","0.146852198673032","0.24442136271061"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(1a) inadequately completed","3","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(1b) general elementary school","28","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","60","0.178297485838194","0.13568889595349","0.220906075722899"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","23","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","60","0.148949992943039","0.110477712898772","0.187422272987307"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","16","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","14","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","20","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","17","","",""
"5 on scale 1-7","2005","1-pers.-HH","(0) in school","2","","",""
"5 on scale 1-7","2005","1-pers.-HH","(1a) inadequately completed","5","","",""
"5 on scale 1-7","2005","1-pers.-HH","(1b) general elementary school","77","0.206960803943824","0.166011592181314","0.247910015706335"
"5 on scale 1-7","2005","1-pers.-HH","(1c) basic vocational qualification","179","0.19665304136041","0.17036230539038","0.22294377733044"
"5 on scale 1-7","2005","1-pers.-HH","(2b) intermediate general qualification","12","","",""
"5 on scale 1-7","2005","1-pers.-HH","(2a) intermediate vocational","133","0.208808329108239","0.177440605968062","0.240176052248416"
"5 on scale 1-7","2005","1-pers.-HH","(2c_gen) general maturity certificate","34","0.275132288595193","0.201420204138636","0.34884437305175"
"5 on scale 1-7","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","56","0.227772400502788","0.173214409292144","0.282330391713433"
"5 on scale 1-7","2005","1-pers.-HH","(3a) lower tertiary education","49","0.202232086263857","0.150434989918752","0.254029182608961"
"5 on scale 1-7","2005","1-pers.-HH","(3b) higher tertiary education","74","0.197299968948883","0.154363011230596","0.240236926667171"
"5 on scale 1-7","2005","(Married) couple without C. ","(0) in school","","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(1a) inadequately completed","9","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(1b) general elementary school","129","0.227418553322261","0.193738351004088","0.261098755640434"
"5 on scale 1-7","2005","(Married) couple without C. ","(1c) basic vocational qualification","543","0.218729816005779","0.202515693915608","0.234943938095951"
"5 on scale 1-7","2005","(Married) couple without C. ","(2b) intermediate general qualification","17","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(2a) intermediate vocational","306","0.204180687875258","0.183266034430048","0.225095341320467"
"5 on scale 1-7","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","29","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","114","0.243958547104446","0.205255216137099","0.282661878071792"
"5 on scale 1-7","2005","(Married) couple without C. ","(3a) lower tertiary education","141","0.205175884388997","0.175066093309596","0.235285675468398"
"5 on scale 1-7","2005","(Married) couple without C. ","(3b) higher tertiary education","235","0.245129108229933","0.217974511579807","0.272283704880059"
"5 on scale 1-7","2005","Single parent ","(0) in school","29","","",""
"5 on scale 1-7","2005","Single parent ","(1a) inadequately completed","3","","",""
"5 on scale 1-7","2005","Single parent ","(1b) general elementary school","36","0.268529103567538","0.196639536245249","0.340418670889826"
"5 on scale 1-7","2005","Single parent ","(1c) basic vocational qualification","45","0.20153333814982","0.150354086329966","0.252712589969673"
"5 on scale 1-7","2005","Single parent ","(2b) intermediate general qualification","13","","",""
"5 on scale 1-7","2005","Single parent ","(2a) intermediate vocational","43","0.142577405581197","0.100320953275867","0.184833857886526"
"5 on scale 1-7","2005","Single parent ","(2c_gen) general maturity certificate","18","","",""
"5 on scale 1-7","2005","Single parent ","(2c_voc) vocational maturity certificate","9","","",""
"5 on scale 1-7","2005","Single parent ","(3a) lower tertiary education","12","","",""
"5 on scale 1-7","2005","Single parent ","(3b) higher tertiary education","21","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(0) in school","","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(1a) inadequately completed","8","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(1b) general elementary school","37","0.191854166999047","0.138724468605386","0.244983865392708"
"5 on scale 1-7","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","180","0.228061666147685","0.199095032903975","0.257028299391395"
"5 on scale 1-7","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","14","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(2a) intermediate vocational","295","0.250230934931037","0.225985101674955","0.27447676818712"
"5 on scale 1-7","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","22","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","114","0.288992208868766","0.246540880665217","0.331443537072314"
"5 on scale 1-7","2005","Couple + C. LE 16 ","(3a) lower tertiary education","74","0.243759413930916","0.194429280998799","0.293089546863032"
"5 on scale 1-7","2005","Couple + C. LE 16 ","(3b) higher tertiary education","129","0.233788052751752","0.198024342327863","0.269551763175641"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(0) in school","64","0.216735669826095","0.167314635423875","0.266156704228316"
