"plh0206i06","year","age_gr","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2012","35-65 y.","","","",""
"6 on scale 1-7","2012","66 and older","","","",""
"7 Strongly agree","2012","16-34 y.","","","",""
"7 Strongly agree","2012","35-65 y.","","","",""
"7 Strongly agree","2012","66 and older","","","",""
"1 Strongly disagree","2013","16-34 y.","","","",""
"1 Strongly disagree","2013","35-65 y.","","","",""
"1 Strongly disagree","2013","66 and older","","","",""
"2 on scale 1-7 ","2013","16-34 y.","","","",""
"2 on scale 1-7 ","2013","35-65 y.","","","",""
"2 on scale 1-7 ","2013","66 and older","","","",""
"3 on scale 1-7 ","2013","16-34 y.","","","",""
"3 on scale 1-7 ","2013","35-65 y.","","","",""
"3 on scale 1-7 ","2013","66 and older","","","",""
"4 on scale 1-7","2013","16-34 y.","","","",""
"4 on scale 1-7","2013","35-65 y.","","","",""
"4 on scale 1-7","2013","66 and older","","","",""
"5 on scale 1-7","2013","16-34 y.","","","",""
"5 on scale 1-7","2013","35-65 y.","","","",""
"5 on scale 1-7","2013","66 and older","","","",""
"6 on scale 1-7","2013","16-34 y.","","","",""
"6 on scale 1-7","2013","35-65 y.","","","",""
"6 on scale 1-7","2013","66 and older","","","",""
"7 Strongly agree","2013","16-34 y.","","","",""
"7 Strongly agree","2013","35-65 y.","","","",""
"7 Strongly agree","2013","66 and older","","","",""
"1 Strongly disagree","2014","16-34 y.","","","",""
"1 Strongly disagree","2014","35-65 y.","","","",""
"1 Strongly disagree","2014","66 and older","","","",""
"2 on scale 1-7 ","2014","16-34 y.","","","",""
"2 on scale 1-7 ","2014","35-65 y.","","","",""
"2 on scale 1-7 ","2014","66 and older","","","",""
"3 on scale 1-7 ","2014","16-34 y.","","","",""
"3 on scale 1-7 ","2014","35-65 y.","","","",""
"3 on scale 1-7 ","2014","66 and older","","","",""
"4 on scale 1-7","2014","16-34 y.","","","",""
"4 on scale 1-7","2014","35-65 y.","","","",""
"4 on scale 1-7","2014","66 and older","","","",""
"5 on scale 1-7","2014","16-34 y.","","","",""
"5 on scale 1-7","2014","35-65 y.","","","",""
"5 on scale 1-7","2014","66 and older","","","",""
"6 on scale 1-7","2014","16-34 y.","","","",""
"6 on scale 1-7","2014","35-65 y.","","","",""
"6 on scale 1-7","2014","66 and older","","","",""
"7 Strongly agree","2014","16-34 y.","","","",""
"7 Strongly agree","2014","35-65 y.","","","",""
"7 Strongly agree","2014","66 and older","","","",""
"1 Strongly disagree","2015","16-34 y.","184","0.0237398338330707","0.0200720280435729","0.0274076396225686"
"1 Strongly disagree","2015","35-65 y.","382","0.024545247505676","0.0220791151152463","0.0270113798961058"
"1 Strongly disagree","2015","66 and older","125","0.0334626436709851","0.0284348693401239","0.0384904180018464"
"2 on scale 1-7 ","2015","16-34 y.","199","0.0290352514537163","0.024989965404093","0.0330805375033396"
"2 on scale 1-7 ","2015","35-65 y.","534","0.0365528166730746","0.0335619056401584","0.0395437277059909"
"2 on scale 1-7 ","2015","66 and older","122","0.0306833603470353","0.0258619885379396","0.0355047321561309"
"3 on scale 1-7 ","2015","16-34 y.","346","0.0513475918372796","0.0460302043834365","0.0566649792911228"
"3 on scale 1-7 ","2015","35-65 y.","875","0.0579689507276835","0.0542445239252583","0.0616933775301086"
"3 on scale 1-7 ","2015","66 and older","215","0.0472100893268211","0.0412808044636331","0.053139374190009"
"4 on scale 1-7","2015","16-34 y.","945","0.139207858955258","0.130867865050494","0.147547852860022"
"4 on scale 1-7","2015","35-65 y.","2273","0.147614208588552","0.141960787988608","0.153267629188496"
"4 on scale 1-7","2015","66 and older","727","0.153420088737067","0.143344708985845","0.163495468488289"
"5 on scale 1-7","2015","16-34 y.","1508","0.242380797045113","0.232056528292049","0.252705065798177"
"5 on scale 1-7","2015","35-65 y.","3219","0.217040731137246","0.210470671349121","0.223610790925371"
"5 on scale 1-7","2015","66 and older","1090","0.218155486340883","0.206609538369311","0.229701434312455"
"6 on scale 1-7","2015","16-34 y.","1807","0.291226666145919","0.280280703448556","0.302172628843281"
"6 on scale 1-7","2015","35-65 y.","4247","0.286024726131475","0.278822404857977","0.293227047404972"
"6 on scale 1-7","2015","66 and older","1434","0.264958366314428","0.252620754036177","0.27729597859268"
"7 Strongly agree","2015","16-34 y.","1629","0.223062000729644","0.213032237342536","0.233091764116753"
"7 Strongly agree","2015","35-65 y.","3593","0.230253319236294","0.223543574827125","0.236963063645463"
"7 Strongly agree","2015","66 and older","1202","0.25210996526278","0.239970481753934","0.264249448771626"
"1 Strongly disagree","2016","16-34 y.","30","0.0148341218739541","0.0100715001188828","0.0195967436290253"
"1 Strongly disagree","2016","35-65 y.","","","",""
"1 Strongly disagree","2016","66 and older","","","",""
"2 on scale 1-7 ","2016","16-34 y.","","","",""
"2 on scale 1-7 ","2016","35-65 y.","","","",""
"2 on scale 1-7 ","2016","66 and older","","","",""
"3 on scale 1-7 ","2016","16-34 y.","","","",""
"3 on scale 1-7 ","2016","35-65 y.","","","",""
"3 on scale 1-7 ","2016","66 and older","","","",""
"4 on scale 1-7","2016","16-34 y.","138","0.135297882477034","0.121822557413134","0.148773207540934"
"4 on scale 1-7","2016","35-65 y.","40","0.0540498527004967","0.0437237923240311","0.0643759130769624"
"4 on scale 1-7","2016","66 and older","","","",""
"5 on scale 1-7","2016","16-34 y.","206","0.098158447490533","0.0864367785681274","0.109880116412939"
"5 on scale 1-7","2016","35-65 y.","131","0.0980617889455649","0.0844804816066928","0.111643096284437"
"5 on scale 1-7","2016","66 and older","","","",""
"6 on scale 1-7","2016","16-34 y.","339","0.152575646424499","0.138409439895801","0.166741852953196"
"6 on scale 1-7","2016","35-65 y.","212","0.168622409817411","0.151523828393486","0.185720991241337"
"6 on scale 1-7","2016","66 and older","","","",""
"7 Strongly agree","2016","16-34 y.","1721","0.55384849476265","0.534264685956577","0.573432303568723"
"7 Strongly agree","2016","35-65 y.","1407","0.62213118544931","0.599989290319091","0.644273080579529"
"7 Strongly agree","2016","66 and older","","","",""
"1 Strongly disagree","2017","16-34 y.","","","",""
"1 Strongly disagree","2017","35-65 y.","","","",""
"1 Strongly disagree","2017","66 and older","","","",""
"2 on scale 1-7 ","2017","16-34 y.","","","",""
"2 on scale 1-7 ","2017","35-65 y.","","","",""
"2 on scale 1-7 ","2017","66 and older","","","",""
"3 on scale 1-7 ","2017","16-34 y.","","","",""
"3 on scale 1-7 ","2017","35-65 y.","","","",""
"3 on scale 1-7 ","2017","66 and older","","","",""
"4 on scale 1-7","2017","16-34 y.","92","0.0611262065771771","0.0501950217730763","0.0720573913812779"
"4 on scale 1-7","2017","35-65 y.","34","0.0327134564550131","0.0215132251358811","0.0439136877741452"
"4 on scale 1-7","2017","66 and older","","","",""
"5 on scale 1-7","2017","16-34 y.","155","0.0970864571715655","0.0835765515231521","0.110596362819979"
"5 on scale 1-7","2017","35-65 y.","90","0.0957731594850735","0.077244380245622","0.114301938724525"
"5 on scale 1-7","2017","66 and older","","","",""
"6 on scale 1-7","2017","16-34 y.","222","0.126578675154621","0.111406701697807","0.141750648611434"
"6 on scale 1-7","2017","35-65 y.","102","0.105955912736646","0.0865770507990851","0.125334774674206"
"6 on scale 1-7","2017","66 and older","","","",""
"7 Strongly agree","2017","16-34 y.","1315","0.678647186751318","0.657338190869718","0.699956182632918"
"7 Strongly agree","2017","35-65 y.","717","0.739497982456761","0.711862933084556","0.767133031828967"
"7 Strongly agree","2017","66 and older","","","",""
"1 Strongly disagree","2018","16-34 y.","","","",""
"1 Strongly disagree","2018","35-65 y.","","","",""
"1 Strongly disagree","2018","66 and older","","","",""
"2 on scale 1-7 ","2018","16-34 y.","","","",""
"2 on scale 1-7 ","2018","35-65 y.","","","",""
"2 on scale 1-7 ","2018","66 and older","","","",""
"3 on scale 1-7 ","2018","16-34 y.","","","",""
"3 on scale 1-7 ","2018","35-65 y.","","","",""
"3 on scale 1-7 ","2018","66 and older","","","",""
"4 on scale 1-7","2018","16-34 y.","","","",""
"4 on scale 1-7","2018","35-65 y.","","","",""
"4 on scale 1-7","2018","66 and older","","","",""
"5 on scale 1-7","2018","16-34 y.","","","",""
"5 on scale 1-7","2018","35-65 y.","","","",""
"5 on scale 1-7","2018","66 and older","","","",""
"6 on scale 1-7","2018","16-34 y.","","","",""
"6 on scale 1-7","2018","35-65 y.","","","",""
"6 on scale 1-7","2018","66 and older","","","",""
"7 Strongly agree","2018","16-34 y.","186","0.795549544187777","0.745952146535708","0.845146941839846"
"7 Strongly agree","2018","35-65 y.","107","0.690800478889091","0.619411548621426","0.762189409156756"
"7 Strongly agree","2018","66 and older","","","",""
"1 Strongly disagree","2019","16-34 y.","","","",""
"1 Strongly disagree","2019","35-65 y.","","","",""
"1 Strongly disagree","2019","66 and older","","","",""
"2 on scale 1-7 ","2019","16-34 y.","","","",""
"2 on scale 1-7 ","2019","35-65 y.","","","",""
"2 on scale 1-7 ","2019","66 and older","","","",""
"3 on scale 1-7 ","2019","16-34 y.","","","",""
"3 on scale 1-7 ","2019","35-65 y.","","","",""
"3 on scale 1-7 ","2019","66 and older","","","",""
"4 on scale 1-7","2019","16-34 y.","","","",""
"4 on scale 1-7","2019","35-65 y.","","","",""
"4 on scale 1-7","2019","66 and older","","","",""
"5 on scale 1-7","2019","16-34 y.","","","",""
"5 on scale 1-7","2019","35-65 y.","","","",""
"5 on scale 1-7","2019","66 and older","","","",""
"6 on scale 1-7","2019","16-34 y.","","","",""
"6 on scale 1-7","2019","35-65 y.","","","",""
"6 on scale 1-7","2019","66 and older","","","",""
"7 Strongly agree","2019","16-34 y.","94","0.622206532806508","0.543830382325889","0.700582683287127"
"7 Strongly agree","2019","35-65 y.","80","0.698352862408077","0.617892840299135","0.778812884517018"
"7 Strongly agree","2019","66 and older","","","",""
