"plh0206i06","year","sampreg","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2011","East Germany","","","",""
"5 on scale 1-7","2011","West Germany","","","",""
"5 on scale 1-7","2011","East Germany","","","",""
"6 on scale 1-7","2011","West Germany","","","",""
"6 on scale 1-7","2011","East Germany","","","",""
"7 Strongly agree","2011","West Germany","","","",""
"7 Strongly agree","2011","East Germany","","","",""
"1 Strongly disagree","2012","West Germany","","","",""
"1 Strongly disagree","2012","East Germany","","","",""
"2 on scale 1-7 ","2012","West Germany","","","",""
"2 on scale 1-7 ","2012","East Germany","","","",""
"3 on scale 1-7 ","2012","West Germany","","","",""
"3 on scale 1-7 ","2012","East Germany","","","",""
"4 on scale 1-7","2012","West Germany","","","",""
"4 on scale 1-7","2012","East Germany","","","",""
"5 on scale 1-7","2012","West Germany","","","",""
"5 on scale 1-7","2012","East Germany","","","",""
"6 on scale 1-7","2012","West Germany","","","",""
"6 on scale 1-7","2012","East Germany","","","",""
"7 Strongly agree","2012","West Germany","","","",""
"7 Strongly agree","2012","East Germany","","","",""
"1 Strongly disagree","2013","West Germany","","","",""
"1 Strongly disagree","2013","East Germany","","","",""
"2 on scale 1-7 ","2013","West Germany","","","",""
"2 on scale 1-7 ","2013","East Germany","","","",""
"3 on scale 1-7 ","2013","West Germany","","","",""
"3 on scale 1-7 ","2013","East Germany","","","",""
"4 on scale 1-7","2013","West Germany","","","",""
"4 on scale 1-7","2013","East Germany","","","",""
"5 on scale 1-7","2013","West Germany","","","",""
"5 on scale 1-7","2013","East Germany","","","",""
"6 on scale 1-7","2013","West Germany","","","",""
"6 on scale 1-7","2013","East Germany","","","",""
"7 Strongly agree","2013","West Germany","","","",""
"7 Strongly agree","2013","East Germany","","","",""
"1 Strongly disagree","2014","West Germany","","","",""
"1 Strongly disagree","2014","East Germany","","","",""
"2 on scale 1-7 ","2014","West Germany","","","",""
"2 on scale 1-7 ","2014","East Germany","","","",""
"3 on scale 1-7 ","2014","West Germany","","","",""
"3 on scale 1-7 ","2014","East Germany","","","",""
"4 on scale 1-7","2014","West Germany","","","",""
"4 on scale 1-7","2014","East Germany","","","",""
"5 on scale 1-7","2014","West Germany","","","",""
"5 on scale 1-7","2014","East Germany","","","",""
"6 on scale 1-7","2014","West Germany","","","",""
"6 on scale 1-7","2014","East Germany","","","",""
"7 Strongly agree","2014","West Germany","","","",""
"7 Strongly agree","2014","East Germany","","","",""
"1 Strongly disagree","2015","West Germany","530","0.0258776213326258","0.0237417616488717","0.0280134810163798"
"1 Strongly disagree","2015","East Germany","161","0.0297411309022665","0.0252224599214401","0.0342598018830929"
"2 on scale 1-7 ","2015","West Germany","672","0.0331597953781493","0.0307510713062017","0.0355685194500969"
"2 on scale 1-7 ","2015","East Germany","183","0.034211561743736","0.0293763486224096","0.0390467748650624"
"3 on scale 1-7 ","2015","West Germany","1148","0.0547950282925317","0.0517335064837625","0.0578565501013009"
"3 on scale 1-7 ","2015","East Germany","288","0.0489947760571797","0.0432528907945169","0.0547366613198424"
"4 on scale 1-7","2015","West Germany","3102","0.142557831513351","0.137854541701243","0.147261121325459"
"4 on scale 1-7","2015","East Germany","843","0.168004353803386","0.158059258134039","0.177949449472733"
"5 on scale 1-7","2015","West Germany","4584","0.225472018767417","0.219850305851034","0.231093731683799"
"5 on scale 1-7","2015","East Germany","1233","0.21284695395065","0.201958869515848","0.223735038385451"
"6 on scale 1-7","2015","West Germany","5908","0.280273518072609","0.274231548207768","0.286315487937449"
"6 on scale 1-7","2015","East Germany","1580","0.290067682727094","0.277996597502486","0.302138767951703"
"7 Strongly agree","2015","West Germany","5283","0.237864186643317","0.232136430822439","0.243591942464196"
"7 Strongly agree","2015","East Germany","1141","0.216133540815688","0.205184645704822","0.227082435926554"
"1 Strongly disagree","2016","West Germany","41","0.0171709554891126","0.012936767825848","0.0214051431523772"
"1 Strongly disagree","2016","East Germany","8","","",""
"2 on scale 1-7 ","2016","West Germany","30","0.0214397804601082","0.016718738879471","0.0261608220407455"
"2 on scale 1-7 ","2016","East Germany","5","","",""
"3 on scale 1-7 ","2016","West Germany","35","0.0218059721930817","0.01704567452535","0.0265662698608135"
"3 on scale 1-7 ","2016","East Germany","5","","",""
"4 on scale 1-7","2016","West Germany","158","0.12923984599701","0.118305788085121","0.140173903908899"
"4 on scale 1-7","2016","East Germany","24","","",""
"5 on scale 1-7","2016","West Germany","296","0.107242548514245","0.0971573561807173","0.117327740847772"
"5 on scale 1-7","2016","East Germany","43","0.0427998563232546","0.0281069787472767","0.0574927338992326"
"6 on scale 1-7","2016","West Germany","481","0.156096895946047","0.144267098575318","0.167926693316775"
"6 on scale 1-7","2016","East Germany","76","0.155934272063707","0.129598670149297","0.182269873978117"
"7 Strongly agree","2016","West Germany","2575","0.547004001400396","0.530779314873408","0.563228687927384"
"7 Strongly agree","2016","East Germany","568","0.706181974179265","0.673115959144203","0.739247989214327"
"1 Strongly disagree","2017","West Germany","36","0.0147855944607197","0.0101338205084025","0.0194373684130369"
"1 Strongly disagree","2017","East Germany","2","","",""
"2 on scale 1-7 ","2017","West Germany","18","","",""
"2 on scale 1-7 ","2017","East Germany","2","","",""
"3 on scale 1-7 ","2017","West Germany","27","","",""
"3 on scale 1-7 ","2017","East Germany","3","","",""
"4 on scale 1-7","2017","West Germany","111","0.050013484719188","0.0416123855990513","0.0584145838393247"
"4 on scale 1-7","2017","East Germany","16","","",""
"5 on scale 1-7","2017","West Germany","229","0.094571753589381","0.0832935073799055","0.105849999798856"
"5 on scale 1-7","2017","East Germany","22","","",""
"6 on scale 1-7","2017","West Germany","312","0.131003351360326","0.117999138054441","0.144007564666211"
"6 on scale 1-7","2017","East Germany","15","","",""
"7 Strongly agree","2017","West Germany","1853","0.686521458503637","0.668641570351963","0.704401346655312"
"7 Strongly agree","2017","East Germany","203","0.745946817075921","0.693334616206639","0.798559017945202"
"1 Strongly disagree","2018","West Germany","6","","",""
"1 Strongly disagree","2018","East Germany","2","","",""
"2 on scale 1-7 ","2018","West Germany","6","","",""
"2 on scale 1-7 ","2018","East Germany","1","","",""
"3 on scale 1-7 ","2018","West Germany","1","","",""
"3 on scale 1-7 ","2018","East Germany","","","",""
"4 on scale 1-7","2018","West Germany","24","","",""
"4 on scale 1-7","2018","East Germany","2","","",""
"5 on scale 1-7","2018","West Germany","30","0.0621156425607384","0.0375551951727649","0.0866760899487118"
"5 on scale 1-7","2018","East Germany","1","","",""
"6 on scale 1-7","2018","West Germany","46","0.097572659178163","0.0673779167625214","0.127767401593804"
"6 on scale 1-7","2018","East Germany","4","","",""
"7 Strongly agree","2018","West Germany","258","0.752500544731586","0.708586679043111","0.796414410420061"
"7 Strongly agree","2018","East Germany","38","0.836170014880952","0.731464040397184","0.940875989364721"
"1 Strongly disagree","2019","West Germany","2","","",""
"1 Strongly disagree","2019","East Germany","2","","",""
"2 on scale 1-7 ","2019","West Germany","4","","",""
"2 on scale 1-7 ","2019","East Germany","","","",""
"3 on scale 1-7 ","2019","West Germany","8","","",""
"3 on scale 1-7 ","2019","East Germany","","","",""
"4 on scale 1-7","2019","West Germany","21","","",""
"4 on scale 1-7","2019","East Germany","","","",""
"5 on scale 1-7","2019","West Germany","35","0.116771363788425","0.0773544381801012","0.156188289396749"
"5 on scale 1-7","2019","East Germany","","","",""
"6 on scale 1-7","2019","West Germany","26","","",""
"6 on scale 1-7","2019","East Germany","4","","",""
"7 Strongly agree","2019","West Germany","159","0.656441533484833","0.598153909230443","0.714729157739224"
"7 Strongly agree","2019","East Germany","17","","",""
