"ple0012","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2017","no migration background","(0) in school","","","",""
"Yes","2017","no migration background","(1a) inadequately completed","24","","",""
"Yes","2017","no migration background","(1b) general elementary school","159","1","1","1"
"Yes","2017","no migration background","(1c) basic vocational qualification","545","1","1","1"
"Yes","2017","no migration background","(2b) intermediate general qualification","38","1","1","1"
"Yes","2017","no migration background","(2a) intermediate vocational","417","1","1","1"
"Yes","2017","no migration background","(2c_gen) general maturity certificate","16","","",""
"Yes","2017","no migration background","(2c_voc) vocational maturity certificate","76","1","1","1"
"Yes","2017","no migration background","(3a) lower tertiary education","163","1","1","1"
"Yes","2017","no migration background","(3b) higher tertiary education","172","1","1","1"
"Yes","2017","direct migration background","(0) in school","","","",""
"Yes","2017","direct migration background","(1a) inadequately completed","35","1","1","1"
"Yes","2017","direct migration background","(1b) general elementary school","61","1","1","1"
"Yes","2017","direct migration background","(1c) basic vocational qualification","73","1","1","1"
"Yes","2017","direct migration background","(2b) intermediate general qualification","2","","",""
"Yes","2017","direct migration background","(2a) intermediate vocational","5","","",""
"Yes","2017","direct migration background","(2c_gen) general maturity certificate","17","","",""
"Yes","2017","direct migration background","(2c_voc) vocational maturity certificate","49","1","1","1"
"Yes","2017","direct migration background","(3a) lower tertiary education","7","","",""
"Yes","2017","direct migration background","(3b) higher tertiary education","35","1","1","1"
"Yes","2017","indirect migration background","(0) in school","1","","",""
"Yes","2017","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2017","indirect migration background","(1b) general elementary school","2","","",""
"Yes","2017","indirect migration background","(1c) basic vocational qualification","11","","",""
"Yes","2017","indirect migration background","(2b) intermediate general qualification","6","","",""
"Yes","2017","indirect migration background","(2a) intermediate vocational","9","","",""
"Yes","2017","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Yes","2017","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Yes","2017","indirect migration background","(3a) lower tertiary education","2","","",""
"Yes","2017","indirect migration background","(3b) higher tertiary education","4","","",""
"Yes","2018","no migration background","(0) in school","","","",""
"Yes","2018","no migration background","(1a) inadequately completed","","","",""
"Yes","2018","no migration background","(1b) general elementary school","","","",""
"Yes","2018","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","no migration background","(2a) intermediate vocational","","","",""
"Yes","2018","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","no migration background","(3a) lower tertiary education","","","",""
"Yes","2018","no migration background","(3b) higher tertiary education","","","",""
"Yes","2018","direct migration background","(0) in school","","","",""
"Yes","2018","direct migration background","(1a) inadequately completed","","","",""
"Yes","2018","direct migration background","(1b) general elementary school","","","",""
"Yes","2018","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2018","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2018","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2018","indirect migration background","(0) in school","","","",""
"Yes","2018","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2018","indirect migration background","(1b) general elementary school","","","",""
"Yes","2018","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2018","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2018","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2019","no migration background","(0) in school","2","","",""
"Yes","2019","no migration background","(1a) inadequately completed","23","","",""
"Yes","2019","no migration background","(1b) general elementary school","134","1","1","1"
"Yes","2019","no migration background","(1c) basic vocational qualification","508","1","1","1"
"Yes","2019","no migration background","(2b) intermediate general qualification","33","1","1","1"
"Yes","2019","no migration background","(2a) intermediate vocational","422","1","1","1"
"Yes","2019","no migration background","(2c_gen) general maturity certificate","14","","",""
"Yes","2019","no migration background","(2c_voc) vocational maturity certificate","88","1","1","1"
"Yes","2019","no migration background","(3a) lower tertiary education","165","1","1","1"
"Yes","2019","no migration background","(3b) higher tertiary education","202","1","1","1"
"Yes","2019","direct migration background","(0) in school","","","",""
"Yes","2019","direct migration background","(1a) inadequately completed","32","1","1","1"
"Yes","2019","direct migration background","(1b) general elementary school","54","1","1","1"
"Yes","2019","direct migration background","(1c) basic vocational qualification","59","1","1","1"
"Yes","2019","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2019","direct migration background","(2a) intermediate vocational","9","","",""
"Yes","2019","direct migration background","(2c_gen) general maturity certificate","15","","",""
"Yes","2019","direct migration background","(2c_voc) vocational maturity certificate","38","1","1","1"
"Yes","2019","direct migration background","(3a) lower tertiary education","4","","",""
"Yes","2019","direct migration background","(3b) higher tertiary education","47","1","1","1"
"Yes","2019","indirect migration background","(0) in school","1","","",""
"Yes","2019","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","2019","indirect migration background","(1b) general elementary school","3","","",""
"Yes","2019","indirect migration background","(1c) basic vocational qualification","16","","",""
"Yes","2019","indirect migration background","(2b) intermediate general qualification","6","","",""
"Yes","2019","indirect migration background","(2a) intermediate vocational","13","","",""
"Yes","2019","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"Yes","2019","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2019","indirect migration background","(3a) lower tertiary education","3","","",""
"Yes","2019","indirect migration background","(3b) higher tertiary education","8","","",""
