"ple0012","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2011","no degree/no degree yet","indirect migration background","","","",""
"Yes","2012","lower secondary degree","no migration background","","","",""
"Yes","2012","lower secondary degree","direct migration background","","","",""
"Yes","2012","lower secondary degree","indirect migration background","","","",""
"Yes","2012","secondary school degree","no migration background","","","",""
"Yes","2012","secondary school degree","direct migration background","","","",""
"Yes","2012","secondary school degree","indirect migration background","","","",""
"Yes","2012","college entrance qualification","no migration background","","","",""
"Yes","2012","college entrance qualification","direct migration background","","","",""
"Yes","2012","college entrance qualification","indirect migration background","","","",""
"Yes","2012","Other degree","no migration background","","","",""
"Yes","2012","Other degree","direct migration background","","","",""
"Yes","2012","Other degree","indirect migration background","","","",""
"Yes","2012","no degree/no degree yet","no migration background","","","",""
"Yes","2012","no degree/no degree yet","direct migration background","","","",""
"Yes","2012","no degree/no degree yet","indirect migration background","","","",""
"Yes","2013","lower secondary degree","no migration background","808","1","1","1"
"Yes","2013","lower secondary degree","direct migration background","27","","",""
"Yes","2013","lower secondary degree","indirect migration background","7","","",""
"Yes","2013","secondary school degree","no migration background","412","1","1","1"
"Yes","2013","secondary school degree","direct migration background","12","","",""
"Yes","2013","secondary school degree","indirect migration background","7","","",""
"Yes","2013","college entrance qualification","no migration background","271","1","1","1"
"Yes","2013","college entrance qualification","direct migration background","11","","",""
"Yes","2013","college entrance qualification","indirect migration background","2","","",""
"Yes","2013","Other degree","no migration background","19","","",""
"Yes","2013","Other degree","direct migration background","86","1","1","1"
"Yes","2013","Other degree","indirect migration background","1","","",""
"Yes","2013","no degree/no degree yet","no migration background","14","","",""
"Yes","2013","no degree/no degree yet","direct migration background","13","","",""
"Yes","2013","no degree/no degree yet","indirect migration background","","","",""
"Yes","2014","lower secondary degree","no migration background","","","",""
"Yes","2014","lower secondary degree","direct migration background","","","",""
"Yes","2014","lower secondary degree","indirect migration background","","","",""
"Yes","2014","secondary school degree","no migration background","","","",""
"Yes","2014","secondary school degree","direct migration background","","","",""
"Yes","2014","secondary school degree","indirect migration background","","","",""
"Yes","2014","college entrance qualification","no migration background","","","",""
"Yes","2014","college entrance qualification","direct migration background","","","",""
"Yes","2014","college entrance qualification","indirect migration background","","","",""
"Yes","2014","Other degree","no migration background","","","",""
"Yes","2014","Other degree","direct migration background","","","",""
"Yes","2014","Other degree","indirect migration background","","","",""
"Yes","2014","no degree/no degree yet","no migration background","","","",""
"Yes","2014","no degree/no degree yet","direct migration background","","","",""
"Yes","2014","no degree/no degree yet","indirect migration background","","","",""
"Yes","2015","lower secondary degree","no migration background","749","1","1","1"
"Yes","2015","lower secondary degree","direct migration background","36","1","1","1"
"Yes","2015","lower secondary degree","indirect migration background","10","","",""
"Yes","2015","secondary school degree","no migration background","442","1","1","1"
"Yes","2015","secondary school degree","direct migration background","8","","",""
"Yes","2015","secondary school degree","indirect migration background","16","","",""
"Yes","2015","college entrance qualification","no migration background","300","1","1","1"
"Yes","2015","college entrance qualification","direct migration background","17","","",""
"Yes","2015","college entrance qualification","indirect migration background","15","","",""
"Yes","2015","Other degree","no migration background","15","","",""
"Yes","2015","Other degree","direct migration background","157","1","1","1"
"Yes","2015","Other degree","indirect migration background","1","","",""
"Yes","2015","no degree/no degree yet","no migration background","20","","",""
"Yes","2015","no degree/no degree yet","direct migration background","30","1","1","1"
"Yes","2015","no degree/no degree yet","indirect migration background","","","",""
"Yes","2016","lower secondary degree","no migration background","","","",""
"Yes","2016","lower secondary degree","direct migration background","","","",""
"Yes","2016","lower secondary degree","indirect migration background","","","",""
"Yes","2016","secondary school degree","no migration background","","","",""
"Yes","2016","secondary school degree","direct migration background","","","",""
"Yes","2016","secondary school degree","indirect migration background","","","",""
"Yes","2016","college entrance qualification","no migration background","","","",""
"Yes","2016","college entrance qualification","direct migration background","","","",""
"Yes","2016","college entrance qualification","indirect migration background","","","",""
"Yes","2016","Other degree","no migration background","","","",""
"Yes","2016","Other degree","direct migration background","","","",""
"Yes","2016","Other degree","indirect migration background","","","",""
"Yes","2016","no degree/no degree yet","no migration background","","","",""
"Yes","2016","no degree/no degree yet","direct migration background","","","",""
"Yes","2016","no degree/no degree yet","indirect migration background","","","",""
"Yes","2017","lower secondary degree","no migration background","719","1","1","1"
"Yes","2017","lower secondary degree","direct migration background","35","1","1","1"
"Yes","2017","lower secondary degree","indirect migration background","13","","",""
"Yes","2017","secondary school degree","no migration background","517","1","1","1"
"Yes","2017","secondary school degree","direct migration background","9","","",""
"Yes","2017","secondary school degree","indirect migration background","15","","",""
"Yes","2017","college entrance qualification","no migration background","333","1","1","1"
"Yes","2017","college entrance qualification","direct migration background","14","","",""
"Yes","2017","college entrance qualification","indirect migration background","13","","",""
"Yes","2017","Other degree","no migration background","16","","",""
"Yes","2017","Other degree","direct migration background","189","1","1","1"
"Yes","2017","Other degree","indirect migration background","1","","",""
"Yes","2017","no degree/no degree yet","no migration background","25","","",""
"Yes","2017","no degree/no degree yet","direct migration background","36","1","1","1"
"Yes","2017","no degree/no degree yet","indirect migration background","1","","",""
"Yes","2018","lower secondary degree","no migration background","","","",""
"Yes","2018","lower secondary degree","direct migration background","","","",""
"Yes","2018","lower secondary degree","indirect migration background","","","",""
"Yes","2018","secondary school degree","no migration background","","","",""
"Yes","2018","secondary school degree","direct migration background","","","",""
"Yes","2018","secondary school degree","indirect migration background","","","",""
"Yes","2018","college entrance qualification","no migration background","","","",""
"Yes","2018","college entrance qualification","direct migration background","","","",""
"Yes","2018","college entrance qualification","indirect migration background","","","",""
"Yes","2018","Other degree","no migration background","","","",""
"Yes","2018","Other degree","direct migration background","","","",""
"Yes","2018","Other degree","indirect migration background","","","",""
"Yes","2018","no degree/no degree yet","no migration background","","","",""
"Yes","2018","no degree/no degree yet","direct migration background","","","",""
"Yes","2018","no degree/no degree yet","indirect migration background","","","",""
"Yes","2019","lower secondary degree","no migration background","656","1","1","1"
"Yes","2019","lower secondary degree","direct migration background","31","1","1","1"
"Yes","2019","lower secondary degree","indirect migration background","18","","",""
"Yes","2019","secondary school degree","no migration background","527","1","1","1"
"Yes","2019","secondary school degree","direct migration background","10","","",""
"Yes","2019","secondary school degree","indirect migration background","19","","",""
"Yes","2019","college entrance qualification","no migration background","363","1","1","1"
"Yes","2019","college entrance qualification","direct migration background","18","","",""
"Yes","2019","college entrance qualification","indirect migration background","17","","",""
"Yes","2019","Other degree","no migration background","17","","",""
"Yes","2019","Other degree","direct migration background","166","1","1","1"
"Yes","2019","Other degree","indirect migration background","3","","",""
"Yes","2019","no degree/no degree yet","no migration background","26","","",""
"Yes","2019","no degree/no degree yet","direct migration background","32","1","1","1"
"Yes","2019","no degree/no degree yet","indirect migration background","3","","",""
