"ple0012","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2013","higher vocational","West Germany","79","0.0822352638567737","0.064829749953327","0.0996407777602205"
"Yes","2013","higher vocational","East Germany","50","0.119958390484053","0.087117034004759","0.152799746963346"
"Yes","2013","higher education","West Germany","187","0.0553341550830181","0.0474942776701532","0.0631740324958829"
"Yes","2013","higher education","East Germany","144","0.108910267532313","0.0913645492618714","0.126455985802754"
"No","2013","in school","West Germany","227","1","1","1"
"No","2013","in school","East Germany","33","1","1","1"
"No","2013","inadequately","West Germany","148","0.872796108260607","0.821800501112615","0.923791715408599"
"No","2013","inadequately","East Germany","29","","",""
"No","2013","general elemantary","West Germany","1431","0.876244683390172","0.860199175695572","0.892290191084772"
"No","2013","general elemantary","East Germany","211","0.848743890856971","0.804150854611751","0.893336927102191"
"No","2013","middle vocational","West Germany","6457","0.906973571769077","0.900211391783373","0.913735751754781"
"No","2013","middle vocational","East Germany","2053","0.863870473272915","0.850067177421795","0.877673769124036"
"No","2013","vocational + Abi","West Germany","888","0.951413922659934","0.93761069011575","0.965217155204118"
"No","2013","vocational + Abi","East Germany","166","0.977784406512156","0.955694160665962","0.99987465235835"
"No","2013","higher vocational","West Germany","878","0.917764736143226","0.900359222239779","0.935170250046673"
"No","2013","higher vocational","East Germany","326","0.880041609515947","0.847200253036654","0.912882965995241"
"No","2013","higher education","West Germany","3080","0.944665844916982","0.936825967504117","0.952505722329847"
"No","2013","higher education","East Germany","1067","0.891089732467687","0.873544014197246","0.908635450738129"
"Yes","2014","in school","West Germany","","","",""
"Yes","2014","in school","East Germany","","","",""
"Yes","2014","inadequately","West Germany","","","",""
"Yes","2014","inadequately","East Germany","","","",""
"Yes","2014","general elemantary","West Germany","","","",""
"Yes","2014","general elemantary","East Germany","","","",""
"Yes","2014","middle vocational","West Germany","","","",""
"Yes","2014","middle vocational","East Germany","","","",""
"Yes","2014","vocational + Abi","West Germany","","","",""
"Yes","2014","vocational + Abi","East Germany","","","",""
"Yes","2014","higher vocational","West Germany","","","",""
"Yes","2014","higher vocational","East Germany","","","",""
"Yes","2014","higher education","West Germany","","","",""
"Yes","2014","higher education","East Germany","","","",""
"No","2014","in school","West Germany","","","",""
"No","2014","in school","East Germany","","","",""
"No","2014","inadequately","West Germany","","","",""
"No","2014","inadequately","East Germany","","","",""
"No","2014","general elemantary","West Germany","","","",""
"No","2014","general elemantary","East Germany","","","",""
"No","2014","middle vocational","West Germany","","","",""
"No","2014","middle vocational","East Germany","","","",""
"No","2014","vocational + Abi","West Germany","","","",""
"No","2014","vocational + Abi","East Germany","","","",""
"No","2014","higher vocational","West Germany","","","",""
"No","2014","higher vocational","East Germany","","","",""
"No","2014","higher education","West Germany","","","",""
"No","2014","higher education","East Germany","","","",""
"Yes","2015","in school","West Germany","","","",""
"Yes","2015","in school","East Germany","","","",""
"Yes","2015","inadequately","West Germany","32","0.121616148409395","0.0880396662074194","0.15519263061137"
"Yes","2015","inadequately","East Germany","6","","",""
"Yes","2015","general elemantary","West Germany","183","0.0985648617309911","0.0865004828560744","0.110629240605908"
"Yes","2015","general elemantary","East Germany","45","0.166437274583571","0.127019194111807","0.205855355055336"
"Yes","2015","middle vocational","West Germany","681","0.0877526156077568","0.08190852828787","0.0935967029276436"
"Yes","2015","middle vocational","East Germany","299","0.122677828086693","0.110319305519484","0.135036350653902"
"Yes","2015","vocational + Abi","West Germany","78","0.0465483668623475","0.0364864991039279","0.0566102346207672"
"Yes","2015","vocational + Abi","East Germany","11","","",""
"Yes","2015","higher vocational","West Germany","90","0.0928558067709827","0.0759562298438049","0.109755383698161"
"Yes","2015","higher vocational","East Germany","48","0.121740478372198","0.0896563253797077","0.153824631364688"
"Yes","2015","higher education","West Germany","209","0.0591728270846025","0.0522935467759832","0.0660521073932219"
"Yes","2015","higher education","East Germany","150","0.105013019812934","0.0888029585148556","0.121223081111013"
"No","2015","in school","West Germany","296","1","1","1"
"No","2015","in school","East Germany","56","1","1","1"
"No","2015","inadequately","West Germany","332","0.878383851590605","0.84480736938863","0.911960333792581"
"No","2015","inadequately","East Germany","42","0.905589128137273","0.822870356518692","0.988307899755854"
"No","2015","general elemantary","West Germany","2162","0.901435138269009","0.889370759394092","0.913499517143926"
"No","2015","general elemantary","East Germany","298","0.833562725416429","0.794144644944664","0.872980805888193"
"No","2015","middle vocational","West Germany","8323","0.912247384392243","0.906403297072356","0.91809147171213"
"No","2015","middle vocational","East Germany","2408","0.877322171913307","0.864963649346098","0.889680694480516"
"No","2015","vocational + Abi","West Germany","1606","0.953451633137652","0.943389765379233","0.963513500896072"
"No","2015","vocational + Abi","East Germany","266","0.962450751859801","0.940063639073081","0.98483786464652"
"No","2015","higher vocational","West Germany","1043","0.907144193229017","0.890244616301839","0.924043770156195"
"No","2015","higher vocational","East Germany","351","0.878259521627802","0.846175368635312","0.910343674620292"
"No","2015","higher education","West Germany","4310","0.940827172915397","0.933947892606778","0.947706453224017"
"No","2015","higher education","East Germany","1224","0.894986980187066","0.878776918888987","0.911197041485144"
"Yes","2016","in school","West Germany","","","",""
"Yes","2016","in school","East Germany","","","",""
"Yes","2016","inadequately","West Germany","","","",""
"Yes","2016","inadequately","East Germany","","","",""
"Yes","2016","general elemantary","West Germany","","","",""
"Yes","2016","general elemantary","East Germany","","","",""
"Yes","2016","middle vocational","West Germany","","","",""
"Yes","2016","middle vocational","East Germany","","","",""
"Yes","2016","vocational + Abi","West Germany","","","",""
"Yes","2016","vocational + Abi","East Germany","","","",""
"Yes","2016","higher vocational","West Germany","","","",""
"Yes","2016","higher vocational","East Germany","","","",""
"Yes","2016","higher education","West Germany","","","",""
"Yes","2016","higher education","East Germany","","","",""
"No","2016","in school","West Germany","","","",""
"No","2016","in school","East Germany","","","",""
"No","2016","inadequately","West Germany","","","",""
"No","2016","inadequately","East Germany","","","",""
"No","2016","general elemantary","West Germany","","","",""
"No","2016","general elemantary","East Germany","","","",""
"No","2016","middle vocational","West Germany","","","",""
"No","2016","middle vocational","East Germany","","","",""
"No","2016","vocational + Abi","West Germany","","","",""
"No","2016","vocational + Abi","East Germany","","","",""
"No","2016","higher vocational","West Germany","","","",""
"No","2016","higher vocational","East Germany","","","",""
"No","2016","higher education","West Germany","","","",""
"No","2016","higher education","East Germany","","","",""
"Yes","2017","in school","West Germany","1","","",""
"Yes","2017","in school","East Germany","","","",""
"Yes","2017","inadequately","West Germany","40","0.116342437803682","0.0851538182154029","0.147531057391961"
"Yes","2017","inadequately","East Germany","9","","",""
"Yes","2017","general elemantary","West Germany","217","0.117080558985435","0.104179783867915","0.129981334102955"
"Yes","2017","general elemantary","East Germany","51","0.152504968892151","0.116358417430392","0.188651520353909"
"Yes","2017","middle vocational","West Germany","692","0.0880582158006118","0.0822910872735061","0.0938253443277175"
"Yes","2017","middle vocational","East Germany","324","0.126506175991223","0.114327528510046","0.138684823472399"
"Yes","2017","vocational + Abi","West Germany","91","0.0671855554058503","0.0559200673179914","0.0784510434937091"
"Yes","2017","vocational + Abi","East Germany","10","","",""
"Yes","2017","higher vocational","West Germany","81","0.0670113652319776","0.0525283910205737","0.0814943394433816"
"Yes","2017","higher vocational","East Germany","50","0.113712922512561","0.0826410072417168","0.144784837783405"
"Yes","2017","higher education","West Germany","236","0.0574735929961373","0.0510884048953251","0.0638587810969494"
"Yes","2017","higher education","East Germany","147","0.0924644786837916","0.077554282119747","0.107374675247836"
"No","2017","in school","West Germany","344","0.991656869349354","0.98205880233061","1.0012549363681"
"No","2017","in school","East Germany","67","1","1","1"
"No","2017","inadequately","West Germany","366","0.883657562196318","0.852468942608039","0.914846181784597"
"No","2017","inadequately","East Germany","42","0.905526629848673","0.825253846759113","0.985799412938234"
"No","2017","general elemantary","West Germany","2169","0.882919441014565","0.870018665897045","0.895820216132085"
"No","2017","general elemantary","East Germany","329","0.847495031107849","0.811348479646091","0.883641582569608"
"No","2017","middle vocational","West Germany","8583","0.911941784199388","0.906174655672283","0.917708912726494"
"No","2017","middle vocational","East Germany","2538","0.873493824008777","0.861315176527601","0.885672471489954"
"No","2017","vocational + Abi","West Germany","1806","0.93281444459415","0.921548956506291","0.944079932682009"
"No","2017","vocational + Abi","East Germany","319","0.979544925681341","0.964249454766866","0.994840396595816"
"No","2017","higher vocational","West Germany","1064","0.932988634768022","0.918505660556618","0.947471608979426"
"No","2017","higher vocational","East Germany","351","0.886287077487439","0.855215162216595","0.917358992758283"
"No","2017","higher education","West Germany","4868","0.942526407003863","0.936141218903051","0.948911595104675"
"No","2017","higher education","East Germany","1303","0.907535521316208","0.892625324752164","0.922445717880253"
"Yes","2018","in school","West Germany","","","",""
"Yes","2018","in school","East Germany","","","",""
"Yes","2018","inadequately","West Germany","","","",""
"Yes","2018","inadequately","East Germany","","","",""
"Yes","2018","general elemantary","West Germany","","","",""
"Yes","2018","general elemantary","East Germany","","","",""
"Yes","2018","middle vocational","West Germany","","","",""
"Yes","2018","middle vocational","East Germany","","","",""
"Yes","2018","vocational + Abi","West Germany","","","",""
"Yes","2018","vocational + Abi","East Germany","","","",""
"Yes","2018","higher vocational","West Germany","","","",""
"Yes","2018","higher vocational","East Germany","","","",""
"Yes","2018","higher education","West Germany","","","",""
"Yes","2018","higher education","East Germany","","","",""
"No","2018","in school","West Germany","","","",""
"No","2018","in school","East Germany","","","",""
"No","2018","inadequately","West Germany","","","",""
"No","2018","inadequately","East Germany","","","",""
"No","2018","general elemantary","West Germany","","","",""
"No","2018","general elemantary","East Germany","","","",""
"No","2018","middle vocational","West Germany","","","",""
"No","2018","middle vocational","East Germany","","","",""
"No","2018","vocational + Abi","West Germany","","","",""
"No","2018","vocational + Abi","East Germany","","","",""
"No","2018","higher vocational","West Germany","","","",""
"No","2018","higher vocational","East Germany","","","",""
"No","2018","higher education","West Germany","","","",""
"No","2018","higher education","East Germany","","","",""
"Yes","2019","in school","West Germany","2","","",""
"Yes","2019","in school","East Germany","1","","",""
"Yes","2019","inadequately","West Germany","45","0.141505313848249","0.104565881431085","0.178444746265413"
"Yes","2019","inadequately","East Germany","5","","",""
"Yes","2019","general elemantary","West Germany","186","0.114189131678148","0.100408213193951","0.127970050162345"
"Yes","2019","general elemantary","East Germany","39","0.150755223748883","0.114394773872283","0.187115673625483"
"Yes","2019","middle vocational","West Germany","689","0.0924978259939733","0.0863356698601168","0.0986599821278297"
"Yes","2019","middle vocational","East Germany","298","0.126818876926798","0.114062145271893","0.139575608581702"
"Yes","2019","vocational + Abi","West Germany","88","0.0578910176159973","0.0472289461909046","0.06855308904109"
"Yes","2019","vocational + Abi","East Germany","11","","",""
"Yes","2019","higher vocational","West Germany","82","0.065840587504216","0.0519752803330252","0.0797058946754068"
"Yes","2019","higher vocational","East Germany","45","0.101998788586261","0.0737522806499747","0.130245296522547"
"Yes","2019","higher education","West Germany","275","0.0580047943685776","0.0517690551733274","0.0642405335638278"
"Yes","2019","higher education","East Germany","154","0.0848970261232215","0.071205313300696","0.098588738945747"
"No","2019","in school","West Germany","276","0.994325647789623","0.985495902848745","1.0031553927305"
"No","2019","in school","East Germany","52","0.989144328685286","0.96124663306528","1.01704202430529"
"No","2019","inadequately","West Germany","297","0.858494686151751","0.821555253734587","0.895434118568915"
"No","2019","inadequately","East Germany","42","0.926809843272111","0.852350222597071","1.00126946394715"
"No","2019","general elemantary","West Germany","1860","0.885810868321852","0.872029949837654","0.899591786806049"
"No","2019","general elemantary","East Germany","333","0.849244776251117","0.812884326374517","0.885605226127717"
"No","2019","middle vocational","West Germany","7803","0.907502174006027","0.90134001787217","0.913664330139883"
"No","2019","middle vocational","East Germany","2316","0.873181123073202","0.860424391418298","0.885937854728107"
"No","2019","vocational + Abi","West Germany","1755","0.942108982384003","0.93144691095891","0.952771053809095"
"No","2019","vocational + Abi","East Germany","311","0.974405120183175","0.95715601854711","0.99165422181924"
"No","2019","higher vocational","West Germany","1147","0.934159412495784","0.920294105324593","0.948024719666975"
"No","2019","higher vocational","East Germany","396","0.898001211413739","0.869754703477453","0.926247719350025"
"No","2019","higher education","West Germany","5123","0.941995205631422","0.935759466436172","0.948230944826673"
"No","2019","higher education","East Germany","1438","0.915102973876778","0.901411261054253","0.928794686699304"
