"ple0012","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2015","no migration background","East Germany","4357","0.88218999670748","0.873156983781992","0.891223009632969","2"
"No","2015","direct migration background","West Germany","3788","0.926154987755117","0.918076805929735","0.9342331695805","2"
"No","2015","direct migration background","East Germany","275","0.927277618883659","0.89764459186379","0.956910645903528","2"
"No","2015","indirect migration background","West Germany","1490","0.97513501503991","0.967332603532849","0.982937426546971","2"
"No","2015","indirect migration background","East Germany","99","0.959557914013251","0.921514292825862","0.99760153520064","2"
"Yes","2015","no migration background","West Germany","1007","0.0825860862827958","0.0780782597124595","0.0870939128531321","1"
"Yes","2015","no migration background","East Germany","536","0.11781000329252","0.108776990367031","0.126843016218008","1"
"Yes","2015","direct migration background","West Germany","238","0.0738450122448827","0.0657668304195","0.0819231940702654","1"
"Yes","2015","direct migration background","East Germany","20","","","","1"
"Yes","2015","indirect migration background","West Germany","40","0.0248649849600903","0.0170625734530293","0.0326673964671514","1"
"Yes","2015","indirect migration background","East Germany","4","","","","1"
"No","2016","no migration background","West Germany","","","","","2"
"No","2016","no migration background","East Germany","","","","","2"
"No","2016","direct migration background","West Germany","","","","","2"
"No","2016","direct migration background","East Germany","","","","","2"
"No","2016","indirect migration background","West Germany","","","","","2"
"No","2016","indirect migration background","East Germany","","","","","2"
"Yes","2016","direct migration background","West Germany","","","","","1"
"Yes","2016","direct migration background","East Germany","","","","","1"
"Yes","2016","no migration background","West Germany","","","","","1"
"Yes","2016","no migration background","East Germany","","","","","1"
"Yes","2016","indirect migration background","West Germany","","","","","1"
"Yes","2016","indirect migration background","East Germany","","","","","1"
"No","2017","no migration background","West Germany","14116","0.915577753910287","0.911154463036562","0.920001044784011","2"
"No","2017","no migration background","East Germany","4599","0.88484988449932","0.876143818353716","0.893555950644923","2"
"No","2017","direct migration background","West Germany","4027","0.91906808116525","0.910915443728205","0.927220718602294","2"
"No","2017","direct migration background","East Germany","345","0.95577907364899","0.934802836479059","0.976755310818922","2"
"No","2017","indirect migration background","West Germany","1566","0.977882420260129","0.97069426930381","0.985070571216448","2"
"No","2017","indirect migration background","East Germany","103","0.984236802297762","0.960635924104998","1.00783768049053","2"
"Yes","2017","direct migration background","West Germany","272","0.0809319188347502","0.0727792813977059","0.0890845562717944","1"
"Yes","2017","direct migration background","East Germany","24","","","","1"
"Yes","2017","indirect migration background","West Germany","42","0.0221175797398713","0.0149294287835521","0.0293057306961905","1"
"Yes","2017","no migration background","West Germany","1060","0.0844222460897133","0.0799989552159891","0.0888455369634375","1"
"Yes","2017","no migration background","East Germany","565","0.11515011550068","0.106444049355077","0.123856181646284","1"
"Yes","2017","indirect migration background","East Germany","4","","","","1"
"No","2018","no migration background","West Germany","","","","","2"
"No","2018","no migration background","East Germany","","","","","2"
"No","2018","direct migration background","West Germany","","","","","2"
"No","2018","direct migration background","East Germany","","","","","2"
"No","2018","indirect migration background","West Germany","","","","","2"
"No","2018","indirect migration background","East Germany","","","","","2"
"Yes","2018","direct migration background","West Germany","","","","","1"
"Yes","2018","direct migration background","East Germany","","","","","1"
"Yes","2018","indirect migration background","West Germany","","","","","1"
"Yes","2018","no migration background","West Germany","","","","","1"
"Yes","2018","indirect migration background","East Germany","","","","","1"
"Yes","2018","no migration background","East Germany","","","","","1"
"No","2019","no migration background","West Germany","14002","0.918075834192309","0.913698816390349","0.92245285199427","2"
"No","2019","no migration background","East Germany","4625","0.888275867926294","0.879679544366457","0.896872191486132","2"
"No","2019","direct migration background","West Germany","3305","0.905709224011847","0.896116381287146","0.915302066736547","2"
"No","2019","direct migration background","East Germany","278","0.984382556799919","0.970136701826551","0.998628411773287","2"
"No","2019","indirect migration background","West Germany","1517","0.964047995217452","0.954844925659142","0.973251064775762","2"
"No","2019","indirect migration background","East Germany","125","0.970505360974772","0.941751724180747","0.999258997768798","2"
"Yes","2019","direct migration background","West Germany","260","0.0942907759881532","0.0846979332634526","0.103883618712854","1"
"Yes","2019","direct migration background","East Germany","13","","","","1"
"Yes","2019","no migration background","West Germany","1079","0.0819241658076907","0.0775471480057305","0.0863011836096509","1"
"Yes","2019","indirect migration background","West Germany","55","0.0359520047825482","0.0267489352242383","0.0451550743408581","1"
"Yes","2019","indirect migration background","East Germany","8","","","","1"
"Yes","2019","no migration background","East Germany","534","0.111724132073706","0.103127808513868","0.120320455633543","1"
