"ple0012","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2018","66 and older","lower secondary degree","","","",""
"Yes","2018","66 and older","secondary school degree","","","",""
"Yes","2018","66 and older","college entrance qualification","","","",""
"Yes","2018","66 and older","Other degree","","","",""
"Yes","2018","66 and older","no degree/no degree yet","","","",""
"Yes","2019","16-34 y.","lower secondary degree","15","","",""
"Yes","2019","16-34 y.","secondary school degree","17","","",""
"Yes","2019","16-34 y.","college entrance qualification","13","","",""
"Yes","2019","16-34 y.","Other degree","4","","",""
"Yes","2019","16-34 y.","no degree/no degree yet","6","","",""
"Yes","2019","35-65 y.","lower secondary degree","245","1","1","1"
"Yes","2019","35-65 y.","secondary school degree","304","1","1","1"
"Yes","2019","35-65 y.","college entrance qualification","198","1","1","1"
"Yes","2019","35-65 y.","Other degree","105","1","1","1"
"Yes","2019","35-65 y.","no degree/no degree yet","41","1","1","1"
"Yes","2019","66 and older","lower secondary degree","445","1","1","1"
"Yes","2019","66 and older","secondary school degree","235","1","1","1"
"Yes","2019","66 and older","college entrance qualification","187","1","1","1"
"Yes","2019","66 and older","Other degree","77","1","1","1"
"Yes","2019","66 and older","no degree/no degree yet","14","","",""
