"ple0012","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2011","(Married) couple without C. ","higher vocational","555","0.887686079948513","0.863069027584287","0.912303132312739","2"
"No","2011","(Married) couple without C. ","higher education","1837","0.92061971687947","0.908871577929354","0.932367855829585","2"
"No","2011","Single parent ","in school","50","1","1","1","2"
"No","2011","Couple + C. LE 16 ","inadequately","30","1","1","1","2"
"No","2011","Couple + C. LE 16 ","general elemantary","169","0.976951483910731","0.954719047948946","0.999183919872516","2"
"No","2011","Couple + C. LE 16 ","middle vocational","1475","0.970993014507152","0.962530971845889","0.979455057168415","2"
"No","2011","1-pers.-HH","higher vocational","188","0.915930236408059","0.878399286654006","0.953461186162112","2"
"No","2011","1-pers.-HH","higher education","700","0.951200266949787","0.935760455339075","0.966640078560498","2"
"No","2011","(Married) couple without C. ","in school","","","","","2"
"No","2011","(Married) couple without C. ","inadequately","60","0.830818388891876","0.742991257225426","0.918645520558325","2"
"No","2011","(Married) couple without C. ","general elemantary","594","0.837523245397422","0.810331791040977","0.864714699753867","2"
"No","2011","Single parent ","inadequately","28","","","","2"
"No","2011","Single parent ","general elemantary","204","0.957955842558502","0.931004285444359","0.984907399672645","2"
"No","2011","Single parent ","middle vocational","519","0.927610721466025","0.905914814208711","0.949306628723339","2"
"No","2011","Single parent ","vocational + Abi","65","0.989013084182606","0.963864413130399","1.01416175523481","2"
"No","2011","Single parent ","higher vocational","39","0.988959606045414","0.95657790512584","1.02134130696499","2"
"No","2011","Couple + C. LE 16 ","vocational + Abi","292","0.997971636750086","0.992819987970876","1.0031232855293","2"
"No","2011","Couple + C. LE 16 ","higher vocational","261","0.966721057923009","0.94528685705408","0.988155258791938","2"
"No","2011","Couple + C. LE 16 ","higher education","808","0.994096723593668","0.988850255686835","0.9993431915005","2"
"No","2011","Couple + C. GT 16 ","in school","147","1","1","1","2"
"No","2011","Couple + C. GT 16 ","inadequately","29","","","","2"
"No","2011","Couple + C. GT 16 ","general elemantary","312","0.951564854216694","0.928331566464386","0.974798141969001","2"
"No","2011","Couple + C. GT 16 ","middle vocational","1498","0.94069368679202","0.929113000915144","0.952274372668896","2"
"No","2011","Couple + C. GT 16 ","vocational + Abi","180","0.989090199580482","0.974080723545085","1.00409967561588","2"
"No","2011","Couple + C. GT 16 ","higher vocational","199","0.954970119697094","0.926989833577891","0.982950405816297","2"
"No","2011","Couple + C. GT 16 ","higher education","552","0.945707317613751","0.92729808764747","0.964116547580033","2"
"No","2011","Couple + C. LE and GT 16","in school","103","1","1","1","2"
"No","2011","Couple + C. LE and GT 16","inadequately","10","","","","2"
"No","2011","Couple + C. LE and GT 16","general elemantary","177","0.975144326495092","0.952337293415488","0.997951359574696","2"
"No","2011","Couple + C. LE and GT 16","middle vocational","545","0.9757662298876","0.963041456873791","0.988491002901409","2"
"No","2011","Couple + C. LE and GT 16","vocational + Abi","64","0.899731070843706","0.828341761187105","0.971120380500307","2"
"No","2011","Couple + C. LE and GT 16","higher vocational","72","0.957319224047289","0.911572288989747","1.00306615910483","2"
"No","2011","Couple + C. LE and GT 16","higher education","192","0.969676042448462","0.945851321329262","0.993500763567663","2"
"Yes","2011","1-pers.-HH","in school","","","","","1"
"Yes","2011","1-pers.-HH","inadequately","7","","","","1"
"Yes","2011","1-pers.-HH","general elemantary","85","0.170765451957741","0.137715402068039","0.203815501847444","1"
"Yes","2011","1-pers.-HH","middle vocational","213","0.107922142533955","0.0936944170695377","0.122149867998372","1"
"Yes","2011","1-pers.-HH","vocational + Abi","7","","","","1"
"Yes","2011","1-pers.-HH","higher vocational","22","","","","1"
"Yes","2011","1-pers.-HH","higher education","48","0.0487997330502135","0.0333599214395019","0.0642395446609252","1"
"Yes","2011","(Married) couple without C. ","in school","","","","","1"
"Yes","2011","(Married) couple without C. ","inadequately","10","","","","1"
"Yes","2011","(Married) couple without C. ","general elemantary","113","0.162476754602578","0.135285300246133","0.189668208959023","1"
"Yes","2011","(Married) couple without C. ","middle vocational","522","0.119439301567623","0.109735942326131","0.129142660809114","1"
"Yes","2011","(Married) couple without C. ","vocational + Abi","25","","","","1"
"Yes","2011","(Married) couple without C. ","higher vocational","77","0.112313920051487","0.0876968676872609","0.136930972415713","1"
"Yes","2011","(Married) couple without C. ","higher education","197","0.0793802831205304","0.0676321441704152","0.0911284220706457","1"
"Yes","2011","Single parent ","in school","","","","","1"
"Yes","2011","Single parent ","inadequately","2","","","","1"
"Yes","2011","Single parent ","general elemantary","9","","","","1"
"Yes","2011","Single parent ","middle vocational","29","","","","1"
"Yes","2011","Single parent ","vocational + Abi","1","","","","1"
"Yes","2011","Single parent ","higher vocational","1","","","","1"
"Yes","2011","Single parent ","higher education","3","","","","1"
"Yes","2011","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2011","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2011","Couple + C. LE 16 ","general elemantary","6","","","","1"
"Yes","2011","Couple + C. LE 16 ","middle vocational","36","0.029006985492848","0.0205449428315847","0.0374690281541113","1"
"Yes","2011","Couple + C. LE 16 ","vocational + Abi","1","","","","1"
"Yes","2011","Couple + C. LE 16 ","higher vocational","8","","","","1"
"Yes","2011","Couple + C. LE 16 ","higher education","11","","","","1"
"Yes","2011","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2011","Couple + C. GT 16 ","inadequately","4","","","","1"
"Yes","2011","Couple + C. GT 16 ","general elemantary","16","","","","1"
"Yes","2011","Couple + C. GT 16 ","middle vocational","100","0.0593063132079797","0.0477256273311039","0.0708869990848555","1"
"Yes","2011","Couple + C. GT 16 ","vocational + Abi","4","","","","1"
"Yes","2011","Couple + C. GT 16 ","higher vocational","12","","","","1"
"Yes","2011","Couple + C. GT 16 ","higher education","30","0.0542926823862486","0.0358834524199668","0.0727019123525303","1"
"Yes","2011","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2011","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2011","Couple + C. LE and GT 16","general elemantary","2","","","","1"
"Yes","2011","Couple + C. LE and GT 16","middle vocational","16","","","","1"
"Yes","2011","Couple + C. LE and GT 16","vocational + Abi","4","","","","1"
"Yes","2011","Couple + C. LE and GT 16","higher vocational","3","","","","1"
"Yes","2011","Couple + C. LE and GT 16","higher education","7","","","","1"
"No","2012","1-pers.-HH","in school","","","","","2"
"No","2012","1-pers.-HH","inadequately","","","","","2"
"No","2012","1-pers.-HH","general elemantary","","","","","2"
"No","2012","1-pers.-HH","middle vocational","","","","","2"
"No","2012","1-pers.-HH","vocational + Abi","","","","","2"
"No","2012","(Married) couple without C. ","middle vocational","","","","","2"
"No","2012","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2012","(Married) couple without C. ","higher vocational","","","","","2"
"No","2012","(Married) couple without C. ","higher education","","","","","2"
"No","2012","Single parent ","in school","","","","","2"
"No","2012","Single parent ","higher education","","","","","2"
"No","2012","Couple + C. LE 16 ","in school","","","","","2"
"No","2012","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2012","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2012","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2012","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2012","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2012","Couple + C. LE 16 ","higher education","","","","","2"
"No","2012","Couple + C. GT 16 ","in school","","","","","2"
"No","2012","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2012","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2012","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2012","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2012","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2012","Couple + C. GT 16 ","higher education","","","","","2"
"No","2012","Couple + C. LE and GT 16","in school","","","","","2"
"No","2012","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2012","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2012","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2012","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2012","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2012","Couple + C. LE and GT 16","higher education","","","","","2"
"No","2012","1-pers.-HH","higher vocational","","","","","2"
"No","2012","1-pers.-HH","higher education","","","","","2"
"No","2012","(Married) couple without C. ","in school","","","","","2"
"No","2012","(Married) couple without C. ","inadequately","","","","","2"
"No","2012","(Married) couple without C. ","general elemantary","","","","","2"
"No","2012","Single parent ","inadequately","","","","","2"
"No","2012","Single parent ","general elemantary","","","","","2"
"No","2012","Single parent ","middle vocational","","","","","2"
"No","2012","Single parent ","vocational + Abi","","","","","2"
"No","2012","Single parent ","higher vocational","","","","","2"
"Yes","2012","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2012","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2012","1-pers.-HH","in school","","","","","1"
"Yes","2012","1-pers.-HH","inadequately","","","","","1"
"Yes","2012","1-pers.-HH","general elemantary","","","","","1"
"Yes","2012","1-pers.-HH","middle vocational","","","","","1"
"Yes","2012","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2012","1-pers.-HH","higher vocational","","","","","1"
"Yes","2012","1-pers.-HH","higher education","","","","","1"
"Yes","2012","(Married) couple without C. ","in school","","","","","1"
"Yes","2012","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2012","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2012","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2012","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2012","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2012","(Married) couple without C. ","higher education","","","","","1"
"Yes","2012","Single parent ","in school","","","","","1"
"Yes","2012","Single parent ","inadequately","","","","","1"
"Yes","2012","Single parent ","general elemantary","","","","","1"
"Yes","2012","Single parent ","middle vocational","","","","","1"
"Yes","2012","Single parent ","vocational + Abi","","","","","1"
"Yes","2012","Single parent ","higher vocational","","","","","1"
"Yes","2012","Single parent ","higher education","","","","","1"
"Yes","2012","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2012","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2012","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2012","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2012","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2012","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2012","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2012","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2012","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2013","1-pers.-HH","in school","1","","","","2"
"No","2013","1-pers.-HH","inadequately","42","0.859990891427785","0.760788022277389","0.959193760578181","2"
"No","2013","1-pers.-HH","general elemantary","360","0.819936965384513","0.783952624567924","0.855921306201101","2"
"No","2013","1-pers.-HH","middle vocational","1530","0.883879569372912","0.868865305202341","0.898893833543483","2"
"No","2013","1-pers.-HH","vocational + Abi","198","0.964849514081864","0.939701138451447","0.989997889712281","2"
"No","2013","(Married) couple without C. ","middle vocational","3387","0.865407028031953","0.854746301966373","0.876067754097532","2"
"No","2013","(Married) couple without C. ","vocational + Abi","322","0.931176911556579","0.904579360729393","0.957774462383766","2"
"No","2013","(Married) couple without C. ","higher vocational","519","0.87717980250261","0.851003468165667","0.903356136839553","2"
"No","2013","(Married) couple without C. ","higher education","1838","0.904555517608166","0.8918423890157","0.917268646200631","2"
"No","2013","Single parent ","in school","51","1","1","1","2"
"No","2013","Single parent ","higher education","166","0.981967013696786","0.962022093092732","1.00191193430084","2"
"No","2013","Couple + C. LE 16 ","in school","1","","","","2"
"No","2013","Couple + C. LE 16 ","inadequately","29","","","","2"
"No","2013","Couple + C. LE 16 ","general elemantary","167","0.942388151703241","0.908253742667329","0.976522560739153","2"
"No","2013","Couple + C. LE 16 ","middle vocational","1250","0.970673472228028","0.961448534766574","0.979898409689481","2"
"No","2013","Couple + C. LE 16 ","vocational + Abi","251","0.982675771224324","0.966692701736883","0.998658840711764","2"
"No","2013","Couple + C. LE 16 ","higher vocational","232","0.988626208969472","0.975125934433848","1.00212648350509","2"
"No","2013","Couple + C. LE 16 ","higher education","759","0.991499798065609","0.985015489622243","0.997984106508976","2"
"No","2013","Couple + C. GT 16 ","in school","114","1","1","1","2"
"No","2013","Couple + C. GT 16 ","inadequately","14","","","","2"
"No","2013","Couple + C. GT 16 ","general elemantary","238","0.953206073812185","0.926973762311301","0.979438385313068","2"
"No","2013","Couple + C. GT 16 ","middle vocational","1275","0.94948084270225","0.937819472156911","0.961142213247588","2"
"No","2013","Couple + C. GT 16 ","vocational + Abi","138","0.944080597833174","0.906810763767193","0.981350431899155","2"
"No","2013","Couple + C. GT 16 ","higher vocational","156","0.93899184209709","0.90279936437655","0.975184319817631","2"
"No","2013","Couple + C. GT 16 ","higher education","466","0.951707439154694","0.932821554130358","0.970593324179029","2"
"No","2013","Couple + C. LE and GT 16","in school","81","1","1","1","2"
"No","2013","Couple + C. LE and GT 16","inadequately","14","","","","2"
"No","2013","Couple + C. LE and GT 16","general elemantary","121","0.984844256899676","0.963340732585574","1.00634778121378","2"
"No","2013","Couple + C. LE and GT 16","middle vocational","380","0.97122989204248","0.954703289530434","0.987756494554525","2"
"No","2013","Couple + C. LE and GT 16","vocational + Abi","64","0.955655949076518","0.905611042978253","1.00570085517478","2"
"No","2013","Couple + C. LE and GT 16","higher vocational","67","0.970710106743937","0.931488752335792","1.00993146115208","2"
"No","2013","Couple + C. LE and GT 16","higher education","148","0.981965507802262","0.960947681124924","1.0029833344796","2"
"No","2013","1-pers.-HH","higher vocational","181","0.893467793069978","0.850922421656137","0.936013164483818","2"
"No","2013","1-pers.-HH","higher education","731","0.937812450176343","0.920993641886765","0.954631258465921","2"
"No","2013","(Married) couple without C. ","in school","4","","","","2"
"No","2013","(Married) couple without C. ","inadequately","48","0.874874072769872","0.787433463751933","0.962314681787812","2"
"No","2013","(Married) couple without C. ","general elemantary","526","0.857839043465084","0.830548270208335","0.885129816721833","2"
"No","2013","Single parent ","inadequately","18","","","","2"
