"pli0091_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1986","(Married) couple without C. ","general elemantary","12","","",""
"Min 1x per week","1986","(Married) couple without C. ","middle vocational","67","0.0474421348329937","0.0356855531205777","0.0591987165454097"
"Min 1x per week","1986","(Married) couple without C. ","vocational + Abi","6","","",""
"Min 1x per week","1986","(Married) couple without C. ","higher vocational","4","","",""
"Min 1x per week","1986","(Married) couple without C. ","higher education","11","","",""
"Min 1x per week","1986","Single parent ","in school","6","","",""
"Min 1x per week","1986","Single parent ","inadequately","3","","",""
"Min 1x per week","1986","Single parent ","general elemantary","34","0.19073539627995","0.131849545179961","0.249621247379939"
"Min 1x per week","1986","Single parent ","middle vocational","35","0.148611070843186","0.102133179847106","0.195088961839266"
"Min 1x per week","1986","Single parent ","vocational + Abi","2","","",""
"Min 1x per week","1986","Single parent ","higher vocational","1","","",""
"Min 1x per week","1986","Single parent ","higher education","2","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","in school","","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","inadequately","7","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","general elemantary","20","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","middle vocational","49","0.0420245747604548","0.030595762786476","0.0534533867344336"
"Min 1x per week","1986","Couple + C. LE 16 ","vocational + Abi","3","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","higher vocational","10","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","higher education","11","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","in school","26","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","inadequately","7","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","general elemantary","121","0.178053437635539","0.148756352425602","0.207350522845475"
"Min 1x per week","1986","Couple + C. GT 16 ","middle vocational","136","0.137528741150329","0.115877439627853","0.159180042672805"
"Min 1x per week","1986","Couple + C. GT 16 ","vocational + Abi","3","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","higher vocational","5","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","higher education","11","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","in school","27","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","inadequately","8","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","general elemantary","81","0.209244146701915","0.172272441517647","0.246215851886184"
"Min 1x per week","1986","Couple + C. LE and GT 16","middle vocational","79","0.153104653184924","0.122506068199192","0.183703238170655"
"Min 1x per week","1986","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","higher vocational","2","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","higher education","4","","",""
"Min 1x per month","1986","1-pers.-HH","in school","","","",""
"Min 1x per month","1986","1-pers.-HH","inadequately","4","","",""
"Min 1x per month","1986","1-pers.-HH","general elemantary","22","","",""
"Min 1x per month","1986","1-pers.-HH","middle vocational","105","0.161143781427205","0.130219564169545","0.192067998684865"
"Min 1x per month","1986","1-pers.-HH","vocational + Abi","7","","",""
"Min 1x per month","1986","1-pers.-HH","higher vocational","25","","",""
"Min 1x per month","1986","1-pers.-HH","higher education","32","0.259625322886331","0.177693795454261","0.3415568503184"
"Min 1x per month","1986","(Married) couple without C. ","in school","","","",""
"Min 1x per month","1986","(Married) couple without C. ","inadequately","9","","",""
"Min 1x per month","1986","(Married) couple without C. ","general elemantary","47","0.0624748419420642","0.04276183578705","0.0821878480970784"
"Min 1x per month","1986","(Married) couple without C. ","middle vocational","155","0.0999789443002956","0.083389422041135","0.116568466559456"
"Min 1x per month","1986","(Married) couple without C. ","vocational + Abi","20","","",""
"Min 1x per month","1986","(Married) couple without C. ","higher vocational","23","","",""
"Min 1x per month","1986","(Married) couple without C. ","higher education","37","0.156348696617988","0.104842434830604","0.207854958405373"
"Min 1x per month","1986","Single parent ","in school","8","","",""
"Min 1x per month","1986","Single parent ","inadequately","2","","",""
"Min 1x per month","1986","Single parent ","general elemantary","28","","",""
"Min 1x per month","1986","Single parent ","middle vocational","47","0.198075954223426","0.145999749171282","0.25015215927557"
"Min 1x per month","1986","Single parent ","vocational + Abi","","","",""
"Min 1x per month","1986","Single parent ","higher vocational","4","","",""
"Min 1x per month","1986","Single parent ","higher education","4","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","in school","","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","inadequately","9","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","general elemantary","28","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","middle vocational","123","0.110384861999068","0.0925352787145961","0.128234445283539"
"Min 1x per month","1986","Couple + C. LE 16 ","vocational + Abi","9","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","higher vocational","11","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","higher education","32","0.117780709791759","0.0773344342410754","0.158226985342442"
"Min 1x per month","1986","Couple + C. GT 16 ","in school","33","0.384110750535044","0.278189006122917","0.490032494947171"
"Min 1x per month","1986","Couple + C. GT 16 ","inadequately","11","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","general elemantary","116","0.184608301216009","0.154896006317956","0.214320596114062"
"Min 1x per month","1986","Couple + C. GT 16 ","middle vocational","195","0.196366617554534","0.171393211843919","0.221340023265149"
"Min 1x per month","1986","Couple + C. GT 16 ","vocational + Abi","9","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","higher vocational","15","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","higher education","22","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","in school","26","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","inadequately","14","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","general elemantary","91","0.201031488384576","0.164604900664469","0.237458076104682"
"Min 1x per month","1986","Couple + C. LE and GT 16","middle vocational","90","0.149270674745037","0.118989325325669","0.179552024164405"
"Min 1x per month","1986","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","higher vocational","5","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","higher education","4","","",""
"Rarely","1986","1-pers.-HH","in school","1","","",""
"Rarely","1986","1-pers.-HH","inadequately","8","","",""
"Rarely","1986","1-pers.-HH","general elemantary","37","0.107607479128602","0.0728300590695035","0.142384899187701"
"Rarely","1986","1-pers.-HH","middle vocational","122","0.208064848379323","0.173922582221126","0.24220711453752"
"Rarely","1986","1-pers.-HH","vocational + Abi","9","","",""
"Rarely","1986","1-pers.-HH","higher vocational","8","","",""
"Rarely","1986","1-pers.-HH","higher education","33","0.293991077712583","0.208852984688385","0.379129170736781"
"Rarely","1986","(Married) couple without C. ","in school","","","",""
"Rarely","1986","(Married) couple without C. ","inadequately","13","","",""
"Rarely","1986","(Married) couple without C. ","general elemantary","123","0.180505450517104","0.149177859240977","0.211833041793231"
"Rarely","1986","(Married) couple without C. ","middle vocational","404","0.305651041288161","0.280173641300378","0.331128441275944"
"Rarely","1986","(Married) couple without C. ","vocational + Abi","18","","",""
"Rarely","1986","(Married) couple without C. ","higher vocational","62","0.365758390132923","0.289440406132218","0.442076374133628"
"Rarely","1986","(Married) couple without C. ","higher education","77","0.387110354044913","0.318032324080155","0.456188384009671"
"Rarely","1986","Single parent ","in school","5","","",""
"Rarely","1986","Single parent ","inadequately","4","","",""
"Rarely","1986","Single parent ","general elemantary","43","0.216198584325469","0.154499391773205","0.277897776877733"
"Rarely","1986","Single parent ","middle vocational","75","0.341229631268406","0.279278787097779","0.403180475439034"
"Rarely","1986","Single parent ","vocational + Abi","4","","",""
"Rarely","1986","Single parent ","higher vocational","9","","",""
"Rarely","1986","Single parent ","higher education","7","","",""
"Rarely","1986","Couple + C. LE 16 ","in school","","","",""
"Rarely","1986","Couple + C. LE 16 ","inadequately","53","0.270718656858367","0.211870525278595","0.329566788438139"
"Rarely","1986","Couple + C. LE 16 ","general elemantary","164","0.409093237283113","0.365063006215885","0.453123468350342"
"Rarely","1986","Couple + C. LE 16 ","middle vocational","564","0.50119978570162","0.472719719542058","0.529679851861182"
"Rarely","1986","Couple + C. LE 16 ","vocational + Abi","38","0.551634875349507","0.441967786487924","0.66130196421109"
"Rarely","1986","Couple + C. LE 16 ","higher vocational","94","0.541863539701071","0.466745000886818","0.616982078515323"
