"pli0091_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","1985","Berlin","in school","","","","","1"
"Daily","1985","Berlin","inadequately","","","","","1"
"Daily","1985","Berlin","general elemantary","","","","","1"
"Daily","1985","Berlin","middle vocational","","","","","1"
"Daily","1985","Berlin","vocational + Abi","","","","","1"
"Daily","1985","Berlin","higher vocational","","","","","1"
"Daily","1985","Berlin","higher education","","","","","1"
"Daily","1985","Brandenburg","in school","","","","","1"
"Daily","1985","Brandenburg","inadequately","","","","","1"
"Daily","1985","Brandenburg","general elemantary","","","","","1"
"Daily","1985","Brandenburg","middle vocational","","","","","1"
"Daily","1985","Brandenburg","vocational + Abi","","","","","1"
"Daily","1985","Brandenburg","higher vocational","","","","","1"
"Daily","1985","Brandenburg","higher education","","","","","1"
"Daily","1985","Mecklenburg-Western Pomerania","in school","","","","","1"
"Daily","1985","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Daily","1985","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Daily","1985","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Daily","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Daily","1985","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Daily","1985","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Daily","1985","Saxony","in school","","","","","1"
"Daily","1985","Saxony","inadequately","","","","","1"
"Daily","1985","Saxony","general elemantary","","","","","1"
"Daily","1985","Saxony","middle vocational","","","","","1"
"Daily","1985","Saxony","vocational + Abi","","","","","1"
"Daily","1985","Saxony","higher vocational","","","","","1"
"Daily","1985","Saxony","higher education","","","","","1"
"Daily","1985","Saxony-Anhalt","in school","","","","","1"
"Daily","1985","Saxony-Anhalt","inadequately","","","","","1"
"Daily","1985","Saxony-Anhalt","general elemantary","","","","","1"
"Daily","1985","Saxony-Anhalt","middle vocational","","","","","1"
"Daily","1985","Saxony-Anhalt","vocational + Abi","","","","","1"
"Daily","1985","Saxony-Anhalt","higher vocational","","","","","1"
"Daily","1985","Saxony-Anhalt","higher education","","","","","1"
"Daily","1985","Thuringia","in school","","","","","1"
"Daily","1985","Thuringia","inadequately","","","","","1"
"Daily","1985","Thuringia","general elemantary","","","","","1"
"Daily","1985","Thuringia","middle vocational","","","","","1"
"Daily","1985","Thuringia","vocational + Abi","","","","","1"
"Daily","1985","Thuringia","higher vocational","","","","","1"
"Daily","1985","Thuringia","higher education","","","","","1"
"Min 1x per month","1985","Hamburg","inadequately","4","","","","3"
"Min 1x per month","1985","Hamburg","general elemantary","11","","","","3"
"Min 1x per month","1985","Hamburg","in school","1","","","","3"
"Min 1x per month","1985","Baden-Württemberg","in school","17","","","","3"
"Min 1x per month","1985","Lower Saxony","higher vocational","10","","","","3"
"Min 1x per month","1985","Schleswig-Holstein","higher education","1","","","","3"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","middle vocational","48","0.12221624733748","0.0877541587174658","0.156678335957494","3"
"Min 1x per month","1985","Schleswig-Holstein","higher vocational","5","","","","3"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","general elemantary","32","0.11909823947499","0.0798026102640456","0.158393868685934","3"
"Min 1x per month","1985","Hamburg","vocational + Abi","3","","","","3"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","inadequately","5","","","","3"
"Min 1x per month","1985","Baden-Württemberg","inadequately","16","","","","3"
"Min 1x per month","1985","Baden-Württemberg","general elemantary","63","0.102824458087342","0.0785618896785114","0.127087026496172","3"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","in school","6","","","","3"
"Min 1x per month","1985","Baden-Württemberg","higher vocational","14","","","","3"
"Min 1x per month","1985","Hesse","higher education","21","","","","3"
"Min 1x per month","1985","Lower Saxony","higher education","13","","","","3"
"Min 1x per month","1985","Hamburg","middle vocational","21","","","","3"
"Min 1x per month","1985","Bremen","in school","","","","","3"
"Min 1x per month","1985","Bremen","inadequately","","","","","3"
"Min 1x per month","1985","Bremen","general elemantary","3","","","","3"
"Min 1x per month","1985","Bremen","middle vocational","9","","","","3"
"Min 1x per month","1985","Bremen","vocational + Abi","","","","","3"
"Min 1x per month","1985","Hesse","higher vocational","4","","","","3"
"Min 1x per month","1985","Baden-Württemberg","middle vocational","120","0.133139697584465","0.110473898551861","0.155805496617069","3"
"Min 1x per month","1985","Baden-Württemberg","vocational + Abi","10","","","","3"
"Min 1x per month","1985","Schleswig-Holstein","in school","2","","","","3"
"Min 1x per month","1985","Schleswig-Holstein","inadequately","","","","","3"
"Min 1x per month","1985","Hamburg","higher vocational","5","","","","3"
"Min 1x per month","1985","Hamburg","higher education","3","","","","3"
"Min 1x per month","1985","Lower Saxony","in school","4","","","","3"
"Min 1x per month","1985","Lower Saxony","inadequately","7","","","","3"
"Min 1x per month","1985","Lower Saxony","general elemantary","36","0.104539650939977","0.0703147179774084","0.138764583902546","3"
"Min 1x per month","1985","Lower Saxony","middle vocational","66","0.114304852276238","0.087343251976969","0.141266452575506","3"
"Min 1x per month","1985","Lower Saxony","vocational + Abi","2","","","","3"
"Min 1x per month","1985","Bremen","higher vocational","","","","","3"
"Min 1x per month","1985","North Rhine-Westphalia","vocational + Abi","17","","","","3"
"Min 1x per month","1985","Hesse","middle vocational","67","0.125435321551735","0.0966898860095724","0.154180757093897","3"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","vocational + Abi","2","","","","3"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","higher vocational","6","","","","3"
"Min 1x per month","1985","Hesse","vocational + Abi","7","","","","3"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","higher education","3","","","","3"
"Min 1x per month","1985","Bavaria","higher education","15","","","","3"
"Min 1x per month","1985","Berlin","in school","3","","","","3"
"Min 1x per month","1985","Berlin","inadequately","2","","","","3"
"Min 1x per month","1985","Berlin","general elemantary","8","","","","3"
"Min 1x per month","1985","Berlin","middle vocational","24","","","","3"
"Min 1x per month","1985","Berlin","vocational + Abi","2","","","","3"
"Min 1x per month","1985","Hesse","inadequately","6","","","","3"
"Min 1x per month","1985","Mecklenburg-Western Pomerania","general elemantary","","","","","3"
"Min 1x per month","1985","Mecklenburg-Western Pomerania","middle vocational","","","","","3"
"Min 1x per month","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"Min 1x per month","1985","Mecklenburg-Western Pomerania","higher vocational","","","","","3"
"Min 1x per month","1985","Mecklenburg-Western Pomerania","higher education","","","","","3"
"Min 1x per month","1985","Saxony","in school","","","","","3"
"Min 1x per month","1985","Saxony","inadequately","","","","","3"
"Min 1x per month","1985","Hesse","general elemantary","39","0.0951374474272653","0.0630904599704268","0.127184434884104","3"
"Min 1x per month","1985","Bremen","higher education","","","","","3"
"Min 1x per month","1985","North Rhine-Westphalia","in school","23","","","","3"
"Min 1x per month","1985","North Rhine-Westphalia","inadequately","6","","","","3"
"Min 1x per month","1985","North Rhine-Westphalia","general elemantary","95","0.114481542666451","0.0916795013846266","0.137283583948275","3"
"Min 1x per month","1985","North Rhine-Westphalia","middle vocational","174","0.113628427817855","0.0969267051176729","0.130330150518037","3"
"Min 1x per month","1985","Schleswig-Holstein","general elemantary","6","","","","3"
"Min 1x per month","1985","Schleswig-Holstein","middle vocational","29","","","","3"
"Min 1x per month","1985","Schleswig-Holstein","vocational + Abi","2","","","","3"
"Min 1x per month","1985","North Rhine-Westphalia","higher vocational","17","","","","3"
"Min 1x per month","1985","North Rhine-Westphalia","higher education","45","0.193315015423232","0.141251110881518","0.245378919964947","3"
"Min 1x per month","1985","Hesse","in school","4","","","","3"
"Min 1x per month","1985","Baden-Württemberg","higher education","19","","","","3"
"Min 1x per month","1985","Bavaria","in school","5","","","","3"
"Min 1x per month","1985","Bavaria","inadequately","6","","","","3"
"Min 1x per month","1985","Bavaria","general elemantary","74","0.116675782259766","0.0895987139555906","0.143752850563941","3"
"Min 1x per month","1985","Bavaria","middle vocational","147","0.146478697953639","0.123814690552239","0.169142705355039","3"
"Min 1x per month","1985","Bavaria","vocational + Abi","11","","","","3"
"Min 1x per month","1985","Bavaria","higher vocational","11","","","","3"
"Min 1x per month","1985","Berlin","higher vocational","6","","","","3"
"Min 1x per month","1985","Berlin","higher education","10","","","","3"
"Min 1x per month","1985","Brandenburg","in school","","","","","3"
"Min 1x per month","1985","Brandenburg","inadequately","","","","","3"
"Min 1x per month","1985","Brandenburg","general elemantary","","","","","3"
"Min 1x per month","1985","Brandenburg","middle vocational","","","","","3"
"Min 1x per month","1985","Brandenburg","vocational + Abi","","","","","3"
"Min 1x per month","1985","Brandenburg","higher education","","","","","3"
"Min 1x per month","1985","Mecklenburg-Western Pomerania","in school","","","","","3"
"Min 1x per month","1985","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Min 1x per month","1985","Saxony","general elemantary","","","","","3"
"Min 1x per month","1985","Saxony","middle vocational","","","","","3"
"Min 1x per month","1985","Saxony","vocational + Abi","","","","","3"
"Min 1x per month","1985","Saxony","higher vocational","","","","","3"
"Min 1x per month","1985","Saxony","higher education","","","","","3"
"Min 1x per month","1985","Saxony-Anhalt","in school","","","","","3"
"Min 1x per month","1985","Saxony-Anhalt","inadequately","","","","","3"
"Min 1x per month","1985","Saxony-Anhalt","general elemantary","","","","","3"
"Min 1x per month","1985","Saxony-Anhalt","middle vocational","","","","","3"
"Min 1x per month","1985","Saxony-Anhalt","vocational + Abi","","","","","3"
"Min 1x per month","1985","Saxony-Anhalt","higher vocational","","","","","3"
"Min 1x per month","1985","Saxony-Anhalt","higher education","","","","","3"
"Min 1x per month","1985","Thuringia","in school","","","","","3"
"Min 1x per month","1985","Thuringia","inadequately","","","","","3"
"Min 1x per month","1985","Thuringia","general elemantary","","","","","3"
"Min 1x per month","1985","Thuringia","middle vocational","","","","","3"
"Min 1x per month","1985","Thuringia","vocational + Abi","","","","","3"
"Min 1x per month","1985","Thuringia","higher vocational","","","","","3"
"Min 1x per month","1985","Thuringia","higher education","","","","","3"
"Min 1x per month","1985","Brandenburg","higher vocational","","","","","3"
"Min 1x per week","1985","Hamburg","middle vocational","12","","","","2"
"Min 1x per week","1985","Hamburg","vocational + Abi","","","","","2"
"Min 1x per week","1985","Hamburg","general elemantary","5","","","","2"
"Min 1x per week","1985","Hamburg","inadequately","","","","","2"
"Min 1x per week","1985","Hamburg","in school","2","","","","2"
"Min 1x per week","1985","Lower Saxony","higher vocational","5","","","","2"
"Min 1x per week","1985","Lower Saxony","in school","13","","","","2"
"Min 1x per week","1985","Lower Saxony","higher education","5","","","","2"
"Min 1x per week","1985","Schleswig-Holstein","higher education","","","","","2"
"Min 1x per week","1985","Bremen","in school","","","","","2"
"Min 1x per week","1985","Hamburg","higher vocational","3","","","","2"
"Min 1x per week","1985","Schleswig-Holstein","higher vocational","","","","","2"
"Min 1x per week","1985","Hamburg","higher education","1","","","","2"
"Min 1x per week","1985","Schleswig-Holstein","in school","","","","","2"
"Min 1x per week","1985","Schleswig-Holstein","general elemantary","16","","","","2"
"Min 1x per week","1985","Bremen","higher vocational","1","","","","2"
"Min 1x per week","1985","Bremen","higher education","","","","","2"
"Min 1x per week","1985","Lower Saxony","inadequately","1","","","","2"
"Min 1x per week","1985","Schleswig-Holstein","inadequately","2","","","","2"
"Min 1x per week","1985","Lower Saxony","middle vocational","55","0.0914545273344152","0.0670288205660204","0.11588023410281","2"
"Min 1x per week","1985","Schleswig-Holstein","middle vocational","20","","","","2"
"Min 1x per week","1985","Bremen","vocational + Abi","","","","","2"
"Min 1x per week","1985","Lower Saxony","general elemantary","29","","","","2"
"Min 1x per week","1985","Hesse","higher education","12","","","","2"
"Min 1x per week","1985","Lower Saxony","vocational + Abi","3","","","","2"
"Min 1x per week","1985","Schleswig-Holstein","vocational + Abi","2","","","","2"
"Min 1x per week","1985","Baden-Württemberg","in school","16","","","","2"
"Min 1x per week","1985","Baden-Württemberg","inadequately","10","","","","2"
"Min 1x per week","1985","Baden-Württemberg","general elemantary","69","0.0886922696344794","0.0659818448842759","0.111402694384683","2"
"Min 1x per week","1985","Baden-Württemberg","middle vocational","92","0.083315548641605","0.0648774703422157","0.101753626940994","2"
"Min 1x per week","1985","Hesse","higher vocational","5","","","","2"
"Min 1x per week","1985","Baden-Württemberg","higher vocational","5","","","","2"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","in school","2","","","","2"
"Min 1x per week","1985","Bremen","inadequately","","","","","2"
"Min 1x per week","1985","Bremen","general elemantary","2","","","","2"
"Min 1x per week","1985","Bremen","middle vocational","2","","","","2"
"Min 1x per week","1985","Baden-Württemberg","vocational + Abi","2","","","","2"
"Min 1x per week","1985","Baden-Württemberg","higher education","3","","","","2"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","inadequately","1","","","","2"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","general elemantary","18","","","","2"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","middle vocational","33","0.0901847545708205","0.0600459153008563","0.120323593840785","2"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","vocational + Abi","3","","","","2"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","higher vocational","1","","","","2"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","higher education","3","","","","2"
"Min 1x per week","1985","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"Min 1x per week","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"Min 1x per week","1985","Saxony","vocational + Abi","","","","","2"
"Min 1x per week","1985","Saxony","higher vocational","","","","","2"
"Min 1x per week","1985","Saxony","higher education","","","","","2"
"Min 1x per week","1985","Saxony-Anhalt","in school","","","","","2"
"Min 1x per week","1985","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"Min 1x per week","1985","Mecklenburg-Western Pomerania","higher education","","","","","2"
"Min 1x per week","1985","Saxony","in school","","","","","2"
"Min 1x per week","1985","Saxony","inadequately","","","","","2"
"Min 1x per week","1985","Saxony","general elemantary","","","","","2"
"Min 1x per week","1985","Saxony","middle vocational","","","","","2"
"Min 1x per week","1985","North Rhine-Westphalia","in school","18","","","","2"
"Min 1x per week","1985","North Rhine-Westphalia","inadequately","3","","","","2"
"Min 1x per week","1985","Hesse","inadequately","3","","","","2"
"Min 1x per week","1985","Hesse","middle vocational","62","0.11620381017877","0.0883907196383615","0.144016900719179","2"
"Min 1x per week","1985","Hesse","vocational + Abi","3","","","","2"
"Min 1x per week","1985","Hesse","general elemantary","36","0.10411836129536","0.0707596599560596","0.137477062634661","2"
"Min 1x per week","1985","North Rhine-Westphalia","higher vocational","12","","","","2"
"Min 1x per week","1985","North Rhine-Westphalia","higher education","27","","","","2"
"Min 1x per week","1985","Hesse","in school","5","","","","2"
"Min 1x per week","1985","Bavaria","in school","7","","","","2"
"Min 1x per week","1985","Bavaria","inadequately","6","","","","2"
"Min 1x per week","1985","Bavaria","general elemantary","62","0.111037331248295","0.0845384535699576","0.137536208926633","2"
"Min 1x per week","1985","Bavaria","middle vocational","98","0.101995709265574","0.0825970174893902","0.121394401041758","2"
"Min 1x per week","1985","Bavaria","vocational + Abi","1","","","","2"
"Min 1x per week","1985","Bavaria","higher vocational","11","","","","2"
"Min 1x per week","1985","Bavaria","higher education","12","","","","2"
"Min 1x per week","1985","Mecklenburg-Western Pomerania","in school","","","","","2"
"Min 1x per week","1985","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"Min 1x per week","1985","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"Min 1x per week","1985","Saxony-Anhalt","inadequately","","","","","2"
"Min 1x per week","1985","Saxony-Anhalt","general elemantary","","","","","2"
"Min 1x per week","1985","Saxony-Anhalt","middle vocational","","","","","2"
"Min 1x per week","1985","Saxony-Anhalt","vocational + Abi","","","","","2"
"Min 1x per week","1985","Saxony-Anhalt","higher vocational","","","","","2"
"Min 1x per week","1985","Saxony-Anhalt","higher education","","","","","2"
"Min 1x per week","1985","Thuringia","in school","","","","","2"
"Min 1x per week","1985","Thuringia","inadequately","","","","","2"
"Min 1x per week","1985","Thuringia","general elemantary","","","","","2"
"Min 1x per week","1985","Thuringia","middle vocational","","","","","2"
"Min 1x per week","1985","Thuringia","vocational + Abi","","","","","2"
"Min 1x per week","1985","Thuringia","higher vocational","","","","","2"
"Min 1x per week","1985","Thuringia","higher education","","","","","2"
"Min 1x per week","1985","North Rhine-Westphalia","general elemantary","63","0.0715341163755345","0.0530777260731349","0.0899905066779341","2"
"Min 1x per week","1985","North Rhine-Westphalia","middle vocational","103","0.0619859576319143","0.0492959703160018","0.0746759449478269","2"
"Min 1x per week","1985","North Rhine-Westphalia","vocational + Abi","10","","","","2"
"Min 1x per week","1985","Berlin","in school","2","","","","2"
"Min 1x per week","1985","Berlin","inadequately","3","","","","2"
"Min 1x per week","1985","Berlin","general elemantary","5","","","","2"
"Min 1x per week","1985","Berlin","middle vocational","17","","","","2"
"Min 1x per week","1985","Berlin","vocational + Abi","2","","","","2"
"Min 1x per week","1985","Berlin","higher vocational","1","","","","2"
"Min 1x per week","1985","Berlin","higher education","6","","","","2"
"Min 1x per week","1985","Brandenburg","in school","","","","","2"
"Min 1x per week","1985","Brandenburg","inadequately","","","","","2"
"Min 1x per week","1985","Brandenburg","general elemantary","","","","","2"
"Min 1x per week","1985","Brandenburg","middle vocational","","","","","2"
"Min 1x per week","1985","Brandenburg","vocational + Abi","","","","","2"
"Min 1x per week","1985","Brandenburg","higher vocational","","","","","2"
"Min 1x per week","1985","Brandenburg","higher education","","","","","2"
"Never","1985","Baden-Württemberg","general elemantary","346","0.636940324720332","0.598526440302255","0.67535420913841","5"
"Never","1985","Baden-Württemberg","in school","2","","","","5"
"Never","1985","Baden-Württemberg","middle vocational","366","0.45206425116131","0.418858937001417","0.485269565321203","5"
"Never","1985","Schleswig-Holstein","higher vocational","11","","","","5"
"Never","1985","Schleswig-Holstein","higher education","7","","","","5"
"Never","1985","Baden-Württemberg","inadequately","189","0.743727955036793","0.689502140088615","0.797953769984971","5"
"Never","1985","Hamburg","in school","2","","","","5"
"Never","1985","Bremen","in school","","","","","5"
"Never","1985","Hesse","in school","2","","","","5"
"Never","1985","Hesse","inadequately","68","0.625291225685821","0.524157768492158","0.726424682879484","5"
"Never","1985","Hesse","general elemantary","159","0.534097108533558","0.47961198104155","0.588582236025566","5"
"Never","1985","Lower Saxony","higher education","21","","","","5"
"Never","1985","Bavaria","higher vocational","50","0.450992328928396","0.361963378840768","0.540021279016023","5"
"Never","1985","Bremen","inadequately","2","","","","5"
"Never","1985","Bavaria","inadequately","49","0.451760161145074","0.345334168790028","0.558186153500119","5"
"Never","1985","Bavaria","general elemantary","289","0.57191589925011","0.530182684005904","0.613649114494316","5"
"Never","1985","Bavaria","vocational + Abi","22","","","","5"
"Never","1985","Baden-Württemberg","vocational + Abi","14","","","","5"
"Never","1985","Baden-Württemberg","higher vocational","51","0.508777683510193","0.414053848343971","0.603501518676415","5"
"Never","1985","Bavaria","in school","1","","","","5"
"Never","1985","Bavaria","middle vocational","375","0.435449201976151","0.403668568628598","0.467229835323703","5"
"Never","1985","North Rhine-Westphalia","vocational + Abi","28","","","","5"
"Never","1985","Baden-Württemberg","higher education","39","0.376904175263583","0.287552692460772","0.466255658066394","5"
"Never","1985","Bremen","general elemantary","22","","","","5"
"Never","1985","North Rhine-Westphalia","higher vocational","56","0.413942938355465","0.334857751049359","0.493028125661571","5"
"Never","1985","North Rhine-Westphalia","higher education","72","0.345000679743932","0.282327409824858","0.407673949663006","5"
"Never","1985","Berlin","in school","","","","","5"
"Never","1985","Berlin","inadequately","18","","","","5"
"Never","1985","Berlin","general elemantary","42","0.508806759249233","0.403148976573478","0.614464541924987","5"
"Never","1985","Berlin","middle vocational","65","0.474095708898736","0.397440678839733","0.550750738957738","5"
"Never","1985","Berlin","vocational + Abi","2","","","","5"
"Never","1985","Hamburg","inadequately","15","","","","5"
"Never","1985","Hamburg","general elemantary","28","","","","5"
"Never","1985","Hamburg","middle vocational","67","0.487343137737575","0.405986141632384","0.568700133842765","5"
"Never","1985","Hamburg","vocational + Abi","6","","","","5"
"Never","1985","Hamburg","higher vocational","4","","","","5"
"Never","1985","Hamburg","higher education","3","","","","5"
"Never","1985","Lower Saxony","in school","1","","","","5"
"Never","1985","Lower Saxony","inadequately","27","","","","5"
"Never","1985","Lower Saxony","general elemantary","159","0.566506366313577","0.511072820069309","0.621939912557846","5"
"Never","1985","Lower Saxony","middle vocational","178","0.362627061340685","0.321889210331895","0.403364912349476","5"
"Never","1985","Lower Saxony","vocational + Abi","7","","","","5"
"Never","1985","Lower Saxony","higher vocational","25","","","","5"
"Never","1985","Bremen","middle vocational","27","","","","5"
"Never","1985","Bremen","vocational + Abi","3","","","","5"
"Never","1985","Bremen","higher vocational","1","","","","5"
"Never","1985","Bremen","higher education","2","","","","5"
"Never","1985","North Rhine-Westphalia","in school","4","","","","5"
"Never","1985","North Rhine-Westphalia","inadequately","204","0.713136182763354","0.657403242806357","0.768869122720351","5"
"Never","1985","North Rhine-Westphalia","general elemantary","400","0.581903896723524","0.546579815489123","0.617227977957925","5"
"Never","1985","North Rhine-Westphalia","middle vocational","608","0.481277167116202","0.454982046207982","0.507572288024423","5"
"Never","1985","Hesse","middle vocational","191","0.38914132101355","0.346827031640393","0.431455610386706","5"
"Never","1985","Hesse","vocational + Abi","10","","","","5"
"Never","1985","Hesse","higher vocational","26","","","","5"
"Never","1985","Hesse","higher education","20","","","","5"
"Never","1985","Rhineland-Palatinate,Saarland","in school","1","","","","5"
"Never","1985","Rhineland-Palatinate,Saarland","inadequately","30","0.53918510080449","0.404988240886021","0.67338196072296","5"
"Never","1985","Rhineland-Palatinate,Saarland","general elemantary","147","0.606048873977637","0.546769605627629","0.665328142327644","5"
"Never","1985","Rhineland-Palatinate,Saarland","middle vocational","157","0.492438894614758","0.439836720462497","0.545041068767019","5"
"Never","1985","Rhineland-Palatinate,Saarland","vocational + Abi","4","","","","5"
"Never","1985","Rhineland-Palatinate,Saarland","higher vocational","14","","","","5"
"Never","1985","Rhineland-Palatinate,Saarland","higher education","13","","","","5"
"Never","1985","Bavaria","higher education","49","0.400102988018174","0.320360765348296","0.479845210688053","5"
"Never","1985","Saxony-Anhalt","general elemantary","","","","","5"
"Never","1985","Saxony-Anhalt","middle vocational","","","","","5"
"Never","1985","Saxony-Anhalt","vocational + Abi","","","","","5"
"Never","1985","Saxony-Anhalt","higher vocational","","","","","5"
"Never","1985","Saxony-Anhalt","higher education","","","","","5"
"Never","1985","Thuringia","in school","","","","","5"
"Never","1985","Thuringia","inadequately","","","","","5"
"Never","1985","Thuringia","general elemantary","","","","","5"
"Never","1985","Thuringia","middle vocational","","","","","5"
"Never","1985","Thuringia","vocational + Abi","","","","","5"
"Never","1985","Thuringia","higher vocational","","","","","5"
"Never","1985","Thuringia","higher education","","","","","5"
"Never","1985","Berlin","higher vocational","8","","","","5"
"Never","1985","Berlin","higher education","6","","","","5"
"Never","1985","Brandenburg","in school","","","","","5"
"Never","1985","Brandenburg","inadequately","","","","","5"
"Never","1985","Brandenburg","general elemantary","","","","","5"
"Never","1985","Brandenburg","middle vocational","","","","","5"
"Never","1985","Brandenburg","vocational + Abi","","","","","5"
"Never","1985","Brandenburg","higher vocational","","","","","5"
"Never","1985","Brandenburg","higher education","","","","","5"
"Never","1985","Mecklenburg-Western Pomerania","in school","","","","","5"
"Never","1985","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"Never","1985","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"Never","1985","Mecklenburg-Western Pomerania","middle vocational","","","","","5"
"Never","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"Never","1985","Mecklenburg-Western Pomerania","higher vocational","","","","","5"
"Never","1985","Mecklenburg-Western Pomerania","higher education","","","","","5"
"Never","1985","Saxony","in school","","","","","5"
"Never","1985","Saxony","inadequately","","","","","5"
"Never","1985","Saxony","general elemantary","","","","","5"
"Never","1985","Saxony","middle vocational","","","","","5"
