"pli0091_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1986","16-34 y.","Not Working","343","0.310085583447595","0.284372691520025","0.335798475375165","3"
"Min 1x per month","1986","35-65 y.","Not Working","67","0.042529607377457","0.0328368055059838","0.0522224092489302","3"
"Min 1x per month","1986","66 and older","Full Time","","","","","3"
"Min 1x per month","1986","66 and older","Part Time","","","","","3"
"Min 1x per month","1986","16-34 y.","Full Time","530","0.295174185411879","0.274976064825276","0.315372305998483","3"
"Min 1x per month","1986","66 and older","Not Working","16","","","","3"
"Min 1x per month","1986","35-65 y.","Full Time","260","0.0915177157101601","0.0809611947293751","0.102074236690945","3"
"Min 1x per month","1986","35-65 y.","Part Time","72","0.0852144238947682","0.0670541925391177","0.103374655250419","3"
"Min 1x per week","1986","16-34 y.","Not Working","241","0.206622299030974","0.184114080845633","0.229130517216315","2"
"Min 1x per week","1986","66 and older","Full Time","","","","","2"
"Min 1x per week","1986","16-34 y.","Part Time","180","0.22511347189748","0.197612310910531","0.252614632884428","2"
"Min 1x per week","1986","35-65 y.","Not Working","32","0.0184792264616988","0.012010294046453","0.0249481588769445","2"
"Min 1x per week","1986","16-34 y.","Full Time","352","0.189497215896893","0.172142818209963","0.206851613583823","2"
"Min 1x per week","1986","35-65 y.","Part Time","29","","","","2"
"Min 1x per week","1986","35-65 y.","Full Time","127","0.0497182413425875","0.0417604220398515","0.0576760606453235","2"
"Min 1x per week","1986","66 and older","Not Working","9","","","","2"
"Min 1x per week","1986","66 and older","Part Time","","","","","2"
"Never","1986","16-34 y.","Full Time","343","0.130842767078757","0.11590949742394","0.145776036733575","5"
"Never","1986","16-34 y.","Not Working","298","0.195699899127553","0.173644400068673","0.217755398186432","5"
"Never","1986","35-65 y.","Full Time","1400","0.444157094369406","0.425966188223549","0.462348000515263","5"
"Never","1986","35-65 y.","Part Time","486","0.509174086889717","0.476657717018275","0.54169045676116","5"
"Never","1986","16-34 y.","Part Time","159","0.132848385998375","0.110499448050732","0.155197323946017","5"
"Never","1986","35-65 y.","Not Working","1128","0.667261329723006","0.644628409701356","0.689894249744656","5"
"Never","1986","66 and older","Full Time","14","","","","5"
"Never","1986","66 and older","Part Time","21","","","","5"
"Never","1986","66 and older","Not Working","893","0.909082705002146","0.891165308851576","0.927000101152716","5"
"Rarely","1986","16-34 y.","Part Time","310","0.364740382186906","0.333044796668514","0.396435967705298","4"
"Rarely","1986","16-34 y.","Full Time","734","0.38448583161247","0.362943630775965","0.406028032448976","4"
"Rarely","1986","16-34 y.","Not Working","361","0.287592218393879","0.262429044468781","0.312755392318976","4"
"Rarely","1986","35-65 y.","Part Time","321","0.371600856756137","0.34016963141847","0.403032082093804","4"
"Rarely","1986","35-65 y.","Not Working","438","0.271729836437838","0.250362229080798","0.293097443794879","4"
"Rarely","1986","66 and older","Full Time","","","","","4"
"Rarely","1986","66 and older","Part Time","7","","","","4"
"Rarely","1986","66 and older","Not Working","71","0.0679858188965461","0.0522977180662963","0.0836739197267958","4"
"Rarely","1986","35-65 y.","Full Time","1079","0.414606948577846","0.396570456818331","0.432643440337361","4"
"Daily","1987","16-34 y.","Full Time","","","","","1"
"Daily","1987","16-34 y.","Part Time","","","","","1"
"Daily","1987","16-34 y.","Not Working","","","","","1"
"Daily","1987","35-65 y.","Full Time","","","","","1"
"Daily","1987","35-65 y.","Part Time","","","","","1"
"Daily","1987","35-65 y.","Not Working","","","","","1"
"Daily","1987","66 and older","Full Time","","","","","1"
"Daily","1987","66 and older","Part Time","","","","","1"
"Daily","1987","66 and older","Not Working","","","","","1"
"Min 1x per month","1987","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1987","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1987","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1987","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1987","66 and older","Full Time","","","","","3"
"Min 1x per month","1987","66 and older","Part Time","","","","","3"
"Min 1x per month","1987","66 and older","Not Working","","","","","3"
"Min 1x per month","1987","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1987","35-65 y.","Part Time","","","","","3"
"Min 1x per week","1987","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1987","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1987","66 and older","Full Time","","","","","2"
"Min 1x per week","1987","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1987","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1987","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1987","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1987","66 and older","Not Working","","","","","2"
"Min 1x per week","1987","66 and older","Part Time","","","","","2"
"Never","1987","35-65 y.","Part Time","","","","","5"
"Never","1987","16-34 y.","Full Time","","","","","5"
"Never","1987","35-65 y.","Full Time","","","","","5"
"Never","1987","16-34 y.","Part Time","","","","","5"
"Never","1987","16-34 y.","Not Working","","","","","5"
"Never","1987","35-65 y.","Not Working","","","","","5"
"Never","1987","66 and older","Full Time","","","","","5"
"Never","1987","66 and older","Part Time","","","","","5"
"Never","1987","66 and older","Not Working","","","","","5"
"Rarely","1987","16-34 y.","Part Time","","","","","4"
"Rarely","1987","16-34 y.","Not Working","","","","","4"
"Rarely","1987","35-65 y.","Not Working","","","","","4"
"Rarely","1987","66 and older","Not Working","","","","","4"
"Rarely","1987","66 and older","Part Time","","","","","4"
"Rarely","1987","16-34 y.","Full Time","","","","","4"
"Rarely","1987","35-65 y.","Full Time","","","","","4"
"Rarely","1987","35-65 y.","Part Time","","","","","4"
"Rarely","1987","66 and older","Full Time","","","","","4"
"Daily","1988","16-34 y.","Full Time","","","","","1"
"Daily","1988","16-34 y.","Part Time","","","","","1"
"Daily","1988","16-34 y.","Not Working","","","","","1"
"Daily","1988","35-65 y.","Full Time","","","","","1"
"Daily","1988","35-65 y.","Part Time","","","","","1"
"Daily","1988","35-65 y.","Not Working","","","","","1"
"Daily","1988","66 and older","Full Time","","","","","1"
"Daily","1988","66 and older","Part Time","","","","","1"
"Daily","1988","66 and older","Not Working","","","","","1"
"Min 1x per month","1988","16-34 y.","Part Time","232","0.276511649734446","0.246635886900862","0.306387412568031","3"
"Min 1x per month","1988","66 and older","Full Time","","","","","3"
"Min 1x per month","1988","35-65 y.","Not Working","84","0.0563533602878153","0.0446600519946255","0.0680466685810051","3"
"Min 1x per month","1988","16-34 y.","Full Time","582","0.32900591358962","0.308016808477463","0.349995018701776","3"
"Min 1x per month","1988","66 and older","Not Working","14","","","","3"
"Min 1x per month","1988","16-34 y.","Not Working","278","0.297689998165138","0.270098936642294","0.325281059687983","3"
"Min 1x per month","1988","35-65 y.","Full Time","258","0.110017152772926","0.0980491481290538","0.121985157416798","3"
"Min 1x per month","1988","35-65 y.","Part Time","78","0.0906321827857122","0.0722208315613237","0.109043534010101","3"
"Min 1x per month","1988","66 and older","Part Time","","","","","3"
"Min 1x per week","1988","16-34 y.","Not Working","208","0.214639352638514","0.18986449862372","0.239414206653309","2"
"Min 1x per week","1988","35-65 y.","Not Working","27","","","","2"
"Min 1x per week","1988","16-34 y.","Part Time","156","0.185321124166237","0.15936724932332","0.211274999009154","2"
"Min 1x per week","1988","16-34 y.","Full Time","335","0.176899567220795","0.159853565642111","0.193945568799479","2"
"Min 1x per week","1988","35-65 y.","Part Time","21","","","","2"
"Min 1x per week","1988","66 and older","Full Time","","","","","2"
"Min 1x per week","1988","66 and older","Not Working","11","","","","2"
"Min 1x per week","1988","35-65 y.","Full Time","107","0.045849163631901","0.0378494404953326","0.0538488867684694","2"
"Min 1x per week","1988","66 and older","Part Time","","","","","2"
"Never","1988","35-65 y.","Part Time","479","0.479427743721847","0.447388906681381","0.511466580762313","5"
"Never","1988","16-34 y.","Full Time","329","0.124552876301004","0.109801770948234","0.139303981653774","5"
"Never","1988","35-65 y.","Full Time","1288","0.426378443699335","0.407463237417447","0.445293649981222","5"
"Never","1988","16-34 y.","Part Time","158","0.132085889230617","0.109470029489146","0.154701748972087","5"
"Never","1988","16-34 y.","Not Working","276","0.190124076391033","0.166445822991793","0.213802329790273","5"
"Never","1988","35-65 y.","Not Working","1008","0.653746331269493","0.629620926061015","0.67787173647797","5"
"Never","1988","66 and older","Full Time","11","","","","5"
"Never","1988","66 and older","Part Time","26","","","","5"
"Never","1988","66 and older","Not Working","874","0.885895439733045","0.866090513570412","0.905700365895677","5"
"Rarely","1988","16-34 y.","Not Working","293","0.297546572805314","0.269959342198942","0.325133803411687","4"
"Rarely","1988","16-34 y.","Part Time","315","0.4060813368687","0.373278113842164","0.438884559895236","4"
"Rarely","1988","16-34 y.","Full Time","679","0.369541642888581","0.347979465246887","0.391103820530276","4"
"Rarely","1988","35-65 y.","Not Working","375","0.270999027898311","0.248460750879937","0.293537304916685","4"
"Rarely","1988","35-65 y.","Full Time","973","0.417755239895838","0.398892078635788","0.436618401155889","4"
"Rarely","1988","35-65 y.","Part Time","356","0.406458117732105","0.374958285659959","0.437957949804251","4"
"Rarely","1988","66 and older","Full Time","5","","","","4"
"Rarely","1988","66 and older","Part Time","6","","","","4"
"Rarely","1988","66 and older","Not Working","91","0.0913280136897677","0.0733833191737642","0.109272708205771","4"
"Daily","1989","16-34 y.","Full Time","","","","","1"
"Daily","1989","16-34 y.","Part Time","","","","","1"
"Daily","1989","16-34 y.","Not Working","","","","","1"
"Daily","1989","35-65 y.","Full Time","","","","","1"
"Daily","1989","35-65 y.","Part Time","","","","","1"
"Daily","1989","35-65 y.","Not Working","","","","","1"
"Daily","1989","66 and older","Full Time","","","","","1"
"Daily","1989","66 and older","Part Time","","","","","1"
"Daily","1989","66 and older","Not Working","","","","","1"
"Min 1x per month","1989","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1989","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1989","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1989","66 and older","Full Time","","","","","3"
"Min 1x per month","1989","66 and older","Not Working","","","","","3"
"Min 1x per month","1989","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1989","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1989","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1989","66 and older","Part Time","","","","","3"
"Min 1x per week","1989","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1989","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1989","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1989","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1989","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1989","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1989","66 and older","Full Time","","","","","2"
"Min 1x per week","1989","66 and older","Not Working","","","","","2"
"Min 1x per week","1989","66 and older","Part Time","","","","","2"
"Never","1989","16-34 y.","Full Time","","","","","5"
"Never","1989","35-65 y.","Full Time","","","","","5"
"Never","1989","35-65 y.","Part Time","","","","","5"
"Never","1989","16-34 y.","Part Time","","","","","5"
"Never","1989","16-34 y.","Not Working","","","","","5"
"Never","1989","35-65 y.","Not Working","","","","","5"
"Never","1989","66 and older","Full Time","","","","","5"
"Never","1989","66 and older","Part Time","","","","","5"
"Never","1989","66 and older","Not Working","","","","","5"
"Rarely","1989","16-34 y.","Not Working","","","","","4"
"Rarely","1989","16-34 y.","Part Time","","","","","4"
"Rarely","1989","35-65 y.","Not Working","","","","","4"
"Rarely","1989","16-34 y.","Full Time","","","","","4"
"Rarely","1989","35-65 y.","Full Time","","","","","4"
"Rarely","1989","35-65 y.","Part Time","","","","","4"
"Rarely","1989","66 and older","Full Time","","","","","4"
"Rarely","1989","66 and older","Part Time","","","","","4"
"Rarely","1989","66 and older","Not Working","","","","","4"
"Daily","1990","16-34 y.","Full Time","6","","","","1"
"Daily","1990","16-34 y.","Part Time","1","","","","1"
"Daily","1990","16-34 y.","Not Working","2","","","","1"
"Daily","1990","35-65 y.","Full Time","2","","","","1"
"Daily","1990","35-65 y.","Part Time","1","","","","1"
"Daily","1990","35-65 y.","Not Working","","","","","1"
"Daily","1990","66 and older","Full Time","","","","","1"
"Daily","1990","66 and older","Part Time","","","","","1"
"Daily","1990","66 and older","Not Working","","","","","1"
"Min 1x per month","1990","35-65 y.","Not Working","64","0.046549067012327","0.0355450455683904","0.0575530884562636","3"
"Min 1x per month","1990","16-34 y.","Full Time","545","0.302062114254143","0.281427357656689","0.322696870851596","3"
"Min 1x per month","1990","66 and older","Not Working","7","","","","3"
"Min 1x per month","1990","16-34 y.","Part Time","255","0.335242598395996","0.303126688211882","0.36735850858011","3"
"Min 1x per month","1990","16-34 y.","Not Working","240","0.274789621857545","0.245849046455231","0.303730197259859","3"
"Min 1x per month","1990","35-65 y.","Full Time","177","0.0830366556083798","0.0722395171036873","0.0938337941130724","3"
"Min 1x per month","1990","35-65 y.","Part Time","60","0.0813275786912516","0.0631121541336269","0.0995430032488762","3"
"Min 1x per month","1990","66 and older","Full Time","","","","","3"
"Min 1x per month","1990","66 and older","Part Time","2","","","","3"
"Min 1x per week","1990","16-34 y.","Full Time","259","0.136579512698234","0.121146639465538","0.15201238593093","2"
"Min 1x per week","1990","16-34 y.","Part Time","124","0.147387837916925","0.123271262886077","0.171504412947772","2"
"Min 1x per week","1990","35-65 y.","Not Working","3","","","","2"
"Min 1x per week","1990","66 and older","Full Time","","","","","2"
"Min 1x per week","1990","66 and older","Not Working","2","","","","2"
"Min 1x per week","1990","16-34 y.","Not Working","133","0.165001095035443","0.140937452953785","0.189064737117102","2"
"Min 1x per week","1990","35-65 y.","Part Time","3","","","","2"
"Min 1x per week","1990","35-65 y.","Full Time","24","","","","2"
"Min 1x per week","1990","66 and older","Part Time","","","","","2"
"Never","1990","35-65 y.","Part Time","482","0.509252085711919","0.475937403359476","0.542566768064362","5"
"Never","1990","16-34 y.","Full Time","388","0.141752236032136","0.126076998369976","0.157427473694296","5"
"Never","1990","35-65 y.","Full Time","1428","0.499038352753892","0.479473933475927","0.518602772031858","5"
"Never","1990","16-34 y.","Part Time","162","0.145960257776001","0.12194067850074","0.169979837051263","5"
"Never","1990","16-34 y.","Not Working","268","0.229654860251073","0.202386722010636","0.256922998491511","5"
"Never","1990","35-65 y.","Not Working","1028","0.709265639337635","0.685546473851993","0.732984804823277","5"
"Never","1990","66 and older","Full Time","11","","","","5"
"Never","1990","66 and older","Part Time","25","","","","5"
"Never","1990","66 and older","Not Working","936","0.921865195514208","0.905329829634752","0.938400561393663","5"
"Rarely","1990","16-34 y.","Part Time","288","0.371038249368198","0.338173486458379","0.403903012278017","4"
"Rarely","1990","35-65 y.","Not Working","313","0.242476512003234","0.2200903494338","0.264862674572667","4"
"Rarely","1990","16-34 y.","Full Time","704","0.417189611272386","0.395029434542742","0.439349788002029","4"
"Rarely","1990","16-34 y.","Not Working","271","0.328080543178951","0.297642001640576","0.358519084717325","4"
"Rarely","1990","35-65 y.","Full Time","878","0.407646053923463","0.388418234950772","0.426873872896154","4"
"Rarely","1990","35-65 y.","Part Time","319","0.402966226908836","0.370279321121838","0.435653132695834","4"
"Rarely","1990","66 and older","Part Time","2","","","","4"
"Rarely","1990","66 and older","Not Working","67","0.0683246272144068","0.0527800548818419","0.0838691995469716","4"
"Rarely","1990","66 and older","Full Time","3","","","","4"
"Daily","1991","16-34 y.","Full Time","","","","","1"
"Daily","1991","16-34 y.","Part Time","","","","","1"
"Daily","1991","16-34 y.","Not Working","","","","","1"
"Daily","1991","35-65 y.","Full Time","","","","","1"
"Daily","1991","35-65 y.","Part Time","","","","","1"
"Daily","1991","35-65 y.","Not Working","","","","","1"
"Daily","1991","66 and older","Full Time","","","","","1"
"Daily","1991","66 and older","Part Time","","","","","1"
"Daily","1991","66 and older","Not Working","","","","","1"
"Min 1x per month","1991","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1991","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1991","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1991","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1991","66 and older","Not Working","","","","","3"
"Min 1x per month","1991","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1991","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1991","66 and older","Full Time","","","","","3"
"Min 1x per month","1991","66 and older","Part Time","","","","","3"
"Min 1x per week","1991","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1991","66 and older","Not Working","","","","","2"
"Min 1x per week","1991","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1991","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1991","66 and older","Part Time","","","","","2"
"Min 1x per week","1991","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1991","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1991","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1991","66 and older","Full Time","","","","","2"
"Never","1991","16-34 y.","Full Time","","","","","5"
"Never","1991","35-65 y.","Part Time","","","","","5"
"Never","1991","35-65 y.","Full Time","","","","","5"
"Never","1991","16-34 y.","Part Time","","","","","5"
"Never","1991","16-34 y.","Not Working","","","","","5"
"Never","1991","35-65 y.","Not Working","","","","","5"
"Never","1991","66 and older","Full Time","","","","","5"
"Never","1991","66 and older","Part Time","","","","","5"
"Never","1991","66 and older","Not Working","","","","","5"
"Rarely","1991","16-34 y.","Part Time","","","","","4"
"Rarely","1991","16-34 y.","Full Time","","","","","4"
"Rarely","1991","35-65 y.","Not Working","","","","","4"
"Rarely","1991","16-34 y.","Not Working","","","","","4"
"Rarely","1991","35-65 y.","Full Time","","","","","4"
"Rarely","1991","35-65 y.","Part Time","","","","","4"
"Rarely","1991","66 and older","Part Time","","","","","4"
"Rarely","1991","66 and older","Not Working","","","","","4"
"Rarely","1991","66 and older","Full Time","","","","","4"
"Daily","1992","16-34 y.","Full Time","","","","","1"
"Daily","1992","16-34 y.","Part Time","","","","","1"
"Daily","1992","16-34 y.","Not Working","","","","","1"
"Daily","1992","35-65 y.","Full Time","","","","","1"
"Daily","1992","35-65 y.","Part Time","","","","","1"
"Daily","1992","35-65 y.","Not Working","","","","","1"
"Daily","1992","66 and older","Full Time","","","","","1"
"Daily","1992","66 and older","Part Time","","","","","1"
"Daily","1992","66 and older","Not Working","","","","","1"
"Min 1x per month","1992","16-34 y.","Full Time","762","0.313666381420792","0.296077013439834","0.33125574940175","3"
"Min 1x per month","1992","16-34 y.","Part Time","283","0.272171333500868","0.246558662827599","0.297784004174137","3"
"Min 1x per month","1992","16-34 y.","Not Working","302","0.259813152891607","0.234401300315189","0.285225005468026","3"
"Min 1x per month","1992","35-65 y.","Not Working","68","0.0545625887613476","0.0436069316854852","0.06551824583721","3"
"Min 1x per month","1992","66 and older","Not Working","24","","","","3"
"Min 1x per month","1992","35-65 y.","Full Time","344","0.107664036869145","0.0978910107337898","0.1174370630045","3"
"Min 1x per month","1992","35-65 y.","Part Time","74","0.0632127845608663","0.0500049313462194","0.0764206377755133","3"
"Min 1x per month","1992","66 and older","Full Time","","","","","3"
"Min 1x per month","1992","66 and older","Part Time","","","","","3"
"Min 1x per week","1992","16-34 y.","Full Time","448","0.169189046870943","0.154976044113298","0.183402049628588","2"
"Min 1x per week","1992","35-65 y.","Not Working","25","","","","2"
"Min 1x per week","1992","35-65 y.","Part Time","23","","","","2"
"Min 1x per week","1992","35-65 y.","Full Time","128","0.0399398141023525","0.0337655986325383","0.0461140295721668","2"
"Min 1x per week","1992","66 and older","Part Time","","","","","2"
"Min 1x per week","1992","66 and older","Not Working","6","","","","2"
"Min 1x per week","1992","16-34 y.","Part Time","224","0.218529555453006","0.194748536102172","0.24231057480384","2"
"Min 1x per week","1992","16-34 y.","Not Working","216","0.196793039453469","0.173754567157989","0.219831511748949","2"
"Min 1x per week","1992","66 and older","Full Time","","","","","2"
"Never","1992","16-34 y.","Full Time","381","0.113639353440959","0.101607896489226","0.125670810392692","5"
"Never","1992","35-65 y.","Full Time","1556","0.373779046837744","0.358524447488794","0.389033646186694","5"
"Never","1992","35-65 y.","Part Time","591","0.421954636277468","0.395149184080555","0.44876008847438","5"
"Never","1992","16-34 y.","Part Time","183","0.116903935330816","0.0984139044435613","0.135393966218071","5"
"Never","1992","16-34 y.","Not Working","256","0.193581821702244","0.170686459438858","0.21647718396563","5"
"Never","1992","35-65 y.","Not Working","1085","0.619036244016439","0.595611523229537","0.64246096480334","5"
"Never","1992","66 and older","Full Time","8","","","","5"
"Never","1992","66 and older","Part Time","18","","","","5"
"Never","1992","66 and older","Not Working","1242","0.894061783948895","0.877940702703918","0.910182865193872","5"
"Rarely","1992","16-34 y.","Full Time","1082","0.403505218267306","0.384906778448058","0.422103658086555","4"
"Rarely","1992","16-34 y.","Part Time","470","0.39239517571531","0.364296132464644","0.420494218965975","4"
"Rarely","1992","35-65 y.","Not Working","473","0.313008436572235","0.290640378688532","0.335376494455939","4"
"Rarely","1992","16-34 y.","Not Working","370","0.349811985952679","0.322176194837402","0.377447777067957","4"
"Rarely","1992","35-65 y.","Full Time","1836","0.478617102190758","0.462866323500426","0.494367880881091","4"
"Rarely","1992","35-65 y.","Part Time","616","0.486396141040113","0.459268096192786","0.513524185887439","4"
"Rarely","1992","66 and older","Part Time","7","","","","4"
"Rarely","1992","66 and older","Not Working","128","0.086060889560508","0.0713700836888163","0.1007516954322","4"
"Rarely","1992","66 and older","Full Time","3","","","","4"
"Daily","1993","16-34 y.","Full Time","","","","","1"
"Daily","1993","16-34 y.","Part Time","","","","","1"
"Daily","1993","16-34 y.","Not Working","","","","","1"
"Daily","1993","35-65 y.","Full Time","","","","","1"
"Daily","1993","35-65 y.","Part Time","","","","","1"
"Daily","1993","35-65 y.","Not Working","","","","","1"
"Daily","1993","66 and older","Full Time","","","","","1"
"Daily","1993","66 and older","Part Time","","","","","1"
"Daily","1993","66 and older","Not Working","","","","","1"
"Min 1x per month","1993","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1993","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1993","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1993","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1993","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1993","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1993","66 and older","Not Working","","","","","3"
"Min 1x per month","1993","66 and older","Full Time","","","","","3"
"Min 1x per month","1993","66 and older","Part Time","","","","","3"
"Min 1x per week","1993","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1993","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1993","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1993","66 and older","Part Time","","","","","2"
"Min 1x per week","1993","66 and older","Not Working","","","","","2"
"Min 1x per week","1993","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1993","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1993","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1993","66 and older","Full Time","","","","","2"
"Never","1993","16-34 y.","Full Time","","","","","5"
"Never","1993","16-34 y.","Part Time","","","","","5"
"Never","1993","16-34 y.","Not Working","","","","","5"
"Never","1993","35-65 y.","Full Time","","","","","5"
"Never","1993","35-65 y.","Part Time","","","","","5"
"Never","1993","35-65 y.","Not Working","","","","","5"
"Never","1993","66 and older","Full Time","","","","","5"
"Never","1993","66 and older","Part Time","","","","","5"
"Never","1993","66 and older","Not Working","","","","","5"
"Rarely","1993","16-34 y.","Part Time","","","","","4"
"Rarely","1993","16-34 y.","Full Time","","","","","4"
