"pli0091_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Daily","1986","direct migration background","Rural Area","","","","","1"
"Daily","1986","indirect migration background","Urban Area","","","","","1"
"Daily","1986","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1986","no migration background","Urban Area","913","0.147744349552578","0.138590045888269","0.156898653216886","3"
"Min 1x per month","1986","direct migration background","Urban Area","309","0.12039283943768","0.107593002472378","0.133192676402981","3"
"Min 1x per month","1986","no migration background","Rural Area","225","0.116415566939543","0.101566175863531","0.131264958015555","3"
"Min 1x per month","1986","indirect migration background","Urban Area","37","0.165270000080897","0.102846421562399","0.227693578599395","3"
"Min 1x per month","1986","direct migration background","Rural Area","38","0.123930592066254","0.0897025850871112","0.158158599045397","3"
"Min 1x per month","1986","indirect migration background","Rural Area","3","","","","3"
"Min 1x per week","1986","no migration background","Urban Area","521","0.0833431168933047","0.0762125640797118","0.0904736697068976","2"
"Min 1x per week","1986","no migration background","Rural Area","204","0.108309227268552","0.093920613556965","0.122697840980138","2"
"Min 1x per week","1986","direct migration background","Urban Area","178","0.0571653643477164","0.0480338252426456","0.0662969034527871","2"
"Min 1x per week","1986","direct migration background","Rural Area","27","","","","2"
"Min 1x per week","1986","indirect migration background","Urban Area","34","0.243554178611944","0.171415971651126","0.315692385572761","2"
"Min 1x per week","1986","indirect migration background","Rural Area","6","","","","2"
"Never","1986","no migration background","Urban Area","2393","0.460569489710957","0.447710694922406","0.473428284499508","5"
"Never","1986","no migration background","Rural Area","753","0.46110652185284","0.438026767367315","0.484186276338364","5"
"Never","1986","direct migration background","Urban Area","1365","0.543937443910802","0.524346903432866","0.563527984388738","5"
"Never","1986","direct migration background","Rural Area","197","0.506000830816057","0.454065629877751","0.557936031754363","5"
"Never","1986","indirect migration background","Urban Area","26","","","","5"
"Never","1986","indirect migration background","Rural Area","8","","","","5"
"Rarely","1986","direct migration background","Rural Area","94","0.292382146279586","0.24513257112454","0.339631721434633","4"
"Rarely","1986","no migration background","Rural Area","610","0.314168683939066","0.292677062080996","0.335660305797136","4"
"Rarely","1986","no migration background","Urban Area","1945","0.308343043843161","0.296429324034082","0.320256763652239","4"
"Rarely","1986","direct migration background","Urban Area","631","0.278504352303802","0.260872717484903","0.296135987122701","4"
"Rarely","1986","indirect migration background","Urban Area","39","0.283752071430838","0.207985114179448","0.359519028682228","4"
"Rarely","1986","indirect migration background","Rural Area","2","","","","4"
"Daily","1987","no migration background","Urban Area","","","","","1"
"Daily","1987","no migration background","Rural Area","","","","","1"
"Daily","1987","direct migration background","Urban Area","","","","","1"
"Daily","1987","direct migration background","Rural Area","","","","","1"
"Daily","1987","indirect migration background","Urban Area","","","","","1"
"Daily","1987","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1987","no migration background","Urban Area","","","","","3"
"Min 1x per month","1987","direct migration background","Urban Area","","","","","3"
"Min 1x per month","1987","no migration background","Rural Area","","","","","3"
"Min 1x per month","1987","direct migration background","Rural Area","","","","","3"
"Min 1x per month","1987","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","1987","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","1987","no migration background","Rural Area","","","","","2"
"Min 1x per week","1987","no migration background","Urban Area","","","","","2"
"Min 1x per week","1987","direct migration background","Rural Area","","","","","2"
"Min 1x per week","1987","direct migration background","Urban Area","","","","","2"
"Min 1x per week","1987","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","1987","indirect migration background","Rural Area","","","","","2"
"Never","1987","no migration background","Urban Area","","","","","5"
"Never","1987","no migration background","Rural Area","","","","","5"
"Never","1987","direct migration background","Urban Area","","","","","5"
"Never","1987","indirect migration background","Urban Area","","","","","5"
"Never","1987","direct migration background","Rural Area","","","","","5"
"Never","1987","indirect migration background","Rural Area","","","","","5"
"Rarely","1987","no migration background","Urban Area","","","","","4"
"Rarely","1987","no migration background","Rural Area","","","","","4"
"Rarely","1987","direct migration background","Urban Area","","","","","4"
"Rarely","1987","direct migration background","Rural Area","","","","","4"
"Rarely","1987","indirect migration background","Urban Area","","","","","4"
"Rarely","1987","indirect migration background","Rural Area","","","","","4"
"Daily","1988","no migration background","Urban Area","","","","","1"
"Daily","1988","no migration background","Rural Area","","","","","1"
"Daily","1988","direct migration background","Urban Area","","","","","1"
"Daily","1988","direct migration background","Rural Area","","","","","1"
"Daily","1988","indirect migration background","Urban Area","","","","","1"
"Daily","1988","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1988","no migration background","Urban Area","885","0.152377077784154","0.142790742951864","0.161963412616444","3"
"Min 1x per month","1988","no migration background","Rural Area","255","0.1439337284417","0.126950166424001","0.160917290459398","3"
"Min 1x per month","1988","direct migration background","Urban Area","281","0.113878904477483","0.100999763028992","0.126758045925975","3"
"Min 1x per month","1988","direct migration background","Rural Area","43","0.169854960716529","0.129523673761425","0.210186247671633","3"
"Min 1x per month","1988","indirect migration background","Urban Area","54","0.200428273589688","0.144240866298411","0.256615680880966","3"
"Min 1x per month","1988","indirect migration background","Rural Area","8","","","","3"
"Min 1x per week","1988","no migration background","Rural Area","174","0.0944928686635478","0.0803401701636073","0.108645567163488","2"
"Min 1x per week","1988","no migration background","Urban Area","464","0.0787876871949926","0.0716014678290485","0.0859739065609367","2"
"Min 1x per week","1988","direct migration background","Urban Area","143","0.0489973862355427","0.0402456131924598","0.0577491592786256","2"
"Min 1x per week","1988","direct migration background","Rural Area","28","","","","2"
"Min 1x per week","1988","indirect migration background","Urban Area","52","0.176439698974588","0.122936882910192","0.229942515038984","2"
"Min 1x per week","1988","indirect migration background","Rural Area","4","","","","2"
"Never","1988","no migration background","Urban Area","2174","0.445587358853083","0.43232946858699","0.458845249119176","5"
"Never","1988","no migration background","Rural Area","669","0.450637464181233","0.426564089948489","0.474710838413977","5"
"Never","1988","direct migration background","Urban Area","1383","0.55936294367779","0.539234690357705","0.579491196997876","5"
"Never","1988","indirect migration background","Urban Area","36","0.273093287480574","0.210557929866749","0.335628645094399","5"
"Never","1988","direct migration background","Rural Area","179","0.496733499983626","0.443031963644605","0.550435036322648","5"
"Never","1988","indirect migration background","Rural Area","8","","","","5"
"Rarely","1988","no migration background","Rural Area","543","0.31093593871352","0.288540526470718","0.333331350956322","4"
"Rarely","1988","no migration background","Urban Area","1876","0.32324787616777","0.310771913083429","0.335723839252111","4"
"Rarely","1988","direct migration background","Urban Area","530","0.277760765609184","0.259601648742915","0.295919882475452","4"
"Rarely","1988","direct migration background","Rural Area","83","0.248811942349547","0.202377961010295","0.295245923688799","4"
"Rarely","1988","indirect migration background","Urban Area","53","0.350038739955149","0.283091515377935","0.416985964532364","4"
"Rarely","1988","indirect migration background","Rural Area","8","","","","4"
"Daily","1989","no migration background","Urban Area","","","","","1"
"Daily","1989","no migration background","Rural Area","","","","","1"
"Daily","1989","direct migration background","Urban Area","","","","","1"
"Daily","1989","direct migration background","Rural Area","","","","","1"
"Daily","1989","indirect migration background","Urban Area","","","","","1"
"Daily","1989","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1989","no migration background","Rural Area","","","","","3"
"Min 1x per month","1989","no migration background","Urban Area","","","","","3"
"Min 1x per month","1989","direct migration background","Urban Area","","","","","3"
"Min 1x per month","1989","direct migration background","Rural Area","","","","","3"
"Min 1x per month","1989","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","1989","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","1989","no migration background","Urban Area","","","","","2"
"Min 1x per week","1989","direct migration background","Urban Area","","","","","2"
"Min 1x per week","1989","no migration background","Rural Area","","","","","2"
"Min 1x per week","1989","direct migration background","Rural Area","","","","","2"
"Min 1x per week","1989","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","1989","indirect migration background","Rural Area","","","","","2"
"Never","1989","no migration background","Urban Area","","","","","5"
"Never","1989","no migration background","Rural Area","","","","","5"
"Never","1989","direct migration background","Urban Area","","","","","5"
"Never","1989","direct migration background","Rural Area","","","","","5"
"Never","1989","indirect migration background","Urban Area","","","","","5"
"Never","1989","indirect migration background","Rural Area","","","","","5"
"Rarely","1989","no migration background","Urban Area","","","","","4"
"Rarely","1989","no migration background","Rural Area","","","","","4"
"Rarely","1989","direct migration background","Urban Area","","","","","4"
"Rarely","1989","direct migration background","Rural Area","","","","","4"
"Rarely","1989","indirect migration background","Urban Area","","","","","4"
"Rarely","1989","indirect migration background","Rural Area","","","","","4"
"Daily","1990","no migration background","Urban Area","3","","","","1"
"Daily","1990","no migration background","Rural Area","3","","","","1"
"Daily","1990","direct migration background","Urban Area","4","","","","1"
"Daily","1990","direct migration background","Rural Area","1","","","","1"
"Daily","1990","indirect migration background","Urban Area","1","","","","1"
"Daily","1990","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1990","no migration background","Urban Area","992","0.145372127735312","0.136847790578156","0.153896464892468","3"
"Min 1x per month","1990","no migration background","Rural Area","531","0.11631217350682","0.10667240183474","0.125951945178899","3"
"Min 1x per month","1990","direct migration background","Urban Area","251","0.100280980358269","0.0879162381234403","0.112645722593097","3"
"Min 1x per month","1990","direct migration background","Rural Area","42","0.147313839526242","0.112796528093476","0.181831150959009","3"
"Min 1x per month","1990","indirect migration background","Urban Area","102","0.315909484923563","0.259293857293649","0.372525112553478","3"
"Min 1x per month","1990","indirect migration background","Rural Area","7","","","","3"
"Min 1x per week","1990","no migration background","Urban Area","403","0.0516291693001672","0.0462777598458843","0.05698057875445","2"
"Min 1x per week","1990","no migration background","Rural Area","343","0.0723221441307092","0.0645339105710815","0.0801103776903369","2"
"Min 1x per week","1990","direct migration background","Urban Area","92","0.0402360660099318","0.0321467407161159","0.0483253913037477","2"
"Min 1x per week","1990","direct migration background","Rural Area","14","","","","2"
"Min 1x per week","1990","indirect migration background","Urban Area","54","0.159693917602606","0.115080946186122","0.204306889019091","2"
"Min 1x per week","1990","indirect migration background","Rural Area","5","","","","2"
"Never","1990","no migration background","Urban Area","2724","0.467039240333202","0.454973448681817","0.479105031984586","5"
"Never","1990","no migration background","Rural Area","1512","0.431842745208704","0.416949072093638","0.446736418323769","5"
"Never","1990","direct migration background","Urban Area","1465","0.607884843812379","0.587787447197995","0.627982240426763","5"
"Never","1990","direct migration background","Rural Area","236","0.522902558178591","0.474257972735281","0.5715471436219","5"
"Never","1990","indirect migration background","Urban Area","44","0.247132214486478","0.194600418782866","0.299664010190091","5"
"Never","1990","indirect migration background","Rural Area","12","","","","5"
"Rarely","1990","no migration background","Urban Area","2446","0.335471672137934","0.324052984438862","0.346890359837006","4"
"Rarely","1990","direct migration background","Urban Area","455","0.250224335305455","0.232394276589558","0.268054394021353","4"
"Rarely","1990","no migration background","Rural Area","1860","0.378117189010557","0.363536695891815","0.392697682129299","4"
"Rarely","1990","direct migration background","Rural Area","112","0.300517647847257","0.255865335832497","0.345169959862017","4"
"Rarely","1990","indirect migration background","Urban Area","58","0.274282809170147","0.219947616826266","0.328618001514028","4"
"Rarely","1990","indirect migration background","Rural Area","14","","","","4"
"Daily","1991","no migration background","Urban Area","","","","","1"
"Daily","1991","no migration background","Rural Area","","","","","1"
"Daily","1991","direct migration background","Urban Area","","","","","1"
"Daily","1991","direct migration background","Rural Area","","","","","1"
"Daily","1991","indirect migration background","Urban Area","","","","","1"
"Daily","1991","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1991","no migration background","Urban Area","","","","","3"
"Min 1x per month","1991","no migration background","Rural Area","","","","","3"
"Min 1x per month","1991","direct migration background","Urban Area","","","","","3"
"Min 1x per month","1991","direct migration background","Rural Area","","","","","3"
"Min 1x per month","1991","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","1991","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","1991","no migration background","Urban Area","","","","","2"
"Min 1x per week","1991","no migration background","Rural Area","","","","","2"
"Min 1x per week","1991","direct migration background","Urban Area","","","","","2"
"Min 1x per week","1991","direct migration background","Rural Area","","","","","2"
"Min 1x per week","1991","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","1991","indirect migration background","Rural Area","","","","","2"
"Never","1991","no migration background","Urban Area","","","","","5"
"Never","1991","no migration background","Rural Area","","","","","5"
"Never","1991","direct migration background","Urban Area","","","","","5"
"Never","1991","direct migration background","Rural Area","","","","","5"
"Never","1991","indirect migration background","Urban Area","","","","","5"
"Never","1991","indirect migration background","Rural Area","","","","","5"
"Rarely","1991","no migration background","Urban Area","","","","","4"
"Rarely","1991","no migration background","Rural Area","","","","","4"
"Rarely","1991","direct migration background","Urban Area","","","","","4"
"Rarely","1991","indirect migration background","Urban Area","","","","","4"
"Rarely","1991","direct migration background","Rural Area","","","","","4"
"Rarely","1991","indirect migration background","Rural Area","","","","","4"
"Daily","1992","no migration background","Urban Area","","","","","1"
"Daily","1992","no migration background","Rural Area","","","","","1"
"Daily","1992","direct migration background","Urban Area","","","","","1"
"Daily","1992","direct migration background","Rural Area","","","","","1"
"Daily","1992","indirect migration background","Urban Area","","","","","1"
"Daily","1992","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1992","no migration background","Rural Area","476","0.118695880265738","0.108595544214874","0.128796216316602","3"
"Min 1x per month","1992","no migration background","Urban Area","970","0.152245677890033","0.143326865674173","0.161164490105892","3"
"Min 1x per month","1992","direct migration background","Urban Area","233","0.107449589907525","0.0943288005775137","0.120570379237537","3"
"Min 1x per month","1992","direct migration background","Rural Area","26","","","","3"
"Min 1x per month","1992","indirect migration background","Urban Area","118","0.268140492817074","0.221796911297634","0.314484074336515","3"
"Min 1x per month","1992","indirect migration background","Rural Area","16","","","","3"
"Min 1x per week","1992","no migration background","Urban Area","469","0.0710336971744919","0.0646564725012451","0.0774109218477387","2"
"Min 1x per week","1992","no migration background","Rural Area","343","0.08478538314133","0.0760862281642355","0.0934845381184244","2"
"Min 1x per week","1992","direct migration background","Urban Area","122","0.0535060475554506","0.0439714676738766","0.0630406274370247","2"
"Min 1x per week","1992","direct migration background","Rural Area","25","","","","2"
"Min 1x per week","1992","indirect migration background","Rural Area","11","","","","2"
"Min 1x per week","1992","indirect migration background","Urban Area","95","0.264105340376393","0.217985165015784","0.310225515737003","2"
"Never","1992","no migration background","Urban Area","2334","0.415494127940292","0.403259904385959","0.427728351494624","5"
"Never","1992","no migration background","Rural Area","1497","0.425834846549648","0.410393181957097","0.441276511142199","5"
"Never","1992","direct migration background","Urban Area","1167","0.514538833229162","0.493363632752867","0.535714033705458","5"
"Never","1992","direct migration background","Rural Area","230","0.512914601492555","0.463622806914061","0.562206396071049","5"
"Never","1992","indirect migration background","Urban Area","48","0.183017470408405","0.142564800393305","0.223470140423506","5"
"Never","1992","indirect migration background","Rural Area","7","","","","5"
"Rarely","1992","no migration background","Urban Area","2460","0.361226496995184","0.349301376560654","0.373151617429714","4"
"Rarely","1992","no migration background","Rural Area","1623","0.370683890043284","0.355600763268997","0.385767016817571","4"
"Rarely","1992","direct migration background","Rural Area","114","0.354215570047874","0.307049775838372","0.401381364257376","4"
"Rarely","1992","direct migration background","Urban Area","618","0.324505529307862","0.304669115745369","0.344341942870354","4"
"Rarely","1992","indirect migration background","Urban Area","90","0.284736696398127","0.237525041287216","0.331948351509038","4"
"Rarely","1992","indirect migration background","Rural Area","23","","","","4"
"Daily","1993","no migration background","Urban Area","","","","","1"
"Daily","1993","no migration background","Rural Area","","","","","1"
"Daily","1993","direct migration background","Urban Area","","","","","1"
"Daily","1993","direct migration background","Rural Area","","","","","1"
"Daily","1993","indirect migration background","Urban Area","","","","","1"
"Daily","1993","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1993","no migration background","Urban Area","","","","","3"
"Min 1x per month","1993","no migration background","Rural Area","","","","","3"
"Min 1x per month","1993","direct migration background","Urban Area","","","","","3"
"Min 1x per month","1993","direct migration background","Rural Area","","","","","3"
"Min 1x per month","1993","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","1993","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","1993","no migration background","Urban Area","","","","","2"
"Min 1x per week","1993","no migration background","Rural Area","","","","","2"
"Min 1x per week","1993","direct migration background","Urban Area","","","","","2"
"Min 1x per week","1993","direct migration background","Rural Area","","","","","2"
"Min 1x per week","1993","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","1993","indirect migration background","Rural Area","","","","","2"
"Never","1993","no migration background","Urban Area","","","","","5"
"Never","1993","no migration background","Rural Area","","","","","5"
"Never","1993","direct migration background","Urban Area","","","","","5"
"Never","1993","direct migration background","Rural Area","","","","","5"
"Never","1993","indirect migration background","Urban Area","","","","","5"
"Never","1993","indirect migration background","Rural Area","","","","","5"
"Rarely","1993","no migration background","Rural Area","","","","","4"
"Rarely","1993","no migration background","Urban Area","","","","","4"
"Rarely","1993","direct migration background","Urban Area","","","","","4"
"Rarely","1993","direct migration background","Rural Area","","","","","4"
"Rarely","1993","indirect migration background","Urban Area","","","","","4"
"Rarely","1993","indirect migration background","Rural Area","","","","","4"
"Daily","1994","no migration background","Urban Area","","","","","1"
"Daily","1994","no migration background","Rural Area","","","","","1"
"Daily","1994","direct migration background","Urban Area","","","","","1"
"Daily","1994","direct migration background","Rural Area","","","","","1"
"Daily","1994","indirect migration background","Urban Area","","","","","1"
"Daily","1994","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1994","no migration background","Urban Area","973","0.149770269162348","0.140845969724767","0.158694568599929","3"
"Min 1x per month","1994","no migration background","Rural Area","500","0.122555265930979","0.112169833647449","0.132940698214508","3"
"Min 1x per month","1994","direct migration background","Urban Area","195","0.101101387602135","0.0878228756438075","0.114379899560463","3"
"Min 1x per month","1994","indirect migration background","Urban Area","140","0.328211636031574","0.283410905981285","0.373012366081863","3"
"Min 1x per month","1994","direct migration background","Rural Area","34","0.0936823881405909","0.0640718836077718","0.12329289267341","3"
"Min 1x per month","1994","indirect migration background","Rural Area","15","","","","3"
"Min 1x per week","1994","no migration background","Urban Area","502","0.0765957559378837","0.0699446866608362","0.0832468252149312","2"
"Min 1x per week","1994","direct migration background","Urban Area","115","0.056139908199892","0.0460006739502727","0.0662791424495113","2"
"Min 1x per week","1994","no migration background","Rural Area","328","0.0852745436245931","0.0764294224148131","0.094119664834373","2"
"Min 1x per week","1994","indirect migration background","Urban Area","129","0.256991304791063","0.21529975605865","0.298682853523476","2"
"Min 1x per week","1994","direct migration background","Rural Area","23","","","","2"
"Min 1x per week","1994","indirect migration background","Rural Area","28","","","","2"
"Never","1994","no migration background","Urban Area","2191","0.391432304977508","0.379226231922993","0.403638378032023","5"
"Never","1994","no migration background","Rural Area","1384","0.409667875929546","0.394093420596905","0.425242331262186","5"
"Never","1994","direct migration background","Urban Area","1082","0.514290376962744","0.492275916355429","0.53630483757006","5"
"Never","1994","direct migration background","Rural Area","203","0.512309007357123","0.461514706830109","0.563103307884138","5"
"Never","1994","indirect migration background","Urban Area","44","0.136768982946163","0.10398594528641","0.169552020605916","5"
"Never","1994","indirect migration background","Rural Area","6","","","","5"
"Rarely","1994","no migration background","Urban Area","2476","0.38220166992226","0.370049247981759","0.394354091862762","4"
"Rarely","1994","direct migration background","Urban Area","588","0.328468327235228","0.307781423391815","0.349155231078642","4"
"Rarely","1994","no migration background","Rural Area","1618","0.382502314514883","0.367110727398076","0.39789390163169","4"
"Rarely","1994","indirect migration background","Urban Area","109","0.2780280762312","0.235281991000869","0.320774161461531","4"
"Rarely","1994","direct migration background","Rural Area","112","0.336800691281041","0.288773726527596","0.384827656034485","4"
"Rarely","1994","indirect migration background","Rural Area","21","","","","4"
"Daily","1995","no migration background","Urban Area","4","","","","1"
"Daily","1995","no migration background","Rural Area","2","","","","1"
"Daily","1995","direct migration background","Urban Area","","","","","1"
"Daily","1995","direct migration background","Rural Area","","","","","1"
"Daily","1995","indirect migration background","Urban Area","1","","","","1"
"Daily","1995","indirect migration background","Rural Area","1","","","","1"
"Min 1x per month","1995","no migration background","Rural Area","512","0.121379871286427","0.111155552786169","0.131604189786684","3"
"Min 1x per month","1995","no migration background","Urban Area","976","0.142988927238976","0.134185432323177","0.151792422154776","3"
"Min 1x per month","1995","direct migration background","Urban Area","238","0.111290761693845","0.0985347751229693","0.12404674826472","3"
"Min 1x per month","1995","direct migration background","Rural Area","39","0.104587315315288","0.0767127101615987","0.132461920468976","3"
"Min 1x per month","1995","indirect migration background","Urban Area","140","0.335425347798311","0.291107907114064","0.379742788482558","3"
"Min 1x per month","1995","indirect migration background","Rural Area","23","","","","3"
"Min 1x per week","1995","no migration background","Urban Area","382","0.0570528161859987","0.0512198034540809","0.0628858289179164","2"
"Min 1x per week","1995","no migration background","Rural Area","278","0.0608073266558515","0.0533253601016783","0.0682892932100247","2"
"Min 1x per week","1995","direct migration background","Urban Area","98","0.0466485308888022","0.0380949069183567","0.0552021548592477","2"
"Min 1x per week","1995","direct migration background","Rural Area","19","","","","2"
"Min 1x per week","1995","indirect migration background","Rural Area","25","","","","2"
"Min 1x per week","1995","indirect migration background","Urban Area","131","0.256421986658655","0.215435023011236","0.297408950306073","2"
"Never","1995","no migration background","Urban Area","2398","0.446528911177008","0.434026811452207","0.459031010901809","5"
"Never","1995","no migration background","Rural Area","1576","0.475021462593374","0.459386823885083","0.490656101301664","5"
"Never","1995","direct migration background","Urban Area","1406","0.573278755021553","0.55321742579822","0.593340084244886","5"
"Never","1995","direct migration background","Rural Area","294","0.565296273993198","0.520142678471453","0.610449869514944","5"
"Never","1995","indirect migration background","Urban Area","68","0.188693029682922","0.151966881784915","0.22541917758093","5"
"Never","1995","indirect migration background","Rural Area","8","","","","5"
"Rarely","1995","no migration background","Urban Area","2314","0.352289483893571","0.340276496784917","0.364302471002226","4"
"Rarely","1995","direct migration background","Urban Area","593","0.2687819523958","0.250800359886074","0.286763544905526","4"
"Rarely","1995","no migration background","Rural Area","1551","0.342490062243774","0.327632908855612","0.357347215631935","4"
"Rarely","1995","direct migration background","Rural Area","111","0.282327032566176","0.241325780297859","0.323328284834493","4"
"Rarely","1995","indirect migration background","Urban Area","96","0.216485765440291","0.177827446513551","0.255144084367032","4"
"Rarely","1995","indirect migration background","Rural Area","18","","","","4"
"Daily","1996","no migration background","Urban Area","","","","","1"
"Daily","1996","no migration background","Rural Area","","","","","1"
"Daily","1996","direct migration background","Urban Area","","","","","1"
"Daily","1996","direct migration background","Rural Area","","","","","1"
"Daily","1996","indirect migration background","Rural Area","","","","","1"
"Daily","1996","indirect migration background","Urban Area","","","","","1"
"Min 1x per month","1996","no migration background","Urban Area","1214","0.179592259044124","0.169899927828902","0.189284590259346","3"
"Min 1x per month","1996","no migration background","Rural Area","633","0.154071315992622","0.14271472206398","0.165427909921264","3"
"Min 1x per month","1996","direct migration background","Urban Area","257","0.127663439314818","0.113606380944768","0.141720497684869","3"
"Min 1x per month","1996","direct migration background","Rural Area","55","0.149289385652122","0.116103637032224","0.18247513427202","3"
"Min 1x per month","1996","indirect migration background","Urban Area","156","0.336866385818496","0.293485838241985","0.380246933395007","3"
"Min 1x per month","1996","indirect migration background","Rural Area","25","","","","3"
"Min 1x per week","1996","no migration background","Urban Area","525","0.0849983962390102","0.0779565610114056","0.0920402314666147","2"
"Min 1x per week","1996","no migration background","Rural Area","349","0.0814398767332626","0.0728360298445356","0.0900437236219896","2"
"Min 1x per week","1996","direct migration background","Urban Area","96","0.0506439851047925","0.0414076936237083","0.0598802765858767","2"
"Min 1x per week","1996","direct migration background","Rural Area","31","0.058062318710238","0.0362849952912513","0.0798396421292246","2"
"Min 1x per week","1996","indirect migration background","Urban Area","115","0.229196633978739","0.190618466997646","0.267774800959832","2"
"Min 1x per week","1996","indirect migration background","Rural Area","29","","","","2"
"Never","1996","no migration background","Urban Area","1859","0.350556949135858","0.338508826131493","0.362605072140222","5"
"Never","1996","no migration background","Rural Area","1120","0.355642472196432","0.340583664439734","0.37070127995313","5"
"Never","1996","direct migration background","Urban Area","1111","0.476463981878153","0.455425836038127","0.497502127718178","5"
"Never","1996","direct migration background","Rural Area","211","0.461838120669758","0.415413583558879","0.508262657780636","5"
"Never","1996","indirect migration background","Urban Area","51","0.111219833793449","0.0823626485211401","0.140077019065758","5"
"Never","1996","indirect migration background","Rural Area","10","","","","5"
"Rarely","1996","no migration background","Rural Area","1780","0.408846335077683","0.393381311971383","0.424311358183984","4"
"Rarely","1996","no migration background","Urban Area","2427","0.384852395581008","0.372566513828859","0.397138277333157","4"
"Rarely","1996","direct migration background","Urban Area","701","0.345228593702237","0.325201525672867","0.365255661731606","4"
"Rarely","1996","direct migration background","Rural Area","146","0.330810174967882","0.286996435457217","0.374623914478548","4"
"Rarely","1996","indirect migration background","Rural Area","22","","","","4"
"Rarely","1996","indirect migration background","Urban Area","134","0.322717146409316","0.279806828657743","0.365627464160888","4"
"Daily","1997","no migration background","Urban Area","","","","","1"
"Daily","1997","no migration background","Rural Area","","","","","1"
"Daily","1997","direct migration background","Urban Area","","","","","1"
"Daily","1997","direct migration background","Rural Area","","","","","1"
"Daily","1997","indirect migration background","Urban Area","","","","","1"
"Daily","1997","indirect migration background","Rural Area","","","","","1"
