"pli0091_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1985","no migration background","(0) in school","60","0.408809792758516","0.331165061409589","0.486454524107442"
"Min 1x per month","1985","no migration background","(1a) inadequately completed","2","","",""
"Min 1x per month","1985","no migration background","(1b) general elementary school","134","0.0708341580357571","0.0586209086345939","0.0830474074369203"
"Min 1x per month","1985","no migration background","(1c) basic vocational qualification","318","0.0983285965471521","0.0878721737837938","0.10878501931051"
"Min 1x per month","1985","no migration background","(2b) intermediate general qualification","115","0.277912486212432","0.234067003870438","0.321757968554426"
"Min 1x per month","1985","no migration background","(2a) intermediate vocational","197","0.149643198475178","0.129756259474177","0.169530137476179"
"Min 1x per month","1985","no migration background","(2c_gen) general maturity certificate","94","0.35048297146689","0.292376173901229","0.40858976903255"
"Min 1x per month","1985","no migration background","(2c_voc) vocational maturity certificate","53","0.177297265200669","0.133034599734119","0.221559930667218"
"Min 1x per month","1985","no migration background","(3a) lower tertiary education","34","0.150216356998207","0.103217813395705","0.197214900600709"
"Min 1x per month","1985","no migration background","(3b) higher tertiary education","82","0.184165586497511","0.146827404259626","0.221503768735395"
"Min 1x per month","1985","direct migration background","(0) in school","3","","",""
"Min 1x per month","1985","direct migration background","(1a) inadequately completed","57","0.0748431989983381","0.0569307622565011","0.0927556357401752"
"Min 1x per month","1985","direct migration background","(1b) general elementary school","93","0.0985472032321566","0.0787190678537927","0.118375338610521"
"Min 1x per month","1985","direct migration background","(1c) basic vocational qualification","88","0.130201402334275","0.104129345960035","0.156273458708515"
"Min 1x per month","1985","direct migration background","(2b) intermediate general qualification","11","","",""
"Min 1x per month","1985","direct migration background","(2a) intermediate vocational","18","","",""
"Min 1x per month","1985","direct migration background","(2c_gen) general maturity certificate","16","","",""
"Min 1x per month","1985","direct migration background","(2c_voc) vocational maturity certificate","28","","",""
"Min 1x per month","1985","direct migration background","(3a) lower tertiary education","3","","",""
"Min 1x per month","1985","direct migration background","(3b) higher tertiary education","10","","",""
"Min 1x per month","1985","indirect migration background","(0) in school","2","","",""
"Min 1x per month","1985","indirect migration background","(1a) inadequately completed","1","","",""
"Min 1x per month","1985","indirect migration background","(1b) general elementary school","12","","",""
"Min 1x per month","1985","indirect migration background","(1c) basic vocational qualification","7","","",""
"Min 1x per month","1985","indirect migration background","(2b) intermediate general qualification","6","","",""
"Min 1x per month","1985","indirect migration background","(2a) intermediate vocational","2","","",""
"Min 1x per month","1985","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Min 1x per month","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","indirect migration background","(3b) higher tertiary education","1","","",""
"Rarely","1985","no migration background","(0) in school","35","0.214415172018647","0.149594723665407","0.279235620371887"
"Rarely","1985","no migration background","(1a) inadequately completed","27","","",""
"Rarely","1985","no migration background","(1b) general elementary school","409","0.213709539026515","0.194194622542912","0.233224455510118"
"Rarely","1985","no migration background","(1c) basic vocational qualification","1160","0.34140175478093","0.324749914958896","0.358053594602963"
"Rarely","1985","no migration background","(2b) intermediate general qualification","107","0.263362413521586","0.22025224318632","0.306472583856852"
"Rarely","1985","no migration background","(2a) intermediate vocational","518","0.39202100245372","0.364804155475129","0.419237849432312"
"Rarely","1985","no migration background","(2c_gen) general maturity certificate","68","0.266188990657741","0.212363826217408","0.320014155098074"
"Rarely","1985","no migration background","(2c_voc) vocational maturity certificate","96","0.315106553243277","0.26126652271439","0.368946583772164"
"Rarely","1985","no migration background","(3a) lower tertiary education","88","0.357201037948846","0.294168391242244","0.420233684655447"
"Rarely","1985","no migration background","(3b) higher tertiary education","175","0.415831497353812","0.368355326953361","0.463307667754263"
"Rarely","1985","direct migration background","(0) in school","7","","",""
"Rarely","1985","direct migration background","(1a) inadequately completed","136","0.16287341747889","0.137737687822699","0.188009147135081"
"Rarely","1985","direct migration background","(1b) general elementary school","207","0.213374666814235","0.186119827822593","0.240629505805877"
"Rarely","1985","direct migration background","(1c) basic vocational qualification","192","0.318768795571467","0.282665797240039","0.354871793902896"
"Rarely","1985","direct migration background","(2b) intermediate general qualification","11","","",""
"Rarely","1985","direct migration background","(2a) intermediate vocational","30","0.386724454211254","0.282579774322642","0.490869134099866"
"Rarely","1985","direct migration background","(2c_gen) general maturity certificate","38","0.292788088270384","0.208888398539024","0.376687778001744"
"Rarely","1985","direct migration background","(2c_voc) vocational maturity certificate","36","0.2657702127884","0.186066924514658","0.345473501062142"
"Rarely","1985","direct migration background","(3a) lower tertiary education","10","","",""
"Rarely","1985","direct migration background","(3b) higher tertiary education","45","0.508982406482555","0.404532833920115","0.613431979044994"
"Rarely","1985","indirect migration background","(0) in school","1","","",""
"Rarely","1985","indirect migration background","(1a) inadequately completed","2","","",""
"Rarely","1985","indirect migration background","(1b) general elementary school","14","","",""
"Rarely","1985","indirect migration background","(1c) basic vocational qualification","10","","",""
"Rarely","1985","indirect migration background","(2b) intermediate general qualification","4","","",""
"Rarely","1985","indirect migration background","(2a) intermediate vocational","2","","",""
"Rarely","1985","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Rarely","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1985","indirect migration background","(3a) lower tertiary education","1","","",""
"Rarely","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1985","no migration background","(0) in school","7","","",""
"Never","1985","no migration background","(1a) inadequately completed","30","0.468544556510972","0.350802281264282","0.586286831757662"
"Never","1985","no migration background","(1b) general elementary school","1049","0.661045708782693","0.638511124367997","0.683580293197389"
"Never","1985","no migration background","(1c) basic vocational qualification","1447","0.501128020459108","0.483569498113488","0.518686542804728"
"Never","1985","no migration background","(2b) intermediate general qualification","73","0.211606538749955","0.171629377374176","0.251583700125734"
"Never","1985","no migration background","(2a) intermediate vocational","386","0.350399075706049","0.323801402319177","0.376996749092921"
"Never","1985","no migration background","(2c_gen) general maturity certificate","24","","",""
"Never","1985","no migration background","(2c_voc) vocational maturity certificate","104","0.389320485552912","0.332810476296561","0.445830494809264"
"Never","1985","no migration background","(3a) lower tertiary education","85","0.425869993144587","0.360824794092516","0.490915192196659"
"Never","1985","no migration background","(3b) higher tertiary education","112","0.302208149763904","0.257973361493587","0.346442938034221"
"Never","1985","direct migration background","(0) in school","4","","",""
"Never","1985","direct migration background","(1a) inadequately completed","615","0.736922749019757","0.70695021546711","0.766895282572404"
"Never","1985","direct migration background","(1b) general elementary school","498","0.627830573137697","0.595673256237315","0.659987890038078"
"Never","1985","direct migration background","(1c) basic vocational qualification","290","0.479616099017875","0.440911113754777","0.518321084280973"
"Never","1985","direct migration background","(2b) intermediate general qualification","12","","",""
"Never","1985","direct migration background","(2a) intermediate vocational","29","","",""
"Never","1985","direct migration background","(2c_gen) general maturity certificate","38","0.304019119414921","0.219206989046094","0.388831249783747"
"Never","1985","direct migration background","(2c_voc) vocational maturity certificate","46","0.349996077501538","0.263937004312919","0.436055150690156"
"Never","1985","direct migration background","(3a) lower tertiary education","8","","",""
"Never","1985","direct migration background","(3b) higher tertiary education","26","","",""
"Never","1985","indirect migration background","(0) in school","2","","",""
"Never","1985","indirect migration background","(1a) inadequately completed","4","","",""
"Never","1985","indirect migration background","(1b) general elementary school","8","","",""
"Never","1985","indirect migration background","(1c) basic vocational qualification","14","","",""
"Never","1985","indirect migration background","(2b) intermediate general qualification","1","","",""
"Never","1985","indirect migration background","(2a) intermediate vocational","2","","",""
"Never","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1985","indirect migration background","(3b) higher tertiary education","1","","",""
"Daily","1986","no migration background","(0) in school","","","",""
"Daily","1986","no migration background","(1a) inadequately completed","","","",""
"Daily","1986","no migration background","(1b) general elementary school","","","",""
"Daily","1986","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1986","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1986","no migration background","(2a) intermediate vocational","","","",""
"Daily","1986","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1986","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","no migration background","(3a) lower tertiary education","","","",""
"Daily","1986","no migration background","(3b) higher tertiary education","","","",""
"Daily","1986","direct migration background","(0) in school","","","",""
"Daily","1986","direct migration background","(1a) inadequately completed","","","",""
"Daily","1986","direct migration background","(1b) general elementary school","","","",""
"Daily","1986","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1986","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1986","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1986","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1986","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1986","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1986","indirect migration background","(0) in school","","","",""
"Daily","1986","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1986","indirect migration background","(1b) general elementary school","","","",""
"Daily","1986","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1986","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1986","no migration background","(0) in school","49","0.316951403451492","0.241478022669403","0.392424784233581"
"Min 1x per week","1986","no migration background","(1a) inadequately completed","10","","",""
"Min 1x per week","1986","no migration background","(1b) general elementary school","102","0.0559361275684166","0.0445217910468345","0.0673504640899987"
"Min 1x per week","1986","no migration background","(1c) basic vocational qualification","183","0.0621635712102369","0.0534268281550729","0.0709003142654008"
"Min 1x per week","1986","no migration background","(2b) intermediate general qualification","99","0.246477941835621","0.203317516240256","0.289638367430987"
"Min 1x per week","1986","no migration background","(2a) intermediate vocational","116","0.0931281838816371","0.0767536507892939","0.10950271697398"
"Min 1x per week","1986","no migration background","(2c_gen) general maturity certificate","83","0.270644208728673","0.219152872573256","0.32213554488409"
"Min 1x per week","1986","no migration background","(2c_voc) vocational maturity certificate","21","","",""
"Min 1x per week","1986","no migration background","(3a) lower tertiary education","12","","",""
"Min 1x per week","1986","no migration background","(3b) higher tertiary education","38","0.0853408637512178","0.0582972753076705","0.112384452194765"
"Min 1x per week","1986","direct migration background","(0) in school","9","","",""
"Min 1x per week","1986","direct migration background","(1a) inadequately completed","23","","",""
"Min 1x per week","1986","direct migration background","(1b) general elementary school","65","0.0488252995137167","0.0344307155098767","0.0632198835175567"
"Min 1x per week","1986","direct migration background","(1c) basic vocational qualification","57","0.0549520774198105","0.0370860886835317","0.0728180661560893"
"Min 1x per week","1986","direct migration background","(2b) intermediate general qualification","13","","",""
"Min 1x per week","1986","direct migration background","(2a) intermediate vocational","7","","",""
"Min 1x per week","1986","direct migration background","(2c_gen) general maturity certificate","11","","",""
"Min 1x per week","1986","direct migration background","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per week","1986","direct migration background","(3a) lower tertiary education","1","","",""
"Min 1x per week","1986","direct migration background","(3b) higher tertiary education","8","","",""
"Min 1x per week","1986","indirect migration background","(0) in school","4","","",""
"Min 1x per week","1986","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1986","indirect migration background","(1b) general elementary school","9","","",""
"Min 1x per week","1986","indirect migration background","(1c) basic vocational qualification","7","","",""
"Min 1x per week","1986","indirect migration background","(2b) intermediate general qualification","9","","",""
"Min 1x per week","1986","indirect migration background","(2a) intermediate vocational","4","","",""
"Min 1x per week","1986","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Min 1x per week","1986","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1986","indirect migration background","(3b) higher tertiary education","2","","",""
"Min 1x per month","1986","no migration background","(0) in school","56","0.393712388310767","0.314462154819765","0.47296262180177"
"Min 1x per month","1986","no migration background","(1a) inadequately completed","6","","",""
"Min 1x per month","1986","no migration background","(1b) general elementary school","116","0.0664669230141465","0.0540940251734452","0.0788398208548477"
"Min 1x per month","1986","no migration background","(1c) basic vocational qualification","318","0.104980942620703","0.0938894648890285","0.116072420352377"
"Min 1x per month","1986","no migration background","(2b) intermediate general qualification","122","0.299354625698","0.253488630602813","0.345220620793186"
"Min 1x per month","1986","no migration background","(2a) intermediate vocational","210","0.163408495734831","0.142575609278197","0.184241382191464"
"Min 1x per month","1986","no migration background","(2c_gen) general maturity certificate","114","0.398046401276611","0.341316316448248","0.454776486104974"
"Min 1x per month","1986","no migration background","(2c_voc) vocational maturity certificate","63","0.210344470971098","0.163111043058693","0.257577898883503"
"Min 1x per month","1986","no migration background","(3a) lower tertiary education","39","0.163882693109715","0.115189107400496","0.212576278818934"
"Min 1x per month","1986","no migration background","(3b) higher tertiary education","80","0.18146644942167","0.14416097423927","0.218771924604071"
"Min 1x per month","1986","direct migration background","(0) in school","12","","",""
"Min 1x per month","1986","direct migration background","(1a) inadequately completed","49","0.0609304702662839","0.0439688415939426","0.0778920989386253"
"Min 1x per month","1986","direct migration background","(1b) general elementary school","86","0.0717269876263453","0.0544914167208838","0.0889625585318068"
"Min 1x per month","1986","direct migration background","(1c) basic vocational qualification","97","0.125895383867691","0.0998881182994362","0.151902649435946"
"Min 1x per month","1986","direct migration background","(2b) intermediate general qualification","17","","",""
"Min 1x per month","1986","direct migration background","(2a) intermediate vocational","14","","",""
"Min 1x per month","1986","direct migration background","(2c_gen) general maturity certificate","27","","",""
"Min 1x per month","1986","direct migration background","(2c_voc) vocational maturity certificate","19","","",""
"Min 1x per month","1986","direct migration background","(3a) lower tertiary education","2","","",""
"Min 1x per month","1986","direct migration background","(3b) higher tertiary education","19","","",""
"Min 1x per month","1986","indirect migration background","(0) in school","3","","",""
"Min 1x per month","1986","indirect migration background","(1a) inadequately completed","3","","",""
"Min 1x per month","1986","indirect migration background","(1b) general elementary school","12","","",""
"Min 1x per month","1986","indirect migration background","(1c) basic vocational qualification","10","","",""
"Min 1x per month","1986","indirect migration background","(2b) intermediate general qualification","3","","",""
"Min 1x per month","1986","indirect migration background","(2a) intermediate vocational","5","","",""
"Min 1x per month","1986","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Min 1x per month","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1986","no migration background","(0) in school","34","0.236435995030272","0.167515056334195","0.305356933726349"
"Rarely","1986","no migration background","(1a) inadequately completed","22","","",""
"Rarely","1986","no migration background","(1b) general elementary school","394","0.218005984163382","0.197497209799114","0.23851475852765"
"Rarely","1986","no migration background","(1c) basic vocational qualification","1052","0.331756885447569","0.314719801820913","0.348793969074226"
"Rarely","1986","no migration background","(2b) intermediate general qualification","85","0.208122137911237","0.167464986769257","0.248779289053217"
"Rarely","1986","no migration background","(2a) intermediate vocational","506","0.385779279993194","0.358351725515479","0.41320683447091"
"Rarely","1986","no migration background","(2c_gen) general maturity certificate","70","0.246827418570873","0.196857455806828","0.296797381334918"
"Rarely","1986","no migration background","(2c_voc) vocational maturity certificate","105","0.349195153591825","0.29394613505812","0.404444172125531"
"Rarely","1986","no migration background","(3a) lower tertiary education","94","0.392783252604874","0.328541119120008","0.457025386089739"
"Rarely","1986","no migration background","(3b) higher tertiary education","170","0.397069499225075","0.349708260376982","0.444430738073167"
"Rarely","1986","direct migration background","(0) in school","9","","",""
"Rarely","1986","direct migration background","(1a) inadequately completed","130","0.17824576606843","0.151107506109966","0.205384026026894"
"Rarely","1986","direct migration background","(1b) general elementary school","203","0.214462274415274","0.187046185968718","0.241878362861831"
"Rarely","1986","direct migration background","(1c) basic vocational qualification","186","0.332933452998903","0.295987116559904","0.369879789437901"
"Rarely","1986","direct migration background","(2b) intermediate general qualification","20","","",""
"Rarely","1986","direct migration background","(2a) intermediate vocational","27","","",""
"Rarely","1986","direct migration background","(2c_gen) general maturity certificate","33","0.277970631337809","0.194628713549826","0.361312549125792"
"Rarely","1986","direct migration background","(2c_voc) vocational maturity certificate","48","0.438261989934969","0.350217539987763","0.526306439882174"
"Rarely","1986","direct migration background","(3a) lower tertiary education","10","","",""
"Rarely","1986","direct migration background","(3b) higher tertiary education","36","0.458708169910859","0.353394962664143","0.564021377157575"
"Rarely","1986","indirect migration background","(0) in school","2","","",""
"Rarely","1986","indirect migration background","(1a) inadequately completed","2","","",""
"Rarely","1986","indirect migration background","(1b) general elementary school","13","","",""
"Rarely","1986","indirect migration background","(1c) basic vocational qualification","13","","",""
"Rarely","1986","indirect migration background","(2b) intermediate general qualification","4","","",""
"Rarely","1986","indirect migration background","(2a) intermediate vocational","4","","",""
"Rarely","1986","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Rarely","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1986","indirect migration background","(3a) lower tertiary education","1","","",""
"Rarely","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1986","no migration background","(0) in school","7","","",""
"Never","1986","no migration background","(1a) inadequately completed","33","0.495877550489396","0.379579038203368","0.612176062775425"
"Never","1986","no migration background","(1b) general elementary school","945","0.659590965254055","0.636054476555589","0.683127453952522"
"Never","1986","no migration background","(1c) basic vocational qualification","1381","0.501098600721491","0.48300658350801","0.519190617934972"
"Never","1986","no migration background","(2b) intermediate general qualification","77","0.246045294555142","0.202910387759406","0.289180201350879"
"Never","1986","no migration background","(2a) intermediate vocational","378","0.357684040390338","0.330676841438782","0.384691239341894"
"Never","1986","no migration background","(2c_gen) general maturity certificate","19","","",""
"Never","1986","no migration background","(2c_voc) vocational maturity certificate","97","0.370942465205055","0.314958515404254","0.426926415005857"
"Never","1986","no migration background","(3a) lower tertiary education","77","0.38276901442595","0.318830307248334","0.446707721603567"
"Never","1986","no migration background","(3b) higher tertiary education","122","0.336123187602037","0.290398668198244","0.381847707005831"
"Never","1986","direct migration background","(0) in school","1","","",""
"Never","1986","direct migration background","(1a) inadequately completed","562","0.726855063583735","0.695259806110052","0.758450321057418"
"Never","1986","direct migration background","(1b) general elementary school","507","0.664985438444664","0.633458309346108","0.696512567543219"
"Never","1986","direct migration background","(1c) basic vocational qualification","285","0.486219085713596","0.447034697804019","0.525403473623173"
"Never","1986","direct migration background","(2b) intermediate general qualification","13","","",""
"Never","1986","direct migration background","(2a) intermediate vocational","34","0.499892267500855","0.391671363080694","0.608113171921016"
"Never","1986","direct migration background","(2c_gen) general maturity certificate","40","0.314477873234622","0.22810201270867","0.400853733760573"
"Never","1986","direct migration background","(2c_voc) vocational maturity certificate","47","0.287181485237378","0.206896213789001","0.367466756685756"
"Never","1986","direct migration background","(3a) lower tertiary education","9","","",""
"Never","1986","direct migration background","(3b) higher tertiary education","23","","",""
"Never","1986","indirect migration background","(0) in school","2","","",""
"Never","1986","indirect migration background","(1a) inadequately completed","4","","",""
"Never","1986","indirect migration background","(1b) general elementary school","9","","",""
"Never","1986","indirect migration background","(1c) basic vocational qualification","13","","",""
"Never","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1986","indirect migration background","(2a) intermediate vocational","2","","",""
"Never","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1986","indirect migration background","(3b) higher tertiary education","1","","",""
"Daily","1987","no migration background","(0) in school","","","",""
"Daily","1987","no migration background","(1a) inadequately completed","","","",""
"Daily","1987","no migration background","(1b) general elementary school","","","",""
"Daily","1987","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1987","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1987","no migration background","(2a) intermediate vocational","","","",""
"Daily","1987","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1987","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1987","no migration background","(3a) lower tertiary education","","","",""
"Daily","1987","no migration background","(3b) higher tertiary education","","","",""
"Daily","1987","direct migration background","(0) in school","","","",""
"Daily","1987","direct migration background","(1a) inadequately completed","","","",""
"Daily","1987","direct migration background","(1b) general elementary school","","","",""
"Daily","1987","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1987","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1987","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1987","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1987","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1987","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1987","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1987","indirect migration background","(0) in school","","","",""
"Daily","1987","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1987","indirect migration background","(1b) general elementary school","","","",""
"Daily","1987","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1987","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1987","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1987","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1987","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1987","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1987","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","no migration background","(0) in school","","","",""
"Min 1x per week","1987","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1987","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1987","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","direct migration background","(0) in school","","","",""
"Min 1x per week","1987","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1987","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1987","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","indirect migration background","(0) in school","","","",""
"Min 1x per week","1987","indirect migration background","(1a) inadequately completed","","","",""
