"pli0091_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","1985","Not Employed","middle vocational","995","0.653668786583096","0.631071023143793","0.676266550022399","5"
"Never","1985","Not Employed","vocational + Abi","32","0.497583145537036","0.385905137464663","0.609261153609408","5"
"Rarely","1985","Employed","in school","2","","","","4"
"Rarely","1985","Not Employed","higher education","52","0.286389872822204","0.21380196359531","0.358977782049098","4"
"Rarely","1985","Employed","higher education","267","0.435271653006937","0.395633734412849","0.474909571601026","4"
"Rarely","1985","Employed","middle vocational","1387","0.412436575983637","0.395993406146292","0.428879745820983","4"
"Rarely","1985","Employed","inadequately","102","0.251646603234899","0.213684948415555","0.289608258054244","4"
"Rarely","1985","Employed","vocational + Abi","69","0.383257342095956","0.315019070026207","0.451495614165705","4"
"Rarely","1985","Employed","higher vocational","207","0.451349000795479","0.4051656976442","0.497532303946757","4"
"Rarely","1985","Employed","general elemantary","447","0.310555768072821","0.287362405373676","0.333749130771967","4"
"Rarely","1985","Not Employed","in school","41","0.210968192725999","0.15119900934782","0.270737376104177","4"
"Rarely","1985","Not Employed","inadequately","52","0.209785599271659","0.166379571172719","0.2531916273706","4"
"Rarely","1985","Not Employed","general elemantary","295","0.161935028302495","0.143396957100843","0.180473099504147","4"
"Rarely","1985","Not Employed","middle vocational","462","0.233123691702601","0.213042169327626","0.253205214077575","4"
"Rarely","1985","Not Employed","vocational + Abi","23","","","","4"
"Rarely","1985","Not Employed","higher vocational","37","0.193183078037737","0.13312573886534","0.253240417210134","4"
"Daily","1986","Not Employed","in school","","","","","1"
"Daily","1986","Not Employed","inadequately","","","","","1"
"Daily","1986","Not Employed","general elemantary","","","","","1"
"Daily","1986","Not Employed","middle vocational","","","","","1"
"Daily","1986","Not Employed","vocational + Abi","","","","","1"
"Daily","1986","Not Employed","higher vocational","","","","","1"
"Daily","1986","Not Employed","higher education","","","","","1"
"Daily","1986","Employed","in school","","","","","1"
"Daily","1986","Employed","inadequately","","","","","1"
"Daily","1986","Employed","general elemantary","","","","","1"
"Daily","1986","Employed","middle vocational","","","","","1"
"Daily","1986","Employed","vocational + Abi","","","","","1"
"Daily","1986","Employed","higher vocational","","","","","1"
"Daily","1986","Employed","higher education","","","","","1"
"Min 1x per month","1986","Not Employed","higher education","18","","","","3"
"Min 1x per month","1986","Employed","in school","","","","","3"
"Min 1x per month","1986","Employed","inadequately","33","0.100966069484039","0.0735229572432938","0.128409181724783","3"
"Min 1x per month","1986","Employed","general elemantary","230","0.162160229222942","0.143714829467196","0.180605628978689","3"
"Min 1x per month","1986","Not Employed","in school","70","0.406277283746401","0.334923747736315","0.477630819756488","3"
"Min 1x per month","1986","Not Employed","inadequately","19","","","","3"
"Min 1x per month","1986","Not Employed","general elemantary","123","0.0682409419064077","0.0548443802740065","0.0816375035388089","3"
"Min 1x per month","1986","Not Employed","middle vocational","159","0.0792331988570193","0.0660722484263329","0.0923941492877058","3"
"Min 1x per month","1986","Not Employed","vocational + Abi","11","","","","3"
"Min 1x per month","1986","Not Employed","higher vocational","21","","","","3"
"Min 1x per month","1986","Employed","middle vocational","595","0.176905379331986","0.164012469126036","0.189798289537935","3"
"Min 1x per month","1986","Employed","vocational + Abi","43","0.2153373875705","0.159067977709594","0.271606797431407","3"
"Min 1x per month","1986","Employed","higher vocational","64","0.174705782613202","0.138084706134949","0.211326859091455","3"
"Min 1x per month","1986","Employed","higher education","122","0.187031056668232","0.155856183421634","0.218205929914829","3"
"Min 1x per week","1986","Not Employed","in school","58","0.30374871381589","0.236936997860411","0.370560429771369","2"
"Min 1x per week","1986","Not Employed","inadequately","15","","","","2"
"Min 1x per week","1986","Not Employed","general elemantary","97","0.0477829313164488","0.0364504919577334","0.0591153706751643","2"
"Min 1x per week","1986","Not Employed","middle vocational","90","0.0481364808729861","0.0377065040795161","0.0585664576664561","2"
"Min 1x per week","1986","Not Employed","vocational + Abi","5","","","","2"
"Min 1x per week","1986","Not Employed","higher vocational","1","","","","2"
"Min 1x per week","1986","Not Employed","higher education","12","","","","2"
"Min 1x per week","1986","Employed","in school","4","","","","2"
"Min 1x per week","1986","Employed","inadequately","18","","","","2"
"Min 1x per week","1986","Employed","general elemantary","196","0.143952577253679","0.126385721079306","0.161519433428052","2"
"Min 1x per week","1986","Employed","middle vocational","362","0.107356817093936","0.0968973558125117","0.117816278375361","2"
"Min 1x per week","1986","Employed","vocational + Abi","18","","","","2"
"Min 1x per week","1986","Employed","higher vocational","30","0.0689371156236434","0.044503421852986","0.0933708093943009","2"
"Min 1x per week","1986","Employed","higher education","49","0.0876818312080964","0.0650698392336593","0.110293823182533","2"
"Never","1986","Employed","inadequately","315","0.54699787623261","0.501655890637757","0.592339861827462","5"
"Never","1986","Employed","general elemantary","651","0.382635396711445","0.358313421275132","0.406957372147758","5"
"Never","1986","Employed","middle vocational","1084","0.307919844691638","0.292322430879519","0.323517258503757","5"
"Never","1986","Employed","vocational + Abi","64","0.258990348003388","0.199021613727787","0.318959082278989","5"
"Never","1986","Employed","higher vocational","123","0.320464850405208","0.275458973397905","0.36547072741251","5"
"Never","1986","Employed","higher education","158","0.277836913291071","0.242025334266481","0.313648492315662","5"
"Never","1986","Not Employed","higher vocational","98","0.643630906468152","0.569881412444553","0.717380400491751","5"
"Never","1986","Not Employed","higher education","74","0.610592673668662","0.530672222696407","0.690513124640917","5"
"Never","1986","Employed","in school","","","","","5"
"Never","1986","Not Employed","in school","10","","","","5"
"Never","1986","Not Employed","inadequately","240","0.723352696069007","0.674416089777175","0.772289302360839","5"
"Never","1986","Not Employed","general elemantary","887","0.735105934465019","0.711662021131292","0.758549847798746","5"
"Never","1986","Not Employed","middle vocational","956","0.652675441239567","0.629476123426995","0.67587475905214","5"
"Never","1986","Not Employed","vocational + Abi","35","0.569075818784439","0.454691275801147","0.68346036176773","5"
"Rarely","1986","Employed","higher vocational","196","0.435892251357947","0.388068496420139","0.483716006295755","4"
"Rarely","1986","Employed","vocational + Abi","80","0.421714621581828","0.35411385889224","0.489315384271416","4"
"Rarely","1986","Employed","higher education","272","0.447450198832601","0.407697289222317","0.487203108442885","4"
"Rarely","1986","Not Employed","higher education","39","0.229116765073265","0.160235231589093","0.297998298557438","4"
"Rarely","1986","Employed","general elemantary","457","0.311251796811934","0.288082034196909","0.334421559426959","4"
"Rarely","1986","Employed","middle vocational","1324","0.40781795888244","0.391213820418225","0.424422097346656","4"
"Rarely","1986","Employed","in school","1","","","","4"
"Rarely","1986","Employed","inadequately","97","0.253947594940999","0.214300231224741","0.293594958657256","4"
"Rarely","1986","Not Employed","in school","44","0.235664291964648","0.174004598247241","0.297323985682056","4"
"Rarely","1986","Not Employed","inadequately","47","0.162396995843631","0.122050698626582","0.202743293060681","4"
"Rarely","1986","Not Employed","general elemantary","254","0.148870192312124","0.129958917604677","0.167781467019572","4"
"Rarely","1986","Not Employed","middle vocational","413","0.219954879030427","0.199771889509114","0.24013786855174","4"
"Rarely","1986","Not Employed","vocational + Abi","21","","","","4"
"Rarely","1986","Not Employed","higher vocational","42","0.223911988513782","0.159719421291252","0.288104555736312","4"
"Daily","1987","Not Employed","in school","","","","","1"
"Daily","1987","Not Employed","inadequately","","","","","1"
"Daily","1987","Not Employed","general elemantary","","","","","1"
"Daily","1987","Not Employed","middle vocational","","","","","1"
"Daily","1987","Not Employed","vocational + Abi","","","","","1"
"Daily","1987","Not Employed","higher vocational","","","","","1"
"Daily","1987","Not Employed","higher education","","","","","1"
"Daily","1987","Employed","in school","","","","","1"
"Daily","1987","Employed","inadequately","","","","","1"
"Daily","1987","Employed","general elemantary","","","","","1"
"Daily","1987","Employed","middle vocational","","","","","1"
"Daily","1987","Employed","vocational + Abi","","","","","1"
"Daily","1987","Employed","higher vocational","","","","","1"
"Daily","1987","Employed","higher education","","","","","1"
"Min 1x per month","1987","Not Employed","in school","","","","","3"
"Min 1x per month","1987","Not Employed","inadequately","","","","","3"
"Min 1x per month","1987","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1987","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1987","Employed","higher vocational","","","","","3"
"Min 1x per month","1987","Employed","higher education","","","","","3"
"Min 1x per month","1987","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1987","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1987","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1987","Not Employed","higher education","","","","","3"
"Min 1x per month","1987","Employed","in school","","","","","3"
"Min 1x per month","1987","Employed","inadequately","","","","","3"
"Min 1x per month","1987","Employed","general elemantary","","","","","3"
"Min 1x per month","1987","Employed","middle vocational","","","","","3"
"Min 1x per week","1987","Not Employed","in school","","","","","2"
"Min 1x per week","1987","Not Employed","inadequately","","","","","2"
"Min 1x per week","1987","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1987","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1987","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1987","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1987","Not Employed","higher education","","","","","2"
"Min 1x per week","1987","Employed","in school","","","","","2"
"Min 1x per week","1987","Employed","inadequately","","","","","2"
"Min 1x per week","1987","Employed","general elemantary","","","","","2"
"Min 1x per week","1987","Employed","middle vocational","","","","","2"
"Min 1x per week","1987","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1987","Employed","higher vocational","","","","","2"
"Min 1x per week","1987","Employed","higher education","","","","","2"
"Never","1987","Not Employed","in school","","","","","5"
"Never","1987","Not Employed","inadequately","","","","","5"
"Never","1987","Not Employed","general elemantary","","","","","5"
"Never","1987","Not Employed","middle vocational","","","","","5"
"Never","1987","Not Employed","vocational + Abi","","","","","5"
"Never","1987","Not Employed","higher vocational","","","","","5"
"Never","1987","Not Employed","higher education","","","","","5"
"Never","1987","Employed","in school","","","","","5"
"Never","1987","Employed","inadequately","","","","","5"
"Never","1987","Employed","general elemantary","","","","","5"
"Never","1987","Employed","middle vocational","","","","","5"
"Never","1987","Employed","vocational + Abi","","","","","5"
"Never","1987","Employed","higher vocational","","","","","5"
"Never","1987","Employed","higher education","","","","","5"
"Rarely","1987","Not Employed","in school","","","","","4"
"Rarely","1987","Not Employed","inadequately","","","","","4"
"Rarely","1987","Not Employed","vocational + Abi","","","","","4"
"Rarely","1987","Employed","general elemantary","","","","","4"
"Rarely","1987","Employed","in school","","","","","4"
"Rarely","1987","Not Employed","general elemantary","","","","","4"
"Rarely","1987","Not Employed","middle vocational","","","","","4"
"Rarely","1987","Not Employed","higher vocational","","","","","4"
"Rarely","1987","Not Employed","higher education","","","","","4"
"Rarely","1987","Employed","inadequately","","","","","4"
"Rarely","1987","Employed","vocational + Abi","","","","","4"
"Rarely","1987","Employed","higher vocational","","","","","4"
"Rarely","1987","Employed","higher education","","","","","4"
"Rarely","1987","Employed","middle vocational","","","","","4"
"Daily","1988","Not Employed","in school","","","","","1"
"Daily","1988","Not Employed","inadequately","","","","","1"
"Daily","1988","Not Employed","general elemantary","","","","","1"
"Daily","1988","Not Employed","middle vocational","","","","","1"
"Daily","1988","Not Employed","vocational + Abi","","","","","1"
"Daily","1988","Not Employed","higher vocational","","","","","1"
"Daily","1988","Not Employed","higher education","","","","","1"
"Daily","1988","Employed","in school","","","","","1"
"Daily","1988","Employed","inadequately","","","","","1"
"Daily","1988","Employed","general elemantary","","","","","1"
"Daily","1988","Employed","middle vocational","","","","","1"
"Daily","1988","Employed","vocational + Abi","","","","","1"
"Daily","1988","Employed","higher vocational","","","","","1"
"Daily","1988","Employed","higher education","","","","","1"
"Min 1x per month","1988","Not Employed","in school","57","0.394617252446616","0.317170104369166","0.472064400524066","3"
"Min 1x per month","1988","Not Employed","inadequately","17","","","","3"
"Min 1x per month","1988","Not Employed","general elemantary","112","0.0635871344148123","0.0497751266984835","0.0773991421311411","3"
"Min 1x per month","1988","Not Employed","middle vocational","132","0.0726693685250795","0.0594972182904099","0.085841518759749","3"
"Min 1x per month","1988","Not Employed","vocational + Abi","13","","","","3"
"Min 1x per month","1988","Not Employed","higher vocational","17","","","","3"
"Min 1x per month","1988","Not Employed","higher education","17","","","","3"
"Min 1x per month","1988","Employed","in school","2","","","","3"
"Min 1x per month","1988","Employed","inadequately","31","0.134683643023969","0.101311818709347","0.16805546733859","3"
"Min 1x per month","1988","Employed","general elemantary","239","0.160326954683752","0.14186346966571","0.178790439701794","3"
"Min 1x per month","1988","Employed","middle vocational","628","0.194899945547041","0.181205137741216","0.208594753352867","3"
"Min 1x per month","1988","Employed","vocational + Abi","47","0.269237892182194","0.207609951815269","0.33086583254912","3"
"Min 1x per month","1988","Employed","higher vocational","59","0.162500932002549","0.125698668293596","0.199303195711501","3"
"Min 1x per month","1988","Employed","higher education","124","0.227502585106472","0.193056993900452","0.261948176312491","3"
"Min 1x per week","1988","Not Employed","in school","56","0.374392333337547","0.29770619297219","0.451078473702903","2"
"Min 1x per week","1988","Not Employed","inadequately","7","","","","2"
"Min 1x per week","1988","Not Employed","general elemantary","81","0.0392473489491731","0.0282560389077894","0.0502386589905568","2"
"Min 1x per week","1988","Not Employed","middle vocational","88","0.0486267701831772","0.0377129484652636","0.0595405919010907","2"
"Min 1x per week","1988","Not Employed","vocational + Abi","4","","","","2"
"Min 1x per week","1988","Not Employed","higher vocational","3","","","","2"
"Min 1x per week","1988","Not Employed","higher education","5","","","","2"
"Min 1x per week","1988","Employed","in school","3","","","","2"
"Min 1x per week","1988","Employed","inadequately","18","","","","2"
"Min 1x per week","1988","Employed","general elemantary","199","0.129261686397005","0.112379292201153","0.146144080592857","2"
"Min 1x per week","1988","Employed","middle vocational","296","0.0940685156147229","0.0839761034844273","0.104160927745018","2"
"Min 1x per week","1988","Employed","vocational + Abi","20","","","","2"
"Min 1x per week","1988","Employed","higher vocational","22","","","","2"
"Min 1x per week","1988","Employed","higher education","45","0.0786938715836958","0.0565698336731687","0.100817909494223","2"
"Never","1988","Employed","general elemantary","650","0.412172353650192","0.387402711428216","0.436941995872168","5"
"Never","1988","Employed","middle vocational","1022","0.296321387177566","0.280534597260695","0.312108177094437","5"
"Never","1988","Employed","vocational + Abi","66","0.235965301302591","0.176972072513416","0.294958530091766","5"
"Never","1988","Employed","higher vocational","106","0.277712500628767","0.233033113987435","0.322391887270099","5"
"Never","1988","Not Employed","in school","9","","","","5"
"Never","1988","Not Employed","inadequately","242","0.722965591117898","0.672323324602451","0.773607857633346","5"
"Never","1988","Not Employed","general elemantary","796","0.752104016788444","0.727663397932019","0.776544635644869","5"
"Never","1988","Not Employed","middle vocational","887","0.64567076439309","0.621400599093702","0.669940929692479","5"
"Never","1988","Employed","higher education","140","0.236296581415707","0.201391950954947","0.271201211876466","5"
"Never","1988","Not Employed","vocational + Abi","38","0.506652642157586","0.390360471781679","0.622944812533494","5"
"Never","1988","Not Employed","higher vocational","89","0.663520614592028","0.587652132006853","0.739389097177203","5"
"Never","1988","Not Employed","higher education","73","0.636183327669108","0.553482690573146","0.71888396476507","5"
"Never","1988","Employed","in school","","","","","5"
"Never","1988","Employed","inadequately","272","0.528866519643525","0.480070984463704","0.577662054823345","5"
"Rarely","1988","Employed","general elemantary","429","0.298239005269051","0.275217583871324","0.321260426666777","4"
"Rarely","1988","Not Employed","in school","31","0.191617439409454","0.129254244009541","0.253980634809366","4"
"Rarely","1988","Not Employed","inadequately","34","0.165094602443687","0.12308268190225","0.207106522985124","4"
"Rarely","1988","Not Employed","general elemantary","210","0.145061499847571","0.125128070613179","0.164994929081962","4"
"Rarely","1988","Not Employed","middle vocational","385","0.233033096898653","0.211581442356135","0.254484751441172","4"
"Rarely","1988","Not Employed","vocational + Abi","16","","","","4"
"Rarely","1988","Not Employed","higher vocational","40","0.220713809583161","0.1541224011655","0.287305218000822","4"
"Rarely","1988","Not Employed","higher education","35","0.241820718280565","0.168215411937769","0.315426024623361","4"
"Rarely","1988","Employed","in school","3","","","","4"
"Rarely","1988","Employed","inadequately","81","0.254940900815539","0.212336919653222","0.297544881977855","4"
"Rarely","1988","Employed","middle vocational","1268","0.41471015166067","0.397677471793915","0.431742831527425","4"
"Rarely","1988","Employed","vocational + Abi","66","0.371013785446151","0.303896073994383","0.43813149689792","4"
"Rarely","1988","Employed","higher vocational","199","0.501699988198979","0.451820506411393","0.551579469986565","4"
"Rarely","1988","Employed","higher education","260","0.457506961894126","0.416572612139448","0.498441311648803","4"
"Daily","1989","Not Employed","in school","","","","","1"
"Daily","1989","Not Employed","inadequately","","","","","1"
"Daily","1989","Not Employed","general elemantary","","","","","1"
"Daily","1989","Not Employed","middle vocational","","","","","1"
"Daily","1989","Not Employed","vocational + Abi","","","","","1"
"Daily","1989","Not Employed","higher vocational","","","","","1"
"Daily","1989","Not Employed","higher education","","","","","1"
"Daily","1989","Employed","in school","","","","","1"
"Daily","1989","Employed","inadequately","","","","","1"
"Daily","1989","Employed","general elemantary","","","","","1"
"Daily","1989","Employed","middle vocational","","","","","1"
"Daily","1989","Employed","vocational + Abi","","","","","1"
"Daily","1989","Employed","higher vocational","","","","","1"
"Daily","1989","Employed","higher education","","","","","1"
"Min 1x per month","1989","Not Employed","in school","","","","","3"
"Min 1x per month","1989","Not Employed","inadequately","","","","","3"
"Min 1x per month","1989","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1989","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1989","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1989","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1989","Not Employed","higher education","","","","","3"
"Min 1x per month","1989","Employed","in school","","","","","3"
"Min 1x per month","1989","Employed","inadequately","","","","","3"
"Min 1x per month","1989","Employed","general elemantary","","","","","3"
"Min 1x per month","1989","Employed","middle vocational","","","","","3"
"Min 1x per month","1989","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1989","Employed","higher vocational","","","","","3"
"Min 1x per month","1989","Employed","higher education","","","","","3"
"Min 1x per week","1989","Not Employed","in school","","","","","2"
"Min 1x per week","1989","Not Employed","inadequately","","","","","2"
"Min 1x per week","1989","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1989","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1989","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1989","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1989","Not Employed","higher education","","","","","2"
"Min 1x per week","1989","Employed","in school","","","","","2"
"Min 1x per week","1989","Employed","inadequately","","","","","2"
"Min 1x per week","1989","Employed","general elemantary","","","","","2"
"Min 1x per week","1989","Employed","middle vocational","","","","","2"
"Min 1x per week","1989","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1989","Employed","higher vocational","","","","","2"
"Min 1x per week","1989","Employed","higher education","","","","","2"
"Never","1989","Not Employed","in school","","","","","5"
"Never","1989","Not Employed","inadequately","","","","","5"
"Never","1989","Not Employed","general elemantary","","","","","5"
"Never","1989","Not Employed","middle vocational","","","","","5"
"Never","1989","Not Employed","vocational + Abi","","","","","5"
"Never","1989","Not Employed","higher vocational","","","","","5"
"Never","1989","Not Employed","higher education","","","","","5"
"Never","1989","Employed","in school","","","","","5"
"Never","1989","Employed","inadequately","","","","","5"
"Never","1989","Employed","general elemantary","","","","","5"
"Never","1989","Employed","middle vocational","","","","","5"
"Never","1989","Employed","vocational + Abi","","","","","5"
"Never","1989","Employed","higher vocational","","","","","5"
"Never","1989","Employed","higher education","","","","","5"
"Rarely","1989","Not Employed","in school","","","","","4"
"Rarely","1989","Not Employed","inadequately","","","","","4"
"Rarely","1989","Not Employed","general elemantary","","","","","4"
"Rarely","1989","Not Employed","middle vocational","","","","","4"
"Rarely","1989","Not Employed","vocational + Abi","","","","","4"
"Rarely","1989","Not Employed","higher vocational","","","","","4"
"Rarely","1989","Not Employed","higher education","","","","","4"
"Rarely","1989","Employed","in school","","","","","4"
"Rarely","1989","Employed","inadequately","","","","","4"
"Rarely","1989","Employed","general elemantary","","","","","4"
"Rarely","1989","Employed","middle vocational","","","","","4"
"Rarely","1989","Employed","vocational + Abi","","","","","4"
"Rarely","1989","Employed","higher vocational","","","","","4"
"Rarely","1989","Employed","higher education","","","","","4"
"Daily","1990","Not Employed","in school","1","","","","1"
"Daily","1990","Not Employed","inadequately","","","","","1"
"Daily","1990","Not Employed","general elemantary","1","","","","1"
"Daily","1990","Not Employed","middle vocational","","","","","1"
"Daily","1990","Not Employed","vocational + Abi","","","","","1"
"Daily","1990","Not Employed","higher vocational","","","","","1"
"Daily","1990","Not Employed","higher education","","","","","1"
"Daily","1990","Employed","in school","","","","","1"
"Daily","1990","Employed","inadequately","1","","","","1"
"Daily","1990","Employed","general elemantary","4","","","","1"
"Daily","1990","Employed","middle vocational","4","","","","1"
"Daily","1990","Employed","vocational + Abi","","","","","1"
"Daily","1990","Employed","higher vocational","1","","","","1"
"Daily","1990","Employed","higher education","","","","","1"
"Min 1x per month","1990","Not Employed","in school","61","0.465848603299536","0.385209812520877","0.546487394078196","3"
"Min 1x per month","1990","Not Employed","inadequately","12","","","","3"
"Min 1x per month","1990","Not Employed","general elemantary","75","0.0394690357287848","0.0278888074318483","0.0510492640257213","3"
"Min 1x per month","1990","Not Employed","middle vocational","116","0.0658600488348162","0.0529636620641371","0.0787564356054953","3"
"Min 1x per month","1990","Not Employed","vocational + Abi","16","","","","3"
"Min 1x per month","1990","Not Employed","higher vocational","7","","","","3"
"Min 1x per month","1990","Not Employed","higher education","14","","","","3"
"Min 1x per month","1990","Employed","in school","9","","","","3"
"Min 1x per month","1990","Employed","inadequately","24","","","","3"
"Min 1x per month","1990","Employed","general elemantary","230","0.170751306443148","0.150948156488185","0.190554456398111","3"
"Min 1x per month","1990","Employed","middle vocational","540","0.168026607556506","0.15492397786815","0.181129237244862","3"
"Min 1x per month","1990","Employed","vocational + Abi","49","0.303845404457057","0.241641502676121","0.366049306237993","3"
"Min 1x per month","1990","Employed","higher vocational","60","0.164463808500455","0.126994819655361","0.201932797345549","3"
"Min 1x per month","1990","Employed","higher education","108","0.202545600015547","0.169406691276005","0.235684508755089","3"
"Min 1x per week","1990","Not Employed","in school","38","0.303277101606116","0.228968467882141","0.377585735330091","2"
"Min 1x per week","1990","Not Employed","inadequately","3","","","","2"
"Min 1x per week","1990","Not Employed","general elemantary","35","0.0252019401051974","0.0158799745469984","0.0345239056633964","2"
"Min 1x per week","1990","Not Employed","middle vocational","42","0.0225110257357614","0.014798357897315","0.0302236935742078","2"
"Min 1x per week","1990","Not Employed","vocational + Abi","3","","","","2"
"Min 1x per week","1990","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1990","Not Employed","higher education","6","","","","2"
"Min 1x per week","1990","Employed","in school","3","","","","2"
"Min 1x per week","1990","Employed","inadequately","14","","","","2"
"Min 1x per week","1990","Employed","general elemantary","139","0.0959512032116879","0.0804512277980974","0.111451178625278","2"
"Min 1x per week","1990","Employed","middle vocational","199","0.0584042480899332","0.0501861904572447","0.0666223057226217","2"
"Min 1x per week","1990","Employed","vocational + Abi","17","","","","2"
"Min 1x per week","1990","Employed","higher vocational","9","","","","2"
"Min 1x per week","1990","Employed","higher education","20","","","","2"
"Never","1990","Not Employed","in school","16","","","","5"
"Never","1990","Not Employed","inadequately","226","0.795536633498681","0.747340766613336","0.843732500384025","5"
"Never","1990","Not Employed","general elemantary","814","0.810937349544724","0.787649483140838","0.83422521594861","5"
"Never","1990","Not Employed","middle vocational","931","0.6995008143004","0.675662979046208","0.723338649554593","5"
"Never","1990","Not Employed","vocational + Abi","46","0.567547878822831","0.462228352684814","0.672867404960849","5"
