"pli0091_h","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1986","Not Employed","Not Working","282","0.0554644162212724","0.0482782166637252","0.0626506157788195","2"
"Min 1x per week","1986","Employed","Full Time","479","0.106681430956476","0.0979834615263786","0.115379400386573","2"
"Min 1x per week","1986","Employed","Part Time","209","0.122638270121168","0.107576491638175","0.137700048604161","2"
"Min 1x per week","1986","Employed","Not Working","","","","","2"
"Never","1986","Not Employed","Full Time","","","","","5"
"Never","1986","Not Employed","Part Time","","","","","5"
"Never","1986","Not Employed","Not Working","2319","0.659482270232829","0.644603935853597","0.674360604612061","5"
"Never","1986","Employed","Full Time","1757","0.318453727700113","0.305327464088992","0.331579991311234","5"
"Never","1986","Employed","Part Time","666","0.33818460413177","0.31646163155692","0.35990757670662","5"
"Never","1986","Employed","Not Working","","","","","5"
"Rarely","1986","Employed","Full Time","1813","0.400437352155542","0.386631765862154","0.414242938448931","4"
"Rarely","1986","Not Employed","Part Time","","","","","4"
"Rarely","1986","Not Employed","Full Time","","","","","4"
"Rarely","1986","Not Employed","Not Working","870","0.194257346682612","0.181835968300009","0.206678725065215","4"
"Rarely","1986","Employed","Part Time","638","0.366122652651947","0.344002413360611","0.388242891943282","4"
"Rarely","1986","Employed","Not Working","","","","","4"
"Daily","1987","Not Employed","Full Time","","","","","1"
"Daily","1987","Not Employed","Part Time","","","","","1"
"Daily","1987","Not Employed","Not Working","","","","","1"
"Daily","1987","Employed","Full Time","","","","","1"
"Daily","1987","Employed","Part Time","","","","","1"
"Daily","1987","Employed","Not Working","","","","","1"
"Min 1x per month","1987","Not Employed","Full Time","","","","","3"
"Min 1x per month","1987","Not Employed","Not Working","","","","","3"
"Min 1x per month","1987","Not Employed","Part Time","","","","","3"
"Min 1x per month","1987","Employed","Full Time","","","","","3"
"Min 1x per month","1987","Employed","Part Time","","","","","3"
"Min 1x per month","1987","Employed","Not Working","","","","","3"
"Min 1x per week","1987","Not Employed","Part Time","","","","","2"
"Min 1x per week","1987","Not Employed","Full Time","","","","","2"
"Min 1x per week","1987","Employed","Full Time","","","","","2"
"Min 1x per week","1987","Not Employed","Not Working","","","","","2"
"Min 1x per week","1987","Employed","Part Time","","","","","2"
"Min 1x per week","1987","Employed","Not Working","","","","","2"
"Never","1987","Not Employed","Full Time","","","","","5"
"Never","1987","Not Employed","Part Time","","","","","5"
"Never","1987","Not Employed","Not Working","","","","","5"
"Never","1987","Employed","Part Time","","","","","5"
"Never","1987","Employed","Full Time","","","","","5"
"Never","1987","Employed","Not Working","","","","","5"
"Rarely","1987","Not Employed","Full Time","","","","","4"
"Rarely","1987","Not Employed","Part Time","","","","","4"
"Rarely","1987","Not Employed","Not Working","","","","","4"
"Rarely","1987","Employed","Full Time","","","","","4"
"Rarely","1987","Employed","Part Time","","","","","4"
"Rarely","1987","Employed","Not Working","","","","","4"
"Daily","1988","Not Employed","Full Time","","","","","1"
"Daily","1988","Not Employed","Part Time","","","","","1"
"Daily","1988","Not Employed","Not Working","","","","","1"
"Daily","1988","Employed","Full Time","","","","","1"
"Daily","1988","Employed","Part Time","","","","","1"
"Daily","1988","Employed","Not Working","","","","","1"
"Min 1x per month","1988","Not Employed","Full Time","","","","","3"
"Min 1x per month","1988","Not Employed","Part Time","","","","","3"
"Min 1x per month","1988","Not Employed","Not Working","376","0.0856458483902814","0.0764261187037906","0.0948655780767722","3"
"Min 1x per month","1988","Employed","Full Time","840","0.200730745964672","0.189113957317083","0.212347534612261","3"
"Min 1x per month","1988","Employed","Part Time","310","0.169932254879842","0.152710654927106","0.187153854832579","3"
"Min 1x per month","1988","Employed","Not Working","","","","","3"
"Min 1x per week","1988","Not Employed","Part Time","","","","","2"
"Min 1x per week","1988","Not Employed","Full Time","","","","","2"
"Min 1x per week","1988","Not Employed","Not Working","246","0.0542690832121643","0.0468051482661034","0.0617330181582253","2"
"Min 1x per week","1988","Employed","Full Time","442","0.100225830094173","0.0915164112448482","0.108935248943498","2"
"Min 1x per week","1988","Employed","Part Time","177","0.0941981028834442","0.0808039112407749","0.107592294526114","2"
"Min 1x per week","1988","Employed","Not Working","","","","","2"
"Never","1988","Not Employed","Full Time","","","","","5"
"Never","1988","Not Employed","Part Time","","","","","5"
"Never","1988","Not Employed","Not Working","2158","0.66112169299268","0.645527230940341","0.676716155045018","5"
"Never","1988","Employed","Part Time","663","0.336762977625628","0.31509215646092","0.358433798790336","5"
"Never","1988","Employed","Full Time","1628","0.301477704850641","0.288168554796891","0.31478685490439","5"
"Never","1988","Employed","Not Working","","","","","5"
"Rarely","1988","Not Employed","Part Time","","","","","4"
"Rarely","1988","Not Employed","Full Time","","","","","4"
"Rarely","1988","Not Employed","Not Working","759","0.198963375404875","0.185810504234153","0.212116246575596","4"
"Rarely","1988","Employed","Full Time","1657","0.397565719090515","0.383372141101327","0.411759297079702","4"
"Rarely","1988","Employed","Part Time","677","0.399106664611086","0.376651202286325","0.421562126935847","4"
"Rarely","1988","Employed","Not Working","","","","","4"
"Daily","1989","Not Employed","Full Time","","","","","1"
"Daily","1989","Not Employed","Part Time","","","","","1"
"Daily","1989","Not Employed","Not Working","","","","","1"
"Daily","1989","Employed","Full Time","","","","","1"
"Daily","1989","Employed","Part Time","","","","","1"
"Daily","1989","Employed","Not Working","","","","","1"
"Min 1x per month","1989","Not Employed","Part Time","","","","","3"
"Min 1x per month","1989","Not Employed","Full Time","","","","","3"
"Min 1x per month","1989","Not Employed","Not Working","","","","","3"
"Min 1x per month","1989","Employed","Full Time","","","","","3"
"Min 1x per month","1989","Employed","Part Time","","","","","3"
"Min 1x per month","1989","Employed","Not Working","","","","","3"
"Min 1x per week","1989","Not Employed","Full Time","","","","","2"
"Min 1x per week","1989","Not Employed","Not Working","","","","","2"
"Min 1x per week","1989","Not Employed","Part Time","","","","","2"
"Min 1x per week","1989","Employed","Full Time","","","","","2"
"Min 1x per week","1989","Employed","Part Time","","","","","2"
"Min 1x per week","1989","Employed","Not Working","","","","","2"
"Never","1989","Not Employed","Full Time","","","","","5"
"Never","1989","Not Employed","Part Time","","","","","5"
"Never","1989","Not Employed","Not Working","","","","","5"
"Never","1989","Employed","Full Time","","","","","5"
"Never","1989","Employed","Part Time","","","","","5"
"Never","1989","Employed","Not Working","","","","","5"
"Rarely","1989","Not Employed","Full Time","","","","","4"
"Rarely","1989","Not Employed","Part Time","","","","","4"
"Rarely","1989","Not Employed","Not Working","","","","","4"
"Rarely","1989","Employed","Full Time","","","","","4"
"Rarely","1989","Employed","Part Time","","","","","4"
"Rarely","1989","Employed","Not Working","","","","","4"
"Daily","1990","Not Employed","Full Time","","","","","1"
"Daily","1990","Not Employed","Part Time","","","","","1"
"Daily","1990","Not Employed","Not Working","2","","","","1"
"Daily","1990","Employed","Full Time","8","","","","1"
"Daily","1990","Employed","Part Time","2","","","","1"
"Daily","1990","Employed","Not Working","","","","","1"
"Min 1x per month","1990","Not Employed","Full Time","","","","","3"
"Min 1x per month","1990","Not Employed","Part Time","","","","","3"
"Min 1x per month","1990","Not Employed","Not Working","311","0.0726019241321435","0.0637940225372166","0.0814098257270703","3"
"Min 1x per month","1990","Employed","Full Time","722","0.171719614023173","0.160607668747167","0.18283155929918","3"
"Min 1x per month","1990","Employed","Part Time","317","0.192649772851125","0.174033415931242","0.211266129771009","3"
"Min 1x per month","1990","Employed","Not Working","","","","","3"
"Min 1x per week","1990","Not Employed","Full Time","","","","","2"
"Min 1x per week","1990","Not Employed","Part Time","","","","","2"
"Min 1x per week","1990","Not Employed","Not Working","138","0.0332521789254322","0.0271661789175732","0.0393381789332912","2"
"Min 1x per week","1990","Employed","Full Time","283","0.0613233140700123","0.0542542441417591","0.0683923839982655","2"
"Min 1x per week","1990","Employed","Part Time","127","0.0667655316504179","0.0549826639478848","0.0785483993529511","2"
"Min 1x per week","1990","Employed","Not Working","","","","","2"
"Never","1990","Not Employed","Full Time","","","","","5"
"Never","1990","Not Employed","Part Time","","","","","5"
"Never","1990","Not Employed","Not Working","2232","0.710226313369449","0.694827291150739","0.725625335588158","5"
"Never","1990","Employed","Full Time","1827","0.35536182753282","0.341259693104779","0.369463961960861","5"
"Never","1990","Employed","Part Time","669","0.357531034889097","0.334907398606066","0.380154671172128","5"
"Never","1990","Employed","Not Working","","","","","5"
"Rarely","1990","Not Employed","Full Time","","","","","4"
"Rarely","1990","Not Employed","Not Working","651","0.183450695093561","0.170313090676104","0.196588299511017","4"
"Rarely","1990","Not Employed","Part Time","","","","","4"
"Rarely","1990","Employed","Full Time","1585","0.410342067753947","0.395848859008935","0.42483527649896","4"
"Rarely","1990","Employed","Part Time","609","0.381277135016719","0.358350098432934","0.404204171600505","4"
"Rarely","1990","Employed","Not Working","","","","","4"
"Daily","1991","Not Employed","Full Time","","","","","1"
"Daily","1991","Not Employed","Part Time","","","","","1"
"Daily","1991","Not Employed","Not Working","","","","","1"
"Daily","1991","Employed","Full Time","","","","","1"
"Daily","1991","Employed","Part Time","","","","","1"
"Daily","1991","Employed","Not Working","","","","","1"
"Min 1x per month","1991","Not Employed","Full Time","","","","","3"
"Min 1x per month","1991","Not Employed","Part Time","","","","","3"
"Min 1x per month","1991","Not Employed","Not Working","","","","","3"
"Min 1x per month","1991","Employed","Full Time","","","","","3"
"Min 1x per month","1991","Employed","Part Time","","","","","3"
"Min 1x per month","1991","Employed","Not Working","","","","","3"
"Min 1x per week","1991","Not Employed","Full Time","","","","","2"
"Min 1x per week","1991","Not Employed","Part Time","","","","","2"
"Min 1x per week","1991","Not Employed","Not Working","","","","","2"
"Min 1x per week","1991","Employed","Full Time","","","","","2"
"Min 1x per week","1991","Employed","Part Time","","","","","2"
"Min 1x per week","1991","Employed","Not Working","","","","","2"
"Never","1991","Not Employed","Full Time","","","","","5"
"Never","1991","Not Employed","Part Time","","","","","5"
"Never","1991","Not Employed","Not Working","","","","","5"
"Never","1991","Employed","Full Time","","","","","5"
"Never","1991","Employed","Part Time","","","","","5"
"Never","1991","Employed","Not Working","","","","","5"
"Rarely","1991","Not Employed","Full Time","","","","","4"
"Rarely","1991","Not Employed","Part Time","","","","","4"
"Rarely","1991","Not Employed","Not Working","","","","","4"
"Rarely","1991","Employed","Part Time","","","","","4"
"Rarely","1991","Employed","Full Time","","","","","4"
"Rarely","1991","Employed","Not Working","","","","","4"
"Daily","1992","Not Employed","Full Time","","","","","1"
"Daily","1992","Not Employed","Part Time","","","","","1"
"Daily","1992","Not Employed","Not Working","","","","","1"
"Daily","1992","Employed","Full Time","","","","","1"
"Daily","1992","Employed","Part Time","","","","","1"
"Daily","1992","Employed","Not Working","","","","","1"
"Min 1x per month","1992","Not Employed","Part Time","","","","","3"
"Min 1x per month","1992","Not Employed","Full Time","","","","","3"
"Min 1x per month","1992","Not Employed","Not Working","394","0.0751093908663842","0.0671335879614433","0.0830851937713252","3"
"Min 1x per month","1992","Employed","Full Time","1106","0.187041843007281","0.177596945733797","0.196486740280766","3"
"Min 1x per month","1992","Employed","Part Time","357","0.152195199949367","0.138083346553917","0.166307053344816","3"
"Min 1x per month","1992","Employed","Not Working","","","","","3"
"Min 1x per week","1992","Not Employed","Full Time","","","","","2"
"Min 1x per week","1992","Not Employed","Part Time","","","","","2"
"Min 1x per week","1992","Not Employed","Not Working","247","0.042342606482541","0.0362489778169807","0.0484362351481014","2"
"Min 1x per week","1992","Employed","Full Time","576","0.0898123615308972","0.0828872419022347","0.0967374811595596","2"
"Min 1x per week","1992","Employed","Not Working","","","","","2"
"Min 1x per week","1992","Employed","Part Time","247","0.109850208780311","0.0975654217137987","0.122134995846823","2"
"Never","1992","Not Employed","Full Time","","","","","5"
"Never","1992","Not Employed","Part Time","","","","","5"
"Never","1992","Not Employed","Not Working","2583","0.667312576932656","0.653054368633885","0.681570785231427","5"
"Never","1992","Employed","Full Time","1945","0.27388968939634","0.263088218514005","0.284691160278676","5"
"Never","1992","Employed","Part Time","792","0.295314003398704","0.277392456876577","0.313235549920831","5"
"Never","1992","Employed","Not Working","","","","","5"
"Rarely","1992","Not Employed","Full Time","","","","","4"
"Rarely","1992","Not Employed","Part Time","","","","","4"
"Rarely","1992","Employed","Full Time","2921","0.449256106065481","0.437208088408326","0.461304123722636","4"
"Rarely","1992","Not Employed","Not Working","971","0.215235425718419","0.202798624862722","0.227672226574115","4"
"Rarely","1992","Employed","Part Time","1093","0.442640587871618","0.423127368390551","0.462153807352686","4"
"Rarely","1992","Employed","Not Working","","","","","4"
"Daily","1993","Not Employed","Full Time","","","","","1"
"Daily","1993","Not Employed","Part Time","","","","","1"
"Daily","1993","Not Employed","Not Working","","","","","1"
"Daily","1993","Employed","Full Time","","","","","1"
"Daily","1993","Employed","Part Time","","","","","1"
"Daily","1993","Employed","Not Working","","","","","1"
"Min 1x per month","1993","Not Employed","Full Time","","","","","3"
"Min 1x per month","1993","Not Employed","Part Time","","","","","3"
"Min 1x per month","1993","Not Employed","Not Working","","","","","3"
"Min 1x per month","1993","Employed","Full Time","","","","","3"
"Min 1x per month","1993","Employed","Part Time","","","","","3"
"Min 1x per month","1993","Employed","Not Working","","","","","3"
"Min 1x per week","1993","Not Employed","Full Time","","","","","2"
"Min 1x per week","1993","Not Employed","Part Time","","","","","2"
"Min 1x per week","1993","Not Employed","Not Working","","","","","2"
"Min 1x per week","1993","Employed","Full Time","","","","","2"
"Min 1x per week","1993","Employed","Part Time","","","","","2"
"Min 1x per week","1993","Employed","Not Working","","","","","2"
"Never","1993","Not Employed","Full Time","","","","","5"
"Never","1993","Not Employed","Part Time","","","","","5"
"Never","1993","Not Employed","Not Working","","","","","5"
"Never","1993","Employed","Full Time","","","","","5"
"Never","1993","Employed","Part Time","","","","","5"
"Never","1993","Employed","Not Working","","","","","5"
"Rarely","1993","Not Employed","Part Time","","","","","4"
"Rarely","1993","Not Employed","Full Time","","","","","4"
"Rarely","1993","Not Employed","Not Working","","","","","4"
"Rarely","1993","Employed","Full Time","","","","","4"
"Rarely","1993","Employed","Part Time","","","","","4"
"Rarely","1993","Employed","Not Working","","","","","4"
"Daily","1994","Not Employed","Full Time","","","","","1"
"Daily","1994","Not Employed","Part Time","","","","","1"
"Daily","1994","Not Employed","Not Working","","","","","1"
"Daily","1994","Employed","Full Time","","","","","1"
"Daily","1994","Employed","Part Time","","","","","1"
"Daily","1994","Employed","Not Working","","","","","1"
"Min 1x per month","1994","Not Employed","Full Time","","","","","3"
"Min 1x per month","1994","Not Employed","Part Time","","","","","3"
"Min 1x per month","1994","Not Employed","Not Working","400","0.0755479705340368","0.0678445354222536","0.0832514056458201","3"
"Min 1x per month","1994","Employed","Part Time","379","0.169306463421089","0.154166477042687","0.184446449799492","3"
"Min 1x per month","1994","Employed","Full Time","1078","0.189173745150447","0.179212300487561","0.199135189813332","3"
"Min 1x per month","1994","Employed","Not Working","","","","","3"
"Min 1x per week","1994","Not Employed","Full Time","","","","","2"
"Min 1x per week","1994","Not Employed","Not Working","346","0.0623338824552142","0.055286675300394","0.0693810896100344","2"
"Min 1x per week","1994","Not Employed","Part Time","","","","","2"
"Min 1x per week","1994","Employed","Part Time","220","0.0857574970361674","0.0744534214687478","0.097061572603587","2"
"Min 1x per week","1994","Employed","Full Time","559","0.0957826467269148","0.0882973705287954","0.103267922925034","2"
"Min 1x per week","1994","Employed","Not Working","","","","","2"
"Never","1994","Not Employed","Full Time","","","","","5"
"Never","1994","Not Employed","Part Time","","","","","5"
"Never","1994","Not Employed","Not Working","2660","0.633808045657284","0.619764909374659","0.647851181939909","5"
"Never","1994","Employed","Full Time","1541","0.237363209978087","0.226541557734141","0.248184862222033","5"
"Never","1994","Employed","Part Time","709","0.280787750685506","0.262645719195366","0.298929782175646","5"
"Never","1994","Employed","Not Working","","","","","5"
"Rarely","1994","Not Employed","Full Time","","","","","4"
"Rarely","1994","Not Employed","Not Working","1115","0.228310101353465","0.216074796106284","0.240545406600646","4"
"Rarely","1994","Not Employed","Part Time","","","","","4"
"Rarely","1994","Employed","Part Time","1049","0.464148288857237","0.444014802370084","0.484281775344391","4"
"Rarely","1994","Employed","Full Time","2760","0.477680398144551","0.464975684911199","0.490385111377903","4"
"Rarely","1994","Employed","Not Working","","","","","4"
"Daily","1995","Not Employed","Full Time","","","","","1"
"Daily","1995","Not Employed","Part Time","","","","","1"
"Daily","1995","Not Employed","Not Working","1","","","","1"
"Daily","1995","Employed","Full Time","5","","","","1"
"Daily","1995","Employed","Part Time","2","","","","1"
"Daily","1995","Employed","Not Working","","","","","1"
"Min 1x per month","1995","Not Employed","Part Time","","","","","3"
"Min 1x per month","1995","Not Employed","Full Time","","","","","3"
"Min 1x per month","1995","Not Employed","Not Working","466","0.0784462218605689","0.0708399152082119","0.086052528512926","3"
"Min 1x per month","1995","Employed","Full Time","1025","0.177087234653602","0.167344828418482","0.186829640888723","3"
"Min 1x per month","1995","Employed","Part Time","437","0.17749349071993","0.162818140028804","0.192168841411056","3"
"Min 1x per month","1995","Employed","Not Working","","","","","3"
"Min 1x per week","1995","Not Employed","Full Time","","","","","2"
"Min 1x per week","1995","Not Employed","Part Time","","","","","2"
"Min 1x per week","1995","Not Employed","Not Working","283","0.044566103798772","0.0387285603173287","0.0504036472802152","2"
"Min 1x per week","1995","Employed","Full Time","416","0.0684344840990156","0.0619907159239139","0.0748782522741173","2"
"Min 1x per week","1995","Employed","Not Working","","","","","2"
"Min 1x per week","1995","Employed","Part Time","234","0.0787899991691418","0.0684423315280615","0.089137666810222","2"
"Never","1995","Not Employed","Full Time","","","","","5"
"Never","1995","Not Employed","Part Time","","","","","5"
"Never","1995","Not Employed","Not Working","2995","0.676731687238052","0.663499936933186","0.689963437542918","5"
"Never","1995","Employed","Full Time","1841","0.304947695401757","0.293198256464461","0.316697134339054","5"
"Never","1995","Employed","Part Time","914","0.339838108426894","0.321645755807345","0.358030461046443","5"
"Never","1995","Employed","Not Working","","","","","5"
"Rarely","1995","Not Employed","Full Time","","","","","4"
"Rarely","1995","Not Employed","Not Working","1055","0.199305039196011","0.188003953720737","0.210606124671286","4"
"Rarely","1995","Not Employed","Part Time","","","","","4"
"Rarely","1995","Employed","Full Time","2611","0.448707413466419","0.436014292890621","0.461400534042216","4"
"Rarely","1995","Employed","Part Time","1017","0.403520735193403","0.384677381296898","0.422364089089908","4"
"Rarely","1995","Employed","Not Working","","","","","4"
"Daily","1996","Not Employed","Full Time","","","","","1"
"Daily","1996","Not Employed","Part Time","","","","","1"
"Daily","1996","Not Employed","Not Working","","","","","1"
"Daily","1996","Employed","Full Time","","","","","1"
"Daily","1996","Employed","Not Working","","","","","1"
"Daily","1996","Employed","Part Time","","","","","1"
"Min 1x per month","1996","Not Employed","Full Time","","","","","3"
"Min 1x per month","1996","Not Employed","Part Time","","","","","3"
"Min 1x per month","1996","Not Employed","Not Working","550","0.0997097714072075","0.0910768364303732","0.108342706384042","3"
"Min 1x per month","1996","Employed","Full Time","1247","0.222724198700593","0.21196045319331","0.233487944207876","3"
"Min 1x per month","1996","Employed","Part Time","544","0.206728324522183","0.191427944828979","0.222028704215386","3"
"Min 1x per month","1996","Employed","Not Working","","","","","3"
"Min 1x per week","1996","Not Employed","Full Time","","","","","2"
"Min 1x per week","1996","Not Employed","Part Time","","","","","2"
"Min 1x per week","1996","Not Employed","Not Working","316","0.0566315510487438","0.0499716428465517","0.0632914592509359","2"
"Min 1x per week","1996","Employed","Full Time","548","0.100270475345275","0.0925002311467402","0.10804071954381","2"
"Min 1x per week","1996","Employed","Part Time","281","0.103538287534859","0.0920274319877996","0.115049143081919","2"
"Min 1x per week","1996","Employed","Not Working","","","","","2"
"Never","1996","Not Employed","Full Time","","","","","5"
"Never","1996","Not Employed","Part Time","","","","","5"
"Never","1996","Not Employed","Not Working","2478","0.58132881384649","0.567113848593286","0.595543779099695","5"
"Never","1996","Employed","Full Time","1157","0.192721019367461","0.182517064964418","0.202924973770504","5"
"Never","1996","Employed","Part Time","727","0.250102209519677","0.233739657382515","0.26646476165684","5"
"Never","1996","Employed","Not Working","","","","","5"
"Rarely","1996","Not Employed","Part Time","","","","","4"
"Rarely","1996","Not Employed","Full Time","","","","","4"
"Rarely","1996","Not Employed","Not Working","1283","0.262329863697558","0.249654707817419","0.275005019577697","4"
"Rarely","1996","Employed","Full Time","2788","0.484284306586671","0.471355825143855","0.497212788029486","4"
"Rarely","1996","Employed","Not Working","","","","","4"
"Rarely","1996","Employed","Part Time","1139","0.439631178423281","0.42087810446919","0.458384252377372","4"
"Daily","1997","Not Employed","Full Time","","","","","1"
"Daily","1997","Not Employed","Part Time","","","","","1"
"Daily","1997","Not Employed","Not Working","","","","","1"
"Daily","1997","Employed","Full Time","","","","","1"
"Daily","1997","Employed","Part Time","","","","","1"
"Daily","1997","Employed","Not Working","","","","","1"
"Min 1x per month","1997","Not Employed","Full Time","","","","","3"
"Min 1x per month","1997","Not Employed","Part Time","","","","","3"
"Min 1x per month","1997","Not Employed","Not Working","504","0.0878958506600287","0.0797924358243625","0.0959992654956949","3"
"Min 1x per month","1997","Employed","Full Time","1242","0.230105370007219","0.21906475415418","0.241145985860258","3"
"Min 1x per month","1997","Employed","Part Time","477","0.194080095111681","0.17870574533909","0.209454444884273","3"
"Min 1x per month","1997","Employed","Not Working","","","","","3"
"Min 1x per week","1997","Not Employed","Full Time","","","","","2"
"Min 1x per week","1997","Not Employed","Not Working","347","0.0579559368201802","0.0512687070856888","0.0646431665546716","2"
"Min 1x per week","1997","Not Employed","Part Time","","","","","2"
"Min 1x per week","1997","Employed","Part Time","218","0.0852354655684472","0.0743805825859677","0.0960903485509266","2"
"Min 1x per week","1997","Employed","Full Time","520","0.0933977125110191","0.0857647909014964","0.101030634120542","2"
"Min 1x per week","1997","Employed","Not Working","","","","","2"
"Never","1997","Not Employed","Full Time","","","","","5"
"Never","1997","Not Employed","Part Time","","","","","5"
"Never","1997","Not Employed","Not Working","2589","0.599071909119355","0.585045891164167","0.613097927074543","5"
"Never","1997","Employed","Full Time","1149","0.201598958296995","0.191075246004739","0.21212267058925","5"
"Never","1997","Employed","Part Time","705","0.253951972316433","0.237031226316241","0.270872718316626","5"
"Never","1997","Employed","Not Working","","","","","5"
"Rarely","1997","Not Employed","Full Time","","","","","4"
"Rarely","1997","Not Employed","Part Time","","","","","4"
"Rarely","1997","Not Employed","Not Working","1250","0.255076303400436","0.242600956760002","0.26755165004087","4"
"Rarely","1997","Employed","Full Time","2672","0.474897959184767","0.46179901529495","0.487996903074585","4"
"Rarely","1997","Employed","Part Time","1142","0.466732467003438","0.447338489130061","0.486126444876816","4"
"Rarely","1997","Employed","Not Working","","","","","4"
"Daily","1998","Not Employed","Full Time","","","","","1"
"Daily","1998","Not Employed","Part Time","","","","","1"
"Daily","1998","Not Employed","Not Working","3","","","","1"
"Daily","1998","Employed","Full Time","4","","","","1"
"Daily","1998","Employed","Part Time","1","","","","1"
"Daily","1998","Employed","Not Working","","","","","1"
"Min 1x per month","1998","Not Employed","Full Time","","","","","3"
"Min 1x per month","1998","Not Employed","Part Time","","","","","3"
"Min 1x per month","1998","Not Employed","Not Working","562","0.0892464634339399","0.0816409665671684","0.0968519603007114","3"
"Min 1x per month","1998","Employed","Full Time","1314","0.228531513432663","0.21789735619481","0.239165670670517","3"
"Min 1x per month","1998","Employed","Part Time","567","0.208195606946503","0.193343904862999","0.223047309030007","3"
"Min 1x per month","1998","Employed","Not Working","","","","","3"
"Min 1x per week","1998","Not Employed","Full Time","","","","","2"
"Min 1x per week","1998","Not Employed","Part Time","","","","","2"
"Min 1x per week","1998","Not Employed","Not Working","266","0.0384342612100928","0.0333058787048539","0.0435626437153318","2"
"Min 1x per week","1998","Employed","Full Time","351","0.0538616394634362","0.0481443781277529","0.0595789007991196","2"
"Min 1x per week","1998","Employed","Part Time","201","0.0630546665480168","0.0541637355915343","0.0719455975044993","2"
"Min 1x per week","1998","Employed","Not Working","","","","","2"
"Never","1998","Not Employed","Full Time","","","","","5"
"Never","1998","Not Employed","Part Time","","","","","5"
"Never","1998","Not Employed","Not Working","3213","0.637289708528123","0.624464039083336","0.650115377972909","5"
"Never","1998","Employed","Full Time","1422","0.23150792923882","0.220825412916131","0.242190445561509","5"
"Never","1998","Employed","Part Time","849","0.27270836587896","0.256417843107292","0.288998888650629","5"
"Never","1998","Employed","Not Working","","","","","5"
"Rarely","1998","Not Employed","Full Time","","","","","4"
"Rarely","1998","Not Employed","Part Time","","","","","4"
"Rarely","1998","Not Employed","Not Working","1354","0.234415811848772","0.223114689421524","0.245716934276021","4"
"Rarely","1998","Employed","Part Time","1253","0.455855271579852","0.437637208622671","0.474073334537034","4"
