"pli0091_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Never","1985","lower secondary degree","direct migration background","215","0.515246883977827","0.473891252932302","0.556602515023353"
"Never","1985","lower secondary degree","indirect migration background","18","","",""
"Never","1985","secondary school degree","no migration background","476","0.315866908302421","0.29374322001776","0.337990596587082"
"Never","1985","secondary school degree","direct migration background","42","0.360702196052549","0.280872092907817","0.440532299197281"
"Never","1985","secondary school degree","indirect migration background","3","","",""
"Never","1985","college entrance qualification","no migration background","297","0.304401129353318","0.27718355081642","0.331618707890217"
"Never","1985","college entrance qualification","direct migration background","32","0.337535046044254","0.249167531828671","0.425902560259838"
"Never","1985","college entrance qualification","indirect migration background","1","","",""
"Never","1985","Other degree","no migration background","14","","",""
"Never","1985","Other degree","direct migration background","657","0.559617867541701","0.531196503569586","0.588039231513815"
"Never","1985","Other degree","indirect migration background","4","","",""
"Never","1985","no degree/no degree yet","no migration background","37","0.184024242175871","0.133164774929288","0.234883709422453"
"Never","1985","no degree/no degree yet","direct migration background","617","0.716051267501468","0.685720299420467","0.746382235582469"
"Never","1985","no degree/no degree yet","indirect migration background","6","","",""
"Daily","1986","lower secondary degree","no migration background","","","",""
"Daily","1986","lower secondary degree","direct migration background","","","",""
"Daily","1986","lower secondary degree","indirect migration background","","","",""
"Daily","1986","secondary school degree","no migration background","","","",""
"Daily","1986","secondary school degree","direct migration background","","","",""
"Daily","1986","secondary school degree","indirect migration background","","","",""
"Daily","1986","college entrance qualification","no migration background","","","",""
"Daily","1986","college entrance qualification","direct migration background","","","",""
"Daily","1986","college entrance qualification","indirect migration background","","","",""
"Daily","1986","Other degree","no migration background","","","",""
"Daily","1986","Other degree","direct migration background","","","",""
"Daily","1986","Other degree","indirect migration background","","","",""
"Daily","1986","no degree/no degree yet","no migration background","","","",""
"Daily","1986","no degree/no degree yet","direct migration background","","","",""
"Daily","1986","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1986","lower secondary degree","no migration background","282","0.0595691225314591","0.0526298018904643","0.0665084431724538"
"Min 1x per week","1986","lower secondary degree","direct migration background","79","0.0590944652820274","0.040002717064221","0.0781862134998338"
"Min 1x per week","1986","lower secondary degree","indirect migration background","15","","",""
"Min 1x per week","1986","secondary school degree","no migration background","220","0.1284836813841","0.112347349519847","0.144620013248353"
"Min 1x per week","1986","secondary school degree","direct migration background","22","","",""
"Min 1x per week","1986","secondary school degree","indirect migration background","13","","",""
"Min 1x per week","1986","college entrance qualification","no migration background","144","0.118812786573168","0.0998967293304463","0.137728843815889"
"Min 1x per week","1986","college entrance qualification","direct migration background","12","","",""
"Min 1x per week","1986","college entrance qualification","indirect migration background","5","","",""
"Min 1x per week","1986","Other degree","no migration background","6","","",""
"Min 1x per week","1986","Other degree","direct migration background","57","0.041016722223807","0.0293963767283419","0.0526370677192721"
"Min 1x per week","1986","Other degree","indirect migration background","1","","",""
"Min 1x per week","1986","no degree/no degree yet","no migration background","59","0.255145818087256","0.197143135274373","0.313148500900138"
"Min 1x per week","1986","no degree/no degree yet","direct migration background","30","0.0497024923128614","0.0345475801378217","0.064857404487901"
"Min 1x per week","1986","no degree/no degree yet","indirect migration background","4","","",""
"Min 1x per month","1986","lower secondary degree","no migration background","431","0.0907947029219938","0.0823709785458317","0.099218427298156"
"Min 1x per month","1986","lower secondary degree","direct migration background","112","0.110991122178445","0.0855581888274139","0.136424055529476"
"Min 1x per month","1986","lower secondary degree","indirect migration background","21","","",""
"Min 1x per month","1986","secondary school degree","no migration background","340","0.193297900013456","0.174255870619499","0.212339929407413"
"Min 1x per month","1986","secondary school degree","direct migration background","31","0.178341697071227","0.117285227470331","0.239398166672124"
"Min 1x per month","1986","secondary school degree","indirect migration background","8","","",""
"Min 1x per month","1986","college entrance qualification","no migration background","287","0.24577459876337","0.22060455268195","0.27094464484479"
"Min 1x per month","1986","college entrance qualification","direct migration background","27","","",""
"Min 1x per month","1986","college entrance qualification","indirect migration background","3","","",""
"Min 1x per month","1986","Other degree","no migration background","4","","",""
"Min 1x per month","1986","Other degree","direct migration background","111","0.101488573619801","0.0837954943072953","0.119181652932308"
"Min 1x per month","1986","Other degree","indirect migration background","2","","",""
"Min 1x per month","1986","no degree/no degree yet","no migration background","62","0.270908753747087","0.211777010122009","0.330040497372165"
"Min 1x per month","1986","no degree/no degree yet","direct migration background","59","0.0789152953560544","0.0601149891069762","0.0977156016051326"
"Min 1x per month","1986","no degree/no degree yet","indirect migration background","6","","",""
"Rarely","1986","lower secondary degree","no migration background","1437","0.290659208432719","0.277346622488134","0.303971794377303"
"Rarely","1986","lower secondary degree","direct migration background","180","0.3009885102994","0.263850690985725","0.338126329613074"
"Rarely","1986","lower secondary degree","indirect migration background","26","","",""
"Rarely","1986","secondary school degree","no migration background","617","0.345748846305815","0.322814007721275","0.368683684890354"
"Rarely","1986","secondary school degree","direct migration background","49","0.295679524818997","0.222892259961762","0.368466789676231"
"Rarely","1986","secondary school degree","indirect migration background","8","","",""
"Rarely","1986","college entrance qualification","no migration background","406","0.346583472855379","0.318763037779606","0.374403907931152"
"Rarely","1986","college entrance qualification","direct migration background","50","0.449125720724603","0.357818341693778","0.540433099755428"
"Rarely","1986","college entrance qualification","indirect migration background","2","","",""
"Rarely","1986","Other degree","no migration background","16","","",""
"Rarely","1986","Other degree","direct migration background","283","0.246692720058831","0.221434816726292","0.27195062339137"
"Rarely","1986","Other degree","indirect migration background","","","",""
"Rarely","1986","no degree/no degree yet","no migration background","56","0.25097312779967","0.193285784975879","0.308660470623462"
"Rarely","1986","no degree/no degree yet","direct migration background","138","0.177509452642955","0.150864758118911","0.204154147166999"
"Rarely","1986","no degree/no degree yet","indirect migration background","4","","",""
"Never","1986","lower secondary degree","no migration background","2319","0.558976966113829","0.544420012234103","0.573533919993554"
"Never","1986","lower secondary degree","direct migration background","215","0.528925902240128","0.4885110204109","0.569340784069356"
"Never","1986","lower secondary degree","indirect migration background","21","","",""
"Never","1986","secondary school degree","no migration background","475","0.33246957229663","0.309752385179756","0.355186759413503"
"Never","1986","secondary school degree","direct migration background","49","0.418541172771938","0.339856852975269","0.497225492568607"
"Never","1986","secondary school degree","indirect migration background","2","","",""
"Never","1986","college entrance qualification","no migration background","287","0.288829141808083","0.262333623698394","0.315324659917773"
"Never","1986","college entrance qualification","direct migration background","25","","",""
"Never","1986","college entrance qualification","indirect migration background","1","","",""
"Never","1986","Other degree","no migration background","15","","",""
"Never","1986","Other degree","direct migration background","668","0.610801984097561","0.58223472484346","0.639369243351661"
"Never","1986","Other degree","indirect migration background","1","","",""
"Never","1986","no degree/no degree yet","no migration background","40","0.222972300365987","0.167591155206835","0.278353445525138"
"Never","1986","no degree/no degree yet","direct migration background","563","0.693872759688129","0.661734270820071","0.726011248556188"
"Never","1986","no degree/no degree yet","indirect migration background","6","","",""
"Daily","1987","lower secondary degree","no migration background","","","",""
"Daily","1987","lower secondary degree","direct migration background","","","",""
"Daily","1987","lower secondary degree","indirect migration background","","","",""
"Daily","1987","secondary school degree","no migration background","","","",""
"Daily","1987","secondary school degree","direct migration background","","","",""
"Daily","1987","secondary school degree","indirect migration background","","","",""
"Daily","1987","college entrance qualification","no migration background","","","",""
"Daily","1987","college entrance qualification","direct migration background","","","",""
"Daily","1987","college entrance qualification","indirect migration background","","","",""
"Daily","1987","Other degree","no migration background","","","",""
"Daily","1987","Other degree","direct migration background","","","",""
"Daily","1987","Other degree","indirect migration background","","","",""
"Daily","1987","no degree/no degree yet","no migration background","","","",""
"Daily","1987","no degree/no degree yet","direct migration background","","","",""
"Daily","1987","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1987","lower secondary degree","no migration background","","","",""
"Min 1x per week","1987","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1987","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1987","secondary school degree","no migration background","","","",""
"Min 1x per week","1987","secondary school degree","direct migration background","","","",""
"Min 1x per week","1987","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1987","college entrance qualification","no migration background","","","",""
"Min 1x per week","1987","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1987","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1987","Other degree","no migration background","","","",""
"Min 1x per week","1987","Other degree","direct migration background","","","",""
"Min 1x per week","1987","Other degree","indirect migration background","","","",""
"Min 1x per week","1987","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1987","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1987","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1987","lower secondary degree","no migration background","","","",""
"Min 1x per month","1987","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1987","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1987","secondary school degree","no migration background","","","",""
"Min 1x per month","1987","secondary school degree","direct migration background","","","",""
"Min 1x per month","1987","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1987","college entrance qualification","no migration background","","","",""
"Min 1x per month","1987","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1987","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1987","Other degree","no migration background","","","",""
"Min 1x per month","1987","Other degree","direct migration background","","","",""
"Min 1x per month","1987","Other degree","indirect migration background","","","",""
"Min 1x per month","1987","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1987","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1987","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1987","lower secondary degree","no migration background","","","",""
"Rarely","1987","lower secondary degree","direct migration background","","","",""
"Rarely","1987","lower secondary degree","indirect migration background","","","",""
"Rarely","1987","secondary school degree","no migration background","","","",""
"Rarely","1987","secondary school degree","direct migration background","","","",""
"Rarely","1987","secondary school degree","indirect migration background","","","",""
"Rarely","1987","college entrance qualification","no migration background","","","",""
"Rarely","1987","college entrance qualification","direct migration background","","","",""
"Rarely","1987","college entrance qualification","indirect migration background","","","",""
"Rarely","1987","Other degree","no migration background","","","",""
"Rarely","1987","Other degree","direct migration background","","","",""
"Rarely","1987","Other degree","indirect migration background","","","",""
"Rarely","1987","no degree/no degree yet","no migration background","","","",""
"Rarely","1987","no degree/no degree yet","direct migration background","","","",""
"Rarely","1987","no degree/no degree yet","indirect migration background","","","",""
"Never","1987","lower secondary degree","no migration background","","","",""
"Never","1987","lower secondary degree","direct migration background","","","",""
"Never","1987","lower secondary degree","indirect migration background","","","",""
"Never","1987","secondary school degree","no migration background","","","",""
"Never","1987","secondary school degree","direct migration background","","","",""
"Never","1987","secondary school degree","indirect migration background","","","",""
"Never","1987","college entrance qualification","no migration background","","","",""
"Never","1987","college entrance qualification","direct migration background","","","",""
"Never","1987","college entrance qualification","indirect migration background","","","",""
"Never","1987","Other degree","no migration background","","","",""
"Never","1987","Other degree","direct migration background","","","",""
"Never","1987","Other degree","indirect migration background","","","",""
"Never","1987","no degree/no degree yet","no migration background","","","",""
"Never","1987","no degree/no degree yet","direct migration background","","","",""
"Never","1987","no degree/no degree yet","indirect migration background","","","",""
"Daily","1988","lower secondary degree","no migration background","","","",""
"Daily","1988","lower secondary degree","direct migration background","","","",""
"Daily","1988","lower secondary degree","indirect migration background","","","",""
"Daily","1988","secondary school degree","no migration background","","","",""
"Daily","1988","secondary school degree","direct migration background","","","",""
"Daily","1988","secondary school degree","indirect migration background","","","",""
"Daily","1988","college entrance qualification","no migration background","","","",""
"Daily","1988","college entrance qualification","direct migration background","","","",""
"Daily","1988","college entrance qualification","indirect migration background","","","",""
"Daily","1988","Other degree","no migration background","","","",""
"Daily","1988","Other degree","direct migration background","","","",""
"Daily","1988","Other degree","indirect migration background","","","",""
"Daily","1988","no degree/no degree yet","no migration background","","","",""
"Daily","1988","no degree/no degree yet","direct migration background","","","",""
"Daily","1988","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1988","lower secondary degree","no migration background","236","0.0528850832169926","0.0460528602385873","0.0597173061953979"
"Min 1x per week","1988","lower secondary degree","direct migration background","77","0.0456730152752106","0.0290917415450284","0.0622542890053929"
"Min 1x per week","1988","lower secondary degree","indirect migration background","22","","",""
"Min 1x per week","1988","secondary school degree","no migration background","193","0.110390416651941","0.0948446533067474","0.125936179997135"
"Min 1x per week","1988","secondary school degree","direct migration background","23","","",""
"Min 1x per week","1988","secondary school degree","indirect migration background","12","","",""
"Min 1x per week","1988","college entrance qualification","no migration background","132","0.123018172137553","0.103094115218679","0.142942229056426"
"Min 1x per week","1988","college entrance qualification","direct migration background","13","","",""
"Min 1x per week","1988","college entrance qualification","indirect migration background","11","","",""
"Min 1x per week","1988","Other degree","no migration background","5","","",""
"Min 1x per week","1988","Other degree","direct migration background","32","0.0323082878924298","0.0214090032145798","0.0432075725702799"
"Min 1x per week","1988","Other degree","indirect migration background","2","","",""
"Min 1x per week","1988","no degree/no degree yet","no migration background","58","0.295187099223116","0.228737186848427","0.361637011597805"
"Min 1x per week","1988","no degree/no degree yet","direct migration background","18","","",""
"Min 1x per week","1988","no degree/no degree yet","indirect migration background","4","","",""
"Min 1x per month","1988","lower secondary degree","no migration background","458","0.0999638651997063","0.0908070259450537","0.109120704454359"
"Min 1x per month","1988","lower secondary degree","direct migration background","126","0.135144024681379","0.107991528327668","0.16229652103509"
"Min 1x per month","1988","lower secondary degree","indirect migration background","21","","",""
"Min 1x per month","1988","secondary school degree","no migration background","326","0.196285858557901","0.176582423337859","0.215989293777943"
"Min 1x per month","1988","secondary school degree","direct migration background","32","0.146600965651588","0.090370615735283","0.202831315567894"
"Min 1x per month","1988","secondary school degree","indirect migration background","17","","",""
"Min 1x per month","1988","college entrance qualification","no migration background","264","0.257545405379392","0.23102014263277","0.284070668126013"
"Min 1x per month","1988","college entrance qualification","direct migration background","26","","",""
"Min 1x per month","1988","college entrance qualification","indirect migration background","7","","",""
"Min 1x per month","1988","Other degree","no migration background","5","","",""
"Min 1x per month","1988","Other degree","direct migration background","89","0.0867200703263512","0.0693726747964254","0.104067465856277"
"Min 1x per month","1988","Other degree","indirect migration background","5","","",""
"Min 1x per month","1988","no degree/no degree yet","no migration background","57","0.295443986372923","0.228977282263254","0.361910690482592"
"Min 1x per month","1988","no degree/no degree yet","direct migration background","39","0.0768411452615865","0.0571248997967116","0.0965573907264613"
"Min 1x per month","1988","no degree/no degree yet","indirect migration background","9","","",""
"Rarely","1988","lower secondary degree","no migration background","1324","0.296483053755267","0.282540853495374","0.310425254015159"
"Rarely","1988","lower secondary degree","direct migration background","156","0.25449600267585","0.219901673336962","0.289090332014739"
"Rarely","1988","lower secondary degree","indirect migration background","35","0.427202215935965","0.333032215733213","0.521372216138716"
"Rarely","1988","secondary school degree","no migration background","613","0.373091922485147","0.349100472548453","0.397083372421842"
"Rarely","1988","secondary school degree","direct migration background","54","0.380887761899867","0.303689148314353","0.45808637548538"
"Rarely","1988","secondary school degree","indirect migration background","10","","",""
"Rarely","1988","college entrance qualification","no migration background","395","0.354775097175359","0.325752921543934","0.383797272806784"
"Rarely","1988","college entrance qualification","direct migration background","48","0.459226857524049","0.366520867006879","0.551932848041219"
"Rarely","1988","college entrance qualification","indirect migration background","3","","",""
"Rarely","1988","Other degree","no migration background","17","","",""
"Rarely","1988","Other degree","direct migration background","229","0.242391085680146","0.215975917917615","0.268806253442676"
"Rarely","1988","Other degree","indirect migration background","2","","",""
"Rarely","1988","no degree/no degree yet","no migration background","41","0.232282286358482","0.170762101711932","0.293802471005032"
"Rarely","1988","no degree/no degree yet","direct migration background","111","0.161390679522153","0.134156885427866","0.18862447361644"
"Rarely","1988","no degree/no degree yet","indirect migration background","8","","",""
"Never","1988","lower secondary degree","no migration background","2104","0.550667997828034","0.535482721760102","0.565853273895967"
"Never","1988","lower secondary degree","direct migration background","250","0.56468695736756","0.525309817986385","0.604064096748736"
"Never","1988","lower secondary degree","indirect migration background","28","","",""
"Never","1988","secondary school degree","no migration background","429","0.320231802305011","0.297086690094684","0.343376914515338"
"Never","1988","secondary school degree","direct migration background","43","0.370984286402128","0.294188958012313","0.447779614791944"
"Never","1988","secondary school degree","indirect migration background","6","","",""
"Never","1988","college entrance qualification","no migration background","253","0.264661325307697","0.237901283527098","0.291421367088295"
"Never","1988","college entrance qualification","direct migration background","24","","",""
"Never","1988","college entrance qualification","indirect migration background","","","",""
"Never","1988","Other degree","no migration background","15","","",""
"Never","1988","Other degree","direct migration background","661","0.638580556101073","0.60896730322151","0.668193808980637"
"Never","1988","Other degree","indirect migration background","2","","",""
"Never","1988","no degree/no degree yet","no migration background","25","","",""
"Never","1988","no degree/no degree yet","direct migration background","533","0.730630145462642","0.697789448041748","0.763470842883536"
"Never","1988","no degree/no degree yet","indirect migration background","6","","",""
"Daily","1989","lower secondary degree","no migration background","","","",""
"Daily","1989","lower secondary degree","direct migration background","","","",""
"Daily","1989","lower secondary degree","indirect migration background","","","",""
"Daily","1989","secondary school degree","no migration background","","","",""
"Daily","1989","secondary school degree","direct migration background","","","",""
"Daily","1989","secondary school degree","indirect migration background","","","",""
"Daily","1989","college entrance qualification","no migration background","","","",""
"Daily","1989","college entrance qualification","direct migration background","","","",""
"Daily","1989","college entrance qualification","indirect migration background","","","",""
"Daily","1989","Other degree","no migration background","","","",""
"Daily","1989","Other degree","direct migration background","","","",""
"Daily","1989","Other degree","indirect migration background","","","",""
"Daily","1989","no degree/no degree yet","no migration background","","","",""
"Daily","1989","no degree/no degree yet","direct migration background","","","",""
"Daily","1989","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1989","lower secondary degree","no migration background","","","",""
"Min 1x per week","1989","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1989","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1989","secondary school degree","no migration background","","","",""
"Min 1x per week","1989","secondary school degree","direct migration background","","","",""
"Min 1x per week","1989","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1989","college entrance qualification","no migration background","","","",""
"Min 1x per week","1989","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1989","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1989","Other degree","no migration background","","","",""
"Min 1x per week","1989","Other degree","direct migration background","","","",""
"Min 1x per week","1989","Other degree","indirect migration background","","","",""
"Min 1x per week","1989","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1989","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1989","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1989","lower secondary degree","no migration background","","","",""
"Min 1x per month","1989","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1989","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1989","secondary school degree","no migration background","","","",""
"Min 1x per month","1989","secondary school degree","direct migration background","","","",""
"Min 1x per month","1989","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1989","college entrance qualification","no migration background","","","",""
"Min 1x per month","1989","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1989","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1989","Other degree","no migration background","","","",""
"Min 1x per month","1989","Other degree","direct migration background","","","",""
"Min 1x per month","1989","Other degree","indirect migration background","","","",""
"Min 1x per month","1989","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1989","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1989","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1989","lower secondary degree","no migration background","","","",""
"Rarely","1989","lower secondary degree","direct migration background","","","",""
"Rarely","1989","lower secondary degree","indirect migration background","","","",""
"Rarely","1989","secondary school degree","no migration background","","","",""
"Rarely","1989","secondary school degree","direct migration background","","","",""
"Rarely","1989","secondary school degree","indirect migration background","","","",""
"Rarely","1989","college entrance qualification","no migration background","","","",""
"Rarely","1989","college entrance qualification","direct migration background","","","",""
"Rarely","1989","college entrance qualification","indirect migration background","","","",""
"Rarely","1989","Other degree","no migration background","","","",""
"Rarely","1989","Other degree","direct migration background","","","",""
"Rarely","1989","Other degree","indirect migration background","","","",""
"Rarely","1989","no degree/no degree yet","no migration background","","","",""
"Rarely","1989","no degree/no degree yet","direct migration background","","","",""
"Rarely","1989","no degree/no degree yet","indirect migration background","","","",""
"Never","1989","lower secondary degree","no migration background","","","",""
"Never","1989","lower secondary degree","direct migration background","","","",""
"Never","1989","lower secondary degree","indirect migration background","","","",""
"Never","1989","secondary school degree","no migration background","","","",""
"Never","1989","secondary school degree","direct migration background","","","",""
"Never","1989","secondary school degree","indirect migration background","","","",""
"Never","1989","college entrance qualification","no migration background","","","",""
"Never","1989","college entrance qualification","direct migration background","","","",""
"Never","1989","college entrance qualification","indirect migration background","","","",""
"Never","1989","Other degree","no migration background","","","",""
"Never","1989","Other degree","direct migration background","","","",""
"Never","1989","Other degree","indirect migration background","","","",""
"Never","1989","no degree/no degree yet","no migration background","","","",""
"Never","1989","no degree/no degree yet","direct migration background","","","",""
"Never","1989","no degree/no degree yet","indirect migration background","","","",""
"Daily","1990","lower secondary degree","no migration background","5","","",""
"Daily","1990","lower secondary degree","direct migration background","3","","",""
"Daily","1990","lower secondary degree","indirect migration background","1","","",""
"Daily","1990","secondary school degree","no migration background","","","",""
"Daily","1990","secondary school degree","direct migration background","","","",""
"Daily","1990","secondary school degree","indirect migration background","","","",""
"Daily","1990","college entrance qualification","no migration background","","","",""
"Daily","1990","college entrance qualification","direct migration background","","","",""
"Daily","1990","college entrance qualification","indirect migration background","","","",""
"Daily","1990","Other degree","no migration background","","","",""
"Daily","1990","Other degree","direct migration background","1","","",""
"Daily","1990","Other degree","indirect migration background","","","",""
"Daily","1990","no degree/no degree yet","no migration background","1","","",""
"Daily","1990","no degree/no degree yet","direct migration background","1","","",""
"Daily","1990","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1990","lower secondary degree","no migration background","166","0.0280017869631092","0.0236253855387565","0.032378188387462"
"Min 1x per week","1990","lower secondary degree","direct migration background","43","0.0341301493355636","0.0202993431491708","0.0479609555219564"
"Min 1x per week","1990","lower secondary degree","indirect migration background","22","","",""
"Min 1x per week","1990","secondary school degree","no migration background","366","0.0904610700592341","0.0809199416835451","0.100002198434923"
"Min 1x per week","1990","secondary school degree","direct migration background","22","","",""
"Min 1x per week","1990","secondary school degree","indirect migration background","13","","",""
"Min 1x per week","1990","college entrance qualification","no migration background","145","0.0852792658262047","0.0714682384336608","0.0990902932187486"
"Min 1x per week","1990","college entrance qualification","direct migration background","16","","",""
"Min 1x per week","1990","college entrance qualification","indirect migration background","9","","",""
"Min 1x per week","1990","Other degree","no migration background","7","","",""
"Min 1x per week","1990","Other degree","direct migration background","8","","",""
"Min 1x per week","1990","Other degree","indirect migration background","3","","",""
"Min 1x per week","1990","no degree/no degree yet","no migration background","55","0.238378548362195","0.179028829623134","0.297728267101256"
"Min 1x per week","1990","no degree/no degree yet","direct migration background","9","","",""
"Min 1x per week","1990","no degree/no degree yet","indirect migration background","7","","",""
"Min 1x per month","1990","lower secondary degree","no migration background","440","0.0788614125005573","0.0717117373883509","0.0860110876127637"
"Min 1x per month","1990","lower secondary degree","direct migration background","127","0.110765973241935","0.0868586850642117","0.134673261419657"
