"ple0182","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, vegetarian","2018","direct migration background","middle vocational","43","0.0352314704643616","0.0256792305146963","0.0447837104140268"
"Yes, vegetarian","2018","direct migration background","vocational + Abi","22","","",""
"Yes, vegetarian","2018","direct migration background","higher vocational","3","","",""
"Yes, vegetarian","2018","direct migration background","higher education","86","0.0756892149262178","0.0603754564671754","0.0910029733852602"
"Yes, vegetarian","2018","indirect migration background","in school","3","","",""
"Yes, vegetarian","2018","indirect migration background","inadequately","2","","",""
"Yes, vegetarian","2018","indirect migration background","general elemantary","7","","",""
"Yes, vegetarian","2018","indirect migration background","middle vocational","39","0.0741349059222307","0.0547128710708329","0.0935569407736286"
"Yes, vegetarian","2018","indirect migration background","vocational + Abi","5","","",""
"Yes, vegetarian","2018","indirect migration background","higher vocational","7","","",""
"Yes, vegetarian","2018","indirect migration background","higher education","31","0.100099476114708","0.0646910433514028","0.135507908878012"
"Yes, vegan","2018","no migration background","in school","1","","",""
"Yes, vegan","2018","no migration background","inadequately","2","","",""
"Yes, vegan","2018","no migration background","general elemantary","11","","",""
"Yes, vegan","2018","no migration background","middle vocational","50","0.00558347116375412","0.0040736020874288","0.00709334024007943"
"Yes, vegan","2018","no migration background","vocational + Abi","13","","",""
"Yes, vegan","2018","no migration background","higher vocational","6","","",""
"Yes, vegan","2018","no migration background","higher education","33","0.00690589213683168","0.00458879009438172","0.00922299417928164"
"Yes, vegan","2018","direct migration background","in school","1","","",""
"Yes, vegan","2018","direct migration background","inadequately","2","","",""
"Yes, vegan","2018","direct migration background","general elemantary","3","","",""
"Yes, vegan","2018","direct migration background","middle vocational","7","","",""
"Yes, vegan","2018","direct migration background","vocational + Abi","4","","",""
"Yes, vegan","2018","direct migration background","higher vocational","","","",""
"Yes, vegan","2018","direct migration background","higher education","6","","",""
"Yes, vegan","2018","indirect migration background","in school","","","",""
"Yes, vegan","2018","indirect migration background","inadequately","","","",""
"Yes, vegan","2018","indirect migration background","general elemantary","2","","",""
"Yes, vegan","2018","indirect migration background","middle vocational","7","","",""
"Yes, vegan","2018","indirect migration background","vocational + Abi","4","","",""
"Yes, vegan","2018","indirect migration background","higher vocational","","","",""
"Yes, vegan","2018","indirect migration background","higher education","4","","",""
"No","2018","no migration background","in school","191","0.877823744443017","0.834450381038183","0.921197107847851"
"No","2018","no migration background","inadequately","158","0.93001181477404","0.891083758617686","0.968939870930395"
"No","2018","no migration background","general elemantary","1614","0.973399383159024","0.965663249430697","0.98113551688735"
"No","2018","no migration background","middle vocational","8919","0.954732021408489","0.950519527558647","0.95894451525833"
"No","2018","no migration background","vocational + Abi","1272","0.915081221795089","0.900442464076036","0.929719979514142"
"No","2018","no migration background","higher vocational","1263","0.953473383390879","0.942102468500379","0.964844298281378"
"No","2018","no migration background","higher education","4416","0.897591093661024","0.889108118537157","0.906074068784891"
"No","2018","direct migration background","in school","34","0.938974309107762","0.863846799120574","1.01410181909495"
"No","2018","direct migration background","inadequately","265","0.966435352245765","0.945109801271821","0.98776090321971"
"No","2018","direct migration background","general elemantary","706","0.974805037998927","0.963436558123576","0.986173517874277"
"No","2018","direct migration background","middle vocational","1381","0.957489590904887","0.947036542848542","0.967942638961232"
"No","2018","direct migration background","vocational + Abi","569","0.954972112949774","0.938310166401079","0.971634059498469"
"No","2018","direct migration background","higher vocational","74","0.926014589874424","0.867551106779862","0.984478072968985"
"No","2018","direct migration background","higher education","1054","0.916908724895133","0.900927997373006","0.93288945241726"
"No","2018","indirect migration background","in school","83","0.979507960126436","0.949564950744673","1.0094509695082"
"No","2018","indirect migration background","inadequately","42","0.969594416897716","0.918861074644975","1.02032775915046"
"No","2018","indirect migration background","general elemantary","276","0.963052135473182","0.941152079159103","0.984952191787261"
"No","2018","indirect migration background","middle vocational","653","0.920322721616896","0.900248125295675","0.940397317938116"
"No","2018","indirect migration background","vocational + Abi","117","0.92075464139098","0.873589439870762","0.967919842911198"
"No","2018","indirect migration background","higher vocational","46","0.949015472188505","0.889795799396367","1.00823514498064"
"No","2018","indirect migration background","higher education","241","0.880916942256355","0.842706151955566","0.919127732557143"
