"pgnation","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"68","1984","35-65 y.","indirect migration background","","","",""
"68","1984","66 and older","no migration background","","","",""
"68","1984","66 and older","direct migration background","","","",""
"68","1984","66 and older","indirect migration background","","","",""
"71","1984","16-34 y.","no migration background","","","",""
"71","1984","16-34 y.","direct migration background","","","",""
"71","1984","16-34 y.","indirect migration background","","","",""
"71","1984","35-65 y.","no migration background","","","",""
"71","1984","35-65 y.","direct migration background","","","",""
"71","1984","35-65 y.","indirect migration background","","","",""
"71","1984","66 and older","no migration background","","","",""
"71","1984","66 and older","direct migration background","","","",""
"71","1984","66 and older","indirect migration background","","","",""
"72","1984","16-34 y.","no migration background","","","",""
"72","1984","16-34 y.","direct migration background","","","",""
"72","1984","16-34 y.","indirect migration background","","","",""
"72","1984","35-65 y.","no migration background","","","",""
"72","1984","35-65 y.","direct migration background","","","",""
"72","1984","35-65 y.","indirect migration background","","","",""
"72","1984","66 and older","no migration background","","","",""
"72","1984","66 and older","direct migration background","","","",""
"72","1984","66 and older","indirect migration background","","","",""
"73","1984","16-34 y.","no migration background","","","",""
"73","1984","16-34 y.","direct migration background","","","",""
"73","1984","16-34 y.","indirect migration background","","","",""
"73","1984","35-65 y.","no migration background","","","",""
"73","1984","35-65 y.","direct migration background","","","",""
"73","1984","35-65 y.","indirect migration background","","","",""
"73","1984","66 and older","no migration background","","","",""
"73","1984","66 and older","direct migration background","","","",""
"73","1984","66 and older","indirect migration background","","","",""
"74","1984","16-34 y.","no migration background","","","",""
"74","1984","16-34 y.","direct migration background","","","",""
"74","1984","16-34 y.","indirect migration background","","","",""
"74","1984","35-65 y.","no migration background","","","",""
"74","1984","35-65 y.","direct migration background","","","",""
"74","1984","35-65 y.","indirect migration background","","","",""
"74","1984","66 and older","no migration background","","","",""
"74","1984","66 and older","direct migration background","","","",""
"74","1984","66 and older","indirect migration background","","","",""
"75","1984","16-34 y.","no migration background","","","",""
"75","1984","16-34 y.","direct migration background","","","",""
"75","1984","16-34 y.","indirect migration background","","","",""
