"pgnation","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"77","1984","direct migration background","Female","","","",""
"77","1984","indirect migration background","Male","","","",""
"77","1984","indirect migration background","Female","","","",""
"78","1984","no migration background","Male","","","",""
"78","1984","no migration background","Female","","","",""
"78","1984","direct migration background","Male","","","",""
"78","1984","direct migration background","Female","","","",""
"78","1984","indirect migration background","Male","","","",""
"78","1984","indirect migration background","Female","","","",""
"79","1984","no migration background","Male","","","",""
"79","1984","no migration background","Female","","","",""
"79","1984","direct migration background","Male","","","",""
"79","1984","direct migration background","Female","","","",""
"79","1984","indirect migration background","Male","","","",""
"79","1984","indirect migration background","Female","","","",""
"80","1984","no migration background","Male","","","",""
"80","1984","no migration background","Female","","","",""
"80","1984","direct migration background","Male","","","",""
"80","1984","direct migration background","Female","","","",""
"80","1984","indirect migration background","Male","","","",""
"80","1984","indirect migration background","Female","","","",""
"81","1984","no migration background","Male","","","",""
"81","1984","no migration background","Female","","","",""
"81","1984","direct migration background","Male","","","",""
"81","1984","direct migration background","Female","","","",""
"81","1984","indirect migration background","Male","","","",""
"81","1984","indirect migration background","Female","","","",""
"82","1984","no migration background","Male","","","",""
"82","1984","no migration background","Female","","","",""
"82","1984","direct migration background","Male","","","",""
"82","1984","direct migration background","Female","","","",""
"82","1984","indirect migration background","Male","","","",""
"82","1984","indirect migration background","Female","","","",""
"83","1984","no migration background","Male","","","",""
"83","1984","no migration background","Female","","","",""
"83","1984","direct migration background","Male","","","",""
"83","1984","direct migration background","Female","","","",""
"83","1984","indirect migration background","Male","","","",""
"83","1984","indirect migration background","Female","","","",""
"84","1984","no migration background","Male","","","",""
"84","1984","no migration background","Female","","","",""
"84","1984","direct migration background","Male","","","",""
"84","1984","direct migration background","Female","","","",""
"84","1984","indirect migration background","Male","","","",""
"84","1984","indirect migration background","Female","","","",""
"85","1984","no migration background","Male","","","",""
"85","1984","no migration background","Female","","","",""
"85","1984","direct migration background","Male","","","",""
"85","1984","direct migration background","Female","","","",""
"85","1984","indirect migration background","Male","","","",""
"85","1984","indirect migration background","Female","","","",""
"86","1984","no migration background","Male","","","",""
"86","1984","no migration background","Female","","","",""
"86","1984","direct migration background","Male","","","",""
"86","1984","direct migration background","Female","","","",""
"86","1984","indirect migration background","Male","","","",""
"86","1984","indirect migration background","Female","","","",""
"89","1984","no migration background","Male","","","",""
"89","1984","no migration background","Female","","","",""
"89","1984","direct migration background","Male","","","",""
"89","1984","direct migration background","Female","","","",""
"89","1984","indirect migration background","Male","","","",""
"89","1984","indirect migration background","Female","","","",""
"90","1984","no migration background","Male","","","",""
"90","1984","no migration background","Female","","","",""
"90","1984","direct migration background","Male","","","",""
"90","1984","direct migration background","Female","","","",""
"90","1984","indirect migration background","Male","","","",""
"90","1984","indirect migration background","Female","","","",""
"92","1984","no migration background","Male","","","",""
"92","1984","no migration background","Female","","","",""
"92","1984","direct migration background","Male","","","",""
"92","1984","direct migration background","Female","","","",""
"92","1984","indirect migration background","Male","","","",""
"92","1984","indirect migration background","Female","","","",""
"94","1984","no migration background","Male","","","",""
"94","1984","no migration background","Female","","","",""
"94","1984","direct migration background","Male","","","",""
"94","1984","direct migration background","Female","","","",""
"94","1984","indirect migration background","Male","","","",""
"94","1984","indirect migration background","Female","","","",""
"95","1984","no migration background","Male","","","",""
"95","1984","no migration background","Female","","","",""
"95","1984","direct migration background","Male","","","",""
"95","1984","direct migration background","Female","","","",""
"95","1984","indirect migration background","Male","","","",""
"95","1984","indirect migration background","Female","","","",""
"96","1984","no migration background","Male","","","",""
"96","1984","no migration background","Female","","","",""
"96","1984","direct migration background","Male","","","",""
"96","1984","direct migration background","Female","","","",""
"96","1984","indirect migration background","Male","","","",""
"96","1984","indirect migration background","Female","","","",""
"97","1984","no migration background","Male","","","",""
"97","1984","no migration background","Female","","","",""
"97","1984","direct migration background","Male","","","",""
"97","1984","direct migration background","Female","","","",""
"97","1984","indirect migration background","Male","","","",""
"97","1984","indirect migration background","Female","","","",""
"98","1984","no migration background","Male","1","","",""
"98","1984","no migration background","Female","","","",""
"98","1984","direct migration background","Male","2","","",""
"98","1984","direct migration background","Female","5","","",""
"98","1984","indirect migration background","Male","2","","",""
"98","1984","indirect migration background","Female","","","",""
"101","1984","no migration background","Male","","","",""
"101","1984","no migration background","Female","","","",""
"101","1984","direct migration background","Male","","","",""
"101","1984","direct migration background","Female","","","",""
"101","1984","indirect migration background","Male","","","",""
"101","1984","indirect migration background","Female","","","",""
"102","1984","no migration background","Male","","","",""
"102","1984","no migration background","Female","","","",""
"102","1984","direct migration background","Male","","","",""
"102","1984","direct migration background","Female","","","",""
"102","1984","indirect migration background","Male","","","",""
"102","1984","indirect migration background","Female","","","",""
"103","1984","no migration background","Male","","","",""
"103","1984","no migration background","Female","","","",""
"103","1984","direct migration background","Male","","","",""
"103","1984","direct migration background","Female","","","",""
"103","1984","indirect migration background","Male","","","",""
"103","1984","indirect migration background","Female","","","",""
"105","1984","no migration background","Male","","","",""
"105","1984","no migration background","Female","","","",""
"105","1984","direct migration background","Male","","","",""
"105","1984","direct migration background","Female","","","",""
"105","1984","indirect migration background","Male","","","",""
"105","1984","indirect migration background","Female","","","",""
"108","1984","no migration background","Male","","","",""
"108","1984","no migration background","Female","","","",""
"108","1984","direct migration background","Male","","","",""
"108","1984","direct migration background","Female","","","",""
"108","1984","indirect migration background","Male","","","",""
"108","1984","indirect migration background","Female","","","",""
"110","1984","no migration background","Male","","","",""
"110","1984","no migration background","Female","","","",""
"110","1984","direct migration background","Male","","","",""
"110","1984","direct migration background","Female","","","",""
"110","1984","indirect migration background","Male","","","",""
"110","1984","indirect migration background","Female","","","",""
"111","1984","no migration background","Male","","","",""
"111","1984","no migration background","Female","","","",""
"111","1984","direct migration background","Male","","","",""
"111","1984","direct migration background","Female","","","",""
"111","1984","indirect migration background","Male","","","",""
"111","1984","indirect migration background","Female","","","",""
"113","1984","no migration background","Male","","","",""
"113","1984","no migration background","Female","","","",""
"113","1984","direct migration background","Male","","","",""
"113","1984","direct migration background","Female","","","",""
"113","1984","indirect migration background","Male","","","",""
"113","1984","indirect migration background","Female","","","",""
"116","1984","no migration background","Male","","","",""
"116","1984","no migration background","Female","","","",""
"116","1984","direct migration background","Male","","","",""
"116","1984","direct migration background","Female","","","",""
"116","1984","indirect migration background","Male","","","",""
"116","1984","indirect migration background","Female","","","",""
"117","1984","no migration background","Male","","","",""
"117","1984","no migration background","Female","","","",""
"117","1984","direct migration background","Male","","","",""
"117","1984","direct migration background","Female","","","",""
"117","1984","indirect migration background","Male","","","",""
"117","1984","indirect migration background","Female","","","",""
"118","1984","no migration background","Male","","","",""
"118","1984","no migration background","Female","","","",""
"118","1984","direct migration background","Male","","","",""
"118","1984","direct migration background","Female","","","",""
"118","1984","indirect migration background","Male","","","",""
"118","1984","indirect migration background","Female","","","",""
"119","1984","no migration background","Male","","","",""
"119","1984","no migration background","Female","","","",""
"119","1984","direct migration background","Male","","","",""
"119","1984","direct migration background","Female","","","",""
"119","1984","indirect migration background","Male","","","",""
"119","1984","indirect migration background","Female","","","",""
"120","1984","no migration background","Male","","","",""
"120","1984","no migration background","Female","","","",""
"120","1984","direct migration background","Male","","","",""
"120","1984","direct migration background","Female","","","",""
"120","1984","indirect migration background","Male","","","",""
"120","1984","indirect migration background","Female","","","",""
"121","1984","no migration background","Male","","","",""
"121","1984","no migration background","Female","","","",""
"121","1984","direct migration background","Male","","","",""
"121","1984","direct migration background","Female","","","",""
"121","1984","indirect migration background","Male","","","",""
"121","1984","indirect migration background","Female","","","",""
"122","1984","no migration background","Male","","","",""
"122","1984","no migration background","Female","","","",""
"122","1984","direct migration background","Male","","","",""
"122","1984","direct migration background","Female","","","",""
"122","1984","indirect migration background","Male","","","",""
"122","1984","indirect migration background","Female","","","",""
"123","1984","no migration background","Male","","","",""
"123","1984","no migration background","Female","","","",""
"123","1984","direct migration background","Male","","","",""
"123","1984","direct migration background","Female","","","",""
"123","1984","indirect migration background","Male","","","",""
"123","1984","indirect migration background","Female","","","",""
"124","1984","no migration background","Male","","","",""
"124","1984","no migration background","Female","","","",""
"124","1984","direct migration background","Male","","","",""
"124","1984","direct migration background","Female","","","",""
"124","1984","indirect migration background","Male","","","",""
"124","1984","indirect migration background","Female","","","",""
"125","1984","no migration background","Male","","","",""
"125","1984","no migration background","Female","","","",""
"125","1984","direct migration background","Male","","","",""
"125","1984","direct migration background","Female","","","",""
"125","1984","indirect migration background","Male","","","",""
"125","1984","indirect migration background","Female","","","",""
"127","1984","no migration background","Male","","","",""
"127","1984","no migration background","Female","","","",""
"127","1984","direct migration background","Male","","","",""
"127","1984","direct migration background","Female","","","",""
"127","1984","indirect migration background","Male","","","",""
"127","1984","indirect migration background","Female","","","",""
"128","1984","no migration background","Male","","","",""
"128","1984","no migration background","Female","","","",""
"128","1984","direct migration background","Male","","","",""
"128","1984","direct migration background","Female","","","",""
"128","1984","indirect migration background","Male","","","",""
"128","1984","indirect migration background","Female","","","",""
"129","1984","no migration background","Male","","","",""
"129","1984","no migration background","Female","","","",""
"129","1984","direct migration background","Male","","","",""
"129","1984","direct migration background","Female","","","",""
"129","1984","indirect migration background","Male","","","",""
"129","1984","indirect migration background","Female","","","",""
"130","1984","no migration background","Male","","","",""
"130","1984","no migration background","Female","","","",""
"130","1984","direct migration background","Male","","","",""
"130","1984","direct migration background","Female","","","",""
"130","1984","indirect migration background","Male","","","",""
"130","1984","indirect migration background","Female","","","",""
"131","1984","no migration background","Male","","","",""
"131","1984","no migration background","Female","","","",""
"131","1984","direct migration background","Male","","","",""
"131","1984","direct migration background","Female","","","",""
"131","1984","indirect migration background","Male","","","",""
"131","1984","indirect migration background","Female","","","",""
"132","1984","no migration background","Male","","","",""
"132","1984","no migration background","Female","","","",""
"132","1984","direct migration background","Male","","","",""
"132","1984","direct migration background","Female","","","",""
"132","1984","indirect migration background","Male","","","",""
"132","1984","indirect migration background","Female","","","",""
"133","1984","no migration background","Male","","","",""
"133","1984","no migration background","Female","","","",""
"133","1984","direct migration background","Male","","","",""
"133","1984","direct migration background","Female","","","",""
"133","1984","indirect migration background","Male","","","",""
"133","1984","indirect migration background","Female","","","",""
"135","1984","no migration background","Male","","","",""
"135","1984","no migration background","Female","","","",""
"135","1984","direct migration background","Male","","","",""
"135","1984","direct migration background","Female","","","",""
"135","1984","indirect migration background","Male","","","",""
"135","1984","indirect migration background","Female","","","",""
"138","1984","no migration background","Male","","","",""
"138","1984","no migration background","Female","","","",""
"138","1984","direct migration background","Male","","","",""
"138","1984","direct migration background","Female","","","",""
"138","1984","indirect migration background","Male","","","",""
"138","1984","indirect migration background","Female","","","",""
"139","1984","no migration background","Male","","","",""
"139","1984","no migration background","Female","","","",""
"139","1984","direct migration background","Male","","","",""
"139","1984","direct migration background","Female","","","",""
"139","1984","indirect migration background","Male","","","",""
"139","1984","indirect migration background","Female","","","",""
"140","1984","no migration background","Male","","","",""
"140","1984","no migration background","Female","","","",""
"140","1984","direct migration background","Male","","","",""
"140","1984","direct migration background","Female","","","",""
"140","1984","indirect migration background","Male","","","",""
