"pgnation","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"17","1984","Not Employed","indirect migration background","","","",""
"17","1984","Employed","no migration background","","","",""
"17","1984","Employed","direct migration background","1","","",""
"17","1984","Employed","indirect migration background","","","",""
"18","1984","Not Employed","no migration background","","","",""
"18","1984","Not Employed","direct migration background","9","","",""
"18","1984","Not Employed","indirect migration background","1","","",""
"18","1984","Employed","no migration background","","","",""
"18","1984","Employed","direct migration background","6","","",""
"18","1984","Employed","indirect migration background","","","",""
"19","1984","Not Employed","no migration background","","","",""
"19","1984","Not Employed","direct migration background","2","","",""
"19","1984","Not Employed","indirect migration background","","","",""
"19","1984","Employed","no migration background","","","",""
"19","1984","Employed","direct migration background","6","","",""
"19","1984","Employed","indirect migration background","","","",""
"20","1984","Not Employed","no migration background","","","",""
"20","1984","Not Employed","direct migration background","1","","",""
"20","1984","Not Employed","indirect migration background","","","",""
"20","1984","Employed","no migration background","","","",""
"20","1984","Employed","direct migration background","1","","",""
"20","1984","Employed","indirect migration background","","","",""
"21","1984","Not Employed","no migration background","","","",""
"21","1984","Not Employed","direct migration background","1","","",""
"21","1984","Not Employed","indirect migration background","","","",""
"21","1984","Employed","no migration background","","","",""
"21","1984","Employed","direct migration background","","","",""
"21","1984","Employed","indirect migration background","","","",""
"22","1984","Not Employed","no migration background","","","",""
"22","1984","Not Employed","direct migration background","7","","",""
"22","1984","Not Employed","indirect migration background","","","",""
"22","1984","Employed","no migration background","","","",""
"22","1984","Employed","direct migration background","2","","",""
"22","1984","Employed","indirect migration background","","","",""
"23","1984","Not Employed","no migration background","","","",""
"23","1984","Not Employed","direct migration background","2","","",""
"23","1984","Not Employed","indirect migration background","","","",""
"23","1984","Employed","no migration background","","","",""
"23","1984","Employed","direct migration background","3","","",""
"23","1984","Employed","indirect migration background","","","",""
"24","1984","Not Employed","no migration background","","","",""
"24","1984","Not Employed","direct migration background","2","","",""
"24","1984","Not Employed","indirect migration background","","","",""
"24","1984","Employed","no migration background","","","",""
"24","1984","Employed","direct migration background","","","",""
"24","1984","Employed","indirect migration background","","","",""
"25","1984","Not Employed","no migration background","","","",""
"25","1984","Not Employed","direct migration background","1","","",""
"25","1984","Not Employed","indirect migration background","","","",""
"25","1984","Employed","no migration background","","","",""
"25","1984","Employed","direct migration background","1","","",""
"25","1984","Employed","indirect migration background","","","",""
"26","1984","Not Employed","no migration background","","","",""
"26","1984","Not Employed","direct migration background","","","",""
"26","1984","Not Employed","indirect migration background","","","",""
"26","1984","Employed","no migration background","","","",""
"26","1984","Employed","direct migration background","2","","",""
"26","1984","Employed","indirect migration background","","","",""
"27","1984","Not Employed","no migration background","","","",""
"27","1984","Not Employed","direct migration background","","","",""
"27","1984","Not Employed","indirect migration background","","","",""
"27","1984","Employed","no migration background","","","",""
"27","1984","Employed","direct migration background","","","",""
"27","1984","Employed","indirect migration background","","","",""
"28","1984","Not Employed","no migration background","","","",""
"28","1984","Not Employed","direct migration background","2","","",""
"28","1984","Not Employed","indirect migration background","","","",""
"28","1984","Employed","no migration background","","","",""
"28","1984","Employed","direct migration background","2","","",""
"28","1984","Employed","indirect migration background","","","",""
"29","1984","Not Employed","no migration background","","","",""
"29","1984","Not Employed","direct migration background","","","",""
"29","1984","Not Employed","indirect migration background","","","",""
"29","1984","Employed","no migration background","","","",""
"29","1984","Employed","direct migration background","1","","",""
"29","1984","Employed","indirect migration background","","","",""
"30","1984","Not Employed","no migration background","","","",""
"30","1984","Not Employed","direct migration background","","","",""
"30","1984","Not Employed","indirect migration background","","","",""
"30","1984","Employed","no migration background","","","",""
"30","1984","Employed","direct migration background","","","",""
"30","1984","Employed","indirect migration background","","","",""
"31","1984","Not Employed","no migration background","","","",""
"31","1984","Not Employed","direct migration background","1","","",""
"31","1984","Not Employed","indirect migration background","","","",""
"31","1984","Employed","no migration background","","","",""
"31","1984","Employed","direct migration background","2","","",""
"31","1984","Employed","indirect migration background","","","",""
"32","1984","Not Employed","no migration background","","","",""
"32","1984","Not Employed","direct migration background","","","",""
"32","1984","Not Employed","indirect migration background","","","",""
"32","1984","Employed","no migration background","","","",""
"32","1984","Employed","direct migration background","","","",""
"32","1984","Employed","indirect migration background","","","",""
"34","1984","Not Employed","no migration background","","","",""
"34","1984","Not Employed","direct migration background","2","","",""
"34","1984","Not Employed","indirect migration background","","","",""
"34","1984","Employed","no migration background","","","",""
"34","1984","Employed","direct migration background","2","","",""
"34","1984","Employed","indirect migration background","","","",""
"35","1984","Not Employed","no migration background","","","",""
"35","1984","Not Employed","direct migration background","","","",""
"35","1984","Not Employed","indirect migration background","","","",""
"35","1984","Employed","no migration background","","","",""
"35","1984","Employed","direct migration background","","","",""
"35","1984","Employed","indirect migration background","","","",""
"36","1984","Not Employed","no migration background","","","",""
"36","1984","Not Employed","direct migration background","1","","",""
"36","1984","Not Employed","indirect migration background","","","",""
"36","1984","Employed","no migration background","","","",""
"36","1984","Employed","direct migration background","","","",""
"36","1984","Employed","indirect migration background","","","",""
"37","1984","Not Employed","no migration background","","","",""
"37","1984","Not Employed","direct migration background","","","",""
"37","1984","Not Employed","indirect migration background","","","",""
"37","1984","Employed","no migration background","","","",""
"37","1984","Employed","direct migration background","","","",""
"37","1984","Employed","indirect migration background","","","",""
"38","1984","Not Employed","no migration background","","","",""
"38","1984","Not Employed","direct migration background","1","","",""
"38","1984","Not Employed","indirect migration background","","","",""
"38","1984","Employed","no migration background","","","",""
"38","1984","Employed","direct migration background","1","","",""
"38","1984","Employed","indirect migration background","","","",""
"39","1984","Not Employed","no migration background","","","",""
"39","1984","Not Employed","direct migration background","","","",""
"39","1984","Not Employed","indirect migration background","","","",""
"39","1984","Employed","no migration background","","","",""
"39","1984","Employed","direct migration background","1","","",""
"39","1984","Employed","indirect migration background","","","",""
"40","1984","Not Employed","no migration background","","","",""
"40","1984","Not Employed","direct migration background","1","","",""
"40","1984","Not Employed","indirect migration background","","","",""
"40","1984","Employed","no migration background","","","",""
"40","1984","Employed","direct migration background","","","",""
"40","1984","Employed","indirect migration background","","","",""
"41","1984","Not Employed","no migration background","","","",""
"41","1984","Not Employed","direct migration background","1","","",""
"41","1984","Not Employed","indirect migration background","","","",""
"41","1984","Employed","no migration background","","","",""
"41","1984","Employed","direct migration background","","","",""
"41","1984","Employed","indirect migration background","","","",""
"42","1984","Not Employed","no migration background","","","",""
"42","1984","Not Employed","direct migration background","","","",""
"42","1984","Not Employed","indirect migration background","","","",""
"42","1984","Employed","no migration background","","","",""
"42","1984","Employed","direct migration background","1","","",""
"42","1984","Employed","indirect migration background","","","",""
"43","1984","Not Employed","no migration background","","","",""
"43","1984","Not Employed","direct migration background","1","","",""
"43","1984","Not Employed","indirect migration background","","","",""
"43","1984","Employed","no migration background","","","",""
"43","1984","Employed","direct migration background","1","","",""
"43","1984","Employed","indirect migration background","","","",""
"44","1984","Not Employed","no migration background","","","",""
"44","1984","Not Employed","direct migration background","","","",""
"44","1984","Not Employed","indirect migration background","","","",""
"44","1984","Employed","no migration background","","","",""
"44","1984","Employed","direct migration background","","","",""
"44","1984","Employed","indirect migration background","","","",""
"45","1984","Not Employed","no migration background","","","",""
"45","1984","Not Employed","direct migration background","","","",""
"45","1984","Not Employed","indirect migration background","","","",""
"45","1984","Employed","no migration background","","","",""
"45","1984","Employed","direct migration background","","","",""
"45","1984","Employed","indirect migration background","","","",""
"46","1984","Not Employed","no migration background","","","",""
"46","1984","Not Employed","direct migration background","","","",""
"46","1984","Not Employed","indirect migration background","","","",""
"46","1984","Employed","no migration background","","","",""
"46","1984","Employed","direct migration background","","","",""
"46","1984","Employed","indirect migration background","","","",""
"47","1984","Not Employed","no migration background","","","",""
"47","1984","Not Employed","direct migration background","","","",""
"47","1984","Not Employed","indirect migration background","","","",""
"47","1984","Employed","no migration background","","","",""
"47","1984","Employed","direct migration background","","","",""
"47","1984","Employed","indirect migration background","","","",""
"48","1984","Not Employed","no migration background","","","",""
"48","1984","Not Employed","direct migration background","","","",""
"48","1984","Not Employed","indirect migration background","","","",""
"48","1984","Employed","no migration background","","","",""
"48","1984","Employed","direct migration background","","","",""
"48","1984","Employed","indirect migration background","","","",""
"49","1984","Not Employed","no migration background","","","",""
"49","1984","Not Employed","direct migration background","","","",""
"49","1984","Not Employed","indirect migration background","","","",""
"49","1984","Employed","no migration background","","","",""
"49","1984","Employed","direct migration background","","","",""
"49","1984","Employed","indirect migration background","","","",""
"50","1984","Not Employed","no migration background","","","",""
"50","1984","Not Employed","direct migration background","","","",""
"50","1984","Not Employed","indirect migration background","","","",""
"50","1984","Employed","no migration background","","","",""
"50","1984","Employed","direct migration background","","","",""
"50","1984","Employed","indirect migration background","","","",""
"51","1984","Not Employed","no migration background","","","",""
"51","1984","Not Employed","direct migration background","","","",""
"51","1984","Not Employed","indirect migration background","","","",""
"51","1984","Employed","no migration background","","","",""
"51","1984","Employed","direct migration background","","","",""
"51","1984","Employed","indirect migration background","","","",""
"52","1984","Not Employed","no migration background","","","",""
"52","1984","Not Employed","direct migration background","","","",""
"52","1984","Not Employed","indirect migration background","","","",""
"52","1984","Employed","no migration background","","","",""
"52","1984","Employed","direct migration background","","","",""
"52","1984","Employed","indirect migration background","","","",""
"53","1984","Not Employed","no migration background","","","",""
"53","1984","Not Employed","direct migration background","","","",""
"53","1984","Not Employed","indirect migration background","","","",""
"53","1984","Employed","no migration background","","","",""
"53","1984","Employed","direct migration background","","","",""
"53","1984","Employed","indirect migration background","","","",""
"54","1984","Not Employed","no migration background","","","",""
"54","1984","Not Employed","direct migration background","","","",""
"54","1984","Not Employed","indirect migration background","","","",""
"54","1984","Employed","no migration background","","","",""
"54","1984","Employed","direct migration background","","","",""
"54","1984","Employed","indirect migration background","","","",""
"55","1984","Not Employed","no migration background","","","",""
"55","1984","Not Employed","direct migration background","","","",""
"55","1984","Not Employed","indirect migration background","","","",""
"55","1984","Employed","no migration background","","","",""
"55","1984","Employed","direct migration background","","","",""
"55","1984","Employed","indirect migration background","","","",""
"56","1984","Not Employed","no migration background","","","",""
"56","1984","Not Employed","direct migration background","","","",""
"56","1984","Not Employed","indirect migration background","","","",""
"56","1984","Employed","no migration background","","","",""
"56","1984","Employed","direct migration background","","","",""
"56","1984","Employed","indirect migration background","","","",""
"59","1984","Not Employed","no migration background","","","",""
"59","1984","Not Employed","direct migration background","","","",""
"59","1984","Not Employed","indirect migration background","","","",""
"59","1984","Employed","no migration background","","","",""
"59","1984","Employed","direct migration background","","","",""
"59","1984","Employed","indirect migration background","","","",""
"60","1984","Not Employed","no migration background","","","",""
"60","1984","Not Employed","direct migration background","","","",""
"60","1984","Not Employed","indirect migration background","","","",""
"60","1984","Employed","no migration background","","","",""
"60","1984","Employed","direct migration background","","","",""
"60","1984","Employed","indirect migration background","","","",""
"61","1984","Not Employed","no migration background","","","",""
"61","1984","Not Employed","direct migration background","","","",""
"61","1984","Not Employed","indirect migration background","","","",""
"61","1984","Employed","no migration background","","","",""
"61","1984","Employed","direct migration background","","","",""
"61","1984","Employed","indirect migration background","","","",""
"64","1984","Not Employed","no migration background","","","",""
"64","1984","Not Employed","direct migration background","","","",""
"64","1984","Not Employed","indirect migration background","","","",""
"64","1984","Employed","no migration background","","","",""
"64","1984","Employed","direct migration background","","","",""
"64","1984","Employed","indirect migration background","","","",""
"65","1984","Not Employed","no migration background","","","",""
"65","1984","Not Employed","direct migration background","","","",""
"65","1984","Not Employed","indirect migration background","","","",""
"65","1984","Employed","no migration background","","","",""
"65","1984","Employed","direct migration background","","","",""
"65","1984","Employed","indirect migration background","","","",""
"66","1984","Not Employed","no migration background","","","",""
"66","1984","Not Employed","direct migration background","","","",""
"66","1984","Not Employed","indirect migration background","","","",""
"66","1984","Employed","no migration background","","","",""
"66","1984","Employed","direct migration background","","","",""
"66","1984","Employed","indirect migration background","","","",""
"67","1984","Not Employed","no migration background","","","",""
"67","1984","Not Employed","direct migration background","","","",""
"67","1984","Not Employed","indirect migration background","","","",""
"67","1984","Employed","no migration background","","","",""
"67","1984","Employed","direct migration background","","","",""
"67","1984","Employed","indirect migration background","","","",""
"68","1984","Not Employed","no migration background","","","",""
"68","1984","Not Employed","direct migration background","","","",""
"68","1984","Not Employed","indirect migration background","","","",""
"68","1984","Employed","no migration background","","","",""
"68","1984","Employed","direct migration background","","","",""
"68","1984","Employed","indirect migration background","","","",""
"71","1984","Not Employed","no migration background","","","",""
"71","1984","Not Employed","direct migration background","","","",""
"71","1984","Not Employed","indirect migration background","","","",""
"71","1984","Employed","no migration background","","","",""
"71","1984","Employed","direct migration background","","","",""
"71","1984","Employed","indirect migration background","","","",""
"72","1984","Not Employed","no migration background","","","",""
"72","1984","Not Employed","direct migration background","","","",""
"72","1984","Not Employed","indirect migration background","","","",""
"72","1984","Employed","no migration background","","","",""
"72","1984","Employed","direct migration background","","","",""
"72","1984","Employed","indirect migration background","","","",""
"73","1984","Not Employed","no migration background","","","",""
"73","1984","Not Employed","direct migration background","","","",""
"73","1984","Not Employed","indirect migration background","","","",""
"73","1984","Employed","no migration background","","","",""
"73","1984","Employed","direct migration background","","","",""
"73","1984","Employed","indirect migration background","","","",""
"74","1984","Not Employed","no migration background","","","",""
"74","1984","Not Employed","direct migration background","","","",""
"74","1984","Not Employed","indirect migration background","","","",""
"74","1984","Employed","no migration background","","","",""
"74","1984","Employed","direct migration background","","","",""
"74","1984","Employed","indirect migration background","","","",""
"75","1984","Not Employed","no migration background","","","",""
"75","1984","Not Employed","direct migration background","","","",""
"75","1984","Not Employed","indirect migration background","","","",""
"75","1984","Employed","no migration background","","","",""
"75","1984","Employed","direct migration background","","","",""
"75","1984","Employed","indirect migration background","","","",""
"76","1984","Not Employed","no migration background","","","",""
"76","1984","Not Employed","direct migration background","","","",""
"76","1984","Not Employed","indirect migration background","","","",""
"76","1984","Employed","no migration background","","","",""
"76","1984","Employed","direct migration background","","","",""
"76","1984","Employed","indirect migration background","","","",""
"77","1984","Not Employed","no migration background","","","",""
"77","1984","Not Employed","direct migration background","","","",""
"77","1984","Not Employed","indirect migration background","","","",""
"77","1984","Employed","no migration background","","","",""
"77","1984","Employed","direct migration background","","","",""
"77","1984","Employed","indirect migration background","","","",""
"78","1984","Not Employed","no migration background","","","",""
"78","1984","Not Employed","direct migration background","","","",""
"78","1984","Not Employed","indirect migration background","","","",""
"78","1984","Employed","no migration background","","","",""
"78","1984","Employed","direct migration background","","","",""
"78","1984","Employed","indirect migration background","","","",""
"79","1984","Not Employed","no migration background","","","",""
"79","1984","Not Employed","direct migration background","","","",""
"79","1984","Not Employed","indirect migration background","","","",""
"79","1984","Employed","no migration background","","","",""
"79","1984","Employed","direct migration background","","","",""
"79","1984","Employed","indirect migration background","","","",""
"80","1984","Not Employed","no migration background","","","",""
"80","1984","Not Employed","direct migration background","","","",""
"80","1984","Not Employed","indirect migration background","","","",""
"80","1984","Employed","no migration background","","","",""
"80","1984","Employed","direct migration background","","","",""
"80","1984","Employed","indirect migration background","","","",""
"81","1984","Not Employed","no migration background","","","",""
"81","1984","Not Employed","direct migration background","","","",""
"81","1984","Not Employed","indirect migration background","","","",""
"81","1984","Employed","no migration background","","","",""
"81","1984","Employed","direct migration background","","","",""
"81","1984","Employed","indirect migration background","","","",""
"82","1984","Not Employed","no migration background","","","",""
"82","1984","Not Employed","direct migration background","","","",""
"82","1984","Not Employed","indirect migration background","","","",""
"82","1984","Employed","no migration background","","","",""
"82","1984","Employed","direct migration background","","","",""
"82","1984","Employed","indirect migration background","","","",""
"83","1984","Not Employed","no migration background","","","",""
"83","1984","Not Employed","direct migration background","","","",""
"83","1984","Not Employed","indirect migration background","","","",""
"83","1984","Employed","no migration background","","","",""
"83","1984","Employed","direct migration background","","","",""
"83","1984","Employed","indirect migration background","","","",""
"84","1984","Not Employed","no migration background","","","",""
"84","1984","Not Employed","direct migration background","","","",""
"84","1984","Not Employed","indirect migration background","","","",""
"84","1984","Employed","no migration background","","","",""
"84","1984","Employed","direct migration background","","","",""
"84","1984","Employed","indirect migration background","","","",""
"85","1984","Not Employed","no migration background","","","",""
"85","1984","Not Employed","direct migration background","","","",""
"85","1984","Not Employed","indirect migration background","","","",""
"85","1984","Employed","no migration background","","","",""
"85","1984","Employed","direct migration background","","","",""
"85","1984","Employed","indirect migration background","","","",""
"86","1984","Not Employed","no migration background","","","",""
"86","1984","Not Employed","direct migration background","","","",""
"86","1984","Not Employed","indirect migration background","","","",""
"86","1984","Employed","no migration background","","","",""
"86","1984","Employed","direct migration background","","","",""
"86","1984","Employed","indirect migration background","","","",""
"89","1984","Not Employed","no migration background","","","",""
"89","1984","Not Employed","direct migration background","","","",""
"89","1984","Not Employed","indirect migration background","","","",""
"89","1984","Employed","no migration background","","","",""
"89","1984","Employed","direct migration background","","","",""
"89","1984","Employed","indirect migration background","","","",""
"90","1984","Not Employed","no migration background","","","",""
"90","1984","Not Employed","direct migration background","","","",""
"90","1984","Not Employed","indirect migration background","","","",""
"90","1984","Employed","no migration background","","","",""
"90","1984","Employed","direct migration background","","","",""
"90","1984","Employed","indirect migration background","","","",""
"92","1984","Not Employed","no migration background","","","",""
"92","1984","Not Employed","direct migration background","","","",""
"92","1984","Not Employed","indirect migration background","","","",""
"92","1984","Employed","no migration background","","","",""
"92","1984","Employed","direct migration background","","","",""
"92","1984","Employed","indirect migration background","","","",""
"94","1984","Not Employed","no migration background","","","",""
"94","1984","Not Employed","direct migration background","","","",""
"94","1984","Not Employed","indirect migration background","","","",""
"94","1984","Employed","no migration background","","","",""
"94","1984","Employed","direct migration background","","","",""
"94","1984","Employed","indirect migration background","","","",""
"95","1984","Not Employed","no migration background","","","",""
"95","1984","Not Employed","direct migration background","","","",""
"95","1984","Not Employed","indirect migration background","","","",""
"95","1984","Employed","no migration background","","","",""
"95","1984","Employed","direct migration background","","","",""
"95","1984","Employed","indirect migration background","","","",""
"96","1984","Not Employed","no migration background","","","",""
"96","1984","Not Employed","direct migration background","","","",""
"96","1984","Not Employed","indirect migration background","","","",""
"96","1984","Employed","no migration background","","","",""
"96","1984","Employed","direct migration background","","","",""
"96","1984","Employed","indirect migration background","","","",""
"97","1984","Not Employed","no migration background","","","",""
"97","1984","Not Employed","direct migration background","","","",""
"97","1984","Not Employed","indirect migration background","","","",""
"97","1984","Employed","no migration background","","","",""
"97","1984","Employed","direct migration background","","","",""
"97","1984","Employed","indirect migration background","","","",""
"98","1984","Not Employed","no migration background","","","",""
"98","1984","Not Employed","direct migration background","5","","",""
"98","1984","Not Employed","indirect migration background","1","","",""
"98","1984","Employed","no migration background","1","","",""
"98","1984","Employed","direct migration background","2","","",""
"98","1984","Employed","indirect migration background","1","","",""
"101","1984","Not Employed","no migration background","","","",""
"101","1984","Not Employed","direct migration background","","","",""
"101","1984","Not Employed","indirect migration background","","","",""
"101","1984","Employed","no migration background","","","",""
"101","1984","Employed","direct migration background","","","",""
"101","1984","Employed","indirect migration background","","","",""
"102","1984","Not Employed","no migration background","","","",""
"102","1984","Not Employed","direct migration background","","","",""
"102","1984","Not Employed","indirect migration background","","","",""
"102","1984","Employed","no migration background","","","",""
"102","1984","Employed","direct migration background","","","",""
"102","1984","Employed","indirect migration background","","","",""
"103","1984","Not Employed","no migration background","","","",""
"103","1984","Not Employed","direct migration background","","","",""
"103","1984","Not Employed","indirect migration background","","","",""
"103","1984","Employed","no migration background","","","",""
"103","1984","Employed","direct migration background","","","",""
"103","1984","Employed","indirect migration background","","","",""
"105","1984","Not Employed","no migration background","","","",""
"105","1984","Not Employed","direct migration background","","","",""
"105","1984","Not Employed","indirect migration background","","","",""
"105","1984","Employed","no migration background","","","",""
"105","1984","Employed","direct migration background","","","",""
"105","1984","Employed","indirect migration background","","","",""
"108","1984","Not Employed","no migration background","","","",""
"108","1984","Not Employed","direct migration background","","","",""
"108","1984","Not Employed","indirect migration background","","","",""
"108","1984","Employed","no migration background","","","",""
"108","1984","Employed","direct migration background","","","",""
"108","1984","Employed","indirect migration background","","","",""
"110","1984","Not Employed","no migration background","","","",""
"110","1984","Not Employed","direct migration background","","","",""
"110","1984","Not Employed","indirect migration background","","","",""
"110","1984","Employed","no migration background","","","",""
"110","1984","Employed","direct migration background","","","",""
"110","1984","Employed","indirect migration background","","","",""
"111","1984","Not Employed","no migration background","","","",""
"111","1984","Not Employed","direct migration background","","","",""
"111","1984","Not Employed","indirect migration background","","","",""
"111","1984","Employed","no migration background","","","",""
"111","1984","Employed","direct migration background","","","",""
"111","1984","Employed","indirect migration background","","","",""
"113","1984","Not Employed","no migration background","","","",""
"113","1984","Not Employed","direct migration background","","","",""
"113","1984","Not Employed","indirect migration background","","","",""
"113","1984","Employed","no migration background","","","",""
"113","1984","Employed","direct migration background","","","",""
"113","1984","Employed","indirect migration background","","","",""
"116","1984","Not Employed","no migration background","","","",""
"116","1984","Not Employed","direct migration background","","","",""
"116","1984","Not Employed","indirect migration background","","","",""
"116","1984","Employed","no migration background","","","",""
"116","1984","Employed","direct migration background","","","",""
"116","1984","Employed","indirect migration background","","","",""
"117","1984","Not Employed","no migration background","","","",""
"117","1984","Not Employed","direct migration background","","","",""
"117","1984","Not Employed","indirect migration background","","","",""
"117","1984","Employed","no migration background","","","",""
"117","1984","Employed","direct migration background","","","",""
"117","1984","Employed","indirect migration background","","","",""
"118","1984","Not Employed","no migration background","","","",""
"118","1984","Not Employed","direct migration background","","","",""
"118","1984","Not Employed","indirect migration background","","","",""
"118","1984","Employed","no migration background","","","",""
"118","1984","Employed","direct migration background","","","",""
"118","1984","Employed","indirect migration background","","","",""
"119","1984","Not Employed","no migration background","","","",""
"119","1984","Not Employed","direct migration background","","","",""
"119","1984","Not Employed","indirect migration background","","","",""
"119","1984","Employed","no migration background","","","",""
"119","1984","Employed","direct migration background","","","",""
"119","1984","Employed","indirect migration background","","","",""
"120","1984","Not Employed","no migration background","","","",""
"120","1984","Not Employed","direct migration background","","","",""
"120","1984","Not Employed","indirect migration background","","","",""
"120","1984","Employed","no migration background","","","",""
"120","1984","Employed","direct migration background","","","",""
"120","1984","Employed","indirect migration background","","","",""
"121","1984","Not Employed","no migration background","","","",""
"121","1984","Not Employed","direct migration background","","","",""
"121","1984","Not Employed","indirect migration background","","","",""
"121","1984","Employed","no migration background","","","",""
"121","1984","Employed","direct migration background","","","",""
"121","1984","Employed","indirect migration background","","","",""
"122","1984","Not Employed","no migration background","","","",""
"122","1984","Not Employed","direct migration background","","","",""
"122","1984","Not Employed","indirect migration background","","","",""
"122","1984","Employed","no migration background","","","",""
"122","1984","Employed","direct migration background","","","",""
"122","1984","Employed","indirect migration background","","","",""
"123","1984","Not Employed","no migration background","","","",""
"123","1984","Not Employed","direct migration background","","","",""
"123","1984","Not Employed","indirect migration background","","","",""
"123","1984","Employed","no migration background","","","",""
"123","1984","Employed","direct migration background","","","",""
"123","1984","Employed","indirect migration background","","","",""
"124","1984","Not Employed","no migration background","","","",""
"124","1984","Not Employed","direct migration background","","","",""
"124","1984","Not Employed","indirect migration background","","","",""
"124","1984","Employed","no migration background","","","",""
"124","1984","Employed","direct migration background","","","",""
"124","1984","Employed","indirect migration background","","","",""
"125","1984","Not Employed","no migration background","","","",""
"125","1984","Not Employed","direct migration background","","","",""
"125","1984","Not Employed","indirect migration background","","","",""
"125","1984","Employed","no migration background","","","",""
"125","1984","Employed","direct migration background","","","",""
"125","1984","Employed","indirect migration background","","","",""
"127","1984","Not Employed","no migration background","","","",""
"127","1984","Not Employed","direct migration background","","","",""
"127","1984","Not Employed","indirect migration background","","","",""
