"pgnation","year","sex","n","percent","lower_confidence","upper_confidence"
"36","1984","Female","1","","",""
"37","1984","Male","","","",""
"37","1984","Female","","","",""
"38","1984","Male","","","",""
"38","1984","Female","2","","",""
"39","1984","Male","1","","",""
"39","1984","Female","","","",""
"40","1984","Male","","","",""
"40","1984","Female","1","","",""
"41","1984","Male","1","","",""
"41","1984","Female","","","",""
"42","1984","Male","1","","",""
"42","1984","Female","","","",""
"43","1984","Male","1","","",""
"43","1984","Female","1","","",""
"44","1984","Male","","","",""
"44","1984","Female","","","",""
"45","1984","Male","","","",""
"45","1984","Female","","","",""
"46","1984","Male","","","",""
"46","1984","Female","","","",""
"47","1984","Male","","","",""
"47","1984","Female","","","",""
"48","1984","Male","","","",""
"48","1984","Female","","","",""
"49","1984","Male","","","",""
"49","1984","Female","","","",""
"50","1984","Male","","","",""
"50","1984","Female","","","",""
"51","1984","Male","","","",""
"51","1984","Female","","","",""
"52","1984","Male","","","",""
"52","1984","Female","","","",""
"53","1984","Male","","","",""
"53","1984","Female","","","",""
"54","1984","Male","","","",""
"54","1984","Female","","","",""
"55","1984","Male","","","",""
"55","1984","Female","","","",""
"56","1984","Male","","","",""
"56","1984","Female","","","",""
"59","1984","Male","","","",""
"59","1984","Female","","","",""
"60","1984","Male","","","",""
"60","1984","Female","","","",""
"61","1984","Male","","","",""
"61","1984","Female","","","",""
"64","1984","Male","","","",""
"64","1984","Female","","","",""
"65","1984","Male","","","",""
"65","1984","Female","","","",""
"66","1984","Male","","","",""
"66","1984","Female","","","",""
"67","1984","Male","","","",""
"67","1984","Female","","","",""
"68","1984","Male","","","",""
"68","1984","Female","","","",""
"71","1984","Male","","","",""
"71","1984","Female","","","",""
"72","1984","Male","","","",""
"72","1984","Female","","","",""
"73","1984","Male","","","",""
"73","1984","Female","","","",""
"74","1984","Male","","","",""
"74","1984","Female","","","",""
"75","1984","Male","","","",""
"75","1984","Female","","","",""
"76","1984","Male","","","",""
"76","1984","Female","","","",""
"77","1984","Male","","","",""
"77","1984","Female","","","",""
"78","1984","Male","","","",""
"78","1984","Female","","","",""
"79","1984","Male","","","",""
"79","1984","Female","","","",""
"80","1984","Male","","","",""
"80","1984","Female","","","",""
"81","1984","Male","","","",""
"81","1984","Female","","","",""
"82","1984","Male","","","",""
"82","1984","Female","","","",""
"83","1984","Male","","","",""
"83","1984","Female","","","",""
"84","1984","Male","","","",""
"84","1984","Female","","","",""
"85","1984","Male","","","",""
"85","1984","Female","","","",""
"86","1984","Male","","","",""
"86","1984","Female","","","",""
"89","1984","Male","","","",""
"89","1984","Female","","","",""
"90","1984","Male","","","",""
"90","1984","Female","","","",""
"92","1984","Male","","","",""
"92","1984","Female","","","",""
"94","1984","Male","","","",""
"94","1984","Female","","","",""
"95","1984","Male","","","",""
"95","1984","Female","","","",""
"96","1984","Male","","","",""
"96","1984","Female","","","",""
"97","1984","Male","","","",""
"97","1984","Female","","","",""
"98","1984","Male","5","","",""
"98","1984","Female","5","","",""
"101","1984","Male","","","",""
"101","1984","Female","","","",""
"102","1984","Male","","","",""
"102","1984","Female","","","",""
"103","1984","Male","","","",""
"103","1984","Female","","","",""
"105","1984","Male","","","",""
"105","1984","Female","","","",""
"108","1984","Male","","","",""
"108","1984","Female","","","",""
"110","1984","Male","","","",""
"110","1984","Female","","","",""
"111","1984","Male","","","",""
"111","1984","Female","","","",""
"113","1984","Male","","","",""
"113","1984","Female","","","",""
"116","1984","Male","","","",""
"116","1984","Female","","","",""
"117","1984","Male","","","",""
"117","1984","Female","","","",""
"118","1984","Male","","","",""
"118","1984","Female","","","",""
"119","1984","Male","","","",""
"119","1984","Female","","","",""
"120","1984","Male","","","",""
"120","1984","Female","","","",""
"121","1984","Male","","","",""
"121","1984","Female","","","",""
"122","1984","Male","","","",""
"122","1984","Female","","","",""
"123","1984","Male","","","",""
"123","1984","Female","","","",""
"124","1984","Male","","","",""
"124","1984","Female","","","",""
"125","1984","Male","","","",""
"125","1984","Female","","","",""
"127","1984","Male","","","",""
"127","1984","Female","","","",""
"128","1984","Male","","","",""
"128","1984","Female","","","",""
"129","1984","Male","","","",""
"129","1984","Female","","","",""
"130","1984","Male","","","",""
"130","1984","Female","","","",""
"131","1984","Male","","","",""
"131","1984","Female","","","",""
"132","1984","Male","","","",""
"132","1984","Female","","","",""
"133","1984","Male","","","",""
"133","1984","Female","","","",""
"135","1984","Male","","","",""
"135","1984","Female","","","",""
"138","1984","Male","","","",""
"138","1984","Female","","","",""
"139","1984","Male","","","",""
"139","1984","Female","","","",""
"140","1984","Male","","","",""
"140","1984","Female","","","",""
"141","1984","Male","","","",""
"141","1984","Female","","","",""
"142","1984","Male","","","",""
"142","1984","Female","","","",""
"143","1984","Male","","","",""
"143","1984","Female","","","",""
"144","1984","Male","","","",""
"144","1984","Female","","","",""
"145","1984","Male","","","",""
"145","1984","Female","","","",""
"146","1984","Male","","","",""
"146","1984","Female","","","",""
"147","1984","Male","","","",""
"147","1984","Female","","","",""
"148","1984","Male","","","",""
"148","1984","Female","","","",""
"149","1984","Male","","","",""
"149","1984","Female","","","",""
"151","1984","Male","","","",""
"151","1984","Female","","","",""
"152","1984","Male","","","",""
"152","1984","Female","","","",""
"154","1984","Male","","","",""
"154","1984","Female","","","",""
"155","1984","Male","","","",""
"155","1984","Female","","","",""
"156","1984","Male","","","",""
"156","1984","Female","","","",""
"158","1984","Male","","","",""
"158","1984","Female","","","",""
"162","1984","Male","","","",""
"162","1984","Female","","","",""
"164","1984","Male","","","",""
"164","1984","Female","","","",""
"165","1984","Male","","","",""
"165","1984","Female","","","",""
"166","1984","Male","","","",""
"166","1984","Female","","","",""
"167","1984","Male","","","",""
"167","1984","Female","","","",""
"168","1984","Male","","","",""
"168","1984","Female","","","",""
"169","1984","Male","","","",""
"169","1984","Female","","","",""
"172","1984","Male","","","",""
"172","1984","Female","","","",""
"173","1984","Male","","","",""
"173","1984","Female","","","",""
"178","1984","Male","","","",""
"178","1984","Female","","","",""
"181","1984","Male","","","",""
"181","1984","Female","","","",""
"183","1984","Male","","","",""
"183","1984","Female","","","",""
"188","1984","Male","","","",""
"188","1984","Female","","","",""
"195","1984","Male","","","",""
"195","1984","Female","","","",""
"196","1984","Male","","","",""
"196","1984","Female","","","",""
"999","1984","Male","","","",""
"999","1984","Female","","","",""
"1","1985","Male","3977","0.926708152042084","0.919792230762594","0.933624073321574"
"1","1985","Female","4382","0.946492442537939","0.940615074234042","0.952369810841836"
"2","1985","Male","465","0.0239637200099385","0.0199052642855154","0.0280221757343616"
"2","1985","Female","397","0.0166819517253265","0.013337020419056","0.020026883031597"
"3","1985","Male","255","0.012761032100221","0.00978248303348431","0.0157395811669577"
"3","1985","Female","234","0.0101962917018518","0.00757260223355503","0.0128199811701485"
"4","1985","Male","216","0.00578627229541775","0.0037735214169549","0.0077990231738806"
"4","1985","Female","196","0.00434327050611326","0.00262583663387649","0.00606070437835004"
"5","1985","Male","300","0.0133501516845646","0.0103045343169228","0.0163957690522063"
"5","1985","Female","229","0.00783321702160294","0.00553082543828799","0.0101356086049179"
"6","1985","Male","189","0.00341372962632962","0.00186590153609257","0.00496155771656667"
"6","1985","Female","132","0.00191647258852298","0.000774247965963357","0.00305869721108259"
"10","1985","Male","16","","",""
"10","1985","Female","15","","",""
"11","1985","Male","7","","",""
"11","1985","Female","5","","",""
"12","1985","Male","6","","",""
"12","1985","Female","5","","",""
"13","1985","Male","","","",""
"13","1985","Female","","","",""
"14","1985","Male","3","","",""
"14","1985","Female","2","","",""
"15","1985","Male","","","",""
"15","1985","Female","","","",""
"16","1985","Male","","","",""
"16","1985","Female","","","",""
"17","1985","Male","","","",""
"17","1985","Female","1","","",""
"18","1985","Male","2","","",""
"18","1985","Female","6","","",""
"19","1985","Male","1","","",""
"19","1985","Female","6","","",""
"20","1985","Male","1","","",""
"20","1985","Female","1","","",""
"21","1985","Male","1","","",""
"21","1985","Female","1","","",""
"22","1985","Male","4","","",""
"22","1985","Female","3","","",""
"23","1985","Male","1","","",""
"23","1985","Female","2","","",""
"24","1985","Male","1","","",""
"24","1985","Female","1","","",""
"25","1985","Male","","","",""
"25","1985","Female","","","",""
"26","1985","Male","","","",""
"26","1985","Female","2","","",""
"27","1985","Male","","","",""
"27","1985","Female","","","",""
"28","1985","Male","","","",""
"28","1985","Female","","","",""
"29","1985","Male","","","",""
"29","1985","Female","","","",""
"30","1985","Male","","","",""
"30","1985","Female","","","",""
"31","1985","Male","","","",""
"31","1985","Female","2","","",""
"32","1985","Male","","","",""
"32","1985","Female","","","",""
"34","1985","Male","","","",""
"34","1985","Female","1","","",""
"35","1985","Male","","","",""
"35","1985","Female","","","",""
"36","1985","Male","","","",""
"36","1985","Female","","","",""
"37","1985","Male","","","",""
"37","1985","Female","","","",""
"38","1985","Male","","","",""
"38","1985","Female","2","","",""
"39","1985","Male","2","","",""
"39","1985","Female","","","",""
"40","1985","Male","","","",""
"40","1985","Female","","","",""
"41","1985","Male","1","","",""
"41","1985","Female","","","",""
"42","1985","Male","1","","",""
"42","1985","Female","","","",""
"43","1985","Male","1","","",""
"43","1985","Female","1","","",""
"44","1985","Male","","","",""
"44","1985","Female","1","","",""
"45","1985","Male","","","",""
"45","1985","Female","","","",""
"46","1985","Male","","","",""
"46","1985","Female","","","",""
"47","1985","Male","","","",""
"47","1985","Female","","","",""
"48","1985","Male","","","",""
"48","1985","Female","","","",""
"49","1985","Male","","","",""
"49","1985","Female","","","",""
"50","1985","Male","","","",""
"50","1985","Female","","","",""
"51","1985","Male","","","",""
"51","1985","Female","","","",""
"52","1985","Male","","","",""
"52","1985","Female","","","",""
"53","1985","Male","","","",""
"53","1985","Female","","","",""
"54","1985","Male","","","",""
"54","1985","Female","","","",""
"55","1985","Male","","","",""
"55","1985","Female","","","",""
"56","1985","Male","","","",""
"56","1985","Female","","","",""
"59","1985","Male","","","",""
"59","1985","Female","","","",""
"60","1985","Male","","","",""
"60","1985","Female","","","",""
"61","1985","Male","","","",""
"61","1985","Female","","","",""
"64","1985","Male","","","",""
"64","1985","Female","","","",""
"65","1985","Male","","","",""
"65","1985","Female","","","",""
"66","1985","Male","","","",""
"66","1985","Female","","","",""
"67","1985","Male","","","",""
"67","1985","Female","","","",""
"68","1985","Male","","","",""
"68","1985","Female","","","",""
"71","1985","Male","","","",""
"71","1985","Female","","","",""
"72","1985","Male","","","",""
"72","1985","Female","","","",""
"73","1985","Male","","","",""
"73","1985","Female","","","",""
"74","1985","Male","","","",""
"74","1985","Female","","","",""
"75","1985","Male","","","",""
"75","1985","Female","","","",""
"76","1985","Male","","","",""
"76","1985","Female","","","",""
"77","1985","Male","","","",""
"77","1985","Female","","","",""
"78","1985","Male","","","",""
"78","1985","Female","","","",""
"79","1985","Male","","","",""
"79","1985","Female","","","",""
"80","1985","Male","","","",""
"80","1985","Female","","","",""
"81","1985","Male","","","",""
"81","1985","Female","","","",""
"82","1985","Male","","","",""
"82","1985","Female","","","",""
"83","1985","Male","","","",""
"83","1985","Female","","","",""
"84","1985","Male","","","",""
"84","1985","Female","","","",""
"85","1985","Male","","","",""
"85","1985","Female","","","",""
"86","1985","Male","","","",""
"86","1985","Female","","","",""
"89","1985","Male","","","",""
"89","1985","Female","","","",""
"90","1985","Male","","","",""
"90","1985","Female","","","",""
"92","1985","Male","","","",""
"92","1985","Female","","","",""
"94","1985","Male","","","",""
"94","1985","Female","","","",""
"95","1985","Male","","","",""
"95","1985","Female","","","",""
"96","1985","Male","","","",""
"96","1985","Female","","","",""
"97","1985","Male","","","",""
"97","1985","Female","","","",""
"98","1985","Male","5","","",""
"98","1985","Female","5","","",""
"101","1985","Male","","","",""
"101","1985","Female","","","",""
"102","1985","Male","","","",""
"102","1985","Female","","","",""
"103","1985","Male","","","",""
"103","1985","Female","","","",""
"105","1985","Male","","","",""
"105","1985","Female","","","",""
"108","1985","Male","","","",""
"108","1985","Female","","","",""
"110","1985","Male","","","",""
"110","1985","Female","","","",""
"111","1985","Male","","","",""
"111","1985","Female","","","",""
"113","1985","Male","","","",""
"113","1985","Female","","","",""
"116","1985","Male","","","",""
"116","1985","Female","","","",""
"117","1985","Male","","","",""
"117","1985","Female","","","",""
"118","1985","Male","","","",""
"118","1985","Female","","","",""
"119","1985","Male","","","",""
"119","1985","Female","","","",""
"120","1985","Male","","","",""
"120","1985","Female","","","",""
"121","1985","Male","","","",""
"121","1985","Female","","","",""
"122","1985","Male","","","",""
"122","1985","Female","","","",""
"123","1985","Male","","","",""
"123","1985","Female","","","",""
"124","1985","Male","","","",""
"124","1985","Female","","","",""
"125","1985","Male","","","",""
"125","1985","Female","","","",""
"127","1985","Male","","","",""
"127","1985","Female","","","",""
"128","1985","Male","","","",""
"128","1985","Female","","","",""
"129","1985","Male","","","",""
"129","1985","Female","","","",""
"130","1985","Male","","","",""
"130","1985","Female","","","",""
"131","1985","Male","","","",""
"131","1985","Female","","","",""
"132","1985","Male","","","",""
"132","1985","Female","","","",""
"133","1985","Male","","","",""
"133","1985","Female","","","",""
"135","1985","Male","","","",""
"135","1985","Female","","","",""
"138","1985","Male","","","",""
"138","1985","Female","","","",""
"139","1985","Male","","","",""
"139","1985","Female","","","",""
"140","1985","Male","","","",""
"140","1985","Female","","","",""
"141","1985","Male","","","",""
"141","1985","Female","","","",""
"142","1985","Male","","","",""
"142","1985","Female","","","",""
"143","1985","Male","","","",""
"143","1985","Female","","","",""
"144","1985","Male","","","",""
"144","1985","Female","","","",""
"145","1985","Male","","","",""
"145","1985","Female","","","",""
"146","1985","Male","","","",""
"146","1985","Female","","","",""
"147","1985","Male","","","",""
"147","1985","Female","","","",""
"148","1985","Male","","","",""
"148","1985","Female","","","",""
"149","1985","Male","","","",""
"149","1985","Female","","","",""
"151","1985","Male","","","",""
"151","1985","Female","","","",""
"152","1985","Male","","","",""
"152","1985","Female","","","",""
"154","1985","Male","","","",""
"154","1985","Female","","","",""
"155","1985","Male","","","",""
"155","1985","Female","","","",""
"156","1985","Male","","","",""
"156","1985","Female","","","",""
"158","1985","Male","","","",""
"158","1985","Female","","","",""
"162","1985","Male","","","",""
"162","1985","Female","","","",""
"164","1985","Male","","","",""
"164","1985","Female","","","",""
"165","1985","Male","","","",""
"165","1985","Female","","","",""
"166","1985","Male","","","",""
"166","1985","Female","","","",""
"167","1985","Male","","","",""
"167","1985","Female","","","",""
"168","1985","Male","","","",""
"168","1985","Female","","","",""
"169","1985","Male","","","",""
"169","1985","Female","","","",""
"172","1985","Male","","","",""
"172","1985","Female","","","",""
"173","1985","Male","","","",""
"173","1985","Female","","","",""
"178","1985","Male","","","",""
"178","1985","Female","","","",""
"181","1985","Male","","","",""
"181","1985","Female","","","",""
"183","1985","Male","","","",""
"183","1985","Female","","","",""
"188","1985","Male","","","",""
"188","1985","Female","","","",""
"195","1985","Male","","","",""
"195","1985","Female","","","",""
"196","1985","Male","","","",""
"196","1985","Female","","","",""
"999","1985","Male","","","",""
"999","1985","Female","","","",""
"1","1986","Male","3832","0.925547704368686","0.918457033061636","0.932638375675736"
"1","1986","Female","4188","0.94648029639691","0.940464533493563","0.952496059300258"
"2","1986","Male","474","0.02530138022939","0.0210595216492081","0.0295432388095719"
"2","1986","Female","390","0.0172216036519274","0.0137442995863918","0.0206989077174631"
"3","1986","Male","233","0.0123864290508501","0.00939887695255816","0.0153739811491421"
"3","1986","Female","226","0.0108773958895916","0.00810493388024068","0.0136498578989425"
"4","1986","Male","210","0.00625240045002916","0.00412323043011292","0.0083815704699454"
"4","1986","Female","182","0.00428484373491214","0.0025389688169419","0.00603071865288239"
"5","1986","Male","285","0.0134295320801831","0.0103203697353665","0.0165386944249998"
"5","1986","Female","210","0.00771577848616682","0.00537701668973789","0.0100545402825958"
"6","1986","Male","179","0.0033893433151406","0.00181945250366569","0.00495923412661551"
"6","1986","Female","124","0.00193484027809725","0.000760267097083951","0.00310941345911055"
"10","1986","Male","16","","",""
"10","1986","Female","13","","",""
"11","1986","Male","6","","",""
"11","1986","Female","6","","",""
"12","1986","Male","5","","",""
"12","1986","Female","4","","",""
"13","1986","Male","","","",""
"13","1986","Female","","","",""
"14","1986","Male","4","","",""
"14","1986","Female","2","","",""
"15","1986","Male","","","",""
"15","1986","Female","","","",""
"16","1986","Male","","","",""
"16","1986","Female","","","",""
"17","1986","Male","","","",""
"17","1986","Female","1","","",""
"18","1986","Male","3","","",""
"18","1986","Female","6","","",""
"19","1986","Male","1","","",""
"19","1986","Female","4","","",""
"20","1986","Male","1","","",""
"20","1986","Female","1","","",""
"21","1986","Male","1","","",""
"21","1986","Female","1","","",""
"22","1986","Male","4","","",""
"22","1986","Female","3","","",""
"23","1986","Male","1","","",""
"23","1986","Female","1","","",""
"24","1986","Male","2","","",""
"24","1986","Female","1","","",""
"25","1986","Male","1","","",""
"25","1986","Female","1","","",""
"26","1986","Male","","","",""
"26","1986","Female","2","","",""
"27","1986","Male","","","",""
"27","1986","Female","","","",""
"28","1986","Male","","","",""
"28","1986","Female","","","",""
"29","1986","Male","","","",""
"29","1986","Female","","","",""
"30","1986","Male","","","",""
"30","1986","Female","","","",""
"31","1986","Male","","","",""
"31","1986","Female","2","","",""
"32","1986","Male","","","",""
"32","1986","Female","","","",""
"34","1986","Male","","","",""
"34","1986","Female","1","","",""
"35","1986","Male","","","",""
"35","1986","Female","","","",""
"36","1986","Male","","","",""
"36","1986","Female","","","",""
"37","1986","Male","","","",""
"37","1986","Female","","","",""
"38","1986","Male","","","",""
"38","1986","Female","1","","",""
"39","1986","Male","1","","",""
"39","1986","Female","","","",""
"40","1986","Male","","","",""
"40","1986","Female","","","",""
"41","1986","Male","1","","",""
"41","1986","Female","","","",""
"42","1986","Male","","","",""
"42","1986","Female","","","",""
"43","1986","Male","1","","",""
"43","1986","Female","1","","",""
"44","1986","Male","","","",""
"44","1986","Female","1","","",""
"45","1986","Male","","","",""
"45","1986","Female","","","",""
"46","1986","Male","","","",""
"46","1986","Female","","","",""
"47","1986","Male","","","",""
"47","1986","Female","1","","",""
"48","1986","Male","","","",""
"48","1986","Female","","","",""
"49","1986","Male","","","",""
"49","1986","Female","","","",""
"50","1986","Male","","","",""
"50","1986","Female","","","",""
"51","1986","Male","","","",""
"51","1986","Female","","","",""
"52","1986","Male","","","",""
"52","1986","Female","","","",""
"53","1986","Male","","","",""
"53","1986","Female","","","",""
"54","1986","Male","","","",""
"54","1986","Female","","","",""
"55","1986","Male","","","",""
"55","1986","Female","","","",""
"56","1986","Male","","","",""
"56","1986","Female","","","",""
"59","1986","Male","","","",""
"59","1986","Female","","","",""
"60","1986","Male","","","",""
"60","1986","Female","","","",""
"61","1986","Male","","","",""
"61","1986","Female","","","",""
"64","1986","Male","","","",""
"64","1986","Female","","","",""
"65","1986","Male","","","",""
"65","1986","Female","","","",""
"66","1986","Male","","","",""
"66","1986","Female","","","",""
"67","1986","Male","","","",""
"67","1986","Female","","","",""
"68","1986","Male","","","",""
"68","1986","Female","","","",""
"71","1986","Male","","","",""
"71","1986","Female","","","",""
"72","1986","Male","","","",""
"72","1986","Female","","","",""
"73","1986","Male","","","",""
"73","1986","Female","","","",""
"74","1986","Male","","","",""
"74","1986","Female","","","",""
"75","1986","Male","","","",""
"75","1986","Female","","","",""
"76","1986","Male","","","",""
"76","1986","Female","","","",""
"77","1986","Male","","","",""
"77","1986","Female","","","",""
"78","1986","Male","","","",""
"78","1986","Female","","","",""
"79","1986","Male","","","",""
"79","1986","Female","","","",""
"80","1986","Male","","","",""
"80","1986","Female","","","",""
"81","1986","Male","","","",""
"81","1986","Female","","","",""
"82","1986","Male","","","",""
"82","1986","Female","","","",""
"83","1986","Male","","","",""
"83","1986","Female","","","",""
"84","1986","Male","","","",""
"84","1986","Female","","","",""
"85","1986","Male","","","",""
"85","1986","Female","","","",""
"86","1986","Male","","","",""
"86","1986","Female","","","",""
"89","1986","Male","","","",""
"89","1986","Female","","","",""
"90","1986","Male","","","",""
"90","1986","Female","","","",""
"92","1986","Male","","","",""
"92","1986","Female","","","",""
"94","1986","Male","","","",""
"94","1986","Female","","","",""
"95","1986","Male","","","",""
"95","1986","Female","","","",""
"96","1986","Male","","","",""
"96","1986","Female","","","",""
"97","1986","Male","","","",""
"97","1986","Female","","","",""
"98","1986","Male","4","","",""
"98","1986","Female","4","","",""
"101","1986","Male","","","",""
"101","1986","Female","","","",""
"102","1986","Male","","","",""
"102","1986","Female","","","",""
"103","1986","Male","","","",""
"103","1986","Female","","","",""
"105","1986","Male","","","",""
"105","1986","Female","","","",""
"108","1986","Male","","","",""
"108","1986","Female","","","",""
"110","1986","Male","","","",""
"110","1986","Female","","","",""
"111","1986","Male","","","",""
"111","1986","Female","","","",""
"113","1986","Male","","","",""
"113","1986","Female","","","",""
"116","1986","Male","","","",""
"116","1986","Female","","","",""
"117","1986","Male","","","",""
"117","1986","Female","","","",""
"118","1986","Male","","","",""
"118","1986","Female","","","",""
"119","1986","Male","","","",""
"119","1986","Female","","","",""
"120","1986","Male","","","",""
"120","1986","Female","","","",""
"121","1986","Male","","","",""
"121","1986","Female","","","",""
"122","1986","Male","","","",""
"122","1986","Female","","","",""
"123","1986","Male","","","",""
"123","1986","Female","","","",""
"124","1986","Male","","","",""
"124","1986","Female","","","",""
"125","1986","Male","","","",""
"125","1986","Female","","","",""
"127","1986","Male","","","",""
"127","1986","Female","","","",""
"128","1986","Male","","","",""
"128","1986","Female","","","",""
"129","1986","Male","","","",""
"129","1986","Female","","","",""
"130","1986","Male","","","",""
"130","1986","Female","","","",""
"131","1986","Male","","","",""
"131","1986","Female","","","",""
"132","1986","Male","","","",""
"132","1986","Female","","","",""
"133","1986","Male","","","",""
"133","1986","Female","","","",""
"135","1986","Male","","","",""
"135","1986","Female","","","",""
"138","1986","Male","","","",""
"138","1986","Female","","","",""
"139","1986","Male","","","",""
"139","1986","Female","","","",""
"140","1986","Male","","","",""
"140","1986","Female","","","",""
"141","1986","Male","","","",""
"141","1986","Female","","","",""
"142","1986","Male","","","",""
"142","1986","Female","","","",""
"143","1986","Male","","","",""
"143","1986","Female","","","",""
"144","1986","Male","","","",""
"144","1986","Female","","","",""
"145","1986","Male","","","",""
"145","1986","Female","","","",""
"146","1986","Male","","","",""
"146","1986","Female","","","",""
"147","1986","Male","","","",""
"147","1986","Female","","","",""
"148","1986","Male","","","",""
"148","1986","Female","","","",""
"149","1986","Male","","","",""
"149","1986","Female","","","",""
"151","1986","Male","","","",""
"151","1986","Female","","","",""
"152","1986","Male","","","",""
"152","1986","Female","","","",""
"154","1986","Male","","","",""
"154","1986","Female","","","",""
"155","1986","Male","","","",""
"155","1986","Female","","","",""
"156","1986","Male","","","",""
"156","1986","Female","","","",""
"158","1986","Male","","","",""
"158","1986","Female","","","",""
"162","1986","Male","","","",""
"162","1986","Female","","","",""
"164","1986","Male","","","",""
"164","1986","Female","","","",""
"165","1986","Male","","","",""
"165","1986","Female","","","",""
"166","1986","Male","","","",""
"166","1986","Female","","","",""
"167","1986","Male","","","",""
"167","1986","Female","","","",""
"168","1986","Male","","","",""
"168","1986","Female","","","",""
"169","1986","Male","","","",""
"169","1986","Female","","","",""
"172","1986","Male","","","",""
"172","1986","Female","","","",""
"173","1986","Male","","","",""
"173","1986","Female","","","",""
"178","1986","Male","","","",""
"178","1986","Female","","","",""
"181","1986","Male","","","",""
"181","1986","Female","","","",""
"183","1986","Male","","","",""
"183","1986","Female","","","",""
"188","1986","Male","","","",""
"188","1986","Female","","","",""
"195","1986","Male","","","",""
"195","1986","Female","","","",""
"196","1986","Male","","","",""
"196","1986","Female","","","",""
"999","1986","Male","","","",""
"999","1986","Female","","","",""
"1","1987","Male","3789","0.922427088975103","0.915160726172888","0.929693451777318"
"1","1987","Female","4116","0.943939246565887","0.937750181706728","0.950128311425047"
"2","1987","Male","474","0.026809128118528","0.0224214337592077","0.0311968224778483"
"2","1987","Female","403","0.0190040804438251","0.0153305759307686","0.0226775849568817"
"3","1987","Male","239","0.0136602923014558","0.0105071812702939","0.0168134033326178"
"3","1987","Female","236","0.0118402785304134","0.00893011039990061","0.0147504466609262"
"4","1987","Male","203","0.00652653847497167","0.00433920199741582","0.00871387495252751"
"4","1987","Female","174","0.00443942722834236","0.00265079578025545","0.00622805867642928"
"5","1987","Male","286","0.0139503733400719","0.0107644280712264","0.0171363186089175"
"5","1987","Female","217","0.00844684349673885","0.00598461262792319","0.0109090743655545"
"6","1987","Male","168","0.00344378029384611","0.0018524342477014","0.00503512633999081"
"6","1987","Female","111","0.00188451228007095","0.000717666579318345","0.00305135798082356"
"10","1987","Male","16","","",""
"10","1987","Female","10","","",""
"11","1987","Male","4","","",""
"11","1987","Female","4","","",""
"12","1987","Male","5","","",""
"12","1987","Female","5","","",""
"13","1987","Male","","","",""
"13","1987","Female","","","",""
"14","1987","Male","4","","",""
"14","1987","Female","2","","",""
"15","1987","Male","","","",""
"15","1987","Female","","","",""
"16","1987","Male","","","",""
"16","1987","Female","","","",""
"17","1987","Male","","","",""
"17","1987","Female","1","","",""
"18","1987","Male","5","","",""
"18","1987","Female","5","","",""
"19","1987","Male","","","",""
"19","1987","Female","3","","",""
"20","1987","Male","","","",""
"20","1987","Female","1","","",""
"21","1987","Male","1","","",""
"21","1987","Female","1","","",""
"22","1987","Male","2","","",""
"22","1987","Female","4","","",""
