"pgnation","year","n","percent","lower_confidence","upper_confidence"
"84","1984","","","",""
"85","1984","","","",""
"86","1984","","","",""
"89","1984","","","",""
"90","1984","","","",""
"92","1984","","","",""
"94","1984","","","",""
"95","1984","","","",""
"96","1984","","","",""
"97","1984","","","",""
"98","1984","10","","",""
"101","1984","","","",""
"102","1984","","","",""
"103","1984","","","",""
"105","1984","","","",""
"108","1984","","","",""
"110","1984","","","",""
"111","1984","","","",""
"113","1984","","","",""
"116","1984","","","",""
"117","1984","","","",""
"118","1984","","","",""
"119","1984","","","",""
"120","1984","","","",""
"121","1984","","","",""
"122","1984","","","",""
"123","1984","","","",""
"124","1984","","","",""
"125","1984","","","",""
"127","1984","","","",""
"128","1984","","","",""
"129","1984","","","",""
"130","1984","","","",""
"131","1984","","","",""
"132","1984","","","",""
"133","1984","","","",""
"135","1984","","","",""
"138","1984","","","",""
"139","1984","","","",""
"140","1984","","","",""
"141","1984","","","",""
"142","1984","","","",""
"143","1984","","","",""
"144","1984","","","",""
"145","1984","","","",""
"146","1984","","","",""
"147","1984","","","",""
"148","1984","","","",""
"149","1984","","","",""
"151","1984","","","",""
"152","1984","","","",""
"154","1984","","","",""
"155","1984","","","",""
"156","1984","","","",""
"158","1984","","","",""
"162","1984","","","",""
"164","1984","","","",""
"165","1984","","","",""
"166","1984","","","",""
"167","1984","","","",""
"168","1984","","","",""
"169","1984","","","",""
"172","1984","","","",""
"173","1984","","","",""
"178","1984","","","",""
"181","1984","","","",""
"183","1984","","","",""
"188","1984","","","",""
"195","1984","","","",""
"196","1984","","","",""
"999","1984","","","",""
"1","1985","8359","0.93718243621573","0.932666022866406","0.941698849565053"
"2","1985","862","0.0201085749232019","0.0174956875347993","0.0227214623116045"
"3","1985","489","0.0114031962066479","0.00942684571204216","0.0133795467012537"
"4","1985","412","0.00502231208125588","0.00370648268010124","0.00633814148241052"
"5","1985","529","0.0104293524049845","0.00853834538581453","0.0123203594241546"
"6","1985","321","0.00262104536513445","0.00166932703002957","0.00357276370023933"
"10","1985","31","0.00361785320668479","0.0025002709279946","0.00473543548537498"
"11","1985","12","","",""
"12","1985","11","","",""
"13","1985","","","",""
"14","1985","5","","",""
"15","1985","","","",""
"16","1985","","","",""
"17","1985","1","","",""
"18","1985","8","","",""
"19","1985","7","","",""
"20","1985","2","","",""
"21","1985","2","","",""
"22","1985","7","","",""
"23","1985","3","","",""
"24","1985","2","","",""
"25","1985","","","",""
"26","1985","2","","",""
"27","1985","","","",""
"28","1985","","","",""
"29","1985","","","",""
"30","1985","","","",""
"31","1985","2","","",""
"32","1985","","","",""
"34","1985","1","","",""
"35","1985","","","",""
"36","1985","","","",""
"37","1985","","","",""
"38","1985","2","","",""
"39","1985","2","","",""
"40","1985","","","",""
"41","1985","1","","",""
"42","1985","1","","",""
"43","1985","2","","",""
"44","1985","1","","",""
"45","1985","","","",""
"46","1985","","","",""
"47","1985","","","",""
"48","1985","","","",""
"49","1985","","","",""
"50","1985","","","",""
"51","1985","","","",""
"52","1985","","","",""
"53","1985","","","",""
"54","1985","","","",""
"55","1985","","","",""
"56","1985","","","",""
"59","1985","","","",""
"60","1985","","","",""
"61","1985","","","",""
"64","1985","","","",""
"65","1985","","","",""
"66","1985","","","",""
"67","1985","","","",""
"68","1985","","","",""
"71","1985","","","",""
"72","1985","","","",""
"73","1985","","","",""
"74","1985","","","",""
"75","1985","","","",""
"76","1985","","","",""
"77","1985","","","",""
"78","1985","","","",""
"79","1985","","","",""
"80","1985","","","",""
"81","1985","","","",""
"82","1985","","","",""
"83","1985","","","",""
"84","1985","","","",""
"85","1985","","","",""
"86","1985","","","",""
"89","1985","","","",""
"90","1985","","","",""
"92","1985","","","",""
"94","1985","","","",""
"95","1985","","","",""
"96","1985","","","",""
"97","1985","","","",""
"98","1985","10","","",""
"101","1985","","","",""
"102","1985","","","",""
"103","1985","","","",""
"105","1985","","","",""
"108","1985","","","",""
"110","1985","","","",""
"111","1985","","","",""
"113","1985","","","",""
"116","1985","","","",""
"117","1985","","","",""
"118","1985","","","",""
"119","1985","","","",""
"120","1985","","","",""
"121","1985","","","",""
"122","1985","","","",""
"123","1985","","","",""
"124","1985","","","",""
"125","1985","","","",""
"127","1985","","","",""
"128","1985","","","",""
"129","1985","","","",""
"130","1985","","","",""
"131","1985","","","",""
"132","1985","","","",""
"133","1985","","","",""
"135","1985","","","",""
"138","1985","","","",""
"139","1985","","","",""
"140","1985","","","",""
"141","1985","","","",""
"142","1985","","","",""
"143","1985","","","",""
"144","1985","","","",""
"145","1985","","","",""
"146","1985","","","",""
"147","1985","","","",""
"148","1985","","","",""
"149","1985","","","",""
"151","1985","","","",""
"152","1985","","","",""
"154","1985","","","",""
"155","1985","","","",""
"156","1985","","","",""
"158","1985","","","",""
"162","1985","","","",""
"164","1985","","","",""
"165","1985","","","",""
"166","1985","","","",""
"167","1985","","","",""
"168","1985","","","",""
"169","1985","","","",""
"172","1985","","","",""
"173","1985","","","",""
"178","1985","","","",""
"181","1985","","","",""
"183","1985","","","",""
"188","1985","","","",""
"195","1985","","","",""
"196","1985","","","",""
"999","1985","","","",""
"1","1986","8020","0.936588451781724","0.931958301988449","0.941218601575"
"2","1986","864","0.0210397592975309","0.0183130466401249","0.023766471954937"
"3","1986","459","0.0115905001974673","0.00955694479680158","0.0136240555981331"
"4","1986","392","0.0052146265955947","0.00384622753640869","0.00658302565478072"
"5","1986","495","0.0104158532139054","0.00848695081227362","0.0123447556155371"
"6","1986","303","0.0026221759895729","0.00165055422221379","0.003593797756932"
"10","1986","29","","",""
"11","1986","12","","",""
"12","1986","9","","",""
"13","1986","","","",""
"14","1986","6","","",""
"15","1986","","","",""
"16","1986","","","",""
"17","1986","1","","",""
"18","1986","9","","",""
"19","1986","5","","",""
"20","1986","2","","",""
"21","1986","2","","",""
"22","1986","7","","",""
"23","1986","2","","",""
"24","1986","3","","",""
"25","1986","2","","",""
"26","1986","2","","",""
"27","1986","","","",""
"28","1986","","","",""
"29","1986","","","",""
"30","1986","","","",""
"31","1986","2","","",""
"32","1986","","","",""
"34","1986","1","","",""
"35","1986","","","",""
"36","1986","","","",""
"37","1986","","","",""
"38","1986","1","","",""
"39","1986","1","","",""
"40","1986","","","",""
"41","1986","1","","",""
"42","1986","","","",""
"43","1986","2","","",""
"44","1986","1","","",""
"45","1986","","","",""
"46","1986","","","",""
"47","1986","1","","",""
"48","1986","","","",""
"49","1986","","","",""
"50","1986","","","",""
"51","1986","","","",""
"52","1986","","","",""
"53","1986","","","",""
"54","1986","","","",""
"55","1986","","","",""
"56","1986","","","",""
"59","1986","","","",""
"60","1986","","","",""
"61","1986","","","",""
"64","1986","","","",""
"65","1986","","","",""
"66","1986","","","",""
"67","1986","","","",""
"68","1986","","","",""
"71","1986","","","",""
"72","1986","","","",""
"73","1986","","","",""
"74","1986","","","",""
"75","1986","","","",""
"76","1986","","","",""
"77","1986","","","",""
"78","1986","","","",""
"79","1986","","","",""
"80","1986","","","",""
"81","1986","","","",""
"82","1986","","","",""
"83","1986","","","",""
"84","1986","","","",""
"85","1986","","","",""
"86","1986","","","",""
"89","1986","","","",""
"90","1986","","","",""
"92","1986","","","",""
"94","1986","","","",""
"95","1986","","","",""
"96","1986","","","",""
"97","1986","","","",""
"98","1986","8","","",""
"101","1986","","","",""
"102","1986","","","",""
"103","1986","","","",""
"105","1986","","","",""
"108","1986","","","",""
"110","1986","","","",""
"111","1986","","","",""
"113","1986","","","",""
"116","1986","","","",""
"117","1986","","","",""
"118","1986","","","",""
"119","1986","","","",""
"120","1986","","","",""
"121","1986","","","",""
"122","1986","","","",""
"123","1986","","","",""
"124","1986","","","",""
"125","1986","","","",""
"127","1986","","","",""
"128","1986","","","",""
"129","1986","","","",""
"130","1986","","","",""
"131","1986","","","",""
"132","1986","","","",""
"133","1986","","","",""
"135","1986","","","",""
"138","1986","","","",""
"139","1986","","","",""
"140","1986","","","",""
"141","1986","","","",""
"142","1986","","","",""
"143","1986","","","",""
"144","1986","","","",""
"145","1986","","","",""
"146","1986","","","",""
"147","1986","","","",""
"148","1986","","","",""
"149","1986","","","",""
"151","1986","","","",""
"152","1986","","","",""
"154","1986","","","",""
"155","1986","","","",""
"156","1986","","","",""
"158","1986","","","",""
"162","1986","","","",""
"164","1986","","","",""
"165","1986","","","",""
"166","1986","","","",""
"167","1986","","","",""
"168","1986","","","",""
"169","1986","","","",""
"172","1986","","","",""
"173","1986","","","",""
"178","1986","","","",""
"181","1986","","","",""
"183","1986","","","",""
"188","1986","","","",""
"195","1986","","","",""
"196","1986","","","",""
"999","1986","","","",""
"1","1987","7905","0.933768552145509","0.929014800321198","0.93852230396982"
"2","1987","877","0.0226942149410686","0.0198474108878342","0.025541018994303"
"3","1987","475","0.0127007595783063","0.0105602163256892","0.0148413028309233"
"4","1987","377","0.00542618881286591","0.00402191848507185","0.00683045914065997"
"5","1987","503","0.0110488475046472","0.00905068562657227","0.0130470093827221"
"6","1987","279","0.00262171580885004","0.0016442366210179","0.00359919499668219"
"10","1987","26","","",""
"11","1987","8","","",""
"12","1987","10","","",""
"13","1987","","","",""
"14","1987","6","","",""
"15","1987","","","",""
"16","1987","","","",""
"17","1987","1","","",""
"18","1987","10","","",""
"19","1987","3","","",""
"20","1987","1","","",""
"21","1987","2","","",""
"22","1987","6","","",""
"23","1987","","","",""
"24","1987","4","","",""
"25","1987","","","",""
"26","1987","2","","",""
"27","1987","","","",""
"28","1987","","","",""
"29","1987","","","",""
"30","1987","","","",""
"31","1987","2","","",""
"32","1987","","","",""
"34","1987","1","","",""
"35","1987","","","",""
"36","1987","","","",""
"37","1987","","","",""
"38","1987","3","","",""
"39","1987","1","","",""
"40","1987","","","",""
"41","1987","1","","",""
"42","1987","","","",""
"43","1987","","","",""
"44","1987","1","","",""
"45","1987","","","",""
"46","1987","","","",""
"47","1987","1","","",""
"48","1987","1","","",""
"49","1987","","","",""
"50","1987","","","",""
"51","1987","","","",""
"52","1987","","","",""
"53","1987","","","",""
"54","1987","","","",""
"55","1987","","","",""
"56","1987","","","",""
"59","1987","","","",""
"60","1987","","","",""
"61","1987","","","",""
"64","1987","","","",""
"65","1987","","","",""
"66","1987","","","",""
"67","1987","","","",""
"68","1987","","","",""
"71","1987","","","",""
"72","1987","","","",""
"73","1987","","","",""
"74","1987","","","",""
"75","1987","","","",""
"76","1987","","","",""
"77","1987","","","",""
"78","1987","","","",""
"79","1987","","","",""
"80","1987","","","",""
"81","1987","","","",""
"82","1987","","","",""
"83","1987","","","",""
"84","1987","","","",""
"85","1987","","","",""
"86","1987","","","",""
"89","1987","","","",""
"90","1987","","","",""
"92","1987","","","",""
"94","1987","","","",""
"95","1987","","","",""
"96","1987","","","",""
"97","1987","","","",""
"98","1987","7","","",""
"101","1987","","","",""
"102","1987","","","",""
"103","1987","","","",""
"105","1987","","","",""
"108","1987","","","",""
"110","1987","","","",""
"111","1987","","","",""
"113","1987","","","",""
"116","1987","","","",""
"117","1987","","","",""
"118","1987","","","",""
"119","1987","","","",""
"120","1987","","","",""
"121","1987","","","",""
"122","1987","","","",""
"123","1987","","","",""
"124","1987","","","",""
"125","1987","","","",""
"127","1987","","","",""
"128","1987","","","",""
"129","1987","","","",""
"130","1987","","","",""
"131","1987","","","",""
"132","1987","","","",""
"133","1987","","","",""
"135","1987","","","",""
"138","1987","","","",""
"139","1987","","","",""
"140","1987","","","",""
"141","1987","","","",""
"142","1987","","","",""
"143","1987","","","",""
"144","1987","","","",""
"145","1987","","","",""
"146","1987","","","",""
"147","1987","","","",""
"148","1987","","","",""
"149","1987","","","",""
"151","1987","","","",""
"152","1987","","","",""
"154","1987","","","",""
"155","1987","","","",""
"156","1987","","","",""
"158","1987","","","",""
"162","1987","","","",""
"164","1987","","","",""
"165","1987","","","",""
"166","1987","","","",""
"167","1987","","","",""
"168","1987","","","",""
"169","1987","","","",""
"172","1987","","","",""
"173","1987","","","",""
"178","1987","","","",""
"181","1987","","","",""
"183","1987","","","",""
"188","1987","","","",""
"195","1987","","","",""
"196","1987","","","",""
"999","1987","","","",""
"1","1988","7499","0.938217252179933","0.933499139878295","0.942935364481572"
"2","1988","869","0.0217976164292217","0.0189360632714155","0.0246591695870279"
"3","1988","459","0.011889815129288","0.00976572375414527","0.0140139065044308"
"4","1988","345","0.00465172804039357","0.00331827523908879","0.00598518084169835"
"5","1988","475","0.0101089549910378","0.00814862228462346","0.0120692876974521"
"6","1988","266","0.00253539439860437","0.00154989930404424","0.00352088949316451"
"10","1988","26","","",""
"11","1988","8","","",""
"12","1988","10","","",""
"13","1988","","","",""
"14","1988","5","","",""
"15","1988","","","",""
"16","1988","","","",""
"17","1988","1","","",""
"18","1988","8","","",""
"19","1988","2","","",""
"20","1988","1","","",""
"21","1988","2","","",""
"22","1988","6","","",""
"23","1988","","","",""
"24","1988","1","","",""
"25","1988","","","",""
"26","1988","2","","",""
"27","1988","","","",""
"28","1988","","","",""
"29","1988","","","",""
"30","1988","","","",""
"31","1988","2","","",""
"32","1988","","","",""
"34","1988","1","","",""
"35","1988","","","",""
"36","1988","","","",""
"37","1988","","","",""
"38","1988","3","","",""
"39","1988","1","","",""
"40","1988","","","",""
"41","1988","1","","",""
"42","1988","","","",""
"43","1988","","","",""
"44","1988","1","","",""
"45","1988","","","",""
"46","1988","","","",""
"47","1988","1","","",""
"48","1988","1","","",""
"49","1988","","","",""
"50","1988","1","","",""
"51","1988","","","",""
"52","1988","","","",""
"53","1988","","","",""
"54","1988","","","",""
"55","1988","","","",""
"56","1988","","","",""
"59","1988","","","",""
"60","1988","","","",""
"61","1988","","","",""
"64","1988","","","",""
"65","1988","","","",""
"66","1988","","","",""
"67","1988","","","",""
"68","1988","","","",""
"71","1988","","","",""
"72","1988","","","",""
"73","1988","","","",""
"74","1988","","","",""
"75","1988","","","",""
"76","1988","","","",""
"77","1988","","","",""
"78","1988","","","",""
"79","1988","","","",""
"80","1988","","","",""
"81","1988","","","",""
"82","1988","","","",""
"83","1988","","","",""
"84","1988","","","",""
"85","1988","","","",""
"86","1988","","","",""
"89","1988","","","",""
"90","1988","","","",""
"92","1988","","","",""
"94","1988","","","",""
"95","1988","","","",""
"96","1988","","","",""
"97","1988","","","",""
"98","1988","6","","",""
"101","1988","","","",""
"102","1988","","","",""
"103","1988","","","",""
"105","1988","","","",""
"108","1988","","","",""
"110","1988","","","",""
"111","1988","","","",""
"113","1988","","","",""
"116","1988","","","",""
"117","1988","","","",""
"118","1988","","","",""
"119","1988","","","",""
"120","1988","","","",""
"121","1988","","","",""
"122","1988","","","",""
"123","1988","","","",""
"124","1988","","","",""
"125","1988","","","",""
"127","1988","","","",""
"128","1988","","","",""
"129","1988","","","",""
"130","1988","","","",""
"131","1988","","","",""
"132","1988","","","",""
"133","1988","","","",""
"135","1988","","","",""
"138","1988","","","",""
"139","1988","","","",""
"140","1988","","","",""
"141","1988","","","",""
"142","1988","","","",""
"143","1988","","","",""
"144","1988","","","",""
"145","1988","","","",""
"146","1988","","","",""
"147","1988","","","",""
"148","1988","","","",""
"149","1988","","","",""
"151","1988","","","",""
"152","1988","","","",""
"154","1988","","","",""
"155","1988","","","",""
"156","1988","","","",""
"158","1988","","","",""
"162","1988","","","",""
"164","1988","","","",""
"165","1988","","","",""
"166","1988","","","",""
"167","1988","","","",""
"168","1988","","","",""
"169","1988","","","",""
"172","1988","","","",""
"173","1988","","","",""
"178","1988","","","",""
"181","1988","","","",""
"183","1988","","","",""
"188","1988","","","",""
"195","1988","","","",""
"196","1988","","","",""
"999","1988","","","",""
"1","1989","7241","0.932791392646059","0.927805839775084","0.937776945517034"
"2","1989","890","0.0246337906251184","0.0215473488475607","0.0277202324026761"
"3","1989","435","0.012645993619289","0.010421037047155","0.014870950191423"
"4","1989","338","0.00532904529950508","0.00387936232913383","0.00677872826987634"
"5","1989","456","0.0107673951856791","0.0087123889190834","0.0128224014522749"
"6","1989","247","0.00266366254170391","0.00163737504932401","0.00368995003408382"
"10","1989","23","","",""
"11","1989","7","","",""
"12","1989","10","","",""
"13","1989","","","",""
"14","1989","5","","",""
"15","1989","","","",""
"16","1989","","","",""
"17","1989","","","",""
"18","1989","7","","",""
"19","1989","2","","",""
"20","1989","1","","",""
"21","1989","2","","",""
"22","1989","6","","",""
"23","1989","","","",""
"24","1989","1","","",""
"25","1989","","","",""
"26","1989","2","","",""
"27","1989","","","",""
"28","1989","","","",""
"29","1989","","","",""
"30","1989","","","",""
"31","1989","2","","",""
"32","1989","","","",""
"34","1989","1","","",""
"35","1989","","","",""
"36","1989","","","",""
"37","1989","","","",""
"38","1989","3","","",""
"39","1989","1","","",""
"40","1989","","","",""
"41","1989","1","","",""
"42","1989","","","",""
"43","1989","","","",""
"44","1989","1","","",""
"45","1989","","","",""
"46","1989","","","",""
"47","1989","","","",""
"48","1989","","","",""
"49","1989","","","",""
"50","1989","1","","",""
"51","1989","","","",""
"52","1989","","","",""
"53","1989","","","",""
"54","1989","","","",""
"55","1989","","","",""
"56","1989","","","",""
"59","1989","","","",""
"60","1989","","","",""
"61","1989","","","",""
"64","1989","","","",""
"65","1989","","","",""
"66","1989","","","",""
"67","1989","","","",""
"68","1989","","","",""
"71","1989","","","",""
"72","1989","","","",""
"73","1989","","","",""
"74","1989","","","",""
"75","1989","","","",""
"76","1989","","","",""
"77","1989","","","",""
"78","1989","","","",""
"79","1989","","","",""
"80","1989","","","",""
"81","1989","","","",""
"82","1989","","","",""
"83","1989","","","",""
"84","1989","","","",""
"85","1989","","","",""
"86","1989","","","",""
"89","1989","","","",""
"90","1989","","","",""
"92","1989","","","",""
"94","1989","","","",""
"95","1989","","","",""
"96","1989","","","",""
"97","1989","","","",""
"98","1989","6","","",""
"101","1989","","","",""
"102","1989","","","",""
"103","1989","","","",""
"105","1989","","","",""
"108","1989","","","",""
"110","1989","","","",""
"111","1989","","","",""
"113","1989","","","",""
"116","1989","","","",""
"117","1989","","","",""
"118","1989","","","",""
"119","1989","","","",""
"120","1989","","","",""
"121","1989","","","",""
"122","1989","","","",""
"123","1989","","","",""
"124","1989","","","",""
"125","1989","","","",""
"127","1989","","","",""
"128","1989","","","",""
"129","1989","","","",""
"130","1989","","","",""
"131","1989","","","",""
"132","1989","","","",""
"133","1989","","","",""
"135","1989","","","",""
"138","1989","","","",""
"139","1989","","","",""
"140","1989","","","",""
"141","1989","","","",""
"142","1989","","","",""
"143","1989","","","",""
"144","1989","","","",""
"145","1989","","","",""
"146","1989","","","",""
"147","1989","","","",""
"148","1989","","","",""
"149","1989","","","",""
"151","1989","","","",""
"152","1989","","","",""
"154","1989","","","",""
"155","1989","","","",""
"156","1989","","","",""
"158","1989","","","",""
"162","1989","","","",""
"164","1989","","","",""
"165","1989","","","",""
"166","1989","","","",""
"167","1989","","","",""
"168","1989","","","",""
"169","1989","","","",""
"172","1989","","","",""
"173","1989","","","",""
"178","1989","","","",""
"181","1989","","","",""
"183","1989","","","",""
"188","1989","","","",""
"195","1989","","","",""
"196","1989","","","",""
"999","1989","","","",""
"1","1990","11541","0.941076349927209","0.93717133513897","0.944981364715447"
"2","1990","874","0.0218405771545982","0.019416746302263","0.0242644080069335"
"3","1990","453","0.0115498458136722","0.00977797965962497","0.0133217119677194"
"4","1990","330","0.00448021683527187","0.00337272662333569","0.00558770704720805"
"5","1990","464","0.00955343786550285","0.00794033969567194","0.0111665360353338"
"6","1990","216","0.0020436350926564","0.00129473672431004","0.00279253346100277"
"10","1990","27","","",""
"11","1990","6","","",""
"12","1990","6","","",""
"13","1990","2","","",""
"14","1990","6","","",""
"15","1990","","","",""
"16","1990","","","",""
"17","1990","","","",""
"18","1990","7","","",""
"19","1990","2","","",""
"20","1990","1","","",""
"21","1990","","","",""
"22","1990","6","","",""
"23","1990","","","",""
"24","1990","1","","",""
"25","1990","","","",""
"26","1990","5","","",""
"27","1990","","","",""
"28","1990","","","",""
"29","1990","1","","",""
"30","1990","","","",""
"31","1990","3","","",""
"32","1990","5","","",""
"34","1990","","","",""
"35","1990","","","",""
"36","1990","","","",""
"37","1990","","","",""
"38","1990","1","","",""
"39","1990","","","",""
"40","1990","","","",""
"41","1990","2","","",""
"42","1990","","","",""
"43","1990","","","",""
"44","1990","1","","",""
"45","1990","","","",""
"46","1990","","","",""
"47","1990","1","","",""
"48","1990","","","",""
"49","1990","1","","",""
"50","1990","1","","",""
"51","1990","","","",""
"52","1990","","","",""
"53","1990","","","",""
"54","1990","","","",""
"55","1990","","","",""
"56","1990","","","",""
"59","1990","","","",""
"60","1990","","","",""
"61","1990","","","",""
"64","1990","","","",""
"65","1990","","","",""
"66","1990","","","",""
"67","1990","","","",""
"68","1990","","","",""
"71","1990","","","",""
"72","1990","","","",""
"73","1990","","","",""
"74","1990","","","",""
"75","1990","","","",""
"76","1990","","","",""
"77","1990","","","",""
"78","1990","","","",""
"79","1990","","","",""
"80","1990","","","",""
"81","1990","","","",""
"82","1990","","","",""
"83","1990","","","",""
"84","1990","","","",""
"85","1990","","","",""
"86","1990","","","",""
"89","1990","","","",""
"90","1990","","","",""
"92","1990","","","",""
"94","1990","","","",""
"95","1990","","","",""
"96","1990","","","",""
"97","1990","","","",""
"98","1990","6","","",""
"101","1990","","","",""
"102","1990","","","",""
"103","1990","","","",""
"105","1990","","","",""
"108","1990","","","",""
"110","1990","","","",""
"111","1990","","","",""
"113","1990","","","",""
"116","1990","","","",""
"117","1990","","","",""
"118","1990","","","",""
"119","1990","","","",""
"120","1990","","","",""
"121","1990","","","",""
"122","1990","","","",""
"123","1990","","","",""
"124","1990","","","",""
"125","1990","","","",""
"127","1990","","","",""
"128","1990","","","",""
"129","1990","","","",""
"130","1990","","","",""
"131","1990","","","",""
"132","1990","","","",""
"133","1990","","","",""
"135","1990","","","",""
"138","1990","","","",""
"139","1990","","","",""
"140","1990","","","",""
"141","1990","","","",""
"142","1990","","","",""
"143","1990","","","",""
"144","1990","","","",""
"145","1990","","","",""
"146","1990","","","",""
"147","1990","","","",""
"148","1990","","","",""
"149","1990","","","",""
"151","1990","","","",""
"152","1990","","","",""
"154","1990","","","",""
"155","1990","","","",""
"156","1990","","","",""
"158","1990","","","",""
"162","1990","","","",""
"164","1990","","","",""
"165","1990","","","",""
"166","1990","","","",""
"167","1990","","","",""
"168","1990","","","",""
"169","1990","","","",""
"172","1990","","","",""
"173","1990","","","",""
"178","1990","","","",""
"181","1990","","","",""
"183","1990","","","",""
"188","1990","","","",""
"195","1990","","","",""
"196","1990","","","",""
"999","1990","","","",""
"1","1991","11237","0.935365113293251","0.931243002259522","0.93948722432698"
"2","1991","901","0.024870815536653","0.0222600270042361","0.0274816040690699"
"3","1991","456","0.0124139606271167","0.010557702967194","0.0142702182870395"
"4","1991","325","0.00496561595783242","0.00378719294741127","0.00614403896825358"
"5","1991","454","0.0100864159854748","0.00841123133252038","0.0117616006384293"
"6","1991","205","0.00204732707375179","0.00128954523329363","0.00280510891420994"
"10","1991","23","","",""
"11","1991","6","","",""
"12","1991","8","","",""
"13","1991","1","","",""
"14","1991","6","","",""
"15","1991","","","",""
"16","1991","","","",""
"17","1991","","","",""
"18","1991","5","","",""
"19","1991","3","","",""
"20","1991","1","","",""
"21","1991","","","",""
"22","1991","8","","",""
"23","1991","","","",""
"24","1991","2","","",""
"25","1991","","","",""
"26","1991","5","","",""
"27","1991","","","",""
"28","1991","","","",""
"29","1991","2","","",""
"30","1991","","","",""
"31","1991","4","","",""
"32","1991","5","","",""
"34","1991","","","",""
"35","1991","","","",""
"36","1991","","","",""
"37","1991","","","",""
"38","1991","1","","",""
"39","1991","","","",""
"40","1991","","","",""
"41","1991","2","","",""
"42","1991","","","",""
"43","1991","","","",""
"44","1991","","","",""
"45","1991","","","",""
"46","1991","","","",""
"47","1991","","","",""
"48","1991","","","",""
"49","1991","1","","",""
"50","1991","1","","",""
"51","1991","1","","",""
"52","1991","1","","",""
"53","1991","","","",""
"54","1991","","","",""
"55","1991","","","",""
"56","1991","","","",""
"59","1991","","","",""
"60","1991","","","",""
"61","1991","","","",""
"64","1991","","","",""
"65","1991","","","",""
"66","1991","","","",""
"67","1991","","","",""
"68","1991","","","",""
"71","1991","","","",""
"72","1991","","","",""
"73","1991","","","",""
"74","1991","","","",""
"75","1991","","","",""
"76","1991","","","",""
"77","1991","","","",""
"78","1991","","","",""
"79","1991","","","",""
"80","1991","","","",""
"81","1991","","","",""
"82","1991","","","",""
"83","1991","","","",""
"84","1991","","","",""
"85","1991","","","",""
"86","1991","","","",""
"89","1991","","","",""
"90","1991","","","",""
"92","1991","","","",""
"94","1991","","","",""
"95","1991","","","",""
"96","1991","","","",""
"97","1991","","","",""
"98","1991","4","","",""
"101","1991","","","",""
"102","1991","","","",""
"103","1991","","","",""
"105","1991","","","",""
"108","1991","","","",""
"110","1991","","","",""
"111","1991","","","",""
"113","1991","","","",""
"116","1991","","","",""
"117","1991","","","",""
"118","1991","","","",""
"119","1991","","","",""
"120","1991","","","",""
"121","1991","","","",""
"122","1991","","","",""
"123","1991","","","",""
"124","1991","","","",""
"125","1991","","","",""
"127","1991","","","",""
"128","1991","","","",""
"129","1991","","","",""
"130","1991","","","",""
"131","1991","","","",""
"132","1991","","","",""
"133","1991","","","",""
"135","1991","","","",""
"138","1991","","","",""
"139","1991","","","",""
"140","1991","","","",""
"141","1991","","","",""
"142","1991","","","",""
"143","1991","","","",""
"144","1991","","","",""
"145","1991","","","",""
"146","1991","","","",""
"147","1991","","","",""
"148","1991","","","",""
"149","1991","","","",""
"151","1991","","","",""
"152","1991","","","",""
"154","1991","","","",""
"155","1991","","","",""
"156","1991","","","",""
"158","1991","","","",""
"162","1991","","","",""
"164","1991","","","",""
"165","1991","","","",""
"166","1991","","","",""
