"pgnation","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"5","1984","Part Time","Female","37","0.00512213449184368","0.00115046982448692","0.00909379915920044"
"5","1984","Not Working","Male","32","0.00352020945369037","0.000326354550124038","0.00671406435725671"
"5","1984","Not Working","Female","128","0.006917026058039","0.00410708414562287","0.00972696797045512"
"6","1984","Full Time","Male","180","0.00448110633989992","0.00241873513773143","0.0065434775420684"
"6","1984","Full Time","Female","64","0.00357372004900019","0.000693533524727903","0.00645390657327248"
"6","1984","Part Time","Male","21","","",""
"6","1984","Part Time","Female","26","","",""
"6","1984","Not Working","Male","36","0.00214152256524657","-0.000351306417442485","0.00463435154793563"
"6","1984","Not Working","Female","80","0.00182126900613669","0.000375709171851125","0.00326682884042225"
"10","1984","Full Time","Male","12","","",""
"10","1984","Full Time","Female","4","","",""
"10","1984","Part Time","Male","4","","",""
"10","1984","Part Time","Female","6","","",""
"10","1984","Not Working","Male","","","",""
"10","1984","Not Working","Female","6","","",""
"11","1984","Full Time","Male","6","","",""
"11","1984","Full Time","Female","1","","",""
"11","1984","Part Time","Male","1","","",""
"11","1984","Part Time","Female","3","","",""
"11","1984","Not Working","Male","1","","",""
"11","1984","Not Working","Female","1","","",""
"12","1984","Full Time","Male","1","","",""
"12","1984","Full Time","Female","1","","",""
"12","1984","Part Time","Male","1","","",""
"12","1984","Part Time","Female","2","","",""
"12","1984","Not Working","Male","3","","",""
"12","1984","Not Working","Female","2","","",""
"13","1984","Full Time","Male","","","",""
"13","1984","Full Time","Female","","","",""
"13","1984","Part Time","Male","","","",""
"13","1984","Part Time","Female","","","",""
"13","1984","Not Working","Male","","","",""
"13","1984","Not Working","Female","","","",""
"14","1984","Full Time","Male","3","","",""
"14","1984","Full Time","Female","","","",""
"14","1984","Part Time","Male","","","",""
"14","1984","Part Time","Female","2","","",""
"14","1984","Not Working","Male","","","",""
"14","1984","Not Working","Female","","","",""
"15","1984","Full Time","Male","","","",""
"15","1984","Full Time","Female","","","",""
"15","1984","Part Time","Male","","","",""
"15","1984","Part Time","Female","","","",""
"15","1984","Not Working","Male","","","",""
"15","1984","Not Working","Female","","","",""
"16","1984","Full Time","Male","","","",""
"16","1984","Full Time","Female","","","",""
"16","1984","Part Time","Male","","","",""
"16","1984","Part Time","Female","","","",""
"16","1984","Not Working","Male","","","",""
"16","1984","Not Working","Female","","","",""
"17","1984","Full Time","Male","","","",""
"17","1984","Full Time","Female","","","",""
"17","1984","Part Time","Male","","","",""
"17","1984","Part Time","Female","1","","",""
"17","1984","Not Working","Male","","","",""
"17","1984","Not Working","Female","","","",""
"18","1984","Full Time","Male","4","","",""
"18","1984","Full Time","Female","1","","",""
"18","1984","Part Time","Male","1","","",""
"18","1984","Part Time","Female","","","",""
"18","1984","Not Working","Male","2","","",""
"18","1984","Not Working","Female","8","","",""
"19","1984","Full Time","Male","2","","",""
"19","1984","Full Time","Female","1","","",""
"19","1984","Part Time","Male","","","",""
"19","1984","Part Time","Female","3","","",""
"19","1984","Not Working","Male","","","",""
"19","1984","Not Working","Female","2","","",""
"20","1984","Full Time","Male","","","",""
"20","1984","Full Time","Female","","","",""
"20","1984","Part Time","Male","1","","",""
"20","1984","Part Time","Female","","","",""
"20","1984","Not Working","Male","","","",""
"20","1984","Not Working","Female","1","","",""
"21","1984","Full Time","Male","","","",""
"21","1984","Full Time","Female","","","",""
"21","1984","Part Time","Male","","","",""
"21","1984","Part Time","Female","","","",""
"21","1984","Not Working","Male","","","",""
"21","1984","Not Working","Female","1","","",""
"22","1984","Full Time","Male","1","","",""
"22","1984","Full Time","Female","","","",""
"22","1984","Part Time","Male","","","",""
"22","1984","Part Time","Female","1","","",""
"22","1984","Not Working","Male","5","","",""
"22","1984","Not Working","Female","2","","",""
"23","1984","Full Time","Male","1","","",""
"23","1984","Full Time","Female","2","","",""
"23","1984","Part Time","Male","","","",""
"23","1984","Part Time","Female","","","",""
"23","1984","Not Working","Male","1","","",""
"23","1984","Not Working","Female","1","","",""
"24","1984","Full Time","Male","","","",""
"24","1984","Full Time","Female","","","",""
"24","1984","Part Time","Male","","","",""
"24","1984","Part Time","Female","","","",""
"24","1984","Not Working","Male","1","","",""
"24","1984","Not Working","Female","1","","",""
"25","1984","Full Time","Male","1","","",""
"25","1984","Full Time","Female","","","",""
"25","1984","Part Time","Male","","","",""
"25","1984","Part Time","Female","","","",""
"25","1984","Not Working","Male","","","",""
"25","1984","Not Working","Female","1","","",""
"26","1984","Full Time","Male","","","",""
"26","1984","Full Time","Female","1","","",""
"26","1984","Part Time","Male","","","",""
"26","1984","Part Time","Female","1","","",""
"26","1984","Not Working","Male","","","",""
"26","1984","Not Working","Female","","","",""
"27","1984","Full Time","Male","","","",""
"27","1984","Full Time","Female","","","",""
"27","1984","Part Time","Male","","","",""
"27","1984","Part Time","Female","","","",""
"27","1984","Not Working","Male","","","",""
"27","1984","Not Working","Female","","","",""
"28","1984","Full Time","Male","2","","",""
"28","1984","Full Time","Female","","","",""
"28","1984","Part Time","Male","","","",""
"28","1984","Part Time","Female","","","",""
"28","1984","Not Working","Male","","","",""
"28","1984","Not Working","Female","2","","",""
"29","1984","Full Time","Male","","","",""
"29","1984","Full Time","Female","","","",""
"29","1984","Part Time","Male","","","",""
"29","1984","Part Time","Female","1","","",""
"29","1984","Not Working","Male","","","",""
"29","1984","Not Working","Female","","","",""
"30","1984","Full Time","Male","","","",""
"30","1984","Full Time","Female","","","",""
"30","1984","Part Time","Male","","","",""
"30","1984","Part Time","Female","","","",""
"30","1984","Not Working","Male","","","",""
"30","1984","Not Working","Female","","","",""
"31","1984","Full Time","Male","","","",""
"31","1984","Full Time","Female","1","","",""
"31","1984","Part Time","Male","","","",""
"31","1984","Part Time","Female","1","","",""
"31","1984","Not Working","Male","","","",""
"31","1984","Not Working","Female","1","","",""
"32","1984","Full Time","Male","","","",""
"32","1984","Full Time","Female","","","",""
"32","1984","Part Time","Male","","","",""
"32","1984","Part Time","Female","","","",""
"32","1984","Not Working","Male","","","",""
"32","1984","Not Working","Female","","","",""
"34","1984","Full Time","Male","1","","",""
"34","1984","Full Time","Female","","","",""
"34","1984","Part Time","Male","","","",""
"34","1984","Part Time","Female","1","","",""
"34","1984","Not Working","Male","","","",""
"34","1984","Not Working","Female","2","","",""
"35","1984","Full Time","Male","","","",""
"35","1984","Full Time","Female","","","",""
"35","1984","Part Time","Male","","","",""
"35","1984","Part Time","Female","","","",""
"35","1984","Not Working","Male","","","",""
"35","1984","Not Working","Female","","","",""
"36","1984","Full Time","Male","","","",""
"36","1984","Full Time","Female","","","",""
"36","1984","Part Time","Male","","","",""
"36","1984","Part Time","Female","","","",""
"36","1984","Not Working","Male","","","",""
"36","1984","Not Working","Female","1","","",""
"37","1984","Full Time","Male","","","",""
"37","1984","Full Time","Female","","","",""
"37","1984","Part Time","Male","","","",""
"37","1984","Part Time","Female","","","",""
"37","1984","Not Working","Male","","","",""
"37","1984","Not Working","Female","","","",""
"38","1984","Full Time","Male","","","",""
"38","1984","Full Time","Female","1","","",""
"38","1984","Part Time","Male","","","",""
"38","1984","Part Time","Female","","","",""
"38","1984","Not Working","Male","","","",""
"38","1984","Not Working","Female","1","","",""
"39","1984","Full Time","Male","1","","",""
"39","1984","Full Time","Female","","","",""
"39","1984","Part Time","Male","","","",""
"39","1984","Part Time","Female","","","",""
"39","1984","Not Working","Male","","","",""
"39","1984","Not Working","Female","","","",""
"40","1984","Full Time","Male","","","",""
"40","1984","Full Time","Female","","","",""
"40","1984","Part Time","Male","","","",""
"40","1984","Part Time","Female","","","",""
"40","1984","Not Working","Male","","","",""
"40","1984","Not Working","Female","1","","",""
"41","1984","Full Time","Male","","","",""
"41","1984","Full Time","Female","","","",""
"41","1984","Part Time","Male","","","",""
"41","1984","Part Time","Female","","","",""
"41","1984","Not Working","Male","1","","",""
"41","1984","Not Working","Female","","","",""
"42","1984","Full Time","Male","1","","",""
"42","1984","Full Time","Female","","","",""
"42","1984","Part Time","Male","","","",""
"42","1984","Part Time","Female","","","",""
"42","1984","Not Working","Male","","","",""
"42","1984","Not Working","Female","","","",""
"43","1984","Full Time","Male","1","","",""
"43","1984","Full Time","Female","","","",""
"43","1984","Part Time","Male","","","",""
"43","1984","Part Time","Female","","","",""
"43","1984","Not Working","Male","","","",""
"43","1984","Not Working","Female","1","","",""
"44","1984","Full Time","Male","","","",""
"44","1984","Full Time","Female","","","",""
"44","1984","Part Time","Male","","","",""
"44","1984","Part Time","Female","","","",""
"44","1984","Not Working","Male","","","",""
"44","1984","Not Working","Female","","","",""
"45","1984","Full Time","Male","","","",""
"45","1984","Full Time","Female","","","",""
"45","1984","Part Time","Male","","","",""
"45","1984","Part Time","Female","","","",""
"45","1984","Not Working","Male","","","",""
"45","1984","Not Working","Female","","","",""
"46","1984","Full Time","Male","","","",""
"46","1984","Full Time","Female","","","",""
"46","1984","Part Time","Male","","","",""
"46","1984","Part Time","Female","","","",""
"46","1984","Not Working","Male","","","",""
"46","1984","Not Working","Female","","","",""
"47","1984","Full Time","Male","","","",""
"47","1984","Full Time","Female","","","",""
"47","1984","Part Time","Male","","","",""
"47","1984","Part Time","Female","","","",""
"47","1984","Not Working","Male","","","",""
"47","1984","Not Working","Female","","","",""
"48","1984","Full Time","Male","","","",""
"48","1984","Full Time","Female","","","",""
"48","1984","Part Time","Male","","","",""
"48","1984","Part Time","Female","","","",""
"48","1984","Not Working","Male","","","",""
"48","1984","Not Working","Female","","","",""
"49","1984","Full Time","Male","","","",""
"49","1984","Full Time","Female","","","",""
"49","1984","Part Time","Male","","","",""
"49","1984","Part Time","Female","","","",""
"49","1984","Not Working","Male","","","",""
"49","1984","Not Working","Female","","","",""
"50","1984","Full Time","Male","","","",""
"50","1984","Full Time","Female","","","",""
"50","1984","Part Time","Male","","","",""
"50","1984","Part Time","Female","","","",""
"50","1984","Not Working","Male","","","",""
"50","1984","Not Working","Female","","","",""
"51","1984","Full Time","Male","","","",""
"51","1984","Full Time","Female","","","",""
"51","1984","Part Time","Male","","","",""
"51","1984","Part Time","Female","","","",""
"51","1984","Not Working","Male","","","",""
"51","1984","Not Working","Female","","","",""
"52","1984","Full Time","Male","","","",""
"52","1984","Full Time","Female","","","",""
"52","1984","Part Time","Male","","","",""
"52","1984","Part Time","Female","","","",""
"52","1984","Not Working","Male","","","",""
"52","1984","Not Working","Female","","","",""
"53","1984","Full Time","Male","","","",""
"53","1984","Full Time","Female","","","",""
"53","1984","Part Time","Male","","","",""
"53","1984","Part Time","Female","","","",""
"53","1984","Not Working","Male","","","",""
"53","1984","Not Working","Female","","","",""
"54","1984","Full Time","Male","","","",""
"54","1984","Full Time","Female","","","",""
"54","1984","Part Time","Male","","","",""
"54","1984","Part Time","Female","","","",""
"54","1984","Not Working","Male","","","",""
"54","1984","Not Working","Female","","","",""
"55","1984","Full Time","Male","","","",""
"55","1984","Full Time","Female","","","",""
"55","1984","Part Time","Male","","","",""
"55","1984","Part Time","Female","","","",""
"55","1984","Not Working","Male","","","",""
"55","1984","Not Working","Female","","","",""
"56","1984","Full Time","Male","","","",""
"56","1984","Full Time","Female","","","",""
"56","1984","Part Time","Male","","","",""
"56","1984","Part Time","Female","","","",""
"56","1984","Not Working","Male","","","",""
"56","1984","Not Working","Female","","","",""
"59","1984","Full Time","Male","","","",""
"59","1984","Full Time","Female","","","",""
"59","1984","Part Time","Male","","","",""
"59","1984","Part Time","Female","","","",""
"59","1984","Not Working","Male","","","",""
"59","1984","Not Working","Female","","","",""
"60","1984","Full Time","Male","","","",""
"60","1984","Full Time","Female","","","",""
"60","1984","Part Time","Male","","","",""
"60","1984","Part Time","Female","","","",""
"60","1984","Not Working","Male","","","",""
"60","1984","Not Working","Female","","","",""
"61","1984","Full Time","Male","","","",""
"61","1984","Full Time","Female","","","",""
"61","1984","Part Time","Male","","","",""
"61","1984","Part Time","Female","","","",""
"61","1984","Not Working","Male","","","",""
"61","1984","Not Working","Female","","","",""
"64","1984","Full Time","Male","","","",""
"64","1984","Full Time","Female","","","",""
"64","1984","Part Time","Male","","","",""
"64","1984","Part Time","Female","","","",""
"64","1984","Not Working","Male","","","",""
"64","1984","Not Working","Female","","","",""
"65","1984","Full Time","Male","","","",""
"65","1984","Full Time","Female","","","",""
"65","1984","Part Time","Male","","","",""
"65","1984","Part Time","Female","","","",""
"65","1984","Not Working","Male","","","",""
"65","1984","Not Working","Female","","","",""
"66","1984","Full Time","Male","","","",""
"66","1984","Full Time","Female","","","",""
"66","1984","Part Time","Male","","","",""
"66","1984","Part Time","Female","","","",""
"66","1984","Not Working","Male","","","",""
"66","1984","Not Working","Female","","","",""
"67","1984","Full Time","Male","","","",""
"67","1984","Full Time","Female","","","",""
"67","1984","Part Time","Male","","","",""
"67","1984","Part Time","Female","","","",""
"67","1984","Not Working","Male","","","",""
"67","1984","Not Working","Female","","","",""
"68","1984","Full Time","Male","","","",""
"68","1984","Full Time","Female","","","",""
"68","1984","Part Time","Male","","","",""
"68","1984","Part Time","Female","","","",""
"68","1984","Not Working","Male","","","",""
"68","1984","Not Working","Female","","","",""
"71","1984","Full Time","Male","","","",""
"71","1984","Full Time","Female","","","",""
"71","1984","Part Time","Male","","","",""
"71","1984","Part Time","Female","","","",""
"71","1984","Not Working","Male","","","",""
"71","1984","Not Working","Female","","","",""
"72","1984","Full Time","Male","","","",""
"72","1984","Full Time","Female","","","",""
"72","1984","Part Time","Male","","","",""
"72","1984","Part Time","Female","","","",""
"72","1984","Not Working","Male","","","",""
"72","1984","Not Working","Female","","","",""
"73","1984","Full Time","Male","","","",""
"73","1984","Full Time","Female","","","",""
"73","1984","Part Time","Male","","","",""
"73","1984","Part Time","Female","","","",""
"73","1984","Not Working","Male","","","",""
"73","1984","Not Working","Female","","","",""
"74","1984","Full Time","Male","","","",""
"74","1984","Full Time","Female","","","",""
"74","1984","Part Time","Male","","","",""
"74","1984","Part Time","Female","","","",""
"74","1984","Not Working","Male","","","",""
"74","1984","Not Working","Female","","","",""
"75","1984","Full Time","Male","","","",""
"75","1984","Full Time","Female","","","",""
"75","1984","Part Time","Male","","","",""
"75","1984","Part Time","Female","","","",""
"75","1984","Not Working","Male","","","",""
"75","1984","Not Working","Female","","","",""
"76","1984","Full Time","Male","","","",""
"76","1984","Full Time","Female","","","",""
"76","1984","Part Time","Male","","","",""
"76","1984","Part Time","Female","","","",""
"76","1984","Not Working","Male","","","",""
"76","1984","Not Working","Female","","","",""
"77","1984","Full Time","Male","","","",""
"77","1984","Full Time","Female","","","",""
"77","1984","Part Time","Male","","","",""
"77","1984","Part Time","Female","","","",""
"77","1984","Not Working","Male","","","",""
"77","1984","Not Working","Female","","","",""
"78","1984","Full Time","Male","","","",""
"78","1984","Full Time","Female","","","",""
"78","1984","Part Time","Male","","","",""
"78","1984","Part Time","Female","","","",""
"78","1984","Not Working","Male","","","",""
"78","1984","Not Working","Female","","","",""
"79","1984","Full Time","Male","","","",""
"79","1984","Full Time","Female","","","",""
"79","1984","Part Time","Male","","","",""
"79","1984","Part Time","Female","","","",""
"79","1984","Not Working","Male","","","",""
"79","1984","Not Working","Female","","","",""
"80","1984","Full Time","Male","","","",""
"80","1984","Full Time","Female","","","",""
"80","1984","Part Time","Male","","","",""
"80","1984","Part Time","Female","","","",""
"80","1984","Not Working","Male","","","",""
"80","1984","Not Working","Female","","","",""
"81","1984","Full Time","Male","","","",""
"81","1984","Full Time","Female","","","",""
"81","1984","Part Time","Male","","","",""
"81","1984","Part Time","Female","","","",""
"81","1984","Not Working","Male","","","",""
"81","1984","Not Working","Female","","","",""
"82","1984","Full Time","Male","","","",""
"82","1984","Full Time","Female","","","",""
"82","1984","Part Time","Male","","","",""
"82","1984","Part Time","Female","","","",""
"82","1984","Not Working","Male","","","",""
"82","1984","Not Working","Female","","","",""
"83","1984","Full Time","Male","","","",""
"83","1984","Full Time","Female","","","",""
"83","1984","Part Time","Male","","","",""
"83","1984","Part Time","Female","","","",""
"83","1984","Not Working","Male","","","",""
"83","1984","Not Working","Female","","","",""
"84","1984","Full Time","Male","","","",""
"84","1984","Full Time","Female","","","",""
"84","1984","Part Time","Male","","","",""
"84","1984","Part Time","Female","","","",""
"84","1984","Not Working","Male","","","",""
"84","1984","Not Working","Female","","","",""
"85","1984","Full Time","Male","","","",""
"85","1984","Full Time","Female","","","",""
"85","1984","Part Time","Male","","","",""
"85","1984","Part Time","Female","","","",""
"85","1984","Not Working","Male","","","",""
"85","1984","Not Working","Female","","","",""
"86","1984","Full Time","Male","","","",""
"86","1984","Full Time","Female","","","",""
"86","1984","Part Time","Male","","","",""
"86","1984","Part Time","Female","","","",""
"86","1984","Not Working","Male","","","",""
"86","1984","Not Working","Female","","","",""
"89","1984","Full Time","Male","","","",""
"89","1984","Full Time","Female","","","",""
"89","1984","Part Time","Male","","","",""
"89","1984","Part Time","Female","","","",""
"89","1984","Not Working","Male","","","",""
"89","1984","Not Working","Female","","","",""
"90","1984","Full Time","Male","","","",""
"90","1984","Full Time","Female","","","",""
"90","1984","Part Time","Male","","","",""
"90","1984","Part Time","Female","","","",""
"90","1984","Not Working","Male","","","",""
"90","1984","Not Working","Female","","","",""
"92","1984","Full Time","Male","","","",""
"92","1984","Full Time","Female","","","",""
"92","1984","Part Time","Male","","","",""
"92","1984","Part Time","Female","","","",""
"92","1984","Not Working","Male","","","",""
"92","1984","Not Working","Female","","","",""
"94","1984","Full Time","Male","","","",""
"94","1984","Full Time","Female","","","",""
"94","1984","Part Time","Male","","","",""
"94","1984","Part Time","Female","","","",""
"94","1984","Not Working","Male","","","",""
"94","1984","Not Working","Female","","","",""
"95","1984","Full Time","Male","","","",""
"95","1984","Full Time","Female","","","",""
"95","1984","Part Time","Male","","","",""
"95","1984","Part Time","Female","","","",""
"95","1984","Not Working","Male","","","",""
"95","1984","Not Working","Female","","","",""
"96","1984","Full Time","Male","","","",""
"96","1984","Full Time","Female","","","",""
"96","1984","Part Time","Male","","","",""
"96","1984","Part Time","Female","","","",""
"96","1984","Not Working","Male","","","",""
"96","1984","Not Working","Female","","","",""
"97","1984","Full Time","Male","","","",""
"97","1984","Full Time","Female","","","",""
"97","1984","Part Time","Male","","","",""
"97","1984","Part Time","Female","","","",""
"97","1984","Not Working","Male","","","",""
"97","1984","Not Working","Female","","","",""
"98","1984","Full Time","Male","2","","",""
"98","1984","Full Time","Female","2","","",""
"98","1984","Part Time","Male","","","",""
"98","1984","Part Time","Female","","","",""
"98","1984","Not Working","Male","3","","",""
"98","1984","Not Working","Female","3","","",""
"101","1984","Full Time","Male","","","",""
"101","1984","Full Time","Female","","","",""
"101","1984","Part Time","Male","","","",""
"101","1984","Part Time","Female","","","",""
"101","1984","Not Working","Male","","","",""
"101","1984","Not Working","Female","","","",""
"102","1984","Full Time","Male","","","",""
"102","1984","Full Time","Female","","","",""
"102","1984","Part Time","Male","","","",""
"102","1984","Part Time","Female","","","",""
"102","1984","Not Working","Male","","","",""
"102","1984","Not Working","Female","","","",""
"103","1984","Full Time","Male","","","",""
"103","1984","Full Time","Female","","","",""
"103","1984","Part Time","Male","","","",""
"103","1984","Part Time","Female","","","",""
"103","1984","Not Working","Male","","","",""
"103","1984","Not Working","Female","","","",""
"105","1984","Full Time","Male","","","",""
"105","1984","Full Time","Female","","","",""
"105","1984","Part Time","Male","","","",""
"105","1984","Part Time","Female","","","",""
"105","1984","Not Working","Male","","","",""
"105","1984","Not Working","Female","","","",""
"108","1984","Full Time","Male","","","",""
"108","1984","Full Time","Female","","","",""
"108","1984","Part Time","Male","","","",""
"108","1984","Part Time","Female","","","",""
"108","1984","Not Working","Male","","","",""
"108","1984","Not Working","Female","","","",""
"110","1984","Full Time","Male","","","",""
"110","1984","Full Time","Female","","","",""
"110","1984","Part Time","Male","","","",""
"110","1984","Part Time","Female","","","",""
"110","1984","Not Working","Male","","","",""
"110","1984","Not Working","Female","","","",""
"111","1984","Full Time","Male","","","",""
"111","1984","Full Time","Female","","","",""
"111","1984","Part Time","Male","","","",""
"111","1984","Part Time","Female","","","",""
"111","1984","Not Working","Male","","","",""
"111","1984","Not Working","Female","","","",""
"113","1984","Full Time","Male","","","",""
"113","1984","Full Time","Female","","","",""
"113","1984","Part Time","Male","","","",""
"113","1984","Part Time","Female","","","",""
"113","1984","Not Working","Male","","","",""
"113","1984","Not Working","Female","","","",""
"116","1984","Full Time","Male","","","",""
"116","1984","Full Time","Female","","","",""
"116","1984","Part Time","Male","","","",""
"116","1984","Part Time","Female","","","",""
"116","1984","Not Working","Male","","","",""
"116","1984","Not Working","Female","","","",""
"117","1984","Full Time","Male","","","",""
"117","1984","Full Time","Female","","","",""
"117","1984","Part Time","Male","","","",""
"117","1984","Part Time","Female","","","",""
"117","1984","Not Working","Male","","","",""
"117","1984","Not Working","Female","","","",""
"118","1984","Full Time","Male","","","",""
"118","1984","Full Time","Female","","","",""
"118","1984","Part Time","Male","","","",""
"118","1984","Part Time","Female","","","",""
"118","1984","Not Working","Male","","","",""
"118","1984","Not Working","Female","","","",""
"119","1984","Full Time","Male","","","",""
"119","1984","Full Time","Female","","","",""
"119","1984","Part Time","Male","","","",""
"119","1984","Part Time","Female","","","",""
"119","1984","Not Working","Male","","","",""
"119","1984","Not Working","Female","","","",""
"120","1984","Full Time","Male","","","",""
"120","1984","Full Time","Female","","","",""
"120","1984","Part Time","Male","","","",""
"120","1984","Part Time","Female","","","",""
"120","1984","Not Working","Male","","","",""
"120","1984","Not Working","Female","","","",""
"121","1984","Full Time","Male","","","",""
"121","1984","Full Time","Female","","","",""
"121","1984","Part Time","Male","","","",""
"121","1984","Part Time","Female","","","",""
"121","1984","Not Working","Male","","","",""
"121","1984","Not Working","Female","","","",""
"122","1984","Full Time","Male","","","",""
"122","1984","Full Time","Female","","","",""
"122","1984","Part Time","Male","","","",""
"122","1984","Part Time","Female","","","",""
"122","1984","Not Working","Male","","","",""
"122","1984","Not Working","Female","","","",""
"123","1984","Full Time","Male","","","",""
"123","1984","Full Time","Female","","","",""
"123","1984","Part Time","Male","","","",""
"123","1984","Part Time","Female","","","",""
"123","1984","Not Working","Male","","","",""
"123","1984","Not Working","Female","","","",""
"124","1984","Full Time","Male","","","",""
"124","1984","Full Time","Female","","","",""
"124","1984","Part Time","Male","","","",""
"124","1984","Part Time","Female","","","",""
"124","1984","Not Working","Male","","","",""
"124","1984","Not Working","Female","","","",""
"125","1984","Full Time","Male","","","",""
"125","1984","Full Time","Female","","","",""
"125","1984","Part Time","Male","","","",""
"125","1984","Part Time","Female","","","",""
"125","1984","Not Working","Male","","","",""
"125","1984","Not Working","Female","","","",""
"127","1984","Full Time","Male","","","",""
"127","1984","Full Time","Female","","","",""
"127","1984","Part Time","Male","","","",""
"127","1984","Part Time","Female","","","",""
"127","1984","Not Working","Male","","","",""
"127","1984","Not Working","Female","","","",""
"128","1984","Full Time","Male","","","",""
"128","1984","Full Time","Female","","","",""
"128","1984","Part Time","Male","","","",""
"128","1984","Part Time","Female","","","",""
"128","1984","Not Working","Male","","","",""
"128","1984","Not Working","Female","","","",""
"129","1984","Full Time","Male","","","",""
"129","1984","Full Time","Female","","","",""
"129","1984","Part Time","Male","","","",""
"129","1984","Part Time","Female","","","",""
"129","1984","Not Working","Male","","","",""
"129","1984","Not Working","Female","","","",""
"130","1984","Full Time","Male","","","",""
"130","1984","Full Time","Female","","","",""
"130","1984","Part Time","Male","","","",""
"130","1984","Part Time","Female","","","",""
"130","1984","Not Working","Male","","","",""
"130","1984","Not Working","Female","","","",""
"131","1984","Full Time","Male","","","",""
"131","1984","Full Time","Female","","","",""
"131","1984","Part Time","Male","","","",""
"131","1984","Part Time","Female","","","",""
"131","1984","Not Working","Male","","","",""
"131","1984","Not Working","Female","","","",""
"132","1984","Full Time","Male","","","",""
"132","1984","Full Time","Female","","","",""
"132","1984","Part Time","Male","","","",""
"132","1984","Part Time","Female","","","",""
"132","1984","Not Working","Male","","","",""
"132","1984","Not Working","Female","","","",""
"133","1984","Full Time","Male","","","",""
"133","1984","Full Time","Female","","","",""
"133","1984","Part Time","Male","","","",""
"133","1984","Part Time","Female","","","",""
"133","1984","Not Working","Male","","","",""
"133","1984","Not Working","Female","","","",""
"135","1984","Full Time","Male","","","",""
"135","1984","Full Time","Female","","","",""
"135","1984","Part Time","Male","","","",""
"135","1984","Part Time","Female","","","",""
"135","1984","Not Working","Male","","","",""
"135","1984","Not Working","Female","","","",""
"138","1984","Full Time","Male","","","",""
"138","1984","Full Time","Female","","","",""
"138","1984","Part Time","Male","","","",""
"138","1984","Part Time","Female","","","",""
"138","1984","Not Working","Male","","","",""
"138","1984","Not Working","Female","","","",""
"139","1984","Full Time","Male","","","",""
"139","1984","Full Time","Female","","","",""
"139","1984","Part Time","Male","","","",""
"139","1984","Part Time","Female","","","",""
"139","1984","Not Working","Male","","","",""
"139","1984","Not Working","Female","","","",""
"140","1984","Full Time","Male","","","",""
"140","1984","Full Time","Female","","","",""
"140","1984","Part Time","Male","","","",""
"140","1984","Part Time","Female","","","",""
"140","1984","Not Working","Male","","","",""
"140","1984","Not Working","Female","","","",""
"141","1984","Full Time","Male","","","",""
"141","1984","Full Time","Female","","","",""
"141","1984","Part Time","Male","","","",""
"141","1984","Part Time","Female","","","",""
"141","1984","Not Working","Male","","","",""
"141","1984","Not Working","Female","","","",""
"142","1984","Full Time","Male","","","",""
"142","1984","Full Time","Female","","","",""
"142","1984","Part Time","Male","","","",""
"142","1984","Part Time","Female","","","",""
"142","1984","Not Working","Male","","","",""
