"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1990","indirect migration background","Westdeutschland, alte Bundeslaender","7.48","8","295","5","7","9","9","7.29","7.67","8","8"
"1990","no migration background","Ostdeutschland, neue Bundeslaender","6.56","7","4281","5","5","8","9","6.5","6.62","7","7"
"1990","no migration background","Westdeutschland, alte Bundeslaender","7.25","8","6642","5","6","8","9","7.21","7.29","8","8"
"1991","direct migration background","Ostdeutschland, neue Bundeslaender","6.04","6","142","3","5","8","9","5.66","6.42","5","7"
"1991","direct migration background","Westdeutschland, alte Bundeslaender","7.21","8","2491","5","6","8","10","7.14","7.28","7","8"
"1991","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","indirect migration background","Westdeutschland, alte Bundeslaender","7.39","8","346","5","6","9","10","7.22","7.56","8","8"
"1991","no migration background","Ostdeutschland, neue Bundeslaender","6.06","6","3970","3","5","8","8","6","6.12","6","6"
"1991","no migration background","Westdeutschland, alte Bundeslaender","7.33","8","6582","5","7","8","9","7.29","7.37","8","8"
"1992","direct migration background","Ostdeutschland, neue Bundeslaender","6.07","6","145","3","5","7","8","5.77","6.37","6","7"
"1992","direct migration background","Westdeutschland, alte Bundeslaender","7.11","7","2413","5","6","8","9","7.04","7.18","7","7"
"1992","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","indirect migration background","Westdeutschland, alte Bundeslaender","7.41","8","397","5","6","9","9","7.25","7.57","8","8"
"1992","no migration background","Ostdeutschland, neue Bundeslaender","6.1","6","3805","4","5","7","8","6.04","6.16","6","6"
"1992","no migration background","Westdeutschland, alte Bundeslaender","7.24","8","6532","5","6","8","9","7.2","7.28","8","8"
"1993","direct migration background","Ostdeutschland, neue Bundeslaender","5.92","6","134","3","4","8","8","5.54","6.3","5","7"
"1993","direct migration background","Westdeutschland, alte Bundeslaender","6.96","7","2353","5","6","8","9","6.88","7.04","7","7"
"1993","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","indirect migration background","Westdeutschland, alte Bundeslaender","7.35","8","460","5","6","9","10","7.19","7.51","8","8"
"1993","no migration background","Ostdeutschland, neue Bundeslaender","6.22","6","3667","4","5","8","8","6.16","6.28","6","7"
"1993","no migration background","Westdeutschland, alte Bundeslaender","7.16","8","6484","5","6","8","9","7.12","7.2","8","8"
"1994","direct migration background","Ostdeutschland, neue Bundeslaender","6.31","7","142","4","5","8","9","5.97","6.65","6","7"
"1994","direct migration background","Westdeutschland, alte Bundeslaender","6.83","7","2225","5","5","8","9","6.75","6.91","7","7"
"1994","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1994","indirect migration background","Westdeutschland, alte Bundeslaender","7.15","8","475","5","6","8","9","6.99","7.31","8","8"
"1994","no migration background","Ostdeutschland, neue Bundeslaender","6.28","7","3614","4","5","8","8","6.22","6.34","6","7"
"1994","no migration background","Westdeutschland, alte Bundeslaender","7.06","7","6400","5","6","8","9","7.02","7.1","7","8"
"1995","direct migration background","Ostdeutschland, neue Bundeslaender","6.43","7","140","3","5","8","9","6.07","6.79","6","7"
"1995","direct migration background","Westdeutschland, alte Bundeslaender","6.9","7","2660","5","6","8","9","6.83","6.97","7","7"
"1995","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","indirect migration background","Westdeutschland, alte Bundeslaender","7.15","8","496","4","6","8","9","6.99","7.31","8","8"
"1995","no migration background","Ostdeutschland, neue Bundeslaender","6.41","7","3535","4","5","8","8","6.35","6.47","7","7"
"1995","no migration background","Westdeutschland, alte Bundeslaender","6.97","7","6454","5","6","8","9","6.93","7.01","7","7"
"1996","direct migration background","Ostdeutschland, neue Bundeslaender","6.25","6","141","4","5","8","8","5.93","6.57","6","7"
"1996","direct migration background","Westdeutschland, alte Bundeslaender","6.86","7","2474","5","6","8","9","6.79","6.93","7","7"
"1996","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","indirect migration background","Westdeutschland, alte Bundeslaender","7.06","8","527","4","6","8","9","6.91","7.21","7","8"
"1996","no migration background","Ostdeutschland, neue Bundeslaender","6.43","7","3532","4","5","8","8","6.37","6.49","7","7"
"1996","no migration background","Westdeutschland, alte Bundeslaender","7.04","7","6410","5","6","8","9","7","7.08","7","8"
"1997","direct migration background","Ostdeutschland, neue Bundeslaender","6.05","6","131","3","5","8","8","5.7","6.4","6","7"
"1997","direct migration background","Westdeutschland, alte Bundeslaender","6.83","7","2355","4","6","8","9","6.76","6.9","7","7"
"1997","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","indirect migration background","Westdeutschland, alte Bundeslaender","7.33","8","550","5","6","8","9","7.18","7.48","8","8"
"1997","no migration background","Ostdeutschland, neue Bundeslaender","6.36","7","3491","4","5","8","8","6.3","6.42","7","7"
"1997","no migration background","Westdeutschland, alte Bundeslaender","6.87","7","6340","4","6","8","9","6.83","6.91","7","7"
"1998","direct migration background","Ostdeutschland, neue Bundeslaender","5.95","6","119","3","5","7","8","5.62","6.28","5","7"
"1998","direct migration background","Westdeutschland, alte Bundeslaender","6.93","7","2295","5","6","8","9","6.86","7","7","7"
"1998","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","indirect migration background","Westdeutschland, alte Bundeslaender","7.42","8","575","5","6","9","10","7.29","7.55","8","8"
"1998","no migration background","Ostdeutschland, neue Bundeslaender","6.52","7","3730","4","5","8","8","6.46","6.58","7","7"
"1998","no migration background","Westdeutschland, alte Bundeslaender","7.05","7","7544","5","6","8","9","7.01","7.09","7","8"
"1999","direct migration background","Ostdeutschland, neue Bundeslaender","6.23","7","110","4","5","8","8","5.9","6.56","6","7"
"1999","direct migration background","Westdeutschland, alte Bundeslaender","6.92","7","2102","5","6","8","9","6.84","7","7","7"
"1999","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","indirect migration background","Westdeutschland, alte Bundeslaender","7.33","8","588","5","7","8","9","7.2","7.46","8","8"
"1999","no migration background","Ostdeutschland, neue Bundeslaender","6.57","7","3667","4","5","8","8","6.51","6.63","7","7"
"1999","no migration background","Westdeutschland, alte Bundeslaender","7.1","8","7249","5","6","8","9","7.06","7.14","8","8"
"2000","direct migration background","Ostdeutschland, neue Bundeslaender","6.49","7","151","4","5","8","9","6.21","6.77","6","7"
"2000","direct migration background","Westdeutschland, alte Bundeslaender","7.03","7","3187","5","6","8","9","6.97","7.09","7","7"
"2000","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","indirect migration background","Westdeutschland, alte Bundeslaender","7.26","8","797","5","6","8","9","7.15","7.37","7","8"
"2000","no migration background","Ostdeutschland, neue Bundeslaender","6.6","7","5685","5","5","8","9","6.55","6.65","7","7"
"2000","no migration background","Westdeutschland, alte Bundeslaender","7.24","8","14357","5","6","8","9","7.21","7.27","8","8"
"2001","direct migration background","Ostdeutschland, neue Bundeslaender","6.27","7","124","4","5","8","8","5.96","6.58","6","7"
"2001","direct migration background","Westdeutschland, alte Bundeslaender","7.03","7","2813","5","6","8","9","6.97","7.09","7","7"
"2001","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","indirect migration background","Westdeutschland, alte Bundeslaender","7.4","8","751","5","7","8","9","7.28","7.52","8","8"
"2001","no migration background","Ostdeutschland, neue Bundeslaender","6.61","7","5306","5","5","8","8","6.56","6.66","7","7"
"2001","no migration background","Westdeutschland, alte Bundeslaender","7.25","8","12992","5","6","8","9","7.22","7.28","8","8"
"2002","direct migration background","Ostdeutschland, neue Bundeslaender","5.94","6","116","3","5","7","8","5.61","6.27","6","7"
"2002","direct migration background","Westdeutschland, alte Bundeslaender","6.8","7","2700","5","6","8","9","6.73","6.87","7","7"
"2002","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","indirect migration background","Westdeutschland, alte Bundeslaender","7.05","7","753","5","6","8","9","6.94","7.16","7","8"
"2002","no migration background","Ostdeutschland, neue Bundeslaender","6.43","7","5311","4","5","8","8","6.38","6.48","7","7"
"2002","no migration background","Westdeutschland, alte Bundeslaender","7.07","7","14208","5","6","8","9","7.04","7.1","8","8"
"2003","direct migration background","Ostdeutschland, neue Bundeslaender","6.15","6","106","4","5","8","8","5.79","6.51","6","7"
"2003","direct migration background","Westdeutschland, alte Bundeslaender","6.74","7","2533","4","6","8","9","6.67","6.81","7","7"
"2003","indirect migration background","Ostdeutschland, neue Bundeslaender","6.36","6","32","4","5","8","9","5.72","7","6","8"
"2003","indirect migration background","Westdeutschland, alte Bundeslaender","7.12","8","757","5","6","8","9","7","7.24","8","8"
"2003","no migration background","Ostdeutschland, neue Bundeslaender","6.33","7","5228","4","5","8","8","6.28","6.38","7","7"
"2003","no migration background","Westdeutschland, alte Bundeslaender","7.04","7","13598","5","6","8","9","7.01","7.07","7","8"
"2004","direct migration background","Ostdeutschland, neue Bundeslaender","6.08","6","102","4","5","8","8","5.74","6.42","6","7"
"2004","direct migration background","Westdeutschland, alte Bundeslaender","6.59","7","2446","4","5","8","9","6.52","6.66","7","7"
"2004","indirect migration background","Ostdeutschland, neue Bundeslaender","6.06","7","35","3","5","8","8","5.35","6.77","5","8"
"2004","indirect migration background","Westdeutschland, alte Bundeslaender","6.83","7","774","4","6","8","9","6.7","6.96","7","7"
"2004","no migration background","Ostdeutschland, neue Bundeslaender","6.12","6","5104","3","5","8","8","6.07","6.17","7","7"
"2004","no migration background","Westdeutschland, alte Bundeslaender","6.82","7","13217","4","6","8","9","6.79","6.85","7","7"
"2005","direct migration background","Ostdeutschland, neue Bundeslaender","6.28","7","101","3","5","8","9","5.91","6.65","5","7"
"2005","direct migration background","Westdeutschland, alte Bundeslaender","6.65","7","2273","4","5","8","9","6.57","6.73","7","7"
"2005","indirect migration background","Ostdeutschland, neue Bundeslaender","6.33","6","35","4","5","8","9","5.63","7.03","6","7"
"2005","indirect migration background","Westdeutschland, alte Bundeslaender","6.98","7","796","5","6","8","9","6.86","7.1","7","8"
"2005","no migration background","Ostdeutschland, neue Bundeslaender","6.34","7","4913","4","5","8","8","6.29","6.39","7","7"
"2005","no migration background","Westdeutschland, alte Bundeslaender","7","7","12630","5","6","8","9","6.97","7.03","8","8"
"2006","direct migration background","Ostdeutschland, neue Bundeslaender","5.96","6","110","4","5","7","9","5.56","6.36","6","7"
"2006","direct migration background","Westdeutschland, alte Bundeslaender","6.65","7","2274","4","5","8","9","6.58","6.72","7","7"
"2006","indirect migration background","Ostdeutschland, neue Bundeslaender","6.22","6.69","40","3","5","8","9","5.55","6.89","5","8"
"2006","indirect migration background","Westdeutschland, alte Bundeslaender","6.97","7","781","4","6","8","9","6.85","7.09","7","8"
"2006","no migration background","Ostdeutschland, neue Bundeslaender","6.26","7","5135","4","5","8","8","6.21","6.31","7","7"
"2006","no migration background","Westdeutschland, alte Bundeslaender","6.94","7","13665","5","6","8","9","6.91","6.97","7","8"
"2007","direct migration background","Ostdeutschland, neue Bundeslaender","5.69","5","93","3","5","7","8","5.33","6.05","5","7"
"2007","direct migration background","Westdeutschland, alte Bundeslaender","6.66","7","2039","4","5","8","9","6.58","6.74","7","7"
"2007","indirect migration background","Ostdeutschland, neue Bundeslaender","6.08","7","41","3","5","8","8","5.44","6.72","6","8"
"2007","indirect migration background","Westdeutschland, alte Bundeslaender","7.11","7","745","5","6","8","9","6.99","7.23","7","8"
"2007","no migration background","Ostdeutschland, neue Bundeslaender","6.4","7","4889","4","5","8","8","6.35","6.45","7","7"
"2007","no migration background","Westdeutschland, alte Bundeslaender","7","7","12767","5","6","8","9","6.97","7.03","8","8"
"2008","direct migration background","Ostdeutschland, neue Bundeslaender","6.02","6","81","4","5","8","8","5.56","6.48","6","8"
"2008","direct migration background","Westdeutschland, alte Bundeslaender","6.71","7","1830","4","5","8","9","6.62","6.8","7","7"
"2008","indirect migration background","Ostdeutschland, neue Bundeslaender","7.04","7","43","6","6","8","9","6.57","7.51","6","8"
"2008","indirect migration background","Westdeutschland, alte Bundeslaender","7.05","7","730","5","6","8","9","6.93","7.17","7","8"
"2008","no migration background","Ostdeutschland, neue Bundeslaender","6.55","7","4661","4","5","8","8","6.5","6.6","7","7"
"2008","no migration background","Westdeutschland, alte Bundeslaender","7","7","12045","5","6","8","9","6.97","7.03","7","8"
"2009","direct migration background","Ostdeutschland, neue Bundeslaender","5.6","5","76","3","4","7","8","5.14","6.06","5","7"
"2009","direct migration background","Westdeutschland, alte Bundeslaender","6.6","7","1589","4","5","8","9","6.51","6.69","7","7"
"2009","indirect migration background","Ostdeutschland, neue Bundeslaender","6.5","7","41","3","6","8","9","5.92","7.08","7","8"
"2009","indirect migration background","Westdeutschland, alte Bundeslaender","7","7","670","5","6","8","9","6.88","7.12","7","8"
"2009","no migration background","Ostdeutschland, neue Bundeslaender","6.49","7","4440","4","5","8","8","6.44","6.54","7","7"
"2009","no migration background","Westdeutschland, alte Bundeslaender","6.94","7","11254","5","6","8","9","6.91","6.97","7","7"
"2010","direct migration background","Ostdeutschland, neue Bundeslaender","6.14","6","127","3","5","8","8","5.83","6.45","7","8"
"2010","direct migration background","Westdeutschland, alte Bundeslaender","7","7","2779","5","6","8","9","6.93","7.07","7","8"
"2010","indirect migration background","Ostdeutschland, neue Bundeslaender","7.26","7","76","5","7","8","9","6.82","7.7","7","8"
"2010","indirect migration background","Westdeutschland, alte Bundeslaender","7.1","7","1073","5","6","8","9","7","7.2","8","8"
"2010","no migration background","Ostdeutschland, neue Bundeslaender","6.71","7","5275","4","6","8","9","6.66","6.76","7","7"
"2010","no migration background","Westdeutschland, alte Bundeslaender","7.13","8","14701","5","6","8","9","7.1","7.16","8","8"
"2011","direct migration background","Ostdeutschland, neue Bundeslaender","6.41","7","137","4","5","8","9","6.06","6.76","7","8"
"2011","direct migration background","Westdeutschland, alte Bundeslaender","6.96","7","2770","5","6","8","9","6.89","7.03","8","8"
"2011","indirect migration background","Ostdeutschland, neue Bundeslaender","6.7","7","82","3","5","8","9","6.32","7.08","7","8"
"2011","indirect migration background","Westdeutschland, alte Bundeslaender","7.15","7","1136","5","6","8","9","7.05","7.25","8","8"
"2011","no migration background","Ostdeutschland, neue Bundeslaender","6.67","7","5595","4","5","8","9","6.62","6.72","7","7"
"2011","no migration background","Westdeutschland, alte Bundeslaender","7.06","7","16169","5","6","8","9","7.03","7.09","8","8"
"2012","direct migration background","Ostdeutschland, neue Bundeslaender","6.43","6","144","4","5","8","9","6.12","6.74","7","8"
"2012","direct migration background","Westdeutschland, alte Bundeslaender","7.16","8","2765","5","6","8","9","7.09","7.23","8","8"
"2012","indirect migration background","Ostdeutschland, neue Bundeslaender","6.77","7","73","5","5","8","8","6.28","7.26","7","8"
"2012","indirect migration background","Westdeutschland, alte Bundeslaender","7.4","8","1154","5","7","8","9","7.3","7.5","8","8"
"2012","no migration background","Ostdeutschland, neue Bundeslaender","6.73","7","5758","4","5","8","9","6.68","6.78","7","7"
"2012","no migration background","Westdeutschland, alte Bundeslaender","7.17","8","16600","5","6","8","9","7.14","7.2","8","8"
"2013","direct migration background","Ostdeutschland, neue Bundeslaender","7.08","8","435","4","6","8","9","6.9","7.26","8","8"
"2013","direct migration background","Westdeutschland, alte Bundeslaender","7.27","8","5968","5","6","8","9","7.22","7.32","8","8"
"2013","indirect migration background","Ostdeutschland, neue Bundeslaender","6.72","7","105","4","5","8","9","6.33","7.11","7","8"
"2013","indirect migration background","Westdeutschland, alte Bundeslaender","7.33","8","2028","5","6","8","9","7.25","7.41","8","8"
"2013","no migration background","Ostdeutschland, neue Bundeslaender","6.82","7","5580","5","6","8","9","6.77","6.87","7","7"
"2013","no migration background","Westdeutschland, alte Bundeslaender","7.24","8","16572","5","6","8","9","7.21","7.27","8","8"
"2014","direct migration background","Ostdeutschland, neue Bundeslaender","7.18","7.44","346","5","6","8","9","6.99","7.37","7","8"
"2014","direct migration background","Westdeutschland, alte Bundeslaender","7.31","8","4777","5","6","8","9","7.26","7.36","8","8"
"2014","indirect migration background","Ostdeutschland, neue Bundeslaender","7.16","8","103","5","6","8","9","6.79","7.53","7","8"
"2014","indirect migration background","Westdeutschland, alte Bundeslaender","7.39","8","1684","5","7","8","9","7.31","7.47","8","8"
"2014","no migration background","Ostdeutschland, neue Bundeslaender","6.83","7","5146","5","6","8","9","6.78","6.88","7","7"
"2014","no migration background","Westdeutschland, alte Bundeslaender","7.21","8","15063","5","6","8","9","7.18","7.24","8","8"
"2015","direct migration background","Ostdeutschland, neue Bundeslaender","7.08","8","428","4","6","8","9","6.91","7.25","8","8"
"2015","direct migration background","Westdeutschland, alte Bundeslaender","7.4","8","5504","5","7","9","10","7.35","7.45","8","8"
"2015","indirect migration background","Ostdeutschland, neue Bundeslaender","7.6","8","105","5","7","9","10","7.25","7.95","7","8"
"2015","indirect migration background","Westdeutschland, alte Bundeslaender","7.52","8","1585","5","7","9","9","7.44","7.6","8","8"
"2015","no migration background","Ostdeutschland, neue Bundeslaender","6.94","7","4905","5","6","8","9","6.89","6.99","7","7"
"2015","no migration background","Westdeutschland, alte Bundeslaender","7.32","8","14371","5","7","8","9","7.29","7.35","8","8"
"2016","direct migration background","Ostdeutschland, neue Bundeslaender","7.09","8","1134","4","6","9","9","6.95","7.23","7","8"
"2016","direct migration background","Westdeutschland, alte Bundeslaender","7.34","8","8179","5","7","8","9","7.3","7.38","8","8"
"2016","indirect migration background","Ostdeutschland, neue Bundeslaender","7.69","8","105","5","7","9","9","7.32","8.06","7","8"
"2016","indirect migration background","Westdeutschland, alte Bundeslaender","7.54","8","1456","5","7","9","9","7.46","7.62","8","8"
"2016","no migration background","Ostdeutschland, neue Bundeslaender","6.97","7","4571","5","6","8","9","6.92","7.02","7","8"
"2016","no migration background","Westdeutschland, alte Bundeslaender","7.3","8","13279","5","7","8","9","7.27","7.33","8","8"
"2017","direct migration background","Ostdeutschland, neue Bundeslaender","7.25","8","1106","5","6","9","10","7.13","7.37","7","8"
"2017","direct migration background","Westdeutschland, alte Bundeslaender","7.39","8","9094","5","7","9","9","7.35","7.43","8","8"
"2017","indirect migration background","Ostdeutschland, neue Bundeslaender","7.13","8","107","5","5","8","9","6.76","7.5","7","8"
"2017","indirect migration background","Westdeutschland, alte Bundeslaender","7.43","8","1607","5","7","9","9","7.34","7.52","8","8"
"2017","no migration background","Ostdeutschland, neue Bundeslaender","6.94","7","5154","5","6","8","9","6.89","6.99","7","7"
"2017","no migration background","Westdeutschland, alte Bundeslaender","7.3","8","15146","5","7","8","9","7.27","7.33","8","8"
"2018","direct migration background","Ostdeutschland, neue Bundeslaender","7.31","8","951","5","6","9","9","7.18","7.44","8","8"
"2018","direct migration background","Westdeutschland, alte Bundeslaender","7.36","8","7802","5","7","8","9","7.32","7.4","8","8"
"2018","indirect migration background","Ostdeutschland, neue Bundeslaender","7.04","8","122","4","6","9","9","6.67","7.41","7","8"
"2018","indirect migration background","Westdeutschland, alte Bundeslaender","7.41","8","1589","5","7","9","9","7.32","7.5","8","8"
"2018","no migration background","Ostdeutschland, neue Bundeslaender","7.11","8","5041","5","6","8","9","7.06","7.16","8","8"
"2018","no migration background","Westdeutschland, alte Bundeslaender","7.41","8","14548","5","7","8","9","7.38","7.44","8","8"
"2019","direct migration background","Ostdeutschland, neue Bundeslaender","7.18","8","791","5","5","9","9","7.04","7.32","7","8"
"2019","direct migration background","Westdeutschland, alte Bundeslaender","7.47","8","6904","5","7","9","9","7.43","7.51","8","8"
"2019","indirect migration background","Ostdeutschland, neue Bundeslaender","7.45","8","130","5","7","9","10","7.12","7.78","7","8"
"2019","indirect migration background","Westdeutschland, alte Bundeslaender","7.55","8","1567","5","7","9","9","7.47","7.63","8","8"
"2019","no migration background","Ostdeutschland, neue Bundeslaender","7.17","8","5136","5","6","8","9","7.12","7.22","8","8"
"2019","no migration background","Westdeutschland, alte Bundeslaender","7.5","8","15043","5","7","9","9","7.47","7.53","8","8"
