"transab_cat","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1984","lower secondary degree","no migration background","170","0.0301154541846811","0.0254994904091783","0.0347314179601839"
"Low transfer dependency","1984","lower secondary degree","direct migration background","33","0.0246848760677262","0.0120681120608588","0.0373016400745935"
"Low transfer dependency","1984","lower secondary degree","indirect migration background","4","","",""
"Low transfer dependency","1984","secondary school degree","no migration background","39","0.0220801805875936","0.0150743815840319","0.0290859795911553"
"Low transfer dependency","1984","secondary school degree","direct migration background","5","","",""
"Low transfer dependency","1984","secondary school degree","indirect migration background","4","","",""
"Low transfer dependency","1984","college entrance qualification","no migration background","33","0.0280735468092641","0.0183341447254471","0.0378129488930811"
"Low transfer dependency","1984","college entrance qualification","direct migration background","1","","",""
"Low transfer dependency","1984","college entrance qualification","indirect migration background","","","",""
"Low transfer dependency","1984","Other degree","no migration background","3","","",""
"Low transfer dependency","1984","Other degree","direct migration background","98","0.0782553821947611","0.0640750666225435","0.0924356977669788"
"Low transfer dependency","1984","Other degree","indirect migration background","","","",""
"Low transfer dependency","1984","no degree/no degree yet","no migration background","23","","",""
"Low transfer dependency","1984","no degree/no degree yet","direct migration background","85","0.0954725047599397","0.0775085654815638","0.113436444038316"
"Low transfer dependency","1984","no degree/no degree yet","indirect migration background","1","","",""
"High transfer dependency","1984","lower secondary degree","no migration background","49","0.0094466623033178","0.00683398488412385","0.0120593397225118"
"High transfer dependency","1984","lower secondary degree","direct migration background","5","","",""
"High transfer dependency","1984","lower secondary degree","indirect migration background","","","",""
"High transfer dependency","1984","secondary school degree","no migration background","7","","",""
"High transfer dependency","1984","secondary school degree","direct migration background","5","","",""
"High transfer dependency","1984","secondary school degree","indirect migration background","","","",""
"High transfer dependency","1984","college entrance qualification","no migration background","12","","",""
"High transfer dependency","1984","college entrance qualification","direct migration background","5","","",""
"High transfer dependency","1984","college entrance qualification","indirect migration background","","","",""
"High transfer dependency","1984","Other degree","no migration background","","","",""
"High transfer dependency","1984","Other degree","direct migration background","30","0.021749256996488","0.0140478373595921","0.0294506766333839"
"High transfer dependency","1984","Other degree","indirect migration background","","","",""
"High transfer dependency","1984","no degree/no degree yet","no migration background","2","","",""
"High transfer dependency","1984","no degree/no degree yet","direct migration background","16","","",""
"High transfer dependency","1984","no degree/no degree yet","indirect migration background","","","",""
"Very high transfer dependency","1984","lower secondary degree","no migration background","15","","",""
"Very high transfer dependency","1984","lower secondary degree","direct migration background","6","","",""
"Very high transfer dependency","1984","lower secondary degree","indirect migration background","3","","",""
"Very high transfer dependency","1984","secondary school degree","no migration background","4","","",""
"Very high transfer dependency","1984","secondary school degree","direct migration background","","","",""
"Very high transfer dependency","1984","secondary school degree","indirect migration background","","","",""
"Very high transfer dependency","1984","college entrance qualification","no migration background","4","","",""
"Very high transfer dependency","1984","college entrance qualification","direct migration background","4","","",""
"Very high transfer dependency","1984","college entrance qualification","indirect migration background","","","",""
"Very high transfer dependency","1984","Other degree","no migration background","1","","",""
"Very high transfer dependency","1984","Other degree","direct migration background","5","","",""
"Very high transfer dependency","1984","Other degree","indirect migration background","","","",""
"Very high transfer dependency","1984","no degree/no degree yet","no migration background","2","","",""
"Very high transfer dependency","1984","no degree/no degree yet","direct migration background","12","","",""
"Very high transfer dependency","1984","no degree/no degree yet","indirect migration background","","","",""
"Complete transfer dependency","1984","lower secondary degree","no migration background","68","0.0129631901819967","0.00990805603337222","0.0160183243306212"
"Complete transfer dependency","1984","lower secondary degree","direct migration background","12","","",""
"Complete transfer dependency","1984","lower secondary degree","indirect migration background","","","",""
"Complete transfer dependency","1984","secondary school degree","no migration background","12","","",""
"Complete transfer dependency","1984","secondary school degree","direct migration background","3","","",""
"Complete transfer dependency","1984","secondary school degree","indirect migration background","","","",""
"Complete transfer dependency","1984","college entrance qualification","no migration background","17","","",""
"Complete transfer dependency","1984","college entrance qualification","direct migration background","6","","",""
"Complete transfer dependency","1984","college entrance qualification","indirect migration background","","","",""
"Complete transfer dependency","1984","Other degree","no migration background","1","","",""
"Complete transfer dependency","1984","Other degree","direct migration background","13","","",""
"Complete transfer dependency","1984","Other degree","indirect migration background","","","",""
"Complete transfer dependency","1984","no degree/no degree yet","no migration background","2","","",""
"Complete transfer dependency","1984","no degree/no degree yet","direct migration background","21","","",""
"Complete transfer dependency","1984","no degree/no degree yet","indirect migration background","","","",""
"No transfer dependency","1985","lower secondary degree","no migration background","2181","0.525398390560317","0.511132957367966","0.539663823752669"
"No transfer dependency","1985","lower secondary degree","direct migration background","171","0.478871651110159","0.437046287499046","0.520697014721273"
"No transfer dependency","1985","lower secondary degree","indirect migration background","20","","",""
"No transfer dependency","1985","secondary school degree","no migration background","681","0.476100643514235","0.451773115385463","0.500428171643007"
"No transfer dependency","1985","secondary school degree","direct migration background","42","0.378065415472782","0.297162461861673","0.458968369083891"
"No transfer dependency","1985","secondary school degree","indirect migration background","5","","",""
"No transfer dependency","1985","college entrance qualification","no migration background","474","0.507265464491601","0.476996915731045","0.537534013252158"
"No transfer dependency","1985","college entrance qualification","direct migration background","29","","",""
"No transfer dependency","1985","college entrance qualification","indirect migration background","3","","",""
"No transfer dependency","1985","Other degree","no migration background","12","","",""
"No transfer dependency","1985","Other degree","direct migration background","265","0.274668916078417","0.248598269795198","0.300739562361636"
"No transfer dependency","1985","Other degree","indirect migration background","2","","",""
"No transfer dependency","1985","no degree/no degree yet","no migration background","35","0.183346769768567","0.13209822862258","0.234595310914554"
"No transfer dependency","1985","no degree/no degree yet","direct migration background","169","0.223662584721036","0.195124286725704","0.252200882716368"
"No transfer dependency","1985","no degree/no degree yet","indirect migration background","3","","",""
"Very low transfer dependency","1985","lower secondary degree","no migration background","2276","0.420945962450506","0.406841754156693","0.43505017074432"
"Very low transfer dependency","1985","lower secondary degree","direct migration background","332","0.461950769579724","0.42020940270138","0.503692136458067"
"Very low transfer dependency","1985","lower secondary degree","indirect migration background","52","0.484766578498954","0.373139109735098","0.59639404726281"
"Very low transfer dependency","1985","secondary school degree","no migration background","886","0.49561886453412","0.471264432924622","0.519973296143619"
"Very low transfer dependency","1985","secondary school degree","direct migration background","79","0.52482796755423","0.441509270759898","0.608146664348562"
"Very low transfer dependency","1985","secondary school degree","indirect migration background","24","","",""
"Very low transfer dependency","1985","college entrance qualification","no migration background","522","0.44698832917217","0.416887206749391","0.477089451594949"
"Very low transfer dependency","1985","college entrance qualification","direct migration background","59","0.551187607738832","0.456053645776453","0.646321569701212"
"Very low transfer dependency","1985","college entrance qualification","indirect migration background","3","","",""
"Very low transfer dependency","1985","Other degree","no migration background","23","","",""
"Very low transfer dependency","1985","Other degree","direct migration background","766","0.636750175038647","0.608659243641934","0.66484110643536"
"Very low transfer dependency","1985","Other degree","indirect migration background","1","","",""
"Very low transfer dependency","1985","no degree/no degree yet","no migration background","158","0.702688043652689","0.642152074044861","0.763224013260516"
"Very low transfer dependency","1985","no degree/no degree yet","direct migration background","572","0.669804358669407","0.637596207724684","0.70201250961413"
"Very low transfer dependency","1985","no degree/no degree yet","indirect migration background","14","","",""
"Low transfer dependency","1985","lower secondary degree","no migration background","133","0.0269601093298441","0.0223330812099173","0.0315871374497708"
"Low transfer dependency","1985","lower secondary degree","direct migration background","23","","",""
"Low transfer dependency","1985","lower secondary degree","indirect migration background","3","","",""
"Low transfer dependency","1985","secondary school degree","no migration background","25","","",""
"Low transfer dependency","1985","secondary school degree","direct migration background","9","","",""
"Low transfer dependency","1985","secondary school degree","indirect migration background","","","",""
"Low transfer dependency","1985","college entrance qualification","no migration background","22","","",""
"Low transfer dependency","1985","college entrance qualification","direct migration background","7","","",""
"Low transfer dependency","1985","college entrance qualification","indirect migration background","1","","",""
"Low transfer dependency","1985","Other degree","no migration background","2","","",""
"Low transfer dependency","1985","Other degree","direct migration background","56","0.0469603189744069","0.0346036928452275","0.0593169451035864"
"Low transfer dependency","1985","Other degree","indirect migration background","3","","",""
"Low transfer dependency","1985","no degree/no degree yet","no migration background","13","","",""
"Low transfer dependency","1985","no degree/no degree yet","direct migration background","49","0.0702872418192654","0.0527799574455616","0.0877945261929692"
"Low transfer dependency","1985","no degree/no degree yet","indirect migration background","","","",""
"High transfer dependency","1985","lower secondary degree","no migration background","42","0.0101431806272401","0.00728065580554638","0.0130057054489337"
"High transfer dependency","1985","lower secondary degree","direct migration background","13","","",""
"High transfer dependency","1985","lower secondary degree","indirect migration background","2","","",""
"High transfer dependency","1985","secondary school degree","no migration background","10","","",""
"High transfer dependency","1985","secondary school degree","direct migration background","4","","",""
"High transfer dependency","1985","secondary school degree","indirect migration background","","","",""
"High transfer dependency","1985","college entrance qualification","no migration background","18","","",""
"High transfer dependency","1985","college entrance qualification","direct migration background","8","","",""
"High transfer dependency","1985","college entrance qualification","indirect migration background","","","",""
"High transfer dependency","1985","Other degree","no migration background","1","","",""
"High transfer dependency","1985","Other degree","direct migration background","22","","",""
"High transfer dependency","1985","Other degree","indirect migration background","","","",""
"High transfer dependency","1985","no degree/no degree yet","no migration background","2","","",""
"High transfer dependency","1985","no degree/no degree yet","direct migration background","10","","",""
"High transfer dependency","1985","no degree/no degree yet","indirect migration background","","","",""
"Very high transfer dependency","1985","lower secondary degree","no migration background","31","0.00678459106859111","0.00443950085473668","0.00912968128244554"
"Very high transfer dependency","1985","lower secondary degree","direct migration background","","","",""
"Very high transfer dependency","1985","lower secondary degree","indirect migration background","","","",""
"Very high transfer dependency","1985","secondary school degree","no migration background","7","","",""
"Very high transfer dependency","1985","secondary school degree","direct migration background","2","","",""
"Very high transfer dependency","1985","secondary school degree","indirect migration background","1","","",""
"Very high transfer dependency","1985","college entrance qualification","no migration background","10","","",""
"Very high transfer dependency","1985","college entrance qualification","direct migration background","2","","",""
"Very high transfer dependency","1985","college entrance qualification","indirect migration background","","","",""
"Very high transfer dependency","1985","Other degree","no migration background","","","",""
"Very high transfer dependency","1985","Other degree","direct migration background","6","","",""
"Very high transfer dependency","1985","Other degree","indirect migration background","","","",""
"Very high transfer dependency","1985","no degree/no degree yet","no migration background","6","","",""
"Very high transfer dependency","1985","no degree/no degree yet","direct migration background","4","","",""
"Very high transfer dependency","1985","no degree/no degree yet","indirect migration background","","","",""
"Complete transfer dependency","1985","lower secondary degree","no migration background","44","0.00976776596350107","0.00695818116645255","0.0125773507605496"
"Complete transfer dependency","1985","lower secondary degree","direct migration background","9","","",""
"Complete transfer dependency","1985","lower secondary degree","indirect migration background","","","",""
"Complete transfer dependency","1985","secondary school degree","no migration background","10","","",""
"Complete transfer dependency","1985","secondary school degree","direct migration background","2","","",""
"Complete transfer dependency","1985","secondary school degree","indirect migration background","","","",""
"Complete transfer dependency","1985","college entrance qualification","no migration background","2","","",""
"Complete transfer dependency","1985","college entrance qualification","direct migration background","","","",""
"Complete transfer dependency","1985","college entrance qualification","indirect migration background","","","",""
"Complete transfer dependency","1985","Other degree","no migration background","1","","",""
"Complete transfer dependency","1985","Other degree","direct migration background","11","","",""
"Complete transfer dependency","1985","Other degree","indirect migration background","","","",""
"Complete transfer dependency","1985","no degree/no degree yet","no migration background","5","","",""
"Complete transfer dependency","1985","no degree/no degree yet","direct migration background","15","","",""
"Complete transfer dependency","1985","no degree/no degree yet","indirect migration background","","","",""
"No transfer dependency","1986","lower secondary degree","no migration background","2048","0.534903188380419","0.520080986060897","0.549725390699941"
"No transfer dependency","1986","lower secondary degree","direct migration background","202","0.485482011385543","0.444307663620799","0.526656359150287"
"No transfer dependency","1986","lower secondary degree","indirect migration background","29","","",""
"No transfer dependency","1986","secondary school degree","no migration background","677","0.487788637013434","0.46305562188134","0.512521652145528"
"No transfer dependency","1986","secondary school degree","direct migration background","45","0.401392558624418","0.321051826248373","0.481733291000464"
"No transfer dependency","1986","secondary school degree","indirect migration background","6","","",""
"No transfer dependency","1986","college entrance qualification","no migration background","479","0.49487433467756","0.464902976653079","0.52484569270204"
"No transfer dependency","1986","college entrance qualification","direct migration background","33","0.339421185529149","0.251332851743739","0.427509519314559"
"No transfer dependency","1986","college entrance qualification","indirect migration background","4","","",""
"No transfer dependency","1986","Other degree","no migration background","11","","",""
"No transfer dependency","1986","Other degree","direct migration background","250","0.266196685950805","0.239615338683934","0.292778033217675"
"No transfer dependency","1986","Other degree","indirect migration background","","","",""
"No transfer dependency","1986","no degree/no degree yet","no migration background","34","0.217211509418598","0.160902470692583","0.273520548144613"
"No transfer dependency","1986","no degree/no degree yet","direct migration background","165","0.22977874968097","0.200006401569796","0.259551097792143"
"No transfer dependency","1986","no degree/no degree yet","indirect migration background","3","","",""
"Very low transfer dependency","1986","lower secondary degree","no migration background","2085","0.413325420538916","0.398691922421247","0.427958918656584"
"Very low transfer dependency","1986","lower secondary degree","direct migration background","320","0.440089021705697","0.399194076149826","0.480983967261568"
"Very low transfer dependency","1986","lower secondary degree","indirect migration background","50","0.464526150522484","0.355913653432447","0.573138647612521"
"Very low transfer dependency","1986","secondary school degree","no migration background","835","0.47493904185191","0.45022974320554","0.49964834049828"
"Very low transfer dependency","1986","secondary school degree","direct migration background","84","0.539936220171306","0.458247832382187","0.621624607960425"
"Very low transfer dependency","1986","secondary school degree","indirect migration background","23","","",""
"Very low transfer dependency","1986","college entrance qualification","no migration background","536","0.447061824413383","0.417257360197182","0.476866288629583"
"Very low transfer dependency","1986","college entrance qualification","direct migration background","66","0.549686547974534","0.457131179009365","0.642241916939704"
"Very low transfer dependency","1986","college entrance qualification","indirect migration background","5","","",""
"Very low transfer dependency","1986","Other degree","no migration background","24","","",""
"Very low transfer dependency","1986","Other degree","direct migration background","735","0.655325963058335","0.626742239353474","0.683909686763196"
"Very low transfer dependency","1986","Other degree","indirect migration background","2","","",""
"Very low transfer dependency","1986","no degree/no degree yet","no migration background","158","0.704800657401303","0.642512522912739","0.767088791889867"
"Very low transfer dependency","1986","no degree/no degree yet","direct migration background","512","0.649457254945337","0.61568996655465","0.683224543336023"
"Very low transfer dependency","1986","no degree/no degree yet","indirect migration background","15","","",""
"Low transfer dependency","1986","lower secondary degree","no migration background","110","0.0246883374396011","0.020077061687415","0.0292996131917872"
"Low transfer dependency","1986","lower secondary degree","direct migration background","26","","",""
"Low transfer dependency","1986","lower secondary degree","indirect migration background","1","","",""
"Low transfer dependency","1986","secondary school degree","no migration background","37","0.0220638489976902","0.0147955546315426","0.0293321433638377"
"Low transfer dependency","1986","secondary school degree","direct migration background","9","","",""
"Low transfer dependency","1986","secondary school degree","indirect migration background","1","","",""
"Low transfer dependency","1986","college entrance qualification","no migration background","27","","",""
"Low transfer dependency","1986","college entrance qualification","direct migration background","5","","",""
"Low transfer dependency","1986","college entrance qualification","indirect migration background","","","",""
"Low transfer dependency","1986","Other degree","no migration background","3","","",""
"Low transfer dependency","1986","Other degree","direct migration background","38","0.0345656715651266","0.0235789099691245","0.0455524331611288"
"Low transfer dependency","1986","Other degree","indirect migration background","1","","",""
"Low transfer dependency","1986","no degree/no degree yet","no migration background","5","","",""
"Low transfer dependency","1986","no degree/no degree yet","direct migration background","54","0.0659071431376364","0.0483476620377052","0.0834666242375676"
"Low transfer dependency","1986","no degree/no degree yet","indirect migration background","2","","",""
"High transfer dependency","1986","lower secondary degree","no migration background","47","0.0121226548495823","0.00887063007358962","0.0153746796255749"
"High transfer dependency","1986","lower secondary degree","direct migration background","8","","",""
"High transfer dependency","1986","lower secondary degree","indirect migration background","1","","",""
"High transfer dependency","1986","secondary school degree","no migration background","11","","",""
"High transfer dependency","1986","secondary school degree","direct migration background","2","","",""
"High transfer dependency","1986","secondary school degree","indirect migration background","","","",""
"High transfer dependency","1986","college entrance qualification","no migration background","10","","",""
"High transfer dependency","1986","college entrance qualification","direct migration background","","","",""
"High transfer dependency","1986","college entrance qualification","indirect migration background","","","",""
"High transfer dependency","1986","Other degree","no migration background","1","","",""
"High transfer dependency","1986","Other degree","direct migration background","20","","",""
"High transfer dependency","1986","Other degree","indirect migration background","","","",""
"High transfer dependency","1986","no degree/no degree yet","no migration background","1","","",""
"High transfer dependency","1986","no degree/no degree yet","direct migration background","19","","",""
"High transfer dependency","1986","no degree/no degree yet","indirect migration background","","","",""
"Very high transfer dependency","1986","lower secondary degree","no migration background","19","","",""
"Very high transfer dependency","1986","lower secondary degree","direct migration background","3","","",""
"Very high transfer dependency","1986","lower secondary degree","indirect migration background","","","",""
"Very high transfer dependency","1986","secondary school degree","no migration background","5","","",""
"Very high transfer dependency","1986","secondary school degree","direct migration background","2","","",""
"Very high transfer dependency","1986","secondary school degree","indirect migration background","1","","",""
"Very high transfer dependency","1986","college entrance qualification","no migration background","11","","",""
"Very high transfer dependency","1986","college entrance qualification","direct migration background","5","","",""
"Very high transfer dependency","1986","college entrance qualification","indirect migration background","","","",""
"Very high transfer dependency","1986","Other degree","no migration background","","","",""
"Very high transfer dependency","1986","Other degree","direct migration background","7","","",""
"Very high transfer dependency","1986","Other degree","indirect migration background","","","",""
"Very high transfer dependency","1986","no degree/no degree yet","no migration background","4","","",""
"Very high transfer dependency","1986","no degree/no degree yet","direct migration background","10","","",""
"Very high transfer dependency","1986","no degree/no degree yet","indirect migration background","","","",""
"Complete transfer dependency","1986","lower secondary degree","no migration background","41","0.00986654631024736","0.00692935043927682","0.0128037421812179"
"Complete transfer dependency","1986","lower secondary degree","direct migration background","7","","",""
"Complete transfer dependency","1986","lower secondary degree","indirect migration background","","","",""
"Complete transfer dependency","1986","secondary school degree","no migration background","4","","",""
"Complete transfer dependency","1986","secondary school degree","direct migration background","1","","",""
"Complete transfer dependency","1986","secondary school degree","indirect migration background","","","",""
"Complete transfer dependency","1986","college entrance qualification","no migration background","6","","",""
"Complete transfer dependency","1986","college entrance qualification","direct migration background","2","","",""
"Complete transfer dependency","1986","college entrance qualification","indirect migration background","","","",""
"Complete transfer dependency","1986","Other degree","no migration background","1","","",""
"Complete transfer dependency","1986","Other degree","direct migration background","12","","",""
"Complete transfer dependency","1986","Other degree","indirect migration background","","","",""
"Complete transfer dependency","1986","no degree/no degree yet","no migration background","4","","",""
"Complete transfer dependency","1986","no degree/no degree yet","direct migration background","7","","",""
"Complete transfer dependency","1986","no degree/no degree yet","indirect migration background","","","",""
"No transfer dependency","1987","lower secondary degree","no migration background","2103","0.559019289806609","0.544063964729866","0.573974614883352"
"No transfer dependency","1987","lower secondary degree","direct migration background","193","0.500518314052738","0.460001067051489","0.541035561053986"
"No transfer dependency","1987","lower secondary degree","indirect migration background","28","","",""
"No transfer dependency","1987","secondary school degree","no migration background","674","0.50627890789309","0.481227154182646","0.531330661603534"
"No transfer dependency","1987","secondary school degree","direct migration background","44","0.396552172270348","0.317203129155457","0.475901215385238"
"No transfer dependency","1987","secondary school degree","indirect migration background","7","","",""
"No transfer dependency","1987","college entrance qualification","no migration background","465","0.49597657992935","0.465633344967569","0.52631981489113"
"No transfer dependency","1987","college entrance qualification","direct migration background","37","0.362655765536388","0.273218003088571","0.452093527984205"
"No transfer dependency","1987","college entrance qualification","indirect migration background","8","","",""
"No transfer dependency","1987","Other degree","no migration background","12","","",""
"No transfer dependency","1987","Other degree","direct migration background","221","0.231377168921576","0.20590588732918","0.256848450513973"
"No transfer dependency","1987","Other degree","indirect migration background","1","","",""
"No transfer dependency","1987","no degree/no degree yet","no migration background","30","0.205185181159469","0.148792732633787","0.261577629685151"
"No transfer dependency","1987","no degree/no degree yet","direct migration background","166","0.238576223509998","0.207888421470433","0.269264025549564"
"No transfer dependency","1987","no degree/no degree yet","indirect migration background","3","","",""
"Very low transfer dependency","1987","lower secondary degree","no migration background","1902","0.38579227207335","0.371129804511091","0.400454739635608"
"Very low transfer dependency","1987","lower secondary degree","direct migration background","352","0.44149895517663","0.401259972438056","0.481737937915205"
"Very low transfer dependency","1987","lower secondary degree","indirect migration background","53","0.446715970447758","0.344005044807171","0.549426896088345"
"Very low transfer dependency","1987","secondary school degree","no migration background","804","0.462034298753032","0.437052898512993","0.487015698993071"
"Very low transfer dependency","1987","secondary school degree","direct migration background","88","0.529144338559124","0.448178347094704","0.610110330023545"
"Very low transfer dependency","1987","secondary school degree","indirect migration background","23","","",""
"Very low transfer dependency","1987","college entrance qualification","no migration background","522","0.446881954203987","0.416709456739223","0.47705445166875"
"Very low transfer dependency","1987","college entrance qualification","direct migration background","67","0.549812410309703","0.457259382667921","0.642365437951486"
"Very low transfer dependency","1987","college entrance qualification","indirect migration background","5","","",""
"Very low transfer dependency","1987","Other degree","no migration background","29","","",""
"Very low transfer dependency","1987","Other degree","direct migration background","762","0.700794132003487","0.673136551379126","0.728451712627849"
"Very low transfer dependency","1987","Other degree","indirect migration background","4","","",""
"Very low transfer dependency","1987","no degree/no degree yet","no migration background","149","0.699952851972796","0.635958134920517","0.763947569025075"
"Very low transfer dependency","1987","no degree/no degree yet","direct migration background","502","0.658488101631266","0.624343985675319","0.692632217587213"
"Very low transfer dependency","1987","no degree/no degree yet","indirect migration background","16","","",""
"Low transfer dependency","1987","lower secondary degree","no migration background","139","0.031845985750306","0.0265570019397948","0.0371349695608172"
"Low transfer dependency","1987","lower secondary degree","direct migration background","24","","",""
"Low transfer dependency","1987","lower secondary degree","indirect migration background","8","","",""
"Low transfer dependency","1987","secondary school degree","no migration background","30","0.0179606571997549","0.0113059656394819","0.024615348760028"
"Low transfer dependency","1987","secondary school degree","direct migration background","8","","",""
"Low transfer dependency","1987","secondary school degree","indirect migration background","1","","",""
"Low transfer dependency","1987","college entrance qualification","no migration background","32","0.0309172457649382","0.0204124704350707","0.0414220210948058"
"Low transfer dependency","1987","college entrance qualification","direct migration background","3","","",""
"Low transfer dependency","1987","college entrance qualification","indirect migration background","1","","",""
"Low transfer dependency","1987","Other degree","no migration background","1","","",""
"Low transfer dependency","1987","Other degree","direct migration background","38","0.0339717048668563","0.0230299369146107","0.0449134728191019"
"Low transfer dependency","1987","Other degree","indirect migration background","","","",""
"Low transfer dependency","1987","no degree/no degree yet","no migration background","8","","",""
"Low transfer dependency","1987","no degree/no degree yet","direct migration background","38","0.0476261379811185","0.0322917868454327","0.0629604891168043"
"Low transfer dependency","1987","no degree/no degree yet","indirect migration background","","","",""
"High transfer dependency","1987","lower secondary degree","no migration background","36","0.00890643361310326","0.00607646310134811","0.0117364041248584"
"High transfer dependency","1987","lower secondary degree","direct migration background","7","","",""
"High transfer dependency","1987","lower secondary degree","indirect migration background","","","",""
"High transfer dependency","1987","secondary school degree","no migration background","11","","",""
"High transfer dependency","1987","secondary school degree","direct migration background","3","","",""
"High transfer dependency","1987","secondary school degree","indirect migration background","","","",""
"High transfer dependency","1987","college entrance qualification","no migration background","8","","",""
"High transfer dependency","1987","college entrance qualification","direct migration background","2","","",""
"High transfer dependency","1987","college entrance qualification","indirect migration background","","","",""
"High transfer dependency","1987","Other degree","no migration background","2","","",""
"High transfer dependency","1987","Other degree","direct migration background","17","","",""
"High transfer dependency","1987","Other degree","indirect migration background","","","",""
"High transfer dependency","1987","no degree/no degree yet","no migration background","2","","",""
"High transfer dependency","1987","no degree/no degree yet","direct migration background","21","","",""
"High transfer dependency","1987","no degree/no degree yet","indirect migration background","","","",""
"Very high transfer dependency","1987","lower secondary degree","no migration background","25","","",""
"Very high transfer dependency","1987","lower secondary degree","direct migration background","2","","",""
"Very high transfer dependency","1987","lower secondary degree","indirect migration background","1","","",""
"Very high transfer dependency","1987","secondary school degree","no migration background","6","","",""
"Very high transfer dependency","1987","secondary school degree","direct migration background","2","","",""
"Very high transfer dependency","1987","secondary school degree","indirect migration background","1","","",""
"Very high transfer dependency","1987","college entrance qualification","no migration background","11","","",""
"Very high transfer dependency","1987","college entrance qualification","direct migration background","1","","",""
"Very high transfer dependency","1987","college entrance qualification","indirect migration background","","","",""
"Very high transfer dependency","1987","Other degree","no migration background","1","","",""
"Very high transfer dependency","1987","Other degree","direct migration background","5","","",""
"Very high transfer dependency","1987","Other degree","indirect migration background","","","",""
"Very high transfer dependency","1987","no degree/no degree yet","no migration background","4","","",""
"Very high transfer dependency","1987","no degree/no degree yet","direct migration background","4","","",""
"Very high transfer dependency","1987","no degree/no degree yet","indirect migration background","","","",""
"Complete transfer dependency","1987","lower secondary degree","no migration background","29","","",""
"Complete transfer dependency","1987","lower secondary degree","direct migration background","7","","",""
"Complete transfer dependency","1987","lower secondary degree","indirect migration background","","","",""
"Complete transfer dependency","1987","secondary school degree","no migration background","5","","",""
"Complete transfer dependency","1987","secondary school degree","direct migration background","1","","",""
"Complete transfer dependency","1987","secondary school degree","indirect migration background","","","",""
"Complete transfer dependency","1987","college entrance qualification","no migration background","5","","",""
"Complete transfer dependency","1987","college entrance qualification","direct migration background","1","","",""
"Complete transfer dependency","1987","college entrance qualification","indirect migration background","","","",""
"Complete transfer dependency","1987","Other degree","no migration background","","","",""
"Complete transfer dependency","1987","Other degree","direct migration background","10","","",""
"Complete transfer dependency","1987","Other degree","indirect migration background","","","",""
"Complete transfer dependency","1987","no degree/no degree yet","no migration background","4","","",""
"Complete transfer dependency","1987","no degree/no degree yet","direct migration background","10","","",""
"Complete transfer dependency","1987","no degree/no degree yet","indirect migration background","","","",""
