"transab_cat","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1984","Baden-Württemberg","secondary school degree","119","0.488582293718807","0.42917765197938","0.547986935458234"
"No transfer dependency","1984","Baden-Württemberg","college entrance qualification","86","0.472179606719351","0.401006834042005","0.543352379396696"
"No transfer dependency","1984","Baden-Württemberg","Other degree","87","0.269527423703093","0.222841410155495","0.316213437250692"
"No transfer dependency","1984","Baden-Württemberg","no degree/no degree yet","88","0.235533143212859","0.190025934043001","0.281040352382717"
"No transfer dependency","1984","Bavaria","lower secondary degree","439","0.470401059286502","0.440368101996748","0.500434016576256"
"No transfer dependency","1984","Bavaria","secondary school degree","154","0.470523211039989","0.419106085363202","0.521940336716776"
"No transfer dependency","1984","Bavaria","college entrance qualification","103","0.470213854764161","0.406400412993125","0.534027296535198"
"No transfer dependency","1984","Bavaria","Other degree","57","0.277509068873259","0.218607563558461","0.336410574188056"
"No transfer dependency","1984","Bavaria","no degree/no degree yet","26","","",""
"No transfer dependency","1984","Berlin","lower secondary degree","88","0.559403682869752","0.485209994852993","0.633597370886512"
"No transfer dependency","1984","Berlin","secondary school degree","41","0.620311729162177","0.511202903350274","0.729420554974081"
"No transfer dependency","1984","Berlin","college entrance qualification","33","0.606544505631532","0.477438664951018","0.735650346312045"
"No transfer dependency","1984","Berlin","Other degree","16","","",""
"No transfer dependency","1984","Berlin","no degree/no degree yet","21","","",""
"No transfer dependency","1984","Brandenburg","lower secondary degree","","","",""
"No transfer dependency","1984","Brandenburg","secondary school degree","","","",""
"No transfer dependency","1984","Brandenburg","college entrance qualification","","","",""
"No transfer dependency","1984","Brandenburg","Other degree","","","",""
"No transfer dependency","1984","Brandenburg","no degree/no degree yet","","","",""
"No transfer dependency","1984","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"No transfer dependency","1984","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"No transfer dependency","1984","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"No transfer dependency","1984","Mecklenburg-Western Pomerania","Other degree","","","",""
"No transfer dependency","1984","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No transfer dependency","1984","Saxony","lower secondary degree","","","",""
"No transfer dependency","1984","Saxony","secondary school degree","","","",""
"No transfer dependency","1984","Saxony","college entrance qualification","","","",""
"No transfer dependency","1984","Saxony","Other degree","","","",""
"No transfer dependency","1984","Saxony","no degree/no degree yet","","","",""
"No transfer dependency","1984","Saxony-Anhalt","lower secondary degree","","","",""
"No transfer dependency","1984","Saxony-Anhalt","secondary school degree","","","",""
"No transfer dependency","1984","Saxony-Anhalt","college entrance qualification","","","",""
"No transfer dependency","1984","Saxony-Anhalt","Other degree","","","",""
"No transfer dependency","1984","Saxony-Anhalt","no degree/no degree yet","","","",""
"No transfer dependency","1984","Thuringia","lower secondary degree","","","",""
"No transfer dependency","1984","Thuringia","secondary school degree","","","",""
"No transfer dependency","1984","Thuringia","college entrance qualification","","","",""
"No transfer dependency","1984","Thuringia","Other degree","","","",""
"No transfer dependency","1984","Thuringia","no degree/no degree yet","","","",""
"Very low transfer dependency","1984","Schleswig-Holstein","lower secondary degree","96","0.419911513579858","0.352350341589966","0.487472685569749"
"Very low transfer dependency","1984","Schleswig-Holstein","secondary school degree","53","0.530968237320551","0.429543938292339","0.632392536348764"
"Very low transfer dependency","1984","Schleswig-Holstein","college entrance qualification","16","","",""
"Very low transfer dependency","1984","Schleswig-Holstein","Other degree","12","","",""
"Very low transfer dependency","1984","Schleswig-Holstein","no degree/no degree yet","14","","",""
"Very low transfer dependency","1984","Hamburg","lower secondary degree","43","0.288465889281881","0.209980611173842","0.366951167389919"
"Very low transfer dependency","1984","Hamburg","secondary school degree","24","","",""
"Very low transfer dependency","1984","Hamburg","college entrance qualification","15","","",""
"Very low transfer dependency","1984","Hamburg","Other degree","24","","",""
"Very low transfer dependency","1984","Hamburg","no degree/no degree yet","18","","",""
"Very low transfer dependency","1984","Lower Saxony","lower secondary degree","326","0.459773851109183","0.422120772262928","0.497426929955438"
"Very low transfer dependency","1984","Lower Saxony","secondary school degree","139","0.5893945386905","0.524971753570211","0.65381732381079"
"Very low transfer dependency","1984","Lower Saxony","college entrance qualification","81","0.628738489768889","0.54156547322034","0.715911506317438"
"Very low transfer dependency","1984","Lower Saxony","Other degree","38","0.380318067382986","0.278307218749401","0.482328916016572"
"Very low transfer dependency","1984","Lower Saxony","no degree/no degree yet","61","0.649042474062716","0.553570409617741","0.74451453850769"
"Very low transfer dependency","1984","Bremen","lower secondary degree","16","","",""
"Very low transfer dependency","1984","Bremen","secondary school degree","8","","",""
"Very low transfer dependency","1984","Bremen","college entrance qualification","3","","",""
"Very low transfer dependency","1984","Bremen","Other degree","13","","",""
"Very low transfer dependency","1984","Bremen","no degree/no degree yet","3","","",""
"Very low transfer dependency","1984","North Rhine-Westphalia","lower secondary degree","726","0.418502082363267","0.393895724460921","0.443108440265612"
"Very low transfer dependency","1984","North Rhine-Westphalia","secondary school degree","256","0.511073269939268","0.465687615008763","0.556458924869772"
"Very low transfer dependency","1984","North Rhine-Westphalia","college entrance qualification","190","0.515352284135953","0.463143696217785","0.567560872054121"
"Very low transfer dependency","1984","North Rhine-Westphalia","Other degree","231","0.541300286031714","0.49073213923397","0.591868432829457"
"Very low transfer dependency","1984","North Rhine-Westphalia","no degree/no degree yet","236","0.621624046275677","0.573552800222901","0.669695292328453"
"Very low transfer dependency","1984","Hesse","lower secondary degree","243","0.398676220105796","0.356552301252526","0.440800138959065"
"Very low transfer dependency","1984","Hesse","secondary school degree","84","0.415359341864854","0.343766616443779","0.486952067285929"
"Very low transfer dependency","1984","Hesse","college entrance qualification","64","0.440660597159569","0.359289553020841","0.522031641298297"
"Very low transfer dependency","1984","Hesse","Other degree","116","0.553607520701359","0.48522273390022","0.621992307502498"
"Very low transfer dependency","1984","Hesse","no degree/no degree yet","82","0.572947641397742","0.489506691948868","0.656388590846617"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","lower secondary degree","225","0.400157772075519","0.358088657104834","0.442226887046204"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","secondary school degree","54","0.47217067712861","0.377579100281915","0.566762253975304"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","college entrance qualification","28","","",""
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","Other degree","35","0.568147255852724","0.434792516552338","0.70150199515311"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","no degree/no degree yet","47","0.562233334541757","0.449198612446673","0.675268056636842"
"Very low transfer dependency","1984","Baden-Württemberg","lower secondary degree","510","0.44603600267898","0.4155158482515","0.476556157106459"
"Very low transfer dependency","1984","Baden-Württemberg","secondary school degree","146","0.484560807668401","0.425169005965685","0.543952609371117"
"Very low transfer dependency","1984","Baden-Württemberg","college entrance qualification","97","0.498386401412765","0.427103571673119","0.569669231152411"
"Very low transfer dependency","1984","Baden-Württemberg","Other degree","237","0.658868702872757","0.60898673530278","0.708750670442733"
"Very low transfer dependency","1984","Baden-Württemberg","no degree/no degree yet","214","0.690330217218732","0.640744943580361","0.739915490857104"
"Very low transfer dependency","1984","Bavaria","lower secondary degree","570","0.483684253061695","0.453614555591479","0.513753950531911"
"Very low transfer dependency","1984","Bavaria","secondary school degree","193","0.490885473757901","0.439387322271409","0.542383625244394"
"Very low transfer dependency","1984","Bavaria","college entrance qualification","120","0.481870575232501","0.417985635120183","0.545755515344819"
"Very low transfer dependency","1984","Bavaria","Other degree","153","0.674500250221955","0.612863747192931","0.736136753250979"
"Very low transfer dependency","1984","Bavaria","no degree/no degree yet","92","0.622442909651925","0.538787445491195","0.706098373812655"
"Very low transfer dependency","1984","Berlin","lower secondary degree","78","0.406280807601539","0.332882243291345","0.479679371911732"
"Very low transfer dependency","1984","Berlin","secondary school degree","32","0.344025652078064","0.237223467390757","0.450827836765372"
"Very low transfer dependency","1984","Berlin","college entrance qualification","18","","",""
"Very low transfer dependency","1984","Berlin","Other degree","33","0.554409926446842","0.416642564821978","0.692177288071706"
"Very low transfer dependency","1984","Berlin","no degree/no degree yet","25","","",""
"Very low transfer dependency","1984","Brandenburg","lower secondary degree","","","",""
"Very low transfer dependency","1984","Brandenburg","secondary school degree","","","",""
"Very low transfer dependency","1984","Brandenburg","college entrance qualification","","","",""
"Very low transfer dependency","1984","Brandenburg","Other degree","","","",""
"Very low transfer dependency","1984","Brandenburg","no degree/no degree yet","","","",""
"Very low transfer dependency","1984","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Very low transfer dependency","1984","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Very low transfer dependency","1984","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very low transfer dependency","1984","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very low transfer dependency","1984","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very low transfer dependency","1984","Saxony","lower secondary degree","","","",""
"Very low transfer dependency","1984","Saxony","secondary school degree","","","",""
"Very low transfer dependency","1984","Saxony","college entrance qualification","","","",""
"Very low transfer dependency","1984","Saxony","Other degree","","","",""
"Very low transfer dependency","1984","Saxony","no degree/no degree yet","","","",""
"Very low transfer dependency","1984","Saxony-Anhalt","lower secondary degree","","","",""
"Very low transfer dependency","1984","Saxony-Anhalt","secondary school degree","","","",""
"Very low transfer dependency","1984","Saxony-Anhalt","college entrance qualification","","","",""
"Very low transfer dependency","1984","Saxony-Anhalt","Other degree","","","",""
"Very low transfer dependency","1984","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very low transfer dependency","1984","Thuringia","lower secondary degree","","","",""
"Very low transfer dependency","1984","Thuringia","secondary school degree","","","",""
"Very low transfer dependency","1984","Thuringia","college entrance qualification","","","",""
"Very low transfer dependency","1984","Thuringia","Other degree","","","",""
"Very low transfer dependency","1984","Thuringia","no degree/no degree yet","","","",""
"Low transfer dependency","1984","Schleswig-Holstein","lower secondary degree","9","","",""
"Low transfer dependency","1984","Schleswig-Holstein","secondary school degree","3","","",""
"Low transfer dependency","1984","Schleswig-Holstein","college entrance qualification","2","","",""
"Low transfer dependency","1984","Schleswig-Holstein","Other degree","1","","",""
"Low transfer dependency","1984","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Low transfer dependency","1984","Hamburg","lower secondary degree","4","","",""
"Low transfer dependency","1984","Hamburg","secondary school degree","","","",""
"Low transfer dependency","1984","Hamburg","college entrance qualification","","","",""
"Low transfer dependency","1984","Hamburg","Other degree","3","","",""
"Low transfer dependency","1984","Hamburg","no degree/no degree yet","","","",""
"Low transfer dependency","1984","Lower Saxony","lower secondary degree","38","0.0527455177748899","0.0358579667844344","0.0696330687653453"
"Low transfer dependency","1984","Lower Saxony","secondary school degree","8","","",""
"Low transfer dependency","1984","Lower Saxony","college entrance qualification","3","","",""
"Low transfer dependency","1984","Lower Saxony","Other degree","13","","",""
"Low transfer dependency","1984","Lower Saxony","no degree/no degree yet","18","","",""
"Low transfer dependency","1984","Bremen","lower secondary degree","7","","",""
"Low transfer dependency","1984","Bremen","secondary school degree","2","","",""
"Low transfer dependency","1984","Bremen","college entrance qualification","2","","",""
"Low transfer dependency","1984","Bremen","Other degree","6","","",""
"Low transfer dependency","1984","Bremen","no degree/no degree yet","1","","",""
"Low transfer dependency","1984","North Rhine-Westphalia","lower secondary degree","58","0.0322366087771794","0.0234264504717989","0.0410467670825599"
"Low transfer dependency","1984","North Rhine-Westphalia","secondary school degree","15","","",""
"Low transfer dependency","1984","North Rhine-Westphalia","college entrance qualification","10","","",""
"Low transfer dependency","1984","North Rhine-Westphalia","Other degree","29","","",""
"Low transfer dependency","1984","North Rhine-Westphalia","no degree/no degree yet","37","0.0921552628031097","0.0634854027216004","0.120825122884619"
"Low transfer dependency","1984","Hesse","lower secondary degree","10","","",""
"Low transfer dependency","1984","Hesse","secondary school degree","1","","",""
"Low transfer dependency","1984","Hesse","college entrance qualification","5","","",""
"Low transfer dependency","1984","Hesse","Other degree","18","","",""
"Low transfer dependency","1984","Hesse","no degree/no degree yet","16","","",""
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","lower secondary degree","12","","",""
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","secondary school degree","2","","",""
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","college entrance qualification","2","","",""
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","Other degree","1","","",""
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","no degree/no degree yet","4","","",""
"Low transfer dependency","1984","Baden-Württemberg","lower secondary degree","32","0.0194635627257643","0.0109814500558028","0.0279456753957259"
"Low transfer dependency","1984","Baden-Württemberg","secondary school degree","5","","",""
"Low transfer dependency","1984","Baden-Württemberg","college entrance qualification","4","","",""
"Low transfer dependency","1984","Baden-Württemberg","Other degree","19","","",""
"Low transfer dependency","1984","Baden-Württemberg","no degree/no degree yet","23","","",""
"Low transfer dependency","1984","Bavaria","lower secondary degree","34","0.0284485496490985","0.0184450176328674","0.0384520816653297"
"Low transfer dependency","1984","Bavaria","secondary school degree","9","","",""
"Low transfer dependency","1984","Bavaria","college entrance qualification","5","","",""
"Low transfer dependency","1984","Bavaria","Other degree","11","","",""
"Low transfer dependency","1984","Bavaria","no degree/no degree yet","9","","",""
"Low transfer dependency","1984","Berlin","lower secondary degree","3","","",""
"Low transfer dependency","1984","Berlin","secondary school degree","3","","",""
"Low transfer dependency","1984","Berlin","college entrance qualification","1","","",""
"Low transfer dependency","1984","Berlin","Other degree","","","",""
"Low transfer dependency","1984","Berlin","no degree/no degree yet","","","",""
"Low transfer dependency","1984","Brandenburg","lower secondary degree","","","",""
"Low transfer dependency","1984","Brandenburg","secondary school degree","","","",""
"Low transfer dependency","1984","Brandenburg","college entrance qualification","","","",""
"Low transfer dependency","1984","Brandenburg","Other degree","","","",""
"Low transfer dependency","1984","Brandenburg","no degree/no degree yet","","","",""
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","Other degree","","","",""
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Low transfer dependency","1984","Saxony","lower secondary degree","","","",""
"Low transfer dependency","1984","Saxony","secondary school degree","","","",""
"Low transfer dependency","1984","Saxony","college entrance qualification","","","",""
"Low transfer dependency","1984","Saxony","Other degree","","","",""
"Low transfer dependency","1984","Saxony","no degree/no degree yet","","","",""
"Low transfer dependency","1984","Saxony-Anhalt","lower secondary degree","","","",""
"Low transfer dependency","1984","Saxony-Anhalt","secondary school degree","","","",""
"Low transfer dependency","1984","Saxony-Anhalt","college entrance qualification","","","",""
"Low transfer dependency","1984","Saxony-Anhalt","Other degree","","","",""
"Low transfer dependency","1984","Saxony-Anhalt","no degree/no degree yet","","","",""
"Low transfer dependency","1984","Thuringia","lower secondary degree","","","",""
"Low transfer dependency","1984","Thuringia","secondary school degree","","","",""
"Low transfer dependency","1984","Thuringia","college entrance qualification","","","",""
"Low transfer dependency","1984","Thuringia","Other degree","","","",""
"Low transfer dependency","1984","Thuringia","no degree/no degree yet","","","",""
"High transfer dependency","1984","Schleswig-Holstein","lower secondary degree","","","",""
"High transfer dependency","1984","Schleswig-Holstein","secondary school degree","","","",""
"High transfer dependency","1984","Schleswig-Holstein","college entrance qualification","","","",""
"High transfer dependency","1984","Schleswig-Holstein","Other degree","","","",""
"High transfer dependency","1984","Schleswig-Holstein","no degree/no degree yet","","","",""
"High transfer dependency","1984","Hamburg","lower secondary degree","","","",""
"High transfer dependency","1984","Hamburg","secondary school degree","1","","",""
"High transfer dependency","1984","Hamburg","college entrance qualification","","","",""
"High transfer dependency","1984","Hamburg","Other degree","2","","",""
"High transfer dependency","1984","Hamburg","no degree/no degree yet","","","",""
"High transfer dependency","1984","Lower Saxony","lower secondary degree","7","","",""
"High transfer dependency","1984","Lower Saxony","secondary school degree","2","","",""
"High transfer dependency","1984","Lower Saxony","college entrance qualification","2","","",""
"High transfer dependency","1984","Lower Saxony","Other degree","2","","",""
"High transfer dependency","1984","Lower Saxony","no degree/no degree yet","1","","",""
"High transfer dependency","1984","Bremen","lower secondary degree","2","","",""
"High transfer dependency","1984","Bremen","secondary school degree","","","",""
"High transfer dependency","1984","Bremen","college entrance qualification","","","",""
"High transfer dependency","1984","Bremen","Other degree","","","",""
"High transfer dependency","1984","Bremen","no degree/no degree yet","1","","",""
"High transfer dependency","1984","North Rhine-Westphalia","lower secondary degree","22","","",""
"High transfer dependency","1984","North Rhine-Westphalia","secondary school degree","4","","",""
"High transfer dependency","1984","North Rhine-Westphalia","college entrance qualification","6","","",""
"High transfer dependency","1984","North Rhine-Westphalia","Other degree","14","","",""
"High transfer dependency","1984","North Rhine-Westphalia","no degree/no degree yet","9","","",""
"High transfer dependency","1984","Hesse","lower secondary degree","6","","",""
"High transfer dependency","1984","Hesse","secondary school degree","2","","",""
"High transfer dependency","1984","Hesse","college entrance qualification","4","","",""
"High transfer dependency","1984","Hesse","Other degree","7","","",""
"High transfer dependency","1984","Hesse","no degree/no degree yet","2","","",""
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","lower secondary degree","4","","",""
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","college entrance qualification","1","","",""
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","Other degree","","","",""
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"High transfer dependency","1984","Baden-Württemberg","lower secondary degree","6","","",""
"High transfer dependency","1984","Baden-Württemberg","secondary school degree","","","",""
"High transfer dependency","1984","Baden-Württemberg","college entrance qualification","","","",""
"High transfer dependency","1984","Baden-Württemberg","Other degree","4","","",""
"High transfer dependency","1984","Baden-Württemberg","no degree/no degree yet","4","","",""
"High transfer dependency","1984","Bavaria","lower secondary degree","7","","",""
"High transfer dependency","1984","Bavaria","secondary school degree","3","","",""
"High transfer dependency","1984","Bavaria","college entrance qualification","2","","",""
"High transfer dependency","1984","Bavaria","Other degree","","","",""
"High transfer dependency","1984","Bavaria","no degree/no degree yet","1","","",""
"High transfer dependency","1984","Berlin","lower secondary degree","","","",""
"High transfer dependency","1984","Berlin","secondary school degree","","","",""
"High transfer dependency","1984","Berlin","college entrance qualification","2","","",""
"High transfer dependency","1984","Berlin","Other degree","1","","",""
"High transfer dependency","1984","Berlin","no degree/no degree yet","","","",""
"High transfer dependency","1984","Brandenburg","lower secondary degree","","","",""
"High transfer dependency","1984","Brandenburg","secondary school degree","","","",""
"High transfer dependency","1984","Brandenburg","college entrance qualification","","","",""
"High transfer dependency","1984","Brandenburg","Other degree","","","",""
"High transfer dependency","1984","Brandenburg","no degree/no degree yet","","","",""
"High transfer dependency","1984","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"High transfer dependency","1984","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"High transfer dependency","1984","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"High transfer dependency","1984","Mecklenburg-Western Pomerania","Other degree","","","",""
"High transfer dependency","1984","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"High transfer dependency","1984","Saxony","lower secondary degree","","","",""
"High transfer dependency","1984","Saxony","secondary school degree","","","",""
"High transfer dependency","1984","Saxony","college entrance qualification","","","",""
"High transfer dependency","1984","Saxony","Other degree","","","",""
"High transfer dependency","1984","Saxony","no degree/no degree yet","","","",""
"High transfer dependency","1984","Saxony-Anhalt","lower secondary degree","","","",""
"High transfer dependency","1984","Saxony-Anhalt","secondary school degree","","","",""
"High transfer dependency","1984","Saxony-Anhalt","college entrance qualification","","","",""
"High transfer dependency","1984","Saxony-Anhalt","Other degree","","","",""
"High transfer dependency","1984","Saxony-Anhalt","no degree/no degree yet","","","",""
"High transfer dependency","1984","Thuringia","lower secondary degree","","","",""
"High transfer dependency","1984","Thuringia","secondary school degree","","","",""
"High transfer dependency","1984","Thuringia","college entrance qualification","","","",""
"High transfer dependency","1984","Thuringia","Other degree","","","",""
"High transfer dependency","1984","Thuringia","no degree/no degree yet","","","",""
"Very high transfer dependency","1984","Schleswig-Holstein","lower secondary degree","1","","",""
"Very high transfer dependency","1984","Schleswig-Holstein","secondary school degree","1","","",""
"Very high transfer dependency","1984","Schleswig-Holstein","college entrance qualification","1","","",""
"Very high transfer dependency","1984","Schleswig-Holstein","Other degree","","","",""
"Very high transfer dependency","1984","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Very high transfer dependency","1984","Hamburg","lower secondary degree","2","","",""
"Very high transfer dependency","1984","Hamburg","secondary school degree","","","",""
"Very high transfer dependency","1984","Hamburg","college entrance qualification","","","",""
"Very high transfer dependency","1984","Hamburg","Other degree","","","",""
"Very high transfer dependency","1984","Hamburg","no degree/no degree yet","2","","",""
"Very high transfer dependency","1984","Lower Saxony","lower secondary degree","8","","",""
"Very high transfer dependency","1984","Lower Saxony","secondary school degree","1","","",""
"Very high transfer dependency","1984","Lower Saxony","college entrance qualification","","","",""
"Very high transfer dependency","1984","Lower Saxony","Other degree","3","","",""
"Very high transfer dependency","1984","Lower Saxony","no degree/no degree yet","4","","",""
"Very high transfer dependency","1984","Bremen","lower secondary degree","","","",""
"Very high transfer dependency","1984","Bremen","secondary school degree","","","",""
"Very high transfer dependency","1984","Bremen","college entrance qualification","","","",""
"Very high transfer dependency","1984","Bremen","Other degree","","","",""
"Very high transfer dependency","1984","Bremen","no degree/no degree yet","","","",""
"Very high transfer dependency","1984","North Rhine-Westphalia","lower secondary degree","11","","",""
"Very high transfer dependency","1984","North Rhine-Westphalia","secondary school degree","1","","",""
"Very high transfer dependency","1984","North Rhine-Westphalia","college entrance qualification","2","","",""
"Very high transfer dependency","1984","North Rhine-Westphalia","Other degree","3","","",""
"Very high transfer dependency","1984","North Rhine-Westphalia","no degree/no degree yet","6","","",""
"Very high transfer dependency","1984","Hesse","lower secondary degree","","","",""
"Very high transfer dependency","1984","Hesse","secondary school degree","","","",""
"Very high transfer dependency","1984","Hesse","college entrance qualification","","","",""
"Very high transfer dependency","1984","Hesse","Other degree","","","",""
"Very high transfer dependency","1984","Hesse","no degree/no degree yet","","","",""
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","lower secondary degree","1","","",""
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Very high transfer dependency","1984","Baden-Württemberg","lower secondary degree","1","","",""
"Very high transfer dependency","1984","Baden-Württemberg","secondary school degree","1","","",""
"Very high transfer dependency","1984","Baden-Württemberg","college entrance qualification","2","","",""
"Very high transfer dependency","1984","Baden-Württemberg","Other degree","","","",""
"Very high transfer dependency","1984","Baden-Württemberg","no degree/no degree yet","","","",""
"Very high transfer dependency","1984","Bavaria","lower secondary degree","","","",""
"Very high transfer dependency","1984","Bavaria","secondary school degree","","","",""
"Very high transfer dependency","1984","Bavaria","college entrance qualification","2","","",""
"Very high transfer dependency","1984","Bavaria","Other degree","","","",""
"Very high transfer dependency","1984","Bavaria","no degree/no degree yet","","","",""
"Very high transfer dependency","1984","Berlin","lower secondary degree","","","",""
"Very high transfer dependency","1984","Berlin","secondary school degree","","","",""
"Very high transfer dependency","1984","Berlin","college entrance qualification","1","","",""
"Very high transfer dependency","1984","Berlin","Other degree","","","",""
"Very high transfer dependency","1984","Berlin","no degree/no degree yet","","","",""
"Very high transfer dependency","1984","Brandenburg","lower secondary degree","","","",""
"Very high transfer dependency","1984","Brandenburg","secondary school degree","","","",""
"Very high transfer dependency","1984","Brandenburg","college entrance qualification","","","",""
"Very high transfer dependency","1984","Brandenburg","Other degree","","","",""
"Very high transfer dependency","1984","Brandenburg","no degree/no degree yet","","","",""
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
