"transab_cat","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1984","Other degree","vocational + Abi","29","","",""
"No transfer dependency","1984","Other degree","higher vocational","2","","",""
"No transfer dependency","1984","Other degree","higher education","27","","",""
"No transfer dependency","1984","no degree/no degree yet","in school","15","","",""
"No transfer dependency","1984","no degree/no degree yet","inadequately","256","0.289292338714866","0.260579290432239","0.318005386997492"
"No transfer dependency","1984","no degree/no degree yet","general elemantary","","","",""
"No transfer dependency","1984","no degree/no degree yet","middle vocational","29","","",""
"No transfer dependency","1984","no degree/no degree yet","vocational + Abi","","","",""
"No transfer dependency","1984","no degree/no degree yet","higher vocational","1","","",""
"No transfer dependency","1984","no degree/no degree yet","higher education","","","",""
"Very low transfer dependency","1984","lower secondary degree","in school","","","",""
"Very low transfer dependency","1984","lower secondary degree","inadequately","","","",""
"Very low transfer dependency","1984","lower secondary degree","general elemantary","970","0.382828375856488","0.362451948161619","0.403204803551356"
"Very low transfer dependency","1984","lower secondary degree","middle vocational","1702","0.455716113172866","0.439014858786578","0.472417367559154"
"Very low transfer dependency","1984","lower secondary degree","vocational + Abi","3","","",""
"Very low transfer dependency","1984","lower secondary degree","higher vocational","150","0.485322973640003","0.427094193798229","0.543551753481777"
"Very low transfer dependency","1984","lower secondary degree","higher education","8","","",""
"Very low transfer dependency","1984","secondary school degree","in school","","","",""
"Very low transfer dependency","1984","secondary school degree","inadequately","","","",""
"Very low transfer dependency","1984","secondary school degree","general elemantary","312","0.647195349275855","0.603385189647126","0.691005508904583"
"Very low transfer dependency","1984","secondary school degree","middle vocational","545","0.434089768314764","0.405381374480464","0.462798162149064"
"Very low transfer dependency","1984","secondary school degree","vocational + Abi","","","",""
"Very low transfer dependency","1984","secondary school degree","higher vocational","95","0.448687650070488","0.378519446965758","0.518855853175218"
"Very low transfer dependency","1984","secondary school degree","higher education","37","0.540464190214637","0.417403043333064","0.663525337096211"
"Very low transfer dependency","1984","college entrance qualification","in school","","","",""
"Very low transfer dependency","1984","college entrance qualification","inadequately","","","",""
"Very low transfer dependency","1984","college entrance qualification","general elemantary","","","",""
"Very low transfer dependency","1984","college entrance qualification","middle vocational","186","0.624158748738603","0.56907549065081","0.679242006826397"
"Very low transfer dependency","1984","college entrance qualification","vocational + Abi","79","0.37611778400395","0.307776572420682","0.444458995587219"
"Very low transfer dependency","1984","college entrance qualification","higher vocational","63","0.425751344415151","0.341718265110036","0.509784423720266"
"Very low transfer dependency","1984","college entrance qualification","higher education","304","0.472661222318637","0.433009752947575","0.5123126916897"
"Very low transfer dependency","1984","Other degree","in school","","","",""
"Very low transfer dependency","1984","Other degree","inadequately","13","","",""
"Very low transfer dependency","1984","Other degree","general elemantary","464","0.628524597298215","0.592957277179681","0.664091917416749"
"Very low transfer dependency","1984","Other degree","middle vocational","329","0.573819265705546","0.53135596993418","0.616282561476911"
"Very low transfer dependency","1984","Other degree","vocational + Abi","55","0.457197139036321","0.359558682143121","0.55483559592952"
"Very low transfer dependency","1984","Other degree","higher vocational","4","","",""
"Very low transfer dependency","1984","Other degree","higher education","27","","",""
"Very low transfer dependency","1984","no degree/no degree yet","in school","146","0.809310026551984","0.751760339660624","0.866859713443344"
"Very low transfer dependency","1984","no degree/no degree yet","inadequately","574","0.536257834647433","0.504679410451488","0.567836258843378"
"Very low transfer dependency","1984","no degree/no degree yet","general elemantary","","","",""
"Very low transfer dependency","1984","no degree/no degree yet","middle vocational","69","0.480077652649031","0.389160864696812","0.57099444060125"
"Very low transfer dependency","1984","no degree/no degree yet","vocational + Abi","","","",""
"Very low transfer dependency","1984","no degree/no degree yet","higher vocational","2","","",""
"Very low transfer dependency","1984","no degree/no degree yet","higher education","1","","",""
"Low transfer dependency","1984","lower secondary degree","in school","","","",""
"Low transfer dependency","1984","lower secondary degree","inadequately","","","",""
"Low transfer dependency","1984","lower secondary degree","general elemantary","82","0.0311763338498245","0.0238908583262103","0.0384618093734387"
"Low transfer dependency","1984","lower secondary degree","middle vocational","121","0.0308952616582144","0.0250926907357355","0.0366978325806933"
"Low transfer dependency","1984","lower secondary degree","vocational + Abi","1","","",""
"Low transfer dependency","1984","lower secondary degree","higher vocational","3","","",""
"Low transfer dependency","1984","lower secondary degree","higher education","","","",""
"Low transfer dependency","1984","secondary school degree","in school","","","",""
"Low transfer dependency","1984","secondary school degree","inadequately","","","",""
"Low transfer dependency","1984","secondary school degree","general elemantary","15","","",""
"Low transfer dependency","1984","secondary school degree","middle vocational","24","","",""
"Low transfer dependency","1984","secondary school degree","vocational + Abi","","","",""
"Low transfer dependency","1984","secondary school degree","higher vocational","8","","",""
"Low transfer dependency","1984","secondary school degree","higher education","1","","",""
"Low transfer dependency","1984","college entrance qualification","in school","","","",""
"Low transfer dependency","1984","college entrance qualification","inadequately","","","",""
"Low transfer dependency","1984","college entrance qualification","general elemantary","","","",""
"Low transfer dependency","1984","college entrance qualification","middle vocational","12","","",""
"Low transfer dependency","1984","college entrance qualification","vocational + Abi","5","","",""
"Low transfer dependency","1984","college entrance qualification","higher vocational","2","","",""
"Low transfer dependency","1984","college entrance qualification","higher education","15","","",""
"Low transfer dependency","1984","Other degree","in school","","","",""
"Low transfer dependency","1984","Other degree","inadequately","3","","",""
"Low transfer dependency","1984","Other degree","general elemantary","50","0.0731275786377632","0.0539640469018157","0.0922911103737107"
"Low transfer dependency","1984","Other degree","middle vocational","35","0.0774786032381754","0.0545219621325282","0.100435244343822"
"Low transfer dependency","1984","Other degree","vocational + Abi","11","","",""
"Low transfer dependency","1984","Other degree","higher vocational","","","",""
"Low transfer dependency","1984","Other degree","higher education","2","","",""
"Low transfer dependency","1984","no degree/no degree yet","in school","15","","",""
"Low transfer dependency","1984","no degree/no degree yet","inadequately","82","0.110343390004127","0.090503022946534","0.13018375706172"
"Low transfer dependency","1984","no degree/no degree yet","general elemantary","","","",""
"Low transfer dependency","1984","no degree/no degree yet","middle vocational","12","","",""
"Low transfer dependency","1984","no degree/no degree yet","vocational + Abi","","","",""
"Low transfer dependency","1984","no degree/no degree yet","higher vocational","","","",""
"Low transfer dependency","1984","no degree/no degree yet","higher education","","","",""
"High transfer dependency","1984","lower secondary degree","in school","","","",""
"High transfer dependency","1984","lower secondary degree","inadequately","","","",""
"High transfer dependency","1984","lower secondary degree","general elemantary","31","0.0129440020581763","0.00820564051575143","0.0176823636006012"
"High transfer dependency","1984","lower secondary degree","middle vocational","22","","",""
"High transfer dependency","1984","lower secondary degree","vocational + Abi","","","",""
"High transfer dependency","1984","lower secondary degree","higher vocational","1","","",""
"High transfer dependency","1984","lower secondary degree","higher education","","","",""
"High transfer dependency","1984","secondary school degree","in school","","","",""
"High transfer dependency","1984","secondary school degree","inadequately","","","",""
"High transfer dependency","1984","secondary school degree","general elemantary","2","","",""
"High transfer dependency","1984","secondary school degree","middle vocational","7","","",""
"High transfer dependency","1984","secondary school degree","vocational + Abi","1","","",""
"High transfer dependency","1984","secondary school degree","higher vocational","2","","",""
"High transfer dependency","1984","secondary school degree","higher education","","","",""
"High transfer dependency","1984","college entrance qualification","in school","","","",""
"High transfer dependency","1984","college entrance qualification","inadequately","","","",""
"High transfer dependency","1984","college entrance qualification","general elemantary","","","",""
"High transfer dependency","1984","college entrance qualification","middle vocational","7","","",""
"High transfer dependency","1984","college entrance qualification","vocational + Abi","6","","",""
"High transfer dependency","1984","college entrance qualification","higher vocational","2","","",""
"High transfer dependency","1984","college entrance qualification","higher education","2","","",""
"High transfer dependency","1984","Other degree","in school","","","",""
"High transfer dependency","1984","Other degree","inadequately","","","",""
"High transfer dependency","1984","Other degree","general elemantary","13","","",""
"High transfer dependency","1984","Other degree","middle vocational","13","","",""
"High transfer dependency","1984","Other degree","vocational + Abi","2","","",""
"High transfer dependency","1984","Other degree","higher vocational","","","",""
"High transfer dependency","1984","Other degree","higher education","2","","",""
"High transfer dependency","1984","no degree/no degree yet","in school","1","","",""
"High transfer dependency","1984","no degree/no degree yet","inadequately","16","","",""
"High transfer dependency","1984","no degree/no degree yet","general elemantary","","","",""
"High transfer dependency","1984","no degree/no degree yet","middle vocational","1","","",""
"High transfer dependency","1984","no degree/no degree yet","vocational + Abi","","","",""
"High transfer dependency","1984","no degree/no degree yet","higher vocational","","","",""
"High transfer dependency","1984","no degree/no degree yet","higher education","","","",""
"Very high transfer dependency","1984","lower secondary degree","in school","","","",""
"Very high transfer dependency","1984","lower secondary degree","inadequately","","","",""
"Very high transfer dependency","1984","lower secondary degree","general elemantary","12","","",""
"Very high transfer dependency","1984","lower secondary degree","middle vocational","11","","",""
"Very high transfer dependency","1984","lower secondary degree","vocational + Abi","","","",""
"Very high transfer dependency","1984","lower secondary degree","higher vocational","1","","",""
"Very high transfer dependency","1984","lower secondary degree","higher education","","","",""
"Very high transfer dependency","1984","secondary school degree","in school","","","",""
"Very high transfer dependency","1984","secondary school degree","inadequately","","","",""
"Very high transfer dependency","1984","secondary school degree","general elemantary","2","","",""
"Very high transfer dependency","1984","secondary school degree","middle vocational","","","",""
"Very high transfer dependency","1984","secondary school degree","vocational + Abi","","","",""
"Very high transfer dependency","1984","secondary school degree","higher vocational","2","","",""
"Very high transfer dependency","1984","secondary school degree","higher education","","","",""
"Very high transfer dependency","1984","college entrance qualification","in school","","","",""
"Very high transfer dependency","1984","college entrance qualification","inadequately","","","",""
"Very high transfer dependency","1984","college entrance qualification","general elemantary","","","",""
"Very high transfer dependency","1984","college entrance qualification","middle vocational","4","","",""
"Very high transfer dependency","1984","college entrance qualification","vocational + Abi","1","","",""
"Very high transfer dependency","1984","college entrance qualification","higher vocational","1","","",""
"Very high transfer dependency","1984","college entrance qualification","higher education","2","","",""
"Very high transfer dependency","1984","Other degree","in school","","","",""
"Very high transfer dependency","1984","Other degree","inadequately","1","","",""
"Very high transfer dependency","1984","Other degree","general elemantary","1","","",""
"Very high transfer dependency","1984","Other degree","middle vocational","2","","",""
"Very high transfer dependency","1984","Other degree","vocational + Abi","1","","",""
"Very high transfer dependency","1984","Other degree","higher vocational","1","","",""
"Very high transfer dependency","1984","Other degree","higher education","","","",""
"Very high transfer dependency","1984","no degree/no degree yet","in school","2","","",""
"Very high transfer dependency","1984","no degree/no degree yet","inadequately","10","","",""
"Very high transfer dependency","1984","no degree/no degree yet","general elemantary","","","",""
"Very high transfer dependency","1984","no degree/no degree yet","middle vocational","2","","",""
"Very high transfer dependency","1984","no degree/no degree yet","vocational + Abi","","","",""
"Very high transfer dependency","1984","no degree/no degree yet","higher vocational","","","",""
"Very high transfer dependency","1984","no degree/no degree yet","higher education","","","",""
"Complete transfer dependency","1984","lower secondary degree","in school","","","",""
"Complete transfer dependency","1984","lower secondary degree","inadequately","","","",""
"Complete transfer dependency","1984","lower secondary degree","general elemantary","40","0.0174069439779525","0.0119245388712823","0.0228893490846226"
"Complete transfer dependency","1984","lower secondary degree","middle vocational","37","0.0114908448568379","0.00791683711836314","0.0150648525953126"
"Complete transfer dependency","1984","lower secondary degree","vocational + Abi","","","",""
"Complete transfer dependency","1984","lower secondary degree","higher vocational","3","","",""
"Complete transfer dependency","1984","lower secondary degree","higher education","","","",""
"Complete transfer dependency","1984","secondary school degree","in school","","","",""
"Complete transfer dependency","1984","secondary school degree","inadequately","","","",""
"Complete transfer dependency","1984","secondary school degree","general elemantary","4","","",""
"Complete transfer dependency","1984","secondary school degree","middle vocational","9","","",""
"Complete transfer dependency","1984","secondary school degree","vocational + Abi","","","",""
"Complete transfer dependency","1984","secondary school degree","higher vocational","2","","",""
"Complete transfer dependency","1984","secondary school degree","higher education","","","",""
"Complete transfer dependency","1984","college entrance qualification","in school","","","",""
"Complete transfer dependency","1984","college entrance qualification","inadequately","","","",""
"Complete transfer dependency","1984","college entrance qualification","general elemantary","","","",""
"Complete transfer dependency","1984","college entrance qualification","middle vocational","10","","",""
"Complete transfer dependency","1984","college entrance qualification","vocational + Abi","3","","",""
"Complete transfer dependency","1984","college entrance qualification","higher vocational","4","","",""
"Complete transfer dependency","1984","college entrance qualification","higher education","6","","",""
"Complete transfer dependency","1984","Other degree","in school","","","",""
"Complete transfer dependency","1984","Other degree","inadequately","1","","",""
"Complete transfer dependency","1984","Other degree","general elemantary","7","","",""
"Complete transfer dependency","1984","Other degree","middle vocational","4","","",""
"Complete transfer dependency","1984","Other degree","vocational + Abi","2","","",""
"Complete transfer dependency","1984","Other degree","higher vocational","","","",""
"Complete transfer dependency","1984","Other degree","higher education","","","",""
"Complete transfer dependency","1984","no degree/no degree yet","in school","","","",""
"Complete transfer dependency","1984","no degree/no degree yet","inadequately","20","","",""
"Complete transfer dependency","1984","no degree/no degree yet","general elemantary","","","",""
"Complete transfer dependency","1984","no degree/no degree yet","middle vocational","3","","",""
"Complete transfer dependency","1984","no degree/no degree yet","vocational + Abi","","","",""
"Complete transfer dependency","1984","no degree/no degree yet","higher vocational","","","",""
"Complete transfer dependency","1984","no degree/no degree yet","higher education","","","",""
"No transfer dependency","1985","lower secondary degree","in school","","","",""
"No transfer dependency","1985","lower secondary degree","inadequately","","","",""
"No transfer dependency","1985","lower secondary degree","general elemantary","891","0.552611519718286","0.530508463597878","0.574714575838694"
"No transfer dependency","1985","lower secondary degree","middle vocational","1343","0.50265477783903","0.485042663446546","0.520266892231514"
"No transfer dependency","1985","lower secondary degree","vocational + Abi","1","","",""
"No transfer dependency","1985","lower secondary degree","higher vocational","123","0.519145281463339","0.459102794941532","0.579187767985146"
"No transfer dependency","1985","lower secondary degree","higher education","14","","",""
"No transfer dependency","1985","secondary school degree","in school","","","",""
"No transfer dependency","1985","secondary school degree","inadequately","","","",""
"No transfer dependency","1985","secondary school degree","general elemantary","110","0.291719713430404","0.249814858655031","0.333624568205776"
"No transfer dependency","1985","secondary school degree","middle vocational","513","0.536555667121621","0.506884173886501","0.56622716035674"
"No transfer dependency","1985","secondary school degree","vocational + Abi","1","","",""
"No transfer dependency","1985","secondary school degree","higher vocational","79","0.47356942130234","0.402944194304385","0.544194648300294"
"No transfer dependency","1985","secondary school degree","higher education","25","","",""
"No transfer dependency","1985","college entrance qualification","in school","","","",""
"No transfer dependency","1985","college entrance qualification","inadequately","","","",""
"No transfer dependency","1985","college entrance qualification","general elemantary","","","",""
"No transfer dependency","1985","college entrance qualification","middle vocational","84","0.324097100594982","0.268979800693395","0.379214400496568"
"No transfer dependency","1985","college entrance qualification","vocational + Abi","94","0.586120835782677","0.513968243766304","0.65827342779905"
"No transfer dependency","1985","college entrance qualification","higher vocational","61","0.553423487308625","0.465207985685241","0.641638988932008"
"No transfer dependency","1985","college entrance qualification","higher education","267","0.521941521373366","0.48135909262889","0.562523950117842"
"No transfer dependency","1985","Other degree","in school","","","",""
"No transfer dependency","1985","Other degree","inadequately","6","","",""
"No transfer dependency","1985","Other degree","general elemantary","128","0.237449826788962","0.202729778139846","0.272169875438077"
"No transfer dependency","1985","Other degree","middle vocational","103","0.316801037648234","0.2726226167804","0.360979458516067"
"No transfer dependency","1985","Other degree","vocational + Abi","21","","",""
"No transfer dependency","1985","Other degree","higher vocational","3","","",""
"No transfer dependency","1985","Other degree","higher education","18","","",""
"No transfer dependency","1985","no degree/no degree yet","in school","9","","",""
"No transfer dependency","1985","no degree/no degree yet","inadequately","178","0.29467417844612","0.262659783775905","0.326688573116335"
"No transfer dependency","1985","no degree/no degree yet","general elemantary","","","",""
"No transfer dependency","1985","no degree/no degree yet","middle vocational","19","","",""
"No transfer dependency","1985","no degree/no degree yet","vocational + Abi","","","",""
"No transfer dependency","1985","no degree/no degree yet","higher vocational","1","","",""
"No transfer dependency","1985","no degree/no degree yet","higher education","","","",""
"Very low transfer dependency","1985","lower secondary degree","in school","","","",""
"Very low transfer dependency","1985","lower secondary degree","inadequately","","","",""
"Very low transfer dependency","1985","lower secondary degree","general elemantary","913","0.381038277900568","0.359450091480479","0.402626464320656"
"Very low transfer dependency","1985","lower secondary degree","middle vocational","1599","0.448401533821997","0.430883204563087","0.465919863080908"
"Very low transfer dependency","1985","lower secondary degree","vocational + Abi","3","","",""
"Very low transfer dependency","1985","lower secondary degree","higher vocational","137","0.454919721502747","0.39507788826128","0.514761554744215"
"Very low transfer dependency","1985","lower secondary degree","higher education","8","","",""
"Very low transfer dependency","1985","secondary school degree","in school","","","",""
"Very low transfer dependency","1985","secondary school degree","inadequately","","","",""
"Very low transfer dependency","1985","secondary school degree","general elemantary","311","0.655562795009684","0.611756043333465","0.699369546685903"
"Very low transfer dependency","1985","secondary school degree","middle vocational","546","0.443660535602293","0.414098893446703","0.473222177757883"
"Very low transfer dependency","1985","secondary school degree","vocational + Abi","","","",""
"Very low transfer dependency","1985","secondary school degree","higher vocational","100","0.456656312398847","0.386198440398663","0.527114184399031"
"Very low transfer dependency","1985","secondary school degree","higher education","32","0.486852861274231","0.357095954987781","0.616609767560681"
"Very low transfer dependency","1985","college entrance qualification","in school","","","",""
"Very low transfer dependency","1985","college entrance qualification","inadequately","","","",""
"Very low transfer dependency","1985","college entrance qualification","general elemantary","","","",""
"Very low transfer dependency","1985","college entrance qualification","middle vocational","156","0.555679724305474","0.497164543987174","0.614194904623773"
"Very low transfer dependency","1985","college entrance qualification","vocational + Abi","72","0.354323828436701","0.284254309628747","0.424393347244656"
"Very low transfer dependency","1985","college entrance qualification","higher vocational","52","0.371704227668858","0.285951292370026","0.457457162967689"
"Very low transfer dependency","1985","college entrance qualification","higher education","304","0.459039772451042","0.418554746261375","0.49952479864071"
"Very low transfer dependency","1985","Other degree","in school","","","",""
"Very low transfer dependency","1985","Other degree","inadequately","16","","",""
"Very low transfer dependency","1985","Other degree","general elemantary","404","0.670389077694568","0.632033860475981","0.708744294913156"
"Very low transfer dependency","1985","Other degree","middle vocational","286","0.610539811478147","0.564234392249579","0.656845230706714"
"Very low transfer dependency","1985","Other degree","vocational + Abi","51","0.571398059051981","0.464933394034389","0.677862724069574"
"Very low transfer dependency","1985","Other degree","higher vocational","3","","",""
"Very low transfer dependency","1985","Other degree","higher education","30","0.508214408317395","0.372333698688435","0.644095117946355"
"Very low transfer dependency","1985","no degree/no degree yet","in school","158","0.867402989519562","0.817996257667482","0.916809721371643"
"Very low transfer dependency","1985","no degree/no degree yet","inadequately","519","0.555746436772422","0.520853850133579","0.590639023411265"
"Very low transfer dependency","1985","no degree/no degree yet","general elemantary","","","",""
"Very low transfer dependency","1985","no degree/no degree yet","middle vocational","63","0.602809767350332","0.501717891188559","0.703901643512105"
"Very low transfer dependency","1985","no degree/no degree yet","vocational + Abi","","","",""
"Very low transfer dependency","1985","no degree/no degree yet","higher vocational","2","","",""
"Very low transfer dependency","1985","no degree/no degree yet","higher education","2","","",""
"Low transfer dependency","1985","lower secondary degree","in school","","","",""
"Low transfer dependency","1985","lower secondary degree","inadequately","","","",""
"Low transfer dependency","1985","lower secondary degree","general elemantary","69","0.0307564152091111","0.0230813109101994","0.0384315195080229"
"Low transfer dependency","1985","lower secondary degree","middle vocational","86","0.0253550849289849","0.0198177172624231","0.0308924525955468"
"Low transfer dependency","1985","lower secondary degree","vocational + Abi","","","",""
"Low transfer dependency","1985","lower secondary degree","higher vocational","4","","",""
"Low transfer dependency","1985","lower secondary degree","higher education","","","",""
"Low transfer dependency","1985","secondary school degree","in school","","","",""
"Low transfer dependency","1985","secondary school degree","inadequately","","","",""
"Low transfer dependency","1985","secondary school degree","general elemantary","15","","",""
"Low transfer dependency","1985","secondary school degree","middle vocational","12","","",""
"Low transfer dependency","1985","secondary school degree","vocational + Abi","","","",""
"Low transfer dependency","1985","secondary school degree","higher vocational","7","","",""
"Low transfer dependency","1985","secondary school degree","higher education","","","",""
"Low transfer dependency","1985","college entrance qualification","in school","","","",""
"Low transfer dependency","1985","college entrance qualification","inadequately","","","",""
"Low transfer dependency","1985","college entrance qualification","general elemantary","","","",""
"Low transfer dependency","1985","college entrance qualification","middle vocational","10","","",""
"Low transfer dependency","1985","college entrance qualification","vocational + Abi","10","","",""
"Low transfer dependency","1985","college entrance qualification","higher vocational","4","","",""
"Low transfer dependency","1985","college entrance qualification","higher education","6","","",""
"Low transfer dependency","1985","Other degree","in school","","","",""
"Low transfer dependency","1985","Other degree","inadequately","2","","",""
"Low transfer dependency","1985","Other degree","general elemantary","29","","",""
"Low transfer dependency","1985","Other degree","middle vocational","21","","",""
"Low transfer dependency","1985","Other degree","vocational + Abi","5","","",""
"Low transfer dependency","1985","Other degree","higher vocational","","","",""
"Low transfer dependency","1985","Other degree","higher education","4","","",""
"Low transfer dependency","1985","no degree/no degree yet","in school","8","","",""
"Low transfer dependency","1985","no degree/no degree yet","inadequately","50","0.0884619927152832","0.0685210763472522","0.108402909083314"
"Low transfer dependency","1985","no degree/no degree yet","general elemantary","","","",""
"Low transfer dependency","1985","no degree/no degree yet","middle vocational","4","","",""
"Low transfer dependency","1985","no degree/no degree yet","vocational + Abi","","","",""
"Low transfer dependency","1985","no degree/no degree yet","higher vocational","","","",""
"Low transfer dependency","1985","no degree/no degree yet","higher education","","","",""
"High transfer dependency","1985","lower secondary degree","in school","","","",""
"High transfer dependency","1985","lower secondary degree","inadequately","","","",""
"High transfer dependency","1985","lower secondary degree","general elemantary","26","","",""
"High transfer dependency","1985","lower secondary degree","middle vocational","30","0.00992834902934844","0.00643598548696859","0.0134207125717283"
"High transfer dependency","1985","lower secondary degree","vocational + Abi","","","",""
"High transfer dependency","1985","lower secondary degree","higher vocational","1","","",""
"High transfer dependency","1985","lower secondary degree","higher education","","","",""
"High transfer dependency","1985","secondary school degree","in school","","","",""
"High transfer dependency","1985","secondary school degree","inadequately","","","",""
"High transfer dependency","1985","secondary school degree","general elemantary","9","","",""
"High transfer dependency","1985","secondary school degree","middle vocational","2","","",""
"High transfer dependency","1985","secondary school degree","vocational + Abi","","","",""
"High transfer dependency","1985","secondary school degree","higher vocational","3","","",""
"High transfer dependency","1985","secondary school degree","higher education","","","",""
"High transfer dependency","1985","college entrance qualification","in school","","","",""
"High transfer dependency","1985","college entrance qualification","inadequately","","","",""
"High transfer dependency","1985","college entrance qualification","general elemantary","","","",""
"High transfer dependency","1985","college entrance qualification","middle vocational","16","","",""
"High transfer dependency","1985","college entrance qualification","vocational + Abi","1","","",""
"High transfer dependency","1985","college entrance qualification","higher vocational","5","","",""
"High transfer dependency","1985","college entrance qualification","higher education","4","","",""
"High transfer dependency","1985","Other degree","in school","","","",""
"High transfer dependency","1985","Other degree","inadequately","1","","",""
"High transfer dependency","1985","Other degree","general elemantary","8","","",""
"High transfer dependency","1985","Other degree","middle vocational","8","","",""
"High transfer dependency","1985","Other degree","vocational + Abi","5","","",""
"High transfer dependency","1985","Other degree","higher vocational","1","","",""
"High transfer dependency","1985","Other degree","higher education","","","",""
"High transfer dependency","1985","no degree/no degree yet","in school","2","","",""
"High transfer dependency","1985","no degree/no degree yet","inadequately","9","","",""
"High transfer dependency","1985","no degree/no degree yet","general elemantary","","","",""
"High transfer dependency","1985","no degree/no degree yet","middle vocational","1","","",""
"High transfer dependency","1985","no degree/no degree yet","vocational + Abi","","","",""
"High transfer dependency","1985","no degree/no degree yet","higher vocational","","","",""
"High transfer dependency","1985","no degree/no degree yet","higher education","","","",""
"Very high transfer dependency","1985","lower secondary degree","in school","","","",""
"Very high transfer dependency","1985","lower secondary degree","inadequately","","","",""
"Very high transfer dependency","1985","lower secondary degree","general elemantary","15","","",""
"Very high transfer dependency","1985","lower secondary degree","middle vocational","16","","",""
"Very high transfer dependency","1985","lower secondary degree","vocational + Abi","","","",""
"Very high transfer dependency","1985","lower secondary degree","higher vocational","","","",""
"Very high transfer dependency","1985","lower secondary degree","higher education","","","",""
"Very high transfer dependency","1985","secondary school degree","in school","","","",""
"Very high transfer dependency","1985","secondary school degree","inadequately","","","",""
"Very high transfer dependency","1985","secondary school degree","general elemantary","2","","",""
"Very high transfer dependency","1985","secondary school degree","middle vocational","6","","",""
"Very high transfer dependency","1985","secondary school degree","vocational + Abi","","","",""
"Very high transfer dependency","1985","secondary school degree","higher vocational","2","","",""
"Very high transfer dependency","1985","secondary school degree","higher education","","","",""
"Very high transfer dependency","1985","college entrance qualification","in school","","","",""
"Very high transfer dependency","1985","college entrance qualification","inadequately","","","",""
"Very high transfer dependency","1985","college entrance qualification","general elemantary","","","",""
"Very high transfer dependency","1985","college entrance qualification","middle vocational","9","","",""
"Very high transfer dependency","1985","college entrance qualification","vocational + Abi","2","","",""
"Very high transfer dependency","1985","college entrance qualification","higher vocational","","","",""
"Very high transfer dependency","1985","college entrance qualification","higher education","1","","",""
"Very high transfer dependency","1985","Other degree","in school","","","",""
"Very high transfer dependency","1985","Other degree","inadequately","","","",""
"Very high transfer dependency","1985","Other degree","general elemantary","2","","",""
"Very high transfer dependency","1985","Other degree","middle vocational","4","","",""
"Very high transfer dependency","1985","Other degree","vocational + Abi","","","",""
"Very high transfer dependency","1985","Other degree","higher vocational","","","",""
"Very high transfer dependency","1985","Other degree","higher education","","","",""
"Very high transfer dependency","1985","no degree/no degree yet","in school","3","","",""
"Very high transfer dependency","1985","no degree/no degree yet","inadequately","6","","",""
"Very high transfer dependency","1985","no degree/no degree yet","general elemantary","","","",""
"Very high transfer dependency","1985","no degree/no degree yet","middle vocational","1","","",""
"Very high transfer dependency","1985","no degree/no degree yet","vocational + Abi","","","",""
"Very high transfer dependency","1985","no degree/no degree yet","higher vocational","","","",""
"Very high transfer dependency","1985","no degree/no degree yet","higher education","","","",""
"Complete transfer dependency","1985","lower secondary degree","in school","","","",""
"Complete transfer dependency","1985","lower secondary degree","inadequately","","","",""
"Complete transfer dependency","1985","lower secondary degree","general elemantary","30","0.0154062075664767","0.00993130518805439","0.0208811099448989"
"Complete transfer dependency","1985","lower secondary degree","middle vocational","22","","",""
