"transab_cat","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1984","Not Working","higher vocational","4","","",""
"Very high transfer dependency","1984","Not Working","higher education","1","","",""
"Complete transfer dependency","1984","Full Time","in school","","","",""
"Complete transfer dependency","1984","Full Time","inadequately","","","",""
"Complete transfer dependency","1984","Full Time","general elemantary","","","",""
"Complete transfer dependency","1984","Full Time","middle vocational","","","",""
"Complete transfer dependency","1984","Full Time","vocational + Abi","","","",""
"Complete transfer dependency","1984","Full Time","higher vocational","","","",""
"Complete transfer dependency","1984","Full Time","higher education","","","",""
"Complete transfer dependency","1984","Part Time","in school","","","",""
"Complete transfer dependency","1984","Part Time","inadequately","","","",""
"Complete transfer dependency","1984","Part Time","general elemantary","","","",""
"Complete transfer dependency","1984","Part Time","middle vocational","","","",""
"Complete transfer dependency","1984","Part Time","vocational + Abi","","","",""
"Complete transfer dependency","1984","Part Time","higher vocational","","","",""
"Complete transfer dependency","1984","Part Time","higher education","","","",""
"Complete transfer dependency","1984","Not Working","in school","","","",""
"Complete transfer dependency","1984","Not Working","inadequately","21","","",""
"Complete transfer dependency","1984","Not Working","general elemantary","51","0.0261821282535656","0.0185939543134173","0.0337703021937139"
"Complete transfer dependency","1984","Not Working","middle vocational","63","0.0316590437172538","0.0236326022669536","0.0396854851675539"
"Complete transfer dependency","1984","Not Working","vocational + Abi","5","","",""
"Complete transfer dependency","1984","Not Working","higher vocational","9","","",""
"Complete transfer dependency","1984","Not Working","higher education","6","","",""
"No transfer dependency","1985","Full Time","in school","","","",""
"No transfer dependency","1985","Full Time","inadequately","120","0.388305603034662","0.339811792867144","0.436799413202179"
"No transfer dependency","1985","Full Time","general elemantary","325","0.424627787556182","0.393262263290514","0.455993311821849"
"No transfer dependency","1985","Full Time","middle vocational","1011","0.471724097434089","0.452009390907362","0.491438803960816"
"No transfer dependency","1985","Full Time","vocational + Abi","65","0.620792802149526","0.540990477726604","0.700595126572447"
"No transfer dependency","1985","Full Time","higher vocational","146","0.487274327269014","0.433263672888877","0.54128498164915"
"No transfer dependency","1985","Full Time","higher education","186","0.472982322188276","0.425956197724809","0.520008446651742"
"No transfer dependency","1985","Part Time","in school","","","",""
"No transfer dependency","1985","Part Time","inadequately","16","","",""
"No transfer dependency","1985","Part Time","general elemantary","114","0.266617761323877","0.228611412335829","0.304624110311925"
"No transfer dependency","1985","Part Time","middle vocational","215","0.29543513355931","0.264925072900167","0.325945194218453"
"No transfer dependency","1985","Part Time","vocational + Abi","18","","",""
"No transfer dependency","1985","Part Time","higher vocational","25","","",""
"No transfer dependency","1985","Part Time","higher education","52","0.455055413600004","0.37166884142215","0.538441985777857"
"No transfer dependency","1985","Not Working","in school","9","","",""
"No transfer dependency","1985","Not Working","inadequately","49","0.224551990253973","0.179044631791261","0.270059348716686"
"No transfer dependency","1985","Not Working","general elemantary","690","0.582514058424298","0.557549642594667","0.607478474253929"
"No transfer dependency","1985","Not Working","middle vocational","840","0.610226028867073","0.586884282763034","0.633567774971111"
"No transfer dependency","1985","Not Working","vocational + Abi","34","0.559451913782056","0.447837743208948","0.671066084355163"
"No transfer dependency","1985","Not Working","higher vocational","97","0.673443206076483","0.601671046053561","0.745215366099405"
"No transfer dependency","1985","Not Working","higher education","87","0.710430496365604","0.637109791317387","0.78375120141382"
"Very low transfer dependency","1985","Full Time","in school","","","",""
"Very low transfer dependency","1985","Full Time","inadequately","261","0.597407337578219","0.548609516300158","0.64620515885628"
"Very low transfer dependency","1985","Full Time","general elemantary","599","0.546935552768025","0.515347564139908","0.578523541396141"
"Very low transfer dependency","1985","Full Time","middle vocational","1415","0.517132622404446","0.497397910736939","0.536867334071953"
"Very low transfer dependency","1985","Full Time","vocational + Abi","71","0.360675101934329","0.281694068961924","0.439656134906735"
"Very low transfer dependency","1985","Full Time","higher vocational","179","0.502723100509206","0.448695745631702","0.55675045538671"
"Very low transfer dependency","1985","Full Time","higher education","245","0.524469350157967","0.477430850983819","0.571507849332115"
"Very low transfer dependency","1985","Part Time","in school","7","","",""
"Very low transfer dependency","1985","Part Time","inadequately","71","0.602731994620063","0.505850914763938","0.699613074476188"
"Very low transfer dependency","1985","Part Time","general elemantary","361","0.655792498989795","0.614956817590776","0.696628180388813"
"Very low transfer dependency","1985","Part Time","middle vocational","571","0.625254707466592","0.592884305885655","0.657625109047529"
"Very low transfer dependency","1985","Part Time","vocational + Abi","24","","",""
"Very low transfer dependency","1985","Part Time","higher vocational","62","0.592991662647325","0.496218164485596","0.689765160809054"
"Very low transfer dependency","1985","Part Time","higher education","82","0.513644647648455","0.429950316933093","0.597338978363816"
"Very low transfer dependency","1985","Not Working","in school","151","0.861152997022169","0.809774442641129","0.912531551403209"
"Very low transfer dependency","1985","Not Working","inadequately","205","0.519330216408151","0.46484332429366","0.573817108522641"
"Very low transfer dependency","1985","Not Working","general elemantary","668","0.341301302163513","0.317298626892034","0.365303977434992"
"Very low transfer dependency","1985","Not Working","middle vocational","684","0.316755583947491","0.294490120203011","0.339021047691971"
"Very low transfer dependency","1985","Not Working","vocational + Abi","31","0.333538919748577","0.227539875318281","0.439537964178873"
"Very low transfer dependency","1985","Not Working","higher vocational","54","0.253971969528343","0.187353195960593","0.320590743096092"
"Very low transfer dependency","1985","Not Working","higher education","50","0.247025774264472","0.177306860268016","0.316744688260928"
"Low transfer dependency","1985","Full Time","in school","","","",""
"Low transfer dependency","1985","Full Time","inadequately","7","","",""
"Low transfer dependency","1985","Full Time","general elemantary","27","","",""
"Low transfer dependency","1985","Full Time","middle vocational","33","0.0104014377428892","0.00639468908695345","0.014408186398825"
"Low transfer dependency","1985","Full Time","vocational + Abi","4","","",""
"Low transfer dependency","1985","Full Time","higher vocational","4","","",""
"Low transfer dependency","1985","Full Time","higher education","2","","",""
"Low transfer dependency","1985","Part Time","in school","","","",""
"Low transfer dependency","1985","Part Time","inadequately","10","","",""
"Low transfer dependency","1985","Part Time","general elemantary","33","0.0538273717252968","0.0344304328754904","0.0732243105751033"
"Low transfer dependency","1985","Part Time","middle vocational","41","0.0426409132771366","0.0291294560774506","0.0561523704768226"
"Low transfer dependency","1985","Part Time","vocational + Abi","5","","",""
"Low transfer dependency","1985","Part Time","higher vocational","6","","",""
"Low transfer dependency","1985","Part Time","higher education","2","","",""
"Low transfer dependency","1985","Not Working","in school","8","","",""
"Low transfer dependency","1985","Not Working","inadequately","35","0.123164892894077","0.0873264393228845","0.15900334646527"
"Low transfer dependency","1985","Not Working","general elemantary","53","0.0256990718036811","0.0176887022650754","0.0337094413422868"
"Low transfer dependency","1985","Not Working","middle vocational","60","0.0251069007672401","0.017619059818177","0.0325947417163031"
"Low transfer dependency","1985","Not Working","vocational + Abi","6","","",""
"Low transfer dependency","1985","Not Working","higher vocational","5","","",""
"Low transfer dependency","1985","Not Working","higher education","6","","",""
"High transfer dependency","1985","Full Time","in school","","","",""
"High transfer dependency","1985","Full Time","inadequately","","","",""
"High transfer dependency","1985","Full Time","general elemantary","3","","",""
"High transfer dependency","1985","Full Time","middle vocational","4","","",""
"High transfer dependency","1985","Full Time","vocational + Abi","2","","",""
"High transfer dependency","1985","Full Time","higher vocational","","","",""
"High transfer dependency","1985","Full Time","higher education","","","",""
"High transfer dependency","1985","Part Time","in school","","","",""
"High transfer dependency","1985","Part Time","inadequately","1","","",""
"High transfer dependency","1985","Part Time","general elemantary","10","","",""
"High transfer dependency","1985","Part Time","middle vocational","25","","",""
"High transfer dependency","1985","Part Time","vocational + Abi","2","","",""
"High transfer dependency","1985","Part Time","higher vocational","6","","",""
"High transfer dependency","1985","Part Time","higher education","1","","",""
"High transfer dependency","1985","Not Working","in school","2","","",""
"High transfer dependency","1985","Not Working","inadequately","10","","",""
"High transfer dependency","1985","Not Working","general elemantary","30","0.017015183442002","0.0104682338479834","0.0235621330360206"
"High transfer dependency","1985","Not Working","middle vocational","28","","",""
"High transfer dependency","1985","Not Working","vocational + Abi","2","","",""
"High transfer dependency","1985","Not Working","higher vocational","4","","",""
"High transfer dependency","1985","Not Working","higher education","3","","",""
"Very high transfer dependency","1985","Full Time","in school","","","",""
"Very high transfer dependency","1985","Full Time","inadequately","","","",""
"Very high transfer dependency","1985","Full Time","general elemantary","","","",""
"Very high transfer dependency","1985","Full Time","middle vocational","","","",""
"Very high transfer dependency","1985","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","1985","Full Time","higher vocational","","","",""
"Very high transfer dependency","1985","Full Time","higher education","","","",""
"Very high transfer dependency","1985","Part Time","in school","","","",""
"Very high transfer dependency","1985","Part Time","inadequately","","","",""
"Very high transfer dependency","1985","Part Time","general elemantary","2","","",""
"Very high transfer dependency","1985","Part Time","middle vocational","7","","",""
"Very high transfer dependency","1985","Part Time","vocational + Abi","","","",""
"Very high transfer dependency","1985","Part Time","higher vocational","","","",""
"Very high transfer dependency","1985","Part Time","higher education","","","",""
"Very high transfer dependency","1985","Not Working","in school","3","","",""
"Very high transfer dependency","1985","Not Working","inadequately","6","","",""
"Very high transfer dependency","1985","Not Working","general elemantary","17","","",""
"Very high transfer dependency","1985","Not Working","middle vocational","29","","",""
"Very high transfer dependency","1985","Not Working","vocational + Abi","2","","",""
"Very high transfer dependency","1985","Not Working","higher vocational","2","","",""
"Very high transfer dependency","1985","Not Working","higher education","1","","",""
"Complete transfer dependency","1985","Full Time","in school","","","",""
"Complete transfer dependency","1985","Full Time","inadequately","","","",""
"Complete transfer dependency","1985","Full Time","general elemantary","","","",""
"Complete transfer dependency","1985","Full Time","middle vocational","","","",""
"Complete transfer dependency","1985","Full Time","vocational + Abi","","","",""
"Complete transfer dependency","1985","Full Time","higher vocational","","","",""
"Complete transfer dependency","1985","Full Time","higher education","","","",""
"Complete transfer dependency","1985","Part Time","in school","","","",""
"Complete transfer dependency","1985","Part Time","inadequately","","","",""
"Complete transfer dependency","1985","Part Time","general elemantary","","","",""
"Complete transfer dependency","1985","Part Time","middle vocational","","","",""
"Complete transfer dependency","1985","Part Time","vocational + Abi","","","",""
"Complete transfer dependency","1985","Part Time","higher vocational","","","",""
"Complete transfer dependency","1985","Part Time","higher education","","","",""
"Complete transfer dependency","1985","Not Working","in school","1","","",""
"Complete transfer dependency","1985","Not Working","inadequately","18","","",""
"Complete transfer dependency","1985","Not Working","general elemantary","41","0.0234977500765956","0.015829486382053","0.0311660137711382"
"Complete transfer dependency","1985","Not Working","middle vocational","36","0.0193743163195038","0.0127773178304465","0.025971314808561"
"Complete transfer dependency","1985","Not Working","vocational + Abi","1","","",""
"Complete transfer dependency","1985","Not Working","higher vocational","2","","",""
"Complete transfer dependency","1985","Not Working","higher education","","","",""
"No transfer dependency","1986","Full Time","in school","","","",""
"No transfer dependency","1986","Full Time","inadequately","99","0.324616122206737","0.274991704318748","0.374240540094726"
"No transfer dependency","1986","Full Time","general elemantary","340","0.435651209952295","0.404153942495456","0.467148477409134"
"No transfer dependency","1986","Full Time","middle vocational","1042","0.498775576120723","0.47866259546804","0.518888556773405"
"No transfer dependency","1986","Full Time","vocational + Abi","68","0.663723170637418","0.585743661648497","0.741702679626339"
"No transfer dependency","1986","Full Time","higher vocational","129","0.467909870791318","0.411727445695394","0.524092295887242"
"No transfer dependency","1986","Full Time","higher education","195","0.482037147361248","0.435818792644401","0.528255502078095"
"No transfer dependency","1986","Part Time","in school","","","",""
"No transfer dependency","1986","Part Time","inadequately","24","","",""
"No transfer dependency","1986","Part Time","general elemantary","129","0.301941380476592","0.261659931584192","0.342222829368993"
"No transfer dependency","1986","Part Time","middle vocational","214","0.278613768740023","0.24840394986768","0.308823587612366"
"No transfer dependency","1986","Part Time","vocational + Abi","19","","",""
"No transfer dependency","1986","Part Time","higher vocational","28","","",""
"No transfer dependency","1986","Part Time","higher education","42","0.343887757577786","0.260948480285985","0.426827034869586"
"No transfer dependency","1986","Not Working","in school","10","","",""
"No transfer dependency","1986","Not Working","inadequately","47","0.237135198395756","0.189635097484749","0.284635299306763"
"No transfer dependency","1986","Not Working","general elemantary","620","0.609725628064144","0.583489406181989","0.635961849946299"
"No transfer dependency","1986","Not Working","middle vocational","782","0.590712674448715","0.566581967805944","0.614843381091486"
"No transfer dependency","1986","Not Working","vocational + Abi","37","0.649815434249478","0.538066707739024","0.761564160759932"
"No transfer dependency","1986","Not Working","higher vocational","93","0.654333254332034","0.58064192407301","0.728024584591059"
"No transfer dependency","1986","Not Working","higher education","75","0.656986178402214","0.577783024743485","0.736189332060943"
"Very low transfer dependency","1986","Full Time","in school","","","",""
"Very low transfer dependency","1986","Full Time","inadequately","233","0.654129367696539","0.60371855421574","0.704540181177337"
"Very low transfer dependency","1986","Full Time","general elemantary","593","0.546592784455172","0.514969587160505","0.578215981749839"
"Very low transfer dependency","1986","Full Time","middle vocational","1293","0.486636006808669","0.466530151361891","0.506741862255446"
"Very low transfer dependency","1986","Full Time","vocational + Abi","69","0.327186688233215","0.24974342664474","0.404629949821689"
"Very low transfer dependency","1986","Full Time","higher vocational","170","0.51538481645415","0.459112979170868","0.571656653737432"
"Very low transfer dependency","1986","Full Time","higher education","252","0.514876413188432","0.468648678262996","0.561104148113867"
"Very low transfer dependency","1986","Part Time","in school","5","","",""
"Very low transfer dependency","1986","Part Time","inadequately","61","0.470475600906232","0.374548137154606","0.566403064657857"
"Very low transfer dependency","1986","Part Time","general elemantary","327","0.617914211211908","0.575281558887823","0.660546863535993"
"Very low transfer dependency","1986","Part Time","middle vocational","553","0.621010567425319","0.588319736835729","0.653701398014908"
"Very low transfer dependency","1986","Part Time","vocational + Abi","20","","",""
"Very low transfer dependency","1986","Part Time","higher vocational","61","0.625799015411898","0.526915458924331","0.724682571899465"
"Very low transfer dependency","1986","Part Time","higher education","77","0.568297740259523","0.481812311259252","0.654783169259794"
"Very low transfer dependency","1986","Not Working","in school","159","0.881293536773051","0.833508796202513","0.929078277343589"
"Very low transfer dependency","1986","Not Working","inadequately","196","0.53183100577495","0.476104619201873","0.587557392348028"
"Very low transfer dependency","1986","Not Working","general elemantary","589","0.315620943351687","0.290624379320361","0.340617507383013"
"Very low transfer dependency","1986","Not Working","middle vocational","691","0.343147740217929","0.319848478053356","0.366447002382502"
"Very low transfer dependency","1986","Not Working","vocational + Abi","23","","",""
"Very low transfer dependency","1986","Not Working","higher vocational","50","0.228395140375226","0.163347880536003","0.29344240021445"
"Very low transfer dependency","1986","Not Working","higher education","52","0.273848152569775","0.199447425637119","0.348248879502432"
"Low transfer dependency","1986","Full Time","in school","","","",""
"Low transfer dependency","1986","Full Time","inadequately","10","","",""
"Low transfer dependency","1986","Full Time","general elemantary","17","","",""
"Low transfer dependency","1986","Full Time","middle vocational","35","0.0135502247890958","0.00889952321354627","0.0182009263646454"
"Low transfer dependency","1986","Full Time","vocational + Abi","3","","",""
"Low transfer dependency","1986","Full Time","higher vocational","3","","",""
"Low transfer dependency","1986","Full Time","higher education","2","","",""
"Low transfer dependency","1986","Part Time","in school","","","",""
"Low transfer dependency","1986","Part Time","inadequately","15","","",""
"Low transfer dependency","1986","Part Time","general elemantary","23","","",""
"Low transfer dependency","1986","Part Time","middle vocational","53","0.0640499471683167","0.0475512886426123","0.0805486056940211"
"Low transfer dependency","1986","Part Time","vocational + Abi","7","","",""
"Low transfer dependency","1986","Part Time","higher vocational","3","","",""
"Low transfer dependency","1986","Part Time","higher education","6","","",""
"Low transfer dependency","1986","Not Working","in school","3","","",""
"Low transfer dependency","1986","Not Working","inadequately","31","0.082699976396431","0.0519403449252581","0.113459607867604"
"Low transfer dependency","1986","Not Working","general elemantary","48","0.0297300757311321","0.0205953955623728","0.0388647558998914"
"Low transfer dependency","1986","Not Working","middle vocational","47","0.024461666768655","0.01688055429554","0.03204277924177"
"Low transfer dependency","1986","Not Working","vocational + Abi","5","","",""
"Low transfer dependency","1986","Not Working","higher vocational","6","","",""
"Low transfer dependency","1986","Not Working","higher education","2","","",""
"High transfer dependency","1986","Full Time","in school","","","",""
"High transfer dependency","1986","Full Time","inadequately","","","",""
"High transfer dependency","1986","Full Time","general elemantary","1","","",""
"High transfer dependency","1986","Full Time","middle vocational","3","","",""
"High transfer dependency","1986","Full Time","vocational + Abi","1","","",""
"High transfer dependency","1986","Full Time","higher vocational","1","","",""
"High transfer dependency","1986","Full Time","higher education","","","",""
"High transfer dependency","1986","Part Time","in school","","","",""
"High transfer dependency","1986","Part Time","inadequately","2","","",""
"High transfer dependency","1986","Part Time","general elemantary","17","","",""
"High transfer dependency","1986","Part Time","middle vocational","21","","",""
"High transfer dependency","1986","Part Time","vocational + Abi","4","","",""
"High transfer dependency","1986","Part Time","higher vocational","","","",""
"High transfer dependency","1986","Part Time","higher education","1","","",""
"High transfer dependency","1986","Not Working","in school","2","","",""
"High transfer dependency","1986","Not Working","inadequately","14","","",""
"High transfer dependency","1986","Not Working","general elemantary","24","","",""
"High transfer dependency","1986","Not Working","middle vocational","23","","",""
"High transfer dependency","1986","Not Working","vocational + Abi","2","","",""
"High transfer dependency","1986","Not Working","higher vocational","3","","",""
"High transfer dependency","1986","Not Working","higher education","2","","",""
"Very high transfer dependency","1986","Full Time","in school","","","",""
"Very high transfer dependency","1986","Full Time","inadequately","","","",""
"Very high transfer dependency","1986","Full Time","general elemantary","1","","",""
"Very high transfer dependency","1986","Full Time","middle vocational","1","","",""
"Very high transfer dependency","1986","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","1986","Full Time","higher vocational","","","",""
"Very high transfer dependency","1986","Full Time","higher education","","","",""
"Very high transfer dependency","1986","Part Time","in school","","","",""
"Very high transfer dependency","1986","Part Time","inadequately","2","","",""
"Very high transfer dependency","1986","Part Time","general elemantary","3","","",""
"Very high transfer dependency","1986","Part Time","middle vocational","5","","",""
"Very high transfer dependency","1986","Part Time","vocational + Abi","1","","",""
"Very high transfer dependency","1986","Part Time","higher vocational","","","",""
"Very high transfer dependency","1986","Part Time","higher education","","","",""
"Very high transfer dependency","1986","Not Working","in school","2","","",""
"Very high transfer dependency","1986","Not Working","inadequately","9","","",""
"Very high transfer dependency","1986","Not Working","general elemantary","9","","",""
"Very high transfer dependency","1986","Not Working","middle vocational","27","","",""
"Very high transfer dependency","1986","Not Working","vocational + Abi","2","","",""
"Very high transfer dependency","1986","Not Working","higher vocational","3","","",""
"Very high transfer dependency","1986","Not Working","higher education","2","","",""
"Complete transfer dependency","1986","Full Time","in school","","","",""
"Complete transfer dependency","1986","Full Time","inadequately","","","",""
"Complete transfer dependency","1986","Full Time","general elemantary","","","",""
"Complete transfer dependency","1986","Full Time","middle vocational","","","",""
"Complete transfer dependency","1986","Full Time","vocational + Abi","","","",""
"Complete transfer dependency","1986","Full Time","higher vocational","","","",""
"Complete transfer dependency","1986","Full Time","higher education","","","",""
"Complete transfer dependency","1986","Part Time","in school","","","",""
"Complete transfer dependency","1986","Part Time","inadequately","","","",""
"Complete transfer dependency","1986","Part Time","general elemantary","","","",""
"Complete transfer dependency","1986","Part Time","middle vocational","","","",""
"Complete transfer dependency","1986","Part Time","vocational + Abi","","","",""
"Complete transfer dependency","1986","Part Time","higher vocational","","","",""
"Complete transfer dependency","1986","Part Time","higher education","","","",""
"Complete transfer dependency","1986","Not Working","in school","","","",""
"Complete transfer dependency","1986","Not Working","inadequately","11","","",""
"Complete transfer dependency","1986","Not Working","general elemantary","38","0.0238696982194984","0.0156600147099671","0.0320793817290296"
"Complete transfer dependency","1986","Not Working","middle vocational","25","","",""
"Complete transfer dependency","1986","Not Working","vocational + Abi","1","","",""
"Complete transfer dependency","1986","Not Working","higher vocational","5","","",""
"Complete transfer dependency","1986","Not Working","higher education","5","","",""
"No transfer dependency","1987","Full Time","in school","","","",""
"No transfer dependency","1987","Full Time","inadequately","104","0.361715626515158","0.310184979048962","0.413246273981354"
"No transfer dependency","1987","Full Time","general elemantary","360","0.494716901122792","0.462990583824185","0.526443218421399"
"No transfer dependency","1987","Full Time","middle vocational","1068","0.510833209396167","0.49080487721144","0.530861541580893"
