"transab_cat","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1986","Employed","Rural Area","836","0.602337103376807","0.575793868723676","0.628880338029939"
"Low transfer dependency","1986","Not Employed","Urban Area","116","0.0276296616422415","0.0217847713643931","0.0334745519200899"
"Low transfer dependency","1986","Not Employed","Rural Area","33","0.0297871947764935","0.0179476827230872","0.0416267068298997"
"Low transfer dependency","1986","Employed","Urban Area","128","0.0237047005795824","0.0195089444460319","0.0279004567131329"
"Low transfer dependency","1986","Employed","Rural Area","52","0.0370827689427886","0.0268343455459103","0.0473311923396669"
"High transfer dependency","1986","Not Employed","Urban Area","56","0.0131698034119224","0.00910458775454512","0.0172350190692997"
"High transfer dependency","1986","Not Employed","Rural Area","15","","",""
"High transfer dependency","1986","Employed","Urban Area","38","0.00752671961767785","0.00514294779033839","0.00991049144501732"
"High transfer dependency","1986","Employed","Rural Area","13","","",""
"Very high transfer dependency","1986","Not Employed","Urban Area","51","0.0152708307217926","0.010898002057581","0.0196436593860041"
"Very high transfer dependency","1986","Not Employed","Rural Area","4","","",""
"Very high transfer dependency","1986","Employed","Urban Area","11","","",""
"Very high transfer dependency","1986","Employed","Rural Area","2","","",""
"Complete transfer dependency","1986","Not Employed","Urban Area","66","0.0202303271613048","0.015209951936557","0.0252507023860526"
"Complete transfer dependency","1986","Not Employed","Rural Area","21","","",""
"Complete transfer dependency","1986","Employed","Urban Area","","","",""
"Complete transfer dependency","1986","Employed","Rural Area","","","",""
"No transfer dependency","1987","Not Employed","Urban Area","1294","0.594960434464394","0.577179469676958","0.612741399251831"
"No transfer dependency","1987","Not Employed","Rural Area","352","0.597042476931922","0.561774062661207","0.632310891202636"
"No transfer dependency","1987","Employed","Urban Area","1976","0.476905083803679","0.463077420838982","0.490732746768376"
"No transfer dependency","1987","Employed","Rural Area","402","0.348666348838004","0.322948628551023","0.374384069124984"
"Very low transfer dependency","1987","Not Employed","Urban Area","1352","0.326892645943347","0.309902101413905","0.343883190472789"
"Very low transfer dependency","1987","Not Employed","Rural Area","317","0.318792045738387","0.28528414056745","0.352299950909325"
"Very low transfer dependency","1987","Employed","Urban Area","2859","0.490585891284263","0.476745907812639","0.504425874755888"
"Very low transfer dependency","1987","Employed","Rural Area","857","0.604052209478198","0.577659626613858","0.630444792342538"
"Low transfer dependency","1987","Not Employed","Urban Area","133","0.0365769082519139","0.0297774458442086","0.0433763706596193"
"Low transfer dependency","1987","Not Employed","Rural Area","34","0.0349299636555363","0.0217281935136952","0.0481317337973775"
"Low transfer dependency","1987","Employed","Urban Area","130","0.0233917936409282","0.0192073809893402","0.0275762062925162"
"Low transfer dependency","1987","Employed","Rural Area","45","0.0333273096229424","0.0236408394366823","0.0430137798092025"
"High transfer dependency","1987","Not Employed","Urban Area","50","0.0101526384673249","0.0065215558503675","0.0137837210842822"
"High transfer dependency","1987","Not Employed","Rural Area","14","","",""
"High transfer dependency","1987","Employed","Urban Area","39","0.00711425429187201","0.0047874658916056","0.00944104269213841"
"High transfer dependency","1987","Employed","Rural Area","10","","",""
"Very high transfer dependency","1987","Not Employed","Urban Area","37","0.0121886017994356","0.00821415657592589","0.0161630470229454"
"Very high transfer dependency","1987","Not Employed","Rural Area","14","","",""
"Very high transfer dependency","1987","Employed","Urban Area","8","","",""
"Very high transfer dependency","1987","Employed","Rural Area","5","","",""
"Complete transfer dependency","1987","Not Employed","Urban Area","62","0.0192287710735844","0.0142545832738772","0.0242029588732916"
"Complete transfer dependency","1987","Not Employed","Rural Area","12","","",""
"Complete transfer dependency","1987","Employed","Urban Area","","","",""
"Complete transfer dependency","1987","Employed","Rural Area","","","",""
"No transfer dependency","1988","Not Employed","Urban Area","1255","0.609989771959533","0.591793064013795","0.628186479905271"
"No transfer dependency","1988","Not Employed","Rural Area","331","0.607880944657116","0.571185523765154","0.644576365549078"
"No transfer dependency","1988","Employed","Urban Area","1909","0.496820321331595","0.482647707899978","0.510992934763211"
"No transfer dependency","1988","Employed","Rural Area","412","0.377313533680962","0.350485723328452","0.404141344033473"
"Very low transfer dependency","1988","Not Employed","Urban Area","1249","0.318488628045721","0.301107535638464","0.335869720452979"
"Very low transfer dependency","1988","Not Employed","Rural Area","283","0.311836141114811","0.277018223871701","0.34665405835792"
"Very low transfer dependency","1988","Employed","Urban Area","2717","0.473213051442849","0.459060505300159","0.487365597585538"
"Very low transfer dependency","1988","Employed","Rural Area","788","0.57934404749904","0.552020875454149","0.606667219543931"
"Low transfer dependency","1988","Not Employed","Urban Area","113","0.0268094571802005","0.0207833548761471","0.0328355594842539"
"Low transfer dependency","1988","Not Employed","Rural Area","31","0.0336832857518079","0.0201232571600523","0.0472433143435635"
"Low transfer dependency","1988","Employed","Urban Area","121","0.02319440770515","0.0189277831228445","0.0274610322874556"
"Low transfer dependency","1988","Employed","Rural Area","38","0.0293551539426319","0.0200124695022245","0.0386978383830392"
"High transfer dependency","1988","Not Employed","Urban Area","40","0.0121306211113793","0.00804662959796857","0.01621461262479"
"High transfer dependency","1988","Not Employed","Rural Area","11","","",""
"High transfer dependency","1988","Employed","Urban Area","24","","",""
"High transfer dependency","1988","Employed","Rural Area","10","","",""
"Very high transfer dependency","1988","Not Employed","Urban Area","46","0.014815085776743","0.0103079098332229","0.019322261720263"
"Very high transfer dependency","1988","Not Employed","Rural Area","14","","",""
"Very high transfer dependency","1988","Employed","Urban Area","10","","",""
"Very high transfer dependency","1988","Employed","Rural Area","6","","",""
"Complete transfer dependency","1988","Not Employed","Urban Area","57","0.0177664359264232","0.0128380910405204","0.0226947808123259"
"Complete transfer dependency","1988","Not Employed","Rural Area","10","","",""
"Complete transfer dependency","1988","Employed","Urban Area","","","",""
"Complete transfer dependency","1988","Employed","Rural Area","","","",""
"No transfer dependency","1989","Not Employed","Urban Area","1203","0.607353939496294","0.588782070809786","0.625925808182803"
"No transfer dependency","1989","Not Employed","Rural Area","321","0.603627418502877","0.56616776785105","0.641087069154703"
"No transfer dependency","1989","Employed","Urban Area","1960","0.506948074643035","0.492674674546029","0.52122147474004"
"No transfer dependency","1989","Employed","Rural Area","385","0.372738189015057","0.344888510865582","0.400587867164531"
"Very low transfer dependency","1989","Not Employed","Urban Area","1193","0.316638160694506","0.298947622552944","0.334328698836067"
"Very low transfer dependency","1989","Not Employed","Rural Area","272","0.316449182848558","0.280831567970775","0.352066797726341"
"Very low transfer dependency","1989","Employed","Urban Area","2588","0.46282002362667","0.448584765416856","0.477055281836483"
"Very low transfer dependency","1989","Employed","Rural Area","731","0.586109222292823","0.557741402226072","0.614477042359575"
"Low transfer dependency","1989","Not Employed","Urban Area","117","0.0284597464420814","0.0221359196157015","0.0347835732684613"
"Low transfer dependency","1989","Not Employed","Rural Area","20","","",""
"Low transfer dependency","1989","Employed","Urban Area","124","0.0214282951895641","0.0172941139830132","0.025562476396115"
"Low transfer dependency","1989","Employed","Rural Area","29","","",""
"High transfer dependency","1989","Not Employed","Urban Area","51","0.0149171906238101","0.0103070524135006","0.0195273288341195"
"High transfer dependency","1989","Not Employed","Rural Area","7","","",""
"High transfer dependency","1989","Employed","Urban Area","33","0.00788994953723063","0.00536404805051598","0.0104158510239453"
"High transfer dependency","1989","Employed","Rural Area","11","","",""
"Very high transfer dependency","1989","Not Employed","Urban Area","32","0.0114408184871171","0.00739632686238731","0.0154853101118468"
"Very high transfer dependency","1989","Not Employed","Rural Area","14","","",""
"Very high transfer dependency","1989","Employed","Urban Area","8","","",""
"Very high transfer dependency","1989","Employed","Rural Area","2","","",""
"Complete transfer dependency","1989","Not Employed","Urban Area","60","0.0211901442561915","0.0157130504502263","0.0266672380621567"
"Complete transfer dependency","1989","Not Employed","Rural Area","21","","",""
"Complete transfer dependency","1989","Employed","Urban Area","","","",""
"Complete transfer dependency","1989","Employed","Rural Area","","","",""
"No transfer dependency","1990","Not Employed","Urban Area","1239","0.624344163113088","0.60554731208976","0.643141014136417"
"No transfer dependency","1990","Not Employed","Rural Area","329","0.606027920751759","0.568201250359117","0.643854591144401"
"No transfer dependency","1990","Employed","Urban Area","1968","0.519555390960028","0.505014298518715","0.534096483401341"
"No transfer dependency","1990","Employed","Rural Area","441","0.429482040780639","0.401081943539517","0.457882138021761"
"Very low transfer dependency","1990","Not Employed","Urban Area","1096","0.311640533493081","0.293663724042672","0.32961734294349"
"Very low transfer dependency","1990","Not Employed","Rural Area","260","0.319206170748855","0.283118195124402","0.355294146373308"
"Very low transfer dependency","1990","Employed","Urban Area","2422","0.450985820831557","0.436503683228393","0.465467958434721"
"Very low transfer dependency","1990","Employed","Rural Area","692","0.538113676786674","0.509510305107273","0.566717048466074"
"Low transfer dependency","1990","Not Employed","Urban Area","95","0.0241059903996658","0.0181529090606248","0.0300590717387068"
"Low transfer dependency","1990","Not Employed","Rural Area","29","","",""
"Low transfer dependency","1990","Employed","Urban Area","95","0.0176645765619586","0.0138306749493516","0.0214984781745656"
"Low transfer dependency","1990","Employed","Rural Area","28","","",""
"High transfer dependency","1990","Not Employed","Urban Area","47","0.0132822210129885","0.00883887812240281","0.0177255639035741"
"High transfer dependency","1990","Not Employed","Rural Area","7","","",""
"High transfer dependency","1990","Employed","Urban Area","39","0.00927506968553164","0.00648513149562651","0.0120650078754368"
"High transfer dependency","1990","Employed","Rural Area","6","","",""
"Very high transfer dependency","1990","Not Employed","Urban Area","32","0.0116858157305193","0.00751467318379041","0.0158569582772482"
"Very high transfer dependency","1990","Not Employed","Rural Area","4","","",""
"Very high transfer dependency","1990","Employed","Urban Area","11","","",""
"Very high transfer dependency","1990","Employed","Rural Area","","","",""
"Complete transfer dependency","1990","Not Employed","Urban Area","41","0.0149412762506572","0.0102325557837847","0.0196499967175296"
"Complete transfer dependency","1990","Not Employed","Rural Area","12","","",""
"Complete transfer dependency","1990","Employed","Urban Area","","","",""
"Complete transfer dependency","1990","Employed","Rural Area","","","",""
"No transfer dependency","1991","Not Employed","Urban Area","1243","0.64641956141682","0.627538898212615","0.665300224621024"
"No transfer dependency","1991","Not Employed","Rural Area","334","0.611357620142175","0.573999762728075","0.648715477556275"
"No transfer dependency","1991","Employed","Urban Area","2026","0.530495242302695","0.515897500898812","0.545092983706579"
"No transfer dependency","1991","Employed","Rural Area","478","0.441574599309855","0.413325321112589","0.469823877507121"
"Very low transfer dependency","1991","Not Employed","Urban Area","996","0.280288412079141","0.262550695785053","0.298026128373229"
"Very low transfer dependency","1991","Not Employed","Rural Area","257","0.310198067192481","0.274746048955443","0.34565008542952"
"Very low transfer dependency","1991","Employed","Urban Area","2319","0.440901009546039","0.426378561844072","0.455423457248005"
"Very low transfer dependency","1991","Employed","Rural Area","671","0.528545001940599","0.500147258003072","0.556942745878126"
"Low transfer dependency","1991","Not Employed","Urban Area","116","0.0349780456361146","0.0277222966139723","0.0422337946582568"
"Low transfer dependency","1991","Not Employed","Rural Area","25","","",""
"Low transfer dependency","1991","Employed","Urban Area","108","0.0211038261645657","0.0168997184327605","0.025307933896371"
"Low transfer dependency","1991","Employed","Rural Area","31","0.0219947814656761","0.0136511878472484","0.0303383750841038"
"High transfer dependency","1991","Not Employed","Urban Area","41","0.0126958053295735","0.00827428624938127","0.0171173244097657"
"High transfer dependency","1991","Not Employed","Rural Area","15","","",""
"High transfer dependency","1991","Employed","Urban Area","29","","",""
"High transfer dependency","1991","Employed","Rural Area","6","","",""
"Very high transfer dependency","1991","Not Employed","Urban Area","23","","",""
"Very high transfer dependency","1991","Not Employed","Rural Area","9","","",""
"Very high transfer dependency","1991","Employed","Urban Area","8","","",""
"Very high transfer dependency","1991","Employed","Rural Area","1","","",""
"Complete transfer dependency","1991","Not Employed","Urban Area","44","0.0159264478443289","0.0109823264345185","0.0208705692541393"
"Complete transfer dependency","1991","Not Employed","Rural Area","14","","",""
"Complete transfer dependency","1991","Employed","Urban Area","","","",""
"Complete transfer dependency","1991","Employed","Rural Area","","","",""
"No transfer dependency","1992","Not Employed","Urban Area","1364","0.625184593171262","0.607012790344113","0.64335639599841"
"No transfer dependency","1992","Not Employed","Rural Area","621","0.602444245863218","0.575507451154679","0.629381040571758"
"No transfer dependency","1992","Employed","Urban Area","2343","0.509367608179369","0.496111187997754","0.522624028360984"
"No transfer dependency","1992","Employed","Rural Area","814","0.361032935155509","0.343653699025139","0.378412171285879"
"Very low transfer dependency","1992","Not Employed","Urban Area","1078","0.301908035374763","0.284674323777134","0.319141746972392"
"Very low transfer dependency","1992","Not Employed","Rural Area","487","0.305489815096909","0.280137002772074","0.330842627421744"
"Very low transfer dependency","1992","Employed","Urban Area","2874","0.454781276775703","0.441576861942683","0.467985691608722"
"Very low transfer dependency","1992","Employed","Rural Area","1876","0.568925395182778","0.551006059071649","0.586844731293908"
"Low transfer dependency","1992","Not Employed","Urban Area","144","0.0280261170932075","0.0218303664718166","0.0342218677145985"
"Low transfer dependency","1992","Not Employed","Rural Area","100","0.0449309661566563","0.0335290268463428","0.0563329054669698"
"Low transfer dependency","1992","Employed","Urban Area","183","0.0252859568007513","0.0211229147453447","0.0294489988561579"
"Low transfer dependency","1992","Employed","Rural Area","207","0.0564980594007895","0.0481438337682564","0.0648522850333225"
"High transfer dependency","1992","Not Employed","Urban Area","56","0.0147265131754908","0.0102046904874516","0.0192483358635301"
"High transfer dependency","1992","Not Employed","Rural Area","31","0.0214226367623206","0.0134532939514953","0.0293919795731458"
"High transfer dependency","1992","Employed","Urban Area","50","0.00886534011783894","0.00637965264533671","0.0113510275903412"
"High transfer dependency","1992","Employed","Rural Area","29","","",""
"Very high transfer dependency","1992","Not Employed","Urban Area","37","0.0132430256050674","0.00895177500680547","0.0175342762033293"
"Very high transfer dependency","1992","Not Employed","Rural Area","22","","",""
"Very high transfer dependency","1992","Employed","Urban Area","13","","",""
"Very high transfer dependency","1992","Employed","Rural Area","8","","",""
"Complete transfer dependency","1992","Not Employed","Urban Area","47","0.0169117155802094","0.0120713823815832","0.0217520487788356"
"Complete transfer dependency","1992","Not Employed","Rural Area","7","","",""
"Complete transfer dependency","1992","Employed","Urban Area","","","",""
"Complete transfer dependency","1992","Employed","Rural Area","","","",""
"No transfer dependency","1993","Not Employed","Urban Area","1408","0.613930076004768","0.596143385996719","0.631716766012817"
"No transfer dependency","1993","Not Employed","Rural Area","664","0.577630657799096","0.552110167993431","0.603151147604762"
"No transfer dependency","1993","Employed","Urban Area","2298","0.497460012226362","0.484254509071434","0.510665515381289"
"No transfer dependency","1993","Employed","Rural Area","808","0.382070609130952","0.364118011964089","0.400023206297814"
"Very low transfer dependency","1993","Not Employed","Urban Area","1119","0.299184284200822","0.282455129364264","0.31591343903738"
"Very low transfer dependency","1993","Not Employed","Rural Area","523","0.302150706798413","0.278425482727009","0.325875930869817"
"Very low transfer dependency","1993","Employed","Urban Area","2925","0.463444152634816","0.45027382065111","0.476614484618523"
"Very low transfer dependency","1993","Employed","Rural Area","1720","0.533273859367369","0.514841019294529","0.551706699440208"
"Low transfer dependency","1993","Not Employed","Urban Area","180","0.0385130264016801","0.0314826557503254","0.0455433970530348"
"Low transfer dependency","1993","Not Employed","Rural Area","171","0.0683423234248496","0.0553049307251794","0.0813797161245199"
"Low transfer dependency","1993","Employed","Urban Area","207","0.0275155588227596","0.0231951877219887","0.0318359299235304"
"Low transfer dependency","1993","Employed","Rural Area","226","0.0637547544940919","0.0547278853687749","0.0727816236194089"
"High transfer dependency","1993","Not Employed","Urban Area","68","0.0152714654210097","0.0107912250600973","0.0197517057819221"
"High transfer dependency","1993","Not Employed","Rural Area","41","0.0237706656120287","0.0158999487023761","0.0316413825216812"
"High transfer dependency","1993","Employed","Urban Area","59","0.009822105058075","0.00721745457533448","0.0124267555408155"
"High transfer dependency","1993","Employed","Rural Area","44","0.0152449057676971","0.010717884501424","0.0197719270339702"
"Very high transfer dependency","1993","Not Employed","Urban Area","62","0.01793197440493","0.0130836961505821","0.0227802526592778"
"Very high transfer dependency","1993","Not Employed","Rural Area","24","","",""
"Very high transfer dependency","1993","Employed","Urban Area","18","","",""
"Very high transfer dependency","1993","Employed","Rural Area","16","","",""
"Complete transfer dependency","1993","Not Employed","Urban Area","41","0.0151691735667903","0.010703731353777","0.0196346157798036"
"Complete transfer dependency","1993","Not Employed","Rural Area","16","","",""
"Complete transfer dependency","1993","Employed","Urban Area","","","",""
"Complete transfer dependency","1993","Employed","Rural Area","","","",""
"No transfer dependency","1994","Not Employed","Urban Area","1448","0.610563316967897","0.593052894583727","0.628073739352067"
"No transfer dependency","1994","Not Employed","Rural Area","733","0.612541305886412","0.587586284413671","0.637496327359152"
"No transfer dependency","1994","Employed","Urban Area","2214","0.504010897979061","0.490533704397871","0.517488091560251"
"No transfer dependency","1994","Employed","Rural Area","817","0.368016344208812","0.349825507066272","0.386207181351353"
"Very low transfer dependency","1994","Not Employed","Urban Area","1121","0.291398031272422","0.275080392178931","0.307715670365914"
"Very low transfer dependency","1994","Not Employed","Rural Area","497","0.274434871111661","0.251577019932442","0.297292722290879"
"Very low transfer dependency","1994","Employed","Urban Area","2761","0.448959468612876","0.435552247384457","0.462366689841296"
"Very low transfer dependency","1994","Employed","Rural Area","1630","0.546034163909556","0.527254504899772","0.56481382291934"
"Low transfer dependency","1994","Not Employed","Urban Area","216","0.0408586853609102","0.0337498847514056","0.0479674859704147"
"Low transfer dependency","1994","Not Employed","Rural Area","137","0.0573061170077467","0.0454001852685596","0.0692120487469338"
"Low transfer dependency","1994","Employed","Urban Area","234","0.0328353328283605","0.0280317602342574","0.0376389054224636"
"Low transfer dependency","1994","Employed","Rural Area","190","0.0572938769779243","0.0485277354398195","0.066060018516029"
"High transfer dependency","1994","Not Employed","Urban Area","83","0.0204619600995438","0.0153780588134532","0.0255458613856345"
"High transfer dependency","1994","Not Employed","Rural Area","43","0.0218076667600194","0.0143260702759693","0.0292892632440694"
"High transfer dependency","1994","Employed","Urban Area","57","0.0102483277236906","0.00753355760438925","0.012963097842992"
"High transfer dependency","1994","Employed","Rural Area","46","0.0185627067825414","0.0134715304448173","0.0236538831202656"
"Very high transfer dependency","1994","Not Employed","Urban Area","55","0.0180858529521831","0.0133004435806418","0.0228712623237243"
"Very high transfer dependency","1994","Not Employed","Rural Area","34","0.0197395270140941","0.0126140052779467","0.0268650487502416"
"Very high transfer dependency","1994","Employed","Urban Area","21","","",""
"Very high transfer dependency","1994","Employed","Rural Area","17","","",""
"Complete transfer dependency","1994","Not Employed","Urban Area","56","0.018632153347043","0.0137763590945883","0.0234879475994977"
"Complete transfer dependency","1994","Not Employed","Rural Area","20","","",""
"Complete transfer dependency","1994","Employed","Urban Area","","","",""
"Complete transfer dependency","1994","Employed","Rural Area","","","",""
"No transfer dependency","1995","Not Employed","Urban Area","1517","0.617044168190693","0.600057773864879","0.634030562516506"
"No transfer dependency","1995","Not Employed","Rural Area","753","0.607958663646368","0.58341557288886","0.632501754403876"
"No transfer dependency","1995","Employed","Urban Area","2255","0.505363557600441","0.491994995854681","0.518732119346201"
"No transfer dependency","1995","Employed","Rural Area","880","0.383294066113299","0.365227540557538","0.401360591669061"
"Very low transfer dependency","1995","Not Employed","Urban Area","1163","0.268937177459172","0.253442893796076","0.284431461122269"
"Very low transfer dependency","1995","Not Employed","Rural Area","478","0.248053249299489","0.226341625729211","0.269764872869767"
"Very low transfer dependency","1995","Employed","Urban Area","2820","0.447709232082371","0.434413214292591","0.46100524987215"
"Very low transfer dependency","1995","Employed","Rural Area","1639","0.533579544959436","0.515041757074787","0.552117332844084"
"Low transfer dependency","1995","Not Employed","Urban Area","187","0.0353641910433474","0.0289101416358899","0.041818240450805"
"Low transfer dependency","1995","Not Employed","Rural Area","162","0.068128620821507","0.0554617575606047","0.0807954840824093"
"Low transfer dependency","1995","Employed","Urban Area","222","0.0336183553486638","0.0287988525295447","0.0384378581677828"
"Low transfer dependency","1995","Employed","Rural Area","196","0.0624346431687949","0.0534441581636284","0.0714251281739613"
"High transfer dependency","1995","Not Employed","Urban Area","92","0.0227694189615529","0.0175569530165554","0.0279818849065505"
"High transfer dependency","1995","Not Employed","Rural Area","53","0.0250064616802475","0.0171567575390461","0.032856165821449"
"High transfer dependency","1995","Employed","Urban Area","55","0.0105721088563747","0.0078373907999496","0.0133068269127999"
"High transfer dependency","1995","Employed","Rural Area","48","0.0132880116578429","0.00903305901466323","0.0175429643010227"
"Very high transfer dependency","1995","Not Employed","Urban Area","91","0.0243286340258313","0.0189449523359998","0.0297123157156628"
"Very high transfer dependency","1995","Not Employed","Rural Area","48","0.0285535880429459","0.0201808777163196","0.0369262983695722"
"Very high transfer dependency","1995","Employed","Urban Area","21","","",""
"Very high transfer dependency","1995","Employed","Rural Area","19","","",""
"Complete transfer dependency","1995","Not Employed","Urban Area","96","0.0315564103194036","0.0254476977139635","0.0376651229248437"
"Complete transfer dependency","1995","Not Employed","Rural Area","26","","",""
"Complete transfer dependency","1995","Employed","Urban Area","","","",""
"Complete transfer dependency","1995","Employed","Rural Area","","","",""
"No transfer dependency","1996","Not Employed","Urban Area","1407","0.601074359851559","0.583618586512302","0.618530133190816"
"No transfer dependency","1996","Not Employed","Rural Area","681","0.586291508917491","0.561217255621138","0.611365762213845"
"No transfer dependency","1996","Employed","Urban Area","2204","0.481041518112412","0.467651863329169","0.494431172895656"
"No transfer dependency","1996","Employed","Rural Area","846","0.359510696319486","0.341689069720145","0.377332322918828"
"Very low transfer dependency","1996","Not Employed","Urban Area","1115","0.272645699910914","0.256771152617207","0.28852024720462"
"Very low transfer dependency","1996","Not Employed","Rural Area","470","0.249910619140147","0.227867509896102","0.271953728384192"
"Very low transfer dependency","1996","Employed","Urban Area","2818","0.46812519167625","0.454753156543234","0.481497226809265"
"Very low transfer dependency","1996","Employed","Rural Area","1665","0.552969797101314","0.534504570990263","0.571435023212365"
"Low transfer dependency","1996","Not Employed","Urban Area","223","0.0486101006689297","0.04094405246385","0.0562761488740095"
"Low transfer dependency","1996","Not Employed","Rural Area","177","0.0823725257202457","0.0683750931337639","0.0963699583067276"
"Low transfer dependency","1996","Employed","Urban Area","229","0.0347114735824091","0.0298060457644706","0.0396169014003476"
"Low transfer dependency","1996","Employed","Rural Area","207","0.0671158890151202","0.0578227590045187","0.0764090190257216"
"High transfer dependency","1996","Not Employed","Urban Area","99","0.0264793874262647","0.0207559681735146","0.0322028066790149"
"High transfer dependency","1996","Not Employed","Rural Area","74","0.0355222426214722","0.0260985679333626","0.0449459173095818"
"High transfer dependency","1996","Employed","Urban Area","80","0.0141598010729957","0.0109935625418562","0.0173260396041353"
"High transfer dependency","1996","Employed","Rural Area","53","0.0146194611846788","0.0101618399364387","0.0190770824329189"
"Very high transfer dependency","1996","Not Employed","Urban Area","91","0.0209873720047662","0.0158775920940377","0.0260971519154947"
"Very high transfer dependency","1996","Not Employed","Rural Area","62","0.0331041915446801","0.0239955141438679","0.0422128689454923"
"Very high transfer dependency","1996","Employed","Urban Area","18","","",""
"Very high transfer dependency","1996","Employed","Rural Area","14","","",""
"Complete transfer dependency","1996","Not Employed","Urban Area","88","0.0302030801375668","0.0241021642830127","0.036303995992121"
"Complete transfer dependency","1996","Not Employed","Rural Area","18","","",""
"Complete transfer dependency","1996","Employed","Urban Area","","","",""
"Complete transfer dependency","1996","Employed","Rural Area","","","",""
"No transfer dependency","1997","Not Employed","Urban Area","1442","0.579537386256674","0.562205182407603","0.596869590105744"
"No transfer dependency","1997","Not Employed","Rural Area","677","0.56178702072031","0.536909053982047","0.586664987458572"
"No transfer dependency","1997","Employed","Urban Area","2051","0.444623381220691","0.431284061120689","0.457962701320693"
"No transfer dependency","1997","Employed","Rural Area","781","0.337859196079583","0.320178320454119","0.355540071705047"
"Very low transfer dependency","1997","Not Employed","Urban Area","1136","0.282008953497668","0.266209563144981","0.297808343850355"
"Very low transfer dependency","1997","Not Employed","Rural Area","501","0.25194242006263","0.230175119390676","0.273709720734584"
"Very low transfer dependency","1997","Employed","Urban Area","2859","0.489406160073494","0.475987280636692","0.502825039510296"
"Very low transfer dependency","1997","Employed","Rural Area","1658","0.550433271135226","0.531837673475192","0.56902886879526"
"Low transfer dependency","1997","Not Employed","Urban Area","261","0.0561621000890219","0.0480782222430989","0.064245977934945"
"Low transfer dependency","1997","Not Employed","Rural Area","184","0.0862302580367987","0.0721557039852231","0.100304812088374"
"Low transfer dependency","1997","Employed","Urban Area","315","0.0492170035228777","0.0434101344057626","0.0550238726399929"
"Low transfer dependency","1997","Employed","Rural Area","231","0.0779472932433246","0.0679256459480135","0.0879689405386356"
"High transfer dependency","1997","Not Employed","Urban Area","105","0.0261864091769785","0.0205794775903343","0.0317933407636227"
"High transfer dependency","1997","Not Employed","Rural Area","81","0.0466679630469156","0.0360920485632054","0.0572438775306258"
"High transfer dependency","1997","Employed","Urban Area","73","0.0124879968458254","0.00950700126978391","0.0154689924218669"
