"transab_cat","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1984","16-34 y.","college entrance qualification","7","","",""
"Very high transfer dependency","1984","16-34 y.","Other degree","1","","",""
"Very high transfer dependency","1984","16-34 y.","no degree/no degree yet","4","","",""
"Very high transfer dependency","1984","35-65 y.","lower secondary degree","11","","",""
"Very high transfer dependency","1984","35-65 y.","secondary school degree","1","","",""
"Very high transfer dependency","1984","35-65 y.","college entrance qualification","1","","",""
"Very high transfer dependency","1984","35-65 y.","Other degree","5","","",""
"Very high transfer dependency","1984","35-65 y.","no degree/no degree yet","10","","",""
"Very high transfer dependency","1984","66 and older","lower secondary degree","1","","",""
"Very high transfer dependency","1984","66 and older","secondary school degree","","","",""
"Very high transfer dependency","1984","66 and older","college entrance qualification","","","",""
"Very high transfer dependency","1984","66 and older","Other degree","","","",""
"Very high transfer dependency","1984","66 and older","no degree/no degree yet","","","",""
"Complete transfer dependency","1984","16-34 y.","lower secondary degree","38","0.02618563722856","0.0187188827421244","0.0336523917149955"
"Complete transfer dependency","1984","16-34 y.","secondary school degree","12","","",""
"Complete transfer dependency","1984","16-34 y.","college entrance qualification","17","","",""
"Complete transfer dependency","1984","16-34 y.","Other degree","9","","",""
"Complete transfer dependency","1984","16-34 y.","no degree/no degree yet","9","","",""
"Complete transfer dependency","1984","35-65 y.","lower secondary degree","39","0.0126927607103099","0.00881232064586671","0.0165732007747531"
"Complete transfer dependency","1984","35-65 y.","secondary school degree","3","","",""
"Complete transfer dependency","1984","35-65 y.","college entrance qualification","6","","",""
"Complete transfer dependency","1984","35-65 y.","Other degree","4","","",""
"Complete transfer dependency","1984","35-65 y.","no degree/no degree yet","13","","",""
"Complete transfer dependency","1984","66 and older","lower secondary degree","3","","",""
"Complete transfer dependency","1984","66 and older","secondary school degree","","","",""
"Complete transfer dependency","1984","66 and older","college entrance qualification","","","",""
"Complete transfer dependency","1984","66 and older","Other degree","1","","",""
"Complete transfer dependency","1984","66 and older","no degree/no degree yet","1","","",""
"No transfer dependency","1985","16-34 y.","lower secondary degree","401","0.296771857554829","0.274231849323227","0.319311865786431"
"No transfer dependency","1985","16-34 y.","secondary school degree","294","0.335693300991351","0.305568946664292","0.365817655318409"
"No transfer dependency","1985","16-34 y.","college entrance qualification","249","0.435505503718479","0.396158664252092","0.474852343184866"
"No transfer dependency","1985","16-34 y.","Other degree","86","0.247809556700652","0.204850458180034","0.29076865522127"
"No transfer dependency","1985","16-34 y.","no degree/no degree yet","47","0.124236474527136","0.0924629123732178","0.156010036681054"
"No transfer dependency","1985","35-65 y.","lower secondary degree","1253","0.468697895668988","0.450638245667558","0.486757545670418"
"No transfer dependency","1985","35-65 y.","secondary school degree","279","0.466696881642962","0.429061119452658","0.504332643833265"
"No transfer dependency","1985","35-65 y.","college entrance qualification","177","0.441421262384036","0.396337105020982","0.48650541974709"
"No transfer dependency","1985","35-65 y.","Other degree","187","0.278323851288702","0.246790972664878","0.309856729912526"
"No transfer dependency","1985","35-65 y.","no degree/no degree yet","150","0.266612153916332","0.231917495011982","0.301306812820681"
"No transfer dependency","1985","66 and older","lower secondary degree","718","0.881349659610464","0.859229659374875","0.903469659846053"
"No transfer dependency","1985","66 and older","secondary school degree","155","0.924897629936098","0.88504407149309","0.964751188379105"
"No transfer dependency","1985","66 and older","college entrance qualification","80","0.941420733400871","0.891201244040684","0.991640222761058"
"No transfer dependency","1985","66 and older","Other degree","6","","",""
"No transfer dependency","1985","66 and older","no degree/no degree yet","10","","",""
"Very low transfer dependency","1985","16-34 y.","lower secondary degree","1050","0.625654662914408","0.601776651892426","0.649532673936391"
"Very low transfer dependency","1985","16-34 y.","secondary school degree","596","0.616822068569839","0.585809174918478","0.6478349622212"
"Very low transfer dependency","1985","16-34 y.","college entrance qualification","299","0.470209641586987","0.43060181939267","0.509817463781305"
"Very low transfer dependency","1985","16-34 y.","Other degree","270","0.652510842251622","0.605130660361261","0.699891024141984"
"Very low transfer dependency","1985","16-34 y.","no degree/no degree yet","322","0.765016077727243","0.724174522072502","0.805857633381984"
"Very low transfer dependency","1985","35-65 y.","lower secondary degree","1527","0.475782843233483","0.457708935392898","0.493856751074068"
"Very low transfer dependency","1985","35-65 y.","secondary school degree","383","0.515662434591318","0.477961420757316","0.553363448425321"
"Very low transfer dependency","1985","35-65 y.","college entrance qualification","281","0.539048141790733","0.493790002539891","0.584306281041575"
"Very low transfer dependency","1985","35-65 y.","Other degree","520","0.627362736220268","0.593343878169353","0.661381594271182"
"Very low transfer dependency","1985","35-65 y.","no degree/no degree yet","418","0.634727465166839","0.596947813365525","0.672507116968153"
"Very low transfer dependency","1985","66 and older","lower secondary degree","83","0.0923511100989209","0.0725469461503267","0.112155274047515"
"Very low transfer dependency","1985","66 and older","secondary school degree","10","","",""
"Very low transfer dependency","1985","66 and older","college entrance qualification","4","","",""
"Very low transfer dependency","1985","66 and older","Other degree","","","",""
"Very low transfer dependency","1985","66 and older","no degree/no degree yet","4","","",""
"Low transfer dependency","1985","16-34 y.","lower secondary degree","71","0.0405210904895523","0.0307924339746889","0.0502497470044158"
"Low transfer dependency","1985","16-34 y.","secondary school degree","28","","",""
"Low transfer dependency","1985","16-34 y.","college entrance qualification","26","","",""
"Low transfer dependency","1985","16-34 y.","Other degree","17","","",""
"Low transfer dependency","1985","16-34 y.","no degree/no degree yet","25","","",""
"Low transfer dependency","1985","35-65 y.","lower secondary degree","78","0.0272179262939149","0.0213291188214963","0.0331067337663335"
"Low transfer dependency","1985","35-65 y.","secondary school degree","6","","",""
"Low transfer dependency","1985","35-65 y.","college entrance qualification","4","","",""
"Low transfer dependency","1985","35-65 y.","Other degree","44","0.0556433691716751","0.0395149442603328","0.0717717940830173"
"Low transfer dependency","1985","35-65 y.","no degree/no degree yet","36","0.067119146818431","0.0474859012076173","0.0867523924292447"
"Low transfer dependency","1985","66 and older","lower secondary degree","10","","",""
"Low transfer dependency","1985","66 and older","secondary school degree","","","",""
"Low transfer dependency","1985","66 and older","college entrance qualification","","","",""
"Low transfer dependency","1985","66 and older","Other degree","","","",""
"Low transfer dependency","1985","66 and older","no degree/no degree yet","1","","",""
"High transfer dependency","1985","16-34 y.","lower secondary degree","24","","",""
"High transfer dependency","1985","16-34 y.","secondary school degree","10","","",""
"High transfer dependency","1985","16-34 y.","college entrance qualification","23","","",""
"High transfer dependency","1985","16-34 y.","Other degree","8","","",""
"High transfer dependency","1985","16-34 y.","no degree/no degree yet","4","","",""
"High transfer dependency","1985","35-65 y.","lower secondary degree","26","","",""
"High transfer dependency","1985","35-65 y.","secondary school degree","1","","",""
"High transfer dependency","1985","35-65 y.","college entrance qualification","3","","",""
"High transfer dependency","1985","35-65 y.","Other degree","15","","",""
"High transfer dependency","1985","35-65 y.","no degree/no degree yet","8","","",""
"High transfer dependency","1985","66 and older","lower secondary degree","7","","",""
"High transfer dependency","1985","66 and older","secondary school degree","3","","",""
"High transfer dependency","1985","66 and older","college entrance qualification","","","",""
"High transfer dependency","1985","66 and older","Other degree","","","",""
"High transfer dependency","1985","66 and older","no degree/no degree yet","","","",""
"Very high transfer dependency","1985","16-34 y.","lower secondary degree","8","","",""
"Very high transfer dependency","1985","16-34 y.","secondary school degree","8","","",""
"Very high transfer dependency","1985","16-34 y.","college entrance qualification","11","","",""
"Very high transfer dependency","1985","16-34 y.","Other degree","2","","",""
"Very high transfer dependency","1985","16-34 y.","no degree/no degree yet","7","","",""
"Very high transfer dependency","1985","35-65 y.","lower secondary degree","23","","",""
"Very high transfer dependency","1985","35-65 y.","secondary school degree","2","","",""
"Very high transfer dependency","1985","35-65 y.","college entrance qualification","1","","",""
"Very high transfer dependency","1985","35-65 y.","Other degree","4","","",""
"Very high transfer dependency","1985","35-65 y.","no degree/no degree yet","2","","",""
"Very high transfer dependency","1985","66 and older","lower secondary degree","","","",""
"Very high transfer dependency","1985","66 and older","secondary school degree","","","",""
"Very high transfer dependency","1985","66 and older","college entrance qualification","","","",""
"Very high transfer dependency","1985","66 and older","Other degree","","","",""
"Very high transfer dependency","1985","66 and older","no degree/no degree yet","1","","",""
"Complete transfer dependency","1985","16-34 y.","lower secondary degree","24","","",""
"Complete transfer dependency","1985","16-34 y.","secondary school degree","8","","",""
"Complete transfer dependency","1985","16-34 y.","college entrance qualification","2","","",""
"Complete transfer dependency","1985","16-34 y.","Other degree","5","","",""
"Complete transfer dependency","1985","16-34 y.","no degree/no degree yet","9","","",""
"Complete transfer dependency","1985","35-65 y.","lower secondary degree","26","","",""
"Complete transfer dependency","1985","35-65 y.","secondary school degree","4","","",""
"Complete transfer dependency","1985","35-65 y.","college entrance qualification","","","",""
"Complete transfer dependency","1985","35-65 y.","Other degree","6","","",""
"Complete transfer dependency","1985","35-65 y.","no degree/no degree yet","10","","",""
"Complete transfer dependency","1985","66 and older","lower secondary degree","3","","",""
"Complete transfer dependency","1985","66 and older","secondary school degree","","","",""
"Complete transfer dependency","1985","66 and older","college entrance qualification","","","",""
"Complete transfer dependency","1985","66 and older","Other degree","1","","",""
"Complete transfer dependency","1985","66 and older","no degree/no degree yet","1","","",""
"No transfer dependency","1986","16-34 y.","lower secondary degree","459","0.335358470269601","0.31168647904886","0.359030461490342"
"No transfer dependency","1986","16-34 y.","secondary school degree","308","0.360676068058406","0.329510875397951","0.391841260718861"
"No transfer dependency","1986","16-34 y.","college entrance qualification","267","0.429047717067079","0.390881023622649","0.467214410511508"
"No transfer dependency","1986","16-34 y.","Other degree","66","0.226195298812736","0.18132775177572","0.271062845849752"
"No transfer dependency","1986","16-34 y.","no degree/no degree yet","44","0.138927544639969","0.104904994232475","0.172950095047464"
"No transfer dependency","1986","35-65 y.","lower secondary degree","1159","0.46716946839971","0.448399007075004","0.485939929724415"
"No transfer dependency","1986","35-65 y.","secondary school degree","268","0.460036168428237","0.422155678058222","0.497916658798252"
"No transfer dependency","1986","35-65 y.","college entrance qualification","167","0.423553852411992","0.378300678911402","0.468807025912581"
"No transfer dependency","1986","35-65 y.","Other degree","191","0.276412859227567","0.244721423457156","0.308104294997978"
"No transfer dependency","1986","35-65 y.","no degree/no degree yet","145","0.275414221797693","0.238900823650429","0.311927619944958"
"No transfer dependency","1986","66 and older","lower secondary degree","661","0.881074811266974","0.857985130280324","0.904164492253625"
"No transfer dependency","1986","66 and older","secondary school degree","152","0.913425660911663","0.870647191328344","0.956204130494982"
"No transfer dependency","1986","66 and older","college entrance qualification","82","0.964715052172878","0.925492766786283","1.00393733755947"
"No transfer dependency","1986","66 and older","Other degree","4","","",""
"No transfer dependency","1986","66 and older","no degree/no degree yet","13","","",""
"Very low transfer dependency","1986","16-34 y.","lower secondary degree","962","0.592004303757869","0.567362264969019","0.61664634254672"
"Very low transfer dependency","1986","16-34 y.","secondary school degree","551","0.585830966094222","0.553862216758276","0.617799715430168"
"Very low transfer dependency","1986","16-34 y.","college entrance qualification","323","0.470468116203283","0.431978552554218","0.508957679852348"
"Very low transfer dependency","1986","16-34 y.","Other degree","234","0.639179237233744","0.587676305979845","0.690682168487643"
"Very low transfer dependency","1986","16-34 y.","no degree/no degree yet","315","0.77188661076801","0.7306099097098","0.81316331182622"
"Very low transfer dependency","1986","35-65 y.","lower secondary degree","1410","0.472448233798385","0.453665758562075","0.491230709034694"
"Very low transfer dependency","1986","35-65 y.","secondary school degree","380","0.513681159709778","0.475693316710672","0.551669002708885"
"Very low transfer dependency","1986","35-65 y.","college entrance qualification","281","0.548165941923395","0.502587354812176","0.593744529034615"
"Very low transfer dependency","1986","35-65 y.","Other degree","526","0.655143828243525","0.621461298504596","0.688826357982454"
"Very low transfer dependency","1986","35-65 y.","no degree/no degree yet","365","0.618412035457752","0.578706553731117","0.658117517184387"
"Very low transfer dependency","1986","66 and older","lower secondary degree","83","0.102721231657819","0.0810657214631306","0.124376741852508"
"Very low transfer dependency","1986","66 and older","secondary school degree","11","","",""
"Very low transfer dependency","1986","66 and older","college entrance qualification","3","","",""
"Very low transfer dependency","1986","66 and older","Other degree","1","","",""
"Very low transfer dependency","1986","66 and older","no degree/no degree yet","5","","",""
"Low transfer dependency","1986","16-34 y.","lower secondary degree","56","0.0377498329778762","0.0281935736053049","0.0473060923504475"
"Low transfer dependency","1986","16-34 y.","secondary school degree","33","0.0305673620974448","0.0193951680266951","0.0417395561681944"
"Low transfer dependency","1986","16-34 y.","college entrance qualification","28","","",""
"Low transfer dependency","1986","16-34 y.","Other degree","20","","",""
"Low transfer dependency","1986","16-34 y.","no degree/no degree yet","20","","",""
"Low transfer dependency","1986","35-65 y.","lower secondary degree","77","0.0295172353978116","0.0231496478880038","0.0358848229076193"
"Low transfer dependency","1986","35-65 y.","secondary school degree","12","","",""
"Low transfer dependency","1986","35-65 y.","college entrance qualification","4","","",""
"Low transfer dependency","1986","35-65 y.","Other degree","22","","",""
"Low transfer dependency","1986","35-65 y.","no degree/no degree yet","39","0.0581858890107487","0.0390518963816845","0.0773198816398129"
"Low transfer dependency","1986","66 and older","lower secondary degree","4","","",""
"Low transfer dependency","1986","66 and older","secondary school degree","2","","",""
"Low transfer dependency","1986","66 and older","college entrance qualification","","","",""
"Low transfer dependency","1986","66 and older","Other degree","","","",""
"Low transfer dependency","1986","66 and older","no degree/no degree yet","2","","",""
"High transfer dependency","1986","16-34 y.","lower secondary degree","24","","",""
"High transfer dependency","1986","16-34 y.","secondary school degree","10","","",""
"High transfer dependency","1986","16-34 y.","college entrance qualification","7","","",""
"High transfer dependency","1986","16-34 y.","Other degree","7","","",""
"High transfer dependency","1986","16-34 y.","no degree/no degree yet","7","","",""
"High transfer dependency","1986","35-65 y.","lower secondary degree","27","","",""
"High transfer dependency","1986","35-65 y.","secondary school degree","2","","",""
"High transfer dependency","1986","35-65 y.","college entrance qualification","3","","",""
"High transfer dependency","1986","35-65 y.","Other degree","13","","",""
"High transfer dependency","1986","35-65 y.","no degree/no degree yet","12","","",""
"High transfer dependency","1986","66 and older","lower secondary degree","5","","",""
"High transfer dependency","1986","66 and older","secondary school degree","1","","",""
"High transfer dependency","1986","66 and older","college entrance qualification","","","",""
"High transfer dependency","1986","66 and older","Other degree","1","","",""
"High transfer dependency","1986","66 and older","no degree/no degree yet","1","","",""
"Very high transfer dependency","1986","16-34 y.","lower secondary degree","6","","",""
"Very high transfer dependency","1986","16-34 y.","secondary school degree","5","","",""
"Very high transfer dependency","1986","16-34 y.","college entrance qualification","15","","",""
"Very high transfer dependency","1986","16-34 y.","Other degree","1","","",""
"Very high transfer dependency","1986","16-34 y.","no degree/no degree yet","6","","",""
"Very high transfer dependency","1986","35-65 y.","lower secondary degree","15","","",""
"Very high transfer dependency","1986","35-65 y.","secondary school degree","3","","",""
"Very high transfer dependency","1986","35-65 y.","college entrance qualification","1","","",""
"Very high transfer dependency","1986","35-65 y.","Other degree","6","","",""
"Very high transfer dependency","1986","35-65 y.","no degree/no degree yet","8","","",""
"Very high transfer dependency","1986","66 and older","lower secondary degree","1","","",""
"Very high transfer dependency","1986","66 and older","secondary school degree","","","",""
"Very high transfer dependency","1986","66 and older","college entrance qualification","","","",""
"Very high transfer dependency","1986","66 and older","Other degree","","","",""
"Very high transfer dependency","1986","66 and older","no degree/no degree yet","","","",""
"Complete transfer dependency","1986","16-34 y.","lower secondary degree","21","","",""
"Complete transfer dependency","1986","16-34 y.","secondary school degree","5","","",""
"Complete transfer dependency","1986","16-34 y.","college entrance qualification","6","","",""
"Complete transfer dependency","1986","16-34 y.","Other degree","6","","",""
"Complete transfer dependency","1986","16-34 y.","no degree/no degree yet","5","","",""
"Complete transfer dependency","1986","35-65 y.","lower secondary degree","26","","",""
"Complete transfer dependency","1986","35-65 y.","secondary school degree","","","",""
"Complete transfer dependency","1986","35-65 y.","college entrance qualification","2","","",""
"Complete transfer dependency","1986","35-65 y.","Other degree","7","","",""
"Complete transfer dependency","1986","35-65 y.","no degree/no degree yet","6","","",""
"Complete transfer dependency","1986","66 and older","lower secondary degree","1","","",""
"Complete transfer dependency","1986","66 and older","secondary school degree","","","",""
"Complete transfer dependency","1986","66 and older","college entrance qualification","","","",""
"Complete transfer dependency","1986","66 and older","Other degree","","","",""
"Complete transfer dependency","1986","66 and older","no degree/no degree yet","","","",""
"No transfer dependency","1987","16-34 y.","lower secondary degree","459","0.363808367182093","0.339462077812935","0.38815465655125"
"No transfer dependency","1987","16-34 y.","secondary school degree","315","0.376726585261365","0.345465814881012","0.407987355641717"
"No transfer dependency","1987","16-34 y.","college entrance qualification","258","0.436342629361623","0.397399980827374","0.475285277895872"
"No transfer dependency","1987","16-34 y.","Other degree","42","0.164949249617314","0.12370157175464","0.206196927479987"
"No transfer dependency","1987","16-34 y.","no degree/no degree yet","39","0.130909303978198","0.0964939124123881","0.165324695544007"
"No transfer dependency","1987","35-65 y.","lower secondary degree","1186","0.492039527879635","0.472900074236983","0.511178981522286"
"No transfer dependency","1987","35-65 y.","secondary school degree","255","0.475746308781968","0.436276138929552","0.515216478634384"
"No transfer dependency","1987","35-65 y.","college entrance qualification","168","0.429246632935845","0.383766672062134","0.474726593809556"
"No transfer dependency","1987","35-65 y.","Other degree","188","0.269248266244361","0.23819899262051","0.300297539868211"
"No transfer dependency","1987","35-65 y.","no degree/no degree yet","149","0.286407218869979","0.249228781925671","0.323585655814286"
"No transfer dependency","1987","66 and older","lower secondary degree","679","0.870739885887218","0.847315863790325","0.894163907984111"
"No transfer dependency","1987","66 and older","secondary school degree","155","0.917936402472139","0.876678684510457","0.959194120433821"
"No transfer dependency","1987","66 and older","college entrance qualification","84","0.918916380540418","0.862522575793125","0.975310185287711"
"No transfer dependency","1987","66 and older","Other degree","4","","",""
"No transfer dependency","1987","66 and older","no degree/no degree yet","11","","",""
"Very low transfer dependency","1987","16-34 y.","lower secondary degree","923","0.559414359402306","0.534290610987658","0.584538107816955"
"Very low transfer dependency","1987","16-34 y.","secondary school degree","560","0.578077586922851","0.546216792210309","0.609938381635392"
"Very low transfer dependency","1987","16-34 y.","college entrance qualification","316","0.475135164034816","0.435921593059845","0.514348735009787"
"Very low transfer dependency","1987","16-34 y.","Other degree","246","0.732779814442353","0.6835997293444","0.781959899540305"
"Very low transfer dependency","1987","16-34 y.","no degree/no degree yet","294","0.762056821190433","0.71860927886404","0.805504363516826"
"Very low transfer dependency","1987","35-65 y.","lower secondary degree","1290","0.446612280981443","0.427579832206774","0.465644729756113"
"Very low transfer dependency","1987","35-65 y.","secondary school degree","341","0.492215663355091","0.452703764796658","0.531727561913523"
"Very low transfer dependency","1987","35-65 y.","college entrance qualification","273","0.53625358137002","0.490432241969926","0.582074920770115"
"Very low transfer dependency","1987","35-65 y.","Other degree","546","0.665405472283288","0.632376682515984","0.698434262050592"
"Very low transfer dependency","1987","35-65 y.","no degree/no degree yet","366","0.627760238790056","0.58800611314208","0.667514364438033"
"Very low transfer dependency","1987","66 and older","lower secondary degree","94","0.106088556646608","0.0845871684053062","0.12758994488791"
"Very low transfer dependency","1987","66 and older","secondary school degree","14","","",""
"Very low transfer dependency","1987","66 and older","college entrance qualification","5","","",""
"Very low transfer dependency","1987","66 and older","Other degree","3","","",""
"Very low transfer dependency","1987","66 and older","no degree/no degree yet","7","","",""
"Low transfer dependency","1987","16-34 y.","lower secondary degree","83","0.0523204479116443","0.0410518743752161","0.0635890214480724"
"Low transfer dependency","1987","16-34 y.","secondary school degree","25","","",""
"Low transfer dependency","1987","16-34 y.","college entrance qualification","26","","",""
"Low transfer dependency","1987","16-34 y.","Other degree","13","","",""
"Low transfer dependency","1987","16-34 y.","no degree/no degree yet","18","","",""
"Low transfer dependency","1987","35-65 y.","lower secondary degree","76","0.0297033848149295","0.0232040365427696","0.0362027330870894"
"Low transfer dependency","1987","35-65 y.","secondary school degree","13","","",""
"Low transfer dependency","1987","35-65 y.","college entrance qualification","10","","",""
"Low transfer dependency","1987","35-65 y.","Other degree","26","","",""
"Low transfer dependency","1987","35-65 y.","no degree/no degree yet","27","","",""
"Low transfer dependency","1987","66 and older","lower secondary degree","12","","",""
"Low transfer dependency","1987","66 and older","secondary school degree","1","","",""
"Low transfer dependency","1987","66 and older","college entrance qualification","","","",""
"Low transfer dependency","1987","66 and older","Other degree","","","",""
"Low transfer dependency","1987","66 and older","no degree/no degree yet","1","","",""
"High transfer dependency","1987","16-34 y.","lower secondary degree","14","","",""
"High transfer dependency","1987","16-34 y.","secondary school degree","10","","",""
"High transfer dependency","1987","16-34 y.","college entrance qualification","8","","",""
"High transfer dependency","1987","16-34 y.","Other degree","5","","",""
"High transfer dependency","1987","16-34 y.","no degree/no degree yet","9","","",""
"High transfer dependency","1987","35-65 y.","lower secondary degree","27","","",""
"High transfer dependency","1987","35-65 y.","secondary school degree","4","","",""
"High transfer dependency","1987","35-65 y.","college entrance qualification","2","","",""
"High transfer dependency","1987","35-65 y.","Other degree","13","","",""
"High transfer dependency","1987","35-65 y.","no degree/no degree yet","13","","",""
"High transfer dependency","1987","66 and older","lower secondary degree","2","","",""
"High transfer dependency","1987","66 and older","secondary school degree","","","",""
"High transfer dependency","1987","66 and older","college entrance qualification","","","",""
"High transfer dependency","1987","66 and older","Other degree","1","","",""
"High transfer dependency","1987","66 and older","no degree/no degree yet","1","","",""
"Very high transfer dependency","1987","16-34 y.","lower secondary degree","6","","",""
"Very high transfer dependency","1987","16-34 y.","secondary school degree","9","","",""
"Very high transfer dependency","1987","16-34 y.","college entrance qualification","11","","",""
"Very high transfer dependency","1987","16-34 y.","Other degree","2","","",""
"Very high transfer dependency","1987","16-34 y.","no degree/no degree yet","4","","",""
"Very high transfer dependency","1987","35-65 y.","lower secondary degree","22","","",""
"Very high transfer dependency","1987","35-65 y.","secondary school degree","","","",""
"Very high transfer dependency","1987","35-65 y.","college entrance qualification","1","","",""
"Very high transfer dependency","1987","35-65 y.","Other degree","4","","",""
"Very high transfer dependency","1987","35-65 y.","no degree/no degree yet","4","","",""
"Very high transfer dependency","1987","66 and older","lower secondary degree","","","",""
"Very high transfer dependency","1987","66 and older","secondary school degree","","","",""
"Very high transfer dependency","1987","66 and older","college entrance qualification","","","",""
"Very high transfer dependency","1987","66 and older","Other degree","","","",""
"Very high transfer dependency","1987","66 and older","no degree/no degree yet","","","",""
"Complete transfer dependency","1987","16-34 y.","lower secondary degree","15","","",""
"Complete transfer dependency","1987","16-34 y.","secondary school degree","4","","",""
"Complete transfer dependency","1987","16-34 y.","college entrance qualification","4","","",""
