"transab_cat","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1984","no migration background","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","1984","no migration background","(2a) intermediate vocational","2","","",""
"Very high transfer dependency","1984","no migration background","(2c_gen) general maturity certificate","2","","",""
"Very high transfer dependency","1984","no migration background","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1984","no migration background","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1984","no migration background","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1984","direct migration background","(0) in school","1","","",""
"Very high transfer dependency","1984","direct migration background","(1a) inadequately completed","11","","",""
"Very high transfer dependency","1984","direct migration background","(1b) general elementary school","2","","",""
"Very high transfer dependency","1984","direct migration background","(1c) basic vocational qualification","6","","",""
"Very high transfer dependency","1984","direct migration background","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1984","direct migration background","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1984","direct migration background","(2c_gen) general maturity certificate","4","","",""
"Very high transfer dependency","1984","direct migration background","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","1984","direct migration background","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1984","direct migration background","(3b) higher tertiary education","2","","",""
"Very high transfer dependency","1984","indirect migration background","(0) in school","","","",""
"Very high transfer dependency","1984","indirect migration background","(1a) inadequately completed","","","",""
"Very high transfer dependency","1984","indirect migration background","(1b) general elementary school","3","","",""
"Very high transfer dependency","1984","indirect migration background","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1984","indirect migration background","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1984","indirect migration background","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1984","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1984","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1984","indirect migration background","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1984","indirect migration background","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1984","no migration background","(0) in school","","","",""
"Complete transfer dependency","1984","no migration background","(1a) inadequately completed","2","","",""
"Complete transfer dependency","1984","no migration background","(1b) general elementary school","32","0.0163278412219613","0.010611256160615","0.0220444262833077"
"Complete transfer dependency","1984","no migration background","(1c) basic vocational qualification","37","0.0112412648751273","0.00769230573623418","0.0147902240140204"
"Complete transfer dependency","1984","no migration background","(2b) intermediate general qualification","4","","",""
"Complete transfer dependency","1984","no migration background","(2a) intermediate vocational","8","","",""
"Complete transfer dependency","1984","no migration background","(2c_gen) general maturity certificate","10","","",""
"Complete transfer dependency","1984","no migration background","(2c_voc) vocational maturity certificate","6","","",""
"Complete transfer dependency","1984","no migration background","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","1984","no migration background","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1984","direct migration background","(0) in school","","","",""
"Complete transfer dependency","1984","direct migration background","(1a) inadequately completed","21","","",""
"Complete transfer dependency","1984","direct migration background","(1b) general elementary school","16","","",""
"Complete transfer dependency","1984","direct migration background","(1c) basic vocational qualification","7","","",""
"Complete transfer dependency","1984","direct migration background","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1984","direct migration background","(2a) intermediate vocational","3","","",""
"Complete transfer dependency","1984","direct migration background","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1984","direct migration background","(2c_voc) vocational maturity certificate","3","","",""
"Complete transfer dependency","1984","direct migration background","(3a) lower tertiary education","4","","",""
"Complete transfer dependency","1984","direct migration background","(3b) higher tertiary education","1","","",""
"Complete transfer dependency","1984","indirect migration background","(0) in school","","","",""
"Complete transfer dependency","1984","indirect migration background","(1a) inadequately completed","","","",""
"Complete transfer dependency","1984","indirect migration background","(1b) general elementary school","","","",""
"Complete transfer dependency","1984","indirect migration background","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1984","indirect migration background","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1984","indirect migration background","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1984","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1984","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1984","indirect migration background","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1984","indirect migration background","(3b) higher tertiary education","","","",""
"No transfer dependency","1985","no migration background","(0) in school","8","","",""
"No transfer dependency","1985","no migration background","(1a) inadequately completed","27","","",""
"No transfer dependency","1985","no migration background","(1b) general elementary school","812","0.549772397694827","0.525846359095313","0.573698436294342"
"No transfer dependency","1985","no migration background","(1c) basic vocational qualification","1367","0.507929672251093","0.490222024316981","0.525637320185205"
"No transfer dependency","1985","no migration background","(2b) intermediate general qualification","100","0.301247757095602","0.25523906071221","0.347256453478995"
"No transfer dependency","1985","no migration background","(2a) intermediate vocational","555","0.530912851880475","0.502463148731093","0.559362555029856"
"No transfer dependency","1985","no migration background","(2c_gen) general maturity certificate","75","0.323860942886556","0.26514575193124","0.382576133841871"
"No transfer dependency","1985","no migration background","(2c_voc) vocational maturity certificate","151","0.60346302928377","0.545541504499993","0.661384554067547"
"No transfer dependency","1985","no migration background","(3a) lower tertiary education","111","0.575611783619054","0.509392008630796","0.641831558607312"
"No transfer dependency","1985","no migration background","(3b) higher tertiary education","178","0.518933177521118","0.469660295518672","0.568206059523564"
"No transfer dependency","1985","direct migration background","(0) in school","","","",""
"No transfer dependency","1985","direct migration background","(1a) inadequately completed","170","0.237498379878879","0.207991355707284","0.267005404050473"
"No transfer dependency","1985","direct migration background","(1b) general elementary school","202","0.40806543533681","0.37492780173486","0.441203068938759"
"No transfer dependency","1985","direct migration background","(1c) basic vocational qualification","176","0.392620804440244","0.353868299187511","0.431373309692977"
"No transfer dependency","1985","direct migration background","(2b) intermediate general qualification","9","","",""
"No transfer dependency","1985","direct migration background","(2a) intermediate vocational","33","0.472215987940563","0.364815191128176","0.579616784752951"
"No transfer dependency","1985","direct migration background","(2c_gen) general maturity certificate","25","","",""
"No transfer dependency","1985","direct migration background","(2c_voc) vocational maturity certificate","29","","",""
"No transfer dependency","1985","direct migration background","(3a) lower tertiary education","6","","",""
"No transfer dependency","1985","direct migration background","(3b) higher tertiary education","27","","",""
"No transfer dependency","1985","indirect migration background","(0) in school","1","","",""
"No transfer dependency","1985","indirect migration background","(1a) inadequately completed","2","","",""
"No transfer dependency","1985","indirect migration background","(1b) general elementary school","11","","",""
"No transfer dependency","1985","indirect migration background","(1c) basic vocational qualification","11","","",""
"No transfer dependency","1985","indirect migration background","(2b) intermediate general qualification","1","","",""
"No transfer dependency","1985","indirect migration background","(2a) intermediate vocational","4","","",""
"No transfer dependency","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"No transfer dependency","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No transfer dependency","1985","indirect migration background","(3a) lower tertiary education","1","","",""
"No transfer dependency","1985","indirect migration background","(3b) higher tertiary education","2","","",""
"Very low transfer dependency","1985","no migration background","(0) in school","129","0.86250567543379","0.80721163528729","0.91779971558029"
"Very low transfer dependency","1985","no migration background","(1a) inadequately completed","29","","",""
"Very low transfer dependency","1985","no migration background","(1b) general elementary school","738","0.38365807938721","0.360272598623528","0.407043560150892"
"Very low transfer dependency","1985","no migration background","(1c) basic vocational qualification","1552","0.444636483238586","0.427035508553564","0.462237457923609"
"Very low transfer dependency","1985","no migration background","(2b) intermediate general qualification","259","0.647737387482244","0.5998358814361","0.695638893528387"
"Very low transfer dependency","1985","no migration background","(2a) intermediate vocational","598","0.446980953162547","0.418637425233749","0.475324481091345"
"Very low transfer dependency","1985","no migration background","(2c_gen) general maturity certificate","141","0.558654113172193","0.496350358475978","0.620957867868409"
"Very low transfer dependency","1985","no migration background","(2c_voc) vocational maturity certificate","106","0.34362667442152","0.287393615850519","0.399859732992521"
"Very low transfer dependency","1985","no migration background","(3a) lower tertiary education","98","0.405269503062285","0.33949262289406","0.47104638323051"
"Very low transfer dependency","1985","no migration background","(3b) higher tertiary education","215","0.477230945527114","0.427973852526718","0.526488038527511"
"Very low transfer dependency","1985","direct migration background","(0) in school","20","","",""
"Very low transfer dependency","1985","direct migration background","(1a) inadequately completed","552","0.652863999370917","0.619854731671689","0.685873267070145"
"Very low transfer dependency","1985","direct migration background","(1b) general elementary school","570","0.505807930934077","0.472097799981891","0.539518061886263"
"Very low transfer dependency","1985","direct migration background","(1c) basic vocational qualification","391","0.556299718714896","0.516873743395438","0.595725694034355"
"Very low transfer dependency","1985","direct migration background","(2b) intermediate general qualification","34","0.729891345080255","0.60803129282077","0.85175139733974"
"Very low transfer dependency","1985","direct migration background","(2a) intermediate vocational","42","0.424134562086324","0.31781299140746","0.530456132765189"
"Very low transfer dependency","1985","direct migration background","(2c_gen) general maturity certificate","64","0.591522482693333","0.498384696883242","0.684660268503425"
"Very low transfer dependency","1985","direct migration background","(2c_voc) vocational maturity certificate","74","0.569732979850414","0.480776145467679","0.65868981423315"
"Very low transfer dependency","1985","direct migration background","(3a) lower tertiary education","11","","",""
"Very low transfer dependency","1985","direct migration background","(3b) higher tertiary education","52","0.593421628801093","0.48837980117004","0.698463456432146"
"Very low transfer dependency","1985","indirect migration background","(0) in school","9","","",""
"Very low transfer dependency","1985","indirect migration background","(1a) inadequately completed","5","","",""
"Very low transfer dependency","1985","indirect migration background","(1b) general elementary school","25","","",""
"Very low transfer dependency","1985","indirect migration background","(1c) basic vocational qualification","28","","",""
"Very low transfer dependency","1985","indirect migration background","(2b) intermediate general qualification","18","","",""
"Very low transfer dependency","1985","indirect migration background","(2a) intermediate vocational","6","","",""
"Very low transfer dependency","1985","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Very low transfer dependency","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Very low transfer dependency","1985","indirect migration background","(3b) higher tertiary education","1","","",""
"Low transfer dependency","1985","no migration background","(0) in school","6","","",""
"Low transfer dependency","1985","no migration background","(1a) inadequately completed","7","","",""
"Low transfer dependency","1985","no migration background","(1b) general elementary school","55","0.0319252345756434","0.023470796001691","0.0403796731495959"
"Low transfer dependency","1985","no migration background","(1c) basic vocational qualification","80","0.0246620246744195","0.0191686726690045","0.0301553766798344"
"Low transfer dependency","1985","no migration background","(2b) intermediate general qualification","9","","",""
"Low transfer dependency","1985","no migration background","(2a) intermediate vocational","16","","",""
"Low transfer dependency","1985","no migration background","(2c_gen) general maturity certificate","7","","",""
"Low transfer dependency","1985","no migration background","(2c_voc) vocational maturity certificate","11","","",""
"Low transfer dependency","1985","no migration background","(3a) lower tertiary education","3","","",""
"Low transfer dependency","1985","no migration background","(3b) higher tertiary education","1","","",""
"Low transfer dependency","1985","direct migration background","(0) in school","2","","",""
"Low transfer dependency","1985","direct migration background","(1a) inadequately completed","47","0.0706842940823854","0.0529130512027831","0.0884555369619877"
"Low transfer dependency","1985","direct migration background","(1b) general elementary school","42","0.0357299318720042","0.0232148073917112","0.0482450563522973"
"Low transfer dependency","1985","direct migration background","(1c) basic vocational qualification","25","","",""
"Low transfer dependency","1985","direct migration background","(2b) intermediate general qualification","6","","",""
"Low transfer dependency","1985","direct migration background","(2a) intermediate vocational","3","","",""
"Low transfer dependency","1985","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Low transfer dependency","1985","direct migration background","(2c_voc) vocational maturity certificate","8","","",""
"Low transfer dependency","1985","direct migration background","(3a) lower tertiary education","1","","",""
"Low transfer dependency","1985","direct migration background","(3b) higher tertiary education","5","","",""
"Low transfer dependency","1985","indirect migration background","(0) in school","","","",""
"Low transfer dependency","1985","indirect migration background","(1a) inadequately completed","","","",""
"Low transfer dependency","1985","indirect migration background","(1b) general elementary school","3","","",""
"Low transfer dependency","1985","indirect migration background","(1c) basic vocational qualification","3","","",""
"Low transfer dependency","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1985","indirect migration background","(2a) intermediate vocational","","","",""
"Low transfer dependency","1985","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Low transfer dependency","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Low transfer dependency","1985","indirect migration background","(3b) higher tertiary education","","","",""
"High transfer dependency","1985","no migration background","(0) in school","2","","",""
"High transfer dependency","1985","no migration background","(1a) inadequately completed","","","",""
"High transfer dependency","1985","no migration background","(1b) general elementary school","17","","",""
"High transfer dependency","1985","no migration background","(1c) basic vocational qualification","26","","",""
"High transfer dependency","1985","no migration background","(2b) intermediate general qualification","7","","",""
"High transfer dependency","1985","no migration background","(2a) intermediate vocational","3","","",""
"High transfer dependency","1985","no migration background","(2c_gen) general maturity certificate","11","","",""
"High transfer dependency","1985","no migration background","(2c_voc) vocational maturity certificate","4","","",""
"High transfer dependency","1985","no migration background","(3a) lower tertiary education","2","","",""
"High transfer dependency","1985","no migration background","(3b) higher tertiary education","1","","",""
"High transfer dependency","1985","direct migration background","(0) in school","","","",""
"High transfer dependency","1985","direct migration background","(1a) inadequately completed","11","","",""
"High transfer dependency","1985","direct migration background","(1b) general elementary school","16","","",""
"High transfer dependency","1985","direct migration background","(1c) basic vocational qualification","11","","",""
"High transfer dependency","1985","direct migration background","(2b) intermediate general qualification","2","","",""
"High transfer dependency","1985","direct migration background","(2a) intermediate vocational","1","","",""
"High transfer dependency","1985","direct migration background","(2c_gen) general maturity certificate","9","","",""
"High transfer dependency","1985","direct migration background","(2c_voc) vocational maturity certificate","7","","",""
"High transfer dependency","1985","direct migration background","(3a) lower tertiary education","1","","",""
"High transfer dependency","1985","direct migration background","(3b) higher tertiary education","","","",""
"High transfer dependency","1985","indirect migration background","(0) in school","","","",""
"High transfer dependency","1985","indirect migration background","(1a) inadequately completed","","","",""
"High transfer dependency","1985","indirect migration background","(1b) general elementary school","2","","",""
"High transfer dependency","1985","indirect migration background","(1c) basic vocational qualification","","","",""
"High transfer dependency","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"High transfer dependency","1985","indirect migration background","(2a) intermediate vocational","","","",""
"High transfer dependency","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1985","indirect migration background","(3a) lower tertiary education","","","",""
"High transfer dependency","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","no migration background","(0) in school","3","","",""
"Very high transfer dependency","1985","no migration background","(1a) inadequately completed","3","","",""
"Very high transfer dependency","1985","no migration background","(1b) general elementary school","15","","",""
"Very high transfer dependency","1985","no migration background","(1c) basic vocational qualification","16","","",""
"Very high transfer dependency","1985","no migration background","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","1985","no migration background","(2a) intermediate vocational","5","","",""
"Very high transfer dependency","1985","no migration background","(2c_gen) general maturity certificate","8","","",""
"Very high transfer dependency","1985","no migration background","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1985","no migration background","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1985","no migration background","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","direct migration background","(0) in school","","","",""
"Very high transfer dependency","1985","direct migration background","(1a) inadequately completed","4","","",""
"Very high transfer dependency","1985","direct migration background","(1b) general elementary school","2","","",""
"Very high transfer dependency","1985","direct migration background","(1c) basic vocational qualification","2","","",""
"Very high transfer dependency","1985","direct migration background","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1985","direct migration background","(2a) intermediate vocational","2","","",""
"Very high transfer dependency","1985","direct migration background","(2c_gen) general maturity certificate","3","","",""
"Very high transfer dependency","1985","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1985","direct migration background","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1985","direct migration background","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","indirect migration background","(0) in school","","","",""
"Very high transfer dependency","1985","indirect migration background","(1a) inadequately completed","","","",""
"Very high transfer dependency","1985","indirect migration background","(1b) general elementary school","","","",""
"Very high transfer dependency","1985","indirect migration background","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1985","indirect migration background","(2a) intermediate vocational","1","","",""
"Very high transfer dependency","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1985","no migration background","(0) in school","1","","",""
"Complete transfer dependency","1985","no migration background","(1a) inadequately completed","4","","",""
"Complete transfer dependency","1985","no migration background","(1b) general elementary school","24","","",""
"Complete transfer dependency","1985","no migration background","(1c) basic vocational qualification","21","","",""
"Complete transfer dependency","1985","no migration background","(2b) intermediate general qualification","5","","",""
"Complete transfer dependency","1985","no migration background","(2a) intermediate vocational","5","","",""
