"transab_cat","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","1986","66 and older","Not Employed","875","0.890669891437171","0.871260954801321","0.910078828073021","0"
"No transfer dependency","1986","66 and older","Employed","37","0.926592068477936","0.845769271085133","1.00741486587074","0"
"Very high transfer dependency","1986","35-65 y.","Employed","4","","","","4"
"Very high transfer dependency","1986","16-34 y.","Not Employed","25","","","","4"
"Very high transfer dependency","1986","16-34 y.","Employed","9","","","","4"
"Very high transfer dependency","1986","35-65 y.","Not Employed","29","","","","4"
"Very high transfer dependency","1986","66 and older","Not Employed","1","","","","4"
"Very high transfer dependency","1986","66 and older","Employed","","","","","4"
"Very low transfer dependency","1986","16-34 y.","Not Employed","887","0.731092235875569","0.705815143854777","0.756369327896361","1"
"Very low transfer dependency","1986","66 and older","Not Employed","100","0.090578612340713","0.0727273521484746","0.108429872532951","1"
"Very low transfer dependency","1986","35-65 y.","Employed","2203","0.546694866046538","0.530424172471848","0.562965559621227","1"
"Very low transfer dependency","1986","16-34 y.","Employed","1558","0.525159584421346","0.506393091246613","0.543926077596079","1"
"Very low transfer dependency","1986","35-65 y.","Not Employed","795","0.406971609084341","0.383180705241041","0.430762512927642","1"
"Very low transfer dependency","1986","66 and older","Employed","3","","","","1"
"Complete transfer dependency","1987","16-34 y.","Not Employed","32","0.0388796550638657","0.0273561305266659","0.0504031796010654","5"
"Complete transfer dependency","1987","16-34 y.","Employed","","","","","5"
"Complete transfer dependency","1987","35-65 y.","Not Employed","40","0.0253030972304234","0.0175025437283152","0.0331036507325316","5"
"Complete transfer dependency","1987","35-65 y.","Employed","","","","","5"
"Complete transfer dependency","1987","66 and older","Not Employed","2","","","","5"
"Complete transfer dependency","1987","66 and older","Employed","","","","","5"
"High transfer dependency","1987","16-34 y.","Employed","30","0.0106741350414468","0.00683197231084606","0.0145162977720474","3"
"High transfer dependency","1987","16-34 y.","Not Employed","18","","","","3"
"High transfer dependency","1987","66 and older","Not Employed","4","","","","3"
"High transfer dependency","1987","66 and older","Employed","","","","","3"
"High transfer dependency","1987","35-65 y.","Not Employed","42","0.0196159579752101","0.0127277434744241","0.0265041724759962","3"
"High transfer dependency","1987","35-65 y.","Employed","19","","","","3"
"Low transfer dependency","1987","16-34 y.","Not Employed","80","0.072556014627693","0.0570922297856727","0.0880197994697134","2"
"Low transfer dependency","1987","16-34 y.","Employed","90","0.0305808413748295","0.0241432969206116","0.0370183858290474","2"
"Low transfer dependency","1987","35-65 y.","Not Employed","73","0.0414514729274266","0.0315504328040475","0.0513525130508057","2"
"Low transfer dependency","1987","66 and older","Not Employed","14","","","","2"
"Low transfer dependency","1987","66 and older","Employed","","","","","2"
"Low transfer dependency","1987","35-65 y.","Employed","85","0.0224003222130014","0.017524863676919","0.0272757807490837","2"
"No transfer dependency","1987","16-34 y.","Not Employed","109","0.121845383481016","0.102345802548078","0.141344964413954","0"
"No transfer dependency","1987","16-34 y.","Employed","1023","0.433970993838338","0.4154403963876","0.452501591289076","0"
"No transfer dependency","1987","35-65 y.","Not Employed","642","0.501427880359113","0.476592431236837","0.526263329481389","0"
"No transfer dependency","1987","35-65 y.","Employed","1316","0.449000375990758","0.432613098293354","0.465387653688162","0"
"No transfer dependency","1987","66 and older","Not Employed","895","0.879954276949959","0.860134382862872","0.899774171037046","0"
"No transfer dependency","1987","66 and older","Employed","39","0.890950594969232","0.798850471145103","0.983050718793362","0"
"Very high transfer dependency","1987","35-65 y.","Employed","3","","","","4"
"Very high transfer dependency","1987","16-34 y.","Not Employed","23","","","","4"
"Very high transfer dependency","1987","16-34 y.","Employed","10","","","","4"
"Very high transfer dependency","1987","35-65 y.","Not Employed","28","","","","4"
"Very high transfer dependency","1987","66 and older","Not Employed","","","","","4"
"Very high transfer dependency","1987","66 and older","Employed","","","","","4"
"Very low transfer dependency","1987","16-34 y.","Not Employed","819","0.722049319966507","0.695343707277104","0.748754932655909","1"
"Very low transfer dependency","1987","35-65 y.","Employed","2116","0.522101237536413","0.50564414451398","0.538558330558845","1"
"Very low transfer dependency","1987","66 and older","Not Employed","118","0.0989897369319138","0.0807777267576354","0.117201747106192","1"
"Very low transfer dependency","1987","16-34 y.","Employed","1595","0.520124439677499","0.501445265429985","0.538803613925012","1"
"Very low transfer dependency","1987","35-65 y.","Not Employed","732","0.389381550775486","0.365161422947188","0.413601678603785","1"
"Very low transfer dependency","1987","66 and older","Employed","5","","","","1"
"Complete transfer dependency","1988","16-34 y.","Not Employed","26","","","","5"
"Complete transfer dependency","1988","16-34 y.","Employed","","","","","5"
"Complete transfer dependency","1988","35-65 y.","Not Employed","40","0.0310575508818378","0.0220914991145256","0.04002360264915","5"
"Complete transfer dependency","1988","35-65 y.","Employed","","","","","5"
"Complete transfer dependency","1988","66 and older","Not Employed","1","","","","5"
"Complete transfer dependency","1988","66 and older","Employed","","","","","5"
"High transfer dependency","1988","16-34 y.","Employed","18","","","","3"
"High transfer dependency","1988","66 and older","Employed","","","","","3"
"High transfer dependency","1988","66 and older","Not Employed","5","","","","3"
"High transfer dependency","1988","16-34 y.","Not Employed","21","","","","3"
"High transfer dependency","1988","35-65 y.","Not Employed","25","","","","3"
"High transfer dependency","1988","35-65 y.","Employed","16","","","","3"
"Low transfer dependency","1988","35-65 y.","Not Employed","81","0.0435234431204466","0.0329779368213372","0.0540689494195561","2"
"Low transfer dependency","1988","16-34 y.","Not Employed","58","0.0508539017219492","0.0372302347132195","0.0644775687306789","2"
"Low transfer dependency","1988","16-34 y.","Employed","83","0.0304180701290641","0.0238534306103575","0.0369827096477708","2"
"Low transfer dependency","1988","35-65 y.","Employed","76","0.0208102204522353","0.0159820841567367","0.0256383567477338","2"
"Low transfer dependency","1988","66 and older","Not Employed","5","","","","2"
"Low transfer dependency","1988","66 and older","Employed","","","","","2"
"No transfer dependency","1988","16-34 y.","Not Employed","109","0.127845358439245","0.107138959471086","0.148551757407403","0"
"No transfer dependency","1988","16-34 y.","Employed","989","0.452940373642119","0.433912482979229","0.471968264305009","0"
"No transfer dependency","1988","35-65 y.","Not Employed","611","0.527664685230999","0.501861526657579","0.553467843804419","0"
"No transfer dependency","1988","35-65 y.","Employed","1290","0.471816566469821","0.454932123957596","0.488701008982046","0"
"No transfer dependency","1988","66 and older","Not Employed","866","0.882573856422168","0.862650818894929","0.902496893949407","0"
"No transfer dependency","1988","66 and older","Employed","42","0.880857164831477","0.789211023700871","0.972503305962083","0"
"Very high transfer dependency","1988","35-65 y.","Employed","7","","","","4"
"Very high transfer dependency","1988","16-34 y.","Not Employed","28","","","","4"
"Very high transfer dependency","1988","16-34 y.","Employed","9","","","","4"
"Very high transfer dependency","1988","35-65 y.","Not Employed","29","","","","4"
"Very high transfer dependency","1988","66 and older","Not Employed","3","","","","4"
"Very high transfer dependency","1988","66 and older","Employed","","","","","4"
"Very low transfer dependency","1988","35-65 y.","Employed","1969","0.500129674408296","0.48321834555305","0.517041003263542","1"
"Very low transfer dependency","1988","35-65 y.","Not Employed","652","0.356842601407363","0.332081746726367","0.381603456088358","1"
"Very low transfer dependency","1988","16-34 y.","Not Employed","757","0.739197100059325","0.711969981517619","0.766424218601031","1"
"Very low transfer dependency","1988","66 and older","Not Employed","123","0.10369314777836","0.0848262276016553","0.122560067955064","1"
"Very low transfer dependency","1988","16-34 y.","Employed","1530","0.506339481067711","0.487228283957988","0.525450678177433","1"
"Very low transfer dependency","1988","66 and older","Employed","6","","","","1"
"Complete transfer dependency","1989","35-65 y.","Not Employed","48","0.0390228545772565","0.0288095261169042","0.0492361830376089","5"
"Complete transfer dependency","1989","66 and older","Employed","","","","","5"
"Complete transfer dependency","1989","16-34 y.","Employed","","","","","5"
"Complete transfer dependency","1989","16-34 y.","Not Employed","32","0.0404991948356318","0.0280033676269862","0.0529950220442774","5"
"Complete transfer dependency","1989","66 and older","Not Employed","1","","","","5"
"Complete transfer dependency","1989","35-65 y.","Employed","","","","","5"
"High transfer dependency","1989","16-34 y.","Not Employed","28","","","","3"
"High transfer dependency","1989","16-34 y.","Employed","24","","","","3"
"High transfer dependency","1989","66 and older","Not Employed","4","","","","3"
"High transfer dependency","1989","66 and older","Employed","","","","","3"
"High transfer dependency","1989","35-65 y.","Not Employed","26","","","","3"
"High transfer dependency","1989","35-65 y.","Employed","20","","","","3"
"Low transfer dependency","1989","16-34 y.","Not Employed","52","0.0430099416747165","0.0301494585235436","0.0558704248258894","2"
"Low transfer dependency","1989","16-34 y.","Employed","80","0.0256615483716082","0.0195718671555747","0.0317512295876416","2"
"Low transfer dependency","1989","35-65 y.","Not Employed","74","0.0394745165590025","0.0292046663921778","0.0497443667258272","2"
"Low transfer dependency","1989","35-65 y.","Employed","73","0.0193170821094941","0.0145734265019922","0.024060737716996","2"
"Low transfer dependency","1989","66 and older","Not Employed","11","","","","2"
"Low transfer dependency","1989","66 and older","Employed","","","","","2"
"No transfer dependency","1989","16-34 y.","Not Employed","99","0.123654237155541","0.102787171055671","0.14452130325541","0"
"No transfer dependency","1989","35-65 y.","Employed","1278","0.475751730895486","0.458539515416079","0.492963946374894","0"
"No transfer dependency","1989","66 and older","Not Employed","837","0.877839363562855","0.857273744761832","0.898404982363877","0"
"No transfer dependency","1989","16-34 y.","Employed","1024","0.46659317305462","0.447380106641934","0.485806239467307","0"
"No transfer dependency","1989","35-65 y.","Not Employed","588","0.539893966050236","0.513607363847289","0.566180568253184","0"
"No transfer dependency","1989","66 and older","Employed","43","0.907064342012515","0.82405835876403","0.990070325260999","0"
"Very high transfer dependency","1989","16-34 y.","Not Employed","20","","","","4"
"Very high transfer dependency","1989","16-34 y.","Employed","4","","","","4"
"Very high transfer dependency","1989","35-65 y.","Not Employed","24","","","","4"
"Very high transfer dependency","1989","35-65 y.","Employed","6","","","","4"
"Very high transfer dependency","1989","66 and older","Not Employed","2","","","","4"
"Very high transfer dependency","1989","66 and older","Employed","","","","","4"
"Very low transfer dependency","1989","35-65 y.","Employed","1857","0.495026983250736","0.477795343541539","0.512258622959933","1"
"Very low transfer dependency","1989","35-65 y.","Not Employed","621","0.352014307866673","0.326825122753426","0.377203492979921","1"
"Very low transfer dependency","1989","16-34 y.","Not Employed","725","0.723210510376004","0.694849199072385","0.751571821679622","1"
"Very low transfer dependency","1989","16-34 y.","Employed","1458","0.495178122723968","0.475922923462876","0.514433321985059","1"
"Very low transfer dependency","1989","66 and older","Not Employed","119","0.1053204663404","0.0860426095081507","0.12459832317265","1"
"Very low transfer dependency","1989","66 and older","Employed","4","","","","1"
"Complete transfer dependency","1990","35-65 y.","Not Employed","35","0.0283367227775006","0.0194655474605986","0.0372078980944025","5"
"Complete transfer dependency","1990","16-34 y.","Employed","","","","","5"
"Complete transfer dependency","1990","66 and older","Employed","","","","","5"
"Complete transfer dependency","1990","16-34 y.","Not Employed","18","","","","5"
"Complete transfer dependency","1990","35-65 y.","Employed","","","","","5"
"Complete transfer dependency","1990","66 and older","Not Employed","","","","","5"
"High transfer dependency","1990","16-34 y.","Not Employed","19","","","","3"
"High transfer dependency","1990","16-34 y.","Employed","23","","","","3"
"High transfer dependency","1990","66 and older","Not Employed","8","","","","3"
"High transfer dependency","1990","66 and older","Employed","","","","","3"
"High transfer dependency","1990","35-65 y.","Not Employed","27","","","","3"
"High transfer dependency","1990","35-65 y.","Employed","22","","","","3"
"Low transfer dependency","1990","16-34 y.","Not Employed","54","0.0697486397878163","0.052522955780434","0.0869743237951986","2"
"Low transfer dependency","1990","16-34 y.","Employed","71","0.0252103343299173","0.0191341983048717","0.031286470354963","2"
"Low transfer dependency","1990","35-65 y.","Not Employed","58","0.0304187596298634","0.0212373088740569","0.0396002103856699","2"
"Low transfer dependency","1990","35-65 y.","Employed","52","0.0152594230160294","0.0109449557232057","0.019573890308853","2"
"Low transfer dependency","1990","66 and older","Not Employed","12","","","","2"
"Low transfer dependency","1990","66 and older","Employed","","","","","2"
"No transfer dependency","1990","16-34 y.","Not Employed","88","0.117358474255509","0.0955935152596644","0.139123433251354","0"
"No transfer dependency","1990","66 and older","Not Employed","865","0.881027304881862","0.861030910673209","0.901023699090516","0"
"No transfer dependency","1990","35-65 y.","Employed","1273","0.493025195736368","0.475428750059804","0.510621641412931","0"
"No transfer dependency","1990","35-65 y.","Not Employed","615","0.549913843819461","0.523316172760407","0.576511514878516","0"
"No transfer dependency","1990","16-34 y.","Employed","1095","0.497693009325203","0.47831326208473","0.517072756565675","0"
"No transfer dependency","1990","66 and older","Employed","41","0.923206844834834","0.844532612047572","1.0018810776221","0"
"Very high transfer dependency","1990","16-34 y.","Not Employed","10","","","","4"
"Very high transfer dependency","1990","16-34 y.","Employed","10","","","","4"
"Very high transfer dependency","1990","35-65 y.","Not Employed","25","","","","4"
"Very high transfer dependency","1990","35-65 y.","Employed","1","","","","4"
"Very high transfer dependency","1990","66 and older","Not Employed","1","","","","4"
"Very high transfer dependency","1990","66 and older","Employed","","","","","4"
"Very low transfer dependency","1990","35-65 y.","Employed","1753","0.483632708184602","0.466043981404443","0.501221434964762","1"
"Very low transfer dependency","1990","35-65 y.","Not Employed","584","0.357494458450347","0.33187195545206","0.383116961448635","1"
"Very low transfer dependency","1990","16-34 y.","Not Employed","651","0.745274302615819","0.715809543064646","0.774739062166993","1"
"Very low transfer dependency","1990","16-34 y.","Employed","1358","0.462303749964173","0.442978953033606","0.48162854689474","1"
"Very low transfer dependency","1990","66 and older","Not Employed","121","0.102835786203531","0.0840754134538483","0.121596158953214","1"
"Very low transfer dependency","1990","66 and older","Employed","3","","","","1"
"Complete transfer dependency","1991","16-34 y.","Not Employed","26","","","","5"
"Complete transfer dependency","1991","16-34 y.","Employed","","","","","5"
"Complete transfer dependency","1991","35-65 y.","Not Employed","32","0.0260039168857508","0.017206028621609","0.0348018051498926","5"
"Complete transfer dependency","1991","35-65 y.","Employed","","","","","5"
"Complete transfer dependency","1991","66 and older","Not Employed","","","","","5"
"Complete transfer dependency","1991","66 and older","Employed","","","","","5"
"High transfer dependency","1991","66 and older","Employed","","","","","3"
"High transfer dependency","1991","16-34 y.","Not Employed","16","","","","3"
"High transfer dependency","1991","66 and older","Not Employed","8","","","","3"
"High transfer dependency","1991","16-34 y.","Employed","23","","","","3"
"High transfer dependency","1991","35-65 y.","Not Employed","32","0.0222248254103022","0.0140755473901963","0.030374103430408","3"
"High transfer dependency","1991","35-65 y.","Employed","12","","","","3"
"Low transfer dependency","1991","16-34 y.","Not Employed","61","0.0868308727939316","0.0677315685625616","0.105930177025302","2"
"Low transfer dependency","1991","16-34 y.","Employed","72","0.0249081953741349","0.018818624946427","0.0309977658018428","2"
"Low transfer dependency","1991","35-65 y.","Not Employed","69","0.0415743529498065","0.030539350983012","0.0526093549166009","2"
"Low transfer dependency","1991","35-65 y.","Employed","66","0.019061244277291","0.0142631656100306","0.0238593229445514","2"
"Low transfer dependency","1991","66 and older","Not Employed","11","","","","2"
"Low transfer dependency","1991","66 and older","Employed","1","","","","2"
"No transfer dependency","1991","16-34 y.","Not Employed","82","0.11055837085561","0.089288767327036","0.131827974384185","0"
"No transfer dependency","1991","16-34 y.","Employed","1114","0.500460458264437","0.480923246097372","0.519997670431502","0"
"No transfer dependency","1991","35-65 y.","Not Employed","584","0.54428467149959","0.516752509113099","0.571816833886081","0"
"No transfer dependency","1991","35-65 y.","Employed","1350","0.50804049900942","0.490498275621848","0.525582722396991","0"
"No transfer dependency","1991","66 and older","Not Employed","911","0.899884719764177","0.881509616824779","0.918259822703574","0"
"No transfer dependency","1991","66 and older","Employed","40","0.997860671902799","0.983718053825018","1.01200328998058","0"
"Very high transfer dependency","1991","16-34 y.","Not Employed","15","","","","4"
"Very high transfer dependency","1991","35-65 y.","Employed","3","","","","4"
"Very high transfer dependency","1991","35-65 y.","Not Employed","15","","","","4"
"Very high transfer dependency","1991","16-34 y.","Employed","6","","","","4"
"Very high transfer dependency","1991","66 and older","Not Employed","2","","","","4"
"Very high transfer dependency","1991","66 and older","Employed","","","","","4"
"Very low transfer dependency","1991","35-65 y.","Employed","1689","0.468133194280644","0.450624371143574","0.485642017417713","1"
"Very low transfer dependency","1991","35-65 y.","Not Employed","525","0.350095429750732","0.323726137812412","0.376464721689051","1"
"Very low transfer dependency","1991","16-34 y.","Not Employed","635","0.723880052691115","0.693556013527203","0.754204091855028","1"
"Very low transfer dependency","1991","16-34 y.","Employed","1301","0.462932266303006","0.443448808765671","0.482415723840341","1"
"Very low transfer dependency","1991","66 and older","Not Employed","93","0.0819857185542376","0.0651907196145897","0.0987807174938854","1"
"Very low transfer dependency","1991","66 and older","Employed","","","","","1"
"Complete transfer dependency","1992","16-34 y.","Not Employed","25","","","","5"
"Complete transfer dependency","1992","16-34 y.","Employed","","","","","5"
"Complete transfer dependency","1992","35-65 y.","Not Employed","28","","","","5"
"Complete transfer dependency","1992","35-65 y.","Employed","","","","","5"
"Complete transfer dependency","1992","66 and older","Not Employed","1","","","","5"
"Complete transfer dependency","1992","66 and older","Employed","","","","","5"
"High transfer dependency","1992","16-34 y.","Not Employed","31","0.0368706431234883","0.0255423591933472","0.0481989270536294","3"
"High transfer dependency","1992","66 and older","Not Employed","8","","","","3"
"High transfer dependency","1992","66 and older","Employed","","","","","3"
"High transfer dependency","1992","16-34 y.","Employed","45","0.0149891837112658","0.0110401946435112","0.0189381727790205","3"
"High transfer dependency","1992","35-65 y.","Not Employed","49","0.0254030200474055","0.0175874800348874","0.0332185600599237","3"
"High transfer dependency","1992","35-65 y.","Employed","35","0.00556896499362811","0.0034652562657672","0.00767267372148902","3"
"Low transfer dependency","1992","16-34 y.","Not Employed","134","0.100178669879723","0.082129915649144","0.118227424110302","2"
"Low transfer dependency","1992","16-34 y.","Employed","214","0.0460744423938346","0.0392610448948094","0.0528878398928598","2"
"Low transfer dependency","1992","35-65 y.","Not Employed","107","0.0441150502955182","0.033915054659338","0.0543150459316984","2"
"Low transfer dependency","1992","35-65 y.","Employed","180","0.028180483555079","0.0235022913745743","0.0328586757355838","2"
"Low transfer dependency","1992","66 and older","Not Employed","7","","","","2"
"Low transfer dependency","1992","66 and older","Employed","","","","","2"
"No transfer dependency","1992","16-34 y.","Not Employed","82","0.0933214645942954","0.0758351253780836","0.110807803810507","0"
"No transfer dependency","1992","35-65 y.","Employed","1840","0.475888574596709","0.461770499663111","0.490006649530306","0"
"No transfer dependency","1992","66 and older","Not Employed","1144","0.847295164359015","0.828453128236935","0.866137200481094","0"
"No transfer dependency","1992","16-34 y.","Employed","1292","0.430712406311538","0.414619444120732","0.446805368502344","0"
"No transfer dependency","1992","35-65 y.","Not Employed","767","0.559718866275471","0.535061096367126","0.584376636183816","0"
"No transfer dependency","1992","66 and older","Employed","34","0.939443217969067","0.863607648057365","1.01527878788077","0"
"Very high transfer dependency","1992","16-34 y.","Not Employed","31","0.0370399320272786","0.0256866692914691","0.048393194763088","4"
"Very high transfer dependency","1992","35-65 y.","Employed","8","","","","4"
"Very high transfer dependency","1992","16-34 y.","Employed","13","","","","4"
"Very high transfer dependency","1992","35-65 y.","Not Employed","26","","","","4"
"Very high transfer dependency","1992","66 and older","Not Employed","2","","","","4"
"Very high transfer dependency","1992","66 and older","Employed","","","","","4"
"Very low transfer dependency","1992","35-65 y.","Employed","2744","0.488932353348566","0.474801297515868","0.503063409181263","1"
