"transab_cat","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1984","direct migration background","vocational + Abi","12","","",""
"Low transfer dependency","1984","direct migration background","higher vocational","2","","",""
"Low transfer dependency","1984","direct migration background","higher education","2","","",""
"Low transfer dependency","1984","indirect migration background","in school","","","",""
"Low transfer dependency","1984","indirect migration background","inadequately","","","",""
"Low transfer dependency","1984","indirect migration background","general elemantary","5","","",""
"Low transfer dependency","1984","indirect migration background","middle vocational","4","","",""
"Low transfer dependency","1984","indirect migration background","vocational + Abi","","","",""
"Low transfer dependency","1984","indirect migration background","higher vocational","","","",""
"Low transfer dependency","1984","indirect migration background","higher education","","","",""
"High transfer dependency","1984","no migration background","in school","1","","",""
"High transfer dependency","1984","no migration background","inadequately","1","","",""
"High transfer dependency","1984","no migration background","general elemantary","28","","",""
"High transfer dependency","1984","no migration background","middle vocational","31","0.00715440979861349","0.0046812069316116","0.00962761266561538"
"High transfer dependency","1984","no migration background","vocational + Abi","3","","",""
"High transfer dependency","1984","no migration background","higher vocational","5","","",""
"High transfer dependency","1984","no migration background","higher education","1","","",""
"High transfer dependency","1984","direct migration background","in school","","","",""
"High transfer dependency","1984","direct migration background","inadequately","15","","",""
"High transfer dependency","1984","direct migration background","general elemantary","18","","",""
"High transfer dependency","1984","direct migration background","middle vocational","19","","",""
"High transfer dependency","1984","direct migration background","vocational + Abi","6","","",""
"High transfer dependency","1984","direct migration background","higher vocational","","","",""
"High transfer dependency","1984","direct migration background","higher education","3","","",""
"High transfer dependency","1984","indirect migration background","in school","","","",""
"High transfer dependency","1984","indirect migration background","inadequately","","","",""
"High transfer dependency","1984","indirect migration background","general elemantary","","","",""
"High transfer dependency","1984","indirect migration background","middle vocational","","","",""
"High transfer dependency","1984","indirect migration background","vocational + Abi","","","",""
"High transfer dependency","1984","indirect migration background","higher vocational","","","",""
"High transfer dependency","1984","indirect migration background","higher education","","","",""
"Very high transfer dependency","1984","no migration background","in school","1","","",""
"Very high transfer dependency","1984","no migration background","inadequately","1","","",""
"Very high transfer dependency","1984","no migration background","general elemantary","10","","",""
"Very high transfer dependency","1984","no migration background","middle vocational","9","","",""
"Very high transfer dependency","1984","no migration background","vocational + Abi","1","","",""
"Very high transfer dependency","1984","no migration background","higher vocational","4","","",""
"Very high transfer dependency","1984","no migration background","higher education","","","",""
"Very high transfer dependency","1984","direct migration background","in school","1","","",""
"Very high transfer dependency","1984","direct migration background","inadequately","10","","",""
"Very high transfer dependency","1984","direct migration background","general elemantary","2","","",""
"Very high transfer dependency","1984","direct migration background","middle vocational","10","","",""
"Very high transfer dependency","1984","direct migration background","vocational + Abi","1","","",""
"Very high transfer dependency","1984","direct migration background","higher vocational","1","","",""
"Very high transfer dependency","1984","direct migration background","higher education","2","","",""
"Very high transfer dependency","1984","indirect migration background","in school","","","",""
"Very high transfer dependency","1984","indirect migration background","inadequately","","","",""
"Very high transfer dependency","1984","indirect migration background","general elemantary","3","","",""
"Very high transfer dependency","1984","indirect migration background","middle vocational","","","",""
"Very high transfer dependency","1984","indirect migration background","vocational + Abi","","","",""
"Very high transfer dependency","1984","indirect migration background","higher vocational","","","",""
"Very high transfer dependency","1984","indirect migration background","higher education","","","",""
"Complete transfer dependency","1984","no migration background","in school","","","",""
"Complete transfer dependency","1984","no migration background","inadequately","3","","",""
"Complete transfer dependency","1984","no migration background","general elemantary","35","0.0149528334267285","0.00994921558807096","0.019956451265386"
"Complete transfer dependency","1984","no migration background","middle vocational","51","0.0115834513357214","0.00844351405955809","0.0147233886118846"
"Complete transfer dependency","1984","no migration background","vocational + Abi","3","","",""
"Complete transfer dependency","1984","no migration background","higher vocational","7","","",""
"Complete transfer dependency","1984","no migration background","higher education","1","","",""
"Complete transfer dependency","1984","direct migration background","in school","","","",""
"Complete transfer dependency","1984","direct migration background","inadequately","18","","",""
"Complete transfer dependency","1984","direct migration background","general elemantary","16","","",""
"Complete transfer dependency","1984","direct migration background","middle vocational","12","","",""
"Complete transfer dependency","1984","direct migration background","vocational + Abi","2","","",""
"Complete transfer dependency","1984","direct migration background","higher vocational","2","","",""
"Complete transfer dependency","1984","direct migration background","higher education","5","","",""
"Complete transfer dependency","1984","indirect migration background","in school","","","",""
"Complete transfer dependency","1984","indirect migration background","inadequately","","","",""
"Complete transfer dependency","1984","indirect migration background","general elemantary","","","",""
"Complete transfer dependency","1984","indirect migration background","middle vocational","","","",""
"Complete transfer dependency","1984","indirect migration background","vocational + Abi","","","",""
"Complete transfer dependency","1984","indirect migration background","higher vocational","","","",""
"Complete transfer dependency","1984","indirect migration background","higher education","","","",""
"No transfer dependency","1985","no migration background","in school","8","","",""
"No transfer dependency","1985","no migration background","inadequately","25","","",""
"No transfer dependency","1985","no migration background","general elemantary","909","0.509244201377002","0.48745978567832","0.531028617075685"
"No transfer dependency","1985","no migration background","middle vocational","1816","0.50598083240869","0.490637836446842","0.521323828370537"
"No transfer dependency","1985","no migration background","vocational + Abi","91","0.608225290169901","0.533515657181597","0.682934923158206"
"No transfer dependency","1985","no migration background","higher vocational","249","0.517972412394449","0.475827954370502","0.560116870418396"
"No transfer dependency","1985","no migration background","higher education","289","0.53923388991482","0.499645458114413","0.578822321715227"
"No transfer dependency","1985","direct migration background","in school","","","",""
"No transfer dependency","1985","direct migration background","inadequately","158","0.25545388575365","0.223664583205338","0.287243188301961"
"No transfer dependency","1985","direct migration background","general elemantary","208","0.381933292734151","0.350013172283998","0.413853413184305"
"No transfer dependency","1985","direct migration background","middle vocational","238","0.37670677417771","0.344415293773159","0.40899825458226"
"No transfer dependency","1985","direct migration background","vocational + Abi","26","","",""
"No transfer dependency","1985","direct migration background","higher vocational","16","","",""
"No transfer dependency","1985","direct migration background","higher education","33","0.340468719548569","0.249396120824283","0.431541318272854"
"No transfer dependency","1985","indirect migration background","in school","1","","",""
"No transfer dependency","1985","indirect migration background","inadequately","2","","",""
"No transfer dependency","1985","indirect migration background","general elemantary","12","","",""
"No transfer dependency","1985","indirect migration background","middle vocational","12","","",""
"No transfer dependency","1985","indirect migration background","vocational + Abi","","","",""
"No transfer dependency","1985","indirect migration background","higher vocational","3","","",""
"No transfer dependency","1985","indirect migration background","higher education","3","","",""
"Very low transfer dependency","1985","no migration background","in school","129","0.86250567543379","0.80721163528729","0.91779971558029"
"Very low transfer dependency","1985","no migration background","inadequately","38","0.443601078096259","0.335409110760431","0.551793045432087"
"Very low transfer dependency","1985","no migration background","general elemantary","984","0.428456754097788","0.406892810125385","0.450020698070191"
"Very low transfer dependency","1985","no migration background","middle vocational","2081","0.449974770596831","0.434707667937517","0.465241873256144"
"Very low transfer dependency","1985","no migration background","vocational + Abi","63","0.341914886445739","0.269316627550511","0.414513145340966"
"Very low transfer dependency","1985","no migration background","higher vocational","266","0.435277557679054","0.39346065397422","0.477094461383888"
"Very low transfer dependency","1985","no migration background","higher education","313","0.451456342947965","0.411933068044589","0.490979617851342"
"Very low transfer dependency","1985","direct migration background","in school","20","","",""
"Very low transfer dependency","1985","direct migration background","inadequately","496","0.636766102296917","0.601710123634429","0.671822080959404"
"Very low transfer dependency","1985","direct migration background","general elemantary","601","0.530572699484639","0.497785093368331","0.563360305600948"
"Very low transfer dependency","1985","direct migration background","middle vocational","551","0.551659606253535","0.518517541287907","0.584801671219163"
"Very low transfer dependency","1985","direct migration background","vocational + Abi","63","0.563286764753935","0.467502883919867","0.659070645588003"
"Very low transfer dependency","1985","direct migration background","higher vocational","28","","",""
"Very low transfer dependency","1985","direct migration background","higher education","63","0.559786350945583","0.464380650172644","0.655192051718523"
"Very low transfer dependency","1985","indirect migration background","in school","9","","",""
"Very low transfer dependency","1985","indirect migration background","inadequately","3","","",""
"Very low transfer dependency","1985","indirect migration background","general elemantary","43","0.604752104800396","0.481044629666367","0.728459579934424"
"Very low transfer dependency","1985","indirect migration background","middle vocational","38","0.509521398040452","0.377404614304387","0.641638181776517"
"Very low transfer dependency","1985","indirect migration background","vocational + Abi","","","",""
"Very low transfer dependency","1985","indirect migration background","higher vocational","1","","",""
"Very low transfer dependency","1985","indirect migration background","higher education","1","","",""
"Low transfer dependency","1985","no migration background","in school","6","","",""
"Low transfer dependency","1985","no migration background","inadequately","9","","",""
"Low transfer dependency","1985","no migration background","general elemantary","62","0.0286427188116295","0.0213741857642068","0.0359112518590522"
"Low transfer dependency","1985","no migration background","middle vocational","92","0.0208837903602081","0.0164955235910741","0.0252720571293422"
"Low transfer dependency","1985","no migration background","vocational + Abi","7","","",""
"Low transfer dependency","1985","no migration background","higher vocational","15","","",""
"Low transfer dependency","1985","no migration background","higher education","4","","",""
"Low transfer dependency","1985","direct migration background","in school","2","","",""
"Low transfer dependency","1985","direct migration background","inadequately","43","0.0724103262360237","0.0535192305805236","0.0913014218915237"
"Low transfer dependency","1985","direct migration background","general elemantary","48","0.0379587735928935","0.0254040829586362","0.0505134642271509"
"Low transfer dependency","1985","direct migration background","middle vocational","38","0.027199372109686","0.0163593193067579","0.0380394249126141"
"Low transfer dependency","1985","direct migration background","vocational + Abi","8","","",""
"Low transfer dependency","1985","direct migration background","higher vocational","","","",""
"Low transfer dependency","1985","direct migration background","higher education","6","","",""
"Low transfer dependency","1985","indirect migration background","in school","","","",""
"Low transfer dependency","1985","indirect migration background","inadequately","","","",""
"Low transfer dependency","1985","indirect migration background","general elemantary","3","","",""
"Low transfer dependency","1985","indirect migration background","middle vocational","4","","",""
"Low transfer dependency","1985","indirect migration background","vocational + Abi","","","",""
"Low transfer dependency","1985","indirect migration background","higher vocational","","","",""
"Low transfer dependency","1985","indirect migration background","higher education","","","",""
"High transfer dependency","1985","no migration background","in school","2","","",""
"High transfer dependency","1985","no migration background","inadequately","1","","",""
"High transfer dependency","1985","no migration background","general elemantary","23","","",""
"High transfer dependency","1985","no migration background","middle vocational","36","0.00908952364146189","0.00617707007465533","0.0120019772082684"
"High transfer dependency","1985","no migration background","vocational + Abi","1","","",""
"High transfer dependency","1985","no migration background","higher vocational","7","","",""
"High transfer dependency","1985","no migration background","higher education","3","","",""
"High transfer dependency","1985","direct migration background","in school","","","",""
"High transfer dependency","1985","direct migration background","inadequately","10","","",""
"High transfer dependency","1985","direct migration background","general elemantary","18","","",""
"High transfer dependency","1985","direct migration background","middle vocational","21","","",""
"High transfer dependency","1985","direct migration background","vocational + Abi","5","","",""
"High transfer dependency","1985","direct migration background","higher vocational","3","","",""
"High transfer dependency","1985","direct migration background","higher education","1","","",""
"High transfer dependency","1985","indirect migration background","in school","","","",""
"High transfer dependency","1985","indirect migration background","inadequately","","","",""
"High transfer dependency","1985","indirect migration background","general elemantary","2","","",""
"High transfer dependency","1985","indirect migration background","middle vocational","","","",""
"High transfer dependency","1985","indirect migration background","vocational + Abi","","","",""
"High transfer dependency","1985","indirect migration background","higher vocational","","","",""
"High transfer dependency","1985","indirect migration background","higher education","","","",""
"Very high transfer dependency","1985","no migration background","in school","3","","",""
"Very high transfer dependency","1985","no migration background","inadequately","3","","",""
"Very high transfer dependency","1985","no migration background","general elemantary","17","","",""
"Very high transfer dependency","1985","no migration background","middle vocational","28","","",""
"Very high transfer dependency","1985","no migration background","vocational + Abi","2","","",""
"Very high transfer dependency","1985","no migration background","higher vocational","1","","",""
"Very high transfer dependency","1985","no migration background","higher education","","","",""
"Very high transfer dependency","1985","direct migration background","in school","","","",""
"Very high transfer dependency","1985","direct migration background","inadequately","3","","",""
"Very high transfer dependency","1985","direct migration background","general elemantary","2","","",""
"Very high transfer dependency","1985","direct migration background","middle vocational","7","","",""
"Very high transfer dependency","1985","direct migration background","vocational + Abi","","","",""
"Very high transfer dependency","1985","direct migration background","higher vocational","1","","",""
"Very high transfer dependency","1985","direct migration background","higher education","1","","",""
"Very high transfer dependency","1985","indirect migration background","in school","","","",""
"Very high transfer dependency","1985","indirect migration background","inadequately","","","",""
"Very high transfer dependency","1985","indirect migration background","general elemantary","","","",""
"Very high transfer dependency","1985","indirect migration background","middle vocational","1","","",""
"Very high transfer dependency","1985","indirect migration background","vocational + Abi","","","",""
"Very high transfer dependency","1985","indirect migration background","higher vocational","","","",""
"Very high transfer dependency","1985","indirect migration background","higher education","","","",""
"Complete transfer dependency","1985","no migration background","in school","1","","",""
"Complete transfer dependency","1985","no migration background","inadequately","5","","",""
"Complete transfer dependency","1985","no migration background","general elemantary","28","","",""
"Complete transfer dependency","1985","no migration background","middle vocational","26","","",""
"Complete transfer dependency","1985","no migration background","vocational + Abi","","","",""
"Complete transfer dependency","1985","no migration background","higher vocational","2","","",""
"Complete transfer dependency","1985","no migration background","higher education","","","",""
"Complete transfer dependency","1985","direct migration background","in school","","","",""
"Complete transfer dependency","1985","direct migration background","inadequately","13","","",""
"Complete transfer dependency","1985","direct migration background","general elemantary","13","","",""
"Complete transfer dependency","1985","direct migration background","middle vocational","10","","",""
"Complete transfer dependency","1985","direct migration background","vocational + Abi","1","","",""
"Complete transfer dependency","1985","direct migration background","higher vocational","","","",""
"Complete transfer dependency","1985","direct migration background","higher education","","","",""
"Complete transfer dependency","1985","indirect migration background","in school","","","",""
"Complete transfer dependency","1985","indirect migration background","inadequately","","","",""
"Complete transfer dependency","1985","indirect migration background","general elemantary","","","",""
"Complete transfer dependency","1985","indirect migration background","middle vocational","","","",""
"Complete transfer dependency","1985","indirect migration background","vocational + Abi","","","",""
"Complete transfer dependency","1985","indirect migration background","higher vocational","","","",""
"Complete transfer dependency","1985","indirect migration background","higher education","","","",""
"No transfer dependency","1986","no migration background","in school","9","","",""
"No transfer dependency","1986","no migration background","inadequately","23","","",""
"No transfer dependency","1986","no migration background","general elemantary","861","0.535769034923944","0.51300017522827","0.558537894619618"
"No transfer dependency","1986","no migration background","middle vocational","1759","0.506702243671465","0.491053457596195","0.522351029746735"
"No transfer dependency","1986","no migration background","vocational + Abi","101","0.661048382864893","0.587931001065298","0.734165764664489"
"No transfer dependency","1986","no migration background","higher vocational","226","0.516329833101726","0.472483217400554","0.560176448802899"
"No transfer dependency","1986","no migration background","higher education","273","0.506718666391877","0.466814317657641","0.546623015126113"
"No transfer dependency","1986","direct migration background","in school","","","",""
"No transfer dependency","1986","direct migration background","inadequately","145","0.24983710742187","0.217007467444314","0.282666747399426"
"No transfer dependency","1986","direct migration background","general elemantary","219","0.38131917271476","0.349191558001963","0.413446787427558"
"No transfer dependency","1986","direct migration background","middle vocational","256","0.394174064157408","0.361048528800959","0.427299599513856"
"No transfer dependency","1986","direct migration background","vocational + Abi","23","","",""
"No transfer dependency","1986","direct migration background","higher vocational","20","","",""
"No transfer dependency","1986","direct migration background","higher education","35","0.371506312588797","0.279518833501184","0.463493791676411"
"No transfer dependency","1986","indirect migration background","in school","1","","",""
"No transfer dependency","1986","indirect migration background","inadequately","2","","",""
"No transfer dependency","1986","indirect migration background","general elemantary","9","","",""
"No transfer dependency","1986","indirect migration background","middle vocational","23","","",""
"No transfer dependency","1986","indirect migration background","vocational + Abi","","","",""
"No transfer dependency","1986","indirect migration background","higher vocational","4","","",""
"No transfer dependency","1986","indirect migration background","higher education","4","","",""
"Very low transfer dependency","1986","no migration background","in school","126","0.892034984175987","0.840444077451426","0.943625890900547"
"Very low transfer dependency","1986","no migration background","inadequately","43","0.468288506770273","0.358253894151838","0.578323119388708"
"Very low transfer dependency","1986","no migration background","general elemantary","876","0.407239347408539","0.384808278291136","0.429670416525943"
"Very low transfer dependency","1986","no migration background","middle vocational","1981","0.445467152089088","0.429910320473156","0.46102398370502"
"Very low transfer dependency","1986","no migration background","vocational + Abi","50","0.269630329148921","0.201082944534376","0.338177713763466"
"Very low transfer dependency","1986","no migration background","higher vocational","254","0.435126588650937","0.391627396085709","0.478625781216166"
"Very low transfer dependency","1986","no migration background","higher education","316","0.464902239469001","0.425092730504869","0.504711748433134"
"Very low transfer dependency","1986","direct migration background","in school","29","","",""
"Very low transfer dependency","1986","direct migration background","inadequately","443","0.634487708635707","0.597968407376225","0.671007009895189"
"Very low transfer dependency","1986","direct migration background","general elemantary","587","0.529754860730107","0.496740684460261","0.562769036999954"
"Very low transfer dependency","1986","direct migration background","middle vocational","523","0.544803813348162","0.511046775608219","0.578560851088106"
"Very low transfer dependency","1986","direct migration background","vocational + Abi","61","0.589400516719215","0.492981533710563","0.685819499727868"
"Very low transfer dependency","1986","direct migration background","higher vocational","25","","",""
"Very low transfer dependency","1986","direct migration background","higher education","65","0.560432507370468","0.465946042346183","0.654918972394753"
"Very low transfer dependency","1986","indirect migration background","in school","9","","",""
"Very low transfer dependency","1986","indirect migration background","inadequately","4","","",""
"Very low transfer dependency","1986","indirect migration background","general elemantary","46","0.731431343034377","0.617367357773535","0.845495328295219"
"Very low transfer dependency","1986","indirect migration background","middle vocational","33","0.355239950647747","0.232073038187755","0.478406863107738"
"Very low transfer dependency","1986","indirect migration background","vocational + Abi","1","","",""
"Very low transfer dependency","1986","indirect migration background","higher vocational","2","","",""
"Very low transfer dependency","1986","indirect migration background","higher education","","","",""
"Low transfer dependency","1986","no migration background","in school","1","","",""
"Low transfer dependency","1986","no migration background","inadequately","6","","",""
"Low transfer dependency","1986","no migration background","general elemantary","45","0.0243325425810721","0.0172980936790759","0.0313669914830682"
"Low transfer dependency","1986","no migration background","middle vocational","106","0.0260873560262779","0.0210982273561971","0.0310764846963586"
"Low transfer dependency","1986","no migration background","vocational + Abi","7","","",""
"Low transfer dependency","1986","no migration background","higher vocational","10","","",""
"Low transfer dependency","1986","no migration background","higher education","7","","",""
"Low transfer dependency","1986","direct migration background","in school","1","","",""
"Low transfer dependency","1986","direct migration background","inadequately","49","0.0650505931228949","0.0463489594679384","0.0837522267778513"
"Low transfer dependency","1986","direct migration background","general elemantary","41","0.0507378479976506","0.0362214142168974","0.0652542817784038"
"Low transfer dependency","1986","direct migration background","middle vocational","28","","",""
"Low transfer dependency","1986","direct migration background","vocational + Abi","8","","",""
"Low transfer dependency","1986","direct migration background","higher vocational","2","","",""
"Low transfer dependency","1986","direct migration background","higher education","3","","",""
"Low transfer dependency","1986","indirect migration background","in school","1","","",""
"Low transfer dependency","1986","indirect migration background","inadequately","1","","",""
"Low transfer dependency","1986","indirect migration background","general elemantary","2","","",""
"Low transfer dependency","1986","indirect migration background","middle vocational","1","","",""
"Low transfer dependency","1986","indirect migration background","vocational + Abi","","","",""
"Low transfer dependency","1986","indirect migration background","higher vocational","","","",""
"Low transfer dependency","1986","indirect migration background","higher education","","","",""
"High transfer dependency","1986","no migration background","in school","1","","",""
"High transfer dependency","1986","no migration background","inadequately","1","","",""
"High transfer dependency","1986","no migration background","general elemantary","27","","",""
"High transfer dependency","1986","no migration background","middle vocational","32","0.00924551206758525","0.00624981303681061","0.0122412110983599"
"High transfer dependency","1986","no migration background","vocational + Abi","2","","",""
"High transfer dependency","1986","no migration background","higher vocational","4","","",""
"High transfer dependency","1986","no migration background","higher education","3","","",""
"High transfer dependency","1986","direct migration background","in school","1","","",""
"High transfer dependency","1986","direct migration background","inadequately","15","","",""
"High transfer dependency","1986","direct migration background","general elemantary","14","","",""
"High transfer dependency","1986","direct migration background","middle vocational","15","","",""
"High transfer dependency","1986","direct migration background","vocational + Abi","5","","",""
"High transfer dependency","1986","direct migration background","higher vocational","","","",""
"High transfer dependency","1986","direct migration background","higher education","","","",""
"High transfer dependency","1986","indirect migration background","in school","","","",""
"High transfer dependency","1986","indirect migration background","inadequately","","","",""
"High transfer dependency","1986","indirect migration background","general elemantary","1","","",""
"High transfer dependency","1986","indirect migration background","middle vocational","","","",""
"High transfer dependency","1986","indirect migration background","vocational + Abi","","","",""
"High transfer dependency","1986","indirect migration background","higher vocational","","","",""
"High transfer dependency","1986","indirect migration background","higher education","","","",""
"Very high transfer dependency","1986","no migration background","in school","2","","",""
"Very high transfer dependency","1986","no migration background","inadequately","1","","",""
"Very high transfer dependency","1986","no migration background","general elemantary","10","","",""
"Very high transfer dependency","1986","no migration background","middle vocational","22","","",""
"Very high transfer dependency","1986","no migration background","vocational + Abi","1","","",""
"Very high transfer dependency","1986","no migration background","higher vocational","1","","",""
"Very high transfer dependency","1986","no migration background","higher education","2","","",""
"Very high transfer dependency","1986","direct migration background","in school","","","",""
"Very high transfer dependency","1986","direct migration background","inadequately","10","","",""
"Very high transfer dependency","1986","direct migration background","general elemantary","3","","",""
"Very high transfer dependency","1986","direct migration background","middle vocational","10","","",""
"Very high transfer dependency","1986","direct migration background","vocational + Abi","2","","",""
"Very high transfer dependency","1986","direct migration background","higher vocational","2","","",""
"Very high transfer dependency","1986","direct migration background","higher education","","","",""
"Very high transfer dependency","1986","indirect migration background","in school","","","",""
"Very high transfer dependency","1986","indirect migration background","inadequately","","","",""
"Very high transfer dependency","1986","indirect migration background","general elemantary","","","",""
"Very high transfer dependency","1986","indirect migration background","middle vocational","1","","",""
"Very high transfer dependency","1986","indirect migration background","vocational + Abi","","","",""
"Very high transfer dependency","1986","indirect migration background","higher vocational","","","",""
"Very high transfer dependency","1986","indirect migration background","higher education","","","",""
"Complete transfer dependency","1986","no migration background","in school","","","",""
"Complete transfer dependency","1986","no migration background","inadequately","5","","",""
"Complete transfer dependency","1986","no migration background","general elemantary","24","","",""
"Complete transfer dependency","1986","no migration background","middle vocational","21","","",""
"Complete transfer dependency","1986","no migration background","vocational + Abi","","","",""
"Complete transfer dependency","1986","no migration background","higher vocational","4","","",""
"Complete transfer dependency","1986","no migration background","higher education","2","","",""
"Complete transfer dependency","1986","direct migration background","in school","","","",""
"Complete transfer dependency","1986","direct migration background","inadequately","6","","",""
"Complete transfer dependency","1986","direct migration background","general elemantary","14","","",""
"Complete transfer dependency","1986","direct migration background","middle vocational","4","","",""
"Complete transfer dependency","1986","direct migration background","vocational + Abi","1","","",""
"Complete transfer dependency","1986","direct migration background","higher vocational","1","","",""
"Complete transfer dependency","1986","direct migration background","higher education","3","","",""
"Complete transfer dependency","1986","indirect migration background","in school","","","",""
"Complete transfer dependency","1986","indirect migration background","inadequately","","","",""
"Complete transfer dependency","1986","indirect migration background","general elemantary","","","",""
"Complete transfer dependency","1986","indirect migration background","middle vocational","","","",""
"Complete transfer dependency","1986","indirect migration background","vocational + Abi","","","",""
"Complete transfer dependency","1986","indirect migration background","higher vocational","","","",""
"Complete transfer dependency","1986","indirect migration background","higher education","","","",""
"No transfer dependency","1987","no migration background","in school","12","","",""
"No transfer dependency","1987","no migration background","inadequately","15","","",""
"No transfer dependency","1987","no migration background","general elemantary","877","0.574101602596464","0.550980443993936","0.597222761198991"
"No transfer dependency","1987","no migration background","middle vocational","1798","0.527509754201736","0.511717260735406","0.543302247668065"
"No transfer dependency","1987","no migration background","vocational + Abi","102","0.634329121309227","0.561064120358198","0.707594122260255"
"No transfer dependency","1987","no migration background","higher vocational","213","0.495355265242858","0.450766464616942","0.539944065868774"
"No transfer dependency","1987","no migration background","higher education","271","0.504137685054137","0.464428170497369","0.543847199610904"
"No transfer dependency","1987","direct migration background","in school","","","",""
"No transfer dependency","1987","direct migration background","inadequately","149","0.242076849345254","0.209096913718389","0.275056784972119"
"No transfer dependency","1987","direct migration background","general elemantary","198","0.362082932050952","0.330753680948625","0.393412183153279"
"No transfer dependency","1987","direct migration background","middle vocational","239","0.41587455536599","0.382201508832952","0.449547601899027"
"No transfer dependency","1987","direct migration background","vocational + Abi","26","","",""
