"plh0191","year","n","percent","lower_confidence","upper_confidence","value"
"True entirely","1999","","","","","1"
"Rather not true","2000","","","","","3"
"Tends to agree","2000","","","","","2"
"Totally disagree","2000","","","","","4"
"True entirely","2000","","","","","1"
"Rather not true","2001","","","","","3"
"Tends to agree","2001","","","","","2"
"Totally disagree","2001","","","","","4"
"True entirely","2001","","","","","1"
"Rather not true","2002","","","","","3"
"Tends to agree","2002","","","","","2"
"Totally disagree","2002","","","","","4"
"True entirely","2002","","","","","1"
"Rather not true","2003","","","","","3"
"Tends to agree","2003","","","","","2"
"Totally disagree","2003","","","","","4"
"True entirely","2003","","","","","1"
"Rather not true","2004","","","","","3"
"Tends to agree","2004","","","","","2"
"Totally disagree","2004","","","","","4"
"True entirely","2004","","","","","1"
"Rather not true","2005","","","","","3"
"Tends to agree","2005","","","","","2"
"Totally disagree","2005","","","","","4"
"True entirely","2005","","","","","1"
"Rather not true","2006","","","","","3"
"Tends to agree","2006","","","","","2"
"Totally disagree","2006","","","","","4"
"True entirely","2006","","","","","1"
"Rather not true","2007","","","","","3"
"Tends to agree","2007","","","","","2"
"Totally disagree","2007","","","","","4"
"True entirely","2007","","","","","1"
"Rather not true","2008","7201","0.377710107390661","0.370869571551221","0.384550643230102","3"
"Tends to agree","2008","2641","0.148335554474406","0.143320549894037","0.153350559054775","2"
"Totally disagree","2008","8592","0.424891644912581","0.417916899179193","0.431866390645969","4"
"True entirely","2008","862","0.0490626932223516","0.0460150362688158","0.0521103501758873","1"
"Rather not true","2009","","","","","3"
"Tends to agree","2009","","","","","2"
"Totally disagree","2009","","","","","4"
"True entirely","2009","","","","","1"
"Rather not true","2010","","","","","3"
"Tends to agree","2010","","","","","2"
"Totally disagree","2010","","","","","4"
"True entirely","2010","","","","","1"
"Rather not true","2011","","","","","3"
"Tends to agree","2011","","","","","2"
"Totally disagree","2011","","","","","4"
"True entirely","2011","","","","","1"
"Rather not true","2012","","","","","3"
"Tends to agree","2012","","","","","2"
"Totally disagree","2012","","","","","4"
"True entirely","2012","","","","","1"
"Rather not true","2013","6116","0.327482980265179","0.320781408053437","0.334184552476921","3"
"Tends to agree","2013","1787","0.0995815208232137","0.0953054757762525","0.103857565870175","2"
"Totally disagree","2013","10109","0.524153217593438","0.517021512251009","0.531284922935866","4"
"True entirely","2013","826","0.0487822813181697","0.0457061723656889","0.0518583902706504","1"
"Rather not true","2014","","","","","3"
"Tends to agree","2014","","","","","2"
"Totally disagree","2014","","","","","4"
"True entirely","2014","","","","","1"
"Rather not true","2015","","","","","3"
"Tends to agree","2015","","","","","2"
"Totally disagree","2015","","","","","4"
"True entirely","2015","","","","","1"
"Rather not true","2016","","","","","3"
"Tends to agree","2016","","","","","2"
"Totally disagree","2016","","","","","4"
"True entirely","2016","","","","","1"
"Rather not true","2017","","","","","3"
"Tends to agree","2017","","","","","2"
"Totally disagree","2017","","","","","4"
"True entirely","2017","","","","","1"
"Rather not true","2018","9007","0.355523822472823","0.349654007323418","0.361393637622229","3"
"Tends to agree","2018","2770","0.115487982478713","0.111568696956055","0.11940726800137","2"
"Totally disagree","2018","12644","0.483535906411986","0.477407873791663","0.489663939032309","4"
"True entirely","2018","1125","0.0454522886364779","0.0428980390284018","0.0480065382445539","1"
