"plh0191","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Rather not true","1990","Hesse","Rural Area","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rather not true","1990","Baden-Württemberg","Urban Area","","","",""
"Rather not true","1990","Baden-Württemberg","Rural Area","","","",""
"Rather not true","1990","Bavaria","Urban Area","","","",""
"Rather not true","1990","Bavaria","Rural Area","","","",""
"Rather not true","1990","Berlin","Urban Area","100","0.363434910953095","0.307296738970035","0.419573082936156"
"Rather not true","1990","Berlin","Rural Area","","","",""
"Rather not true","1990","Brandenburg","Urban Area","28","","",""
"Rather not true","1990","Brandenburg","Rural Area","214","0.313089425552639","0.277547290090796","0.348631561014482"
"Rather not true","1990","Mecklenburg-Western Pomerania","Urban Area","8","","",""
"Rather not true","1990","Mecklenburg-Western Pomerania","Rural Area","170","0.374888611036125","0.32996129331521","0.41981592875704"
"Rather not true","1990","Saxony","Urban Area","241","0.341985479562258","0.306793641406726","0.377177317717789"
"Rather not true","1990","Saxony","Rural Area","242","0.38532239622395","0.346827803737903","0.423816988709996"
"Rather not true","1990","Saxony-Anhalt","Urban Area","88","0.347648761582733","0.287019119154229","0.408278404011238"
"Rather not true","1990","Saxony-Anhalt","Rural Area","186","0.333150348847512","0.294285411901369","0.372015285793655"
"Rather not true","1990","Thuringia","Urban Area","84","0.407301861907366","0.339545920238369","0.475057803576362"
"Rather not true","1990","Thuringia","Rural Area","196","0.384723803398839","0.342785350527548","0.42666225627013"
"Totally disagree","1990","Schleswig-Holstein","Urban Area","","","",""
"Totally disagree","1990","Schleswig-Holstein","Rural Area","","","",""
"Totally disagree","1990","Hamburg","Urban Area","","","",""
"Totally disagree","1990","Hamburg","Rural Area","","","",""
"Totally disagree","1990","Lower Saxony","Urban Area","","","",""
"Totally disagree","1990","Lower Saxony","Rural Area","","","",""
"Totally disagree","1990","Bremen","Urban Area","","","",""
"Totally disagree","1990","Bremen","Rural Area","","","",""
"Totally disagree","1990","North Rhine-Westphalia","Urban Area","","","",""
"Totally disagree","1990","North Rhine-Westphalia","Rural Area","","","",""
"Totally disagree","1990","Hesse","Urban Area","","","",""
"Totally disagree","1990","Hesse","Rural Area","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Totally disagree","1990","Baden-Württemberg","Urban Area","","","",""
"Totally disagree","1990","Baden-Württemberg","Rural Area","","","",""
"Totally disagree","1990","Bavaria","Urban Area","","","",""
"Totally disagree","1990","Bavaria","Rural Area","","","",""
"Totally disagree","1990","Berlin","Urban Area","120","0.410167630485535","0.352760144287332","0.467575116683738"
"Totally disagree","1990","Berlin","Rural Area","","","",""
"Totally disagree","1990","Brandenburg","Urban Area","13","","",""
"Totally disagree","1990","Brandenburg","Rural Area","245","0.373652469041378","0.336575789788421","0.410729148294335"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Urban Area","23","","",""
"Totally disagree","1990","Mecklenburg-Western Pomerania","Rural Area","137","0.300208788404752","0.25767083369042","0.342746743119083"
"Totally disagree","1990","Saxony","Urban Area","248","0.349061838792012","0.313699463233932","0.384424214350092"
"Totally disagree","1990","Saxony","Rural Area","217","0.35648346473437","0.31859879933614","0.394368130132601"
"Totally disagree","1990","Saxony-Anhalt","Urban Area","68","0.27365363544356","0.216893109284603","0.330414161602517"
"Totally disagree","1990","Saxony-Anhalt","Rural Area","216","0.370476086951424","0.330655278449826","0.410296895453022"
"Totally disagree","1990","Thuringia","Urban Area","63","0.288655377483291","0.226166566812242","0.351144188154339"
"Totally disagree","1990","Thuringia","Rural Area","190","0.35840820703157","0.317072897665946","0.399743516397195"
"True entirely","1991","Schleswig-Holstein","Urban Area","","","",""
"True entirely","1991","Schleswig-Holstein","Rural Area","","","",""
"True entirely","1991","Hamburg","Urban Area","","","",""
"True entirely","1991","Hamburg","Rural Area","","","",""
"True entirely","1991","Lower Saxony","Urban Area","","","",""
"True entirely","1991","Lower Saxony","Rural Area","","","",""
"True entirely","1991","Bremen","Urban Area","","","",""
"True entirely","1991","Bremen","Rural Area","","","",""
"True entirely","1991","North Rhine-Westphalia","Urban Area","","","",""
"True entirely","1991","North Rhine-Westphalia","Rural Area","","","",""
"True entirely","1991","Hesse","Urban Area","","","",""
"True entirely","1991","Hesse","Rural Area","","","",""
"True entirely","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"True entirely","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"True entirely","1991","Baden-Württemberg","Urban Area","1","","",""
"True entirely","1991","Baden-Württemberg","Rural Area","","","",""
"True entirely","1991","Bavaria","Urban Area","","","",""
"True entirely","1991","Bavaria","Rural Area","","","",""
"True entirely","1991","Berlin","Urban Area","13","","",""
"True entirely","1991","Berlin","Rural Area","","","",""
"True entirely","1991","Brandenburg","Urban Area","2","","",""
"True entirely","1991","Brandenburg","Rural Area","66","0.105149946978591","0.0811398461580254","0.129160047799156"
"True entirely","1991","Mecklenburg-Western Pomerania","Urban Area","","","",""
"True entirely","1991","Mecklenburg-Western Pomerania","Rural Area","33","0.080619801750482","0.0542671332815484","0.106972470219415"
"True entirely","1991","Saxony","Urban Area","56","0.109376087884813","0.0846888629614859","0.13406331280814"
"True entirely","1991","Saxony","Rural Area","36","0.0741320586152864","0.0528475243197171","0.0954165929108557"
"True entirely","1991","Saxony-Anhalt","Urban Area","33","0.217503490667624","0.163112587018562","0.271894394316686"
"True entirely","1991","Saxony-Anhalt","Rural Area","43","0.0871450975722706","0.0637849041779472","0.110505290966594"
"True entirely","1991","Thuringia","Urban Area","13","","",""
"True entirely","1991","Thuringia","Rural Area","43","0.0903560080076835","0.0648149045920541","0.115897111423313"
"Tends to agree","1991","Schleswig-Holstein","Urban Area","","","",""
"Tends to agree","1991","Schleswig-Holstein","Rural Area","","","",""
"Tends to agree","1991","Hamburg","Urban Area","","","",""
"Tends to agree","1991","Hamburg","Rural Area","","","",""
"Tends to agree","1991","Lower Saxony","Urban Area","","","",""
"Tends to agree","1991","Lower Saxony","Rural Area","1","","",""
"Tends to agree","1991","Bremen","Urban Area","","","",""
"Tends to agree","1991","Bremen","Rural Area","","","",""
"Tends to agree","1991","North Rhine-Westphalia","Urban Area","","","",""
"Tends to agree","1991","North Rhine-Westphalia","Rural Area","","","",""
"Tends to agree","1991","Hesse","Urban Area","","","",""
"Tends to agree","1991","Hesse","Rural Area","","","",""
"Tends to agree","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Tends to agree","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Tends to agree","1991","Baden-Württemberg","Urban Area","","","",""
"Tends to agree","1991","Baden-Württemberg","Rural Area","","","",""
"Tends to agree","1991","Bavaria","Urban Area","","","",""
"Tends to agree","1991","Bavaria","Rural Area","","","",""
"Tends to agree","1991","Berlin","Urban Area","42","0.224544450061751","0.17372524984452","0.275363650278982"
"Tends to agree","1991","Berlin","Rural Area","","","",""
"Tends to agree","1991","Brandenburg","Urban Area","10","","",""
"Tends to agree","1991","Brandenburg","Rural Area","125","0.210450962969601","0.178544450722219","0.242357475216982"
"Tends to agree","1991","Mecklenburg-Western Pomerania","Urban Area","11","","",""
"Tends to agree","1991","Mecklenburg-Western Pomerania","Rural Area","105","0.262280216374285","0.219702276495335","0.304858156253236"
"Tends to agree","1991","Saxony","Urban Area","144","0.242303550523333","0.208412001368731","0.276195099677935"
"Tends to agree","1991","Saxony","Rural Area","142","0.245102351399094","0.210155796076102","0.280048906722086"
"Tends to agree","1991","Saxony-Anhalt","Urban Area","58","0.266303845599486","0.208026629877356","0.324581061321617"
"Tends to agree","1991","Saxony-Anhalt","Rural Area","149","0.269807467733313","0.233045414973005","0.30656952049362"
"Tends to agree","1991","Thuringia","Urban Area","38","0.227218734231701","0.166998563902291","0.287438904561112"
"Tends to agree","1991","Thuringia","Rural Area","117","0.254501771157051","0.215696196177562","0.293307346136539"
"Rather not true","1991","Schleswig-Holstein","Urban Area","","","",""
"Rather not true","1991","Schleswig-Holstein","Rural Area","1","","",""
"Rather not true","1991","Hamburg","Urban Area","","","",""
"Rather not true","1991","Hamburg","Rural Area","","","",""
"Rather not true","1991","Lower Saxony","Urban Area","","","",""
"Rather not true","1991","Lower Saxony","Rural Area","","","",""
"Rather not true","1991","Bremen","Urban Area","","","",""
"Rather not true","1991","Bremen","Rural Area","","","",""
"Rather not true","1991","North Rhine-Westphalia","Urban Area","1","","",""
"Rather not true","1991","North Rhine-Westphalia","Rural Area","","","",""
"Rather not true","1991","Hesse","Urban Area","","","",""
"Rather not true","1991","Hesse","Rural Area","","","",""
"Rather not true","1991","Rhineland-Palatinate,Saarland","Urban Area","1","","",""
"Rather not true","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rather not true","1991","Baden-Württemberg","Urban Area","3","","",""
"Rather not true","1991","Baden-Württemberg","Rural Area","","","",""
"Rather not true","1991","Bavaria","Urban Area","2","","",""
"Rather not true","1991","Bavaria","Rural Area","","","",""
"Rather not true","1991","Berlin","Urban Area","108","0.371645126007795","0.312792624946623","0.430497627068966"
"Rather not true","1991","Berlin","Rural Area","","","",""
"Rather not true","1991","Brandenburg","Urban Area","23","","",""
"Rather not true","1991","Brandenburg","Rural Area","264","0.426409682939505","0.387699185218831","0.465120180660178"
"Rather not true","1991","Mecklenburg-Western Pomerania","Urban Area","16","","",""
"Rather not true","1991","Mecklenburg-Western Pomerania","Rural Area","153","0.372295902068415","0.325503237915897","0.419088566220934"
"Rather not true","1991","Saxony","Urban Area","236","0.385030469419329","0.346541325268594","0.423519613570064"
"Rather not true","1991","Saxony","Rural Area","248","0.4214732163731","0.381355765967243","0.461590666778956"
"Rather not true","1991","Saxony-Anhalt","Urban Area","67","0.220247780981825","0.165610882951523","0.274884679012126"
"Rather not true","1991","Saxony-Anhalt","Rural Area","212","0.387590393413604","0.347238717484405","0.427942069342804"
"Rather not true","1991","Thuringia","Urban Area","72","0.35421069685532","0.285477288756215","0.422944104954425"
"Rather not true","1991","Thuringia","Rural Area","218","0.440581805415349","0.396352819396025","0.484810791434674"
"Totally disagree","1991","Schleswig-Holstein","Urban Area","","","",""
"Totally disagree","1991","Schleswig-Holstein","Rural Area","2","","",""
"Totally disagree","1991","Hamburg","Urban Area","","","",""
"Totally disagree","1991","Hamburg","Rural Area","","","",""
"Totally disagree","1991","Lower Saxony","Urban Area","","","",""
"Totally disagree","1991","Lower Saxony","Rural Area","","","",""
"Totally disagree","1991","Bremen","Urban Area","","","",""
"Totally disagree","1991","Bremen","Rural Area","","","",""
"Totally disagree","1991","North Rhine-Westphalia","Urban Area","6","","",""
"Totally disagree","1991","North Rhine-Westphalia","Rural Area","","","",""
"Totally disagree","1991","Hesse","Urban Area","3","","",""
"Totally disagree","1991","Hesse","Rural Area","","","",""
"Totally disagree","1991","Rhineland-Palatinate,Saarland","Urban Area","2","","",""
"Totally disagree","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Totally disagree","1991","Baden-Württemberg","Urban Area","1","","",""
"Totally disagree","1991","Baden-Württemberg","Rural Area","2","","",""
"Totally disagree","1991","Bavaria","Urban Area","2","","",""
"Totally disagree","1991","Bavaria","Rural Area","4","","",""
"Totally disagree","1991","Berlin","Urban Area","96","0.35791746762471","0.299534645580641","0.416300289668779"
"Totally disagree","1991","Berlin","Rural Area","","","",""
"Totally disagree","1991","Brandenburg","Urban Area","7","","",""
"Totally disagree","1991","Brandenburg","Rural Area","172","0.257989407112304","0.223742582433347","0.292236231791261"
"Totally disagree","1991","Mecklenburg-Western Pomerania","Urban Area","24","","",""
"Totally disagree","1991","Mecklenburg-Western Pomerania","Rural Area","119","0.284804079806817","0.241118130248544","0.328490029365091"
"Totally disagree","1991","Saxony","Urban Area","178","0.263289892172525","0.228453809460836","0.298125974884215"
"Totally disagree","1991","Saxony","Rural Area","156","0.25929237361252","0.223687874662106","0.294896872562934"
"Totally disagree","1991","Saxony-Anhalt","Urban Area","63","0.295944882751066","0.235763702415314","0.356126063086817"
"Totally disagree","1991","Saxony-Anhalt","Rural Area","156","0.255457041280813","0.219336196670355","0.29157788589127"
"Totally disagree","1991","Thuringia","Urban Area","63","0.361507000065473","0.292462666085536","0.43055133404541"
"Totally disagree","1991","Thuringia","Rural Area","106","0.214560415419916","0.177987750801069","0.251133080038764"
"True entirely","1992","Schleswig-Holstein","Urban Area","5","","",""
"True entirely","1992","Schleswig-Holstein","Rural Area","5","","",""
"True entirely","1992","Hamburg","Urban Area","11","","",""
"True entirely","1992","Hamburg","Rural Area","","","",""
"True entirely","1992","Lower Saxony","Urban Area","12","","",""
"True entirely","1992","Lower Saxony","Rural Area","16","","",""
"True entirely","1992","Bremen","Urban Area","5","","",""
"True entirely","1992","Bremen","Rural Area","","","",""
"True entirely","1992","North Rhine-Westphalia","Urban Area","85","0.0531447485636246","0.0428558312072031","0.0634336659200461"
"True entirely","1992","North Rhine-Westphalia","Rural Area","2","","",""
"True entirely","1992","Hesse","Urban Area","16","","",""
"True entirely","1992","Hesse","Rural Area","6","","",""
"True entirely","1992","Rhineland-Palatinate,Saarland","Urban Area","19","","",""
"True entirely","1992","Rhineland-Palatinate,Saarland","Rural Area","3","","",""
"True entirely","1992","Baden-Württemberg","Urban Area","44","0.0530979360938648","0.0389063760426215","0.0672894961451082"
"True entirely","1992","Baden-Württemberg","Rural Area","14","","",""
"True entirely","1992","Bavaria","Urban Area","25","","",""
"True entirely","1992","Bavaria","Rural Area","28","","",""
"True entirely","1992","Berlin","Urban Area","19","","",""
"True entirely","1992","Berlin","Rural Area","","","",""
"True entirely","1992","Brandenburg","Urban Area","1","","",""
"True entirely","1992","Brandenburg","Rural Area","38","0.0629188363140786","0.0432422795423825","0.0825953930857747"
"True entirely","1992","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"True entirely","1992","Mecklenburg-Western Pomerania","Rural Area","24","","",""
"True entirely","1992","Saxony","Urban Area","36","0.0775709572798151","0.0558574552686096","0.0992844592910205"
"True entirely","1992","Saxony","Rural Area","63","0.125013632798475","0.0973227282344363","0.152704537362514"
"True entirely","1992","Saxony-Anhalt","Urban Area","27","","",""
"True entirely","1992","Saxony-Anhalt","Rural Area","29","","",""
"True entirely","1992","Thuringia","Urban Area","10","","",""
"True entirely","1992","Thuringia","Rural Area","36","0.111066911660228","0.082869075323462","0.139264747996994"
"Tends to agree","1992","Schleswig-Holstein","Urban Area","15","","",""
"Tends to agree","1992","Schleswig-Holstein","Rural Area","11","","",""
"Tends to agree","1992","Hamburg","Urban Area","14","","",""
"Tends to agree","1992","Hamburg","Rural Area","","","",""
"Tends to agree","1992","Lower Saxony","Urban Area","41","0.120759564052618","0.0893336687047247","0.152185459400511"
"Tends to agree","1992","Lower Saxony","Rural Area","40","0.115115192310558","0.0846280488607784","0.145602335760337"
"Tends to agree","1992","Bremen","Urban Area","11","","",""
"Tends to agree","1992","Bremen","Rural Area","","","",""
"Tends to agree","1992","North Rhine-Westphalia","Urban Area","152","0.0878036063184837","0.0748229079961352","0.100784304640832"
"Tends to agree","1992","North Rhine-Westphalia","Rural Area","6","","",""
"Tends to agree","1992","Hesse","Urban Area","43","0.0907280159784768","0.0664351608547496","0.115020871102204"
"Tends to agree","1992","Hesse","Rural Area","16","","",""
"Tends to agree","1992","Rhineland-Palatinate,Saarland","Urban Area","52","0.128951646884164","0.0974569058983377","0.160446387869991"
"Tends to agree","1992","Rhineland-Palatinate,Saarland","Rural Area","21","","",""
"Tends to agree","1992","Baden-Württemberg","Urban Area","118","0.137252126646815","0.115473009178918","0.159031244114713"
"Tends to agree","1992","Baden-Württemberg","Rural Area","22","","",""
"Tends to agree","1992","Bavaria","Urban Area","36","0.0619536284428611","0.0431886102657107","0.0807186466200115"
"Tends to agree","1992","Bavaria","Rural Area","100","0.165649294122997","0.137624407990969","0.193674180255025"
"Tends to agree","1992","Berlin","Urban Area","46","0.102112756378871","0.0751646581198212","0.12906085463792"
"Tends to agree","1992","Berlin","Rural Area","","","",""
"Tends to agree","1992","Brandenburg","Urban Area","13","","",""
"Tends to agree","1992","Brandenburg","Rural Area","130","0.236084504025051","0.201671185134901","0.270497822915201"
"Tends to agree","1992","Mecklenburg-Western Pomerania","Urban Area","13","","",""
"Tends to agree","1992","Mecklenburg-Western Pomerania","Rural Area","92","0.271576677354166","0.225632022092771","0.31752133261556"
"Tends to agree","1992","Saxony","Urban Area","125","0.238392545387246","0.20380452214396","0.272980568630533"
"Tends to agree","1992","Saxony","Rural Area","130","0.23773956990479","0.20209772008642","0.273381419723161"
"Tends to agree","1992","Saxony-Anhalt","Urban Area","80","0.378143228370313","0.316920466503405","0.439365990237222"
"Tends to agree","1992","Saxony-Anhalt","Rural Area","107","0.206688176851546","0.171917831039036","0.241458522664055"
"Tends to agree","1992","Thuringia","Urban Area","40","0.25369155571587","0.189769567679173","0.317613543752566"
"Tends to agree","1992","Thuringia","Rural Area","117","0.252879750263814","0.213872873139795","0.291886627387833"
"Rather not true","1992","Schleswig-Holstein","Urban Area","38","0.367961805239847","0.279436242173532","0.456487368306163"
"Rather not true","1992","Schleswig-Holstein","Rural Area","31","0.255860334986239","0.1796714657933","0.332049204179177"
"Rather not true","1992","Hamburg","Urban Area","23","","",""
"Rather not true","1992","Hamburg","Rural Area","","","",""
"Rather not true","1992","Lower Saxony","Urban Area","115","0.291977972586586","0.248127781103489","0.335828164069683"
"Rather not true","1992","Lower Saxony","Rural Area","125","0.295349337373908","0.251771871059232","0.338926803688583"
"Rather not true","1992","Bremen","Urban Area","13","","",""
"Rather not true","1992","Bremen","Rural Area","","","",""
"Rather not true","1992","North Rhine-Westphalia","Urban Area","514","0.272346707578815","0.251928339970519","0.292765075187112"
"Rather not true","1992","North Rhine-Westphalia","Rural Area","12","","",""
"Rather not true","1992","Hesse","Urban Area","142","0.267320314112005","0.22988909217483","0.304751536049181"
"Rather not true","1992","Hesse","Rural Area","31","0.29009542229743","0.205290282458029","0.37490056213683"
"Rather not true","1992","Rhineland-Palatinate,Saarland","Urban Area","132","0.299535257296997","0.256490468896767","0.342580045697228"
"Rather not true","1992","Rhineland-Palatinate,Saarland","Rural Area","39","0.349160998867878","0.260076652669906","0.43824534506585"
"Rather not true","1992","Baden-Württemberg","Urban Area","294","0.301860364500507","0.27280589293933","0.330914836061685"
"Rather not true","1992","Baden-Württemberg","Rural Area","40","0.302721982108128","0.229198269691331","0.376245694524925"
"Rather not true","1992","Bavaria","Urban Area","155","0.249156760063166","0.215488983444953","0.282824536681379"
"Rather not true","1992","Bavaria","Rural Area","213","0.320697793378108","0.2855130618492","0.355882524907016"
"Rather not true","1992","Berlin","Urban Area","165","0.328232718897778","0.286442217621249","0.370023220174306"
"Rather not true","1992","Berlin","Rural Area","","","",""
"Rather not true","1992","Brandenburg","Urban Area","32","0.456256709190232","0.334228653510468","0.578284764869996"
"Rather not true","1992","Brandenburg","Rural Area","211","0.345181991429096","0.306655937315077","0.383708045543115"
"Rather not true","1992","Mecklenburg-Western Pomerania","Urban Area","10","","",""
"Rather not true","1992","Mecklenburg-Western Pomerania","Rural Area","137","0.36373199992935","0.31403757871717","0.413426421141529"
"Rather not true","1992","Saxony","Urban Area","218","0.369247864912539","0.33007348104183","0.408422248783248"
"Rather not true","1992","Saxony","Rural Area","209","0.380532276837852","0.339882056592365","0.421182497083338"
"Rather not true","1992","Saxony-Anhalt","Urban Area","84","0.310496149100841","0.25207958264738","0.368912715554302"
"Rather not true","1992","Saxony-Anhalt","Rural Area","216","0.422920674506322","0.38050010983628","0.465341239176364"
"Rather not true","1992","Thuringia","Urban Area","69","0.39532795750363","0.323502764984835","0.467153150022426"
"Rather not true","1992","Thuringia","Rural Area","201","0.404208223725333","0.360169094191949","0.448247353258717"
"Totally disagree","1992","Schleswig-Holstein","Urban Area","56","0.456514420793733","0.365078481976121","0.547950359611346"
"Totally disagree","1992","Schleswig-Holstein","Rural Area","79","0.59615659839073","0.510482510063244","0.681830686718216"
"Totally disagree","1992","Hamburg","Urban Area","66","0.567236681655983","0.476286611096907","0.658186752215059"
"Totally disagree","1992","Hamburg","Rural Area","","","",""
"Totally disagree","1992","Lower Saxony","Urban Area","245","0.555529772281974","0.507606322596795","0.603453221967152"
"Totally disagree","1992","Lower Saxony","Rural Area","240","0.543165650946169","0.495582569034519","0.590748732857819"
"Totally disagree","1992","Bremen","Urban Area","58","0.647157281305396","0.546745663238196","0.747568899372596"
"Totally disagree","1992","Bremen","Rural Area","","","",""
"Totally disagree","1992","North Rhine-Westphalia","Urban Area","1075","0.586704937539076","0.564119022796301","0.609290852281851"
"Totally disagree","1992","North Rhine-Westphalia","Rural Area","45","0.60739150172143","0.488676496405557","0.726106507037302"
"Totally disagree","1992","Hesse","Urban Area","336","0.60811758527251","0.566828751412958","0.649406419132061"
"Totally disagree","1992","Hesse","Rural Area","57","0.510418238138066","0.417000906942865","0.603835569333267"
"Totally disagree","1992","Rhineland-Palatinate,Saarland","Urban Area","232","0.524145735769331","0.477214015469469","0.571077456069194"
"Totally disagree","1992","Rhineland-Palatinate,Saarland","Rural Area","47","0.342121013392496","0.253463686915","0.430778339869992"
"Totally disagree","1992","Baden-Württemberg","Urban Area","503","0.507789572758813","0.47614814429754","0.539431001220085"
"Totally disagree","1992","Baden-Württemberg","Rural Area","74","0.443165922170034","0.363669324280899","0.522662520059169"
"Totally disagree","1992","Bavaria","Urban Area","418","0.644269995052662","0.607005292056575","0.681534698048748"
"Totally disagree","1992","Bavaria","Rural Area","335","0.472443620339937","0.434809291348027","0.510077949331847"
"Totally disagree","1992","Berlin","Urban Area","255","0.518678866885621","0.474211238907524","0.563146494863719"
"Totally disagree","1992","Berlin","Rural Area","","","",""
"Totally disagree","1992","Brandenburg","Urban Area","18","","",""
"Totally disagree","1992","Brandenburg","Rural Area","206","0.355814668231774","0.317018619372525","0.394610717091024"
"Totally disagree","1992","Mecklenburg-Western Pomerania","Urban Area","24","","",""
"Totally disagree","1992","Mecklenburg-Western Pomerania","Rural Area","107","0.280513621517884","0.234106449255862","0.326920793779907"
"Totally disagree","1992","Saxony","Urban Area","204","0.314788632420399","0.277089130390674","0.352488134450125"
"Totally disagree","1992","Saxony","Rural Area","146","0.256714520458883","0.220141497952036","0.29328754296573"
"Totally disagree","1992","Saxony-Anhalt","Urban Area","50","0.136781626164638","0.0933992047266406","0.180164047602636"
"Totally disagree","1992","Saxony-Anhalt","Rural Area","169","0.301945948717008","0.262523975475753","0.341367921958264"
"Totally disagree","1992","Thuringia","Urban Area","59","0.289376417065136","0.222758742993201","0.355994091137071"
"Totally disagree","1992","Thuringia","Rural Area","123","0.231845114350624","0.193973634628031","0.269716594073218"
